timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetProductName;obj_rentSubsidy;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_groupnumber;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_numberOfFloors;obj_galleryAd;obj_noParkSpaces;obj_energyEfficiencyClass;ga_cd_via_qualified;obj_usableArea;obj_lastRefurbish;ga_cd_developer_virtualreality
2020-05-24 21:10:14.696708;Berlin;central_heating;14544073;n;n;https://pictures.immobilienscout24.de/listings/024d2f23-e90b-4f0e-9767-25e152fbd2be-1349729881.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;7.75;1977;7.75;115638765;gas;y;false;y;Berlin;n;7;3;.;energy_required;3.57;58;Berlin;14193;first_time_use_after_refurbishment;no_information;false;no_information;Bismarckallee;n;Bismarckallee;ground_floor;14193;2;115.6;n;2,active;Deutschland;standard;wohnung_kauf;n;0;002.01000690340;400000;profile0;2;true;y;showqualicontactform;n;n;Grunewald_Wilmersdorf;215+;2;Berlin;/expose/115638765;['Das Wohnhaus ist in einer Seitenstraße der Koenigsallee im grünen und ruhigen Ortsteil Grunewald nahe dem Johannaplatz gelegen. \n\nUnweit des Hubertussees, wenige Minuten vom Kurfürstendamm entfernt, der zum Bummeln und Flanieren mit den vielen Restaurants, Cafés und Boutiquen einlädt.', '- Parkett\n- offene Küche\n- Duschbad\n- gemeinschaftliche Gartennutzung', '- Mit dem PKW sind es ca. 5 Minuten zum Kurfürstendamm, zum Hauptbahnhof sind es ca. 20 Minuten\n\n- mit dem Bus in ca. 5 Minuten zum S-Bahnhof Halensee'];;;;;;;;;;;;;;;;;;;;;;;
2020-05-24 21:10:15.335667;Berlin;central_heating;179106;n;y;https://pictures.immobilienscout24.de/listings/2172e116-f509-4ad0-8f7b-22bf4f932d23-1350154347.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;10.47;1905;10.47;115669417;no_information;y;true;y;Berlin;y;7;1;no_information;;6.36;56;Berlin;13187;well_kept;no_information;false;no_information;no_information;n;no_information;no_information;13187;2;;n;2,active;Deutschland;standard;wohnung_kauf;y;1;001.179106;320000;profile0;2;true;n;;n;n;Pankow_Pankow;J13035D1;2;Berlin;/expose/115669417;['Diese sehr schöne und äußerst gepflegte Zwei-Zimmer-Wohnung in ruhiger und beliebter Lage nahe des Rathauses Pankow überzeugt mit typischen Altbau-Details wie hohen Decken, Stuck und viel Licht. Zwei große Zimmer, eines davon mit Balkon, eine freundliche und geräumige Küche sowie ein helles Tageslicht-Bad mit Dusche machen diese Wohnung zu einem echten Kleinod.\n\nHaus und Wohnung wurden vor wenigen Jahren saniert, so dass heute keine Investitionen nötig sind.\n\nDerzeit ist die Wohnung für ca. EUR 700,- kalt im Monat vermietet. Die Es handelt sich um einen Staffelmietvertrag, der sich Mitte 2020 um EUR 100,-/Monat erhöht. Die Mieterin hat Interesse an einem längerfristigen Verbleib - Eigenbedarf ist aber auch möglich.\n\nThis very beautiful and extremely well-kept two-room apartment in a quiet and popular location near the town hall of Pankow convinces with typical old building details such as high ceilings, stucco and lots of light. Two large rooms, one of them with balcony, a friendly and spacious kitchen and a bright daylight bathroom with shower make this apartment a real gem.\n\nHouse and apartment were renovated a few years ago, so that today no investments are necessary.\n\nAt the moment the apartment is rented for approx. EUR 700,- cold per month. This is a graduated rental agreement, which will increase by EUR 100,-/month in the middle of 2020. The tenant is interested in a longer-term stay - however, own use is also possible.', 'Altbau, Balkon/Terrasse, Dielen, Einbauküche, Gaszentralheizung, Gepflegt, Keller, Modernisiert, Renoviert, Saniert, vermietet zeitweise', 'Diese Wohnlage nahe dem Schlosspark Niederschönhausen gehört zu den beliebtesten der Stadt. Die grüne Citylage mit vielen Einzelhandelsgeschäften sowie einem umfangreichen Angebot an Gastronomie macht dieses Umfeld im Herzen von Pankow so attraktiv. Innerhalb einer Minute erreichen Sie fußläufig den beliebten Park, der vielfältige Erholungs- und Freizeitgestaltungsmöglichkeiten bietet. Einkaufsmöglichkeiten für Waren des täglichen Bedarfs befinden sich in Laufentfernung.\nZum Shoppen und Flanieren laden das Rathaus-Center Pankow oder die Schönhauser-Alle-Arcaden ein. \nThis residential area near the coveted Schlosspark Niederschönhausen is one of the most popular in the city. The green city location with many retail shops and a wide range of gastronomy makes this area in the heart of Pankow so attractive. Within one minute you can reach the popular park, which offers a variety of recreational and leisure activities. Shopping facilities for everyday goods are within walking distance.\nThe Rathaus-Center Pankow or the Schönhauser-Alle-Arcaden invite you to shop and stroll. ', 'Sie möchten Ihre Immobilie verkaufen? Wir sind Ihr Partner für einen erfolgreichen Verkauf.\n1. Unsere Experten verfügen über tiefgehende Kenntnis des bestehenden Immobilienmarktes und entwickeln gerne eine individuelle Verkaufsstrategie für Sie. Wir bewerten Ihre Immobilie unverbindlich, kostenfrei und marktgerecht.\n2. Wir sind für Sie da und begleiten Sie von der kostenlosen Beratung bis hin zum Notartermin, immer getreu unserer Philosophie: kompetent, zuverlässig und diskret.\n3. Unser nationales und internationales Netzwerk sowie interne Synergien ermöglichen Ihnen den Zugang zu potenziellen Käufern aus aller Welt und somit einen erfolgreichen Abschluss. \nProfitieren Sie von unserem Know-How, rund 20 Jahren Erfahrung und 6 Büros in den besten Lagen Berlins. Gerne beraten wir Sie kostenlos in unserem Büro, per Telefon oder E-Mail!  \nEnergieausweis vorhanden:\nnein'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;153.82;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;666;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;4;;;;;;;
2020-05-24 21:10:15.697990;Berlin;central_heating;463030;n;y;https://pictures.immobilienscout24.de/listings/0b4ab5ee-c831-49ef-82d6-1e24184a2e12-1349980265.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.49;1996;11.49;115657742;gas;y;false;y;Berlin;y;5;5;38A;energy_consumption;6.07;64;Berlin;12161;well_kept;normal;false;underground_garage;"Fregestra&szlig;e";y;Fregestraße;no_information;12161;2;159.9;n;2,active;Deutschland;standard;wohnung_kauf;y;3;001.463030;250000;profile0;2;true;n;showqualicontactform;n;n;Steglitz_Steglitz;115657742;3;Berlin;/expose/115657742;['Die Wohnung ist zwar vermietet, es besteht aber keine Sperrfrist, Sie können bequem Eigenbedarf anmelden.\nDas 1996 neu gebaute\nHaus ist gepflegt und es besteht offensichtlich kein\nInstandhaltungsrückstau. Die sehr hochwertige\nBauweise zeigt sich schon allein durch ein mit Zinkblech\ngedecktes Dach, das komplett mit Granitplatten\nverkleidetete Erdgeschoss und die wärmegedämmte\nFassade. Das Wohneigentum wird mit einem im Jahre 1974 errichteten Haus gemeinsam verwaltet und ist mit diesem grundbuchlich verbunden.\nDer Tiefgaragenstellplatz muss nicht mit erworben werden.', 'Hier finden Sie alles, was das Herz begehrt: -\neine beliebte Wohnlage - Fahrstuhl - Tiefgarage -\nBalkon - attraktiver Wohnungsschnitt - super\nNahverkehrsanbindung - Wohnungen mit Einbauküche - Keller\nDer Stellplatz muss nicht mit erworben werden.', 'Ruhige und sonnige Lage mit schönem Ausblick.\nBitte schauen Sie sich die Umgebung unten in der Karte\nüber Satellit an!\nNur 5 Geminuten entfernt laden die beliebten Einkaufsund\nFlaniermeilen Schloss- und Rheinstraße mit dem\nSchlossstraßencenter zum bummeln und shoppen ein.\n2 Gehminuten zu S- und 5 Minuten zur U- Bahn und\neine Minute zum Bus, wenige Fahrminuten bis zu den 2\nStadtautobahnen A100 und A103 sorgen für eine\notimale Verkehrsanbindung auch für Mieter ohne Auto.\nDie Fregestraße gehört mit Ihrer zentralen Lage zu\neiner der beliebtesten Wohnlagen von Steglitz. Darüber\nhinaus zeichnet sich die Lage durch eine gute\nInfrastruktur, eine Vielzahl an Schulen, Kitas,\nArztpraxen etc. aus.\nDas Haus liegt im Herzen von Steglitz, einem\ntraditionsreichen, gutbürgerlichen Bezirk im Süd-\nWesten von Berlin, bekannt durch Künstler,\nSchriftsteller und durch zahlreiche Galerien.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;267;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;9;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;5;disabled;1;E;;;;
2020-05-24 21:10:16.076622;Berlin;;15754699;n;y;https://pictures.immobilienscout24.de/listings/be5e8d3f-8b18-457f-b9aa-eb73e858aa82-1368415346.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.24;1905;11.24;115658543;oil;n;false;y;Berlin;n;9;1;26;energy_consumption;6.2;96.92;Berlin;10717;well_kept;no_information;false;no_information;"G&uuml;ntzelstra&szlig;e";n;Güntzelstraße;apartment;10717;3;207.6;n;2,active;Deutschland;premium;wohnung_kauf;n;2;001.15650116;609000;profile0;3;true;n;;n;n;Wilmersdorf_Wilmersdorf;6093;4;Berlin;/expose/115658543;['Die helle und freundliche Altbauwohnung befindet sich im 2. OG des Vorderhauses in einem hübschen Mehrfamilienhaus aus der Jahrhundertwende. Sie verfügt über 3 Zimmer, die alle über den zentralen Flur aus begehbar sind.\nGroßzügigkeit und eine anspruchsvolle Deckenhöhe lassen viele individuelle Gestaltungsmöglichkeiten zu. Zum Beispiel könnte durch Einbau einer Hochebene noch mehr Platz für verschiedene Nutzungsmöglichkeiten geschaffen werden.\nZahlreiche historische Stuckelemente runden den Charme dieser Wohnung ab.\nDie hohen und großzügigen Doppelkasten Fenster sind in allen Wohnräumen nach Südwesten ausgerichtet. Dies sorgt für optimale Lichtverhältnisse.\nAuf dem sonnigen Südwest Balkon, der genügende Platz für eine Sitzgelegenheit bietet, können Sie entspannt das bunte Treiben im Güntzelkiez beobachten.\nEine Küche mit ausreichend Platz für eine Essecke und ein gefliestes Duschbad mit Fenster gehören ebenfalls zu dieser Wohnung dazu.\nÜberzeugen Sie sich selbst und vereinbaren Sie einen persönlichen Besichtigungstermin mit uns.', 'Eine unschlagbare Lage mitten in Charlottenburg.\nZum Kurfürstendamm sind es über die Uhlandstraße nur ca. 1 km. Wer mit dem Auto unterwegs ist, braucht nur ca. 5 Minuten bis zur Stadtautobahn A100.\nEinkaufsläden, kleine Boutiquen und unzählige Restaurants und Cafés befinden sich rund um das Gebäude.\nWer dem quirligen Leben der Großstadt etwas entfliehen möchte, der findet in unmittelbarer Umgebung den Volkspark Wilmersdorf sowie den Preußenpark zum Entspannen und Verweilen oder auch um sich bei diversen sportlichen Aktivitäten richtig auszupowern.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;302.33;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;1;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;6;disabled;;;true;;;
2020-05-24 21:10:16.452207;Berlin;central_heating;18052783;n;n;https://pictures.immobilienscout24.de/listings/810dd054-7430-427f-a579-baec55618644-1360878488.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.12;1900;11.12;115639435;no_information;n;false;n;Berlin;n;5;1;no_information;energy_required;6.13;59.28;Berlin;10587;no_information;no_information;false;no_information;no_information;n;no_information;apartment;10587;2;124;n;2,active;Deutschland;top;wohnung_kauf;y;;002.01008679649;229000;profile0;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;498405;2;Berlin;/expose/115639435;"['An einem der Berliner Spreebögen - die Spree zieht sich in mehreren Windungen durch die Hauptstadt - liegt das klassische Altbau-Eckhaus im nordöstlichen Winkel des Westberliner Stadtteils Charlottenburg. Ob Kapitalanleger oder Selbstnutzer - die Wohnungen ""Am Spreebogen"" sind für beide gleichermaßen interessant: Von den 38 Wohneinheiten sind 80 % vermietet. Die leerstehenden Wohnungen bieten Selbstnutzern die Möglichkeit, sich ihre Traumwohnung zu verwirklichen - besonders Singles und junge Paare können sich in den ca. 55 m² - 70 m² großen Wohnungen ihr ganz eigenes Zuhause schaffen. Im Erdgeschoss befinden sich zwei vermietete Gewerbeeinheiten.', '- Gartenanteil mit Terrasse\r\n- Wannenbad mit Fenster\r\n- abgezogene Dielen\r\n', 'Sowohl ältere Menschen, die ihre Umgebung lieben, als auch Familien, die für ihre Kinder eine ruhige und grüne Lage bevorzugen, oder Studierende, die an der Technischen Universität oder Universität der Künste eingeschrieben sind, - sie alle können in Charlottenburg fündig werden: Hier lebt man ruhig, bürgerlich und im Grünen. Die Anbindung an den Nahverkehr wird durch die Buslinien gewährleistet, die einen in knapp 10 Minuten zu den umliegenden U-Bahn-Stationen bringen. Dinge des täglichen Bedarfs sind vom ""Spreebogen"" aus rasch besorgt: Supermärkte, Discounter, Apotheken, Ärzte und Bankfilialen befinden sich in unmittelbarer Nähe. Kindergärten und Schulen erreicht man ebenfalls fußläufig. \r\n\r\nNur wenige Gehminuten entfernt finden Sie am Spreeufer Entspannung im Grünen. Oder Sie folgen dem Flusslauf nach Westen und gelangen nach einem kurzen Spaziergang zum Schloss Charlottenburg mit seinem weitläufigen Park.\r\n']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;136.27;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;11;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;5;;;;;;;
2020-05-24 21:10:16.822973;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/1e4a3dd9-efb8-460f-af08-1dd793c14fd5-1349738791.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.01;1910;12.01;115639484;gas;n;false;n;Berlin;y;5;1;.;energy_required;7.88;65.48;Berlin;10963;need_of_renovation;no_information;false;no_information;"M&ouml;ckernstra&szlig;e";n;Möckernstraße;ground_floor;10963;2;175.5;n;2,active;Deutschland;standard;wohnung_kauf;y;0;002.01000690340;227700;profile0;2;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;505+;3;Berlin;/expose/115639484;['Das Wohnhaus befindet sich in einer Nebenstraße der Yorkstraße.\n\nDiverse Einkaufsmöglichkeiten sind in der Umgebung vorhanden.', '- Naturdielen\n- Wannen mit Fenster\n- Terrasse', '- in wenigen Minuten zum S-U-Bahnhof Yorkstraße'];;;;;;;;;;;;;;;;;;;;;;;
2020-05-24 21:10:17.168954;Berlin;district_heating;5451066;n;y;https://pictures.immobilienscout24.de/listings/99e6f04d-4b1f-4bf5-8879-e702337c84a3-1349933384.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.49;1914;11.49;115653850;district_heating;y;false;n;Berlin;n;6;1;11;energy_consumption;6.07;62;Berlin;12163;no_information;no_information;false;no_information;Gutsmuthsstr.;n;Gutsmuthsstr.;apartment;12163;2;77.8;n;2,active;Deutschland;standard;wohnung_kauf;n;3;001.5451066;295000;profile0;2;true;n;showqualicontactform;n;n;Steglitz_Steglitz;115653850;3;Berlin;/expose/115653850;['Der gepflegte Berliner Altbau ist in einer ruhigen Straße gelegen und verfügt über 15 Wohn- und 2 Gewerbeeinheiten. Ein Aufzug ist vorhanden.\n\nDie bezugsfreie Wohnung befindet sich in der dritten Etage und verfügt über 2 Zimmer, Duschbad, Küche und eine praktische Abstellkammer. Durch die Küche gelangt man auf den Balkon.\n\nDie Wohnung ist sanierungsbedürftig. Sämtliche Maler- und Lackierarbeiten müssen ausgeführt werden. Über die Aufbereitung/ Erneuerung der Böden sollte ggf. nachgedacht werden.', 'Absolut zentral aber dennoch ruhig gelegen in Steglitz im Südwesten Berlins. Steglitz gilt als gehobener und sicherer Bezirk.\n\nDas Highlight ist zweifellos die Nähe zur Schloßstr. Berlins zweitgrößter Shoppingmeile. Diese ist in 3 Minuten fußläufig erreicht und bietet neben Geschäften, Cafés und Restaurants auch alles für den täglichen Bedarf.\n\nDer perfekte Anschluss an das Nahverkehrsnetz wie Bus und U- Bahn sowie die gute Anbindung an die Stadtautobahn runden das Angebot ab.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;290.4;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;;;;C;;62;;
2020-05-24 21:10:17.549018;Berlin;district_heating;17228770;n;n;https://pictures.immobilienscout24.de/listings/844a1b2b-61ed-4690-92a6-3c2b3f8087b6-1350146001.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.35;1968;11.35;115668762;gas;y;false;y;Berlin;n;7;2;no_information;energy_consumption;7.53;65;Berlin;10243;well_kept;no_information;false;no_information;no_information;y;no_information;apartment;10243;2;81.6;n;2,active;Deutschland;standard;wohnung_kauf;n;2;002.01007994385;345000;profile0;2;true;n;;n;n;Friedrichshain_Friedrichshain;#01040;3;Berlin;/expose/115668762;['Diese 2 Zimmer Wohnung bietet viel Platz im Zentrum Berlins. Die Wohnung besticht durch ihre großen Fenster, die in den ruhigen Innenhof der Anlage zeigen und durch eine Südausrichtung viel Licht hereinlassen. Das große Wohnzimmer mit verbundener Küche schafft Platz zum gemeinsamen Kochen und Entspannen. Ein kleiner Flur mit Einbauschränken führt zum Badezimmer sowie einer Arbeitsplatznische, die an eine Kammer angrenzt. Das große Schlafzimmer ist sehr geräumig und bietet viele Gestaltungsmöglichkeiten. Die Wohnung kann zu Mitte 2020 bezugsfrei übernommen werden - worauf warten Sie?', 'Die Ausstattung Ihrer Wohnung lässt nahezu keinen Wunsch offen und weist u.a. folgende Ausstattungsmerkmale auf:\n\n+ helle Wohnung mit bodentiefen Fenstern\n+ möblierter Verkauf (Echtholzmöbel, TV, Geschirrspüler, Waschmaschine, etc.)\n+ ISO-Kunststofffenster\n+ Bad mit Badewanne\n+ Einbauschränke im Flur\n+ ideale Raumaufteilung\n+ großzügiger Grundriss\n+ Abstellkammer in der Wohnung\n+ neue Elektrik\n+ ruhig gelegen\n+ Garderobennische\n+ solide Instandhaltungsrücklage\n+ Keller\n+ Fahrradkeller\n+ letzte Sanierung der Wohnung 2012', 'Top Lage und Infrastruktur! \n\nDie U-Bahnhöfe Weberwiese und Strausberger Platz sind in wenigen Minuten zu erreichen. Ebenso ist der Ost-Bahnhof mit all seinen Anbindungen nach Berlin sowie ins Umland fußläufig erreichbar. Ein weiteres Highlight ist die Nähe zur Mercedes Benz Arena und zur East Side Gallery. Hier befinden sich viele Restaurants und Einkaufsmöglichkeiten. In der unmittelbaren Umgebung gibt es einen Edeka sowie einen Netto, der in wenigen Gehminuten zu erreichen ist. Zudem gibt es mehrere Schulen und auch Kindertagesstätten, genauso wie medizinische Versorgungseinrichtungen.', 'Alle Angaben stammen vom Verkäufer. Wir übernehmen hierfür keine Haftung.\n\nIhren Besichtigungstermin können Sie selbstverständlich individuell nach Ihren Wünschen mit uns vereinbaren. Zur Beantwortung Ihrer Fragen können Sie uns jederzeit kontaktieren.\n\nSie möchten Ihre Immobilie verkaufen?\n\nWir stehen Ihnen gerne bei allen Fragen und Anliegen beratend beiseite und treten dafür ein, dass vor allem\nSie profitieren. Nutzen Sie die positive Marktlage und unser geschultes Team, um den Höchstpreis zu erzielen. Gerne unterstützen wir Sie bei all Ihren Fragen und Anliegen rund um Ihre Immobilie. Ganz individuell gehen wir auf Ihre persönlichen Bedürfnisse ein, um Ihnen eine ehrliche und kompetente Beratung zu gewährleisten, denn Ihre Zufriedenheit ist unser Ziel.\n\nIhr IMMODO-Team'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;255;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;8;disabled;;;;;;
2020-05-24 21:10:18.181235;Berlin;central_heating;76007;n;n;https://pictures.immobilienscout24.de/listings/a611dca3-cc31-4b06-8467-cf1f97c0f109-1357260630.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;10.66;1955;10.66;115652038;gas;y;true;y;Berlin;y;6;2;no_information;energy_required;5.91;49.82;Berlin;10115;well_kept;no_information;false;no_information;no_information;n;no_information;apartment;10115;2;107.2;n;2,active;Deutschland;standard;wohnung_kauf;y;4;001.76007;280000;profile0;2;true;n;showqualicontactform;n;n;Mitte_Mitte;68108;2;Berlin;/expose/115652038;"['Bitte vervollständigen Sie das Anfrageformular mit Ihrem Namen, um ein vollständiges Exposé mit Lagebezeichnung zu erhalten und einen Besichtigungstermin zu vereinbaren. Sie können jedoch vorab die Immobilie durch eine virtuelle 360°-Tour besichtigen. Den Link dazu erhalten Sie nachdem Sie das Exposé heruntergeladen haben. Herzlichen Dank!\r\n\r\nDie hier angebotene Eigentumswohnung befindet sich im 3. Obergeschoss eines ca. 1955 erbauten Mehrfamilienhauses. Die Eigentümergemeinschaft legt viel Wert auf eine ordentliche Bewirtschaftung und ständige Instandhaltung des Objektes. Sowohl die Außenanlage, als auch die Immobilie an sich werden laufend gepflegt und befinden sich in einem dementsprechend guten Zustand.\r\n\r\nDurch den Eingang gelangt man in einen großzügigen Flur, von dem aus sich das Wannenbad, die Küche, das Wohnzimmer sowie das Schlafzimmer erschließen. Die genaue Raumaufteilung entnehmen Sie bitte dem beigefügten Grundriss.\r\n\r\nAls Fußboden ist in der Wohnung Kork verlegt. Das Bad ist gefliest. Die Beheizung erfolgt über eine gasbetriebene Zentralheizung. Die Wohnung ist seit dem 01.08.2018 vermietet, die monatlichen Mieteinnahmen betragen zurzeit ca. 597,84 EUR. Das monatlich zu zahlende Wohngeld beläuft sich aktuell auf ca. 142,30 EUR inkl. Zuführung zur Instandhaltungsrücklage.', 'Der Stadtbezirk Mitte liegt im Zentrum der Hauptstadt und ist der ""In-Bezirk"" sowie Verwaltungs-, Regierungs- und auch historisches Zentrum der Stadt. Zahlreiche kulturelle Institutionen machen den Bezirk zusätzlich attraktiv, wie z.B. viele Theater, zwei Opernhäuser, das Schauspielhaus am Gendarmenmarkt und die berühmten Museen auf der Museumsinsel. Daneben prägen viele gastronomische Einrichtungen, ausgefallene und exklusive Geschäfte und eine kreative Kulturszene das Bild dieses Bezirkes. Die Wohnung hat eine optimale Lage mitten im Herzen der Hauptstadt. Die Shopping- und Ausgehmeile Torstraße befindet sich nur wenige Meter entfernt. Der Hauptbahnhof, das Regierungsviertel sowie der bekannte Monbijou-Park befinden sich alle in der Nähe. Der S- Bahnhof ""Nordbahnhof"" sowie der U-Bahnhof ""Rosenthaler Platz"" sind in nur wenige Minuten zu Fuß erreichbar und ermöglichen eine Anbindung in alle Richtungen.']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;142.3;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;5101;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;5;;;D;;;1999;
2020-05-24 21:10:18.519366;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/0e341b36-f7ef-4365-beaa-be89947cb567-1349733462.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.24;2016;11.24;115639095;district_heating;n;false;n;Berlin;y;11;9;.;energy_required;6.16;147.63;Berlin;10713;first_time_use;sophisticated;false;underground_garage;"Mannheimer Stra&szlig;e";y;Mannheimer_Straße;apartment;10713;5;76.5;n;2,active;Deutschland;standard;wohnung_kauf;n;3;002.01000690340;1077700;profile0;5;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;326+;6;Berlin;/expose/115639095;['Das Wohnhaus befindet sich in einer Nebenstraße der Brandenburgischen Straße.\n\nDiverse Einkaufsmöglichkeiten sind in der nahen Umgebung vorhanden.', '- Parkett\n- offene Küche\n- Wannenbad mit enster\n- Duschbad\n- großer Balkon\n- Abstellraum \n- Kellerraum', '- mit dem Bus in wenigen Minuten zum U-Bahnhof Fehrbelliner Platz'];;;;;;;;;;;;;;;;;;1;NO_INFORMATION;;;;
