timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_noParkSpaces;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_firingTypes;obj_rentSubsidy;obj_energyType;obj_thermalChar;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_galleryAd;obj_groupnumber;obj_lastRefurbish;obj_usableArea;ga_cd_via_qualified;obj_energyEfficiencyClass
2020-05-24 21:16:51.212530;Berlin;no_information;ONE_YEAR_FREE;16048948;n;y;https://pictures.immobilienscout24.de/listings/86459453-b699-4463-8f26-88120bded7b4-1331886499.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1970;REGULAR;11.37;114340267;1;y;false;MagentaZuhause L;y;Berlin;y;8;2;no_information;5.8;58;Berlin;10709;no_information;no_information;false;100 MBit/s;outside;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10709;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15850880;420000;profile0;6;2;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;114340267;2;Berlin;/expose/114340267;"['Die Wohnung ist optimal geschnitten. Bei der Renovierung 2018 wurden die Heizkörper und Elektroleitungen getauscht, das Bad wurde komplett modernisiert. Die Küche hat nach Wunsch der Mieterin einen Urban-Design bekommen.\n\nMieteinnahmen 970 Euro kalt', ""Sehr zentral, 10 min bis Ku'damm""]";;;;;;;;;;;;
2020-05-24 21:16:51.560822;Berlin;central_heating;ONE_YEAR_FREE;8128225;n;n;https://pictures.immobilienscout24.de/listings/9785d6ea-3174-47cc-8f58-c7dde04c601a-1338585638.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;11.48;114341322;;n;false;MagentaZuhause L;y;Berlin;n;6;1;28;7.14;57.06;Berlin;10245;well_kept;no_information;false;100 MBit/s;no_information;"Corinthstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Corinthstraße;apartment;10245;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.8128225;299000;profile0;;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;C2366;2;Berlin;/expose/114341322;['Willkommen im Rudolfkiez\n\nDie bezugsfreie 2-Zimmerwohnung hat eine Wohnfläche von 57,06m² und liegt im 2.OG des Seitenflügels. Neben zwei Zimmern bietet die effizient geschnittene Wohnung eine Küche, ein Wannenbad mit Fenster und einen Flur. \n\nBeachten Sie: Die Wohneinheit wird demnächst an einen neu errichteten Außenfahrstuhl angeschlossen. Sämtliche Errichtungskosten trägt der Verkäufer. Diese Nachrüstung bietet nicht nur mehr Komfort für die Bewohner, sondern trägt auch zu einer erheblichen Wertsteigerung der Immobilie bei.\n\nWeitere Informationen zu der Immobilie erhalten Sie selbstverständlich auf Anfrage. Vereinbaren Sie am besten jetzt Ihren persönlichen Besichtigungstermin. Wir freuen uns auf Sie.\n\nObjektdaten:\n. Bezug: ab sofort\n. Etage: Seitenflügel - 2.OG\n. Fahrstuhl: Ja\n. Zimmer: 2\n. Fläche: ca. 57,06 m²\n. Bad / WC: Wannenbad mit Fenster\n. Heizung: Gaszentralheizung\n. Wohngeld: EUR 181,14\n\n. Objekt-Nr.: C 2366 / WE25\n\nAlle Daten basieren auf Angaben des Eigentümers.\n', 'Die hier angebotene Immobilie befindet sich in einem Eckgebäude mit Zugängen in der Corinth- sowie der Bossestraße im beliebten Berliner Stadtteil Friedrichshain.\n\nViele Geschäfte des täglichen Bedarfs sind in unmittelbarer Nähe.\n\nEine reichhaltige Auswahl an Restaurants, Bars und netten Cafés findet man im fußläufig erreichbaren Szeneviertel rund um den Boxhagener Platz und im Simon-Dach-Kiez. Auch bekannte Hotspots wie die weltberühmte East-Side-Gallery, der Techno-Tempel Berghain, die hübsche Oberbaumbrücke oder die Mercedes Benz Arena bieten viele attraktive Ausgehmöglichkeiten.\n\nDie öffentlichen Nahverkehrsanbindungen sind mit dem S-Bahnhof Berlin-Ostkreuz oder U-Bahn / S-Bahn Warschauer Straße sowie verschiedenen Buslinien nahezu ideal und nur wenige Fußminuten entfernt.\n\nGute Erholungsmöglichkeiten und viel Grün bietet der Treptower Park. ', 'Sie wollen Ihre Immobilie verkaufen?\nWir haben vielleicht schon einen Käufer für Sie!\nGerne kümmern wir uns professionell und engagiert um den Verkauf Ihres Objektes.\n\nWir beraten Sie mit unserer Erfahrung bei der Bewertung Ihrer Immobilie und der Kaufpreisfindung. Selbstverständlich begleiten wir Sie beim Verkauf bis zur Übergabe des Objektes.\n\nWeitere attraktive Angebote von vermieteten und bezugsfreien Eigentumswohnungen finden Sie unter: www.bamboola-immobilien.de'];gas;181.14;energy_consumption;129.8;;;;;;;;
2020-05-24 21:16:51.898908;Berlin;district_heating;ONE_YEAR_FREE;261165;n;n;https://pictures.immobilienscout24.de/listings/d939d20d-e90e-4c85-8502-1d88803246b4-1332134121.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;10.14;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;über Hybrid;;WITH_HYBRID;10.14;114356857;;n;false;MagentaZuhause M Hybrid (2);y;Berlin;n;11;;no_information;5.19;131;Berlin;14199;no_information;no_information;false;16 MBit/s;no_information;no_information;y;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;no_information;apartment;14199;5;n;2,active;true;Deutschland;top;50 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;001.261165;1100000;profile0;;5;true;n;showqualicontactform;n;n;Schmargendorf_Wilmersdorf;W-02GPSY;6;Berlin;/expose/114356857;['Die sehr stilvolle Eigentumswohnung befindet sich in einem Neubaukomplex, der im Jahr 2015 entstanden ist. Der Zugang der Wohnung erfolgt über eine gepflegte Piazza, um die herum sich die einzelnen Häuser gruppieren. Die familienfreundliche Lage wird durch den riesigen, geschlossenen Innenhof mit Privatkinderspielplatz betont. Das Wohnensemble verfügt über videoüberwachte Eingänge und eine Hochsicherheitsanlage. Die Wohnung befindet sich in der ersten Etage und ist mit einem Personenaufzug sowie barrierefreiem Zugang ausgestattet. Die große Luxuswohnung verfügt über fünf helle Zimmer, zwei moderne Badezimmer, eine Abstellkammer und einen Balkon. Mit Fokus auf einen hohen Qualitätsanspruch wurden ausschließlich hochwertige, langlebige Baumaterialen verwendet, so verfügt die Wohnung über fast drei Meter hohe Decken, Stuckleisten und hochwertiges Kirschholzparkett in allen Wohnräumen. Zusätzlich imponiert die luxuriöse Einrichtung durch eine vollausgestattete Einbauküche mit atmosphärischer Beleuchtung. Direkt am Master Schlafzimmer befindet sich Ankleideraum sowie ein Bad en Suite. Im Badezimmer wurden ein Villeroy&Boch-Waschbecken und eine Villeroy&Boch-Toilette verbaut. Die großzügige Raumaufteilung bietet eine luxuriöse Wohnidylle für die ganze Familie auf höchstem Niveau.\n\n- Luxus Ausstattung\n- Küche mit hochwertigen Einbauten\n- Modernes Vollbad und Gäste-WC mit Dusche\n- Parkettböden\n- Fußbodenheizung\n- Große Loggia\n- Tiefgaragenstellplatz inklusive\n- Wohn-Esszimmer', 'Der Berliner Bezirk Schmargendorf liegt im Südwesten und ist bekannt für seine grüne und beschauliche Eleganz mit Klassischen Villen, hochwertigen Einfamilienhäuser und erstklassigen Wohnanlagen. So sorgen in dieser gepflegten Wohngegend zahlreiche Straßenbäume und Grünanlagen dafür, dass die Luft rein bleibt. Abseits des Trubels am Ku‘damm bestimmen eher leise Töne das Leben im Bezirk. Zum Entspannen, Joggen oder Spazierengehen laden Volkspark Wilmersdorf und weitere Grünanlagen ein. Generell ist die Lebensqualität im Bezirk ausgezeichnet: Einkaufsmöglichkeiten, Restaurants, Cafés und Bars sowie das St. Gertrauden Krankenhaus und das Stadtbad Wilmersdorf sind nicht fern, die Verkehrsanbindung ist gut und es gibt ausreichend Kindergärten, Schulen, Bibliotheken und andere öffentliche Einrichtungen. Das Schmargendorfer Ortszentrum in der Berkaer Straße und in der Breite Straße verfügt über hervorragende Einkaufsmöglichkeiten für den täglichen Bedarf und ist fußläufig sowie auch die nahen gelegenen Geschäfte am Roseneck erreichbar. Die gute Infrastruktur macht den Wohnraum begehrt.'];;370;energy_required;50.7;10 MBit/s;50 MBit/s;;;;;;
2020-05-24 21:16:52.253656;Berlin;central_heating;ONE_YEAR_FREE;1011756;n;y;https://pictures.immobilienscout24.de/listings/69b08eb6-0d33-48c8-838c-046891af7d50-1344010683.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.77;40 MBit/s;telekom_layer_magenta_l;über VDSL;2011;REGULAR;10.77;114349731;1;y;false;MagentaZuhause L;y;Berlin;y;7;8;no_information;5.67;57;Berlin;10179;mint_condition;no_information;false;100 MBit/s;underground_garage;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10179;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1011756;395000;profile0;6;2;true;n;showqualicontactform;n;n;Mitte_Mitte;I-00SY2T-W-02H96X;2;Berlin;/expose/114349731;['Die hier angebotene, moderne 2-Zimmerwohnung befindet sich im 1. Obergeschoss des 2011 – 2013 errichteten Neubaus und erstreckt sich auf ca. 56,53 m². Zu erreichen ist sie bequem über einen Fahrstuhl. Das Schlafzimmer wurde geschickt von dem Wohn-/Kochbereich getrennt und verfügt über eine begehbare, sehr großzügige Ankleide. Durch die bodentiefen Fensterfronten ist der Wohn- und Essbereich stets freundlich und hell.\r\nDie Wohnung verfügt des Weiteren über eine vollausgestattete Einbauküche und ein komfortables Vollbad. \r\nEin Tiefgaragenstellplatz kann optional im gegenüberliegenden Nachbargebäude für ca. 100,- € monatlich angemietet werden. Dieses Angebot wird exzellent abgerundet durch einen nach Osten ausgerichteten Balkon, der zum Verweilen einlädt sowie einen ruhigen Innenhof mit separaten Fahrradabstellplätzen.\r\n\r\nAusstattung:\r\n\r\n• Deckenhöhe ca. 2,70 m\r\n• Parkett- und Fliesenfußboden\r\n• bodentiefe Fenster\r\n• zweifach verglaste Holzfenster mit Wärme- und Schallschutzisolierung\r\n• Einbauküche\r\n• großzügiges, modernes Vollbad\r\n• Fußbodenheizung\r\n• Balkon mit Ostausrichtung', 'Begehbarer Kleiderschrank\nParkett\nFliesen', 'Nur wenige Gehminuten von der Spree entfernt, befindet sich dieses Objekt nahe dem Engelbecken und dem Engeldamm, der einst die Uferstraße des 1852 als Wasserweg eröffneten Luisenstädtischen Kanals war. Er verband den Landwehrkanal mit der Spree, wurde jedoch 1926 teilweise wieder zugeschüttet und als Gartenanlage umgestaltet. Der Kanal wurde nach dem Krieg komplett zugeschüttet, hier verlief anschließend bis 1989 die Berliner Mauer. Heute hat sich die Umgebung zu einer sehr gefragten Wohnlage entwickelt. Einkaufsmöglichkeiten für den täglichen Bedarf sind in unmittelbarer Nähe vorhanden. Des Weiteren lässt sich der Oranienplatz, die Oranienstraße im Szenekiez Kreuzberg und die berühmte Friedrichstraße. Hier können Sie nicht nur an den internationalen Modeboutiquen vorbei flanieren, sondern auch die vielen Cafés und Restaurants mit den kulinarischen Köstlichkeiten aller Länder genießen. Bedeutende Sehenswürdigkeiten und Kulturstätten lassen sich von hier aus ebenfalls gut erreichen. Die Verkehrsanbindung ist durch die U-Bahnstationen Heinrich-Heine-Straße (Bus 147) sowie Moritzplatz (U8, M29) unmittelbar gegeben.', 'Die Courtage in Höhe von 7,14 % inkl. der gesetzlichen Mehrwertsteuer auf den Kaufpreis ist mit dem Zustandekommen des Kaufvertrages (notarieller Vertragsabschluss) verdient und fällig. Die vermittelnde und/oder nachweisende Engel & Völkers Berlin Mitte GmbH (Lizenznehmer der Engel & Völkers Residential GmbH ) und ggf. deren Beauftragter, erhalten einen unmittelbaren Zahlungsanspruch gegenüber dem Käufer (Vertrag zugunsten Dritter, § 328 BGB).\r\nHinweise: \r\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber übermittelt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Zwischenvermietung bleibt vorbehalten. Sollte das von uns nachgewiesene Objekt bereits bekannt sein, teilen Sie uns dieses bitte unverzüglich mit. Die Weitergabe dieses Exposés an Dritte ohne unsere Zustimmung löst gegebenenfalls Courtage- bzw. Schadensersatzansprüche aus. Im übrigen gelten die allgemeinen Geschäftsbedingungen für die Rechtsbeziehung zwischen Ihnen und Engel & Völkers Büro Berlin Mitte GmbH. Wir stehen Ihnen mit weiteren Informationen zum Objekt und zum Eigentümer sowie für Besichtigungen gern zur Verfügung.'];district_heating;365.34;energy_required;91;;;;;;;;
2020-05-24 21:16:52.619943;Berlin;central_heating;ONE_YEAR_FREE;178607;n;y;https://pictures.immobilienscout24.de/listings/fb59bbdf-ff03-4561-9278-d4bd26351d12-1338019117.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1956;REGULAR;12.24;114355298;;n;false;MagentaZuhause L;y;Berlin;n;6;2;no_information;6.53;54;Berlin;10783;need_of_renovation;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10783;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.178607;259500;profile0;;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;114355298;2;Berlin;/expose/114355298;['In angenehmer, innerstädtischer Wohnlage (Sackgasse) \nliegt die Wohnung im 1. OG eines Mehrfamilienhauses', '2 Zimmer, Duschbad, Gastherme, Balkon, Küche (leer)', 'nahe Kleistpark'];oil;;energy_consumption;146;;;disabled;500;;;;
2020-05-24 21:16:53.056629;Berlin;central_heating;ONE_YEAR_FREE;5925570;n;n;https://pictures.immobilienscout24.de/listings/e51c11c2-f66d-46bd-b7f5-86a31d4ff6d5-1331895383.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;11.14;114341609;;n;false;MagentaZuhause L;y;Berlin;n;8;;no_information;6.17;75;Berlin;10435;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10435;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.5925570;465000;profile0;5;3;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;SJ505;3;Berlin;/expose/114341609;['Vermietete 3-Zimmerwohnung mit West-Balkon im Kollwitzkiez: \n\nDer Altbau wurde um 1900 in einer der begehrtesten Viertel Prenzlauer Bergs – Kollwitzkiez - erbaut. Im 2. Obergeschoss gelegen, bietet diese Wohnung auf rund 75 m² 2 Schlafzimmer, ein Badezimmer,  eine Küche, ein Wohnzimmer und einen Balkon in Westausrichtung. \n\nDie Wohnung überzeugt durch Ihren idealen Schnitt und die Aufteilung der Zimmer. Vom Flur gehen rechts das Badezimmer, die Küche und eines der Schlafzimmer mit Blick  zum Innenhof. Linker Seite befinden sich ein weiteres Schlafzimmer sowie das Wohnzimmer mit Balkon-Zugang. \n\nDie Wohnung besticht durch den idealen Schnitt und den klassichen Altbaudetails wie hohe Decken, Stuck und Dielenböden.', '- 3 Zimmer\n- 2.OG\n- Balkon in Westausrichtung\n- Tageslichtbad\n- Dielenboden\n- hohe Decken\n- Stuck\n- idealer Grundriss\n- vermietet', 'Eingebettet zwischen Helmholtzkiez, Winskiez und Kastanienallee / Oderberger Straße zeigt sich hier im Kollwitzkiez der Prenzlauer Berg von seiner schönsten Seite. Traumhafte Flaniermeilen mit unzähligen Cafés, Restaurants, Bars, Eisdielen, Boutiquen und anderen kleinen Geschäften kreieren eine charmant-lebendige Wohnatmosphäre zum Wohlfühlen.\n\nKulturelle Möglichkeiten in direkter Nachbarschaft sind mannigfaltig. Dank diverser Galerien, der Kulturbrauerei, dem Mauerpark, reichlich Spielplätzen sowie des beliebten Wochenmarktes auf dem Kollwitzplatz bieten sich vielfältige und abwechlungsreiche Möglichkeiten der Freizeitgestaltung. Zahlreiche Super-, Bio- und Drogeriemärkte sind fußläufig erreichbar und garantieren eine bequeme Versorgung an Produkten des täglichen Bedarfs.\n\nEine optimale Anbindung an den öffentlichen Nahverkehr rundet den Standort ab. Die nahegelegenen U- und S-Bahnstationen sowie Tramlinien sind in nur wenigen Gehminuten zu erreichen.', 'Die Wohnung ist seit 2017 vermietet, es besteht ein Kündigungsschutz von 10 Jahren.\nEs besteht ein Vorkaufsrecht füt den aktuellen Mieter.\n\nMietkonditionen:\n\nGrundmiete: 617,67€/Monat\nBK: 132,00€/Monat\nHK: 80,16€/Monat\nGesamtmiete: 829,83 €/Monat'];gas;286.18;energy_consumption;153;;;;;;;;
2020-05-24 21:16:53.496106;Berlin;central_heating;ONE_YEAR_FREE;178607;n;n;https://pictures.immobilienscout24.de/listings/24599521-89a1-47cf-8c50-b8f009adc988-1332123458.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.13;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;11.13;114356382;;n;false;MagentaZuhause L;y;Berlin;n;6;1;no_information;5.02;54;Berlin;12247;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;12247;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.178607;299200;profile0;;2;true;n;showqualicontactform;n;n;Lankwitz_Steglitz;ETW - KaisWilh  54 m²;2;Berlin;/expose/114356382;['Altbau, die Wohnung liegt im 1. OG eines Mehrfamilienhauses des Vorderhauses, zusätzlich Kfz-Stellplatz', '2 Zimmer, Duschbad, Gastherme, Balkon, Küche (leer)', 'zwischen Alt-Lankwitz & Frankentaler Ufer'];oil;;energy_consumption;142;;;disabled;500;;;;
2020-05-24 21:16:53.850988;Berlin;no_information;ONE_YEAR_FREE;16048948;n;n;https://pictures.immobilienscout24.de/listings/dd5c9499-66b2-460a-b35d-3a6347ab9293-1331893535.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;11.3;10 MBit/s;telekom_layer_magenta_m;über VDSL;1988;REGULAR;11.3;114341385;;y;false;MagentaZuhause M;y;Berlin;n;6;4;no_information;5.73;45;Berlin;10629;no_information;no_information;false;50 MBit/s;no_information;no_information;n;https://padlock.link/iomm;https://padlock.link/mm;no_information;apartment;10629;1;n;2,active;true;Deutschland;top;50 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15850880;280000;profile0;5;1;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;114341385;2;Berlin;/expose/114341385;['Die vermietete 1 Zimmerwohnung liegt sehr zentral in der Nähe der S-Bahnhof Charlottenburg. Die Wohnung wurde im 2009 umfassend modernisiert und unbefristet vermietet.\n\nEin grosses Wohnzimmer bietet genug Platz für Schlaf und Essbereiche. Dielenboden!'];;145;;;;;;;2009;;;
2020-05-24 21:16:54.194261;Berlin;no_information;ONE_YEAR_FREE;16048948;n;y;https://pictures.immobilienscout24.de/listings/35b3275a-0846-45ee-820c-23f218a37132-1332097799.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1955;REGULAR;11.37;114354375;;n;false;MagentaZuhause L;y;Berlin;y;6;2;no_information;5.8;42;Berlin;10707;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;10707;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15850880;270000;profile0;6;2;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;114354375;2;Berlin;/expose/114354375;"['Die Wohnung hat zwei Zimmer, eine Küche und ein Bad. Im Flur gibt es einen kleinen Schrank, der als ein Abstellraum benutzt werden kann. \nDas Wohnzimmer hat einen geräumigen Balkon (südliche Ausrichtung. Wohnung und Keller sind in einem ordentlichen Zustand, es sind keine großen Reparaturen vorgesehen.', ""Die Wohnung liegt sehr zentral. Der Ku'damm ist in 5 Minuten zu Fuß erreichbar.""]";;;;;;;;;;42;;
2020-05-24 21:16:54.584904;Berlin;central_heating;ONE_YEAR_FREE;16048948;n;y;https://pictures.immobilienscout24.de/listings/7c78aa56-1b3f-4a0f-91e8-8574e7d3ac25-1331891006.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1987;REGULAR;11.3;114341142;;y;false;MagentaZuhause L;y;Berlin;y;8;4;no_information;5.73;64;Berlin;10629;no_information;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10629;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15850880;450000;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;114341142;3;Berlin;/expose/114341142;"[""Die Wohnung befindet sich in Super Lage in der Nähe von Ku'damm und S-Charlottenburg. \nSchlafzimmer ca 20 qm \nWohnzimmer mit Balkon zur Strasse (Süden)\nBadezimmer \nGetrennte Küche\n\nMieteinnahmen 12.000 EUR jährlich""]";;275;;;;;;;2010;;;
