timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_usableArea;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;ga_cd_via_qualified;obj_energyType;obj_energyEfficiencyClass;obj_thermalChar;obj_groupnumber;obj_floor;obj_galleryAd;obj_lastRefurbish;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_noParkSpaces
2020-05-24 20:42:39.825446;Berlin;central_heating;ONE_YEAR_FREE;15665007;n;n;https://pictures.immobilienscout24.de/listings/22c4a5d8-7cf8-4d0b-965a-a58e3daae8bd-1370172996.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.44;40 MBit/s;telekom_layer_magenta_l;70;über VDSL;1960;REGULAR;11.44;118539574;oil;n;false;MagentaZuhause L;y;Berlin;n;6;2;149;no_information;5.62;70;Berlin;12109;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12109;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01002864680;299000;profile0;3;3;true;n;showqualicontactform;n;n;Mariendorf_Tempelhof;HR910;3;Berlin;/expose/118539574;['Bei diesem Angebot präsentieren wir Ihnen eine 3-Zimmer-Wohnung mit Balkon in Mariendorf, welche sich in\nder 1. Etage befindlich über ca. 70 m² erstreckt. Die begrünte Wohnlage kombiniert die hervorragende\nInfrastruktur Berlins mit zahlreichen Naherholungsmöglichkeiten wie dem nur etwa 650 m entfernten\nMariendorfer Volkspark.\nDas Mehrfamilienhaus, in dem sich die Immobilien befindet, wurde 1960 erbaut und umfasst 3 Etagen. \nEmpfangen werden Sie im Flur, der über intelligent verbaute Einbauschränke verfügt und Sie in sämtliche Räume\nweiterleitet. Zu den Räumlichkeiten gehören Schlafzimmer, die Küche, das Tageslichtbad mit Duschkabine sowie\nHandtuchheizkörper und das helle Wohnzimmer. Letzteres bietet darüber hinaus Zugang zum Balkon.\nZusätzlichen Stauraum gewährleistet ein Kellerabteil.', 'Begrünte Wohnlage\nNahe Mariendorfer VolksparkHervorragende Infrastruktur Balkon\nVorteilhafter Grundriss\nTageslichtbad mit Duschkabine\n Kellerabteil', 'Die Immobilie liegt im Ortsteil Mariendorf des Bezirks Tempelhof-Schöneberg im Süden von Berlin. Er besticht\ndurch ruhige Wohnviertel und ist weit über die Landesgrenzen Berlins hinaus durch die ca. 2,6 km entfernte\nTrabrennbahn bekannt.\nFür Besorgungen des täglichen Bedarfs stehen Ihnen in einem Umkreis von bis zu 600 m eine Vielzahl an\nGeschäften, Supermärkten, Restaurants und Dienstleistern zur Verfügung. Zudem befinden sich eine Apotheke\nin rund 450 m und eine Post- sowie Bankfiliale in gut 500 m. Die nächstgelegenen Bildungseinrichtungen wie\nz.B. eine Deutsch-Skandinavische Gemeinschaftsschule und ein Gymnasium können in knapp 10 Minuten\nbequem zu Fuß erreicht werden – eine Kita in 7 Minuten. Freizeitaktivitäten und Naherholungsmöglichkeiten\nbieten zum einen ein naturbelassener Park \ndem Rad erreichen, oder zum anderen der Volkspark mit seinen einladenden Grün- und Teichanlagen in 2\nFahrradminuten Entfernung.\nVon der nächstgelegenen Bushaltestelle trennen Sie lediglich rund 160 m. Die U-Bahnstation “Westphalweg” mit\nAnbindung an die Linie U6 erreichen sie in 8 Gehminuten. Mit dem Auto sind Sie über die B96 gut angebunden\nund steuern so das Stadtzentrum in ungefähr 30 Minuten an.\nAlle', 'Der Makler erhebt vom Käufer eine Provision in Höhe von 7,14% inkl. ges. MwSt. \n-\nUm Ihnen nähere Informationen zukommen zu lassen und Ihnen eine Besichtigung zu ermöglichen, bitten wir um Mitteilung Ihrer Email-Adresse und Ihrer Telefonnummer.\n-\n\nSchauen Sie auch auf unserer Internetseite vorbei und lernen Sie uns und unsere Objekte kennen.\nBesuchen Sie uns auf: \nwww.duzimmobilien.de'];;;;;;;;;;;
2020-05-24 20:42:40.237142;Berlin;central_heating;;847916;n;y;https://pictures.immobilienscout24.de/listings/4a07ceed-8d86-4a95-8c40-e961cbcf0f7c-1370171910.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.3;;;;;1970;;11.3;118537530;no_information;n;false;;y;Berlin;y;8;2;410;no_information;5.73;85;Berlin;10627;fully_renovated;sophisticated;false;;no_information;no_information;y;;;no_information;apartment;10627;3;n;2,active;;Deutschland;premium;;wohnung_kauf;n;;;001.847916;405000;profile0;8;3;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;118537530;4;Berlin;/expose/118537530;"['Renovierte helle Eigentumswohnung im 5.OG mit Lift und Blick auf den Ernst-Reuter-Platz.', 'Diese zentral liegende Eigentumswohnung erfüllt fast sämtliche Ansprüche an eine Stadtwohnung mit bester Anbindung an Bus, Bahn und Autobahn.', 'DIESES  EXPOSE  IST  EINE  VORINFORMATION;\nals Rechtsgrundlage gilt allein der zu beurkundende Kaufvertrag..\n\nBitte haben Sie Verständnis dafür, dass weitere Informationen zu der hier angebotenen Eigentumswohnung nur gegeben werden können, wenn uns von dem Anfragenden der Name, Anschrift und Telefonnummer genannt wurden.\nIhre Daten werden selbstverständlich vertraulich behandelt und nicht an Dritte weitergegeben.\n\nDie im Exposé enthaltenen Angaben wurden uns von dem Eigentümer gegeben; für die Vollständigkeit und Richtigkeit kann keine Gewähr übernommen werden.\nWir freuen uns Ihnen diese Eigentumswohnung vorstellen zu dürfen..']";true;energy_required;NO_INFORMATION;117;4;5;;;;;
2020-05-24 20:42:40.575349;Berlin;;;7330415;n;y;https://pictures.immobilienscout24.de/listings/f1c72598-adf6-4a37-917b-5471ffddbedf-1370196009.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;13.14;;;;;1974;;13.14;118545074;no_information;n;false;;n;Berlin;n;3;3;;XX;6.09;55.96;Berlin;12347;no_information;no_information;false;;no_information;Britzer Damm;n;;;Britzer_Damm;no_information;12347;2;n;2,active;;Deutschland;top;;wohnung_kauf;n;;;001.7330415;120000;profile0;;2;true;n;showqualicontactform;n;n;Britz_Neukölln;62D2117160100820;2;Berlin;/expose/118545074;['Sie erreichen uns von Mo. - So. unter der Telefonnummer 030-40209796.\n\nWohnung Nr. 5 im 1. OG links, 55,96 m² Wfl., bestehend aus 2 Zimmern, Küche, Bad, Flur mit Abstellnische und Loggia, Bj. 1974\n\n\nBitte kontaktieren Sie uns bei weiteren Fragen telefonisch, von Montag - Sonntag von 08:00 - 20:00 Uhr, unter der Telefonnummer 030-40209796.\n\n\nDieses Objekt wird beim zuständigen Amtsgericht versteigert.\n\n\nVerkehrswert: 120.000,00 EUR.\n\n\nSichern Sie sich unter Umständen 30 % Nachlass auf den Verkehrswert und zahlen Sie somit für die oben genannte Immobilie nur 84.000,00 EUR. Ebenso entfallen Notarkosten und Maklercourtage.\n\n\nDies ist eine von bundesweit 25.000 interessanten Immobilien, die wir in der aktuellen, monatlichen Ausgabe unseres kostengünstigen IMMOBILIENVERSTEIGERUNGS-KATALOGES veröffentlichen. Sichern Sie sich jetzt diese Informationen um Ihre Wunschimmobilie preisgünstig zu erwerben.\n\n\nKataloginfos:\nTelefonnummer 030-40209796.', 'Die AZ Agentur für Zwangsversteigerungsinformationen GmbH ist der führende Herausgeber von Informationen zu dem Thema Zwangsversteigerungen von Immobilien. Bei uns finden Sie alle Versteigerungstermine und alle wichtigen Daten zu den einzelnen Immobilien, Häusern, Wohnungen.\n\n\nDie in diesem Expose verarbeiteten Daten wurden uns von Dritten übermittelt, bzw. dem gerichtsbestellten Gutachten entnommen und konnten von uns nicht geprüft werden. Eine Haftung kann daher nicht übernommen werden. Irrtum und Zwischenverkauf vorbehalten.\n\n\nZusätzliche Informationen:\nMontags - Sonntags von 08:00 - 20:00 Uhr unter der Telefonnummer 030-40209796.'];;;;;;;disabled;;;;
2020-05-24 20:42:41.045044;Berlin;central_heating;ONE_YEAR_FREE;5323357;n;y;https://pictures.immobilienscout24.de/listings/8e4a1f02-5751-4059-99d9-570c07a0c86b-1370168947.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.13;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1956;REGULAR;11.13;118538181;oil;y;false;MagentaZuhause L;y;Berlin;y;4;2;;no_information;5.02;56.26;Berlin;12247;well_kept;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;12247;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.5323357;198000;profile0;3;2;true;y;showqualicontactform;n;n;Lankwitz_Steglitz;118538181;2;Berlin;/expose/118538181;['Es stehen 3 vergleichbare 2-Zimmer-Wohnungen  in diesem Haus zum Verkauf.\nDie Wohnungen können separat oder zusammen erworben werden.\n\nDer Kaufpreis je Wohnung beträgt 198.000,- EURO.\n\n\n\n- gepflegte 2-Zi-Wohnung in angenehmer Wohnlage\n\n- Balkon zum gepflegten Garten + frz. Balkon\n\n- hell\n\n- ruhig\n\n- Garten zur gemeinschaftlichen Nutzung\n\n- separate Zimmer\n\n- Kammer (z.B. begehbarer Kleiderschrank)\n\n- Wannenbad mit Fenster\n\n- Einbauküche\n\n- Zentralheizung\n\n\n\n- Wohnungen sind derzeit vermietet\n\n\n\n\n\nWir möchten Sie höflichst darauf hinweisen, dass nur vollständig ausgefüllte Kontaktanfragen (Name, Anschrift, Telefonkontakt und Email) bearbeitet werden.\n\nSelbstverständlich bearbeiten wir ihre Anfragen mit\nder erforderlichen Diskretion und Sorgfalt !\n\n\n\n\nDie Angaben und Informationen beruhen auf den Auskünften des Verkäufers. Wir übernehmen keine Haftung für die Richtigkeit und Vollständigkeit dieser Angaben.', '- ruhige Wohnlage\n\n- optimale ÖPNV-Anbindung (S-Bahn S 25 + Busse)\n\n- nahe gelegene Einkaufsmöglichkeiten + Wochenmarkt\n(Kaiser-Wilhelm-Str. + Kranoldplatz), sowie Ärzte, etc.\n\n- Gemeindepark Lankwitz\n\n\n\nEntfernungen:\n\n- Bushaltestelle: ca. 400 m\n\n- S-Bhf. Lankwitz: ca. 550 m\n\n- Gemeindepark Lankwitz: ca. 800 m\n\n- Rathaus Steglitz (Einkaufsmeile Schlossstraße): 3,5 km'];;energy_consumption;D;122;;;disabled;;;;
2020-05-24 20:42:41.405551;Berlin;gas_heating;ONE_YEAR_FREE;18660958;n;n;https://pictures.immobilienscout24.de/listings/78d1391b-04d3-4fe2-b6ba-40fd6012c916-1370188420.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;16.54;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1912;REGULAR;16.54;118543750;gas;y;false;MagentaZuhause L;n;Berlin;y;4;1;131;9;8.84;39.8;Berlin;12043;no_information;normal;false;100 MBit/s;no_information;"Berthelsdorfer Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Berthelsdorfer_Straße;apartment;12043;1;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.c123f3ea-c10a-48de-9900-a2b22245d8ef;180000;profile0;4;1;true;n;;n;n;Neukölln_Neukölln;a1a54399-8d87-4181-ad39-f17a65e703f9;1;Berlin;/expose/118543750;['Die ruhige und helle Wohnung (Innenhof)\n1-Zimmer-Altbau-Wohnung, ca. 40 m² - 4.OG\n\nTageslichtbad mit Dusche \nHohe Decken\nAnständige Größe Küche\nKellerraum vorhanden.\nVerkauf im IST-Zustand', 'Laminate Fußboden, ', 'Neukölln zwischen Karl-Marx Str. und Sonnenallee \n'];;;;;;4;;2014;;;
2020-05-24 20:42:41.745167;Berlin;central_heating;ONE_YEAR_FREE;5323357;n;y;https://pictures.immobilienscout24.de/listings/aa5f657d-35c9-4f05-8be4-f9ad52efeefe-1370163204.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;11.13;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1956;REGULAR;11.13;118536810;oil;y;false;MagentaZuhause L;y;Berlin;y;7;2;300;no_information;5.02;107.54;Berlin;12247;well_kept;sophisticated;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;raised_ground_floor;12247;4;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.5323357;400000;profile0;3;4;true;y;showqualicontactform;n;n;Lankwitz_Steglitz;118536810;5;Berlin;/expose/118536810;['- stilvoll + extravagant - für anspruchsvolle Individualisten\n\n- 2 Balkone zum gepflegten, begrünten Garten\n\n- aufwendige Stuckverzierungen\n\n- großzügiger Wohnbereich (bestehend aus 2 Durchgangszimmern)\n\n- großes Bad mit Whirlpoolwanne + separate Dusche + Fenster\n\n- Küche mit Einbauküche\n\n- Gäste-WC\n\n- elektrische Jalousien\n\n\n- idyllischer Garten zur gemeinschaftlichen Nutzung\n\n\n- nicht familiengeeignet (aufgrund des Grundrisses)\n\n- Lage der Wohnung im Hochparterre\n\n\n\n\nWir möchten Sie höflichst darauf hinweisen, dass nur vollständig ausgefüllte Kontaktanfragen (Name, Anschrift, Telefonkontakt und Email) bearbeitet werden.\n\nSelbstverständlich bearbeiten wir ihre Anfragen mit\nder erforderlichen Diskretion und Sorgfalt !\n\n\n\n\nDie Angaben und Informationen beruhen auf den Auskünften des Verkäufers. Wir übernehmen keine Haftung für die Richtigkeit und Vollständigkeit dieser Angaben.', '- ruhige Wohnlage\n\n- optimale ÖPNV-Anbindung (S-Bahn S 25 + Busse)\n\n- nahe gelegene Einkaufsmöglichkeiten + Wochenmarkt\n(Kaiser-Wilhelm-Str. + Kranoldplatz), sowie Ärzte, etc.\n\n- Gemeindepark Lankwitz\n\n\n\nEntfernungen:\n\n- Bushaltestelle: ca. 400 m\n\n- S-Bhf. Lankwitz: ca. 550 m\n\n- Gemeindepark Lankwitz: ca. 800 m\n\n- Rathaus Steglitz (Einkaufsmeile Schlossstraße): 3,5 km'];;energy_consumption;D;122;;;disabled;;;;
2020-05-24 20:42:42.151971;Berlin;gas_heating;ONE_YEAR_FREE;156827;n;y;https://pictures.immobilienscout24.de/listings/048fd4d4-feee-43ac-a2d0-0f1f73bde745-1370164456.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.3;40 MBit/s;telekom_layer_magenta_l;57.62;über VDSL;1961;REGULAR;11.3;118534251;gas;y;false;MagentaZuhause L;n;Berlin;y;5;2;112;no_information;5.73;55.19;Berlin;10627;fully_renovated;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10627;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.156827;246000;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;2020502;2;Berlin;/expose/118534251;['Die Wohnung befindet sich im 1. OG eines gepflegten Hauses welches 1961 auf einem 505 m² großen Grundstück erbaut wurde.\n\nSie besitzt 2 Zimmer mit Balkon eine Küche und ein Bad mit einer Badewanne.', 'Alle Räume wurden mit einem guten Laminatboden ausgestattet. Das Bad ist an Wand und Boden gefliest und besitzt eine Badewanne. \nDie Wohnung besitzt eine moderne Einbauküche mit Ceranfeld, Backofen, Geschirrspüler sowie eine Waschmaschine.\n\n\nBeheizt wird die Wohnung über eine Gasetagenheizung als Kombitherme die dann auch für warmes Wasser sorgt. Die Wartung der Therme wurde jährlich durchgeführt.\nDie Modernen Isolierfenster sind zum Großteil kippbar .\n\nDer Treppenaufgang wurde 2017\nmalermäßig renoviert.\n\nIm Rahmen der 2004 durchgeführten Dachaufstockung erhielt das Haus ein komplett neues Dach und einen Aufzug.\n\nDie Eigentümer vom EG bis 2.OG sind an den Kosten für den Aufzug nicht beteiligt da die Haltestellen erst ab dem 3. OG vorhanden sind.\n\nAuf dem Hof befinden sich Fahrrad\nAbstellplätze.\n\nEin Kellerraum ist vorhanden.', 'Die Wohnung befindet sich in ruhiger Lage in der Fritschestr. zwischen Pestalozzistr. und Schillerstraße.\nDie Kantstr. Befindet sich ca. 3 Min. zu Fuß entfernt.\nZum Lietzensee läuft man entspannt in ca. 10 Minuten. Die Einkaufsmeile Wilmersdorfer Str. ist Fußläufig in ca. 8 Min erreichbar.', 'Bitte geben Sie eine eine Rückrufnummer an!'];;energy_consumption;E;149;;2;;2012;;;
2020-05-24 20:42:42.513788;Berlin;central_heating;ONE_YEAR_FREE;16785385;n;y;https://pictures.immobilienscout24.de/listings/054ab7bb-f2c1-4abd-89fa-bf84ab36e4e1-1370164975.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.14;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1905;REGULAR;11.14;118537108;no_information;n;false;MagentaZuhause L;y;Berlin;n;7;1;197;no_information;6.17;60.08;Berlin;10437;no_information;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10437;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007573808;320000;profile0;7;2;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;Ahlbe_5-12;2;Berlin;/expose/118537108;['Sehr gepflegter und sanierter Altbau in gefragter Lage. Die zur Vermietung stehende Wohnung befindet sich im ruhugen Quergebäude. Das Objekt bietet sich zur Selbstnutzung oder als Kapitalanlage an. Der Personenaufzug bringt Sie direkt vor die Wohnungstür. \n\nDas Haus wurde ca. 1905 gebaut und von 2006 bis 2007 kernsaniert.', 'Das Objekt befindet sich in ruhiger Seitenstraße, aber trotzdem verkehrsgünstig in fußläufiger Nähe zum S-Bahnhof Prenzlauer Allee (Linie zum Flughafen Schönefeld und Ringbahn). Mit der Metro-Tram erreichen Sie in ca. 10 Minuten den Alexanderplatz. Geschäfte des täglichen Bedarfs sowie zahlreiche Cafés, Restaurants, Kinos und andere Möglichkeiten der Freizeitgestaltung sowie Ärzte, Schulen, Kindergärten sind in wenigen Gehminuten erreichbar.', 'Die Wohnung ist bezugsfrei zum 01.05.2020. \n\nDas Hausgeld 2020 beträgt 197,00 € im Monat inkl. der Instandsetzungsrücklage in Höhe von 36,00 €.\n\nWeitere Informationen erhalten Sie gerne auf Anfrage, nach Bestätigung der Widerrufsbelehrung zum Maklervertrag.\n\nBitte beachten Sie, dass die Wohnung vermietet und bewohnt ist. Besichtigungen können deshalb nur in Absprache mit den Mietern erfolgen. Hinterlassen Sie uns freundlicherweise Ihre Kontaktdaten und wir informieren Sie, wann eine Innenbesichtigung möglich ist.'];;energy_consumption;;76.2;;1;disabled;;;;
2020-05-24 20:42:42.917936;Berlin;central_heating;ONE_YEAR_FREE;164338;n;n;https://pictures.immobilienscout24.de/listings/a770cade-8ace-4eeb-9829-e6e8a66153c4-1370192666.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;12.78;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1880;REGULAR;12.78;118544718;no_information;n;false;MagentaZuhause L;y;Berlin;n;9;1;;no_information;7.23;69;Berlin;10785;first_time_use;sophisticated;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10785;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.164338;549000;profile0;4;2;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;AIB12732;3;Berlin;/expose/118544718;"['Es handelt sich um eine bzw. zwei repräsentative Stuck-Residenzen im 2. Obergeschoß mit modernem Fahrstuhl im einzigartigen viergeschossigen Stadtpalais, welches im Jahre 1880 vom Maurermeister Paul Garnn und Otto Krantz errichtet wurde. \r\rDie Wohnungen wären im Sommer/Herbst 2020 sofort bezugsfertig. \r\rDas Objekt wird zurzeit bis Sommer/Herbst 2020 sehr umfangreich modernisiert ( neues Dach, neue Leitungen, neue Fenster, neue Elektrik etc… ) \rDas Objekt verfügt über viele alte originale Stilelemente und Stuckverzierungen aus dem Jahre 1880.\r\rAlle Wohnungen verfügen über eine hochwertige Fußbodenheizung über moderne Fernwärme nach neustem Stand der Technik. Weitere Details teilen wir Ihnen gerne auf Nachfrage mit!', 'Eine attraktive Adresse in alter Wohnlage von Mitte / Tiergarten – fast am Potsdamer Platz', 'Unser Service für Eigentümer\rWir stehen Ihnen bei dem Verkauf Ihrer Immobilie vom Anfang bis zum fertigen Abschluss diskret und kompetent zur Verfügung. \rJeder Schritt erfolgt nach Absprache mit Ihnen. \rSie entscheiden über die Verkaufsstrategie Ihres Objektes, ob diskret und ""off-market"" oder eine qualifizierte Vermarktung in Print- sowie Onlinemedien. \rWir verfügen immer über den richtigen Käufer. \rZudem bewerten wir Ihre Immobilie kostenfrei, entsprechend dem aktuellen Marktwert.\rGerne beraten wir Sie kostenlos persönlich in unserem Büro, per Telefon oder per E-Mail!\rWir freuen uns von Ihnen zu hören!\rwww.immo-boerse24.de']";;energy_consumption;;243;;;;2020;;;
2020-05-24 20:42:43.354203;Berlin;central_heating;ONE_YEAR_FREE;911796;n;y;https://pictures.immobilienscout24.de/listings/0a0a7a4d-de7c-49f6-ae42-82c3584fe6a6-1370398033.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;10.62;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1905;REGULAR;10.62;118536401;gas;y;false;MagentaZuhause L;n;Berlin;y;6;1;306;4a;5.96;76;Berlin;10439;refurbished;sophisticated;false;100 MBit/s;no_information;Schonensche Strasse;n;https://padlock.link/ioml;https://padlock.link/ml;Schonensche_Strasse;maisonette;10439;2;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.911796;298000;profile0;;2;true;n;showqualicontactform;n;n;Pankow_Pankow;9984;3;Berlin;/expose/118536401;"['Es steht eine sanierte, ruhig gelegene Maisonette-Altbau-Wohnung zum Verkauf.\n\nDie Wohnung befindet sich in einem sanierten Objekt, welches vor 10 Jahren umfassend modernisiert wurde (Fassade, Treppenhaus, Wohnungen).\nDas Haus ist mit einem begrünten Innenhof, Fahrradabstellplätzen und Kellern versehen.\n\nDie Schönhauser Allee mit dem Shoppingcenter ""Schönhauser Allee Arkaden"" sowie viele Einkaufsmöglichkeiten, Bars und Restaurants sind ca. 5 Gehminuten entfernt. Die U-Bahn und S-Bahn Schönhauser Allee (Ringbahn, U2) ist ebenfalls ca. 5 min. entfernt. Die Tram-Haltestelle befindet sich gleich um die Ecke (M1, 50).\nKitas und Schulen sind in unmittelbarer Nähe.\nMitten im beliebten Kiez.\n\n', 'Diese ruhig gelegene Maisonette-Wohnung befindet sich im Seitenflügel im 2. OG und 3. OG. \nDie Wohnung wird vermietet verkauft (ungekündigt!).\n\n\nAufteilung:\n\n3.OG:\n- großzügiges Wohnzimmer mit sonnigem Balkon\n- offene Küche mit moderner Einbauküche\n\n2.OG:\n- geräumiges Schlafzimmer\n- gefliestes Wannenbad mit Fenster und Fußbodenheizung\n\n- DieEtagen sind mit einer Wendeltreppe verbunden\n- Der Fußboden ist mit abgezogenen Dielen und teilweise mit Laminat versehen\n- Keller zur Wohnung\n- Die Wohnung ist seit 2016 vermietet (es liegt keine Kündigung vor!)\n- Kaltmiete: 628,52 € / mtl.\n- Wohngeld: 306,00 €/mtl. (davon 140,00 € Rücklage)\n\n\nBaujahr: 1905\nHeizungsart:  Zentralheizung \nWesentliche Energieträger: Gas\nEnergieausweistyp: Verbrauchsausweis \nEnergieeffizienzklasse: C\nEnergieverbrauchskennwert:    91,4 kWh/(m²*a) \nE-Ausweis ist anbei!\n\n\n\n', 'Besichtigungen sind nach vorheriger telefonischer Vereinbarung möglich:\n\nTel.  Büro:  030 / 516 32 32 0\noder\nper mail: dkerem@schoenlife.de\n\n\n\n']";true;energy_consumption;C;91.4;21;3;;;;;
