timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetProductName;obj_rentSubsidy;obj_energyEfficiencyClass;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_galleryAd;obj_noParkSpaces;obj_numberOfFloors;obj_lastRefurbish;ga_cd_via_qualified;obj_groupnumber;obj_usableArea;ga_cd_developer_virtualreality
2020-05-24 21:10:40.965395;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/9fafec59-07c0-4f71-b050-7200038ba91d-1349168388.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.12;1920;11.12;115593518;district_heating;n;false;y;Berlin;n;10;1;.;energy_required;6.13;120.65;Berlin;14057;no_information;no_information;false;no_information;Kaiserdamm;y;Kaiserdamm;roof_storey;14057;3;101.5;n;2,active;Deutschland;standard;wohnung_kauf;n;5;002.01000690340;769300;profile0;3;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;305+;5;Berlin;/expose/115593518;['Das Wohnhaus befindet sich in einem gepflegtem Zustand.\n\nDer Rohling ist mit allen Versorgungsleitungen versehen.\n\nDiverse Einkaufsmöglichkeiten sind vor Ort vorhanden.', '- Terrasse', '- wenige Minuten mit dem Bus zum U-Bahnhof Kaiserdamm'];;;;;;;;;;;;;;;;;;;;;;;
2020-05-24 21:10:41.398416;Berlin;central_heating;18236579;n;y;https://pictures.immobilienscout24.de/listings/dbcba232-7b2e-4e25-a99e-63cc69c31b5d-1349427692.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;12.01;1912;12.01;115616225;gas;n;false;y;Berlin;y;7;1;no_information;energy_consumption;7.88;52;Berlin;10997;refurbished;no_information;false;no_information;no_information;n;no_information;apartment;10997;2;171;n;2,active;Deutschland;top;wohnung_kauf;n;2;002.01008557000;325000;profile0;2;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;1029;2;Berlin;/expose/115616225;['Das sechsgeschossige Wohnhaus wurde 1912 in einer ruhigen Straße, Nähe Lausitzer Platz erbaut.                      Auf Vorder- und einen Seitenflügel verteilen sich über 25 Wohnungen.\nIm Zweite Obergeschoss des Vorderhauses befindet sich die gemütliche 2-Zimmer-Wohnung mit einer Wohnfläche von ca. 52 Quadratmetern. Die Wohnung wurde im Jahr 2012 komplett renoviert. \nDie Küche verfügt über Platz für einen Tisch und Sitzmöglichkeiten. \nDie geräumigen Zimmer, verfügen über hochwerdige Parkettböden, was die Räume eine wohnliche Atmosphäre verleiht. Die Wände der Wohnung sind weiß verspachtelt und geben der Wohnung zusammen mit den in weiß gehaltenen Holzkassettentüren ihren typischen Altbau-Charakter. \nDas Badezimmer, dass im Jahre 2012 modern Saniert wurde, verfügt über eine Duchkabine und ein Fenster.\nIm Hof befinden sich überdachte Stellplätze für Fahrräder.\n\nDie Einbauküche ist im Kaufpreis mit enthalten.', '- Bezugsfrei\n- Ruhiger Straße \n- 2 OG\n- Im Jahr 2012 Vollständig Saniert\n- Balkon \n- Keller', 'Der Lausitzer Platz liegt mitten im beliebten Kreuzberg und zählt seit Jahren zu einem der begehrtesten Kieze in Berlin. Verkehrsberuhigte Straßen sowie kleine und auch große Grünanlagen gehören zu diesem Kiez. Rund um den Görlitzer Park befinden sich mehrere Cafés und Restaurants, die auch heute das Bild des Bezirks verschönern.\nDer Görlitzer Park, ist eine der größten Parkanlagen in Kreuzberg und ein beliebter Erholungspark bei Anwohnern wie auch Touristen. Im Park gibt es einen Kinderbauernhof, einen kleinen See und ein anliegendes Hallendbad. \nOptimale Anbindung an den Öffentlichen Nahverkehr. Büße und U-Bahn sind in ca. 3-5 Minuten Fußläufig zu erreichen.', 'Sie wollen Ihre Immobilie verkaufen?\nWir bewerten Ihre Immobilien Kostenlos!\nGerne kümmern wir uns professionell und engagiert um den Verkauf Ihres Objektes.\n\nWir beraten Sie bei der Bewertung Ihrer Immobilie und der Kaufpreisfindung. \nWir Vermarkten, nach wünsch, Ihre Immobilien in die Bekannteste deutsche Portale und in die Social Media Netzwerke. \nSelbstverständlich begleiten wir Sie während des Verkaufs bis zur Übergabe des Objektes.\n\nWeitere attraktive Angebote finden Sie unter: www.Redmck.com'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;131;NO_INFORMATION;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;;;;;;;;
2020-05-24 21:10:41.748946;Berlin;central_heating;14544073;n;n;https://pictures.immobilienscout24.de/listings/7642313f-5d9e-4de1-aaff-eafec0575c39-1349170013.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.01;1910;12.01;115593708;gas;n;false;y;Berlin;n;6;1;.;energy_required;7.88;51.98;Berlin;10963;need_of_renovation;no_information;false;no_information;"M&ouml;ckernstra&szlig;e";n;Möckernstraße;ground_floor;10963;1.5;175.5;n;2,active;Deutschland;standard;wohnung_kauf;n;0;002.01000690340;289000;profile0;1;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;221+;2;Berlin;/expose/115593708;['Das Wohnhaus befindet sich in einer Nebenstraße der Yorckstraße.', '- große Wohnküche\n- Wannenbad', '- in wenigen Minuten mit dem Bus zum S-U-Bahnhof Yorkstraße'];;;;;;;;;;;;;;;;;;;;;;;
2020-05-24 21:10:42.155956;Berlin;district_heating;172849;n;y;https://pictures.immobilienscout24.de/listings/94d47e15-b5bf-412e-9d80-9f57cb62f6f7-1370380153.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;10.47;1930;10.47;115616277;district_heating;n;false;y;Berlin;y;4;1;no_information;energy_consumption;6.36;53.78;Berlin;13189;well_kept;no_information;false;no_information;no_information;n;no_information;raised_ground_floor;13189;2;132.9;n;2,active;Deutschland;standard;wohnung_kauf;y;;001.172849;161340;profile0;2;true;n;showqualicontactform;n;n;Pankow_Pankow;22637;2;Berlin;/expose/115616277;['Die zum Verkauf stehende Immobilie befindet sich im Hochparterre eines ca. 1930 erbauten Mehrfamilienhauses. \r\nEs handelt sich um eine Teileigentumseinheit, welche aktuell als Wohnung genutzt wird. \r\nDie Einheit ist vermietet und die aktuelle Nettokaltmiete beträgt ca. 370,96€.\r\nDie Einheit ist in einem sehr gepflegten Zustand.\r\nVom Flur aus gelangt man in das Badezimmer mit Wc, Tageslichtfenster und einer Badewanne ausgestattet, sowie in die Küche und das Wohnzimmer mit Zugang zum Balkon. Das auf dem Grundriss gezeichnete externe WC wurde somit ins Badezimmer versetzt und dient jetzt als Abstellraum.\r\n Vom Wohnzimmer wurde ein kleiner Teil des Raumes abgetrennt um ein Schlafzimmer zu erhalten. Beide Zimmer sind mit einem Fenster ausgestattet und erhalten somit reichlich Tageslicht.\r\nDie Wohnung ist mit einem hochwertigen Bodenbelag ausgestattet.\r\nDie Wohnung wird per Fernwärme beheizt.\r\nDas Objekt wurde im Jahre 1999 grundsaniert.\r\n', 'Das Kissingenviertel im gutbürgerlichen Bezirk Pankow gehört zu den beliebtesten Wohnlagen der Hauptstadt. \r\nDas Viertel liegt südlich vom Gebiet des ehemaligen Güterbahnhofs Berlin-Pankow an der Stettiner Bahn. Im Osten wird es durch die Prenzlauer Promenade begrenzt. Die Berliner Straße schließt das Gebiet im Westen ab. Die Sackgassen südlich der Borkumstraße (Hiddensee- und Arkonastraße) schließen mit einem Straßenbild von Altbauten, die vor 1945 entstanden, den Süden des Viertels ab. Neben der Ost-West-Achse der Kissingenstraße erschließt die Neumannstraße von Norden nach Süden das Quartier. \r\nTrotz der zentralen Lage befindet sich das Haus in einer ruhigen Seitenstraße. \r\nGute Verkehrsanbindungen sind durch den Bus X54, den S-und U-Bahnhof Pankow , welcher mit ca. 10 Minuten Fußweg oder in 2 Busstationen erreichbar ist, vorhanden.\r\nZur Erholung laden zahlreiche Parks und Grünflächen in der Umgebung ein. \r\nWaren des täglichen Bedarfs sind fußläufig in ca. 10 Minuten am S- und U-Bahnhof Pankow erreichbar und der beliebte Florakiez ist ebenfalls nicht allzuweit entfernt, in welchem sich zahlreiche Restaurants und Geschäfte angesiedelt haben.\r\n\r\n\r\n'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;186.08;E;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;disabled;;;;;;;
2020-05-24 21:10:42.577544;Berlin;central_heating;431366;n;y;https://pictures.immobilienscout24.de/listings/f56e63c7-5dfe-40a8-ac91-92aec3528569-1349364935.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.71;1998;10.71;115612158;district_heating;y;false;y;Berlin;y;5;5;2b;energy_consumption;5.2;65.86;Berlin;12437;well_kept;normal;false;garage;Platanenweg;n;Platanenweg;ground_floor;12437;2;71;n;2,active;Deutschland;top;wohnung_kauf;y;0;001.431366;225000;profile0;2;true;n;;n;n;Plänterwald_Treptow;PL_E014-D;3;Berlin;/expose/115612158;['Dieses Haus wurde 1998 in die bereits vorhandene, gewachsene Wohnanlage integriert. Sie besticht durch modernen Wohnkomfort und eine traumhaft grüne Lage.', 'Das Wohnzimmer ist ca. 28 m² groß und sehr schön hell. Die Küche ist vom Flur aus begehbar und führt, ebenso wie das Wohnzimmer, auf die große, sonnige Terrasse. Neben einer Einbauküche (ausreichend viel Stauraum auch eine Spüle, einen Elektroherd, Kühlschrank mit Eisfach) lässt sich ein kleiner Esssbereich einrichten.   \n\nBesonderes Highlight ist das marmorgeflieste Badezimmer mit getrennter Badewanne und Dusche.  \n\nDas ebenfalls großzügige Schlafzimmer ist vom Flur aus zu begehen und bietet ausreichend Platz für ein großes Doppelbett und Kleiderschränke.', 'Wer eine ruhige und grüne Lage sucht, ist hier genau richtig. Ein angenehmes Wohnumfeld und nette Nachbarn sind hier selbstverständlich. Einkaufsmöglichkeiten finden Sie in fußläufiger Nähe. Zum S-Bahnhof Plänterwald läuft man etwa 7 Minuten. Mehrere Buslinien sind in ca. 3 Minuten erreichbar.\nSupermärkte sind fußläufig zu erreichen. In der nahe gelegenen Baumschulenstraße findet man ein reichhaltiges Angebot an Geschäften des tägichen Bedarfs.', 'Die Wohnung ist unbefristet vermietet. Die derzeitige Nettokaltmiete liegt bei 510,-- EUR pro Monat. \n\nZusätzlich zu der Wohnung kann eine Garage für 30.000 EUR erworben werden (nicht im Angebotspreis berücksichtigt). Diese ist zur Zeit für 120 EUR/Monat vermietet.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;246.49;B;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;;1;3;;;;;
2020-05-24 21:10:42.965647;Berlin;self_contained_central_heating;18573100;n;y;https://pictures.immobilienscout24.de/listings/d396e021-34b8-4fc2-b60e-4939f0b86a08-1349253076.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;10.95;1920;10.95;115601030;gas;y;false;n;Berlin;y;7;1;36;energy_consumption;6.54;57;Berlin;10435;well_kept;normal;false;no_information;Chorinerstrasse;n;Chorinerstrasse;apartment;10435;1.5;129;n;2,active;Deutschland;top;wohnung_kauf;n;3;009.ba792e0e-f7f8-4a15-ad3b-c69489f0c5bf;335000;profile0;1;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;60f041dc-ac24-4fc7-96c0-93cf85e2ccee;2;Berlin;/expose/115601030;"['Private (seller, no agency fees): \nVery charming Altbau appartment. 3rd floor with balcony giving on a green backyard. Quiet, friendly neighbours, in one of Berlin\'s best area (Kastanienallee) in Mitte. The flat used to be a two room flat with additional kitchen and we opened it into a 1,5 room flat (big bedroom with balcony + an opened kitchen-salon). The flat has a full kitchen in it (build in two years ago) with fridge/freezer, dishwasher and gas cooking. It has good light, even if orientated north-est.  It\'s very quiet and peaceful, while residing in the very center of the city. \n\nIt is sold privately by the owner (no additional 7,14% fees as usual in Berlin). Visits asap. The flat is vacant from today and can be moved in as soon as wanted. The monthly expenses for the housing  (""Hausgeld"") are 161€/month which is low for Berlin. External renovation works (of the building) were recently made and there are no further investments planned. The building is clealry more a family orientated house, with good vibes, and the neighbours are all very friendly. \n\nDiese schöne Altbauwohnung im sehr beliebten Berliner Mitte liegt in einer ruhigen Seitenstraße parallel zur Kastanienallee. Das Objekt wurde um 2008 saniert. Gute Anbindungen an U-Bahn und Tram. Die Wohnung bietet einen guten Schnitt in denen sich die ca. 57 qm optimal nutzen lassen. Die Wohnung befindet sich im dritten Obergeschoss mit Balkon der auf einen ruhigen und grünen Hinterhof-Park gibt. Perfekt für Singles oder Pärchen geeignet. Die Wohnung ist leerstehend und kann ab sofort bewohnt werden. Besichtigungen ab heute. \n\n\n', 'The flat has a complete kitchen with dishwasher and american fridge and also a washmachine. All of this is two years old. Some basic furniture (double bed, kitchen table and chairs) can remain in the flat if wanted.\n\nDie Wohnung hat eine komplette Küche (Spülmachine, Gas-Herd und Ofen, Waschmachine und grosser Kühlschrank) was alles vor zwei Jahren eingebaut wurde. Die Arbeitsfläche (in Bamboo holz) könnte neu geschliffen/lackiert werden, ansonsten ist der genereller Zustand gut mit Kleinigkeiten die man sanieren könnte. ', ""Chorinerstrasse is a reduced traffic street, parallel to Kastanienalle, in the heart of Mitte-Prenzlauer Berg's alive area. It is known for its family living atmosphere and still transmits the cultural beat of this historical part of the town. The street is very quiet and peaceful even if you are in the heart of its center. "", 'one balcony\none cellar \n\nBalkon und Keller, und nette Nachbarn :)']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;161;D;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;;;5;2018;;;;
2020-05-24 21:10:43.366643;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/b52146bb-fd2a-409a-b392-2f8598986b8a-1349169683.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.35;1912;11.35;115593680;gas;n;false;y;Berlin;y;9;1;.;energy_required;7.53;89;Berlin;10245;need_of_renovation;no_information;false;no_information;"Modersohnstra&szlig;e";n;Modersohnstraße;apartment;10245;3;145.7;n;2,active;Deutschland;standard;wohnung_kauf;n;2;002.01000690340;534000;profile0;3;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;289+;4;Berlin;/expose/115593680;['Das Wohnhaus befindet sich nahe dem Rudofplatz.\n\nDiverse Einkaufsmöglichkeiten sind in der Umgebung vorhanden.', '- Naturdielen\n- Wannenbad\n- Balkon \n- Kellerraum', '- der S-U-Bahnhof Warschauer Straße ist ca. 10 Minuten entfernt'];;;;;;;;;;;;;;;;;;;;;;;
2020-05-24 21:10:43.897820;Berlin;central_heating;14544073;n;y;https://pictures.immobilienscout24.de/listings/b7fc092a-7e33-49c7-aae7-9766385b7dbb-1349168647.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.12;1920;11.12;115593545;district_heating;n;false;y;Berlin;n;11;1;.;energy_required;6.13;246.52;Berlin;14057;no_information;no_information;false;no_information;Kaiserdamm;y;Kaiserdamm;roof_storey;14057;6;101.5;n;2,active;Deutschland;standard;wohnung_kauf;n;5;002.01000690340;1585200;profile0;5;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;362+;7;Berlin;/expose/115593545;['Das Wohnhaus befindet sich in einem gepflegtem Zustand.\n\nDer Rohling ist mit allen Versorgungsleitungen versehen.\n\nDiverse Einkaufsmöglichkeiten sind vor Ort vorhanden.', '- 2 Terrassen', '- wenige Minuten mit dem Bus zum U-Bahnhof Kaiserdamm'];;;;;;;;;;;;;;;;;;;;;;;
2020-05-24 21:10:44.231890;Berlin;central_heating;377811;n;y;https://pictures.immobilienscout24.de/listings/759287ed-27c0-4e53-a5b5-1d8c9d1fa725-1349222839.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.35;1966;11.35;115598727;district_heating;n;false;y;Berlin;y;5;2;19;energy_consumption;7.53;75.24;Berlin;10243;well_kept;normal;false;no_information;"F&uuml;rstenwalder Str.";n;Fürstenwalder_Str.;apartment;10243;4;91;n;2,active;Deutschland;standard;wohnung_kauf;y;1;001.377811;250000;profile0;4;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;115598727;3;Berlin;/expose/115598727;['Das reine Wohnhaus ist Teil einer kleinen und gepflegten Wohnanlage in zentraler und innerstädtischer Lage.\n\nDie helle und sich in einem gepflegten Zustand befindliche Wohnung ist im 1. OG des reinen Vorderhauses gelegen und verfügt über eine sonnige Ost-West-Ausrichtung.', 'Die wesentlichen Kriterien zu der Wohnung nachfolgend in Kurzform:\n\n- vier separate Zimmer\n- gefliestes Wannenbad mit Fenster\n- großzügiger Balkon mit Westausrichtung \n- Küche\n- Kellerabteil', 'Das Objekt liegt in einer ruhigen Anwohnerstraße zwischen dem Volkspark Friedrichshain und dem U-Bahnhof Strausberger Platz. \n\nDer Alexanderplatz ist innerhalb weniger Gehminuten zu ereichen.', 'Zur Beachtung:\n\nDie Bilder zeigen eine andere Wohnung in dieser Anlage mit dem identischen Grundriss bzw. der identischen Ausrichtung, jedoch in einer anderen Geschoßlage.\n\nMietzinsinformationen:\n\nDer Nettokaltmietzins beträgt aktuell 462,73 EUR/Monat und der monatliche Gesamtwarmmietzins 632,24 EUR .\n\nWohngeldinformationen:\n\nDas monatliche Wohngeld inkl. des Zuführungsanteils zur Instandhaltungsrücklage beträgt 263,45 EUR.\n\nInformation bzgl. der Kündigungsfristen des Mietverhältnisses:\n\nBei etwaig gewünschter Eigennutzung ist die Kündigung des Mietverhältnisses unter Einhaltung der ordentlichen Kündigungsfrist möglich.\n\nDie beträgt neun Monate.\n\nZusätzlich zu berücksichtigende Kündigungssperrfristen bestehen für dieses Objekt nicht mehr.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;232.1;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;;;4;;;;;
2020-05-24 21:10:44.563741;Berlin;central_heating;15402574;n;y;https://pictures.immobilienscout24.de/listings/050439ba-2268-44a2-9ae8-6b736d2931bb-1349272258.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;18;9.97;1913;9.97;115603131;oil;y;false;y;Berlin;y;8;1;no_information;;5.62;88;Berlin;14193;well_kept;sophisticated;false;no_information;no_information;n;no_information;raised_ground_floor;14193;2;;n;2,active;Deutschland;premium;wohnung_kauf;n;0;001.15350375;499000;profile0;2;true;n;showqualicontactform;n;n;Schmargendorf_Wilmersdorf;AA;4;Berlin;/expose/115603131;['Letzte Hausrenovierungen: \t2010 Steigleitungen, Dach \n\t2013 Keller, Außenanlagen \n\t2017 Fassade (Denkmal)\nLetzte Renovierung der WE:\t2018\nZimmeranzahl: \t2\nLoggia:\tja, zum ruhigen und weitläufigen Innenhof\nEtage: \tHochparterre\nBad:\tmit Wanne\nEBK:\tja\nBöden:\tEichenparkett im Wohnzimmer, Dielen im Schlafzimmer\n\tFliesenboden in Flur und Küche, Marmorfliesen im Bad\nKeller:\tja\nKabelanschluss: \tvorhanden\nEnergieträger: \tÖlzentralheizung\nEnergieaus:\tnicht notwendig: Denkmal\nTeilgewerbliche Nutzung:\tist erlaubt\nBezugsfrei:\tsofort\nHausgeld: \t343 € (inkl. Heizung und Instandhaltungsrücklage) \nDie hier angebotene Eigentumswohnung befindet sich im Hochparterre eines ca. 1913 - 1915 erbauten Altbaumehrfamilienhaus-Ensembles, welches unter dem Denkmalschutz steht.', 'In der ganzen Wohnung heruntergezogene Decken mit Halogenleuchtmittel.\nDie Wohnung wurde vor wenigen Monaten frisch renoviert. Aus dem einen halben Zimmer haben die Verkäufer für 7.000 € einen begehbaren Schrank gemacht. \nDie Loggia schaut schön ins Grüne. Sehr ruhig und trotzdem zentral und das Hinterhaus hat von außen einen Villencharakter. Der zugewiesene Keller liegt direkt unter dem Erker im Wohnzimmer. Der Keller ist sehr trocken!\nHaus:\nDie Beheizung und die Warmwassererzeugung erfolgen über eine Zentralheizung.\nDie Steigleitungen und das Dach wurden ca. 2010 saniert auch das Treppenhaus wurden in den letzten Jahren gemacht. 2017 wurde die Fassade denkmalgerecht erneuert.', 'Die Wohnung liegt noch in Schmargendorf, nur in 300 m beginnt schon Grunewald! Dieser Ortsteil von Wilmersdorf zeichnet sich vor allem dadurch aus, dass man sowohl den Grunewald als auch den Kurfürstendamm bzw. die Innenstadt in kürzester Zeit erreicht. \nDas gesamte Schmargendorf ist von gepflegten Altbauhäusern mit kleinen Geschäften, Cafés, Restaurants, Seen und kleinen Parkanlagen geprägt. Eine ausgezeichnete medizinische Versorgung durch eine hohe Anzahl niedergelassener Fachärzte bieten eine sehr hohe Lebensqualität mit kurzen Wegen. 5 Minuten zu Fuß zum Hubertussee. Zum Grunewaldsee und Grunewald geht man nur 10 Minuten zu Fuß. In 5 Minuten sind Sie schon im Wiener Café am Roseneck. und in der Umgebung gibt es viele gute Restaurants (Vietnamese, Italiener). Ganz in der Nähe sind die Post, Taxistand, Autobahnanschluss. Ku’damm 5 Minuten mit dem Fahrrad. Schmargendorfer - Einkaufskiez 5 Minuten zu Fuß - Lebensmittel, Bank, Blumenläden, Klamotten, etc.\n\nFür Freizeitaktivitäten bietet das Stadion Wilmersdorf mit Freianlagen, Sporthallen, Frei- und Hallenbad sowie einem Eisstadion sehr viel Auswahl.', 'Ganz wichtig bei der Anfrage: Teilen Sie uns Ihre vollständigen Kontaktdaten: Vor- und Nachnamen, Adresse, Mail und Telefonnummer mit.\n\nSeit einigen Jahren gilt in Deutschland das Geldwäschegesetz. Nach diesem Gesetz ist jedes Immobilienbüro verpflichtet, bei Kontaktaufnahme die Identität des Kunden festzuhalten. \n\nDieses Kaufangebot ist provisionspflichtig. Dem Erwerber wird bei Abschluss eines Kaufvertrages eine Provision in Höhe von 7,14 % des beurkundeten Kaufpreises inkl. der gesetzlichen MwSt. berechnet. \n\nDie in diesem Exposé gemachten Angaben beruhen auf Auskünften des Eigentümers oder vorgelegten Plänen und Berechnungen. Wir übernehmen daher keine Haftung, für die hier gemachten Angaben, insbesondere für Flächenangaben, Grundrisse, Lageskizzen sowie wann was und wie im Hause renoviert und saniert wurde, da wir das nicht persönlich überwachen konnten. Dieses Angebot ist freibleibend, ein Zwischenverkauf bleibt vorbehalten.\n\nHinsichtlich weiterer Dienstleistungen in Zusammenhang mit dem Erwerb, wie Finanzierungen unterstützen wir Sie gerne. Es ist uns leider nicht gestattet, Sie zu steuerrelevanten Aspekten zu beraten. Hierzu wenden Sie sich bitte an Ihren Steuerberater. Wir stehen Ihnen gerne für Fragen zur Verfügung.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;343;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;disabled;;5;2017;true;;;
