timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_firingTypes;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_energyType;obj_thermalChar;obj_energyEfficiencyClass;obj_groupnumber;obj_usableArea;obj_lastRefurbish;obj_noParkSpaces;ga_cd_developer_virtualreality;obj_galleryAd
2020-05-24 21:16:42.718828;Berlin;central_heating;16048948;n;y;https://pictures.immobilienscout24.de/listings/9cb28130-1af2-4001-8fea-05dfed7bb1b2-1332618373.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;11.3;1997;11.3;114392675;y;false;y;Berlin;y;8;5;209;no_information;5.73;58;Berlin;10589;no_information;normal;false;no_information;no_information;n;no_information;apartment;10589;2;n;2,active;Deutschland;top;wohnung_kauf;n;2;false;001.15850880;430000;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;114392675;2;Berlin;/expose/114392675;['Die Wohnung befindet sich in einem modernen Haus vom Jahr 1995, das sich in sehr gutem Zustand befindet und über einen Fahrstuhl verfügt.\nDie Wohnung hat einen kleinen Balkon zum Westen. Bodenbelag - hochwertiges Laminat, im Bad und Küche -Fliesen.\nEinbauküche mit Geräten von Neff\n\nVermietet. Mieteinnahmen 590 EUR netto kalt'];;;;;;;;;;;;;;;;;;;;;;
2020-05-24 21:16:43.258663;Berlin;;164338;n;n;https://pictures.immobilienscout24.de/listings/8b4e6c3d-2048-4df1-b1e2-08f5c8dd34d4-1332654491.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;7.89;;7.89;114396464;n;false;y;Berlin;n;8;;;no_information;3.38;130;Berlin;14193;need_of_renovation;simple;false;no_information;no_information;n;no_information;apartment;14193;3;n;2,active;Deutschland;top;wohnung_kauf;n;;true;001.164338;420000;profile0;3;3;true;n;showqualicontactform;n;n;Grunewald_Wilmersdorf;AIB12675;6;Berlin;/expose/114396464;"['Es handelt sich um eine lichtdurchflutete 3-Zimmer-Maisonettewohnung mit ca. 130 qm großzügiger und einfacher Wohnfläche mit 2 Sonnenbalkonen im 2. Obergeschoss & Dachgeschoss\r2.Obergeschoss:großzügige Diele, Garderobe, großzügiges Badezimmer, erstklassiges Schlafzimmer, großzügige Küche, erstklassiger Wohn-/ Speisebereich mit Zugang zum großzügigen Sonnenbalkon und stilvoller Treppe zum Dachgeschoss\rDachgeschoss: erstklassiger Wohn-/ Arbeitsbereich mit Zugang zum großzügigen Sonnenbalkon\r\rDie Maisonette-Wohnung befindet sich in einem gepflegten Gesamtzustand. \r\rEs besteht Modernisierungsbedarf bei den Bädern!\r\r\rDie Wohnung wäre nach Absprache bezugsfrei!', 'Eine beliebte Lage von Berlin Grunewald – unweit Hubertussee!\rEinkaufsmöglichkeiten, Schule und Kindergarten befinden sich in unmittelbarer Nähe.', 'Unser Service für Eigentümer\rWir stehen Ihnen bei dem Verkauf Ihrer Immobilie vom Anfang bis zum fertigen Abschluss diskret und kompetent zur Verfügung. \rJeder Schritt erfolgt nach Absprache mit Ihnen. \rSie entscheiden über die Verkaufsstrategie Ihres Objektes, ob diskret und ""off-market"" oder eine qualifizierte Vermarktung in Print- sowie Onlinemedien. \rWir verfügen immer über den richtigen Käufer. \rZudem bewerten wir Ihre Immobilie kostenfrei, entsprechend dem aktuellen Marktwert.\rGerne beraten wir Sie kostenlos persönlich in unserem Büro, per Telefon oder per E-Mail!\rWir freuen uns von Ihnen zu hören!\rwww.immo-boerse.com']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;no_information;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;;;;;
2020-05-24 21:16:43.788960;Berlin;central_heating;17958406;n;n;https://pictures.immobilienscout24.de/listings/c7c3a210-5a42-41dd-8e58-4c2b3c7f5d83-1332345600.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;9.97;1965;9.97;114370193;n;false;y;Berlin;n;9;2;;no_information;5.62;119;Berlin;14193;well_kept;normal;false;no_information;no_information;n;no_information;apartment;14193;4;n;2,active;Deutschland;top;wohnung_kauf;n;3;true;002.01008673168;615000;profile0;5;4;true;n;showqualicontactform;n;n;Schmargendorf_Wilmersdorf;114370193;5;Berlin;/expose/114370193;['Angeboten wird eine wunderschöne Wohnung mitten im Grün an einer ruhigen Strasse. Die Wohnung verfügt über 4 Zimmer, die sich auf eine Wohnfläche von ca. 122 m² verteilen. Durch die großen Fenster, auch im Badezimmer, ist die Wohnung stets guten Lichtverhältnissen ausgesetzt. \nBitte kontaktieren Sie uns für weitere Details und Informationen.', 'Die Wohnung befindet sich im grünen Süd-Westen Berlins und liegt an einer ruhigen Seitenstrasse. In der Umgebung befinden sich zahlreiche Geschäfte des täglichen Bedarfs, Schulen, Apotheken, Erholungsgebiete sowie Haltestellen öffentlicher Verkehrsmittel.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;oil;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;;;;;
2020-05-24 21:16:44.163001;Berlin;no_information;15775007;n;n;https://pictures.immobilienscout24.de/listings/c368d670-8d5f-418e-b00f-e79e8c6f3b79-1219856739.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;11.24;1913;11.24;105732572;n;false;y;Berlin;n;9;1;;no_information;6.2;106;Berlin;10717;mint_condition;no_information;false;no_information;no_information;n;no_information;apartment;10717;4;n;2,active;Deutschland;top;wohnung_kauf;n;;;001.15667404;599000;profile0;;4;true;n;;n;n;Wilmersdorf_Wilmersdorf;105732572;5;Berlin;/expose/105732572;['EXPOSE AUF ANFRAGE !', 'Es handelt sich um eine gut geschnittene 3-4 Zimmer Wohnung mit ca. 106 qm Gesamtfläche, sowie eine großzügige Terrasse mit Panoramablick in einem schönen Altbau aus dem Jahre ca. 1913', 'Leben in Berlin-Wilmersdorf, bedeutet ruhiges und grünes Wohnen bei gleichzeitiger Anbindung an die Stadt. Öffentliche Verkehrsmittel sowie Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.\n\nDie Wohnung verfügt über ein großes Wohnzimmer mit Zugang zur sonnigen Terrasse. Ein großzügiges Elternschlafzimmer, ein gut geschnittenes Kinderzimmer und ein weiteres Zimmer, welches als Kinderzimmer oder Arbeitszimmer genutzt werden kann.  Des Weiteren befinden sich ein großzügiges Badezimmer und ein Gäste-WC in der Wohnung. Die moderne Einbauküche, Parkettböden und ein Fahrstuhl gehört ebenfalls zur hochwertigen Ausstattung.', 'Südwest Immobilien ist auf die Vermittlung von hochwertigen Villen, Einfamilienhäusern, Grundstücken sowie Eigentumswohnungen spezialisiert. \n\n\nIn den letzten Jahren ist es uns durch stetige Marktbeobachtung gelungen, den schnell wachsenden Berliner Markt zu erschließen und ein breites Spektrum an Anlageimmobilien anbieten zu können. Unser Kundenklientel besteht vor allem aus Privatpersonen, u.a. auch Personen des öffentlichen Lebens. \n\n\nDa wir international aufgestellt sind, können wir auch französisch, englisch-sprechende und vor allem russische Kunden individuell ansprechen und betreuen. \n\n\nVertrieb ist für uns mehr als nur Verkaufen. Wir sind es gewohnt, unsere Kunden individuell anzusprechen und partnerschaftlich langfristig mit ihnen zusammenzuarbeiten. Im Vordergrund steht für uns stets die Suche nach dem Mehrwert für beide Partner.'];;;;;;;;;;;;;;;;;;;;;;
2020-05-24 21:16:44.599976;Berlin;gas_heating;15775007;n;n;https://pictures.immobilienscout24.de/listings/df4b5a01-8748-4e70-a1ff-5080a2975f4c-1332414287.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;11.3;1900;11.3;107676049;n;false;y;Berlin;n;10;1;;no_information;5.73;110;Berlin;10719;no_information;no_information;false;no_information;no_information;n;no_information;loft;10719;3;n;2,active;Deutschland;top;wohnung_kauf;n;;true;001.15667404;829000;profile0;;3;true;n;;n;n;Charlottenburg_Charlottenburg;107676049;5;Berlin;/expose/107676049;['EXPOSE AUF ANFRAGE !', 'Es handelt sich um eine großzügige 4 Zimmer Wohnung mit Loftcharekter im 4.OG mit ca. 110 qm Wohnfläche, sowie eine ca. 6 qm große sonnige Terrasse mit Panoramablick, in einem schönen Altbau aus dem Jahre 1900\n\nAusstattung:\n \nDie Wohnung verfügt über ein großes Wohnzimmer mit Zugang zur sonnigen Terrasse und ca. 2,70 m Deckenhöhe.  Des Weiteren befindet sich ein großzügiges Elternschlafzimmer, ein gut geschnittenes Kinderzimmer und ein   geräumiges  Badezimmer in der Wohnung. . Die gut geschnittene  Küche gehört ebenfalls zur hochwertigen Ausstattung. Eine Garage im Haus  kann angemietet werden.', 'Leben in Berlin-Charlottenburg,  bedeutet ruhiges und grünes Wohnen bei gleichzeitiger Anbindung an die Stadt. Öffentliche Verkehrsmittel sowie Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe.', 'Südwest Immobilien ist auf die Vermittlung von hochwertigen Villen, Einfamilienhäusern, Grundstücken sowie Eigentumswohnungen spezialisiert. \n\n\nIn den letzten Jahren ist es uns durch stetige Marktbeobachtung gelungen, den schnell wachsenden Berliner Markt zu erschließen und ein breites Spektrum an Anlageimmobilien anbieten zu können. Unser Kundenklientel besteht vor allem aus Privatpersonen, u.a. auch Personen des öffentlichen Lebens. \n\n\nDa wir international aufgestellt sind, können wir auch französisch, englisch-sprechende und vor allem russische Kunden individuell ansprechen und betreuen. \n\n\nVertrieb ist für uns mehr als nur Verkaufen. Wir sind es gewohnt, unsere Kunden individuell anzusprechen und partnerschaftlich langfristig mit ihnen zusammenzuarbeiten. Im Vordergrund steht für uns stets die Suche nach dem Mehrwert für beide Partner.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;gas;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;;;;;
2020-05-24 21:16:44.985596;Berlin;central_heating;17689537;n;n;https://pictures.immobilienscout24.de/listings/430cc0cf-f098-4560-8f44-681dad850b4c-1370374289.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;11.48;1904;11.48;114376807;n;false;n;Berlin;n;7;1;260.35;58;7.14;65.16;Berlin;10245;well_kept;no_information;false;no_information;Corinthstr.;n;Corinthstr.;apartment;10245;2;n;2,active;Deutschland;top;wohnung_kauf;n;1;true;009.d41f4c69-eb7b-4709-b891-42c728a6b026;325000;profile0;5;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;CS58_6.1;3;Berlin;/expose/114376807;"['KLASSISCH SCHÖNER UND GEPFLEGTER ALTBAU!\n\nDieser komplett unterkellerte und klassische Altbau besteht aus einem Vorderhaus, einem Seitenflügel sowie einem Hinterhaus und ist komplett unterkellert. Im zweiten Innenhof befindet sich eine Remise. Hier ist noch der pure Altbaucharme zu erkennen. Im ersten Innenhof stehen Ihnen Fahrradabstellmöglichkeiten zur Verfügung.', 'INTERESSANTE UND MAISONETTEWOHNUNG IM KLASSISCHEN ALTBAU MIT VIEL POTENZIAL!\n\nInteressant und praktisch geschnittene Altbauwohnung, die sich über das 1. und 2.OG im Seitenflügel des Gebäudes erstreckt. Sie verfügt über Dielenboden/ Laminatboden, ein großzügiges und gefliestes Wannenbad mit Fenster sowie eine Küche mit älterer Einbauküche. Im großzügigen Eingangsbereich der Wohnung befindet sich die Wendeltreppe, welche in die zweite Wohnebene, mit Schlafzimmer und Bad führt. Da sich die Wohnung im Seitenflügel des Gebäudes befindet, ist sie eher ruhig gelegen.', 'INTERESSANTE LAGE ZWISCHEN SPREE UND OSTKREUZ!\n\nDie Immobilie befindet sich in einer eher ruhigen Strasse im südlichen Friedrichshain zwischen Ostkreuz und Spree. Hier wohnen Sie zwar nicht direkt am ""Boxi"" oder im Simon-Dach-Kiez, sind aber nur wenige Minuten zu Fuß entfernt und finden dafür eine angenehm unaufgeregte und trotzdem ansprechende Wohngegend vor. Die Infrastruktur zeichnet sich durch eine Vielzahl von Einkaufsmöglichkeiten, wie Bäcker, der Metzger um die Ecke oder Supermärkte aus. Schulen und Kindergärten sind ebenso in ausreichender Zahl vorhanden. Die Anbindung an den öffentlichen Nahverkehr ist mit den Stationen Ostkreuz (u. a. die Ringbahn) und Warschauer Strasse sowie einigen Busverbindungen an der Stralauer Allee außergewöhnlich gut. Clubs, Bars, kleine Restaurants und Cafés sind auch hier vorhanden. Mit einem kurzen Spaziergang entlang der Spree erreichen Sie den Treptower Park, einem der schönsten und geschichtsträchtigsten Parks Berlins. Ob nun zur Erholung, zu einer kleinen Bootstour auf einem der Ausflugsdampfer oder dem eigenen Boot, dem Besuch der Archenhold Sternenwarte, des Rosengartens oder der Spielplätze. Die Angebote sind sehr vielfältig.\nEine reizvolle und abwechslungsreiche Wohnumgebung mit vielen Highlights!', 'Wir freuen uns von Ihnen zu hören und stehen für weitere Fragen und einen Besichtigungstermin selbstverständlich gern zur Verfügung!']";ONE_YEAR_FREE;10 MBit/s;telekom_layer_magenta_m;über VDSL;REGULAR;district_heating;MagentaZuhause M;50 MBit/s;https://padlock.link/iomm;https://padlock.link/mm;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;energy_consumption;95;;;;;;;
2020-05-24 21:16:45.336944;Berlin;central_heating;54125;n;y;https://pictures.immobilienscout24.de/listings/7c498623-2de1-490b-ad9e-802420425504-1332203913.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.3;1972;11.3;114361014;y;false;n;Berlin;y;3;3;158;22;5.73;33;Berlin;10589;no_information;normal;false;no_information;Wernigeroder Str.;n;Wernigeroder_Str.;apartment;10589;1;n;2,active;Deutschland;standard;wohnung_kauf;y;3;true;001.54125;118000;profile0;5;1;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;wb-wernigeroder;1;Berlin;/expose/114361014;"['Die Wohnung ist vermietet (seit 2012) für eine Bruttopauschalmiete von € 454,-- (warm). es wird keine Betriebskostenabrechnung vorgenommen.\n\nDie Wohnung liegt im 3.OG mit Fahrstuhl. Sie bietet einen geräumigen Eingangsbereich mit Abstellkammer, ein Wannenbad, eine kleine ""Singleküche"" und das sonnige Zimmer mit kleinem Balkon.', 'Küche Fliesenboden, Flur und Zimmer Parkettboden.', 'Zentral gelegen zwischen Goslaer Platz und dem zum U-Bhf. Mierendorffplatz ; viele Einkaufsmöglichkeiten. \nBis zur Spree ist es nur ein kleiner Spaziergang.', 'Sie zahlen keine Käuferprovision!!!']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;gas;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;energy_consumption;148.8;E;100;;;;;
2020-05-24 21:16:45.704937;Berlin;no_information;97549;n;y;https://pictures.immobilienscout24.de/listings/7ee3e03f-8043-4327-8cc0-3390ad920511-1332686012.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;10.62;1906;10.62;114398286;n;false;y;Berlin;y;9;1;;19 B;5.96;148.47;Berlin;13187;no_information;no_information;false;no_information;"Kavalierstra&szlig;e";n;Kavalierstraße;apartment;13187;5;n;2,active;Deutschland;top;wohnung_kauf;y;2;true;001.97549;659000;profile0;;5;true;n;showqualicontactform;n;n;Pankow_Pankow;Kavalier19B_5;6;Berlin;/expose/114398286;['Der Altbau wurde ca. 1906 erbaut.\n\nDie Wärmeversorgung erfolgt über eine Gasheizung.', '- Balkon und Loggia\n- Bad mit Fenster, Dusche und Wanne\n- 2. Obergeschoss', 'Die S-Bahn- und U-Bahn-Station „Pankow“ ist zu Fuß erreichbar.\n\nIm Umfeld gibt es diverse Geschäfte sowie Restaurants und Cafés.\nUnweit befinden sich die Volkshochschule Pankow, ein Krankenhaus, der Schlosspark mit dem Sommerbad Pankow sowie der Bürgerpark Pankow.', 'Die monatliche Nettokaltmieteinnahme beträgt 1.174 €.\n\nEine Garage oder ein Stellplatz im Nachbarhaus kann optional dazu gekauft werden.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;gas;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;energy_consumption;148.6;E;0;;;;;
2020-05-24 21:16:46.066293;Berlin;district_heating;371010;n;y;https://pictures.immobilienscout24.de/listings/1995e441-1a3b-40d3-81c9-a7764fd1376f-1370174136.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.73;1926;11.73;114400580;y;false;y;Berlin;n;7;1;382.6;no_information;5.75;86.86;Berlin;12157;well_kept;no_information;false;no_information;no_information;n;no_information;apartment;12157;3;n;2,active;Deutschland;standard;wohnung_kauf;n;;true;001.371010;399000;profile0;5;3;true;n;showqualicontactform;n;n;Steglitz_Steglitz;154;4;Berlin;/expose/114400580;"['Klassische schöne Jugendstil Altbauwohnung im schönen Steglitz; nahe dem Lauenburger Platz.\nHerrliches Gründerzeithaus mit beeindruckendem Treppenhaus .\n\nBeste Kapitalanlage.\nDrei schöne, große Zimmer, eine  einladende Küche und ein Balkon warten auf Sie.\nDie Wohnung weist typische Altbau-Stilelemente auf, wie z.B. Dielenböden,  hohe Decken mit teilweise Stuck!\nSie ist ruhig und sehr hell.\n\nDie Wohnung ist vermietet.\n\nFazit:\n- schöne Wohnung in beliebter Lage!\n- mit allerbester Vermietbarkeit.\nAber schauen Sie selbst!\n\nweitere Wohnungen im Angebot', 'Schöne Wohnlage in Steglitz-Friedenau, nahe an Lauenburger Platz und Bismarckstrasse.\nHier finden Sie alles was man braucht und was das Leben lebenswert macht: vom Supermarkt bis zum Krankenhaus und Szene-Italiener.\nDie S Bahn Feuerbachstrasse ist mit dem Bus schnell erreichbar; genau so wie die U Bahn Walter Schreiber Platz.\nDie nächste Autobahnauffahrt ist die Saarstrasse.\n\nDas ""Schloss"" und der neue Boulevard Berlin ist ein Einkaufszentrum im Berliner Ortsteil Steglitz. Es liegt nördlich der Joachim-Tiburtius-Brücke in der Schloßstraße bis zur Ecke der Schildhornstraße und ist schnell erreicht.\n\n\n\n\n\n\n.', 'Lage: VH 2.OG, rechts\nm²: ca. 86,86\nZimmer: 3\nBalkon: 1\n\nStatus: vermietet\n\nNKM € 597,69\nBK: € 115,00\nHK: € 121,00\nWarm-Miete: € 833,69\n------------------------------\nWohngeld: € 382,60\n\n\n\n\n\n\n\n\n\nIrrtümer und Änderungen vorbehalten.\nAlle Angaben entstammen den Informationen des Eigentümers. Bei aller Sorgfalt können wir keine Garantie dafür übernehmen, dass alle Angaben richtig sind und das Objekt im Augenblick des Zugangs der Offerte noch verfügbar ist.\nAlle Flächen sind ca. Angaben.\nAlle Verkaufspreise zzgl. 5,95% Maklerprovision.\n\nSiehe unsere AGB´s und die Widerrufsbelehrung für Verbraucher.']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;district_heating;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;energy_consumption;69;;;;;;;
2020-05-24 21:16:46.429394;Berlin;;18267813;n;n;https://pictures.immobilienscout24.de/listings/55bebe93-df76-4aee-9d5f-49252c109341-1332187723.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;16.54;1907;16.54;114359968;n;false;n;Berlin;y;9;1;;28;8.84;100.32;Berlin;12045;first_time_use_after_refurbishment;no_information;false;no_information;"Finowstra&szlig;e";n;Finowstraße;ground_floor;12045;3;n;2,active;Deutschland;top;wohnung_kauf;n;0;true;002.01009069705;531696;profile0;6;3;true;n;showqualicontactform;n;n;Neukölln_Neukölln;3b8f3974-6a9b-4dab-8b58-7344d1410e9b;4;Berlin;/expose/114359968;['__Das Gebäude__\n\nEin Wohlklang für die Augen am Puls der Hauptstadt: Der gepflegte Altbau in der Finowstraße 28 besticht auf den ersten Blick durch seine Farbigkeit und symmetrische Linienführung. Noch dazu befindet er sich in einer der gefragtesten und aufregendsten Gegenden, die Berlin zu bieten hat. Hier in Kreuzkölln, dem Kiez zwischen Neukölln und Kreuzberg, gibt es an wirklich jeder Ecke etwas zu erleben und entdecken. So ist es genau diese einzigartige Atmosphäre, die Anwohner und Touristen aus aller Welt in diesen lebendigen Stadtteil zieht.\n\n__Die Wohnung__\n\nDiese frisch sanierte 3-Zimmer-Wohnung heißt Sie herzlich willkommen! Abgeschliffene Dielenböden, lichtdurchflutete Räume und das modern geflieste Wannen-Bad sind dabei nur einige Vorzüge der praktisch geschnittenen 100 Quadratmeter-Altbauwohnung. Eines der drei Zimmer verfügt über einen schönen Erkerbereich, der sich für einen gemütlichen Lesesessel prädestiniert. An die Küche mit ästhetischem Fliesenboden schließt sich zudem eine große Abstellkammer an, in der Staubsauger und Co. platzsparend verstaut werden können. Ob Paare oder kleine Familien: Hier ist ausreichend Platz zum Gammeln, Feiern, Wohlfühlen.\n\n__Die Lage__\n\nKeine Frage: Neukölln ist der momentan spannendste und bunteste Bezirk der Hauptstadt. Besonders begehrt ist das Kreuzkölln genannte Gebiet im Norden, das von Sonnenallee, Kottbusser Damm und Landwehrkanal eingerahmt wird. Hier befindet sich auch die eher ruhige Finowstraße, die dennoch im pulsierenden Zentrum des Stadtteils liegt und daher gerade bei jungen Familien besonders beliebt ist. Vor allem ein junges, internationales Publikum genießt es, die zahlreichen Kneipen, Bars und Szenelokale in Neukölln zu erkunden. Und auch viele Unternehmen und Start-Ups profitieren von dem weltoffenen, kreativen Umfeld und siedeln sich gezielt hier an. Sollte man seinen Kiez doch einmal verlassen wollen, so ist man dank der fußläufig erreichbaren U-Bahnstationen der U7 und U8, sowie den zahlreichen Bussen entlang der Sonnenallee schnell an den wichtigsten Zielen der Spreemetropole.', 'Frisch saniert\n\nDurchdachter Grundriss\n\nKüche mit Abstellkammer\n\nGepflegter Dielenboden\n\nRuhige Lage in begehrtem Kiez', 'Keine Frage: Neukölln ist der momentan spannendste und bunteste Bezirk der Hauptstadt. Besonders begehrt ist das Kreuzkölln genannte Gebiet im Norden, das von Sonnenallee, Kottbusser Damm und Landwehrkanal eingerahmt wird. Hier befindet sich auch die eher ruhige Finowstraße, die dennoch im pulsierenden Zentrum des Stadtteils liegt und daher gerade bei jungen Familien besonders beliebt ist. Denn egal ob tagsüber oder nachts: Hier ist immer etwas los. Vor allem ein junges, internationales Publikum genießt es, die zahlreichen Kneipen, Bars und Szenelokale in Neukölln zu erkunden. Und auch viele Unternehmen und Start-Ups profitieren von dem weltoffenen, kreativen Umfeld und siedeln sich gezielt hier an. Sollte man seinen Kiez doch einmal verlassen wollen, so ist man dank der fußläufig erreichbaren U-Bahnstationen der U7 und U8, sowie den zahlreichen Bussen entlang der Sonnenallee schnell an den wichtigsten Zielen der Spreemetropole.', 'Traumwohnung gefunden? Dann nutzen Sie jetzt die EverEstate Immobilienfinanzierung in Zusammenarbeit mit unserem Partner ZIEGERT Immobilien und profitieren Sie von jahrelanger Expertise in Verbindung mit kompetenter Beratung. Kontaktieren Sie uns unter +49 (0) 30 / 700 1797 59 oder auf www.everestate.de/immobilienfinanzierung-mit-everestate und erhalten Sie auf Ihre Bedürfnisse zugeschnittene Angebote.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;no_information;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;energy_required;159.3;;;;;;;
