timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;ga_cd_via_qualified;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_galleryAd;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_groupnumber;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;evt_count_pm_sig;ga_cd_developer_virtualreality;obj_energyEfficiencyClass;obj_usableArea;obj_lastRefurbish
2020-05-24 20:42:48.434203;Berlin;central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/3e1ce237-bfe9-4a93-9133-93880787383e-1370141278.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.6;1900;11.6;118533466;gas;n;false;y;Berlin;y;9;1;141;no_information;energy_required;6.53;149;Berlin;10245;well_kept;normal;false;no_information;no_information;n;no_information;apartment;10245;6;192;n;2,active;Deutschland;standard;wohnung_kauf;y;0;false;001.1163286;569000;profile0;5;5;true;n;n;n;Lichtenberg_Lichtenberg;11801533488;6;Berlin;/expose/118533466;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im EG + Souterrain in einem Altbaugebäude aus dem Jahre 1900. \nThe dwelling is located in the groundfloor in a building of 1900.', 'Die vermietete Eigentumswohnung besteht aus 2 Etagen im EG und im Souterrain. Sie hat insgesamt 6 Zimmer mit Dielenböden/Stuckdecken und ein großzügiges Badezimmer mit Badewanne und Fenster, sowie ein Gäste WC. Die Küche hat Platz für einen Essplatz. Die Wohnung hat eine Terrasse und einen eigenen Garten im Sondernutzungsrecht. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an. Der Mietvertrag kann wegen Eigenbedarf mit einer Frist von einem Jahr gekündigt werden. Die Nettokaltmiete beträgt ca. 1072 €. \nThe dwelling has 6 rooms with wooden floor and a bathromm with a bath tub. If you whant more information with fotos, groundplan etc. please send us your name and your post adress.', 'Das Gebäude befindet sich in klassischer Lage Berlin Friedrichshain, nahe dem Boxhagener Platz. Die S -Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.'];;;;;;;;;;;;;;;;;;;;
2020-05-24 20:42:48.961868;Berlin;gas_heating;33013;n;y;https://pictures.immobilienscout24.de/listings/351bf754-b50c-4bfb-a0b6-8181834cdfec-1370418155.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;16.54;1900;16.54;118534147;gas;n;true;y;Berlin;y;9;1;;no_information;;8.77;74.3;Berlin;12055;first_time_use;no_information;false;no_information;no_information;n;no_information;roof_storey;12055;2;;n;2,active;Deutschland;schaufenster;wohnung_kauf;n;6;true;001.33013;565000;profile0;6;2;true;n;n;n;Neukölln_Neukölln;186523;3;Berlin;/expose/118534147;['- um die Jahrhundertwende errichtetes Altbauensemble, bestehend aus Vorderhaus,\n1. und 2. Quergebäude sowie 3 Innenhöfen\n\n- Neubaurealisierung des Dachgeschosses im Vorderhaus\n\n- nur von den Bewohnern steuerbarer Aufzug', '- schlüsselfertige Übergabe\n\n- Dachterrasse mit West-Ausrichtung\n\n- bis zu 3,60 m Deckenhöhe, geringe Schrägen\n\n- großzügiger Wohnbereich mit offen integriertem Küchenbereich\n\n- geräumiges Tageslichtbad\n\n- gehobene Ausstattung, z. B. Parkett, nach Bemusterung\n\n- Fußbodenheizung optional\n\n- lichtdurchflutet dank großzügiger Fensterflächen', '-  aufstrebende, trendige Lage, direkt an der Ringbahn\n\n- ruhige, kleine Seitenstraße im historischen Ortsteil Rixdorf, nahe Richardplatz\n\n- sehr gute Verkehrsanbindung und Infrastrukur\n\n- Bushaltestelle vor der Tür\n\n- 200 m zum U- und S-Bahnhof Neukölln\n\n- Einkaufsmöglichkeiten, Kitas und Schulen in unmittelbarer Nähe\n\n- nahe Körnerpark, Tempelhofer Feld und Volkspark Hasenheide\n\n- Milieuschutzgebiet', 'Die Provision in Höhe von 7,14% des Kaufpreises (inkl.19% MwSt.) wird vom Käufer getragen und ist verdient und zahlbar an die BBI Immobilien GmbH bei Kaufvertragsabschluss.\n\n\nWAS IST IHRE IMMOBILE WIRKLICH WERT?\nWir bieten eine kostenlose Einschätzung Ihrer eigenen Immobilie durch unsere Experten.\nAuf Wunsch sorgen wir für einen seriösen und zeitnahen Verkauf.\nSie erreichen uns auch am Wochenende unter: 030-3277340.\nUnser Büro am Kurfürstendamm ist 7 Tage in der Woche für Sie geöffnet.\n\n\nWeitere interessante, sowohl provisionspflichtige als auch provisionsfreie Angebote von Bauträgern, von Eigentumswohnungen über Einfamilienhäuser und Villen (Nutzung privat und gewerblich) bis hin zu renditeträchtigen Miethäusern für Investoren finden Sie unter www.bbi-immobilien.de'];true;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;4;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;showqualicontactform;;;;
2020-05-24 20:42:49.517903;Berlin;;16236417;n;n;https://pictures.immobilienscout24.de/listings/392fa468-1f11-437f-81ed-cb6e16c955ad-1370692622.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;12.78;1904;12.78;118535875;no_information;n;false;y;Berlin;n;9;1;540;no_information;energy_consumption;7.25;300;Berlin;10785;no_information;no_information;false;no_information;no_information;n;no_information;apartment;10785;9;126;n;2,active;Deutschland;standard;wohnung_kauf;n;5;true;002.01007153772;662200;profile0;;5;true;n;n;n;Tiergarten_Tiergarten;80420;7;Berlin;/expose/118535875;"['Nur wenige Minuten zu Fuß von Landwehrkanal und Tiergarten wurde der Altbau in der Lützowstraße 68  in Berlin-Tiergarten im Jahre 1904 erbaut und mit viel Liebe zum Detail im Jahr 2018 saniert und renoviert. \n\nNun warten 18 schöne Altbauwohnungen mit hohen Räumen, teilweise stukverziert, mit einer Größe von  51 bis ca.  116 m² Wohnfläche auf neue Besitzer.\n\nDer Großteil der Wohnungen ist aktuell vermietet; die Mieter haben sämtlich einen 10-jährigen Kündigungsschutz. \n\nDas hohe und sehr schöne Dachgeschoss wird derzeit nicht genutzt; es liegt eine Ausbaugenehmigung vor. ', 'Das Lützowviertel erfindet sich gerade neu! Ein Kiez im Wandel!\n\nMehrere Neubauprojekte entstanden und entstehen ringsherum und sorgen unter anderem dafür, dass diese Lage hohes Entwicklungspotenzial bietet.\n\nDer Kiez bietet Lebensqualität mit vielen kleinen Cafés, Restaurants, Boutiquen und Galerien. Das Lützowviertel hat kulinarisch viel zu bieten. Internationale Küche aus Kroatien, Indien, Indonesien, Äthiopien, Japan und natürlich Italien findet sich rund um das Objekt. \n\nDie Mischung aus Citylage und Naturnähe sorgt für die große Beliebtheit der Gegend rund um den Landwehrkanal. \n\nKleinere Parks am Lützowplatz im Westen bzw. am Magdeburger Platz im Osten sind nur wenige Schritte entfernt. Die Lage wird immer beliebter, die Bevölkerungszahl steigt stetig.\n\nGESCHÄFTE UND SUPERMÄRKTE\nNicht nur für den täglichen Bedarf ist gesorgt, auch exklusivere Adressen finden sich in der Nähe der Derfflingerstraße. \n\nSchnell sind Sie am Shopping-Center Potsdamer Platz mit seiner großen Auswahl an Geschäften. \n\nDie Derfflingerstraße/Lützowstraße ist genauso gut an die großen Einkaufszentren der City West angebunden: Das KaDeWe lockt mit hochwertigem Angebot, und auch das nahe gelegene Europa-Center ist gut erreichbar.\n\n\nANBINDUNG\nZentral gelegen und in alle Himmelsrichtungen optimal angebunden. \n\nDie A100 ist nur fünf Kilometer entfernt, die U-Bahn ein paar hundert Meter. Linien 1, 3 und 4 laufen am nahe gelegenen U-Bahnhof Nollendorfplatz zusammen und verbinden Sie schnell mit dem Rest Berlins. \n\nZum Flughafen Tegel kommen Sie bequem mit dem Bus TXL.', 'Bitte beachten Sie, dass die hier getätigten Angaben auf Informationen der Eigentümer beruhen und wir hierfür keine Gewähr übernehmen können.\n\nBei Interesse informieren und beraten wir Sie gerne. Zögern Sie nicht uns zu kontaktieren!\n\n']";;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;showqualicontactform;true;D;;
2020-05-24 20:42:49.891987;Berlin;central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/eeb7660a-b1db-4d4f-bf67-8084e1fddc05-1370144390.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.78;1919;12.78;118534268;gas;n;false;y;Berlin;y;7;1;274;no_information;energy_consumption;7.25;91;Berlin;10555;well_kept;normal;false;no_information;no_information;n;no_information;apartment;10555;3;129;n;2,active;Deutschland;standard;wohnung_kauf;y;4;true;001.1163286;399000;profile0;5;3;true;n;n;n;Tiergarten_Tiergarten;118530488;4;Berlin;/expose/118534268;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 4. OG im Vorderhaus  in einem gepflegten Altbaugebäude aus dem Jahre 1919. Das Haus hat keinen Personenaufzug. The rented apartment is located in the 4. floor in a building of 1919.', 'Die vermietete Eigentumswohnung hat 3 Zimmer mit Dielenböden und Stuckdecken. Es gibt ein Wannenbad mit Fenster. Die Wohnung hat einen Balkon. Die Küche hat Platz für einen Eßplatz. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an. \nThe rented dwelling has 3 rooms. If you whant more information with fotos, groundplan etc. please send us your name and your mailing address.', 'Das Gebäude befindet sich in klassischer Lage Berlin Tiergarten, nahe der Spree. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is located in Tiergarten. The U-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-24 20:42:50.226211;Berlin;central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/95a9219f-9263-46de-acdb-7bc39960859d-1370140539.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.24;1918;12.24;118533340;oil;n;false;y;Berlin;y;8;1;232;no_information;energy_required;6.53;95;Berlin;10823;well_kept;normal;false;no_information;no_information;n;no_information;roof_storey;10823;3;125.8;n;2,active;Deutschland;standard;wohnung_kauf;y;5;true;001.1163286;459000;profile0;5;3;true;n;n;n;Schöneberg_Schöneberg;118533388;4;Berlin;/expose/118533340;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 5. OG im Vorderhaus in einem Altbaugebäude aus dem Jahre 1918. Das Gebäude hat keinen Personenaufzug.\nThe dwelling is located in the 5. floor in a building of 1918.', 'Die vermietete Eigentumswohnung hat 3 Zimmer und ein Wannenbad mit Fenster. Die Wohnung hat eine ruhigen West-Terrasse. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an.\nThe dwelling has 3 rooms with wooden floor and a balcony to the west. If you whant more information with fotos, groundplan etc. please send us your name and your post adress.', 'Das Gebäude befindet sich in klassischer Lage Berlin Schöneberg, Akazienkiez. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is in a quiet street of Schöneberg. The U/S-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-24 20:42:50.590233;Berlin;self_contained_central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/0c2f256c-bc8f-4d83-82a0-74f267df6ba9-1370142464.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;10.87;1910;10.87;118533800;gas;n;false;y;Berlin;y;8;1;187;no_information;;5.63;85;Berlin;12161;well_kept;normal;false;no_information;no_information;n;no_information;apartment;12161;3;;n;2,active;Deutschland;standard;wohnung_kauf;y;2;true;001.1163286;459000;profile0;4;3;true;n;n;n;Friedenau_Schöneberg;1185330288;4;Berlin;/expose/118533800;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 2.OG im Vorderhaus in einem Altbaugebäude aus dem Jahre 1910. Das Gebäude hat keinen Personenaufzug.\nThe dwelling is located in the 2. floor in a building of 1910.', 'Die vermietete Eigentumswohnung hat 3 Zimmer mit Echtholzparkett bzw. Dielen ausgelegt. Die Wohnung hat einen Balkon. Die Küche hat Platz für einen Esstisch. Es gibt ein Wannenbad mit Fenster. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an.', 'Das Gebäude befindet sich in ruhiger Lage von Berlin Friedenau, nahe dem Friedrich-Wilhelm-Platz. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is in a street of Berlin Friedenau, near the Rüdesheimer Platz. The U-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-24 20:42:50.931737;Berlin;central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/c3cc757d-a4b0-4d09-8689-903bc23a9fdb-1370143327.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.78;1919;12.78;118534141;gas;n;false;y;Berlin;y;7;1;265;no_information;energy_consumption;7.25;87;Berlin;10555;well_kept;normal;false;no_information;no_information;n;no_information;apartment;10555;3;129;n;2,active;Deutschland;standard;wohnung_kauf;y;4;false;001.1163286;339000;profile0;5;3;true;n;n;n;Tiergarten_Tiergarten;1185304888;4;Berlin;/expose/118534141;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 4. OG im Vorderhaus  in einem gepflegten Altbaugebäude aus dem Jahre 1919. Das Haus hat keinen Personenaufzug. The rented apartment is located in the 4. floor in a building of 1919.', 'Die vermietete Eigentumswohnung hat 3 Zimmer mit Dielenböden und Stuckdecken. Es gibt ein Wannenbad mit Fenster. Die Wohnung hat einen Balkon. Die Küche hat Platz für einen Eßplatz. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an. \nThe rented dwelling has 3 rooms. If you whant more information with fotos, groundplan etc. please send us your name and your mailing address.', 'Das Gebäude befindet sich in klassischer Lage Berlin Tiergarten, nahe der Spree. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is located in Tiergarten. The U-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];;;;;;;;;;;;;;;;;;;;
2020-05-24 20:42:51.322233;Berlin;self_contained_central_heating;16713557;n;y;https://pictures.immobilienscout24.de/listings/2805bd03-1e50-4b5b-9b5b-d1b6d9706cd9-1370158082.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;31;11.3;1900;11.3;118536220;gas;n;false;y;Berlin;y;9;1;342.25;no_information;energy_consumption;5.73;94;Berlin;10589;fully_renovated;no_information;false;no_information;no_information;n;no_information;apartment;10589;3;127.9;n;2,active;Deutschland;top;wohnung_kauf;n;;true;002.01007515345;549000;profile0;;3;true;n;n;n;Charlottenburg_Charlottenburg;VK-20023_B6;4;Berlin;/expose/118536220;"['Die Eigentumswohnung befindet sich im Vorderhaus eines gehobenen Mehrfamilienhauses in sehr guter Lage Charlottenburgs. Das Gebäude wurde stetig saniert und befindet sich in einem absolut gepflegten Zustand.\n\nDie Wohnung wurde komplett saniert. Funktional geschnitten verteilen sich die auf Räumlichkeiten, begehbar vom Eingangsbereich aus. Zur linken gelangen Sie in die Küche und Tageslichtbad, geradezu finden Sie eines von zwei Schlafzimmer. Zur rechten befinden sich ein 22,5 qm großes Schlafzimmer mit Zugang zum Balkon, welches Sie auch in das dritte über eine Berliner-Flügeltür führt. Das Wohnzimmer erreichen Sie ebenso über den Flurbereich. \n\nDie Wohnung bietet allen Komfort eines hochwertig sanierten Altbaus: 3,5m hohe Decken mit wunderschönem Stuck, eine helle Küche mit Essbereich, Spülmaschine, Ofen/Herd und Kühlschrank; das Badezimmer ist mit Wanne, Waschmaschine und einem großen Tageslichtfenster ausgestattet. Die Aussicht auf das Landgericht Berlin ist unverbaut und die Spree vom Balkon aus zu sehen. Das große Wohnzimmer bietet eine geräumige Fernsehecke mit großem Flachbild TV und zwei bequemen Sofas wie auch einen Esstisch für bis zu 8 Gäste. Die ganze Wohnung verfügt über eine schnelle Internetverbindung.', 'Diese Wohnung befindet sich in einer ruhigen Wohngegend unweit der Spree im beliebten Bezirk Charlottenburg. Insbesondere die Nähe zum Schloss Charlottenburg mit seinem wunderschönen gestalteten Gartenanlagen und den in seinen Ursprüngen mehr als 300 Jahre alten Schlossgebäuden zeichnet diese Lage aus.\n\nEine sehr gute Verkehrsanbindung, gute Einkaufsmöglichkeiten, Schulen, Kindergärten und ärztliche Einrichtungen sind in direkter Umgebung. Die Verkehrsanbindung an den öffentlichen Nahverkehr, sowohl U-Bahn U 7 als auch S-Bahn und Bus, sowie an die Stadtautobahn ist hervorragend.\n\nBedingt durch die zentrale Lage ist das Haus an den öffentlichen Nahverkehr gut angebunden. Über den U-Bahnhof Mierendorffplatz, der Linie 7, ist der Kurfürstendamm in wenigen Fahrminuten zu erreichen. \n\nTrotz der zentralen innerstädtischen Situation liegt diese Wohnung jedoch sehr ruhig und ist im Hinblick auf den Erholungsaspekt gut versorgt. Wenige Gehminuten entfernt befindet sich das Schloss Charlottenburg mit dem Schlossgarten.']";;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;D;4;
2020-05-24 20:42:51.683255;Berlin;central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/2aa7e426-cbb3-4a51-b7ea-ef35ccd9c78a-1370145152.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.78;1919;12.78;118534334;gas;n;false;y;Berlin;y;9;1;353;no_information;energy_consumption;7.25;122;Berlin;10555;well_kept;normal;false;no_information;no_information;n;no_information;apartment;10555;4;128;n;2,active;Deutschland;standard;wohnung_kauf;y;4;true;001.1163286;549000;profile0;5;4;true;n;n;n;Tiergarten_Tiergarten;11850138888;6;Berlin;/expose/118534334;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 4. OG im Vorderhaus  in einem gepflegten Altbaugebäude aus dem Jahre 1919. Das Haus hat keinen Personenaufzug. The rented apartment is located in the 4. floor in a building of 1919.', 'Die vermietete Eigentumswohnung hat 4 Zimmer mit Dielenböden und Stuckdecken. Es gibt ein Wannenbad mit Fenster. Die Wohnung hat einen Balkon. Die Küche hat Platz für einen Eßplatz. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an. \nThe rented dwelling has 4 rooms. If you whant more information with fotos, groundplan etc. please send us your name and your mailing address.', 'Das Gebäude befindet sich in klassischer Lage Berlin Tiergarten, nahe der Spree. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is located in Tiergarten. The U-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-24 20:42:52.089839;Berlin;central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/47d72e27-d8d8-4744-9f3f-f9ac03e358e5-1370142009.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.78;1919;12.78;118533664;gas;n;false;y;Berlin;y;9;1;419;no_information;energy_consumption;7.25;119;Berlin;10555;well_kept;normal;false;no_information;no_information;n;no_information;roof_storey;10555;3;128;n;2,active;Deutschland;standard;wohnung_kauf;y;5;true;001.1163286;509000;profile0;5;3;true;n;n;n;Tiergarten_Tiergarten;118538808;5;Berlin;/expose/118533664;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 5. OG im Vorderhausl in einem gepflegten Altbaugebäude aus dem Jahre 1919. Das Haus hat keinen Personenaufzug. The rented apartment is located in the 5. floor in a building of 1919.', 'Die vermietete Eigentumswohnung hat  3 Zimmer und eine große Süd-Terrasse. Es gibt ein Wannenbad mit Fenster, sowie ein Gäste-WC. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an.\nThe rented dwelling has 3 rooms. If you whant more information with fotos, groundplan etc. please send us your name and your mailing address.', 'Das Gebäude befindet sich in klassischer Lage Berlin Tiergarten, nahe der Spree. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is located in Tiergarten. The U-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
