timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;ga_cd_via_qualified;obj_galleryAd;obj_lastRefurbish;obj_rentSubsidy;obj_usableArea
2020-05-24 21:24:14.094875;Berlin;no_information;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/a4487d0a-0c88-4101-b7a3-c4c1d95becad-1261478921.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;1905;REGULAR;12.1;108997368;gas;n;false;MagentaZuhause L;y;Berlin;y;8;1;4;energy_required;7.07;125.9;Berlin;10781;no_information;no_information;E;false;100 MBit/s;no_information;"Hohenstaufenstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Hohenstaufenstraße;apartment;10781;3.5;134.2;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;419000;profile0;5;3;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;Hohenstaufen4_3;6;Berlin;/expose/108997368;['Die erhaltenen Jugendstil-Elemente geben diesem Gebäude Ihren Flair. Das Gebäude wurde nachträglich mit einem Fahrstuhl ausgestattet. Soweit möglich wurden die schönen Jugendstil-Doppelkasten-Fenster erhalten.\nIn den Wohnungen finden wir Parkett, wie auch Altberliner Dielen. Wie viele Gebäude am Winterfeldtplatz reiht es sich in die Berliner Geschichte ein.\nDer Altbau hat zwei Eingänge.', '- Altbauwohnung\n- Loggia\n- Bad mit Dusche\n- 1. Obergeschoss', 'Der Altbau liegt in zentraler Lage in Berlin-Schöneberg Nahe Heinrich-von-Kleist-Park.\nBis zum U-Bahnhof „Nollendorfplatz“, „Viktoria-Luise-Platz“ und auch „Eisenacher Straße“ gelangt man zu Fuß. \nIm Umfeld gibt es reizende Cafés/Restaurants, Schulen sowie zahlreiche Einkaufsmöglichkeiten und auf dem Winterfeldtplatz einen attraktiven Wochenmarkt.', 'Die monatliche Nettokaltmiete beträgt 399,88 €.'];;;;;
2020-05-24 21:24:14.511136;Berlin;central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/dfc0b67f-43f5-40b7-afbf-c3c5e10e78f9-1261106884.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;1918;REGULAR;12.1;108969833;oil;n;false;MagentaZuhause L;y;Berlin;y;8;1;3;energy_consumption;7.07;94.58;Berlin;10823;well_kept;no_information;;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;roof_storey;10823;2;125.8;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;459000;profile0;5;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;Klix3_13;4;Berlin;/expose/108969833;"['Der gepflegte, denkmalgeschützte Stuckaltbau aus der Gründerzeit ist sehr gut erhalten. Der Eingangsbereich und die Treppenhäuser sind edel ausgestattet. Der Innenhof ist begrünt und ebenfalls gepflegt.', '- Terrasse\n- vermietet\n- Dachgeschoss', 'Die Klixstraße liegt im Akazienkiez mit vielen Geschäften und guten Restaurants in der Nähe der Apostel-Paulus-Kirche.\n\nZum U-Bahnhof ""Eisenacher Straße"" kann man bequem laufen.', 'Die monatliche Nettokaltmiete beträgt 803,93 €.']";;;;;
2020-05-24 21:24:15.538768;Berlin;central_heating;ONE_YEAR_FREE;37030;n;n;https://pictures.immobilienscout24.de/listings/736c5fe1-90bd-4081-b375-b3d73fccb139-1368705390.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.12;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;11.12;108980655;gas;n;true;MagentaZuhause L;y;Berlin;y;7;1;19;energy_consumption;6.13;65;Berlin;10587;no_information;no_information;;false;100 MBit/s;no_information;"Wintersteinstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Wintersteinstraße;apartment;10587;2;88.3;n;421;2,active;true;Deutschland;schaufenster;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.37030;369000;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;34133;3;Berlin;/expose/108980655;"['Auch Juwelen muss man immer mal wieder aufpolieren und ähnlich geht es dieser hübschen Wohnung. Mit zwei Zimmern und einer königlich hohen Lage im vierten Stock (Aufzug ist vorhanden) besitzt sie viele zauberhafte Facetten. Der Vermieter hat sich bereits um etwas Farbe, neue Bodenbeläge und ein neues Badezimmer gekümmert. Sie müssen jetzt nur noch einziehen!  \r\n\r\nMut zum Ornament – das könnte das Motto des Haus Winterstein sein. Sein üppiger Stuck wurde 2017 liebevoll aufbereitet und schmückt mit dem imposanten Eckgebäude auch die Sichtachsen der Winterstein- und Brauhofstraße. Das Innere des Haus Winterstein hält, was sein Äußeres verspricht. Drei historische Treppenhäuser voller kunstvoller Details führen zu Wohnungen mit begehrten Altbaudetails wie hohen Decken, Stuck und Dielenböden. Wir wünschen Ihnen viel Freude dabei, dieses historische Schmuckstück für sich zu entdecken. \r\n\r\nSie interessieren sich für diese Immobilie, haben Fragen zur Finanzierung oder wünschen einen\r\nBesichtigungstermin? Das ZIEGERT-Team steht Ihnen immer gern zur Verfügung!', '+ Fertigstellung voraussichtlich Ende August\r\n\r\n+ Weißen der Wände\r\n\r\n+ Dielenböden abschleifen bzw. Verlegung neues Fertigparketts \r\n\r\n+ Tischlermäßige Überarbeitung: Türen und Fenster gang- und schließbar \r\n\r\n+ Steichen der Heizkörper\r\n\r\n+ Verkauf im Ist-Zustand\r\n\r\n+ Aufzug\r\n\r\n+ Treppenhausrenovierung\r\n\r\n+ Kellerraum\r\n\r\n+ ausgezeichnete Infrastruktur\r\n\r\n+ hervorragende Kiezlage', 'Das Haus Winterstein liegt in Alt-Charlottenburg, der Keimzelle des heutigen Ortsteils. Trotz der zentralen Lage wirkt das Leben hier etwas entspannter. Vielleicht, weil die Wege so kurz sind, dass einfach nie Hektik aufkommt. Zum Spreeufer sind es 100 Meter, zum Schloss Charlottenburg und seinem herrlichen Park knapp 600 Meter. Mehrere Museen liegen nur wenige Radminuten entfernt, zum Tiergarten und zum Lietzensee sind es per Pedalo bloß 10 Minuten. \r\n\r\nAuch die Nahversorgung lässt keine Hektik aufkommen. Die Otto-Suhr-Allee mit ihren vielen Geschäften des täglichen Bedarfs liegt rund 250 Meter entfernt vom Haus Winterstein. Falls das reichhaltige Angebot vor Ort einmal nicht alle Wünsche erfüllen kann, steigen Sie einfach in die U7 oder den Bus M45, der u. a. am Bahnhof Zoologischer Garten hält. Auf dem Heimweg machen Sie noch einen kurzen Schlenker, um der Spree ""Hallo"" zu sagen und sich ein wenig zu wundern, wie Sie jemals woanders leben konnten.\r\n', '+++++++++++++++++++++++++++++++++++++++++++++\r\n\r\nWeitere Infos, ein ausführliches Exposé, einen Besichtigungstermin? Das ZIEGERT-Team steht Ihnen immer gern zur Verfügung!\r\n\r\n+++++++++++++++++++++++++++++++++++++++++++++']";true;disabled;2018;;
2020-05-24 21:24:15.959219;Berlin;self_contained_central_heating;ONE_YEAR_FREE;999660;n;y;https://pictures.immobilienscout24.de/listings/de0687c2-f017-4322-aec8-22f0194f86c3-1260495210.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;14.43;40 MBit/s;telekom_layer_magenta_l;über VDSL;1870;REGULAR;14.43;108928495;gas;n;false;MagentaZuhause L;y;Berlin;y;8;1;no_information;energy_required;7.95;105.41;Berlin;13357;well_kept;normal;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13357;4;145.8;n;2;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.999660;488000;profile0;3;4;true;n;showqualicontactform;n;n;Wedding_Wedding;2883;5;Berlin;/expose/108928495;['Bei diesem Angebot handelt es sich um ein Paket von 2 Altbau-Wohnungen in der 1. Etage eines gepflegten Gründerzeithauses in einer ruhigen Seitenstraße nahe Gesundbrunnen. Es gibt viel Grün im Umfeld und weitläufige Spielmöglichkeiten für Kinder.\n\nDie beiden Wohnungen (ca. 45 m² + 60 m²) können bei Bedarf zusammengelegt werden, so dass eine ca. 105 m² große Wohnung entsteht. \nDie 60 m²-Wohnung besteht aus einem großzügigen Flur, einer Wohnküche, zwei Zimmern, einem geräumigen Bad mit Fenster und einem nach Südwesten gerichteten Balkon. Die Wohnung zieht sich in den Seitenflügel hinein. Laut einem Eigentümerbeschluss könnte ein weiterer ca. 6 m² großer Balkon in Südwestlage angebaut werden. \n\nDie 45 m² Wohnung hat gleichfalls zwei Zimmer, eine Küche und ein Bad mit Fenster in einer kleineren Dimensionierung. Die Wohnung ist ein charmantes Single-Apartment.\n\nBei Zusammenlegung beider Wohnungen entsteht eine helle 4-Zimmer-Belle-Etage-Wohnung mit Wohnküche, zwei Bädern und optional zwei Balkonen. \n\nBeide Wohnungen sind zurzeit vermietet. Es gibt einen 10-jährigen Kündigungsschutz, der vom Moment des Wohnungskaufes an gerechnet wird. \nDer Mieter der großen Wohnung ist bereit gegen eine Abstandszahlung die Wohnung innerhalb von drei Monaten aufzugeben. Bei der anderen Wohnung ist es Verhandlungssache. \n\nDie Wohnungsfotos sind Beispielfotos und stammen von baugleichen Zimmern aus dem gleichen Haus aus anderen Etagen.', 'Zusammenfassung / Highlights\r\n- Südwest-Balkon\r\n- 2. Südw.-Balkon mit ca. 6 m² seitens der Hausgemeinschaft möglich\r\n- Wachstums-Lage Mitte, Prenzl.-Berg, Wedding \r\n- Top-Anbindung zum öffentlichen Verkehrsnetz\r\n- Attraktive Straße mit viel sanierter Altbausubstanz \r\n- Nahe Badstraße mit vielen Geschäften + Gastronomien  \r\n- Wohnungen sind zusammenlegbar\r\n- Sehr günstiges Wohngeld \r\n- Weitläufige Spielmöglichkeiten für Kinder\r\n- Angenehme Multikullti-Kiezlage\r\n', 'Die beiden in der Belle-Etage befindlichen 2-Zimmer-Altbau-Wohnungen befinden sich in einem Gründerzeithaus in einer ruhigen Wohnstraße in Gesundbrunnen. Hinter dem Haus läuft ein Spazierweg entlang. \r\n\r\nIn dieser Gegend gibt es immer mehr sanierte Altbausubstanz bedingt durch die attraktive Lage nahe Berlin-Mitte und Prenzlauer Berg. \r\n\r\nBei diesem Kiez handelt es sich um eine wachstumsträchtige Gegend am Verkehrsknotenpunkt Gesundbrunnen. Es findet ein Strukturwandel in Richtung Luxuriösität statt. Die Atmosphäre ist zunehmend gehoben. \r\n\r\nIn ähnlichen Lagen von Berlin-Mitte und Prenzlauer-Berg werden 5.000,- bis 6.000,- EUR pro m² und mehr aufgerufen. Berlin-Mitte wächst!', 'Dieses Angebot basiert auf den Angaben des Eigentümers, ist freibleibend, unverbindlich, Irrtum und Zwischenverkauf vorbehalten.\r\n\r\nWeitere interessante Immobilienangebote finden Sie auf unserer Homepage www.koeppl-berlin.de'];;disabled;;;
2020-05-24 21:24:16.377376;Berlin;self_contained_central_heating;;17110672;n;y;https://pictures.immobilienscout24.de/listings/97bf79c4-7307-4b49-a0d7-1b0918226e44-1370813981.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;27;12.1;;;;1905;;12.1;108926455;gas;y;false;;y;Berlin;y;8;1;XX;energy_required;7.07;125.91;Berlin;10781;well_kept;normal;;false;;no_information;"Hohenstaufenstra&szlig;e";y;;;Hohenstaufenstraße;apartment;10781;4;126.6;n;2;2,active;;Deutschland;standard;;wohnung_kauf;y;1;;;002.01007692978;419000;profile0;5;4;true;y;showqualicontactform;n;n;Schöneberg_Schöneberg;180;6;Berlin;/expose/108926455;['Das Wohn- und Geschäftsgebäude wurde in 1905\xa0 errichtet und im Jahr 2016 in 26 Eigentumseinheiten und 2 Gewerbeeinheiten aufgeteilt.\nDie 4 Zimmer-Wohnung befindet sich im 1. Obergeschoss und verfügt über 125,91 m² Wohnfläche.\xa0\nÜber den neu angebrachten Fahrstuhl im hinteren Hauseingang ist die Wohnung bequem zu erreichen.\nDie Wohnung ist zuverlässig vermietet.\xa0\nNach Verkauf der Wohnung besteht eine 10-jährige Kündigungs-Sperrfrist für die aktuellen Mieter.\nDas Gebäude wird mit Gas beheizt, die Wohnung kann sich dem Heizsystem einfach anschließen, wird aber aktuell vom Mieter lieber per Ofen beheizt.\nVom Flur aus gelangt man in zwei mit einer Flügeltür verbundenen Zimmer, die zur Straße ausgerichtet sind.\nDaneben liegend befindet sich ein weiteres Zimmer, welches den Zugang zum Balkon ermöglicht, der sonnig Süd-westlich ausgerichtet ist.\nZum Hof ausgerichtet befindet sich ein Badezimmer, eine Küche nebst Abstellraum und Zugang zum Laubengang sowie ein weiteres Zimmer, welches sich hervorragend als Schlafzimmer eignet.', 'Die hier angebotene 4-Zimmer- Wohnung wurde in 2017/2018 vollständig modernisiert.\n- helle Räume\n- Parkett und Holzdielen-Boden wurde in einen mittelgrauen Laminatboden modernisiert\n- Moderne Küche (Eigentum des Mieters), gefließt in dunkelgrau\n- Stuck\xa0\n- hohe Decken\n- 1 Balkon in Westausrichtung\n- Kellerraum\n- neuer Fahrstuhl', 'Der Schöneberger Kiez ist sehr beliebt und Immobilien sind hier äußerst nachgefragt.\n- städtische Lage im Herzen von Berlin\xa0- Vielfalt historisch schmuckvoller Altbauten mit wunderschöner Architektur.\nIm Kiez um den Winterfeldtplatz trifft großbürgerliches Flair auf die kulturelle Vielfalt unserer Stadt.\n- Weitläufige Parkanlagen und angelegte Plätze- erstklassige Infrastruktur\xa0', 'Bei Anfragen bitten wir um vollständige Absenderangaben wie Vor-und Zuname, Adresse, Telefon, und Email.\nWir bitten um Verständnis, dass ohne die vorgenannten Angaben ein Versand leider nicht möglich ist.\nAlle Daten sowie Informationen beruhen auf den Angaben des Eigentümers bzw. entstammen Objektunterlagen und werden hier nach bestem Wissen wider gegeben.\nIrrtümer und Zwischenverkauf bleiben vorbehalten.\nDie rechtliche Verbindlichkeit ergibt sich ausschließlich durch einen notariell abgeschlossenen Kaufvertrag.\nWeitere attraktive Angebote von bezugsfreien und vermieteten Eigentumswohnungen und andere Immobilienobjekte finden Sie unter:\nwww.av-immobilien-berlin.de\nGerne können Sie mich auch telefonisch direkt unter der Telefonnummer 0176-84055531 erreichen.\nAleksander Vukas, Immobilienfachwirt, Immobilien Ökonom\nAV Immobilien Berlin - Real Estate Agency'];;;2017;343.46;
2020-05-24 21:24:16.726806;Berlin;central_heating;ONE_YEAR_FREE;16996761;n;y;https://pictures.immobilienscout24.de/listings/e5be009e-2767-496f-bcfe-5366f87d0a2a-1263368961.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;28;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1894;REGULAR;12.24;109170600;gas;y;false;MagentaZuhause L;y;Berlin;y;6;1;3;energy_consumption;6.53;61.58;Berlin;10823;well_kept;normal;;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;apartment;10823;2;125.8;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007786323;299000;profile0;4;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;03WE19;3;Berlin;/expose/109170600;['Es handelt sich hierbei um eine sehr gut vermietete Wohnung in einem wunderschönem Gründerzeit Haus in einem der am besten erhaltenen Häusern in Schöneberg mitten im Akazienkiez. Die Wohnung hat 61,58m² und liegt im Gartenhaus im 2.OG in einer der schönsten Ecken von Berlin- Schöneberg dem Akazienkiez. Das Denkmalgeschützte Gebäude Baujahr 1894 unterscheidet sich von vielen anderen Häuser damit, das auch der Seitenflügel und das Gartenhaus im gleichen Stil hergerichtet sind wie das Vorderhaus. Der Eingangsbereich sowie das Treppenhaus sind edel ausgestattet und unterstreichen das Gesamte Erscheinungsbild des Gebäudes. Der Hof wird liebevoll gepflegt und ist begrünt. Es sind noch die gleichen Mieter wie nach dem Erstbezug im Jahr 1998.', 'Die Wohnung befindet sich im 2.OG mit großen Lichtdurchflutenen Räumen mit Westausrichtung. Die Wohnung verfügt über eine große Loggia in westlicher Ausrichtung ohne direkter Nachbarschaftsbebauung. Die Wohnung verfügt über zwei sehr geräumige Zimmer mit Stuck und Holzdielen, einer Diele sowie einem Bad und Küche.', 'Das Objekt Klixstraße befindet sich unweit dem u-Bhf. Eisennacher Str. und dem Kleist Park mit sehr guter Anbindung an Bus, S-Bahn und U-Bahn. Die Gegend ist infrastrukturell ausgezeichnet versorgt mit hervorragenden Restaurants, Cafés und Einkaufsmöglichkeiten, die man alle Fußläufig erreicht.', 'Besichtigungstermine sind nach vorheriger Absprache jederzeit möglich. Leider dürfen wir aus Gründen der Privatsphäre derzeit keine Fotos veröffentlichen.'];;;2011;162.9;61.58
2020-05-24 21:24:17.072298;Berlin;self_contained_central_heating;ONE_YEAR_FREE;15828747;n;y;https://pictures.immobilienscout24.de/listings/19a2c6f4-847f-47b9-8dc0-98ff1898b061-1263851789.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1903;REGULAR;12.24;109208406;gas;n;false;MagentaZuhause L;y;Berlin;y;9;1;no_information;energy_required;6.53;170;Berlin;10781;well_kept;normal;;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10781;5;126.6;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01004296519;679000;profile0;5;5;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;ETW-4001;7;Berlin;/expose/109208406;['Repräsentative 5-Zimmer-Altbau-Wohnung in einem gepflegten Eckhaus. Die Wohnung befindet sich in der 1. Etage.', '* 2 Balkone\n* Parkett-/Dielenboden\n* Keller\n* 1 Badezimmer', 'U2/U1/U3 – Nollendorfplatz in 600 m / 7 min Fußweg\n\nAutobahnzufahrt (A100) in ca. 4 km', 'Gerne senden wir Ihnen ein ausführliches Exposé zu und vereinbaren mit dem Mieter einen Besichtigungstermin.\n\nDie kalten Betriebskosten für den Mieter betragen monatlich € 280,- (Vorauszahlung). Für die Heizkosten (Gasetagenheizung) hat der Mieter einen Vertrag direkt mit dem Versorger, der auch abrechnet.'];;;;453;10
2020-05-24 21:24:17.606038;Berlin;central_heating;ONE_YEAR_FREE;16996761;n;y;https://pictures.immobilienscout24.de/listings/d04c8cb3-3fc4-4324-8bd4-6cd7ea2fb63a-1259217803.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;54;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1894;REGULAR;12.24;108845097;gas;n;false;MagentaZuhause L;y;Berlin;y;8;1;3;energy_consumption;6.53;106.25;Berlin;10823;well_kept;normal;;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;apartment;10823;3.5;125.8;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007786323;499000;profile0;5;3;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;03WE09;5;Berlin;/expose/108845097;['Es handelt sich hierbei um eine sehr gut vermietet wunderschöne Gründerzeit Altbauwohnung in einem der am besten erhaltenen Häusern in Schöneberg. Die Wohnung hat 106,45m² und liegt im Vorderhaus im 3.OG in einer der schönsten Ecken von Berlin- Schöneberg. Das Denkmalgeschützte Gebäude Baujahr 1894 unterscheidet sich von vielen anderen Häuser damit, das auch der Seitenflügel und das Gartenhaus im gleichen Stil hergerichtet sind wie das Vorderhaus. Der Eingangsbereich sowie das Treppenhaus sind edel ausgestattet und unterstreichen das Gesamte Erscheinungsbild des gebäudes. Der Hof wird liebevoll gepflegt und ist begrünt.', 'Die Wohnung befindet sich in einem wunderschönen Stuckaltbau aus der Gründerzeit mit Parkett, Holzdielen bzw. Fischgrätenparkett, Stuckelementen, schönen Altbautüren, einem Balkon. Die Wohnung verfügt über einen überbauten Balkon, man kann von diesen den ganzen Bereich in die Klixstraße  und Grunewaldstraße Straße überschauen. Die Wohnung verfügt über drei sehr geräumige Zimmer, zwei Kammern, einem sehr großen Flur sowie einem Bad und Küche.', 'Das Objekt Klixstraße befindet sich unweit dem u-Bhf. Eisennacher Str. und dem Kleist Park mit sehr guter Anbindung an Bus, S-Bahn und U-Bahn. Die Gegend ist infrastrukturell ausgezeichnet versorgt mit hervorragenden Restaurants, Cafés und Einkaufsmöglichkeiten, die man alle Fußläufig erreicht.', 'Besichtigungstermine sind nach vorheriger Absprache jederzeit möglich. Die im Exposé gezeigten Bilder der Wohnung zeigen die gleiche Wohnung aber im dritten OG.'];;;2011;253.66;106.45
2020-05-24 21:24:18.027528;Berlin;central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/4e54d65c-6c2c-4ca9-b6ad-1e6c9811e86b-1261244769.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;1918;REGULAR;12.1;108979561;oil;n;false;MagentaZuhause L;y;Berlin;y;6;1;3;energy_consumption;7.07;61.55;Berlin;10823;no_information;no_information;;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;apartment;10823;2;125.8;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;299000;profile0;5;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;Klix3_19;3;Berlin;/expose/108979561;"['Der gepflegte, denkmalgeschützte Stuckaltbau aus der Gründerzeit ist sehr gut erhalten. Der Eingangsbereich und die Treppenhäuser sind edel ausgestattet. Der Innenhof ist begrünt und ebenfalls gepflegt.', '- vermietet\n- West-Loggia\n- Bad mit Fenster\n- Gartenhaus', 'Die Klixstraße liegt im Akazienkiez mit vielen Geschäften und guten Restaurants in der Nähe der Apostel-Paulus-Kirche.\n\nZum U-Bahnhof ""Eisenacher Straße"" kann man bequem laufen.', 'Die monatliche Nettokaltmiete beträgt 464,46 €.']";;;;;
2020-05-24 21:24:18.375925;Berlin;self_contained_central_heating;ONE_YEAR_FREE;4677501;n;n;https://pictures.immobilienscout24.de/listings/87902c7a-ff01-47f2-8e13-3df327da16e6-1258579985.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;14.32;40 MBit/s;telekom_layer_magenta_l;über VDSL;1913;REGULAR;14.32;108800836;natural_gas_light;n;false;MagentaZuhause L;y;Berlin;y;5;1;no_information;energy_required;8.36;60;Berlin;13347;well_kept;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;ground_floor;13347;2;214.1;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.4677501;240040;profile0;5;2;true;n;showqualicontactform;n;n;Wedding_Wedding;ASR_18N;2;Berlin;/expose/108800836;['Das Gebäude wurde im Jahr 1910 erbaut und in den 90er Jahren teilweise kernsaniert und aufgestockt. In den vergangenen Jahren wurden weitere Sanierungsmaßnahmen an den Treppenhäusern sowie der Frontfassade vorgenommen. Bis heute sind viele typische Elemente für Berliner Altbauten erhalten. wie ein großzügig gestalteter Eingangsbereich und einzelne Stuckverzierungen und teilweise Parkettfussböden in den Wohnungen.', 'Die 2-Zimmer-Wohnung liegt im EG des Gartenhauses. Die Wohnung ist eine perfekte Investitionsanlage für die Zukunft.\n\nDie Wohnung wird als Kapitalanlage verkauft. Kündigungssperrfrist für Mieter beträgt 10 Jahre und beginnt mit dem Kauf der Wohnung. \nMehr dazu https://www.stadtentwicklung.berlin.de/wohnen/mieterfibel/de/mf_umwandlung.shtml.', 'Das Objekt liegt im Berliner Bezirk Wedding, an der Grenze zum Bezirk Mitte, unweit des Volkspark Humboldthain, welcher für viele Berliner als Naherholungsfläche und für sportliche Aktivitäten genutzt wird. Außerdem befindet sich die belebte Müllerstraße um die Ecke, welche durch zahlreiche Einkaufsmöglichkeiten sowie Cafés und Restaurants geprägt ist. In direkter Nähe verläuft die Panke, die zu einem Spaziergang durch den Kiez einlädt. Spielplätze, Schulen und kulturelle Einrichtungen befinden sich ebenfalls in der nahen Umgebung.\n\n\nErreichbarkeit: In unmittelbarer Umgebung befinden sich die U-Bahnstationen Wedding und Reinickendorfer Straße (U6) sowie die S-Bahnstationen Wedding (S 41/42) und Humboldthain (S1/2/25/26). Für den Nah-und Fernverkehr liegen der Hauptbahnhof sowie Gesundbrunnen eine ca. 15 minütige Fahrt mit dem Auto oder Bus entfernt. Der Bahnhof Gesundbrunnen kann zu Fuß in ca. 20 Minuten erreicht werden.', 'In Dokumenten ist die aktuelle Verkaufsliste von allen Wohnungen in dem Objekt zu finden.\n\nBitte beachten Sie: Die Objektinformationen haben wir unsererseits vom jeweiligen Objektinhaber (Eigentümer, Vermieter) oder dessen Beauftragten erhalten. Wir können die Vollständigkeit, Richtigkeit und Aktualität dieser Informationen nicht überprüfen und haften daher nicht für etwaige Unvollständigkeiten, Fehler oder Nichtaktualität der uns vom Objektinhaber oder dessen Beauftragten zugeleiteten Informationen. Es obliegt dem Kunden selbst, die Informationen sorgfältig zu prüfen und bei Bedarf weitere Unterlagen oder Nachweise anzufordern.\n\nPlease be aware that we received this information from the owner and are not able to proof the correctness of the information provided.'];;;;;
