timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_lastRefurbish;obj_groupnumber;obj_noParkSpaces;obj_energyEfficiencyClass;obj_usableArea;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;ga_cd_via_qualified
2020-05-24 20:39:54.226729;Berlin;stove_heating;ONE_YEAR_FREE;15832933;n;y;https://pictures.immobilienscout24.de/listings/c35e986f-1bd5-427f-b40b-a66517684960-1370935683.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;16.54;40 MBit/s;telekom_layer_magenta_l;über VDSL;1907;REGULAR;disabled;16.54;118691833;coal;n;false;MagentaZuhause L;y;Berlin;n;5;1;155;62;energy_required;8.84;60.5;Berlin;12047;well_kept;no_information;false;100 MBit/s;no_information;"Hobrechtstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Hobrechtstraße;apartment;12047;2;161.3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15612808;245025;profile0;5;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;HOB62_32;2;Berlin;/expose/118691833;['Das fünfgeschossige Eckhaus in der Hobrechtstraße 62/ Lenaustraße 23 wurde im Jahr 1907 erbaut. Derzeit stehen drei vermietete Wohneinheiten zur Disposition. Die WE32 ist im 4.Obergeschoss gelegen. Große Fenster sorgen für viel Licht und ein angenehmes Wohngefühl. Die Wohneinheit verfügt über einen Ost-Balkon. Zudem lassen sich alle Zimmer separat über den Flur erreichen. Verkäuferseits wurde die Fassade malermäßig instandgesetzt und die Treppenhäuser renoviert. Bei den Bildern handelt es sich um Musterbilder.', '- vermietet\n- Ostbalkon\n- Altbau\n- hohe Decken\n- hell', 'Die Hobrechtstraße 62 liegt in unmittelbarer Nähe des Maybachufers. Die mit Bäumen gesäumte Uferpromenade entlang des Landwehrkanals macht den besonderen Charme der Umgebung aus. Jeden Dienstag und Freitag  finden am nördlichen Ende des Ufers ein großer Wochenmarkt statt: Lebendig, bunt und multikulturell. Eine Reihe individueller Geschäfte bieten abwechslungsreiche Einkaufsmöglichkeiten und die gastronomische Auswahl ist vielfältig. Der ca. 14 Hektar große Görlitzer Park befindet sich am gegenüberliegenden Ufer. Die U-Bahn-Station Schönleinstraße (U8) ist in 7 Minuten zu Fuß erreichen.', 'Dieses Kaufangebot ist provisionspflichtig. Dem Erwerber wird bei Abschluss eines Kaufvertrages eine Provision in Höhe von 7,14 % des beurkundeten Kaufpreises inkl. der gesetzlichen MwSt. berechnet. Abweichungen sind nur in Form einer gesonderten, schriftlichen Vereinbarung gültig. Die Neo Res Immobilien GmbH ist Rechnungsstellerin und Empfängerin der Provision. Irrtum und Zwischenverkauf sind vorbehalten. Alle Informationen und Unterlagen sind uns von Seiten des Verkäufers übermittelt und werden ohne Haftung für Vollständigkeit oder Fehlinformationen von uns weitergeleitet. Hinsichtlich weiterer Dienstleistungen in Zusammenhang mit dem Erwerb, wie beispielsweise Finanzierungen oder entsprechende Versicherungen unterstützen wir Sie gerne. Es ist uns leider nicht gestattet, Sie zu steuerrelevanten Aspekten zu beraten. Hierzu wenden Sie sich bitte an Ihren Steuerberater, beziehungsweise werden wir auch in diesem Zusammenhang gerne vermittelnd tätig. Es gelten unsere AGB. Bitte informieren Sie sich über deren Inhalt auf unserer Homepage www.neo-res.de.'];;;;;;;;
2020-05-24 20:39:54.627401;Berlin;central_heating;ONE_YEAR_FREE;399326;n;y;https://pictures.immobilienscout24.de/listings/f14a552b-bfe5-439e-b87e-36dce4181d1a-1370898735.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1960;REGULAR;;11.37;118679264;district_heating;y;false;MagentaZuhause L;y;Berlin;y;6;2;;no_information;energy_consumption;5.8;35.69;Berlin;10719;first_time_use_after_refurbishment;sophisticated;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10719;1;167;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.399326;269000;profile0;;1;true;n;;n;n;Wilmersdorf_Wilmersdorf;20051113 E;1;Berlin;/expose/118679264;['- Sehr gute Lage nahe Kurfürstendamm\n\n- Hochwertig sanierte Eigentumswohnung\n\n- City-Appartement mit Balkon\n\n- neues Duschbad mit Fenster\n\n- neue Marken-Einbauküche\n\n- Parkett\n\n- 4. OG (mit Personenaufzug) \n\nWeitere Informationen übermitteln wir Ihnen gern mit unserem ausführlichen Exposé.', 'Wir freuen uns auf Ihre Anfrage über das Kontaktformular oder per \n\nE-Mail: Service@WIBAG-Immobilien.de\n\nTelefon +49(0)30 / 230 94 60\n\nWeitere Angebote finden Sie unter\nwww.WIBAG-Immobilien.de'];2020;2;;;;;;
2020-05-24 20:39:54.990760;Berlin;central_heating;ONE_YEAR_FREE;399326;n;y;https://pictures.immobilienscout24.de/listings/add3672f-dc8c-4b7f-98ef-e4f557e93702-1370898881.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1963;REGULAR;;11.3;118679295;combined_heat_and_power_fossil_fuels;n;false;MagentaZuhause L;y;Berlin;y;5;2;;no_information;energy_consumption;5.73;30.94;Berlin;10587;first_time_use_after_refurbishment;sophisticated;false;100 MBit/s;outside;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10587;1;74.4;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.399326;209000;profile0;7;1;true;n;;n;n;Charlottenburg_Charlottenburg;20051111 E;1;Berlin;/expose/118679295;['- Sehr gute Lage nahe Schloss Charlottenburg\n\n- Erstbezug nach hochwertiger Sanierung\n\nWeitere Informationen übermitteln wir Ihnen gern mit unserem ausführlichen Exposé.', 'Wir freuen uns auf Ihre Anfrage über das Kontaktformular oder per \n\nE-Mail: Service@WIBAG-Immobilien.de\n\nTelefon +49(0)30 / 230 94 60\n\nWeitere Angebote finden Sie unter\nwww.WIBAG-Immobilien.de'];2020;2;1;B;;;;
2020-05-24 20:39:55.381295;Berlin;;ONE_YEAR_FREE;210880;n;y;https://pictures.immobilienscout24.de/listings/3dd21886-7265-4f02-b932-4738f95b61bf-1370945168.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;17;13.06;40 MBit/s;telekom_layer_magenta_l;über VDSL;1982;REGULAR;disabled;13.06;118692346;oil;n;false;MagentaZuhause L;y;Berlin;y;7;4;294.06;no_information;energy_required;6.49;84.65;Berlin;13403;well_kept;no_information;false;100 MBit/s;underground_garage;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;raised_ground_floor;13403;3;121.1;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.210880;349900;profile0;3;3;true;n;;n;n;Reinickendorf_Reinickendorf;855;4;Berlin;/expose/118692346;['Diese schön geschnittene geräumige 3 Zi ETW mit Balkon in Süd-Ost-Ausrichtung befindet sich in der Hochparterre eines 3-stöckigen Mehrfamilienhauses.\nDas Objektist immer gut instand gehalten. Zuletzt wurde das Dach gemacht.\n2020 werden die Fenster noch gemacht. Betrifft den jetztigen ET.\nRücklage ist immer noch gut vorhanden.\nDie Wohnfläche  beträgt 84,65 qm und ist wie folgt aufgeteilt:\n\nFlur, Abstellbereich, Schlafzimmer, Kinderzimmer/Büro, Küche mit Durchlauferhitzer, großes Wohnzimmer, Bad mit Badewanne mit Durchlauferhitzer und Balkon/Loggia.\n\nZur Wohnung zugehörig ist eine Garage.\n', 'Ausstattung:\n- Massivbauweise\n- Balkon/Loggia\n- Gesamtheizung für das ganze Haus\n- Holztüren\n- Kunststofffenster mit Isolierverglasung\n- Rollläden\n- Fußbodenbelag Fliesen/Laminat bis auf Küche\n- Einbauküche\n- Kellerraum und weiterer großer Keller\n\n', 'Sonnig und ruhige Wohnanlage in Berlin - Reinickendorf in 30er-Zone.\nReinickendorf ist ein Stadtviertel im westlichen Teil Berlins mit sehr guten U- und S-Bahn Verbindungen.\nAlle Dinge des täglichen Lebens wie Einkaufsmärkte, Geschäfte, Banken, Tankstellen, Schulen, (Fach-)Ärzte, Autobahnanschluss, usw. sind schnell erreichbar.\n', 'Anfragen bitte nur mit kompletter Adresse und Telefon Nr.\n\nBesichtigungstermine sind nach vorheriger Absprache jederzeit möglich.\n\nBitte haben Sie Verständnis, dass wir zum Schutz der Privatsphäre nur wenig Innenaufnahmen zeigen.\n\nAlle Angaben sind ohne Gewähr und nach den uns übergebenen Unterlagen 3ter erstellt. Irrtümer und Änderungen vorbehalten. Auch bei aller Sorgfalt können wir keine Garantie dafür übernehmen, dass alle Angaben richtig sind, und das Objekt im Augenblick des Zugangs der Offerte noch verfügbar ist. \nVor Beurkundung bekommen Sie von uns die uns übergebenen Bauunterlagen als technisches Expose welches Sie genau vor Unterzeichnung des Vertrages prüfen können.\n\n'];2017;3;;;5.35;;;
2020-05-24 20:39:55.723958;Berlin;central_heating;;15474925;n;y;https://pictures.immobilienscout24.de/listings/7070263f-f8f2-46b1-8c5c-14b42cb9914a-1370918072.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;9.64;;;;1967;;;9.64;118687707;oil;y;false;;y;Berlin;y;5;2;462;no_information;energy_consumption;4.62;75;Berlin;12307;no_information;no_information;false;;no_information;no_information;n;;;no_information;raised_ground_floor;12307;2;130.9;n;2,active;;Deutschland;top;;wohnung_kauf;y;;;;001.15417560;250000;profile0;;2;true;n;;n;n;Lichtenrade_Tempelhof;VK-19487_Liebe Britta,;3;Berlin;/expose/118687707;"['Die Wohnung ist im Hochparterre eines im Jahre 1967 erbauten Wohnhauses gelegen und verfügt über eine Wohnfläche von ca. 75 m². Diese verteilt sich auf zwei Zimmer nebst einer Küche inklusive Einbauküche und einem Duschbad. Eine Abstellkammer sorgt für zusätzlichen Stauraum. \n\nAbsolutes Highlight dieser Wohnung sind die beiden Balkone, auf denen man geschützt (Loggia) sonnenreiche Sommertage mit einem Blick ins Grüne ausklingen lassen kann. \n\nIm Flur und den Wohnräumen ist ein Parkettboden verlegt. Die Küche und das Bad sind gefliest. Die Wohnung ist außerdem mit 2-fachverglasten Kunststofffenstern ausgestattet. \n\nDie Wohnung wurde 2017 saniert und modern gestaltet.\n\nEin Keller ist der Wohnung ebenfalls zugeteilt. \n\nDie Wohnung ist zuverlässig vermietet. Den Mietern kann innerhalb der gesetzlichen Kündigungsfrist von drei Monaten wegen Eigenbedarfs gekündigt werden.\n\nFerner besteht die Möglichkeit zur Anmietung eines PKW-Stellplatzes.', 'Lichtenrade ist der südlichste Ortsteil des Bezirks Tempelhof-Schöneberg und ist zu weiten Teilen ländlich geprägt. Die Form des alten Dorfangers, dessen Mitte die Dorfkirche aus dem 14. Jahrhundert ziert, ist noch heute gut zu erkennen. Der benachbarte Giebelpfuhl, Berlins größter Dorfteich, oder der Volkspark Lichtenrade laden zu Entspannung und ausgedehnten Spaziergängen ein. \n\nEinkaufsmöglichkeiten für den täglichen Bedarf befinden sich in unmittelbarer Nähe zu dem Wohnhaus.  \n\nFür Familien mit Kindern ist ein ansprechendes Angebot an Kindergärten, Grundschulen und weiterführenden öffentlichen Schulen gegeben. \n\nDie ärztliche Versorgung ist durch mehrere Arztpraxen und Apotheken gesichert. \n\nEine sehr gute Anbindung an den ÖPNV ist durch den nur wenige Gehminuten entfernten S-Bahnhof ""Schichauweg"" und die Buslinien X83 und 175 gegeben.\n\nFür Naturliebhaber ist es ein Katzensprung ins Berliner Umland, welches mit dem Auto in wenigen Minuten über die B96 in südlicher Richtung erreichbar ist. In nördlicher Richtung, in ca. 20 Minuten Entfernung, befindet sich die Stadtautobahn A 100.']";;;;E;;;;
2020-05-24 20:39:56.063841;Berlin;central_heating;ONE_YEAR_FREE;16560825;n;n;https://pictures.immobilienscout24.de/listings/e9af464f-54e5-4bfd-8a1c-c239454f417b-1370928290.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;10.99;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;über Hybrid;1936;WITH_HYBRID;;10.99;118690530;gas;y;false;MagentaZuhause M Hybrid (2);y;Berlin;y;4;1;;no_information;;5.59;53.55;Berlin;13587;no_information;no_information;false;16 MBit/s;no_information;no_information;n;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;no_information;no_information;13587;2;;n;2,active;true;Deutschland;standard;50 MBit/s;wohnung_kauf;y;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;001.16159882;167400;profile0;4;2;true;n;showqualicontactform;n;n;Spandau_Spandau;3076;2;Berlin;/expose/118690530;['Das denkmalgeschützte Ensemble mit Baujahr ca. 1936 befindet sich in einem ruhigen Umfeld. Der typische gross angelegte Innenhof ist eine grüne Oase inmitten der Stadt. Das Wohnhaus befindet sich in einem gepflegten Zustand. Die Wohnung befindet sich im Dachgeschoss und verfügt über zwei Zimmer, eine geräumige Küche mit Einbauküche, ein Bad mit Wanne und Fenster.  Die Wohnung ist vermietet. \n\nAuf Grund des Denkmalschutzes gibt es keinen Energieausweis.', 'Berlin-Hakenfelde zeichnet sich aus durch seine Nähe zur Natur und zur Havel. Sie wohnen in einer ruhigen Seitenstrasse, aber alle Geschäfte des täglichen Bedarfs sowie kleine Cafes und Restaurants sind fussläufig  in Kürze erreichbar.', 'Damit wir Sie gegebenenfalls über Ihr Widerrufsrecht aufklären können, bitten wir Sie, Ihre Anfrage per Email an uns zu richten. \n\nBitte haben Sie Verständnis dass wir weitere Daten zur Lage des Objektes erst dann bekannt geben dürfen, wenn Sie Ihre vollständige Adresse und Telefonnummer benannt haben. \n\nKontaktformular\nDie personenbezogenen Daten, die Sie uns im Rahmen einer Kontaktanfrage zur Verfügung stellen, werden nur für die Beantwortung Ihrer Anfrage bzw. Kontaktaufnahme und für die damit verbundene technische Administration verwendet. Die von Ihnen eingegebenen Daten werden über unseren Providerserver per E-Mail an uns weitergeleitet und sofort gelöscht sobald der Speicherzweck erfüllt ist. Eine Nutzung zu einem anderen Zweck oder eine Datenweitergabe an Dritte findet nicht statt.\n\nWir nehmen den Schutz Ihrer Daten sehr ernst - bitte lesen Sie dazu auch unsere Datenschutzerklärung unter www.immoboutique.berlin.'];;;;;;10 MBit/s;50 MBit/s;
2020-05-24 20:39:56.461197;Berlin;central_heating;ONE_YEAR_FREE;17432952;n;y;https://pictures.immobilienscout24.de/listings/18eb28c8-a1ce-493e-b3ca-f1284f1c754e-1370911643.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;12.87;40 MBit/s;telekom_layer_magenta_l;über VDSL;1906;REGULAR;;12.87;112070972;oil;n;false;MagentaZuhause L;y;Berlin;n;3;1;207;94;energy_consumption;7.14;66.77;Berlin;13403;modernized;normal;false;100 MBit/s;no_information;"Zobeltitzstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Zobeltitzstraße;apartment;13403;2;128;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008148719;135700;profile0;3;2;true;n;showqualicontactform;n;n;Reinickendorf_Reinickendorf;Zobel94U11;3;Berlin;/expose/112070972;['Das Objekt ist bereits im Jahre 1988 aufgeteilt und einzelne Grundbücher für die jeweiligen Wohnungen existieren\n•\tDas 1906 erbaute Haus wurde sukzessiv saniert, gut instandgehalten und alle Altbau-Stilelemente (Treppengeländer, Deckenstuck und Wohnungstüren) wurden renoviert\n•\tSämtliche Treppenhäuser und Haupteingangsbereiche, sowie der begrünte Innenhof sind sehr gepflegt\n•\tDie Beheizung erfolgt über eine Öl-Zentralheizung aus 1975/1998 (spätere Umwandlung an Fernwärme-Einspeisung möglich) und die individuelle Warmwasser-Versorgung wird über elektrische Durchlauferhitzer zur Verfügung gestellt', '•\tDie Liegenschaft ist 66,77 m² groß und verfügt über zwei verschieden große Räume.\n•\tBeim Betreten des Apartments ist sofort die Individualität des Grundrisses zu bemerken.\n•\tZunächst gelangt man durch den Flur zum Badezimmer zur Rechten.\n•\tIm Weiteren gelangt man zum Wohnzimmer, welches zur Tageslichtküche \n•\tZur Linken gelangt man zum zweiten Wohnraum, dem Schlafzimmer.\n•\tDer Grundriss eröffnet viel Spielraum, sich neu und nach Belieben einzurichten.\n•\tIn den Wohnbereichen lassen großen Schallschutzfenster viel Licht in den Raum.\n•\tDas Badezimmer ist mit einer Badewanne ausgestattet.', 'Der im grünen Nordwesten Berlins gelegene Bezirk Reinickendorf bietet mit dem Tegeler Forst und über 60 Seen ländliche Idylle, die mehr als ein Viertel der Bezirksfläche einnehmen - ein absoluter Rekord in Berlin. Dank der 23 Bus-, vier S- und zwei U-Bahnlinien sowie der Stadtautobahn A 111 und Bundesstraße B 96 stellt der Bezirk eine hervorragende Infrastruktur zur Verfügung. Derzeit befindet sich der Bezirk noch in einer Art „Dornrösschen-Schlaf“ und ist gleichwohl chancenreich. Man erinnere sich an Zeiten, in denen der Bezirk Neukölln zu den Aufwertungslagen gehörte mit seinem einfachen Mieterklientel. Inzwischen kauft man hier um ein Zehnfaches. Auch Reinickendorf wird spätestens mit Schließung des Flughafens seine Zeiten als Segregationslage hinter sich lassen und noch kann man eine weitaus höhere Rendite erzielen als marktüblich im Hinblick auf die Zukunft. Die Aufwertung des Bezirks Reinickendorf wird sich spätestens dann signifikant auf den Wert der Immobilie niederschlagen.\nDie Immobilie liegt im südlichen Teil des Bezirks, angrenzend zu den Bezirken Wedding und Pankow direkt an der U-Bahn Linie U6. Nicht weit entfernt liegt der Flughafen Tegel, das Gebäude ist jedoch in einer Querstraße hinter einer Häuserreihe günstig gelegen. Es finden sich in unmittelbarer Nähe Schulen, Behörden, Kitas, Ärzte und viele Einkaufsmöglichkeiten. Die Gegend ist umgeben von Sportstädten und Kleingartenanlagen.', '++++++++++++++++++++++++++++++++\n\n\n- Für Anfragen zur Besichtigung melden Sie sich bitte ausschließlich per Mail.\n\n- Für weitere Informationen/Daten/Dokumente können Sie uns gerne kontaktieren.\n\n- Gerne stehen wir Ihnen auch für Fragen und Anregungen zum Objekt zur Verfügung.\n\n- Bei näherem Interesse an unserem Angebot kann gerne ein zeitnaher Besichtigungs-Termin vereinbart werden.\n\n- Buy Berlin Investments GmbH freut sich über Ihren Kontakt (bitte nur über das Kontakt-Formular).\n\n- Weitere Angebote entnehmen Sie unsere Homepage (www.buyberlin.co.uk) oder stellen Sie einfach eine unverbindliche Anfrage mit Ihren Kontaktmöglichkeiten (Email / Telefon) per Email.'];;;;D;66.77;;;
2020-05-24 20:39:56.825741;Berlin;oil_heating;;15474925;n;y;https://pictures.immobilienscout24.de/listings/67269c8d-ec3b-4bd8-ad09-811932a53735-1370918661.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.41;;;;1980;;;12.41;118687861;oil;n;false;;y;Berlin;y;5;3;569.66;76__B;energy_consumption;6.33;86.37;Berlin;12103;no_information;no_information;false;;outside;Borussiastr.;y;;;Borussiastr.;apartment;12103;3;132.5;n;2,active;;Deutschland;top;;wohnung_kauf;y;4;;;001.15417560;239000;profile0;4;3;true;y;;n;n;Tempelhof_Tempelhof;VK-19496_WE09_CE;4;Berlin;/expose/118687861;"['Die Wohnung befindet sich im 4. OG eines Mehrfamilienhauses, ist bequem mit dem Fahrstuhl zu erreichen und verfügt über ca. 86,37 m², die sich über drei Zimmer verteilen. \n\nDie Küche, das Bad und ein Schlafzimmer sind nördlich zum Hof ausgerichtet.  Das Wohnzimmer, das zweite Schlafzimmer und die Loggia, die von beiden Zimmern zugänglich ist, sind südlich zur Straße ausgerichtet.  Die Loggia lädt an warmen Sommertagen zum Erholen und Entspannen ein.\n\nAbgerundet wird das Angebot durch einen Keller.\n\nDie Sondereigentümer dieser Einheit sind berechtigt, auf eigene Kosten, eine Dachterrasse sowie den Zugang zu dieser zu errichten und zu nutzen, vorbehaltlich einer öffentlich-rechtlichen Genehmigung.\n\nBei Bedarf kann die Sondernutzung eines PKW-Stellplatzes zu einem Preis von 10.000 EUR erworben werden. \n\nEs handelt sich um ein Erbbaugrundstück.  Die Wohnung ist öffentlich gefördert, so dass bis zum 31.12.2029 eine Mietpreisbindung gegeben ist.  Die Miete kann im Rahmen der gesetzlichen Vorgaben erhöht werden, da der Mietendeckel bei öffentlich geförderten Wohnung nicht anwendbar ist.\n\nIn dem Hausgeld sind die Kosten für die Erbpacht enthalten.\n\nDie Wohnung ist seit dem 01.01.2017 zuverlässig vermietet. Nach Verkauf der Wohnung besteht eine 10- jährige Kündigungssperrfrist für den aktuellen Mieter.', 'Die Immobilie befindet sich in einer sehr begehrten Wohngegend in Tempelhof zwischen dem Tempelhofer Feld und dem Tempelhofer Hafen.\n\nDer Tempelhofer Damm ist fußläufig zu erreichen. Es befinden sich dort diverse Einkaufsmöglichkeiten, kleinere Geschäfte, Cafes und Restaurants, Banken und Arztpraxen.  In der näheren Umgebung befindet sich weiterhin Karstadt und das Einkaufszentrum „Tempelhofer Hafen“.   Direkt am Wasser gelegen bietet der ""Tempelhofer Hafen"" mit diversen Cafes und Restaurants ein kleines Urlaubsfeeling.\n\nDie öffentlichen Verkehrsmittel sind zügig zu erreichen, diverse Buslinien stehen zur Verfügung, die U-/S-Bahn Tempelhof und die U-Alt Tempelhof befinden sich ganz in der Nähe. Über die A100 ergibt sich mit dem PKW eine hervorragende Anbindung in südliche und in nördliche Richtung sowie ins Umland.']";;;1;E;;;;
2020-05-24 20:39:57.206336;Berlin;oil_heating;;15474925;n;y;https://pictures.immobilienscout24.de/listings/16b0cece-5e8b-4cdd-8b91-3c214104588a-1370918469.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.41;;;;1980;;;12.41;118687804;oil;n;false;;y;Berlin;y;4;3;476.55;76#;energy_consumption;6.33;71.29;Berlin;12103;no_information;no_information;false;;outside;Borussiastr.;y;;;Borussiastr.;apartment;12103;2;132.5;n;2,active;;Deutschland;top;;wohnung_kauf;y;4;;;001.15417560;199000;profile0;4;2;true;y;;n;n;Tempelhof_Tempelhof;VK-19496_WE10_MC;3;Berlin;/expose/118687804;"['Die Wohnung befindet sich im 4. OG eines Mehrfamilienhauses, ist bequem mit dem Fahrstuhl zu erreichen und verfügt über ca. 71,29 m², die sich über zwei Zimmer verteilen. \n\nDie Badezimmer und ein Schlafzimmer sind nördlich zum Hof ausgerichtet. Das Wohnzimmer, die Küche und die Loggia sind südlich zur Straße ausgerichtet. Die Loggia ist vom Wohnzimmer begehbar und lädt an warmen Sommertagen zum Erholen ein.\n\nAbgerundet wird das Angebot durch einen Keller.\n\nDie Sondereigentümer dieser Einheit sind berechtigt, auf eigene Kosten, eine Dachterrasse sowie den Zugang zu dieser zu errichten und zu nutzen, vorbehaltlich einer öffentlich-rechtlichen Genehmigung.\n\nBei Bedarf kann die Sondernutzung eines PKW-Stellplatzes zu einem Preis von 10.000 EUR erworben werden. \n\nEs handelt sich um ein Erbbaugrundstück.  Die Wohnung ist öffentlich gefördert, so dass bis zum 31.12.2029 eine Mietpreisbindung gegeben ist.  Die Miete kann im Rahmen der gesetzlichen Vorgaben erhöht werden, da der Mietendeckel bei öffentlich geförderten Wohnung nicht anwendbar ist.\n\nIn dem Hausgeld sind die Kosten für die Erbpacht enthalten.\n\nDie Wohnung ist seit dem 01.01.2017 zuverlässig vermietet. Nach Verkauf der Wohnung besteht eine 10- jährige Kündigungssperrfrist für den aktuellen Mieter.', 'Die Immobilie befindet sich in einer sehr begehrten Wohngegend in Tempelhof zwischen dem Tempelhofer Feld und dem Tempelhofer Hafen.\n\nDer Tempelhofer Damm ist fußläufig zu erreichen. Es befinden sich dort diverse Einkaufsmöglichkeiten, kleinere Geschäfte, Cafes und Restaurants, Banken und Arztpraxen.  In der näheren Umgebung befindet sich weiterhin Karstadt und das Einkaufszentrum „Tempelhofer Hafen“.   Direkt am Wasser gelegen bietet der ""Tempelhofer Hafen"" mit diversen Cafes und Restaurants ein kleines Urlaubsfeeling.\n\nDie öffentlichen Verkehrsmittel sind zügig zu erreichen, diverse Buslinien stehen zur Verfügung, die U-/S-Bahn Tempelhof und die U-Alt Tempelhof befinden sich ganz in der Nähe. Über die A100 ergibt sich mit dem PKW eine hervorragende Anbindung in südliche und in nördliche Richtung sowie ins Umland.']";;;1;E;;;;
2020-05-24 20:39:57.686130;Berlin;central_heating;ONE_YEAR_FREE;399326;n;y;https://pictures.immobilienscout24.de/listings/1b8464e9-84a2-4318-93bb-6c51be248ff9-1370898611.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.49;40 MBit/s;telekom_layer_magenta_l;über VDSL;1971;REGULAR;;11.49;118679245;oil;y;false;MagentaZuhause L;y;Berlin;y;6;3;;no_information;energy_consumption;5.14;74.4;Berlin;12353;need_of_renovation;normal;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12353;3;152.1;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;6;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.399326;267000;profile0;9;3;true;n;;n;n;Buckow_Neukölln;20041109 E;3;Berlin;/expose/118679245;['Weitere Informationen senden wir Ihnen gern mit unserem ausführlichen Exposé.', 'Wir freuen uns auf Ihre Anfrage über das Kontaktformular oder per \n\nE-Mail: Service@WIBAG-Immobilien.de\n\nTelefon +49(0)30 / 230 94 60\n\nWeitere Angebote finden Sie unter\nwww.WIBAG-Immobilien.de'];;2;;F;;;;
