timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_usableArea;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_lastRefurbish;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_galleryAd;obj_noParkSpaces;obj_energyType;obj_energyEfficiencyClass;obj_thermalChar;ga_cd_via_qualified;ga_cd_developer_virtualreality
2020-05-24 20:51:22.284954;Berlin;gas_heating;ONE_YEAR_FREE;485883;n;y;https://pictures.immobilienscout24.de/listings/986df22d-67ac-4f8d-92f5-550f85559f9c-1367112387.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;10.99;40 MBit/s;telekom_layer_magenta_l;43.04;über VDSL;1912;REGULAR;10.99;118028972;gas;n;false;MagentaZuhause L;y;Berlin;y;4;1;139;no_information;5.59;43.04;Berlin;13595;first_time_use_after_refurbishment;sophisticated;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;13595;2;n;2020;1;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.485883;174000;profile0;5;2;true;n;showqualicontactform;n;n;Spandau_Spandau;118028972;2;Berlin;/expose/118028972;"['-Toller komplett sanierter, schöner Altbau\n-Bestehend aus einem ruhigen Vorderhaus und Gartenhaus mit Seitenflügelanteil\n-Die Renovierung ist 2020 beendet worden\n-Neue Gasetagenheizungen in allen Wohnungen\n-Ein schönes, helles Duschbad mit Duschabtrennung und Fenster für Frischluftzufuhr\n-Kleines Wohnzimmer mit einer ""Nische"" für eine Einbauküche (Die Einbauküche wird NICHT mitverkauft)\n-Schönes, sehr helles Zimmer mit Zugang zum gemütlichem Balkon\n-Balkon mit gepflegtem Blick in den sanierten angelegten Innenhof\n-Die Innenhoffassade ist mit einer neuen Wärmeisolierung versehen worden.\n-Neue EL vom Keller in alle Wohnungen\n-Tolles, sehr gepflegtes Treppenhaus mit neuem Sisalteppichbelag\n-Zur Wohnung gehört ein sehr gepflegtes Kellerabteil\n-Die Müllplätze sind ebenfalls neu angelegt worden\n\nHier finden Sie eine gemütliche und bezahlbare Wohnung mit Balkon.', 'Die Lage unweit Wörther Platz ist eine ruhige, grüne und beliebte Wohnlage in Spandau. \nDie fast direkte Nähe zur Havel bietet ein großes Maß an Freizeitgestaltung. \nDiverse Einkaufsmöglichkeiten für den täglichen Bedarf und ""Mehr"" finden Sie in der direkten Umgebung.\nIKEA und BAUMARKT sind auch dabei!\n\nIn der Pichelsdorfer Straße und der Schulenburgstr. fahren regelmässig die Buslinien 136, 131 und 236, die Sie zur S-Bahn 75 und die U-Bahn U2 und U7 bringen.', 'Bitte beachten Sie die Widerrufsbelehrung!']";;;;;;;
2020-05-24 20:51:22.705268;Berlin;central_heating;ONE_YEAR_FREE;63078;n;y;https://pictures.immobilienscout24.de/listings/9cac7de8-4c7f-41b5-b5b4-99da8d072725-1367103563.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;11.48;40 MBit/s;telekom_layer_magenta_l;73.3;über VDSL;1996;REGULAR;11.48;118028132;gas;n;false;MagentaZuhause L;y;Berlin;y;7;5;202.89;119 C;7.14;73.3;Berlin;10245;well_kept;sophisticated;false;100 MBit/s;underground_garage;"Boxhagener Stra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Boxhagener_Straße;apartment;10245;3;n;;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.63078;360000;profile0;6;3;true;n;;n;n;Friedrichshain_Friedrichshain;118028132;3;Berlin;/expose/118028132;['Es handelt sich um einen Neubau aus dem Jahr 1996 in ordentlichem Zustand.\nDie Wohnung ist derzeit vermietet, wird ca. Frühsommer 2021 frei !', 'Die Wohnung verfügt über:\n\n- Wohnzimmer mit einem Balkon\n- Laminatfußboden\n- gefl. ein Gäste-WC\n- gefl. Wannenbad\n- Gas-Zentralheizung mit Warmwasserversorgung\netc.\nZusätzlich wird ein Doppel-Tiefgaragen-Stellplatz verkauft, der an die Mieter mitvermietet ist.', 'Die Fahrverbindungen sind:\n— M10, M13, 21 \n— Bus 194, 240, 347 \n— U‑Bahn 5 Frankfurter Tor \n— S‑Bahn 3, 41, 42, 5, 7, 75, 8, 85, 9 Ostkreuz', 'Für weitere Fragen oder einer Besichtigung stehen wir Ihnen gerne  zur Verfügung.'];disabled;2;energy_consumption;NO_INFORMATION;114;;
2020-05-24 20:51:23.066484;Berlin;district_heating;ONE_YEAR_FREE;851637;n;y;https://pictures.immobilienscout24.de/listings/81332749-b6bd-4fb1-a024-f4510cea1a36-1339555533.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.38;40 MBit/s;telekom_layer_magenta_l;83.18;über VDSL;1983;REGULAR;12.38;114861959;district_heating;n;false;MagentaZuhause L;n;Berlin;y;6;4;212;52;5.61;83.18;Berlin;10315;well_kept;simple;false;100 MBit/s;no_information;"Massower Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Massower_Straße;ground_floor;10315;4;n;;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.851637;259000;profile0;5;4;true;n;;n;n;Friedrichsfelde_Lichtenberg;0005 E/074.01 - 156.4.10038;4;Berlin;/expose/114861959;['Die gepflegte Wohnanlage befindet sich in ruhiger, zentrumsnaher Lage im Ortsteil Friedrichsfelde des Stadtbezirkes Berlin Lichtenberg und ist von viel Grün umgeben.', 'Die 4-Zimmerwohnung verfügt über einen Balkon und einen sauberen, trockenen Keller. \nDie Wohnung ist in einem gepflegten Zustand.', 'Neben vielfältigen Einkaufsmöglichkeiten und großzügigen Freizeit- und Erholungsflächen in unmittelbarer Nähe, ist der beliebte Tierpark und das Schloss Friedrichsfelde verkehrsnah gelegen. \nDer Ortsteil Friedrichsfelde ist über mehrere Bahnhöfe der S-Bahn (Lichtenberg, Friedrichsfelde Ost, Betriebsbahnhof Rummelsburg) an das Berliner Schnellbahnnetz angeschlossen. Die Bahnhöfe dienen gleichzeitig als Knotenpunkte mehrerer Bus- und Straßenbahnlinien.'];;;energy_consumption;;71;;
2020-05-24 20:51:23.419529;Berlin;central_heating;;14544073;n;n;https://pictures.immobilienscout24.de/listings/b4fea29a-5459-4f84-a369-40778a8ec7ff-1367116377.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.37;;;;;1912;;11.37;118027929;district_heating;y;false;;y;Berlin;y;11;1;600;.;5.8;181;Berlin;10707;first_time_use_after_refurbishment;no_information;false;;no_information;"Emser Stra&szlig;e";y;;;Emser_Straße;apartment;10707;4;n;;;2,active;;Deutschland;standard;;wohnung_kauf;n;3;;;002.01000690340;1480000;profile0;3;4;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;352+;7;Berlin;/expose/118027929;['Das Wohnhaus befindet sich nahe dem Ludwigkirchplatz.\n\nDiverse Einkaufsmöglichkeiten sind in unmittelbarer Umgbung vorhanden.', '- Deckenhöhe ca. 3,60 m\n- Stuck\n- 4 Zimmer\n- 3 Schlafzimmer\n- Einbauküche mit hochwertigen Geräten\n- Parkett/Naturdielen\n- Wannenbad mit ebenerdiger Dusche\n- Duschbad\n- Ankleide\n- Lift\n- Kellerraum', '- ca. 10 Gehminuten vom Kurfürstendamm entfernt\n- mit dem PKW in ca 12 Minuten zum Hauptbahnhof'];;;energy_required;;102.5;;
2020-05-24 20:51:23.778242;Berlin;district_heating;ONE_YEAR_FREE;797460;n;y;https://pictures.immobilienscout24.de/listings/38dd213d-95a0-45a3-b948-6f95b4f3887e-1367082352.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;17;11.37;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1961;REGULAR;11.37;118009324;no_information;y;false;MagentaZuhause L;y;Berlin;y;9;2;291;no_information;5.8;85;Berlin;10711;no_information;normal;false;100 MBit/s;outside;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;penthouse;10711;3;n;2019;;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.797460;522000;profile0;5;3;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;WF59;4;Berlin;/expose/118009324;['Bei der hier angebotene Wohnung, handelt sich um ein sehr helle Wohnung mit Fahrstuhl im obersten Stock eines Mehrfamilienhauses.  Das Objekt befindet sich in der schönen Westfälischen Straße, eine Seiten Straße vom Ku’damm. Hier finden Sie alle Geschäfte des täglichen Bedarfs, den Fleischer, die Bäckerei neben der Weinhandlung und dem  Feinkostgeschäft. Blumenläden, Cafés, Restaurants ebenso wie eine Reinigung oder einen Fahrradhändler sowie ein Antiquitätengeschäft. Rundum eine sehr vielseitige schöne Kiez-Straße, welche primär Ihre Bewohner anspricht und nur sehr selten Touristen anlockt und somit zum wohlfühlen und leben einlädt. \n\nDer Grundriss der Wohnung erstreckt sich über 3 Räume, Küche und Bad sowie einen ruhigen & vor allem auch sonnigen Balkon. Der Balkon ist zur Südseite zur schönen und ruhigen Gartenseiteausgerichtet. \nGoldwert ist der Stellplatz der im Kaufpreis inkludiert ist.\nHier wird ein Grundstücksanteil mit verkauft und bietet Ihnen so genügend Parkmöglichkeiten für Ihre Fahrzeuge im abgeschlossenen Innenhof-Parkplatz.\n\nDie Küche sowie das Bad wurden erst im vergangenen Jahr 2019 komplett saniert außerdem auch die komplette Elektrik inkl. Sicherungskasten und die Leitungen in der Wohnung. Im Zuge dieser Sanierung wurden auch die Fenster ausgetauscht, sowie die Heizkörper.\n\nDas neu verlegte Echtholzparkett erstreckt sich durch alle 3 sehr hellen Wohnräume.\nDer Grundriss ist sehr effizient und großzügig gestaltet, so dass die 85 qm sehr geräumig wirken. \nZur Wohnung gehört ebenfalls ein eigenes Kellerabteil.', '# 3 Zimmer\n# 85 qm\n# Balkon\n# Neues Bad\n# Einbauküche ist neu und im Kaufpreis enthalten\n# Echtholzparkett\n# Wohnung saniert in 2019 (komplette Elektro,Leitungen, Fenster & Heizkörper)\n# 5.OG - ganz oben \n# Fahrstuhl\n# Stellplatz inkl.\n# Keller', 'Die helle Wohnung im 5.OG liegt sehr zentral, direkt am Ku’damm.\nDas Viertel ist noch eines der sehr traditionellen Ecken der Westcity, hier vermischt sich gediegenes Ambiente mit junger Moderne. Traditionelle Lebensmittelläden vermischt mit moderner Architektur neben dem klassischen Altbau und kleinen inhabergeführten Lädchen. Moderne Supermärkte sind natürlich ebenfalls in der Nachbarschaft angesiedelt.\nAußerdem befindet sich ein Baumarkt in der Nähe, sowie eine Tankstelle in 3 Minuten Entfernung und ein Fitnesstudio.\nAuf die A100 gelangt man ebenfalls in 3 Minutenfahrzeit.\nNeben der guten Verkehrsanbindung ist auch die ÖPNV Anbindung hervorragend. Der S-Bahnhof Halensee und der U-Bahnhof Adenauerplatz sind nur wenigen Gehminuten erreichbar. unweit entfernt. Diverse Buslinien sind hier ebenfalls vorhanden.\nUnd trotz der sehr zentralen Lage ist man zu Fuß in nur 5 Minuten im grünen Preußenpark.', 'Wir führen Onlinebesichtigungen durch, sprechen Sie uns gerne darauf an.'];;1;energy_consumption;NO_INFORMATION;101;true;
2020-05-24 20:51:24.132146;Berlin;floor_heating;ONE_YEAR_FREE;17285800;n;y;https://pictures.immobilienscout24.de/listings/98bb73de-2ee1-4611-abc3-205ad5298a27-1366767414.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;20;10.62;40 MBit/s;telekom_layer_magenta_l;;über VDSL;2010;REGULAR;10.62;117968995;district_heating;y;false;MagentaZuhause L;n;Berlin;y;7;7;184.74;20;5.96;56;Berlin;13189;mint_condition;sophisticated;false;100 MBit/s;no_information;Eschengraben;y;https://padlock.link/ioml;https://padlock.link/ml;Eschengraben;apartment;13189;2;n;;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.77826306-30fb-4afc-a991-2180b7c24ddb;350000;profile0;5;2;true;y;showqualicontactform;y;n;Pankow_Pankow;b4fce3c1-45ae-4aaf-b0ac-2ef071ce15f0;2;Berlin;/expose/117968995;"['Ab sofort können Sie diese ansprechende, neuwertige Wohnung im ersten Stock erwerben, die durch eine gehobene Innenausstattung besticht. Die Wohnung verfügt über zwei einladende Zimmer. Das Objekt ist barrierefrei zugänglich und durch einen Fahrstuhl gelangen Sie bequem ins entsprechende Stockwerk. Das Apartment befindet sich in einem 2010 erbauten Haus mit nur 13 Wohnungen und wird durch eine Fußbodenheizung beheizt. Ein aktueller Energieausweis liegt zur Besichtigung vor. Das monatliche Hausgeld beträgt 184,74\xa0€. Besonders attraktiv wird das Apartment dadurch, dass es nicht nur eine Balkonterrasse gibt, sondern Sie auch im zugehörigen Garten die frische Luft genießen können. Zu dem Garten gehört ein Gartenhaus mit Teileigentum. Außerdem gehört ein Keller und Waschraum zur Immobilie. Zur Innenausstattung gehört auch eine neuwertige Einbauküche, sowie im Flur ein Einbauschrank mit Garderobe. Mehrheitlich wird das Haus von den Eigentümern bewohnt. Eine Nachbarschaft, die sich kennt und schätzt. Sie können die Immobilie provisionsfrei erwerben.', 'Moderne Architektur mit Eichenstabparkett, Fußbodenheizung, Panoramafenster in den Garten mit Außenjalousie, Einbauküche mit Induktion, Kühl-Gefrierkombination u. Geschirrspüler (2018), Videogegensprechanlage, Telefon-Fernsehen-Internetverkabelung in beiden Zimmern; Wärmeschutz nach KfW 55 mit 3-fach Verglasung und Be- und Entlüftungssystem', 'Pankow ist einer der beliebtesten Stadtbezirke Berlins mit hervorragender Infrastruktur (U-Bahn, Straßenbahn). Das Haus liegt in einer ruhigen Seitenstraße zur Schönhauser Allee/ Berliner Straße. Bis zur quirligen Szene sind es nur wenige Minuten. Schulen, Kindergärten, Ärztehäuser und Shopping sind fussläufig erreichbar.', 'Die Wohnung ist gut geeignet für 1-2 Personen oder auch als Berliner Zweitwohnung. Ein aktuelles Wertgutachten über 373.000 Euro liegt vor.']";;;;;;;
2020-05-24 20:51:24.504986;Berlin;self_contained_central_heating;;164338;n;y;https://pictures.immobilienscout24.de/listings/6d642d0a-7924-48a4-ae6c-b013ef4dd45f-1368598788.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.3;;;;;1900;;11.3;118029291;gas;n;false;;y;Berlin;y;9;1;;no_information;5.73;110;Berlin;10789;well_kept;normal;false;;no_information;no_information;n;;;no_information;apartment;10789;3;n;;;2,active;;Deutschland;top;;wohnung_kauf;n;2;;;001.164338;689000;profile0;5;3;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;AIB12907;5;Berlin;/expose/118029291;"['Es handelt sich um ein großzügige 3 Zimmer-Altbau-Wohnung mit ca. 110 qm lichtdurchfluteter Wohnfläche im 2.Obergeschoss eines herrschaftlichen Altbaus aus dem Jahre 1905.\r\rDie Wohnung verfügt über einen zentralen Eingangsbereich, eine große Küche, ein Badezimmer, ein großzügiges Schlafzimmer, sowie ein großzügiges Wohn -und Speisezimmer mit Zugang zum Sonnenbalkon.\r\rZu den besonderen Ausstattungsmerkmalen gehören: klassischer Altbau-Dielenboden unterhalb des Laminatfußbodens, stilvolle Doppelkasten-Fenster, Einbauküche, Badezimmer mit Dusche.\r\rEs besteht Modernisierungsbedarf bei der Innenausstattung, u.a. Fußbodenbeläge, Elektrik sowie Bad und Küche in Höhe von ca. € 90.000,- (ca. 800,- €/Qm Wohnfläche).\r\rDie Heizungs- und Warmwasserversorgung erfolgt über Gasetagenheizung.\rDer Energiebedarf beträgt 172,5 kWh/(qm∙a).\r\rDas Hausgeld beträgt aktuell monatlich ca. 226 € pro Monat ohne Heizkostenvorauszahlung. \r\rDie Wohnung ist nach Absprache bezugsfrei. ', 'Eine sehr gefragte Adresse in bester City-Lage in direkter Nachbarschaft zum Kurfürstendamm (Gedächtniskirche) und in Laufweite zum Kaufhaus des Westens!', 'Unser Service für Eigentümer\rWir stehen Ihnen bei dem Verkauf Ihrer Immobilie vom Anfang bis zum fertigen Abschluss diskret und kompetent zur Verfügung. \rJeder Schritt erfolgt nach Absprache mit Ihnen. \rSie entscheiden über die Verkaufsstrategie Ihres Objektes, ob diskret und ""off-market"" oder eine qualifizierte Vermarktung in Print- sowie Onlinemedien. \rWir verfügen immer über den richtigen Käufer. \rZudem bewerten wir Ihre Immobilie kostenfrei, entsprechend dem aktuellen Marktwert.\rGerne beraten wir Sie kostenlos persönlich in unserem Büro, per Telefon oder per E-Mail!\rWir freuen uns von Ihnen zu hören!\rwww.immo-boerse.com']";;;energy_required;F;172.5;;
2020-05-24 20:51:24.847742;Berlin;no_information;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/7a885add-228f-4636-85e3-cfaa7e3feb69-1367087776.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.3;40 MBit/s;telekom_layer_magenta_l;;über VDSL;;REGULAR;11.3;118026666;;n;true;MagentaZuhause L;y;Berlin;n;6;;;no_information;5.73;66;Berlin;10629;no_information;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10629;2;n;;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;270000;profile0;;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;118026666;3;Berlin;/expose/118026666;['Dieses ist eine optimale Wohnung, um in begehrter Zentrumslage komfortabel und lichtdurchflutet wohnen zu können. Dafür gibt es ein ansprechendes Wohnzimmer mit Zugang auf den Balkon, eine geräumige Küche, ein anregend tagehelles Bad und ein behagliches Schlafzimmer. Dieser mit einem Personenaufzug bequem erreichbaren Wohnung ist ein Kellerraum zugeordnet. Der Pkw-Stellplatz in der Tiefgarage muss für 25.000,- € extra mit dem Kauf der Wohnung erworben werden. Die Wärmeversorgung obliegt einer Ölheizung. Diese attraktive und gepflegte Wohnung wird seit über 20 Jahren an den gleichen zuverlässigen Mieter vermietet.\nIn gefragter Lage nahe dem Kurfürstendamm ist diese Immobilie eine erstklassige Anlageempfehlung. Ein Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];disabled;;;;;;
2020-05-24 20:51:25.240247;Berlin;central_heating;;15126861;n;n;https://pictures.immobilienscout24.de/listings/d97f9587-25bc-4836-9fad-652addb2ad37-1367110008.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;24;10.99;;;5;;1966;;10.99;118028858;oil;y;true;;y;Berlin;y;4;2;281;no_information;5.59;67;Berlin;13589;well_kept;simple;false;;no_information;no_information;n;;;no_information;apartment;13589;2;n;;25;2,active;;Deutschland;premium;;wohnung_kauf;n;;;;001.15093612;199000;profile0;4;2;true;n;showqualicontactform;n;n;Spandau_Spandau;5669_A;3;Berlin;/expose/118028858;['VOLLSTÄNDIGES EXPOSÉ unter: https://www.ema-immobilien.de/immobilien-details.xhtml?id[obj0]=2881\nDas vollständige Exposé inkl. der Adresse zu dieser Immobilie erhalten Sie mit einer Sofortanfrage auf unserer Homepage.\n\nOBJEKTBESCHREIBUNG:\nVerkauf bezugsfreie Zwei-Zimmer-Eigentumswohnung mit Balkon\n\nEs handelt sich um eine gut geschnittene Zwei-Zimmer-Eigentumswohnung in einem ca. 1966 in grundsolider Massivbauweise errichteten Mehrfamilienhaus.\n\nDas voll unterkellerte Wohngebäude mit seinen vier Wohngeschossen und insgesamt 36 Wohneinheiten befindet sich in einer beliebten und ruhigen Wohnlage von Berlin Spandau im Ortsteil Staaken. \n\nDie angebotene Eigentumswohnung befindet sich im ersten Obergeschoss des Wohnhauses.\n\nDie Wohnun(...)\n\nDie vollständige Objektbeschreibung, noch mehr Bilder, falls vorhanden, sehen Sie auf unserer Internetseite unter: https://www.ema-immobilien.de/immobilien-details.xhtml?id[obj0]=2881', 'VOLLSTÄNDIGES EXPOSÉ unter: https://www.ema-immobilien.de/immobilien-details.xhtml?id[obj0]=2881\nDas vollständige Exposé inkl. der Adresse zu dieser Immobilie erhalten Sie mit einer Sofortanfrage auf unserer Homepage.\n\nAUSSTATTUNG:\n- großzügige Zwei-Zimmer-Wohnung\n- renovierungsbedürftiger Zustand\n- gefragte Lage in Staaken\n- Heizung- und Warmwasserversorgung über Öl-Zentralheizung\n- Fußböden mit Teppich und Fliesen\n- neue Fenst(...)\n\nDie vollständige Objektbeschreibung, noch mehr Bilder, falls vorhanden, sehen Sie auf unserer Internetseite unter: https://www.ema-immobilien.de/immobilien-details.xhtml?id[obj0]=2881', 'Die Eigentumswohnung befindet sich in einer gepflegten und verkehrsgünstigen Wohnlage von Berlin-Spandau im Ortsteil Staaken. \n\nDie Umgebung ist geprägt von vielen neuen und ansprechenden Ein- und Zweifamilien- sowie Mehrfamilienhäusern auf liebevoll angelegten Gartengrundstücken.\n\nDiverse Einkaufsmöglichkeiten für Waren des täglichen Bedarfs, Ärzte, Schulen und Kitas sind in wenigen Minuten fußläufig erreichbar. \n\nDie beliebte Altstadt Spandau mit der bekannten Nikolaikirche und der Spandauer Zitadelle, besten Einkaufsmöglichkeiten, unzähligen Restaurants, Ärzten, kulturellen Treffpunkten und sehr guten Verkehrsverbindungen mit U- und S-Bahn sowie Fernverkehr ist nach wenigen Minuten schnell erreicht.\n\nDurch die unmittelbare Nähe zur Heerstraße (B5) erreicht man das Berliner Stadtzentrum schnell mit dem PKW oder den öffentlichen Verkehrsmitteln.', 'Bitte haben Sie dafür Verständnis, dass wir Informationen zur Immobilie nur an Interessenten geben, die uns ihre vollständige Anschrift mitgeteilt haben. Vielen Dank. Ihre Daten werden selbstverständlich vertraulich behandelt und nicht an Dritte weitergegeben.\n\nInnenbesichtigungen\nVor Absprache eines Innenbesichtigungstermins möchten wir Sie freundlichst bitten, eine diskrete Außenbesichtigung der Immobilie vorzunehmen, um sich Ihren persönlichen Eindruck von der Lage, dem Wohnumfeld und der Umgebung zu verschaffen.\nSollte Ihnen das Wohnumfeld zusagen, dann vereinbaren Sie bitte mit uns einen Innenbesichtigungstermin.\n\nHinweis\nWir bieten Ihnen diese Immobilie zu unseren Allgemeinen Geschäftsbedingungen an.\n\nCourtage\nDie Courtage in Höhe von 7,14 % des Kaufpreises (inklusive 19% MwSt.) wird vom Käufer getragen und ist verdient und zahlbar an die EMA IMMOBILIEN GMBH nach Beurkundung des notariellen Kaufvertrages.\n\nWir freuen uns über Ihren Anruf oder Ihre Anfrage.\n\nSie möchten Ihre Immobilie verkaufen? \nUnsere Beratung zum Immobilienverkauf ist kostenfrei. Wir freuen uns auf Ihre Anfrage.\nwww.ema-immobilienwert.de'];;;energy_consumption;E;147;true;
2020-05-24 20:51:25.639859;Berlin;central_heating;ONE_YEAR_FREE;15972593;n;n;https://pictures.immobilienscout24.de/listings/e80ab998-507c-49bd-8b4d-938303cd2779-1367123845.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;24;10.62;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1910;REGULAR;10.62;118031154;electricity;n;false;MagentaZuhause L;y;Berlin;n;5;1;113.91;no_information;5.96;40.03;Berlin;13187;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;13187;1;n;;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01005682086;206000;profile0;;1;true;n;showqualicontactform;n;n;Pankow_Pankow;CC530;1;Berlin;/expose/118031154;"[""Elegantes, helles Studioapartment in ruhiger Lage - Florakiez Pankow\n\nDie hier angebotene 1-Zimmerwohnung liegt in einer idyllischen ruhigen Strasse. Herzstück der Wohnung ist das lichtdurchflutete, großzügige Wohnzimmer. Von hier aus gelangt man auf den Balkon mit einer herrlichen Aussicht auf den grünen Innenhof.\n\nDas Gemeinschaftseigentum wurde Ende der 90'er Jahre saniert und befindet sich in einem sehr gepflegten Zustand."", 'Die Wohnung:\n\n* 40,043 m²\n* 2. OG Quergebäude\n* Balkon\n* Original Holz-Dielenböden\n* Hohe Decken\n* bezugsfrei', 'Ausgedehnte Grünflächen wie die Schönholzer Heide, der Brosepark, der Bürgerpark und der Schlosspark des Schlosses Schönhausen, machen das Viertel nicht nur für Familien mit Kindern attraktiv. Mit seinen rund 180.000 Einwohnern bildet Pankow eine in sich geschlossene, städtebauliche Einheit inmitten der Großstadt Berlin.\n\nNeben Läden des täglichen Bedarfs bietet Pankow auch zahlreiche Sport und Erholungseinrichtungen, Restaurants und Cafes. Öffentliche Einrichtungen wie Schulen, Kindertagesstätten und diverse Ämter runden das Angebot der gewachsenen Infrastruktur ab.\n\nEs besteht eine sehr gute Anbindung an den öffentlichen Nahverkehr sowie die Nähe zur der Autobahnausfahrt Anschlussstelle Berliner Ring und die Stadtautobahn. \nDie U- und S-Bahn Haltestelle Pankow, ist nur ca. 5 Gehminuten entfernt. Von hier aus erreichen Sie alle wichtigen Zentren von Berlin ohne Probleme. Weitere Straßenbahnlinien und Buslinien ergänzen die hervorragende Anbindung an den öffentlichen Nahverkehr.', ""Das Gemeinschaftseigentum:\n\n* Altbau von ca. 1910\n* Kernsanierung Ende der 90'er""]";;;energy_consumption;;144.07;;
