timestamp;obj_regio1;ga_cd_via_qualified;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_heatingType;obj_usableArea;obj_yearConstructed;obj_yearConstructedRange;obj_lastRefurbish;obj_groupnumber
2020-05-24 21:22:11.087814;Berlin;true;ONE_YEAR_FREE;362872;n;n;https://pictures.immobilienscout24.de/listings/198b874b-7b69-404a-bbcd-7933e620c56e-1370050494.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;12.19;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;12.19;112253684;gas;n;true;MagentaZuhause L;y;Berlin;n;4;185;2;energy_consumption;7.44;48;Berlin;10967;well_kept;no_information;C;false;100 MBit/s;no_information;Graefestr.;n;https://padlock.link/ioml;https://padlock.link/ml;Graefestr.;no_information;10967;2;94.6;n;2,active;true;Deutschland;schaufenster;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.362872;199000;profile0;6;2;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;3321/WE19;2;Berlin;/expose/112253684;"['Das 4-geschossige Wohn- und Geschäftshaus wurde 1890 erbaut und präsentiert sich in einem gepflegten Zustand. Markante Stilelemente prägen das Erscheinungsbild des Vorderhauses und Seitenflügels: Der Eingangsbereich ist durch hohe Decken mit Stein-Ornamenten gekennzeichnet; das Treppenhaus durch Holztreppen und -geländer sowie massive Holz-Kassettentüren. Dieser Altbaucharakter setzt sich ebenfalls in den Einheiten fort. Hohe Decken mit Stuckverzierungen und Dielenböden sind häufig stilgebend. Die Wohnungen im Vorderhaus verfügen zudem alle über einen Balkon. Zusätzlich profitieren die Bewohner hier von einem außenliegenden Aufzug. Alle 18 vermieteten und bezugsfreien Wohn- und Gewerbeeinheiten werden im IST-Zustand veräußert. Ein ruhiger Innenhof und ein Fahrradraum komplettieren das Angebot. Dieses ruhige, im 2. OG des Seitenflügels gelegene Apartment ist dank des kompakten Grundrisses ein ideales Zuhause für Paare und Singles. Die Wohnfläche erstreckt sich über zwei miteinander verbundene Zimmer, einer Küche und einem Badezimmer, die alle zum Innenhof ausgerichtet sind.\nDie Wohnung ist seit dem 01.06.2008 vermietet. Ein Mietervorkaufsrecht ist nicht vorhanden.  Eine Kündigung der Wohnung auf Eigenbedarf ist frühestens nach Ablauf der Sperrfrist unter Einhaltung der gesetzlichen Kündigungsfrist möglich. Die monatliche Nettokaltmiete beträgt 377,00 EUR. \n', 'gepflegtes Wohn- und Geschäftshaus\naus dem Jahr 1890\nSüd-Ausrichtung\nattraktiver Grundriss\nunrenovierter Zustand\nTageslichtbad mit Badewanne\nruhiger Innenhof \nFahrradraum\nvermietet seit 01.06.2008\nkein Vorkaufsrecht \n', 'Lebendig, bunt und vielfältig – so präsentiert sich die durch herrschaftliche Gründerzeitarchitektur geprägte Graefestraße, die Namensgeber für den gesamten Kiez unterhalb des Landwehrkanals ist. Der Graefekiez avancierte in den letzten Jahren zu einer der beliebtesten Wohnlagen Berlins - in den Seitenstraßen prägen vor allem gut erhaltene, weitestgehend sanierte Altbauten das Straßenbild. Vielfalt zeichnet auch das gastronomische Angebot aus: die Restaurants rund um das Planufer bieten Kulinarisches aus aller Welt, Cafés und Eisdielen locken mit hausgemachten Spezialitäten und in den unzähligen Bars ist oftmals kein freier Platz zu finden. Am nahegelegenen Maybachufer kann man das bunte Treiben auf einem der bekanntesten Wochenmärkte Berlins erleben. Der Landwehrkanal liegt einem zudem direkt zu Füßen. Zahlreiche Spielplätze, Kindercafés und die Nähe zum Böcklerpark sowie zum Volkspark Hasenheide machen die Lage auch für junge Familien attraktiv. Durch die U-Bahn-Station Schönleinstraße ist eine gute Verkehrsanbindung gesichert.']";;;;;;
2020-05-24 21:22:11.478286;Berlin;;ONE_YEAR_FREE;15868789;n;y;https://pictures.immobilienscout24.de/listings/a08712c7-2291-4dc7-91c8-146a8df21c3e-1302872973.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;12.99;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;12.99;86816379;oil;y;false;MagentaZuhause L;y;Berlin;y;4;128;no_information;energy_required;8.03;35;Berlin;10779;modernized;normal;;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10779;1;;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15747035;160000;profile0;5;1;true;y;showqualicontactform;y;n;Schöneberg_Schöneberg;86816379;1;Berlin;/expose/86816379;"['Solides Haus, kein Renovierungstau, gute Wohngemeinschaft, volle Küche, Dusche. Parkettboden. Große Fenster und Balkon nach Süden', 'Die Toilette muss renoviert werden.', ""Im Kiez von Schöneberg, mehrere Cafe's, Boutiquen, Trendy-Läden. Sehr attraktive Lage. Neben U-4 Viktoria-Luise-Platz. Das KaDeWe ist in wenigen Minuten zu Fuß erreichbar."", 'Alle Angaben stammen vom Verkäufer und dafür hafte ich nicht.']";central_heating;31;1958;2;1958;
2020-05-24 21:22:11.829927;Berlin;true;ONE_YEAR_FREE;362872;n;n;https://pictures.immobilienscout24.de/listings/d24be635-8ff4-4af0-8534-c1d16dc3dd07-1370050934.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;12.19;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;12.19;112253978;gas;n;true;MagentaZuhause L;y;Berlin;n;4;160;2;energy_consumption;7.44;34;Berlin;10967;well_kept;no_information;C;false;100 MBit/s;no_information;Graefestr.;n;https://padlock.link/ioml;https://padlock.link/ml;Graefestr.;no_information;10967;1;94.6;n;2,active;true;Deutschland;schaufenster;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.362872;199900;profile0;;1;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;3321/WE24;1;Berlin;/expose/112253978;"['Das 4-geschossige Wohn- und Geschäftshaus wurde 1890 erbaut und präsentiert sich in einem gepflegten Zustand. Markante Stilelemente prägen das Erscheinungsbild des Vorderhauses und Seitenflügels: Der Eingangsbereich ist durch hohe Decken mit Stein-Ornamenten gekennzeichnet; das Treppenhaus durch Holztreppen und -geländer sowie massive Holz-Kassettentüren. Dieser Altbaucharakter setzt sich ebenfalls in den Einheiten fort. Hohe Decken mit Stuckverzierungen und Dielenböden sind häufig stilgebend. Die Wohnungen im Vorderhaus verfügen zudem alle über einen Balkon. Zusätzlich profitieren die Bewohner hier von einem außenliegenden Aufzug. Alle 18 vermieteten und bezugsfreien Wohn- und Gewerbeeinheiten werden im IST-Zustand veräußert. Ein ruhiger Innenhof und ein Fahrradraum komplettieren das Angebot. Die angebotene Altbauwohnung befindet sich im 4. OG des Seitenflügels und ist durch einen kompakten Grundriss gekennzeichnet. Die Wohnfläche verteilt sich auf einen ruhig gelegenen Wohn-/ Schlafbereich, ein Tageslichtbad und eine Küche, die alle in den Innenhof blicken.\n\n', 'gepflegtes Wohn- und Geschäftshaus\naus dem Jahr 1890\nSüd-Ausrichtung\nkompakter Grundriss\nunrenovierter Zustand\nTageslichtbad\nruhiger Innenhof \nFahrradraum\n \n', 'Lebendig, bunt und vielfältig – so präsentiert sich die durch herrschaftliche Gründerzeitarchitektur geprägte Graefestraße, die Namensgeber für den gesamten Kiez unterhalb des Landwehrkanals ist. Der Graefekiez avancierte in den letzten Jahren zu einer der beliebtesten Wohnlagen Berlins - in den Seitenstraßen prägen vor allem gut erhaltene, weitestgehend sanierte Altbauten das Straßenbild. Vielfalt zeichnet auch das gastronomische Angebot aus: die Restaurants rund um das Planufer bieten Kulinarisches aus aller Welt, Cafés und Eisdielen locken mit hausgemachten Spezialitäten und in den unzähligen Bars ist oftmals kein freier Platz zu finden. Am nahegelegenen Maybachufer kann man das bunte Treiben auf einem der bekanntesten Wochenmärkte Berlins erleben. Der Landwehrkanal liegt einem zudem direkt zu Füßen. Zahlreiche Spielplätze, Kindercafés und die Nähe zum Böcklerpark sowie zum Volkspark Hasenheide machen die Lage auch für junge Familien attraktiv. Durch die U-Bahn-Station Schönleinstraße ist eine gute Verkehrsanbindung gesichert.']";gas_heating;;1890;1;;
2020-05-24 21:22:12.207059;Berlin;;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/8bb936ad-ae2f-4c6d-919c-edd401d2379a-1303834547.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;10.87;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;10.87;112233807;gas;n;false;MagentaZuhause L;y;Berlin;y;8;;19;;5.63;84.7;Berlin;12161;no_information;no_information;;false;100 MBit/s;no_information;"Rheingaustra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Rheingaustraße;apartment;12161;3;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;459000;profile0;;3;true;n;showqualicontactform;n;n;Friedenau_Schöneberg;Rheingau19-9;4;Berlin;/expose/112233807;['Der Altbau ist denkmalgeschützt.', '- Ost-Loggia\n- 2. Obergeschoss\n- vermietet', 'Das Mehrfamilienhaus wurde ca. 1910 in gutbürgerlicher Lage in  Berlin-Schöneberg, Ortsteil Friedenau, an der Grenze zu Wilmersdorf erbaut. \n\nDie beiden U-Bahnhöfe „Friedrich-Wilhelm-Platz“ und „Rüdesheimer Platz“ sind bequem zu Fuß erreichbar.\nIm Umfeld gibt es zahlreiche Geschäfte und Einkaufsmöglichkeiten, Ärzte, Schulen, Kitas, diverse Restaurants und Cafés.\n\nUnweit befinden sich  das „Kleine Theater am Südwestkorso“, das „Zimmertheater Steglitz, das Kino „Cinema“, sowie das Kino „Titania Palast“ nahe der Schloßstraße.', 'Die monatliche Nettokaltmiete beträgt 850 €.'];self_contained_central_heating;;1910;1;;0
2020-05-24 21:22:12.737956;Berlin;true;ONE_YEAR_FREE;17174552;n;n;https://pictures.immobilienscout24.de/listings/385878e2-b6c2-478b-8ef2-1bfe03902a59-1361062923.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;13.4;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;13.4;112255014;oil;n;true;MagentaZuhause L;n;Berlin;n;6;;no_information;energy_consumption;8.07;78.93;Berlin;13403;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13403;3;178;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007947300;300000;profile0;4;3;true;n;showqualicontactform;n;n;Reinickendorf_Reinickendorf;499262;3;Berlin;/expose/112255014;"['Wo urig auf modern und Alt-Berliner auf Kosmopolit trifft, da ist der Reinickendorfer zuhause. Aber nicht nur Letzterer liebt seinen Bezirk. Berliner aus allen Teilen der Stadt zieht es regelmäßig in den schönen Nordwesten, wo viel Natur mit allerlei Freizeitmöglichkeiten lockt. Mittendrin liegt das Objekt ""Zum alten Reineke"". Der einladende, großzügige Bau umfasst 59 Wohneinheiten, die sich aus 1 – 4-Zimmer-Wohnungen zusammensetzen. Alle Wohnungen verfügen über Balkone und zeichnen sich durch eine clevere Raumaufteilung aus. Egal, ob Sie für sich selbst oder als Kapitalanlage nach einer Wohnung suchen: Hier werden Sie fündig! Die vielseitigen Wohn-Varianten, ruhiges Wohnen mit vielen Naherholungsmöglichkeiten und die gute Infrastruktur lassen keine Wünsche offen.', 'AUF EINEN BLICK\r\n\r\n• 3-Zimmer-Apartment\n\r\n• Ca. 78,93 m² Wohnfläche\r\n• Fensterbad\r\n• Balkon\r\n• Außenstellplätze optional\r\n• Sondernutzungsrecht im EG', 'Hier gibt es wirklich alles und dazu auch noch nur einen Katzensprung entfernt: zum nächsten Lidl, ALDI, Edeka, Kaufland oder Netto läuft man oder fährt man mit dem Fahrrad nur fünf Minuten.\r\nDer Wocheneinkauf gestaltet sich so problemlos und ist vor allem schnell erledigt. Auch Kitas sind fußläufig erreichbar. Die Arbeitsstelle liegt in Mitte? Kein Problem: zur S-Bahn-Station ""Eichborndamm"" fährt man fünf Minuten mit dem Fahrrad und kann dann mit der S25 in rund 20 Minuten an der Friedrichstraße sein. Die nächste U-Bahn-Station ist ebenfalls um die Ecke und von dort ist man mit der U8 schon nach etwas mehr als einer Viertelstunde am Alexanderplatz. Nur eine Viertelstunde fährt man mit dem Auto zum Tegeler See, der auf fast fünf Quadratkilometern allerlei Reizvolles bietet. Schwimmen, Segeln, Wasserskifahren oder Wakeboarden – hier ist alles möglich.']";central_heating;;1957;2;;
2020-05-24 21:22:13.094593;Berlin;;ONE_YEAR_FREE;15832933;n;n;https://pictures.immobilienscout24.de/listings/1ba3563b-cffc-42e3-b2c8-70e0c5286816-1348197405.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;10.62;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;10.62;112201840;gas;n;false;MagentaZuhause L;y;Berlin;n;7;246;11;energy_consumption;5.96;72.49;Berlin;13189;well_kept;no_information;D;false;100 MBit/s;no_information;"Kissingenstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Kissingenstraße;raised_ground_floor;13189;3;128;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15612808;335000;profile0;4;3;true;n;showqualicontactform;n;n;Pankow_Pankow;906;3;Berlin;/expose/112201840;"[""[DE]Im grünen Pankow, Berlins zweitgrößtem Bezirk, befindet sich das 1908 erbaute Altbaugebäude in der Kissingenstraße 11. Die dort zum Verkauf stehende 3-Zimmer-Wohnung begeistert durch die für Berliner Gründerzeitbauten typischen Zierelemente wie gut erhaltenen Stuck, anmutende Dielenböden sowie ein angenehmes Raumgefühl durch die 3,25 m hohen Decken. Großzügige Doppelkastenfenster sorgen trotz der Lage im Erdgeschoss für viel Licht. Vom Schlafzimmer aus genießt man den Blick und den ruigen und gepflegten Innenhof. Dieser ist mit Fahrradabstellplätzen und Sitzgelegenheiten ausgestattet. Verkäuferseits wurde die Wohnung frisch renoviert und ist somit von Kauf an fertig zum Bezug. Es steht außerdem ein eigener Keller zur Verfügung.\n\n[EN]In the green Pankow, Berlin's second largest district, is the in 1908 built old building in Kissingenstraße 11 located. The 3-room apartment offers Berlin Wilhelminian style typical decorative elements such as well-preserved stucco, beautiful floorboards and a pleasant sense of space thanks to the 3.25 meter high ceilings. Generous double-box windows provide plenty of light despite the location on the ground floor. From the bedroom you can enjoy the view and the quiet and well maintained courtyard. Which is equipped with bicycle storage and seating. The apartment has been renovated and is therefore ready to move in. There is also a separate cellar available."", '[DE]bezugsfrei, renoviert, Dielenboden, Wannenbad\n[EN]vacant, renovated, wooden flooring, bathtub', ""[DE]Viele Grünanlagen, stilvolle Villen, alte Schlösser – Pankow bietet entspannte Lebensqualität. Ende des 19. Jahrhunderts entwickelte es sich als Ort der Sommerfrische für gestresste Städter und auch heute ist Pankow als Wohnort beliebt. Jüngere Leute und Studenten, Mittdreißiger mit Kindern, ältere Intelektuelle – es ist eine große Klientel, die den Bezirk schätzt. Die optimale Infrastruktur, Kindertagesstätten und Betreuung, Schulen und Freizeitangebote vor Ort bieten viele Gestaltungsmöglichkeiten, Beruf und Freizeit in Einklang zu bringen. Anbindungsmöglichkeiten finden sich hier durch die Anzahl an Bussen (250, 255, N50), die Tram (M1, 50), die U-Bahn (U2) sowie die S-Bahn (S2, S8, S85).\n[EN]Many green areas, stylish villas, old castles - Pankow offers a relaxed quality of life. At the end of the 19th century, it developed into a summer resort for stressed urbanites and Pankow is still popular as a place of residence. Younger people and students, mid-thirties with children, older intellectuals - it's a big clientele that values the district. The optimal infrastructure, day-care centers and child care, schools and leisure facilities on site offer many design options for reconciling work and leisure. Connections can be found here by the number of buses (250, 255, N50), the tram (M1, 50), the subway (U2) and the suburban train (S2, S8, S85)."", 'Dieses Kaufangebot ist provisionspflichtig. Dem Erwerber wird bei Abschluss eines Kaufvertrages eine Provision in Höhe von 7,14 % des beurkundeten Kaufpreises inkl. der gesetzlichen MwSt. berechnet. Abweichungen sind nur in Form einer gesonderten, schriftlichen Vereinbarung gültig. Die Neo Res Immobilien GmbH ist Rechnungsstellerin und Empfängerin der Provision. Irrtum und Zwischenverkauf sind vorbehalten. Alle Informationen und Unterlagen sind uns von Seiten des Verkäufers übermittelt und werden ohne Haftung für Vollständigkeit oder Fehlinformationen von uns weitergeleitet. Hinsichtlich weiterer Dienstleistungen in Zusammenhang mit dem Erwerb, wie beispielsweise Finanzierungen oder entsprechende Versicherungen unterstützen wir Sie gerne. Es ist uns leider nicht gestattet, Sie zu steuerrelevanten Aspekten zu beraten. Hierzu wenden Sie sich bitte an Ihren Steuerberater, beziehungsweise werden wir auch in diesem Zusammenhang gerne vermittelnd tätig. Es gelten unsere nachstehenden AGB.']";central_heating;;1908;1;;
2020-05-24 21:22:13.603326;Berlin;;ONE_YEAR_FREE;97549;n;n;https://pictures.immobilienscout24.de/listings/ad911121-9b8b-4c1a-9ae0-37f1f230dc6d-1302776254.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;11.48;112163516;gas;n;false;MagentaZuhause L;y;Berlin;n;5;;8;energy_required;7.14;48.6;Berlin;10245;no_information;no_information;F;false;100 MBit/s;no_information;Knorrpromenade;n;https://padlock.link/ioml;https://padlock.link/ml;Knorrpromenade;apartment;10245;2;192;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;219000;profile0;6;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;Knorrprom8:22;2;Berlin;/expose/112163516;['Der gepflegte Altbau liegt in zentraler Lage in Berlin-Friedrichshain nahe Boxhagener Platz.', '- Seitenflügel\n- 3. Obergeschoss', 'In der Nähe befinden sich der S- und U-Bahnhof „Warschauer Straße“, der U-Bahnhof „Samariterstraße“ sowie der S- und Regional-Bahnhof „Ostkreuz“.\n\nIm Umfeld befinden sich verschiedene Einkaufsmöglichkeiten, Restaurants und Cafés sowie Sportplätze und Schulen.', 'Die monatliche Nettokaltmiete beträgt 347,56 €.'];no_information;;1910;1;;0
2020-05-24 21:22:14.186138;Berlin;;ONE_YEAR_FREE;17174552;n;y;https://pictures.immobilienscout24.de/listings/f061847c-3789-4412-8e24-c2298a44efd6-1356039308.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.14;10 MBit/s;telekom_layer_magenta_m;über VDSL;REGULAR;disabled;11.14;112259385;gas;y;true;MagentaZuhause M;y;Berlin;n;11;;no_information;energy_required;6.17;128.5;Berlin;10405;no_information;luxury;B;false;50 MBit/s;no_information;no_information;y;https://padlock.link/iomm;https://padlock.link/mm;no_information;roof_storey;10405;4;73.7;n;2,active;true;Deutschland;standard;50 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007947300;1500000;profile0;5;4;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;499325;6;Berlin;/expose/112259385;['Prenzlauer-Berg-Liebhaber aufgepasst! \r\n\r\nDiese großzügige, lichtdurchflutete Wohnung im fünften Obergeschoss eines ehemaligen Fabrikgebäudes kombiniert Altbaucharme mit modernen Features. \r\nEin wahres Einzelstück im Seitenflügel eines kernsanierten Gebäudes mit 42 Wohnungen zwischen Wins- und Bötzowviertel. \r\n\r\nEin modernes loftartiges Wohnkonzept mit ca. 3,8 m Deckenhöhe, weiten & offenen Räumen und bodentiefen Fenstern wird kombiniert mit historischen Elementen wie z.B. freigelegten Backsteinwänden und klassischen Rundbögen.\r\n\r\nDie Wohnung bietet auf ca. 130 m² einen riesigen Wohn-/Essbereich mit offener SieMatic-Küche und einen Balkon und eine große Terrasse.\r\nDurch die großen Fensterfronten haben Sie einen Blick in die grünen Gartenhöfe des Bötzowviertels. \r\n\r\nWeiterhin gibt es zwei Schlafzimmer, davon eins mit Ankleide, ein Masterbad en suite, zusätzlich ein Gäste-WC, beide ausgestattet mit Bisazza-Mosaik-Fliesen.\r\nDer Innenausbau mit einzigartigen Design-Highlights ist auf höchstem Luxus-Niveau in viel Handarbeit entstanden und sucht seinesgleichen.', '- Fußbodenheizung\r\n- Eichendielenparkett\r\n- SieMatic-Küche mit hochwertigen Einbaugeräten\r\n- Balkon mit Blick in den grünen Innenhof\r\n- Bisazza-Mosaik-Fliesen\r\n- Freistehende Badewanne\r\n- Freigelegte Backsteinwände & Rundbögen\r\n- Gemeinschaftlich genutzter grüner Gartenhof', 'Das Objekt befindet sich in einer der begehrtesten Lagen von Prenzlauer Berg zwischen Bötzowviertel und Winskiez.\r\n\r\nZahlreiche kleine und individuelle Cafés, Restaurants und Bars bereichern den Kiez. \r\nEin Supermarkt ist nur ca. 100m entfernt und weitere Einkaufsmöglichkeiten befinden sich fußläufig in wenigen Minuten.\r\n\r\nDie Anbindung mit der BVG ist perfekt und man erreicht sowohl die City-Hotspots als auch die umliegenden Erholungsgebiete im Berliner Norden problemlos!', 'Vereinbaren Sie noch heute Ihren persönlichen Besichtigungstermin, um sich selbst von diesem Liebhaberstück zu überzeugen. \r\n\r\n\r\nWEITERE WOHNUNGEN VERFÜGBAR!\r\n\r\n\r\nWir haben insgesamt 40 Wohnungen von 58 - 285 m² in diesem Projekt. Sprechen Sie uns gerne anhand Ihrer Suchkiterien an und wir finden das passende Schmuckstück für Sie!\r\n\r\nDiese, sowie die meisten anderen Wohnungen im Haus sind schon fertiggestellt, sodass Sie einen guten Eindruck des extrem hochwertigen Ausbaustandards und der Liebe zum Detail bekommen!'];combined_heat_and_power_plant;;1896;1;;
2020-05-24 21:22:14.573365;Berlin;;ONE_YEAR_FREE;97549;n;n;https://pictures.immobilienscout24.de/listings/77593d7d-70bb-46c6-8663-cd4fa090d3dc-1302797917.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;21;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;11.3;112165210;gas;n;false;MagentaZuhause L;y;Berlin;y;8;;27;energy_required;5.73;77;Berlin;10789;no_information;no_information;F;false;100 MBit/s;no_information;"N&uuml;rnberger Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Nürnberger_Straße;apartment;10789;2.5;172.5;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;479000;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;Nürnberger27_11;3;Berlin;/expose/112165210;"['- Seitenflügel\n- Bad mit Fenster und Wanne\n- 3. Obergeschoss', ""Der Altbau befindet sich im Zentrum des ehemaligen West-Berlins in der Nähe der S- und U-Bahn-Station Zoologischer Garten mit Anbindungen zu mehreren Regionalbahnen, Bussen sowie S- und U-Bahnen.\n\nUnweit befindet sich der Kurfürstendamm (Ku'damm), die Kaiser-Wilhelm-Gedächtnis-Kirche,  das Kaufhaus des Westens (KaDeWe), das berühmte Café Kranzler mit Terrasse und der Zoologische Garten mit Aquarium."", 'Die Wohnung wird spätestens zum 31. Dezember 2019 frei.']";self_contained_central_heating;;1933;1;;3
2020-05-24 21:22:14.953460;Berlin;;ONE_YEAR_FREE;15754699;n;n;https://pictures.immobilienscout24.de/listings/0cb9676e-8921-42f2-ae2c-29995cc91841-1329988488.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;10.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;10.37;112183189;natural_gas_light;n;false;MagentaZuhause L;y;Berlin;n;5;;29;energy_consumption;4.8;58;Berlin;12207;no_information;no_information;;false;100 MBit/s;no_information;"M&uuml;llerstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Müllerstraße;apartment;12207;2;176;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15650116;219000;profile0;;2;true;n;;n;n;Lichterfelde_Steglitz;6066;2;Berlin;/expose/112183189;['Das gepflegte Altbaugebäude aus der Jahrhundertwende befindet sich in einer ruhigen Seitenstraße im südlichen Teil von Lichterfelde und ist von einem grünen Wohnumfeld umgeben.\n\nDie hier angebotene Wohneinheit liegt im 1. Obergeschoss des Vorderhauses und verfügt über 2 Zimmer, eine geräumige Küche und ein Badezimmer. Die schöne Loggia ist zur ruhigen Straße gerichtet. \n\nAlle Räumlichkeiten der Wohneinheit sind separat vom Flur aus begehbar.\n\nEines der Zimmer, sowie die Küche und das Bad sind zum wundervollen, idyllischen Garten ausgerichtet und verschaffen einen wohltuenden Ausblick ins Grüne. \nEin Highlight ist der herrlich begrünte und großzügige Garten, der zu einem netten Beisammen einlädt.\nAuf Grund des Vermietungsstatus, ist es uns leider nicht möglich, Innenbilder der Wohneinheit zu veröffentlichen. \n\nWir zeigen Ihnen die Wohnung gern persönlich. Bitte vereinbaren Sie einen Termin mit uns.\n', 'Die Immobilie befindet sich in gutbürgerlicher Lage in Berlin-Lichterfelde - Süd und grenzt an Teltow.  \nGanz in der Nähe der Müllerstraße finden sich Geschäfte des täglichen Bedarfs. Zudem gibt es einige Restaurants die, nach einem entspannten Spaziergang durch den Stangenpfuhlgraben, zum Verweilen einladen.\n\n\nÖffentliche Verkehrsmittel wie die S-Bahn (Lichterfelde Süd oder \nOsdorfer Str.), sowie einige Buslinien lassen sich problemlos zu Fuß erreichen und bringen Sie innerhalb kürzester Zeit ins Zentrum von Berlin. \n\nDiese Wohngegend bietet ideale Möglichkeiten nach einem stressigen Arbeitstag abzuschalten und sich zu entspannen. \n'];self_contained_central_heating;;1909;1;;
