timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_project_id;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_nbp;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_rentSubsidy;obj_energyType;obj_energyEfficiencyClass;obj_thermalChar;obj_lastRefurbish;ga_cd_via_qualified;ga_cd_developer_virtualreality;obj_usableArea;obj_groupnumber;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_galleryAd;obj_noParkSpaces
2020-05-24 20:58:37.090515;Berlin;floor_heating;ONE_YEAR_FREE;14564385;y;y;https://pictures.immobilienscout24.de/listings/a50cd38b-7529-4107-8e52-18bb5d1ef47d-1361997058.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;23;10.07;40 MBit/s;telekom_layer_magenta_l;über VDSL;2020;REGULAR;90480;10.07;117100231;no_information;n;false;MagentaZuhause L;y;Berlin;n;8;9;14;6.01;70.64;Berlin;12489;first_time_use;sophisticated;false;100 MBit/s;no_information;"Waldstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Waldstraße;roof_storey;12489;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;5;true;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01000719412;407946;profile0;5;3;true;n;showqualicontactform;n;n;Adlershof_Treptow;N-222;3;Berlin;/expose/117100231;['Der Neubau des Mehrfamilienhauses Waldstraße 14 erfolgt als Lückenbebauung und fügt sich mit den beiden angrenzenden Bestandsgebäuden zu einem harmonischen Gesamtbild. \n\nAuf einer Grundstücksgröße von 525 qm entstehen insgesamt 12 Wohneinheiten verteilt auf 5 Etagen, über eine Gesamtwohnfläche von ca. 1090 qm.\n\nDabei ist für jede Obergeschoss-Wohnung ein Balkon mit ca. vier bzw. sechs Quadratmeter in Südostausrichtung geplant. \n\nDie Erdgeschosswohnungen verfügen über eine Gartenterrasse und die Dachgeschosswohnungen über Zugang zu je zwei großzügigen, bis zu 20 qm großen Dachterrassen. Dabei fällt der Blick in den grünen Innenhof, der neben einem hauseigenen Spielplatz auch Fahrradstellplätze bietet. \n\nUm den Mietern den Zugang zu den oberen Geschossen zu erleichtern, ist ein Personenaufzug geplant, welcher vom Erdgeschoss bis in das Dachgeschoss', '+ Parkett\n+ Feinsteinzeug Markenfabrikat\n+ geräuscharmer und barrierefreier Aufzug \n+ qualitativ hochwertige Badarmaturen\n+ bodengleiche Rainshower Duschen\n+ dreifachverglaste Fenster\n+ Außenverschattung\n+ einbruchssichere Wohnungstüren mit Mehrfachverriegelung \n+ glatt gespachtelte Wände\n+ Innentüren mit innenliegenden Türfangbänder \n+ große Balkone bzw. Terrassen\n+ teils Hauswirtschaftsraum mit Waschmaschinenanschluss', 'Das ca. 515 qm große Grundstück Waldstraße 14 befindet sich im Bezirk Treptow-Köpenick westlich des Treptower Zentrums. Die angrenzenden Gebäude sind viergeschossige Gründerzeitgebäude mit Dachgeschossen als Berliner Mansarddächer. \n\nDas Gebiet zeichnet sich durch ca. 3,5 m tiefe Vorgärten vor allen Gebäuden aus. \n\nIn Adlershof wohnen rund 17.000 Menschen, überwiegend im alten Ortskern. \n\nDer Technologiepark und der Uni-Campus liegen am ehemaligen Flugplatz, dem heutigen Park. \n\nAm wichtigsten Wissenschafts-, Wirtschafts- und Medienstandort Berlins erwarten Sie zehn außeruniversitäre Forschungseinrichtungen, sechs Institute der Humboldt-Universität und rund 1.100 technologieorientierte Firmen. \nZudem kommt eine sehr gute Anbindung in das Stadtzentrum von Berlin.'];;;;;;;;;;;;;
2020-05-24 20:58:37.431438;Berlin;no_information;;300581;n;y;https://pictures.immobilienscout24.de/listings/530834f8-cfe4-42cc-8e6c-de6ede76efd3-1361837250.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.12;;;;1964;;;11.12;117081307;combined_heat_and_power_fossil_fuels;y;false;;y;Berlin;y;4;2;xx;6.13;38.63;Berlin;10629;no_information;no_information;false;;no_information;"Sybelstra&szlig;e";n;;;Sybelstraße;raised_ground_floor;10629;1;n;2,active;;Deutschland;top;;wohnung_kauf;n;;;;;001.300581;190000;profile0;;1;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;117081307;1;Berlin;/expose/117081307;"['Raumaufteilung:\n- Die Diele ist zentral gelegen, von ihr gehen alle Räume ab, \n- Küche, Bad und das Zimmer mit Balkon sind mit ihren Fenstern nach Süden ausgerichtet, \n- Das Wannenbad mit Fenster verfügt auch über einen Waschmaschinenstellplatz.', 'Das Zimmer und die Diele sind mit Teppichauslegeware versehen. \nDie Diele ist mit einem auch als Garderobe nutzbaren Einbauschrank ausgestatt. \nIm Wohnzimmer bietet ein weiterer Einbauschrank viel Stauraum; daneben ist es mit einem Ess-bzw. Arbeitstisch, sowie einem Schlafsofa und einem Couchtisch versehen. Ein Fernseher rundet die Einrichtung ab. \nBad und Küche sind gefliest.\nDer Balkon ist nach Süden ausgerichtet. \nDie Einbauküche mit Hänge- & Unterschränken sowie Arbeitsplatte verfügt neben Herd und Spüle über einen Kühlschrank mit Gefrierfach und eine Spülmaschine. \nDas Wannenbad ist mit einer Waschmaschine ausgestattet. \nZur Wohnung gehört ein Keller (Gemeinschaftseigentum), ein Fahrradkeller steht ebenso zur Verfügung.', 'Hochparterre mitte (Laut Teilungserkl. Erdgeschoss, baulich jedoch Hochparterre). \nDas Objekt befindet sich im Bezirk Charlottenburg in einer bevorzugten Wohnlage. \nIn der Nachbarschaft befinden sich gute Einkaufsmöglichkeiten: Die Wilmersdorfer \nStraße bietet auch über den täglichen Bedarf diverses an Einkaufsmöglichkeiten, zum Kurfürstendamm sind es ca. 250 Meter. \nDie Anbindung an den öffentlichen Nahverkehr ist durch Bus sowie S- und U-Bahn gegeben.  Mit  dem Auto ist man schnell  über den Kurfürstendamm oder die Kantstraße auf dem Stadtring. \nZum Naherholungsgebiet Grunewald mit seiner Seenkette oder dem Naturschutzgebiet am Teufelsberg sind es nur ca. 10 bis 15 Autominuten – je nach Verkehrslage.', 'Auf Wunsch vermitteln wir Immobilien zur Eigennutzung sowie zur Kapitalanlage.\nFür eine unverbindliche Beratung bzw. Einschätzung stehen wir Ihnen gerne zur Verfügung.\nKontaktieren Sie uns telefonisch oder per E-Mail:\n030 881 33 89 oder duelk-immobilien@t-online.de']";118;energy_required;NO_INFORMATION;120.5;;;;;;;;;
2020-05-24 20:58:37.787513;Berlin;district_heating;ONE_YEAR_FREE;164338;n;y;https://pictures.immobilienscout24.de/listings/ff4cb6e3-98fb-437e-86f4-26d6d0346996-1362091447.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1905;REGULAR;;11.37;117109798;district_heating;y;false;MagentaZuhause L;y;Berlin;y;11;1;no_information;5.8;230;Berlin;10707;refurbished;sophisticated;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10707;5;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;4;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.164338;2500000;profile0;6;5;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;AIB12868;7;Berlin;/expose/117109798;"['Es handelt sich um eine herrschaftliche 5-Zimmer-Designer-Wohnung mit ca. 230 qm repräsentativer & stilvoller Wohnfläche, gelegen im 4 Obergeschoss eines herrschaftlichen Gründerzeit-Altbaus aus dem Jahre 1905, welcher in den Jahren 2013-2015 sehr aufwendig saniert und modernisiert wurde.\r\rDie Wohnung verfügt über einen großzügigen Empfang, ein modernes Gäste-WC, ein herrschaftliches Wohnzimmer, ein großes Speisezimmer mit offener Küche, ein geräumiges Kinder-/ Arbeitszimmer, ein großes Schlafzimmer mit Zugang zum exklusiven Designer-Bad, ein großzügiges Kinderzimmer mit Zugang zum Südbalkon, ein exklusives Designer-Badezimmer, sowie einen Hauswirtschaftsraum.\r\rDie Wohnung wurde für über 300.000,- € sehr hochwertig ausgestattet und befindet sich in einem hervorragenden Gesamtzustand.\rZu den besonderen Ausstattungsmerkmalen gehören: hochwertige Parkettböden, stuckverzierte Decken mit ca. 3,70 m Deckenhöhe, zwei exklusive Designer-Bäder mit Fußbodenheizung, modernes Gäste-WC, glatt gespachtelte Wände.\r\rDas Haus verfügt über einen Aufzug sowie einen lichtdurchfluteten und begrünten Innenhof mit einem kleinen Teich. Die Heizungsversorgung erfolgt über eine moderne Fernwärmeheizung, die Warmwasserversorgung erfolgt dezentral. Der Energieverbrauchskennwert des Gebäudes beträgt 102 kWh/(qm∙a).\r\rZu der Wohnung gehört ein Kellerraum. Die Wohnung ist sofort bezugsfrei. ', 'Eine ausgezeichnete Adresse in sehr begehrter Lage von Berlin-Wilmersdorf – nur wenige Gehminuten zum Kurfürstendamm, zwischen Ludwigkirchplatz und Olivaer Platz!', 'Unser Service für Eigentümer\rWir stehen Ihnen bei dem Verkauf Ihrer Immobilie vom Anfang bis zum fertigen Abschluss diskret und kompetent zur Verfügung. \rJeder Schritt erfolgt nach Absprache mit Ihnen. \rSie entscheiden über die Verkaufsstrategie Ihres Objektes, ob diskret und ""off-market"" oder eine qualifizierte Vermarktung in Print- sowie Onlinemedien. \rWir verfügen immer über den richtigen Käufer. \rZudem bewerten wir Ihre Immobilie kostenfrei, entsprechend dem aktuellen Marktwert.\rGerne beraten wir Sie kostenlos persönlich in unserem Büro, per Telefon oder per E-Mail!\rWir freuen uns von Ihnen zu hören!\rwww.immo-boerse.com']";;energy_consumption;;102;2015;;;;;;;;
2020-05-24 20:58:38.137754;Berlin;self_contained_central_heating;ONE_YEAR_FREE;446752;n;n;https://pictures.immobilienscout24.de/listings/d738ffa1-9133-4694-895b-f7b7b1b7514d-1362016243.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.12;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;;11.12;117105373;gas;n;false;MagentaZuhause L;y;Berlin;n;9;;no_information;6.13;104.09;Berlin;10627;need_of_renovation;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10627;4;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;1;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.446752;509000;profile0;;4;true;n;;n;n;Charlottenburg_Charlottenburg;117105373;5;Berlin;/expose/117105373;['Das Wohnhaus liegt im Zentrum des Ortsteils Charlottenburg im Berliner Stadtbezirk Charlottenburg-Wilmersdorf. Dies ist einer der begehrtesten Wohnlagen von Berlin. Die umliegende gewachsene Bebauung stammt aus unterschiedlichen Baujahren. Der Standort bietet ein urbanes Flair mit zahlreichen Restaurants, Cafés und einem abwechslungsreichen Angebot an Geschäften des täglichen Bedarfs sowie öffentlichen Einrichtungen.'];155;energy_required;NO_INFORMATION;129;;true;;;;;;;
2020-05-24 20:58:38.483159;Berlin;central_heating;ONE_YEAR_FREE;16048948;n;y;https://pictures.immobilienscout24.de/listings/f109e07e-b786-4288-b5fc-4a5e1c21667e-1362080785.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;;11.37;117114315;;n;false;MagentaZuhause L;y;Berlin;y;8;;118;5.8;70;Berlin;10717;well_kept;normal;false;100 MBit/s;no_information;Uhland str.;y;https://padlock.link/ioml;https://padlock.link/ml;Uhland_str.;apartment;10717;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;4;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15850880;499000;profile0;6;3;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;117114315;3;Berlin;/expose/117114315;['Das Haus wird zur Zeit  komplett Saniert!!!\n\n- Wohnfläche: ca. 70 m²\n- 3 Zimmer, Küche und Bad\n- 2 Balkone.\n- ca. 2016 renoviert:\n-Bad neu\n- neue Elektrik\n- neues Dach  \n- neue Fassade \n\nDie  Eigentumswohnung liegt im Herzen von Berlin-Wilmersdorf.\n\nDie Wohnung wurde 2016 renoviert, u. a. wurde das Badezimmer und die Küche erneuert, neue Elektrik und der Fußboden, \ndaher befindet sich die Wohnung in einem gepflegten,  Zustand und wird Ihren neuen Eigentümern sicher viel Freude bereiten. \n\nDas Dach wurde 2016 erneuert und die Fassade und das Treppenhaus wurden vor knapp 4 Jahren renoviert.', 'Die Uhlandstraße im Berliner Bezirk Charlottenburg-Wilmersdorf durchquert den Bezirk parallel zur Bundesallee in Nord-Süd-Richtung. Zwischen Kantstraße und Kurfürstendamm unterquert die Uhlandstraße eine Brücke der Stadtbahn. In diesem Bereich wird die Wohnbesiedlung auch zusehends durch Geschäfte, Restaurants und Bars ergänzt.', 'Sie wollen Ihre Immobilie verkaufen?\nWir haben vielleicht schon einen Käufer für Sie!\nGerne kümmern wir uns professionell und engagiert um den Verkauf Ihres Objektes.'];;;;;2020;;;;;;;;
2020-05-24 20:58:38.843999;Berlin;district_heating;ONE_YEAR_FREE;17689537;n;n;https://pictures.immobilienscout24.de/listings/a0ce2c68-2c24-40fd-af48-145035caa3b5-1363804857.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;10.95;40 MBit/s;telekom_layer_magenta_l;über VDSL;1906;REGULAR;;10.95;117108524;district_heating;n;false;MagentaZuhause L;n;Berlin;n;7;1;103;6.54;52.08;Berlin;10439;well_kept;no_information;false;100 MBit/s;no_information;"Sch&ouml;nhauser Allee";y;https://padlock.link/ioml;https://padlock.link/ml;Schönhauser_Allee;apartment;10439;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;4;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.d41f4c69-eb7b-4709-b891-42c728a6b026;325000;profile0;5;2;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;SAG004_SA103_WE29;2;Berlin;/expose/117108524;"['ANSPRECHENDER UND INTERESSANTER ALTBAU!\n\nDer sehr gepflegte und ansprechende Altbau besteht aus 2 größeren Gewerbeeinheiten sowie 35 Wohnungen, die sich über das Vorderhaus, 2 Seitenflügel und 2 Gartenhäuser erstrecken. Alle Gebäudeteile sind unterkellert. Die Innenhöfe sind geschmackvoll gestaltet und als gepflegt zu bezeichnen. Das Dachgeschoss ist bereits ausgebaut. Außerdem verfügen fast alle Gebäudeteile über Aufzüge.', 'PERFEKT GESCHNITTEN - HELL - KLASSISCHE ALTBAUWOHNUNG!\n\nRenovierte, helle und praktisch geschnittene Wohnung in gutem Zustand mit Dielenboden, modern gefliestem Wannenbad mit Fenster sowie separater und ausreichend großer Küche mit Fenster. Die Wohnung ist äußerst praktisch geschnitten und verfügt über separate Zimmer, welche ausreichend groß demensioniert sind.   \nEine schöne 2-Zimmerwohnung in einer sehr gefragten Lage im quirligen Prenzlauer Berg!', 'MITTEN IM LEBEN - ATTRAKTIVE LAGE IN BERLIN - PRENZLAUER BERG!\n\nAbsolut reizvolle und sehr gefragte Lage in Prenzlauer Berg! Das Wohnumfeld zeichnet sich unter anderem durch eine Vielzahl von Restaurants, Bars, Cafés, Clubs sowie Einkaufsmöglichkeiten aus. Kleinere Läden und Geschäfte zum ""Schmökern"" in den Seitenstraßen, aber auch größere Einkauszentren (z. B. die ""Schönhauser-Allee-Arcaden"") zeigen die Vielfältigkeit dieser Wohnlage. Selbstverständlich sind auch Kitas, Schulen, Bibliotheken, kulturelle Einrichtungen, kleine Galerien und Ärzte in unmittelbarer Wohnumgebung vorhanden. Viele kleine (Arnimplatz und Humannplatz) und größere Parks (Mauerpark) stehen Ihnen als ""grüne Inseln"" im bewegten Großstatdtalltag zur Verfügung. Die Anbindung an die öffentlichen Verkehrsmittel ist hervorragend. Der S-/U-Bahnhof Schönhauser Allee (Ringbanh, U 2 sowie diverse Tram- und Buslinien) ist in Kürze fußläufig erreichbar.', 'Wir freuen uns von Ihnen zu hören und stehen für weitere Fragen und einen Besichtigungstermin selbstverständlich gern zur Verfügung!']";172.32;energy_required;;365;;;true;;;;;;
2020-05-24 20:58:39.192073;Berlin;central_heating;ONE_YEAR_FREE;16480061;n;n;https://pictures.immobilienscout24.de/listings/27a3a747-16e5-4838-a1f3-cbfef99ff82a-1362099482.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;11.12;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;;11.12;117116742;district_heating;n;false;MagentaZuhause L;n;Berlin;y;5;1;24;6.13;50;Berlin;14059;well_kept;normal;false;100 MBit/s;no_information;Wundtstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Wundtstr.;apartment;14059;1;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007331745;230000;profile0;4;1;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;STW4;2;Berlin;/expose/117116742;['Der Gründerzeitaltbau in der Wundtstr. 24 wurde ca. im Jahre\n1900 errichtet und besteht aus 20 herrlichen Berliner Altbauwohnungen, 2 Gewerbeeinheiten und einem Dachgeschossrohling, der zu Wohnungen ausgebaut wird.\n\nPrächtige Stuckelemente, elegante Holzgeländer und massive Holzkassettentüren schmücken das gepflegte Treppenhaus. Die Beheizung erfolgt über Fernwärme.\n\nDie Fassade wurde kürzlich neu gestrichen. Das Haus verfügt über einen gepflegten Innenhof.\nDie Wohnung erstreckt sich über ein Zimmer, eine Küchenecke und ein Badezimmer.\n\nAlternativ könnte die Wohnung zu einer 2-Zimmer- Wohnung umgestaltet werden (siehe Alternativgrundriss).\nDie Ausrichtung der Fenster geht nach Osten.', '• Aufteilung nach WEG: 02/2018\n• Mietbeginn: 08/2006 (10-jährige Sperrfrist) \n• NKM: €301,- \n• Zahlmiete: €415,- (davon €114,- Nebenkostenvorauszahlung) \n• Hausgeld: €150,- \n• davon sind umlagefähig: €94,- \n• davon sind nicht umlagefähig: €56,- \n• Dielenboden \n• Duschbad \n• gepflegtes Treppenhaus \n• hohe Decken \n• ruhiger begrünter Hof \n• Nahe dem Lietzensee \n• Nahe U-Bhf. Kaiserdamm / S-Bhf. Messe Nord/ICC', 'Willkommen in Charlottenburg!\n\nDas Mehrfamilienhaus befindet sich auf einer ruhigen Straße, vom Kaiserdamm abgehend, nahe dem Lietzensee.\n\nDie Einkaufsmeile Wilmersdorfer Straße sowie der Kurfüerstendamm befinden sich in unmittelbarer Nähe.\n\nGeschäfte des täglichen Bedarfs sowie Ärzte, Schulen und Kitas sind in näherer Umgebung zahlreich vorhanden.\n\nDie Autobahnzufahrt zur A 100 ist mit dem Auto quasi einen Katzensprung entfernt und öffentliche Verkehrsmittel wie Busse, U-/S-Bahn innerhalb weniger Fußminuten erreichbar.\n', 'Weitere vermietete Immobilien finden Sie unter:\nwww.homeestate.berlin\n\nIhr neues Heim zur Eigennutzung finden Sie auf www.homeestate.de\n\nÜbrigens: Unser Team steht Ihnen an 7 Tagen in der Woche für Besichtigungen gerne zur Verfügung – und das in 8 Sprachen.\n\nWir freuen uns auf ein persönliches Kennenlernen!'];150;energy_consumption;E;137;;;;50;;;;;
2020-05-24 20:58:39.590274;Berlin;self_contained_central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/7d9ae7e4-21c6-4863-9cde-a9a1911999ee-1362003599.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;10.81;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;;10.81;117101926;gas;n;false;MagentaZuhause L;y;Berlin;y;6;1;19;6.01;58.96;Berlin;12161;no_information;no_information;false;100 MBit/s;no_information;"Rheingaustra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Rheingaustraße;apartment;12161;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;259000;profile0;;2;true;n;showqualicontactform;n;n;Friedenau_Schöneberg;Rheingau19_20;2;Berlin;/expose/117101926;['Der denkmalgeschützte Altbau hat 4 Geschosse.\nDerzeit sind 25 Wohnungen in dem Objekt.', '- Süd-Balkon\n- 2. Obergeschoss\n- vermietet\n- Gartenhaus', 'Das Mehrfamilienhaus wurde ca. 1910 in gutbürgerlicher Lage in  Berlin-Schöneberg, Ortsteil Friedenau, an der Grenze zu Wilmersdorf erbaut. \n\nDie beiden U-Bahnhöfe „Friedrich-Wilhelm-Platz“ und „Rüdesheimer Platz“ sind bequem zu Fuß erreichbar.\nIm Umfeld gibt es zahlreiche Geschäfte und Einkaufsmöglichkeiten, Ärzte, Schulen, Kitas, diverse Restaurants und Cafés.\n\nUnweit befinden sich  das „Kleine Theater am Südwestkorso“, das „Zimmertheater Steglitz, das Kino „Cinema“, sowie das Kino „Titania Palast“ nahe der Schloßstraße.', 'Die monatliche Bruttomiete beträgt 253,87 €.'];;;;;;;;;0;;;;
2020-05-24 20:58:39.969046;Berlin;;ONE_YEAR_FREE;17689537;n;y;https://pictures.immobilienscout24.de/listings/13b56189-8172-44d2-94c6-05f45299546d-1362001942.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;17;10.09;40 MBit/s;telekom_layer_magenta_l;über VDSL;1939;REGULAR;;10.09;117101364;oil;n;false;MagentaZuhause L;n;Berlin;n;6;1;48;4.59;68.85;Berlin;14167;well_kept;no_information;false;100 MBit/s;no_information;"Kilstetter Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Kilstetter_Straße;apartment;14167;2.5;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;3;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.d41f4c69-eb7b-4709-b891-42c728a6b026;299000;profile0;5;2;true;n;showqualicontactform;n;n;Zehlendorf_Zehlendorf;IVO002_KIL48_WE18;3;Berlin;/expose/117101364;['LEBEN IM GRÜNEN ZEHLENDORF\n\nDas 5-geschossige Wohngebäude aus dem Jahre 1939 verläuft parallel zur Sundgauer Straße im schönen Zehlendorf. Insgesamt beherbergt dieses Objekt 38 Wohneinheiten und ist vollständig unterkellert.', 'TOP GESCHNITTENE 2,5 ZIMMERWOHNUNG MIT BALKON\n\nDiese Wohnung befindet sich in einem gepflegten Zustand. Sie zeichnet sich vor allem durch folgende Ausstattungsmerkmale aus:\n\n* Gut geschnitten\n* Balkon mit Südostausrichtung\n* Einbauküche\n* gefliestes Wannenbad\n* Holzfußböden \n* hell', 'WOHNEN IN GRÜNEN ZEHLENDORF\n\nZehlendorf ist ein Berliner Ortsteil im Bezirk Steglitz-Zehlendorf. Er zählt zu den wohlhabenderen Gebieten Berlins und bietet für Familien die perfekte Basis. Nicht nur Einkaufsmöglichkeiten und öffentliche Verkehrsmittel sondern auch div. Kindergärten, Schulen usw. befinden sich in direkter Umgebung. Darüber hinaus befindet sich das Zentrum von Zehlendorf nur eine Haltestelle von der Kilstetter Straße entfernt und läd somit zu gemütlichen Stadtspaziergängen ein.', 'Wir freuen uns von Ihnen zu hören und stehen für weitere Fragen und einen Besichtigungstermin selbstverständlich gern zur Verfügung!'];283;energy_required;;165;;;;;;;;;
2020-05-24 20:58:40.446145;Berlin;central_heating;ONE_YEAR_FREE;296178;n;n;https://pictures.immobilienscout24.de/listings/120959fb-ef69-4bff-ab6c-e103c6e53f5c-1362005371.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1929;REGULAR;;11.3;117098635;district_heating;n;false;MagentaZuhause L;y;Berlin;y;3;1;no_information;6.91;41;Berlin;12439;well_kept;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;raised_ground_floor;12439;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.296178;143500;profile0;;2;true;n;showqualicontactform;n;n;Niederschöneweide_Treptow;117098635;2;Berlin;/expose/117098635;['Sie möchten gern ruhig wohnen, nicht viele Treppen steigen, dann sind Sie hier genau richtig. Begleiten Sie mich auf eine kleine Besichtigungstour: Wir treffen uns vor dem Haus, gehen ein paar Stufen hoch und schwupps, da stehen wir schon vor der Wohnungstür. Diese öffnet sich und gibt den Blick frei in den recht geräumig angelegten Flur, von dem die einzelnen Zimmer abgehen. Wir beginnen linker Hand mit dem Schlafzimmer, das zum begrünten innenhof ausgerichtet ist. In offener Weise wurde im Flur die Küche untergebracht, die bereits mit Einbauten versehen ist. Über einen kleinen Zwischenflur erreichen wir das tagesbelichtete Badezimmer. Modern und zeitlos gefliest, ist es mit Dusche, Handwaschbecken und Toilette ausgestattet. Auch die Waschmaschine findet hier ihren Stellplatz.\nRechter Hand vom Eingang liegt das Wohnzimmer, das zur Fennstraße ausgerichtet ist. Sehr charmant wirkt der abgezogene Dielenboden. Die Wohnung ist kompakt geschnitten, optimal aufgeteilt und durch die Sachgassenlage nur vom Anliegerverkehr frequentiert. \n\nDamit schließe ich meine kleine Besichtigungstour, bleibt nur noch zu erwähnen, dass die Wohnung zentral beheizt wird und ein separater Kellerraum dazu gehört. Wenn Sie nun neugierig auf mehr geworden sind, dann ist das überhaupt nicht schlimm. Schicken Sie mir eine E-Mail mit Ihren ausnahmslosen Kontaktdaten (Vor- und Nachname, Anschrift und Telefonnummer), dann erhalten Sie das Exposé mit der genauen Anschrift. Sollte Ihnen die Lage der Immobilie zusagen, dann stehe ich Ihnen gern zeitnah für eine Einzelbesichtigung zur Verfügung.'];172.15;energy_consumption;NO_INFORMATION;108.6;;;;;;;;;
