timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_usableArea;obj_energyEfficiencyClass;obj_lastRefurbish;ga_cd_via_qualified;obj_noParkSpaces;obj_groupnumber;obj_project_id;obj_nbp;obj_galleryAd;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed
2020-05-24 20:48:05.143489;Berlin;self_contained_central_heating;ONE_YEAR_FREE;15582290;n;y;https://pictures.immobilienscout24.de/listings/007c2656-9d8a-4f5a-9bf6-24b0cc1cebf8-1368576024.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;16.54;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;16.54;118267915;gas;n;false;MagentaZuhause L;y;Berlin;y;7;1;169;no_information;energy_required;8.84;68.5;Berlin;12055;no_information;simple;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12055;2;130;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15506863;375000;profile0;4;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;2131110;3;Berlin;/expose/118267915;['Diese originelle Altbauwohnung von ca. 68,5 qm befindet sich im Vorderhaus eines Altbaus im südlichen  Neukölln in der Nähe des Richardplatzes.\nDie beiden Wohnräume sind zur Strassenseite /Böhmischer Platz ausgerichtet. \nKüche und Bad orientieren sich zum begrünten  Innenhof.\nDie Wohnung ist bezugsfrei !\n\n \n\n\n\n\n\n\n', '- originale Doppelkastenfenster \n- Flügeltür zwischen den beiden Wohnräumen \n- originaler Deckenstuck\n- Deckenhöhe ca. 3,40 m !\n- Holzdielen  in den Wohnräumen und Flur \n- teilweise alte Türen und Zargen\n- Bad mit Dusche und Fenster \n- Balkon\n- Gasetagenheizung\n- Verkauf im Ist - Zustand', 'Beliebte Lage in Neukölln innerhalb des S-Bahn-Rings nahe Richardplatz / Tempelhofer Flugfeld.\n\nU7 - Station Neukölln - S - Bahn Station Sonnenallee\n\n', 'Die angegebene Wohnfläche ist nach DIN 277 berechnet. Die Balkonfläche ist mit 100 %  angerechnet.\n'];;;;;;;;;;;
2020-05-24 20:48:05.489271;Berlin;gas_heating;ONE_YEAR_FREE;15757985;n;n;https://pictures.immobilienscout24.de/listings/915785f5-1358-47d0-b091-49e0e062459e-1368577284.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;10.77;40 MBit/s;telekom_layer_magenta_l;über VDSL;1895;REGULAR;10.77;118267982;gas;n;true;MagentaZuhause L;y;Berlin;n;9;1;425.85;9;energy_consumption;5.67;116.54;Berlin;10115;well_kept;no_information;false;100 MBit/s;no_information;"Rheinsberger Stra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Rheinsberger_Straße;apartment;10115;3;130.8;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15652831;543000;profile0;;3;true;n;showqualicontactform;n;n;Mitte_Mitte;TC1744;5;Berlin;/expose/118267982;['Im Wohn- und Geschäftshaus in der Brunnenstraße 146 / Rheinsberger Straße 9 gehen klassischer Charme und modernes Ambiente eine charaktervolle Verbindung ein. Der Gebäudekomplex vereint insgesamt 31 Bestandswohnungen, vier neu entstehende Penthouses sowie drei Gewerbeeinheiten in einem harmonischen Ensemble. \nFassade, Treppenhäuser und Innenhof erhalten einen zeitgemäßen Look – neue Aufzüge sorgen für zusätzlichen Komfort. Ein besonderes Highlight bieten die vielzähligen neuen Balkone, die mit ihrer ruhigen Lage zum sonnigen Innenhof zur Entspannung einladen. \nMit den teils vermieteten, teils bezugsfreien Wohnungen bietet die Brunnenstraße 146 / Rheinsberger Straße 9 vielfältige Nutzungsmöglichkeiten: Vom Investment mit hohem Wertbestand bis hin zur Eigennutzung für Paare, Singles und Familien.\n', 'Den Ein- bis Dreizimmerwohnungen liegen sieben verschiedene Grundrisstypen zugrunde, sodass für jeden Bedarf die richtige Größe dabei ist. Bei den 31 Wohneinheiten reicht das Spektrum von smarten 26 m² für den Single- und Studentenhaushalt bis hin zur großzügigen 120 m² Wohnung.\n\nDie Mieter genießen einen 10-jährigen Kündigungsschutz. \n\nDer Senat von Berlin hat die Verabschiedung eines sogenannten Mietdeckel-Gesetzes beschlossen, der die Miethöhen über die bundesweit geltende Mietpreisbremse hinaus reglementieren soll.\nInformationen des Senats von Berlin diesbezüglich finden Sie unter\nhttp://www.stadtentwicklung.berlin.de/wohnen/wohnraum/mietendeckel/\n\n\n', 'Vom Rosenthaler Platz zum Humboldthain: Mit fast zweieinhalb Kilometern Länge zieht sich die Brunnenstraße durch das Herz Berlins. Ihre mehr als 200 Jahre alte Geschichte spürt man noch heute an jeder Straßenecke. Beeindruckende Altbaustraßenzüge, historische Bausubstanz und weitläufige Parkanlagen prägen das Erscheinungsbild der unmittelbaren Nachbarschaft. Im nahegelegenen Volkspark am Weinberg und auf der Freifläche der Gedenkstätte Berliner Mauer an der Bernauer Straße finden Freizeitsportler attraktive Strecken zum Joggen und Spaziergehen. Sonntags lädt der Mauerpark zum Schlendern über den berühmten Flohmarkt bei Live-Musik und Karaoke ein.\n\nAngesichts der Vielzahl abwechslungsreicher Angebote in der Umgebung kommt garantiert keine Langeweile auf. Während sich um Rosenthaler Platz und Torstraße trendige Geschäfte, Restaurants und Szenebars aneinanderreihen, bieten Arkonaplatz und Zionskirchplatz Freizeit- und Erholungsmöglichkeiten mitten in der City. Die Gegend zeichnet sich überdies durch eine familienfreundliche Infrastruktur mit vielen Spielplätzen, Schulen und Kitas aus. Mit der direkt vor der Haustür liegenden U-Bahnstation Bernauer Straße ist eine optimale Anbindung an den öffentlichen Nahverkehr gegeben, sodass nahezu alle Ecken Berlins bequem zu erreichen sind.\n\n', 'Mit Ihrer Anfrage werden Ihre Kontaktdaten an uns übermittelt. Um Ihr Anliegen zu bearbeiten,  werden Ihre Daten durch uns erfasst und digital gespeichert. \nWeitere Informationen zum Thema Datenschutz finden Sie auf unserer Homepage.'];;;;;;;;;;;
2020-05-24 20:48:05.888524;Berlin;central_heating;ONE_YEAR_FREE;4963961;n;y;https://pictures.immobilienscout24.de/listings/02f8a791-07d2-4a6f-bade-985e1f70b0ce-1368590509.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;11.3;118267890;gas;n;false;MagentaZuhause L;y;Berlin;n;10;1;366.69;no_information;energy_consumption;5.76;131.65;Berlin;14059;first_time_use;sophisticated;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;14059;3;98.84;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.4963961;850000;profile0;5;3;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;118267890;6;Berlin;/expose/118267890;['Berliner Altbau von 1910. \nAngeboten werden verschiedene, leerstehende Wohnungen, 40 - 150 qm, darunter drei Dachgeschosswohnungen mit Balkonen die gerade komplett neu ausgebaut werden.', 'Derzeit befindet sich das Dach, die Fassade, der Aufzug sowie die leerstehenden Wohnungen in der Renovierungsphase. Weitere Details auf Anfrage.\nDie Bilder sind Musterbilder aus unterschiedlichen Wohnungen!', 'Das Haus in der Sophie-Charlotten-Str. befindet sich am Litzensee nahe Bus und U Bahn. Der Klausenerplatz und das Charlottenburger Schloss sind ebenfalls fußläufig zu erreichen. Schulen, Kindergärten und alle Geschäfte des täglichen Bedarfs befinden sich in unmittelbarer Nähe.', 'Auf Anfragen von Maklerkollegen bitte ich abzusehen!!!\n\nDie Immobilie wird im Alleinauftrag angeboten. Gerne übersenden wir Ihnen weitere Informationen zum Objekt. Vollständige Angaben zu den angebotenen Wohnungen werden nur übermittelt, wenn die Kontaktdaten des Interessenten vorliegen.\n\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber übermittelt wurden. Wir übernehmen keine Gewähr/Haftung für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Es obliegt daher unseren Kunden, die darin enthaltenen Objektinformationen/Pläne und Angaben auf ihre Richtigkeit hin zu überprüfen. Zwischenverkauf bleibt vorbehalten. Die Weitergabe dieses Exposees an Dritte, ohne unsere Zustimmung löst gegebenenfalls Courtage- bzw. Schadensersatzansprüche aus.'];131.65;NO_INFORMATION;2020;;;;;;;;
2020-05-24 20:48:06.216516;Berlin;central_heating;ONE_YEAR_FREE;17715075;n;y;https://pictures.immobilienscout24.de/listings/7d7f440b-14a3-4540-9962-6ee3b567e035-1368596841.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;10.77;40 MBit/s;telekom_layer_magenta_l;über VDSL;1908;REGULAR;10.77;118270711;natural_gas_heavy;n;false;MagentaZuhause L;n;Berlin;y;9;1;270;no_information;energy_required;5.67;86.8;Berlin;10117;refurbished;sophisticated;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10117;3;;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.968e6cea-6a8f-4d9a-b345-d4c2d9f38b9b;744200;profile0;5;3;true;n;showqualicontactform;n;n;Mitte_Mitte;118270711;4;Berlin;/expose/118270711;['Wunderschöne ruhig gelegene 3-Zimmer-Altbauwohnung in einem prachtvollem Haus im Hotspot von Berlin!', '+ attraktiver Grundriss\n+ modern saniert\n+ Balkon\n+ Aufzug\n+ Keller\n+ hohe Decken\n\nDas gesamte Gemeinschaftseigentum wird aktuell auf Kosten der Eigentümer kernsaniert!', 'Eine der begehrtesten Wohnlagen der Stadt!. In unmittelbarer Umgebung befinden sich verschiedene Einkaufsmöglichkeiten und eine Vielfalt an verschiedenen Restaurants und Bars. Auch die öffentlichen Verkehrsmittel sind sehr schnell zu erreichen.', 'Ausführliche Informationen mit aussagekräftigem Exposé erhalten Sie gerne auf Anfrage mit Ihren Kontaktdaten und Telefonnummer.\n\nLiebe Interessenten Ihr Wohlergehen ist uns wichtig! Daher beachten Sie bitte, dass wir zum aktuellen Zeitpunkt nur Einzelbesichtigungen wahrnehmen und auf die hingewiesenen Hygienemaßnahmen sehr Wert legen. Es wird eine Desinfektion aller Türgriffe vor Besichtigung stattfinden und ein ausreichender Abstand eingehalten. Von einem Händeschütteln sehen wir derzeit zum Wohlergehen aller ab und händigen alle Dokumente nur noch digital aus.'];;;2020;true;;;;;;;
2020-05-24 20:48:06.559865;Berlin;central_heating;ONE_YEAR_FREE;1182370;n;y;https://pictures.immobilienscout24.de/listings/14bf69ea-7033-4823-8590-66b7c444486a-1368601446.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;10.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1975;REGULAR;10.37;118270982;oil;y;false;MagentaZuhause L;n;Berlin;y;4;3;229.74;7b;energy_consumption;4.8;46.26;Berlin;12203;well_kept;normal;false;100 MBit/s;outside;"D&uuml;rerstr.";n;https://padlock.link/ioml;https://padlock.link/ml;Dürerstr.;apartment;12203;1.5;153.3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1182370;160000;profile0;2;1;true;n;showqualicontactform;n;n;Lichterfelde_Steglitz;1315629;2;Berlin;/expose/118270982;['1 Zimmerwohnung mit separater Schlafkammer,\nmöbliert, offene Küche, großes Bad und Balkon', 'Einbauküche, Eichenparkett, möbliert,\ngroßes Wannenbad', 'Lichtenrade, unweit vom Hindenburgdamm,\nNähe Campus Benjamin Franklin', 'Sondernutzungsrecht an einem Stellplatz auf dem Innenhof'];46.26;NO_INFORMATION;;;1;9;;;;;
2020-05-24 20:48:07.270243;Berlin;wood_pellet_heating;ONE_YEAR_FREE;17775908;y;y;https://pictures.immobilienscout24.de/listings/3675616b-6398-483b-a460-0b10cff30981-1364781235.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;13.06;40 MBit/s;telekom_layer_magenta_l;über VDSL;2020;REGULAR;13.06;117609270;pellet_heating;n;false;MagentaZuhause L;n;Berlin;y;7;9;;6-12;;6.49;58.27;Berlin;13405;first_time_use;sophisticated;false;100 MBit/s;outside;Rue Nungesser et Coli;n;https://padlock.link/ioml;https://padlock.link/ml;Rue_Nungesser_et_Coli;ground_floor;13405;2;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008459421;312000;profile0;3;2;true;n;showqualicontactform;y;n;Reinickendorf_Reinickendorf;2-16;2;Berlin;/expose/117609270;['Inmitten der Natur, umgeben von Wald und Flughafensee, entstehen 28 Eigentumswohnungen in zwei dreigeschossigen Häusern. Zwischen den Häusern verläuft eine schöne Pergola. Sie erinnert ein wenig an den sonnigen Süden und verleiht dem Grundstück eine individuelle Note. Umschlossen werden die Häuser von einer gestalteten Gartenanlage. Die Wohnungsgrößen variieren zwischen 47 und 110 Quadratmetern Wohnfläche, aufgeteilt auf zwei oder drei Zimmer.', 'Zu den Ausstattungsdetails zählen schöne Balkone und Terrassen. Besonders viel Platz an der frischen Luft haben dabei die Bewohner in den Erdgeschosswohnungen und in den Wohnungen des zweiten Obergeschosses. In den Bädern fühlt man sich behaglich und sofort wohl. Körperform-Badewannen und bodengleiche Duschen von Kaldewei sind täglich ein Genuss. Die umweltfreundliche Pelletheizung berücksichtigt schon heute die Anforderungen von morgen. Für Fahrräder und Kinderwagen gibt es Fahrradräume, für Autos stehen 22 Stellplätze (à 15.000) und 6 Garagen (à 25.000€) zur Verfügung.', 'À la Maison entsteht in Berlin-Tegel. Der Ortsteil des Bezirks Reinickendorf liegt sehr grün, er besitzt außergewöhnlich schöne Landschaften und viele reizvolle Gewässer. Tegel verfügt über eine sehr gute verkehrliche Anbindung und eine perfekte Infrastruktur zum Einkaufen. Beliebte Ziele sind die Hallen am Borsigturm, ein großes Shopping Center mit 115 Fachgeschäften in denkmalgeschütztem Ambiente, sowie Teile der Berliner Straße und der Altstadt. Durch die Vorteile der Lage können zukünftige Bewohner ein genussvolles und bequemes Leben führen. Von der Haustür bis zum U-Bahnhof Otisstraße sind es rund 500 Meter. Mit der Linie U6 kann man ohne Umsteigen direkt zur Friedrichstraße fahren. Mit dem Auto ist die Autobahn A111 sehr schnell erreicht, die Anschlussstellen Holzhauser Straße, Seidelstraße und Eichborndamm befinden sich nur wenige Fahrminuten entfernt. Fahrradfahrer können den schnellen Radfernweg Berlin-Kopenhagen nutzen, der ab Invalidenstraße in Mitte über Tegel nach Spandau führt.', 'Individuelle Besichtigungstermine können gern vereinbart werden. Schicken Sie uns bitte eine Anfrage oder rufen uns an: 030 85 77 47 60\nWir freuen uns auf Ihren Anruf!\n\nUnser Büro finden Sie am \nEberhard-Roters-Platz 6\n10965 Berlin\nMo-Do 9-18 Uhr\nFr 9-16 Uhr'];;;;;28;;86535;true;;;
2020-05-24 20:48:07.901056;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1230634;n;y;https://pictures.immobilienscout24.de/listings/fe3973f4-1504-4e89-8264-0427e120cbf2-1368592788.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1914;REGULAR;12.24;118270248;natural_gas_light;n;false;MagentaZuhause L;y;Berlin;n;4;1;185;no_information;energy_required;6.53;56.26;Berlin;10827;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10827;2;186.3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1230634;182340;profile0;5;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;5521;2;Berlin;/expose/118270248;['Zum Verkauf steht eine unbefristet vermietete Wohnung in der 3.Etage des Hinterhauses eines Berliner Altbaus. Die Wohnung verfügt über eine Wohnfläche von ca. 59 m² und wird als Kapitalanlage verkauft. Es besteht ein 10jähriger Kündigungsschutz für die Mieter, so dass in dieser Zeit kein Eigennutz möglich ist! Zum Schutz der Privatsphäre der Mieter werden keine Innenfotos der Wohnung veröffentlicht. Wir bitten um Verständnis.\r\n\r\nDaten zur Vermietung:\r\nBeginn Mietvertrag: 01.06.1999\r\nMonatliche Nettokaltmiete: 374,76 €\r\nJahresnettokaltmiete: 4.497,12 €\r\nZzgl. Betriebskostenvorauszahlungen: 72,62 €\r\nRendite: 2,47 %\r\nTeilungserklärung: 2018\r\n\r\nDas Wohn- und Geschäftshaus befindet sich knapp 150 Meter vom S- und U-Bahnhof Innsbrucker Platz entfernt (Ringbahnlinien S41+S42) sowie U4). Mit dem M46er Bus fährt man ca. 15 min zum berühmten Kurfürstendamm/Tauentzien, wo sich das KaDeWe befindet und unzählige weitere Shoppingmöglichkeiten sowie kulturelle Einrichtungen wie Kinos, Theater und Galerien. Auch die bekannte Schlossstraße in Steglitz mit einem ähnlichen Einkaufs- und Kulturangebot ist mit dem Bus nur 8 min entfernt. Zum Volkspark Schöneberg-Wilmersdorf geht man ca. 5 Minuten zu Fuß. Autofahrer sind direkt auf der Stadtautobahn A100 und A103.\r\n\r\nBei Interesse an diser Wohnung oder an weiteren Kapitalanlagem in Berlin kontaktieren Sie bitte Lina Larsen direkt mobil unter 0176 64 76 08 21 oder schicken eine Mail an info@berlinmaegleren.de'];;;;;;;;;;;
2020-05-24 20:48:08.475104;Berlin;no_information;ONE_YEAR_FREE;23208;n;y;https://pictures.immobilienscout24.de/listings/85dd342b-7d78-4012-8db3-d770111c3d2c-1368585012.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;2002;REGULAR;12.78;118268374;combined_heat_and_power_fossil_fuels;y;false;MagentaZuhause L;y;Berlin;y;11;6;;no_information;energy_consumption;7.25;300;Berlin;10557;mint_condition;sophisticated;false;100 MBit/s;garage;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;penthouse;10557;5;43;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.23208;4750000;profile0;8;5;true;n;;n;n;Tiergarten_Tiergarten;O-63736;7;Berlin;/expose/118268374;['Diese exklusive Penthouse-Wohnung bietet auf über 300 m² eine unvergleichbare Ausstattung mit einem hochwertigen Wellness-Bereich, neuester Smarthome-Technologie und einer begrünten Aufdach-Terrasse mit Blick auf die Spree.\r\n\r\nDer Grundriss lässt sich aufgrund seiner außergewöhnlichen Form variabel zwischen 5 und 7 Zimmern anpassen. Alle Zimmer sind mit großen Fenstern ausgestattet, die eine helle und freundliche Raumatmosphäre schaffen und einen Rundumblick auf die Berliner Skyline freigeben.\r\n', 'Die Wohnung befindet sich in einem Mehrfamilienhaus in bester Lage direkt an der Spree in Berlin Mitte. \r\n\r\nDer grüne Tiergarten und zahlreiche Gastronomien, Kultur- und Sportangebote liegen nur wenige Fußminuten entfernt. \r\n\r\nDie Wohnung ist zudem ideal an das öffentliche Verkehrsnetz und die Autobahn angebunden, so dass sich innerhalb kürzester Zeit sowohl die City West, als auch die Friedrichstraße, der Potsdamer Platz oder der Alexanderplatz mit öffentlichen Verkehrsmitteln oder dem Auto erreichen lassen.'];;A;;true;4;1;;;disabled;;
2020-05-24 20:48:08.939584;Berlin;central_heating;;18299635;n;y;https://pictures.immobilienscout24.de/listings/fca7c486-2c2a-473c-9a6b-ee6efb9e08e0-1370269132.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.37;;;;1964;;11.37;115140097;district_heating;y;false;;y;Berlin;y;9;2;298.73;no_information;energy_consumption;5.8;90;Berlin;10717;mint_condition;luxury;false;;no_information;no_information;y;;;no_information;apartment;10717;3;137;n;2,active;;Deutschland;top;;wohnung_kauf;n;5;;;009.f5ac31b7-4537-4cb6-b42a-6689e3134403;599900;profile0;5;3;true;y;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;Pfalz;4;Berlin;/expose/115140097;['Tolles & sehr gepflegter Objekt mit netter Nachbarschaft \n\nBitte fordern Sie noch mehr Bilder an - es lohnt sich....', '- Das Haus ist äußerst gepflegt \n- 3 Zimmer \n- Fischgrätenparkett \n- Wannenbad mit Fenster \n- geschmackvolle EBK\n- Gäste WC\n- großzügiger guter Grundriss\n- Lift hält auf Etage\n- sehr hell und sonnig \n- 2 Schlafzimmer \n- geräumiger Flur \n- Kellerabteil\n- Entfernung Ludwigkirchplatz 200m, Preußenpark 700m und der Güntzelkiez ist ebenfalls nicht weit entfernt...', 'Das Haus bzw. das Objekt liegt in zentraler, jedoch ruhiger innerstädtischer Wohnlage in Berlin-Wilmersdorf. In unmittelbarer Nähe befindet sich der Kurfürstendamm mit seinen zahlreichen Einkaufsmöglichkeiten, kulturellen Angeboten und seiner gastronomischen Vielfalt. Der Ludwigkirchplatz, der Preußenpark und der beliebte Volkspark Wilmersdorf sind in wenigen Gehminuten erreichbar. Die Verkehrsanbindung ist sehr gut. So befindet sich z. B. der U-Bahnhof Fehrbelliner Platz & Hohenzollernplatz nur wenige Gehminuten entfernt. Ebenso kann die Stadtautobahn in wenigen Fahrminuten erreicht werden. Der Standort verbindet Ruhe und ein überaus attraktives Umfeld zu höchster innerstädtischer Wohnqualität.', 'Alternativ Objekt: 3 Zimmer Wohnung in der Wittelsbacherstraße - ähnliche Ausstattung, Duschbad mit Fenster, Süd-Balkon sehr hell, 3.OG OHNE Lift... Garage kann dazugekauft werden... \nKaufpreis der Immobilie ohne Garage 419.000€'];;NO_INFORMATION;2019;;;;;;;;
2020-05-24 20:48:09.288941;Berlin;self_contained_central_heating;ONE_YEAR_FREE;17204817;n;y;https://pictures.immobilienscout24.de/listings/872b0293-597a-4958-9818-4f221c4a3f98-1368589396.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1929;REGULAR;10.3;118269710;gas;y;false;MagentaZuhause L;y;Berlin;y;5;1;159;no_information;energy_required;4.2;55;Berlin;14167;well_kept;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;14167;2;181;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.11f0a2a7-5886-4754-b2ae-5c78b738f5e3;249000;profile0;3;2;true;n;;n;n;Zehlendorf_Zehlendorf;Zehlendorf 2 Zi.;2;Berlin;/expose/118269710;"['Es erwartet Sie eine helle und gut geschnittene 2 Zimmerwohnung, im begehrten Zehlendorf. Die Wohnung ist Teil einer charmanten und gepflegten Wohnanlage. Die Wohnung verfügt über einen geräumigen Flur mit Abstellnischen, zwei Zimmer, eine komplette Einbauküche mit einer Speisekammer und über ein tagesbelichtetes Wannenbad. Von der Küche gelangen Sie auf den Balkon, der als kleiner Wintergarten, voll verglast wurde. Hier können Sie bei absolute Ruhe und einem freien Grünblick, entspannen. Direkt unter der Wohnung befindet sich der ca. 20m² großer Kellerraum, mit einem Fenster und Strom, zur eigenen Nutzung. Der Raum bietet genügend Abstellfläche und Platz für Ihre Hobbys.', 'Alle Räume sind mit Laminat ausgelegt, die Küche und das Bad gefliest. Die Wohnung verfügt über eine Gasetagenheizung. Eine Erweiterung der Heizung in den kleinen Wintergarten ist denkbar. Damit würden Sie auch an kalten Wintertagen Ihre Wohnfläche, z.B. für einen kleinen Frühstücksplatz, erweitern.', 'Zehlendorf zählt zu den beliebtesten Wohnlagen von West-Berlin. Das Haus ist in einer ruhigen Anliegerstrasse, aber trotzdem zentral gelegen. Den Bus erreichen Sie fußläufig. Er bringt Sie zum nahe gelegenen S-Bahnhof Zehlendorf und in die Einkaufsmeile von Zehlendorf, dem ""Teltower Damm"".\nHier bekommen Sie alles was Sie für den täglichen Bedarf benötigen. \nEin besonderes Highlight dieser Wohnlage ist der nur ca. 50m entfernte ""Heinrich-Laehr-Park"". Hier können Sie sich von der Hektik der Großstadt erholen und Ihre Seele baumeln lassen.', 'Die Inhalte diese Angebotes beruhen auf Angaben des Eigentümers bzw. anderer Quellen und nicht durch eigene Ermittlungen. Die Angaben erfolgen ohne Gewähr für deren Richtigkeit.\n\nUm Ihre Anfrage bearbeiten zu können, benötigen wir Ihre vollständigen Daten bzw. die der/des Interessentin/en (Vor-und Zuname, Anschrift und eine Rückrufnummer, unter der wir Sie tagsüber persönlich erreichen können !']";55;F;;;;;;;;;
