timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_galleryAd;obj_project_id;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_groupnumber;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_nbp;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetProductName;obj_energyEfficiencyClass;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_lastRefurbish;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;evt_count_pm_sig;obj_rentSubsidy;obj_noParkSpaces;ga_cd_developer_virtualreality;obj_usableArea;ga_cd_via_qualified;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed
2020-05-11 12:35:16.612998;Berlin;no_information;17659050;n;y;https://pictures.immobilienscout24.de/listings/21cc6c37-687b-4a97-935e-8da74a1f3ee5-1349955911.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;10.59;2017;disabled;85538;10.59;115655980;district_heating;n;false;n;Berlin;y;8;9;no_information;energy_required;5.28;102;Berlin;12689;mint_condition;no_information;false;no_information;no_information;y;no_information;ground_floor;12689;4;42.5;n;10;2,active;Deutschland;top;wohnung_kauf;n;0;true;false;002.01008358664;403994;profile0;6;4;true;n;y;n;Marzahn_Marzahn;010/0-19;5;Berlin;/expose/115655980;"['Hier treffen moderne Designs auf effiziente Grundrisse. Das Neubauprojekt ""Eichhorst14"" in Berlin - Marzahn besticht durch moderne Architektur, gute Lage und einmalig attraktive Quadratmeterpreise, die unter dem Berliner Durchschnitt liegen. 186 Eigentumswohnungen von 2 bis 4 Zimmern, die sich um einen weitläufigen, geschützten Innenhof gruppieren. Der Innenhof fungiert als Begegnungszone für die Bewohner, für Kinder gibt es hier einen Outdoor Spielplatz. Die 22 Erdgeschosswohnungen verfügen über private Terrassen. In zwei Untergeschossen entstehen 142 PKW-Stellplätze, Abstellflächen für Fahrräder und Kinderwagen, Technikräume, Müllräume sowie private Abstellräume für jede Wohneinheit.\n \nBitte beachten Sie, dass es sich bei den dargestellten Grundrissen um Grundrisstypen handelt, deren Aufbau mehrere Wohneinheiten folgen.', '● Fußbodenheizung\n● Echtholzparkett\n● Barrierearm\n● Video-Gegensprechanlage und modernste Schließtechnik\n● KfW-Effizienzhaus 55 (ca. 40 % niedrigere Heiz- und Nebenkosten)\n● Pro Wohneinheit bis zu 120.000 € zinsgünstiges Darlehen möglich\n● Für Eigennutzer/Kapitalanleger ein verlorener Zuschuss in Höhe von 15% der in Anspruch genommen Summe durch die KfW möglich', 'Marzahn ist grün und urban!\r\rAm Rande Berlins wohnen und doch mitten drin – dank optimaler S-Bahn-Anbindung. Marzahn selbst ist aufgrund vieler Parks und des angrenzenden Berliner Umlands ein äußerst grüner Stadtteil. \r\rHervorragende Infrastruktur\r\rIm Umkreis von nur 600 Metern befinden sich diverse Schulen, eine Kita, Ärzte und sämtliche Behörden. Ideale Voraussetzungen, damit die Erledigungen des täglichen Bedarfs jederzeit schnell getätigt werden können.']";;;;;;;;;;;;;;;;;;;;;;
2020-05-11 12:35:16.986908;Berlin;central_heating;15970595;n;n;https://pictures.immobilienscout24.de/listings/3f0f0584-00ca-49f1-8bd3-67fa7751d1b5-1351705580.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;38;12.14;1927;;;12.14;115811371;district_heating;n;true;y;Berlin;n;4;1;no_information;energy_consumption;6.2;54;Berlin;10315;well_kept;no_information;false;no_information;no_information;n;no_information;apartment;10315;3;98;n;;2,active;Deutschland;top;wohnung_kauf;y;;;true;002.01005690460;163000;profile0;4;3;true;n;n;n;Friedrichsfelde_Lichtenberg;41070104-03206;2;Berlin;/expose/115811371;['Im Jahr 1928 im zeitlosen Bauhausstil errichtet und heute denkmalgeschützte Wohnanlage im Zentrum von Lichtenberg. Die Grundrisse sind praktisch und alle Zimmer, Küche und Bad haben viel Licht. Die großen begrünten Innenhöfe erhöhen die besondere Wohnqualität. Die Wohnung ist langfristig vermietet.', 'Tageslichtbad\r\nKeller\r\nTrockenboden\r\nFahrradraum', 'Das Wohnquartier befindet sich im Berliner Stadtbezirk Lichtenberg, Stadtteil Friedrichsfelde, im bunten, belebten Weitlingskietz.\r\nDie U-Bahnstation Friedrichsfelde und die S-Bahn sind nur 300 Meter entfernt und doch ist man in einer ganz ruhigen Ecke. Der historische Kern von Lichtenberg um die Weitlingstraße ist fußläufig zu erreichen. Der Alex und die historische Mitte erreicht man mit dem öffentlichen Nahverkehr in wenigen Minuten.', 'Bitte beachten Sie, dass wir eine Kontaktaufnahme per Email bevorzugen!\r\nGerne senden wir Ihnen das vollständige Exposé per E- Mail zu. Füllen Sie dazu einfach das Anfrage-Formular aus und übersenden uns bitte ihre vollständigen Kontaktdaten (Name, Adresse, Email, Telefon). Gerne erstellen wir für Sie eine individuelles Finanzierungsbeispiel. Alle Angaben sind ohne Gewähr und nach den Unterlagen Auskünften des Eigentümers erstellt. Irrtümer und Änderungen vorbehalten. Bei aller Sorgfalt können wir keine Garantie dafür übernehmen, dass alle Angaben richtig sind.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;C;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;2006;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;showqualicontactform;;;;;;;
2020-05-11 12:35:17.358412;Berlin;central_heating;15754699;n;y;https://pictures.immobilienscout24.de/listings/2890612b-ded5-4034-95cf-3a860c52d684-1351659331.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.49;1910;disabled;;11.49;115808052;gas:oil;n;false;y;Berlin;n;7;1;no_information;energy_consumption;6.07;89.91;Berlin;12167;mint_condition;sophisticated;false;no_information;no_information;n;no_information;apartment;12167;3;141;n;1;2,active;Deutschland;top;wohnung_kauf;n;4;;true;001.15650116;379000;profile0;6;3;true;n;n;n;Steglitz_Steglitz;6095;4;Berlin;/expose/115808052;['Die Wohnung befindet sich im 4. Obergeschoss des äußerst repräsentativen und sehr gepflegten Mehrfamilienhauses aus dem Jahre 1910.\nSie verfügt über 3 Zimmer, eine Küche mit Abstellkammer, ein gefliestes Wannenbad, sowie zwei Balkone. Vom Flur aus, sind alle Räume separat begehbar. \nEiner der Balkone ist zur ruhigen Straße ausgerichtet und verschafft durch seine hohe Lage einen wohltuenden Blick auf die Baumwipfel der Stephanstraße, ein weiterer Balkon ist zur Hofseite ausgerichtet.\nDie Mieter bewohnen die Wohnung seit November 1962. Eine Eigenbedarfskündigung ist für die nächsten 10 Jahre ausgeschlossen. Insgesamt handelt es sich um eine gepflegte Wohnung.\nBitte haben Sie Verständnis, dass wir aufgrund der Privatsphäre der Mieter keine Innenbilder veröffentlichen können.\nDas Mehrfamilienhaus besteht aus insgesamt 12 Einheiten. \nEs befindet sich in einer von Bäumen gesäumten und ruhigen Einbahnstraße, mit einer Vielzahl von ansehnlichen Gebäuden aus der Jahrhundertwende.\nDer liebevoll gestaltete Hauseingang sowie das Treppenhaus sind mit vielen originalgetreuen Altbaudetails versehen und wurden, farblich passend, und mit einem Sisalteppich ausgestattet ansprechend aufgewertet. Unter anderem befinden sich auf jeder Etage hübsche Ornamentfenster mit prächtigen Mustern. \n', 'Das Gebäude liegt in einer ruhigen Einbahnstraße nahe Teltowkanal und Steglitzer Stadtpark.\nEine gutbürgerliche Gegend mit hohem Freizeitwert und schneller Anbindung an die Innenstadt.\nDer nahegelegende  S—Bahnhof Südende bringt Sie innerhalb  zwei Haltestellen zur Ringbahn oder mit direkter Verbindung in 15 Minuten zum Bahnhof Friedrichstraße.\nEinen weitern Naherholungswert bietet auch das nahegelegende Stadtbad Lankwitz und die Eisbahn.\n'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;235.52;;;;;;
2020-05-11 12:35:17.688051;Berlin;;9255274;y;y;https://pictures.immobilienscout24.de/listings/0458ce4e-ee52-41e1-93e4-4de69991b4f1-1351667604.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;8.99;2019;disabled;74622;8.99;115808735;gas;n;true;n;Berlin;n;9;9;72;energy_required;3.8;100.58;Berlin;14129;first_time_use;sophisticated;false;underground_garage;Potsdamer Chaussee;y;Potsdamer_Chaussee;apartment;14129;3;84;n;;2,active;Deutschland;schaufenster;wohnung_kauf;n;2;true;true;001.9255274;701000;profile0;1;3;true;n;n;n;Nikolassee_Zehlendorf;PTC_B06;4;Berlin;/expose/115808735;"['Rohbau-Event: 29.02.2020, 11-14 Uhr\n\nAm südwestlichen Stadtrand Berlins wird ein eindrucksvolles Neubauensemble im nachhaltigen KfW-55-Standard* mit nur 18 zeitlosen Eigentumswohnungen realisiert. Drei privat anmutende Häuser, stimmungsvolle Gartenanlagen und eine grundstückseigene Tiefgarage formen in einer der grünsten Wohngegenden Berlins das variantenreiche Nikolas Ensemble. Zur Auswahl stehen gehoben ausgestattete 1- bis 3-Zimmer-Wohnungen, darunter auch barrierefreie Grundrisse und Maisonettes, mit Wohnflächen von 48 bis 110 m².\n\nPRIVAT: Kleine Wohnanlage mit nur drei Häusern und 18 Parteien\nNATURNAH: Zwischen Zehlendorfer Waldfriedhof und Großem Wannsee\nHOCHWERTIG: Dielenparkett, Fußbodenheizung, elektrische Rollläden\nREPRÄSENTATIV: Stilvoller Neubau mit abwechslungsreicher Fassade\nVARIANTENREICH: Grundrisse mit privatem Garten, Balkon oder Loggia\nENERGIEEFFIZENT: Nachhaltige und umweltfreundliche KfW-55-Bauweise*\nGUT ANGEBUNDEN: Kurzw Wege nach Berlin, Potsdam und Dreilinden\n\n*EA-B: 84,0–85,0 kWh/(m²a), Gas, Bj. 2019, EEK C\n\nProvisionsfrei direkt vom Bauträger! \n\nÄnderungen und Irrtümer vorbehalten.\n', '- Highlight: sonniger Südbalkon und geschützte Loggia\n- Lichtdurchfluteter, großzügiger Wohn- und Essbereich mit offener Küche\n- Helles, geräumiges Schlafzimmer mit Zugang zur Loggia\n- Weiteres Zimmer ideal als Büro, Gäste- oder Kinderzimmer\n- Hochwertiges Badezimmer mit Badewanne und Dusche; auf Wunsch mit Doppelwaschtisch\n- Zusätzliches separates WC mit Waschmaschinenanschluss\n- Im Kaufpreis ist ein Tiefgaragen-Stellplatz inklusive (26.000 EUR)', 'Eine exklusive Adresse in einer der grünsten Wohnlagen Berlins: Tauchen Sie ein in eine prestigeträchtige Umgebung mit prachtvollen Villen und gediegenem Wohnflair. Im Umkreis von rund zehn Minuten um das Nikolas Ensemble erreichen Sie vier der beliebtesten Berliner Seen und mehrere tausend Hektar Wald- und Grünflächen: Von den Grunewald- über die Havelseen bis hin zum benachbarten Zehlendorfer Waldfriedhof und dem Landschaftsschutzgebiet von Rehwiese und Nikolassee bietet Ihre Wohnumgebung zahlreiche Möglichkeiten zur Erholung in der Natur.\n\nZehlendorfer Waldfriedhof: Fußweg ca. 1 Minute \nRehwiese: Fußweg ca. 10 Minuten\nStrandbad Wannsee: Autofahrt ca. 7 Minuten\nSchlachtensee: Autofahrt ca. 7 Minuten \nGroßer Wannsee: Autofahrt ca. 8 Minuten\nKrumme Lanke: Autofahrt ca. 10 Minuten\nDüppeler Forst: Autofahrt ca. 10 Minuten\nGrunewald: Autofahrt ca. 10 Minuten\n\nGleichzeitig sind die Innenstädte von Berlin und Potsdam sowie der Gewerbepark Europarc Dreilinden in Kleinmachnow von der Potsdamer Chaussee aus schnell und bequem erreicht.\n']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;C;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;showqualicontactform;;1;;;;;
2020-05-11 12:35:18.047750;Berlin;central_heating;16924112;n;n;https://pictures.immobilienscout24.de/listings/f23db9a5-0a08-4dfc-87ae-cca059021cf0-1351816003.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;10.76;1994;disabled;;10.76;115826952;gas;y;false;y;Berlin;y;7;5;no_information;energy_consumption;6.07;79.22;Berlin;13597;no_information;no_information;false;no_information;no_information;n;no_information;no_information;13597;3;86;n;;2,active;Deutschland;standard;wohnung_kauf;n;4;;true;009.06041d57-de1b-4a48-987b-3b0882138407;320000;profile0;4;3;true;n;n;n;Spandau_Spandau;115826952;3;Berlin;/expose/115826952;['+++   Link zum 360°-Rundgang: https://app.immoviewer.com/portal/tour/1514328?accessKey=5c00    +++\n\nHier präsentieren wir Ihnen eine schöne 3-Zimmer-Wohnung, die sich in der 4. Etage eines gepflegten Mehrfamilienhauses befindet und über rund 80 m² Wohnfläche verfügt. Die Wohnung verfügt über einen geräumigen Schnitt und viele Fenster, die für lichtdurchflutete Zimmer und ein angenehmes Ambiente sorgen.\n \nMit dem hauseigenen Personenaufzug erreichen Sie ganz bequem die 4. Etage des Hauses, wo Sie Zugang zur Wohnung über einen kleinen Flur erhalten. Von hier gelangen Sie direkt in das große Wohnzimmer, welches nicht nur das Herzstück, sondern mit der breiten Erker-Fensterfront auch eines der Highlights der Wohnung bildet. Ein weiterer Flur führt Sie anschließend zum gemütlichen Schlafzimmer, zum Kinder- oder Gästezimmer sowie zum Badezimmer, das besonders durch die moderne Ausstattung und eine große Eckbadewanne besticht. Die Küche befindet sich gegenüber vom Eingangsbereich und ist mit einer Einbauküche ausgestattet.\n \nEin Abteil im Keller schafft zusätzlichen Stauraum und rundet das attraktive Angebot ab.\n\nObjektnr.: 1021664', '+ Heller, geräumiger Schnitt\n+ Einbauküche\n+ Modernes Bad mit Eckbadewanne\n+ Laminat- und Fliesenböden\n+ Kellerabteil\n+ Winter- und Hausreinigungsdienst\n+ Personenaufzug\n+ Top-Lage nahe Altstadt Spandau\n\n\n\n\n\n+ Baujahr laut Energieausweis: 1984\n+ Art des Energieausweises: Energieverbrauch\n+ Endenergiebedarf/verbrauch in kWh/(m²*a): 86 kWh/(m²*a)\n+ Energieeffizienzklasse: /\n+ Wesentlicher Energieträger: Gas', 'Allem voran besticht die Wohnung durch ihre zentrale Lage in Spandau, direkt neben der malerischen Altstadt. Hier finden Sie im nahen Umkreis alles, was Sie für den täglichen Bedarf benötigen und profitieren gleichzeitig von der guten Anbindung an den öffentlichen Nahverkehr.\n \n2 Kindertagesstätten, eine Grundschule und 2 Gymnasien befinden sich im Umkreis von ca. 500 m, was für die besondere Familienfreundlichkeit der Wohngegend spricht. Ein Supermarkt liegt ebenfalls nur wenige Gehminuten von Ihrer Haustür entfernt, wodurch Ihnen in zusammen mit der unweit entfernten Altstadt sämtliche Einkaufsmöglichkeiten geboten werden.\n\nMehrere Buslinien, die U-Bahn-Station „Altstadt Spandau“ (U7) sowie der hiesige S- und Regionalbahnhof gewährleisten einen sehr guten Anschluss an das öffentliche Verkehrsnetz der Hauptstadt. Mit dem Auto erhalten Sie über die nahegelegene B5 Anschluss an den Berliner Ring (A10) und an das westliche Berliner Umland.', 'Vereinbaren Sie noch heute einen Besichtigungstermin!\n_____________________________________________________\n\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität der Angaben.\n    '];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;true;;;;
2020-05-11 12:35:18.490871;Berlin;central_heating;5451066;n;y;https://pictures.immobilienscout24.de/listings/fb6242f0-ea0d-43e0-aeac-e30473df8620-1351458172.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.49;1900;;;11.49;115785989;district_heating;y;false;y;Berlin;y;7;1;4;energy_consumption;6.07;79;Berlin;12163;well_kept;no_information;false;no_information;Muthesiusstr.;n;Muthesiusstr.;apartment;12163;2;94;n;;2,active;Deutschland;standard;wohnung_kauf;n;1;;true;001.5451066;375000;profile0;;2;true;n;n;n;Steglitz_Steglitz;115785989;3;Berlin;/expose/115785989;['Der gepflegte Berliner Altbau ist in einer ruhigen Straße gelegen.\n\nDie bezugsfreie Wohnung befindet sich im Seitenflügel in der ersten Etage und verfügt über 2 Zimmer, Wannenbad mit Fenster, Küche mit Einbauküche. Vom Wohnzimmer gelant man über ein paar Stufen auf eine große Terrase. Diese gehört ausschließlich zur Wohnung und kann von Niemanden sonst genutzt werden.\n\nGemäß der Teilungserklärung sind der Wohnung 79 m² zugeordnet. Hiervon entfallen ca. 53 m² auf die Wohnung und ca. 25 m² auf die Terrasse.', 'Absolut zentral aber dennoch ruhig gelegen in Steglitz im Südwesten Berlins. Steglitz gilt als gehobener und sicherer Bezirk.\n\nDas Highlight ist zweifellos die Nähe zur Schloßstr. Berlins zweitgrößter Shoppingmeile. Diese ist schon mit ca. 85 Fußschritten erreicht und bietet neben Geschäften, Cafés und Restaurants auch alles für den täglichen Bedarf.\n\nDer perfekte Anschluss an das Nahverkehrsnetz wie Bus und U- Bahn sowie die gute Anbindung an die Stadtautobahn runden das Angebot ab.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;C;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;showqualicontactform;301.25;;;79;;;
2020-05-11 12:35:18.868493;Berlin;no_information;17659050;n;y;https://pictures.immobilienscout24.de/listings/5759c6cf-893d-4ee4-b1ea-e561d8ded826-1351711243.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;10.59;2017;disabled;85538;10.59;115811813;district_heating;n;false;n;Berlin;y;8;9;14;energy_required;5.28;86;Berlin;12689;mint_condition;no_information;false;no_information;"Eichhorster Stra&szlig;e";y;Eichhorster_Straße;apartment;12689;3;42.5;n;10;2,active;Deutschland;top;wohnung_kauf;n;5;true;false;002.01008358664;411575;profile0;6;3;true;n;y;n;Marzahn_Marzahn;010/5-27;4;Berlin;/expose/115811813;"['Hier treffen moderne Designs auf effiziente Grundrisse. Das Neubauprojekt ""Eichhorst14"" in Berlin - Marzahn besticht durch moderne Architektur, gute Lage und einmalig attraktive Quadratmeterpreise, die unter dem Berliner Durchschnitt liegen. 186 Eigentumswohnungen von 2 bis 4 Zimmern, die sich um einen weitläufigen, geschützten Innenhof gruppieren. Der Innenhof fungiert als Begegnungszone für die Bewohner, für Kinder gibt es hier einen Outdoor Spielplatz. Die 22 Erdgeschosswohnungen verfügen über private Terrassen. In zwei Untergeschossen entstehen 142 PKW-Stellplätze, Abstellflächen für Fahrräder und Kinderwagen, Technikräume, Müllräume sowie private Abstellräume für jede Wohneinheit.\n \nBitte beachten Sie, dass es sich bei den dargestellten Grundrissen um Grundrisstypen handelt, deren Aufbau mehrere Wohneinheiten folgen.', '● Fußbodenheizung\n● Echtholzparkett\n● Barrierearm\n● Video-Gegensprechanlage und modernste Schließtechnik\n● KfW-Effizienzhaus 55 (ca. 40 % niedrigere Heiz- und Nebenkosten)\n● Pro Wohneinheit bis zu 120.000 € zinsgünstiges Darlehen möglich\n● Für Eigennutzer/Kapitalanleger ein verlorener Zuschuss in Höhe von 15% der in Anspruch genommen Summe durch die KfW möglich', 'Marzahn ist grün und urban!\r\rAm Rande Berlins wohnen und doch mitten drin – dank optimaler S-Bahn-Anbindung. Marzahn selbst ist aufgrund vieler Parks und des angrenzenden Berliner Umlands ein äußerst grüner Stadtteil. \r\rHervorragende Infrastruktur\r\rIm Umkreis von nur 600 Metern befinden sich diverse Schulen, eine Kita, Ärzte und sämtliche Behörden. Ideale Voraussetzungen, damit die Erledigungen des täglichen Bedarfs jederzeit schnell getätigt werden können.']";;;;;;;;;;;;;;;;;;;;;;
2020-05-11 12:35:19.201042;Berlin;;22352;n;n;https://pictures.immobilienscout24.de/listings/dc05d288-b2b7-4eff-9eca-7db656ca4b69-1351603423.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;8.95;1927;disabled;;8.95;115803858;district_heating;n;false;n;Berlin;y;5;1;96d;energy_consumption;5.33;55.56;Berlin;12555;well_kept;no_information;false;no_information;"Mahlsdorfer Stra&szlig;e";n;Mahlsdorfer_Straße;apartment;12555;2;163;n;;2,active;Deutschland;standard;wohnung_kauf;n;1;;true;001.22352;205000;profile0;3;2;true;n;n;n;Köpenick_Köpenick;2021-117;2;Berlin;/expose/115803858;['Die dreigeschossigen vollunterkellerten Häuser aus den 30iger Jahren haben durch  die versetze Bauweise der einzelnen Baukörper sowie der gärtnerisch angelegten Freiflächen einen sehr schönen offenen und grünen Charakter mit hoher Wohn- und Lebensqualität.  Die gepflegte Anlage wurde 2006 modernisiert und erstrahlt seither in einer frisch wechselnden Farbigkeit von hellblau bis hellgelb. Auch Familien mit Kindern finden im nahen Umfeld schön angelegte Kinderspielplätze für ihre Freizeitgestaltung. Energieausweis:  Endenergiebedarf: 143 kWh/(m²*a)', 'Diese gemütliche Wohnung im Herzen Köpenicks verfügt über zwei Zimmer, ein gefliestes Tageslichtbadezimmer, welches mit einer Badewanne ausgestattet ist. Alle Räume sind durch den geräumigen Flur zu erreichen. In der Küche ist ein Linoleumboden verlegt, in den Wohnräumen befinden sich abgezogene Holzdielen. Die Wohnung ist in einem gepflegten Zustand und eignet sich optimal zur Selbstnutzung oder aber Renditeobjekt. Sie ist ab sofort bezugsfrei.', 'Köpenick ist der größte Berliner Stadtteil, der mit mehr als der Hälfte von Grün und Wasser umgeben ist. Die nahegelegene Altstadt bietet wundervolle Freizeitmöglichkeiten. Die Wohnung liegt in einem begrünten Wohngebiet mit guter Verkehrsanbindung. Am S-Bahnhof Köpenick befindet sich das Forum Köpenick mit sehr guten Einkaufsmöglichkeiten für den täglichen Bedarf. Die historische Altstadt ist mit dem Bus schnell zu erreichen. Erholungs- und Bildungsmöglichkeiten bieten u. a. die nahe gelegene Wuhlheide und der Müggelsee. Für Ihre Kinder befinden sich in unmittelbarer Nachbarschaft eine Kindertagesstätte sowie Grund- und Oberschulen.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;170;1;;;;;
2020-05-11 12:35:19.582213;Berlin;central_heating;16641815;n;y;https://pictures.immobilienscout24.de/listings/65af38ee-d2ad-495f-b413-0cec54c8af7c-1351738403.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;14.32;1905;;;14.32;115814287;natural_gas_light;n;false;n;Berlin;y;6;1;67;energy_consumption;8.36;64;Berlin;13359;no_information;no_information;false;no_information;"Koloniestra&szlig;e";n;Koloniestraße;no_information;13359;2;140;n;;2,active;Deutschland;top;wohnung_kauf;n;4;;true;001.16212089;285000;profile0;;2;true;n;n;n;Wedding_Wedding;115814287;3;Berlin;/expose/115814287;['Die Wohnung beﬁndet sich im vierten Obergeschoss eines Hauses mit dem Baujahr 1905. Das Gebäude wird laufend Instand gehalten und beﬁndet sich in einem sehr ordentlichen Zustand. Die Wohnung bietet zwei Zimmer, jede mit eigenem Balkon, die vom Flur aus zu begehen sind. Zwischen den beiden Zimmern liegen die Küche und das Badezimmer.', '+ 2 Balkonen \n\n+ Neue Fenster\n\n+ Neue elektrische Ausstattung\n\n+ Neues Bad mit Dusche\n\n+ Neue Heizkörper\n\n+ Original Dielenboden und Stuck\n\n+ Keller', 'Die Wohnung liegt sehr nah an Pankow und S-Bahn Station Wollankstraße:\n\nS 1, S 25, S 26\n\nBus M27, 250, 255\n\nDie Koloniestraße ist eine ruhige Straße. Es gibt eine Auswahl von Einkaufsmöglichkeiten, Dienstleistern und Gastronomie in der Provinzstraße oder der Wollankstraße.', 'Die Wohnung wird provisionsfrei verkauft.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;2020;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;showqualicontactform;234;;;;;;
2020-05-11 12:35:19.896176;Berlin;self_contained_central_heating;18367633;n;n;https://pictures.immobilienscout24.de/listings/9f776116-ca21-4189-9f0d-acc93d262fff-1351698853.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;16.53;1904;;;16.53;115810752;gas;n;false;y;Berlin;y;4;1;no_information;energy_consumption;9.26;62.83;Berlin;12043;well_kept;normal;false;no_information;no_information;n;no_information;no_information;12043;2;145.3;n;;2,active;Deutschland;standard;wohnung_kauf;y;2;;true;002.01009166500;195000;profile0;4;2;true;n;n;n;Neukölln_Neukölln;376717;3;Berlin;/expose/115810752;['Die angebotene 2-Zimmerwohnung, mit ca. 62,83 m², liegt im 2. OG des Quergebäudes eines um 1904 erbauten Mietshauses. Das Wannenbad ist mit Fliesen ausgestattet. In den Zimmern wurden die Dielen abgezogen und versiegelt, die Küchendielen sind mit PVC belegt. Die Wände wurden tapeziert. Mit Ausnahme der Küche wurden bereits moderne Isolierglasfenster eingebaut. Über eine Gasetagenheizung erfolgen die Beheizung und die Warmwasserversorgung der Wohnung. Der allgemeine Zustand der Wohnung ist als gepflegt zu betrachten.', 'Die Isarstraße ist eine ruhige Anwohnerstraße und verläuft zwischen Flughafen- und Neckarstraße. Das Haus befindet sich nahe der Karl-Marx-Straße mit diversen Buslinien und dem U-Bahnhof Rathaus Neukölln. Schulen, Kindergärten sowie alle Geschäfte für den täglichen Bedarf, Ärzte und Banken sind in unmittelbarer Umgebung vorhanden. Der Park auf dem ehemaligen Flughafen Tempelhof ist in einigen Minuten zu Fuß erreichbar.', 'Die Mieterin hat uns mitgeteilt, dass sie plant in ca. einem Jahr auszuziehen.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;E;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;showqualicontactform;230;0;;62.83;;;
