timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_usableArea;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;ga_cd_via_qualified;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_lastRefurbish;obj_groupnumber;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_galleryAd;obj_noParkSpaces
2020-05-11 12:49:26.685716;Berlin;central_heating;16528280;n;y;https://pictures.immobilienscout24.de/listings/807fe856-c977-48f8-8517-0050091dca10-1300202422.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.96;5;1999;10.96;111964255;gas;y;false;y;Berlin;n;10;5;328;no_information;energy_consumption;7.21;134;Berlin;10409;no_information;no_information;NO_INFORMATION;false;no_information;no_information;y;no_information;roof_storey;10409;4;76;n;2,active;Deutschland;top;wohnung_kauf;n;6;false;002.01007163695;895000;profile0;6;4;true;n;showqualicontactform;y;n;Prenzlauer_Berg_Prenzlauer_Berg;111964255;6;Berlin;/expose/111964255;['Haus - Baujahr 1999\nVorderhaus, Seitenflügel links und ein Seitenflügel rechts\nWohnung befindet sich im Seitenflügel links im ruhigen, großen und grünen Innenhof\n3000 qm groß\nGroße Terrasse ca. 48 qm\nBad mit Wanne\nGäste-WC mit Dusche\nGroße Einbauküche mit allen gängigen Markengeräten\nWirtschaftsraum und Garderobe\nGroßer Abstellraum/ Ankleidezimmer\nEbenerdiger Zugang ins Haus und vom Fahrstuhl aus bis in die Wohnung\nTiefgarage vorhanden\nHausverwaltung bietet Tiefgaragenplätze zum Kauf oder zur Anmietung an', 'Die schöne Dachgeschosswohnung mit 4 Zimmer in  Berlin befindet sich unweit der beliebten Hotspots Prenzlauer Bergs. In unmittelbarer Nähe befinden sich Kunst- und Kultureinrichtungen, Restaurants und Cafés, ein Bioladen und mehrere Markendiscounter. Schulen und Kindergärten liegen in fußläufiger Umgebung. Mit dem öffentlichen Nahverkehr ist man in 10 Minuten am Alexanderplatz. Die Berliner Ringbahn verkehrt in unmittelbaren Nähe , somit sind das grüne Umland und viele der in Berlin angesagten Viertel via S-Bahn schnell erreichbar. Infrastruktur im Umkreis von 500 Meter.\nPrivater Kinderspielplatz von aussen nicht einsehbar,Zugang gesichert von\nder Terrasse übersehbar qm 3.000 qm\nTeil des Gemeinschaftseigentums als\nGarten nur für Bewohner-ruhige Insel-\nlage in der City.\n\nEinkaufsparadies vor der Türe\nNetto, Rewe, Woolworth, Rossmann,Post,\nDM Drogerie,Herrenfriseur, Apotheke,\nÄrztezentrum, viele Restaurants, Bäcker,\nEinkaufscenter, Schulen, Kitas, Senioren -\nTagespflegestation', 'Sie möchten Ihre Immobilie verkaufen? Wir sind Ihr Partner für einen erfolgreichen Verkauf.\n1. Unsere Experten verfügen über ausgezeichnete Kenntnis des bestehenden Immobilienmarktes und entwickeln gerne eine individuelle Verkaufsstrategie für Sie. \n2. Wir sind für Sie da und begleiten Sie von der kostenlosen Beratung bis hin zum Notartermin, immer getreu unserer Philosophie: kompetent und zuverlässig.\n3. Profitieren Sie von unserem Know-How und 20 Jahren Branchenerfahrung mit vielen Verkäufen! Gerne beraten wir auch Sie bis zum erfolgreichen Verkauf! \nwww.marioth-immobilien.de\n\nAlle weiteren Informationen rund um diese exklusive Traum-Immobilie in bester Berliner TOP-Lage entnehmen Sie bitte unserem Expose!'];;;;;;;;;;;;;;;;;;;
2020-05-11 12:49:27.031447;Berlin;floor_heating;4254239;n;y;https://pictures.immobilienscout24.de/listings/4fa289b7-d0a6-4bc8-b723-f9a5239c1613-1354594704.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.14;;1896;11.14;111842645;no_information;y;true;y;Berlin;y;11;1;;no_information;energy_required;6.17;127.9;Berlin;10405;first_time_use_after_refurbishment;luxury;B;false;no_information;no_information;y;no_information;no_information;10405;3;73.7;n;2,active;Deutschland;premium;wohnung_kauf;n;;true;001.4254239;1295000;profile0;5;3;true;y;showqualicontactform;y;n;Prenzlauer_Berg_Prenzlauer_Berg;111842645;6;Berlin;/expose/111842645;"['Diese aussergewöhnliche Wohnung mit 4m Deckenhöhe liegt in einem ehemaligen Industriegelände.\nMit offenem Wohn-, Essbereich, historischem Ziegelmauerwerk und direktem Zugang zur Terrasse, einem ruhig gelegenen Schlafzimmer, französischen Fenstern zum begrünten Innenhof, geräumigem Bad mit freistehender Badewanne, Ankleide und Abstellraum u.v.m.', 'exklusive Ausstattung\noffener Ess- Kochbereich\nTerrasse\nMegaplanboden\nmodern aufgearbeitete Ziegelwand mit Ziegelbögen\nEinbauküche von Siematic\nFußbodenheizung\nBadezimmer mit bodentiefer Dusche\n& freistehender Badewanne (Badeloft)\nGeschmackvollen Bisazza-Fliesen\nGäste-Bad\nHauswirtschaftsraum\nbegrünte Innenhöfe\nmit Sitzmöglichkeiten\nErstbezug nach Grundsanierung', 'Mitten im beliebten Bezirk Prenzlauer\nBerg, einer Gegend, geprägt von\nvielfach erhalten gebliebener\nGründerzeitarchitektur, charmanten\nkleinen Läden, Cafés, Restaurants und\neiner guten Infrastruktur u.a. mit dem\nbeliebten Wochenmarkt am Kollwitzplatz.', 'Wir freuen uns diese ""Besonderheit"" vorstellen zu dürfen.\nWeitere exklusive Immobilienangebote auch aus diesem Projekt finden Sie auf unserer Webseite: \n\nwww-florin-immobilien.de']";true;ONE_YEAR_FREE;10 MBit/s;telekom_layer_magenta_m;über VDSL;REGULAR;MagentaZuhause M;50 MBit/s;https://padlock.link/iomm;https://padlock.link/mm;2018;3;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;
2020-05-11 12:49:27.346836;Berlin;;391483;y;n;https://pictures.immobilienscout24.de/listings/504d1afe-82a4-4955-9e24-0298b1902fe3-1302519416.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;11.24;;2019;11.24;111960855;no_information;n;false;y;Berlin;n;9;9;253;no_information;;6.16;96.82;Berlin;10715;first_time_use;no_information;;false;no_information;no_information;n;no_information;apartment;10715;4;;n;2,active;Deutschland;top;wohnung_kauf;n;5;true;001.391483;619000;profile0;6;4;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;Wilmersdorf;4;Berlin;/expose/111960855;['Die luxuriöse Etagenwohnung befindet sich im 5. Obergeschoss eines Bauprojektes und wird voraussichtlich im September 2019 fertiggestellt. Es handelt sich somit um einen Erstbezug.\n\nDas Objekt verfügt über eine gesicherte Tiefgarage mit Aufzug, ein Tiefgara-genstellplatz kann als Sondereigentum zusätzlich erworben werden.\n\nDie Wohnfläche beträgt ca. 97 m² und umfasst vier Zimmer, darunter einen knapp 33 m² großen Wohnraum mit offener Küche. Des Weiteren verfügt die Wohnung über zwei hochwertige Bäder. Das großzügige Masterbadezimmer verfügt eine Badewanne mit Whirlpool-Funktion sowie über eine bodentiefe Dusche. Ein doppeltes Waschbecken und ein Bidet runden das exklusive Badgefühl ab. Das Gäste-WC ist ebenfalls mit einer bodentiefen Dusche ausgestattet.\n\nIn allen Wohnräumen werden hochwertige Eichenparkettböden mit Fußbodenheizung verbaut. \n\n', 'Die luxuriöse Etagenwohnung liegt im Herzen von Berlin-Wilmersdorf. Dieser Stadtteil ist geprägt von zahlreichen prachtvollen Altbauten aus der Wilhelmi-nischen Zeit die in den letzten Jahren stilvoll saniert und modernisiert wurden. Zahlreiche hochwertige Neubauten ergänzen die Umgebung. \n\nNah an der von diversen Geschäften des täglichen Bedarfs geprägten Uhlandstraße und unweit des KaDeWe gelegen, befindet sich die Wohnung in zentraler City-West-Lage von Berlin. Der bekannte Kurfürstendamm mit seinen hochwertigen Geschäften und Restaurants ist in ca. 20 Minuten fußläufig erreichbar.\n'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;
2020-05-11 12:49:27.698268;Berlin;central_heating;277060;n;y;https://pictures.immobilienscout24.de/listings/27916749-5d78-4c0d-a4f6-c00fc8a59200-1298419757.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;11.12;58.9;1959;11.12;111833554;district_heating;n;false;y;Berlin;y;6;2;229.9;1;;6.13;67.9;Berlin;10585;negotiable;no_information;;false;outside;"Loschmidtstra&szlig;e";y;Loschmidtstraße;raised_ground_floor;10585;2.5;;n;2,active;Deutschland;standard;wohnung_kauf;n;0;true;001.277060;255983;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;111833554;3;Berlin;/expose/111833554;['Herd/Spüle/Wannenbad\nBalkon/Keller\n\nEs handelt sich um eine 2,5 Zimmer Wohnung im Hochpaterre.\n\nDie Bilder zeigen den Istzustand der WE.\nDie Wohnung wird gemäß Leistungsbeschreibung neu saniert. Diese legen wir Ihnen bei einem Besichtigungstermin gerne vor. Ankauf saniert         EUR 278.390,--.', 'Loschmidtstraße/Otto-Suhr-Allee dicht U-Bhf Richard-Wagner-Platz'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;
2020-05-11 12:49:28.010565;Berlin;self_contained_central_heating;15791296;n;n;https://pictures.immobilienscout24.de/listings/f5e5202e-d27b-467f-a2f3-2cbd05c8a062-1299788446.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.12;67.3;1923;11.12;111937862;gas;n;false;y;Berlin;y;5;1;132;81a;;6.13;67.3;Berlin;14052;well_kept;normal;;false;no_information;Westendallee;n;Westendallee;half_basement;14052;3;;n;2,active;Deutschland;top;wohnung_kauf;y;0;true;001.15681227;248550;profile0;4;3;true;y;showqualicontactform;n;n;Charlottenburg_Charlottenburg;111937862;3;Berlin;/expose/111937862;"['Die hier angebotene 3-Zimmer-Wohnung liegt im Gartengeschoss eines 20er-Jahre Denkmalensemble, das mit seiner Architektur des ""Neuen Bauens"" einen einschneidenden Wechsel im modernen Wohnungsbau einläutete. Die Wohnungen zeichnet ein klarer und funtionaler Schnitt aus. Ein Wintergarten und ein tagesbelichtes Badezimmer sind z. B. Elemente dieses neuen Stils.\nDas Objekt liegt optimal in Ost-Westausrichtung in einer ruhigen und grünen Straße.', 'Westend im beliebten Berliner Bezirk Charlottenburg mit allen Annehmlichkeiten für das tägliche Leben: Schulen, Geschäfte, Restaurants und eine sehr gute Anbindung an den öffentlichen Nahverkehr.\nNähe zu Olympiastadion, Avus und Kurfürstendamm.', 'Die Wohnung ist z. Zt. vermietet.']";;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;
2020-05-11 12:49:28.548310;Berlin;no_information;97549;n;n;https://pictures.immobilienscout24.de/listings/e9da8dbd-ecf2-4041-a086-1cd863f0cb3b-1299280579.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.12;;1933;11.12;111889595;gas;n;false;y;Berlin;n;8;1;;27;energy_required;6.13;77;Berlin;10789;no_information;no_information;F;false;no_information;"N&uuml;rnberger Stra&szlig;e";n;Nürnberger_Straße;apartment;10789;2.5;172.5;n;2,active;Deutschland;premium;wohnung_kauf;n;2;true;001.97549;479000;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;Nürnberger27_8;3;Berlin;/expose/111889595;"['- Seitenflügel\n- Bad mit Fenster und Wanne\n- 2. Obergeschoss', ""Der Altbau befindet sich im Zentrum des ehemaligen West-Berlins in der Nähe der S- und U-Bahn-Station Zoologischer Garten mit Anbindungen zu mehreren Regionalbahnen, Bussen sowie S- und U-Bahnen.\n\nUnweit befindet sich der Kurfürstendamm (Ku'damm), die Kaiser-Wilhelm-Gedächtnis-Kirche,  das Kaufhaus des Westens (KaDeWe), das berühmte Café Kranzler mit Terrasse und der Zoologische Garten mit Aquarium.""]";true;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;3;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;
2020-05-11 12:49:28.932043;Berlin;no_information;97549;n;n;https://pictures.immobilienscout24.de/listings/15019cf5-892d-4aa6-87fe-5af8bcf005b5-1299794494.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.12;;1933;11.12;111939759;gas;n;false;y;Berlin;n;7;1;;27;energy_required;6.13;72.54;Berlin;10789;no_information;no_information;F;false;no_information;"N&uuml;rnberger Stra&szlig;e";n;Nürnberger_Straße;ground_floor;10789;2;172.5;n;2,active;Deutschland;premium;wohnung_kauf;n;;true;001.97549;389000;profile0;5;2;true;y;showqualicontactform;n;n;Charlottenburg_Charlottenburg;Nürnberger27_3;3;Berlin;/expose/111939759;"['- Garten\n- Bad mit Fenster und Wanne\n- Seitenflügel\n- Erdgeschoss', ""Der Altbau befindet sich im Zentrum des ehemaligen West-Berlins in der Nähe der S- und U-Bahn-Station Zoologischer Garten mit Anbindungen zu mehreren Regionalbahnen, Bussen sowie S- und U-Bahnen.\n\nUnweit befindet sich der Kurfürstendamm (Ku'damm), die Kaiser-Wilhelm-Gedächtnis-Kirche,  das Kaufhaus des Westens (KaDeWe), das berühmte Café Kranzler mit Terrasse und der Zoologische Garten mit Aquarium.""]";true;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;2;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;
2020-05-11 12:49:29.252751;Berlin;central_heating;145924;n;y;https://pictures.immobilienscout24.de/listings/7f895729-6664-4511-ba72-608c736ae5e6-1297889885.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;9.33;5;1996;9.33;111791750;gas;y;false;y;Berlin;y;5;5;350.64;no_information;energy_consumption;5.86;70;Berlin;13156;well_kept;no_information;D;false;no_information;no_information;n;no_information;apartment;13156;2;126;n;2,active;Deutschland;top;wohnung_kauf;y;;true;001.145924;222000;profile0;4;2;true;n;showqualicontactform;n;n;Rosenthal_Pankow;10263;3;Berlin;/expose/111791750;['Die Wohnung befindet sich im dritten Obergeschoss eines im Jahre 1996 erbautem Haus. Die gesamte Anlage ist gepflegt und die Wohnung befindet sich in einem sehr guten Erhaltungszustand. Alle Räume sind vom Flur zu begehen, die Küche liegt nach Nordwest zur Gartenseite. Einbaumöbel sind vorhanden, des Weiteren ist das Bad sehr geräumig und mit einer Badewanne ausgestattet. Das Wohnzimmer mit dem Erkerbereich und großen Fenstern ist nach Westen ausgerichtet. Das Schlafzimmer liegt ebenfalls nach Nordosten. Ein großer Abstellraum und ein Balkon komplettieren das Angebot.', '- Wohnzimmer mit Balkon\n- Schlafzimmer zum Innenhof\n- Wohnküche\n- Wannenbad \n- Abstellraum im Flur\n- Kellerabteil', 'Der Heegermühler Weg kreuzt die Germanenstraße und liegt in Wilhelmsruh. Das Umfeld ist städtisch geprägt durch alte und neue Mehrfamilienhäuser mit großen umgebenden Grünflächen. Alle Gelegenheiten des täglichen Bedarfs sind bequem zu erreichen. Die Lage ist seit Langem im Aufschwung und es deutet sich an, dass sich in Zukunft das Wohnniveau weiter durch ein knappes Angebot und steigende Preise auszeichnen wird. Alle Besorgungen lassen sich um die Ecke erledigen und die öffentlichen Verkehrsmittel fahren praktisch bis vor der Haustür.', 'Bei Abschluss des Kaufvertrages beträgt die vom Erwerber zu zahlende Maklerprovision 7,14% inkl. gesetzlicher Mehrwertsteuer vom beurkundeten Kaufpreis. Die in diesem Angebot genannten Daten stammen vom Eigentümer/Verkäufer, insofern können wir für die Richtigkeit der Angaben keine Haftung und/oder Gewährleistung übernehmen. Irrtum und Zwischenverkauf vorbehalten.'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;
2020-05-11 12:49:29.570670;Berlin;;179106;n;y;https://pictures.immobilienscout24.de/listings/9d7632c2-dfb9-4e93-ac89-227c5d1c876f-1300182653.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.42;;1930;11.42;108101916;no_information;y;true;y;Berlin;n;6;1;;no_information;;7.13;38;Berlin;10317;modernized;no_information;;false;no_information;no_information;n;no_information;loft;10317;1;;n;2,active;Deutschland;standard;wohnung_kauf;n;;true;001.179106;269000;profile0;;1;true;n;;n;n;Lichtenberg_Lichtenberg;J12620;1;Berlin;/expose/108101916;"['Hier sehen wir ist eine klassische renovierte Salonyacht aus den 30er Jahren, mit altem Stahlrumpf & edlem Innenausbau mit Teak & Mahagoni, aber frisch aufpoliert mit moderner Technik & neuem Motor. In der Kombüse ist Platz für Ihr Büffet, von der Bar werden Sie bestens mit Getränken versorgt. Am Heck gibt es 15 windgeschützte Außenplätze unter der Persenning, im Salon sitzen 12 Leute bequem auf Sofa & Sesseln Der kleine Kamin sorgt für behagliche Stimmung. \nDie Yacht hat einen festen Liegeplatz in Rummelsburg, von wo aus Sie zu den Touren durch Berlin starten können.\nDerzeit wird das Schiff von einer GmbH betrieben und vermietet. Als Käufer können Sie den gesamten Vermiet-Betrieb incl. Crew und Ausstattung übernehmen. \nAlternatitv wird nicht das Schiff, sondern die GmbH verkauft. \n\n\n\nHere we see a classic renovated salon yacht from the 30s, with old steel hull & noble interior with teak & mahogany, but freshly polished with modern technology & new engine. In the galley is place for your buffet, from the bar you are supplied in the best way with beverages. At the rear there are 15 wind-protected outdoor seats under the tarpaulin, in the saloon 12 people sit comfortably on sofa & armchairs. The small fireplace provides a cosy atmosphere. \nThe yacht has a fixed berth in Rummelsburg, from where you can start your tours through Berlin.\nAt present the ship is operated and rented by a GmbH. As a buyer you can take over the entire rental business incl. crew and equipment. \nAlternatitv will not sell the ship, but the GmbH. \n\n', 'Als Ferienwohnung geeignet, Balkon/Terrasse, Bezug nach Vereinbarung, Einbauküche, Loft, Modernisiert', 'Das Boot verfügt über einen Liegeplatz in der Rummelsburger Bucht, direkt an der beliebten Hafenküche. Von hier aus gelangen Sie über das Berliner Wasserstraßen-Netz in alle Richtungen und können große und kleine Ausflüge durchführen.\nDie Rummelsburger Bucht ist aufgrund Ihrer stadtnahen Lage zu einem der ""Freizeit-Hotspots"" Berlins geworden. Hier finden Sie Restaurants, Wassersport-Möglichkeiten, eine Kletterhalle und nicht zuletzt ein hochwertiges Wohn-Umfeld. Sollten Sie sich also für die Nutzung als Restaurant- und Ausflugsschiff entscheiden, erreichen Sie hier eine sehr goße Zielgruppe\n\nThe boat has a mooring in the Rummelsburger Bucht, directly at the popular ""Hafenküche"".. From here, the Berlin waterway network takes you in all directions and you can make large and small excursions.\nThe Rummelsburger Bucht has become one of Berlin\'s ""leisure hotspots"" due to its location close to the city. Here you will find restaurants, water sports, a climbing hall and, last but not least, a high-quality living environment. Should you decide to use it as a restaurant and excursion ship, you will reach a very large target group here.\n', 'Sie möchten Ihre Immobilie verkaufen? Wir sind Ihr Partner für einen erfolgreichen Verkauf.\n1. Unsere Experten verfügen über tiefgehende Kenntnis des bestehenden Immobilienmarktes und entwickeln gerne eine individuelle Verkaufsstrategie für Sie. Wir bewerten Ihre Immobilie unverbindlich, kostenfrei und marktgerecht.\n2. Wir sind für Sie da und begleiten Sie von der kostenlosen Beratung bis hin zum Notartermin, immer getreu unserer Philosophie: kompetent, zuverlässig und diskret.\n3. Unser nationales und internationales Netzwerk sowie interne Synergien ermöglichen Ihnen den Zugang zu potenziellen Käufern aus aller Welt und somit einen erfolgreichen Abschluss. \nProfitieren Sie von unserem Know-How, rund 20 Jahren Erfahrung und 6 Büros in den besten Lagen Berlins. Gerne beraten wir Sie kostenlos in unserem Büro, per Telefon oder E-Mail!  \nEnergieausweis vorhanden:\nauf Anfrage']";;ONE_YEAR_FREE;10 MBit/s;telekom_layer_magenta_m_hybrid;über Hybrid;WITH_HYBRID;MagentaZuhause M Hybrid;50 MBit/s;https://padlock.link/mmha;https://padlock.link/mmh;;670;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd;10 MBit/s;50 MBit/s;;
2020-05-11 12:49:29.914613;Berlin;self_contained_central_heating;15832933;n;n;https://pictures.immobilienscout24.de/listings/dbe2faba-8d3b-434b-b246-9565ffdd6d9d-1332602353.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;11.48;30.34;1905;11.48;111853647;gas;n;false;y;Berlin;n;3;1;113;no_information;energy_consumption;7.14;30.34;Berlin;10249;well_kept;no_information;C;false;no_information;no_information;n;no_information;apartment;10249;1;88.5;n;2,active;Deutschland;standard;wohnung_kauf;y;1;true;001.15612808;109000;profile0;;1;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;147_2;1;Berlin;/expose/111853647;['[DE]Bei dem gepflegtem Haus in der Strassmannstraße 30 handelt es sich um ein fünfgeschossiges Wohnhaus, welches um die Jahrhundertwende errichtet wurde. Die WE12 und WE14 befinden sich beide im Seitenflügel und sind südwestlich ausgerichtet. Der praktische Schnitt macht die Wohnung vielseitig nutzbar für Studierende, Singles und Paare. Die Wohneinheiten wurden beide vor der Aufteilung der Liegenschaft in Wohneigentum unbefristet vermietet. Dementsprechend gilt hier die gesetzliche Sperrfrist von zehn Jahren in Bezug auf Eigenbedarfskündigungen. Einzelheiten zum Mietvertrag und dem Mieter stellen wir Ihnen auf Wunsch gerne zur Verfügung. Die letzte Mieterhöhung erfolgte bei beiden Wohnungen in 2018. Bei Wohnungsbildern, handelt es sich um Beispielbilder. \n\n[EN]The well-kept house on Strassmannstraße 30 is a five-storey residential building built around the turn of the century. The WE12 and WE14 are both in the side wing and are facing south-west. The practical cut makes the apartment versatile for students, singles and couples. The residential units were both rented for an indefinite period prior to the real estate being divided into residential property. Therefore the ten years tenant protection law applies in case of a termination of the rental agreement for personal use. The rent was increased in 2018. The photos are example images.', '[DE]vermietet, Südwestausrichtung, ruhig, 2,49% Rendite\n[EN]rented out, south-west exposure, quietly located, 2.49% yield', '[DE]Das Gebäude befindet sich im Berliner Ortsteils Friedrichshain, an der Grenze zu Prenzlauer Berg. Die Strassmannstrasse 30 verbindet die Hausburgstrasse im Osten mit der Richard-Sorge-Strasse im Westen. Waren des täglichen Bedarfs lassen sich mühelos in unmittelbarer Nachbarschaft beziehen. Der ca. 49 Hektar große Volkspark Friedrichshain, welcher die wichtigste Naherholungsfläche für die Bewohner und Besucher des dicht besiedelten Altbaugebiets darstellt ist nahe gelegen. Biergärten, eine Freiluftbühne mit Kino, verschiedenartige Sportplätze und eine Rodelbahn sorgen hier für ein reichhaltiges Freizeitprogramm. Das Velodrom, eine der größten Veranstaltungshallen Berlins und die Schwimm- und Sprunghalle im Europasportpark liegen ebenfalls unweit der Straßmannstrasse 30. Die Tram-Station „Straßmannstrasse“ der Linie M10 ist nur 150 Meter entfernt.\n\n[EN]The building is located in Berlin‘s Friedrichshain, on the border with Prenzlauer Berg. The Straßmannstrasse 30 connects Hausburgstrasse in the east with the Richard-Sorge-Strasse in the west. Goods of daily needs can be easily bought in the immediate neighborhood. The approximately 49 hectare Volkspark Friedrichshain, which is the most important recreation area for the residents and visitors of the densely populated old building area is nearby. Beer gardens, an open-air theater with cinema, various sport facilities and a toboggan run provides a rich leisure program. The Velodrome, one of the largest event halls in Berlin and the indoor swimming pool in the Europasportpark are also close to the Strassmannstrasse 30. The tram station is only 150 meters away.', 'Dieses Kaufangebot ist provisionspflichtig. Dem Erwerber wird bei Abschluss eines Kaufvertrages eine Provision in Höhe von 7,14 % des beurkundeten Kaufpreises inkl. der gesetzlichen MwSt. berechnet. Abweichungen sind nur in Form einer gesonderten, schriftlichen Vereinbarung gültig. Die Neo Res Immobilien GmbH ist Rechnungsstellerin und Empfängerin der Provision. Irrtum und Zwischenverkauf sind vorbehalten. Alle Informationen und Unterlagen sind uns von Seiten des Verkäufers übermittelt und werden ohne Haftung für Vollständigkeit oder Fehlinformationen von uns weitergeleitet. Hinsichtlich weiterer Dienstleistungen in Zusammenhang mit dem Erwerb, wie beispielsweise Finanzierungen oder entsprechende Versicherungen unterstützen wir Sie gerne. Es ist uns leider nicht gestattet, Sie zu steuerrelevanten Aspekten zu beraten. Hierzu wenden Sie sich bitte an Ihren Steuerberater, beziehungsweise werden wir auch in diesem Zusammenhang gerne vermittelnd tätig. Es gelten unsere AGB. Bitte informieren Sie sich über deren Inhalt auf unserer Homepage www.neo-res.de'];;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;;;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;disabled;
