timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_groupnumber;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_galleryAd;obj_project_id;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_nbp;obj_telekomInternetServices;ga_cd_via_qualified;obj_usableArea;obj_lastRefurbish;obj_noParkSpaces;ga_cd_developer_virtualreality
2020-05-11 12:39:46.084702;Berlin;central_heating;15847706;n;y;https://pictures.immobilienscout24.de/listings/ab588bb0-c964-4834-aae4-6850f617c0fb-1341211373.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;9.13;1997;9.13;114981076;gas;n;false;n;Berlin;y;7;5;279;no_information;energy_consumption;5.09;84.93;Berlin;12555;well_kept;no_information;E;false;no_information;no_information;n;no_information;roof_storey;12555;3;131;n;2;2,active;Deutschland;top;wohnung_kauf;n;3;false;002.01004502062;355000;profile0;3;3;true;n;showqualicontactform;n;n;Köpenick_Köpenick;16040512;4;Berlin;/expose/114981076;['Die helle Dachgeschosswohnung befindet sich in der dritten Etage eines Mehrfamilienhauses ohne Aufzug. \nDrei helle Zimmer, eine sonnige Terrasse, eine geschlossene Küche, ein Tageslichtbadezimmer und eine Abstellkammer stehen den Bewohnern zur Verfügung. \nDie Wohnung ist ab dem 01.07.2020 bezugsfrei\n\nFür ausführliche Informationen nehmen Sie mit uns Kontakt über das Formular auf.', '• große Süd-West-Terrasse\n• zum Teil auch bodentiefe Fenster\n• zwei Schlafzimmer (13 und 18 m²)\n• großer Wohnbereich (21 m²) \n• Tageslichtbadezimmer mit Wanne und Waschmaschinenanschluss \n• Laminatboden in den Wohnräumen\n• Abstellkammer\n• Keller\n\n• neue Heizung in der Anlage 2019\n• gepflegtes Gemeinschaftseigentum', '... \nFür ausführliche Informationen nehmen Sie mit uns Kontakt über das Formular auf.', 'Unsere Leistungsgarantie\n\nWir sind: \n- Berater und Dienstleister für Wohnen, Verrentung und Finanzierung\n- Experten vor Ort - für Ihre Sicherheit und optimale Verkaufschancen\n- Ein Full-Service-Unternehmen - wir kümmern uns um alles\n\nSo arbeiten wir:\n- Wir hören gut zu und zeigen Ihnen Wege auf Ihr Ziel zu erreichen\n- Wir analysieren im Detail und bewerten professionell für Ihre Sicherheit\n- Wir investieren Zeit, Geld und Energie und nur im Erfolgsfall werden wir honoriert\n- Diskretion ist selbstverständlich und wir informieren Sie regelmäßig\n\nWir garantieren:\n\nVertrauen:\n- Beratung zum Verkauf oder zur Verrentung\n- Individuelles und detailliertes ERA-VerkaufswertGutachten\n- Zusammenstellung sowie ggf. Einholung aller Unterlagen\n- hochwertiges, aussagekräftiges Exposé\n- professionelle Fotos, informative Texte, 3D-Aufnahmen\n- indiv. Marketing- u. Vertriebskonzept\n- regelmäßige Informationen an Sie\n\nZeit, Nerven und Geld gespart!\n\nSicherheit: \n- ERA Gruppe sorgt für Sicherheit\n- modernste Marketingmaßnahmen\n- ERA-Zeitschrift, 3D virtuelle Besichtigung, starke Internetpräsenz\n- Interessentenauswahl durch Qualifizierungsgespräch\n- strategische Einzelpräsentation - keine Massenbesichtigungen\n- Nachweis der Finanzierung des Käufers\n- Vorbereitung und Beratung des Notarvertrages\n\nDen höchstmöglichen Preis erzielt\n\nErfüllung:\n- Beurkundung des Kaufvertrages\n- Nachverfolgung aller Vereinbarungen des Notarvertrages\n- Überwachung der Zahlungstermine\n- Zusammenstellung der Unterlagen für den Käufer\n- Begleitung bei der Besitzübergabe\n- Erstellung Übergabeprotokoll mit Fotobelegen\n- geprüftes Dienstleisternetzwerk für Verkäufer und Käufer\n\nAlles richtig gemacht!'];;;;;;;;;;;;;;;;;;;;
2020-05-11 12:39:46.441199;Berlin;;9255274;y;n;https://pictures.immobilienscout24.de/listings/458e27b5-b862-4fc4-87e7-b7546e245658-1341421038.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;9.93;2019;9.93;114994550;no_information;n;true;n;Berlin;n;10;9;;161-163;;5.42;140.88;Berlin;13469;first_time_use;sophisticated;;false;no_information;Waidmannsluster Damm;y;Waidmannsluster_Damm;apartment;13469;4;;n;;2,active;Deutschland;schaufenster;wohnung_kauf;n;3;true;001.9255274;986000;profile0;;4;true;n;showqualicontactform;n;n;Waidmannslust_Reinickendorf;WLD_B07;6;Berlin;/expose/114994550;['Leben im grünen Bezirk Reinickendorf, dort wo die Villen und Landhäuser der ehemaligen Villenkolonie Waidmannslust den architektonischen Stil des Ortsteils prägen. Die Wohngegend bietet eine lebenswerte Umgebung mit sehr guter Infrastruktur, komfortabler Anbindung an die Berliner City und Naherholung direkt vor der Haustür. \n\nAm Waidmannsluster Damm 161/163 entsteht ein gemütliches Neubauensemble mit nur 18 gehoben ausgestatteten Eigentumswohnungen, aufgeteilt auf zwei Häuser. Zur Auswahl stehen vielfältige Grundrisse mit 2 bis 4 Zimmern, Wohnflächen von 65 bis 140?m² sowie Garten, Balkon oder Dachterrasse. Hier finden Sie das Zuhause, das zu Ihnen passt. \n\n\nDas Objekt im Überblick\n\n• KfW-55-Neubau\n• Kleine, familiäre Anlage mit nur 18 Eigentumswohnungen\n• 2 bis 4 Zimmer, 65 bis 140 m² Wohnfläche\n• Mit Garten, Balkon oder Dachterrasse\n• Hochwertige Ausstattung mit Dielenboden, Fußbodenheizung, elektrischen Rollläden \n• Markenprodukte im Sanitärbereich\n• Elegante Architektur mit detailreicher Fassade\n• Tiefgarage, Fahrradstellplätze und Personenaufzüge\n• Gartenanlage mit altem Baumbestand\n\n', '- Dachterrasse in sonniger Südostausrichtung\n- Weitläufiger Wohn- und Essbereich mit offener Küche\n- Großes Schlafzimmer\n- Zwei weitere Zimmer, ideal als Arbeits-, Kinder- oder Gästezimmer\n- Hochwertiges Tageslicht-Badezimmer mit bodengleicher Dusche\n- Separates Gäste-WC\n- Hauswirtschaftsraum mit Waschmaschinenanschluss', 'Ihr neues Zuhause im Bezirk Reinickendorf im Nordwesten Berlins bietet Ihnen zahlreiche Geschäfte des täglichen Bedarfs sowie eine hervorragende Infrastruktur. Zur Nordmeile mit ihrem Lebensmittel-, Mode-, Gastronomie- und Dienstleistungsangebot gelangen Sie zu Fuß in wenigen hundert Metern, Schulen und Kitas befinden sich in direkter Nähe. Mit nahe gelegenen Bushaltestellen und der S-Bahn-Station Waidmannslust, die Sie in nur zwei Gehminuten erreichen, sind Sie bestens an das Zentrum angebunden. \n\nErholung finden Sie nur einen Katzensprung entfernt am Tegeler See oder bei ausgedehnten Spaziergängen entlang des malerischen Tegeler Fließes und des Packereigrabens. Auch der nahe gelegene Steinbergpark bietet zahlreiche Freizeitmöglichkeiten für Groß und Klein. Im DAS WAIDMANNS haben Sie die Natur direkt vor der Haustür – fernab vom Trubel der Hauptstadt!\n', 'Lernen Sie DAS WAIDMANNS näher kennen!\n\nWeitere Informationen finden Sie auf unserer Webseite unter www.das-waidmanns.de. Gerne vereinbaren wir einen individuellen Termin und informieren Sie in einem persönlichen Gespräch – kommen Sie einfach auf uns zu. Gerne beraten wir Sie bequem auch via Skype, FaceTime oder WhatsApp-Videochat.  \n\nProvisionsfrei direkt vom Projektentwickler und Bauträger. Ein Energieausweis liegt derzeit noch nicht vor. \nÄnderungen und Irrtümer vorbehalten.\n'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;85195;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;true;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-11 12:39:46.932566;Berlin;no_information;5783327;n;y;https://pictures.immobilienscout24.de/listings/b1aa951f-a833-4c8e-b353-0b591bce793c-1343454130.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.3;1906;11.3;114759095;gas;n;false;y;Berlin;y;9;1;;44;;5.73;180;Berlin;14059;no_information;no_information;;false;no_information;Knobelsdorffstr.;n;Knobelsdorffstr.;roof_storey;14059;5;;n;1;2,active;Deutschland;premium;wohnung_kauf;n;5;true;001.5783327;540000;profile0;5;5;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;149;7;Berlin;/expose/114759095;"['In attraktiver Charlottenburger Lage nahe dem Lietzensee und dem Charlottenburger Schloß befindet sich der Berliner Altbau Bj. 1904, in welchem ein Dachgeschoßrohling im Vorderhaus mit Baugenehmigung für zwei Wohnungen angeboten wird. Im Seitenflügel des Objekts ist bereits ein Dachgeschoßausbau erfolgt. Das Haus unterliegt dem Denkmalschutz (Ensembleschutz) und ist in der Denkmalliste Charlottenburg-Wilmersdorf aufgeführt. \nEs ist zur Zeit kein Aufzug im Objekt vorhanden.', '- Baugenehmigung\n- Holzschutztechnische Untersuchung\n- Baubeschreibung\n- Flächen- und Rauminhaltsberechnung\n- Flurkarte\n- Lageplan\n- Nutzungsmaßberechnung \n- Bauzeichnungen', 'Der Berliner Bezirk Charlottenburg-Wilmersdorf ist die  begehrteste Lage in der City-West der Hauptstadt.\nEine exzellente Verkehrsanbindung, nahegelgende Grünanlagen sowie eine hervorragende Infrastruktur von Kultur-, Bildungs- und Versorgungseinrichtungen sprechen für sich.\nS-Bahn (S-Bahn Messe-Nord ICC): S2, S25, S41, S42, S46\nU-Bahn (U-Bahnhof Kaiserdamm): U2', 'Alle Angaben beruhen auf Informationen unseres Auftraggebers und erfolgen daher ohne Gewähr. \nBitte schicken Sie Ihre schriftliche Anfrage mit vollständiger Adressangabe und der Angabe Ihrer Telefonnummer. \nBesichtigungstermine sind nach Absprache auch an den Wochenenden möglich.\n ""Ich freue mich auf Ihre Anfrage!"".']";ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;2;;;
2020-05-11 12:39:47.524148;Berlin;no_information;97549;n;y;https://pictures.immobilienscout24.de/listings/abd3f9c9-dc89-4bf9-890d-1bb1138f9f56-1341230670.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;10.87;1905;10.87;114982261;oil;n;false;y;Berlin;y;7;1;;7;energy_consumption;5.63;62.53;Berlin;12159;no_information;no_information;;false;no_information;"Schnackenburgstra&szlig;e";n;Schnackenburgstraße;roof_storey;12159;2;136;n;0;2,active;Deutschland;top;wohnung_kauf;y;4;true;001.97549;309000;profile0;4;2;true;n;showqualicontactform;n;n;Friedenau_Schöneberg;Schnackenburg7:9;3;Berlin;/expose/114982261;['Das Haus ist ein Altbau, bestehend aus einem Vorderhaus mit insgesamt 4 Geschossen, in denen sich jeweils zwei Wohnungen befinden.', '- vermietet\n- Süd-Terrasse\n- Dachgeschoss\n\nDa die Wohnung vermietet ist, stehen hier keine Innenfotos zur Verfügung.', 'Der Altbau im Bezirk Schöneberg-Friedenau liegt ruhig und recht zentral in einem gutbürgerlichen Umfeld mit vielen kleinen gepflegten Wohnstraßen mit hübschen Vorgärten und Stra-ßenbäumen sowie vielen Altbauten. \nUm die Ecke befindet sich der Perelsplatz.\n\nBis zum U-Bahnhof und S-Bahnhof „Bundesplatz“ und zur U-Bahn-Station „Friedrich-Wilhelm-Platz“ sowie verschiedene Buslinien in der Rheinstraße sind zu Fuß erreichbar.\n\nUnweit befindet sich die Shoppingmeile „Schloßstraße“ mit ihren modernen Einkaufszentren und dem Kinopalast „Titania“.', 'Die monatliche Nettokaltmiete beträgt 510,63 €.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-11 12:39:47.852394;Berlin;central_heating;15402574;n;n;https://pictures.immobilienscout24.de/listings/118f4117-ea62-493f-adfb-67fbe3f8995f-1341466401.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;14.43;1914;14.43;114997361;gas;n;false;y;Berlin;n;4;1;161;no_information;energy_consumption;7.95;42.45;Berlin;13359;well_kept;normal;F;false;no_information;no_information;n;no_information;ground_floor;13359;1;165.8;n;;2,active;Deutschland;top;wohnung_kauf;n;0;true;001.15350375;183000;profile0;4;1;true;n;showqualicontactform;y;n;Wedding_Wedding;S17;2;Berlin;/expose/114997361;['Das Gebäude ist im Jahre 1914 in massiver Bauweise errichtet. Die Außenwände sind aus verputztem Mauerwerk. Das Objekt besteht aus einem Vorderhaus, einem Quergebäude und zwei Seitenflügeln. Die Gebäudeteile haben jeweils 5 Vollgeschosse, darüber ein noch nicht ausgebautes Dachgeschoss (wird noch ausgebaut) und sind vollständig unterkellert.', 'Letzte Sanierung: 2018 Fassade, Innenhoffassade, Treppenhäuser, Erneuerung der Gegensprechanlage, Türen und Fenster wurden instandgesetzt und in historischen Farben neulackiert\nZimmeranzahl: 1 (+ Wohnküche)\nBad: mit Wanne\nFenster: Doppelverglaste Holzfenster\nBöden: alte abgezogene Dielen und Fliesen in der Küche und im Bad\nTerrasse: ja, zum Innenhof\nEnergieträger: Gas-Zentralheizung\nGas-Zentralheizungsanlage: Baujahr 2004, Produzent: Buderus', 'Die Soldiner Straße liegt parallel zur Osloer Straße. Sie beginnt im Westen an der Drontheimer Straße und mündet im Osten in die Grüntaler Straße. Dabei schneidet sie die Holzstraße, die Koloniestraße, die Stockholmer Straße, die Prinzenallee, die Wriezener Straße und die Freienwalder Straße. Die Panke überquert sie auf Höhe der Stockholmer Straße. Die Straße wird zwischen der Prinzenallee und ihrem westlichen Ende am Ritterlandweg von der Buslinie 255 durchfahren, die weitere Erschließung erfolgt durch die Buslinien M27, 150, 125, 128 und 250 sowie die Straßenbahnlinien M13 und 50, die nahegelegenen U- bzw. S-Bahn-Stationen Osloer Straße und Wollankstraße sind schnell erreichbar.\n\nAuf Höhe der Prinzenallee befindet sich die schöne Stephanuskirche.', 'Ganz wichtig bei der Anfrage: Teilen Sie uns Ihre vollständigen Kontaktdaten: Vor- und Nachnamen, Adresse, Mail und Telefonnummer mit.\n\nSeit einigen Jahren gilt in Deutschland das Geldwäschegesetz. Nach diesem Gesetz ist jedes Immobilienbüro verpflichtet, bei Kontaktaufnahme die Identität des Kunden festzuhalten. \n\nDieses Kaufangebot ist provisionspflichtig. Dem Erwerber wird bei Abschluss eines Kaufvertrages eine Provision in Höhe von 7,14 % des beurkundeten Kaufpreises inkl. der gesetzlichen MwSt. berechnet. \n\nDie in diesem Exposé gemachten Angaben beruhen auf Auskünften des Eigentümers oder vorgelegten Plänen und Berechnungen. Wir übernehmen daher keine Haftung, für die hier gemachten Angaben, insbesondere für Flächenangaben, Grundrisse, Lageskizzen sowie wann was und wie im Hause renoviert und saniert wurde, da wir das nicht persönlich überwachen konnten. Dieses Angebot ist freibleibend, ein Zwischenverkauf bleibt vorbehalten.\n\nHinsichtlich weiterer Dienstleistungen in Zusammenhang mit dem Erwerb, wie Finanzierungen unterstützen wir Sie gerne. Es ist uns leider nicht gestattet, Sie zu steuerrelevanten Aspekten zu beraten. Hierzu wenden Sie sich bitte an Ihren Steuerberater. Wir stehen Ihnen gerne für Fragen zur Verfügung.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;2018;;
2020-05-11 12:39:48.220874;Berlin;district_heating;97549;n;y;https://pictures.immobilienscout24.de/listings/a7117f7f-169e-4f07-a38d-b6aebc3ee41c-1341465916.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.73;1926;11.73;114997762;district_heating;n;false;y;Berlin;y;8;1;;52;;5.75;87.94;Berlin;12157;no_information;no_information;;false;no_information;"Kniephofstra&szlig;e";n;Kniephofstraße;apartment;12157;3.5;;n;0;2,active;Deutschland;top;wohnung_kauf;y;3;true;001.97549;449000;profile0;;3;true;n;showqualicontactform;n;n;Steglitz_Steglitz;Kniephof52_8;4;Berlin;/expose/114997762;['Der denkmalgeschützte Altbau ist gepflegt.', '- vermietet\n- Loggia\n- Bad mit Fenster\n- 3. Obergeschoss', 'Unweit vom Objekt befindet sich der Insulaner mit mehreren Freizeitangeboten.\nDie Feuerbachstraße, der Walther-Schreiber-Platz und die Schloßstraße sind innerhalb weniger Minuten erreichbar.', 'Die monatliche Nettokaltmiete beträgt 696,79 €.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-11 12:39:48.641416;Berlin;central_heating;15402574;n;n;https://pictures.immobilienscout24.de/listings/e15ad483-e647-412f-a0b5-2aae3be7e6ea-1359539816.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;16.54;1905;16.54;114999134;gas;n;false;y;Berlin;n;3;1;148;no_information;energy_consumption;8.84;37;Berlin;12049;well_kept;simple;F;false;no_information;no_information;n;no_information;ground_floor;12049;1.5;162;n;;2,active;Deutschland;top;wohnung_kauf;y;0;true;001.15350375;122000;profile0;5;1;true;n;showqualicontactform;n;n;Neukölln_Neukölln;F 14;1;Berlin;/expose/114999134;['Der Verkäufer hat 2018 auf seine Kosten (ca. 260.000 €) Wasser- und Abwasserhauptstränge bis auf den Keller erneuert und den Keller saniert. Die Zentrale-Gasheizungsanlage wird vom Contractor Techem betrieben.', 'Baujahr: 1905\nEtage: EG\nZimmeranzahl:\t1,5\nWohnfläche ca.: 37 m2 (gem. Teilungserklärung)\nStrang- und Kellersanierung: 2018\nKellersanierung: 2018\nDachgeschoßausbau: 2020\nBad mit Wanne: ja\nBoden:\tLaminat\nAusrichtung: zum Süden, zum großen Innenhof\nHeizung: Gas-Zentralheizung\nWarmwasser: enthalten, Durchlauferhitzer\nVermietet seit: 15.09.2013\nEigenbedarfskündigungsschutz: 10 Jahre ab dem Kauf \nNetto-Kalt-Miete: 330,08 € ab dem 01.12.2015\nBetriebskosten-VZ: 90,00 €\nHeizkosten-VZ: 37,00 €\nWarm-Miete: 457,08 €', 'Nordneukölln gehört derzeit zu den begehrtesten, historisch gewachsenen Wohnlagen Berlins. Das Gebiet ist heute eine Perle urbaner Wohnkultur: Cafés, Naturkostläden, Galerien haben eröffnet. Am Ostermarkt bieten Künstler und Kunsthandwerker ihre Produkte und Kunstwerke an und Autoren stellen ihre Bücher vor. Hier wohnen weltoffene Menschen, die die Liberalität Berlins zu schätzen wissen.\n\nIn zwei Gehminuten, auf der Hermannstraße befindet sich die U8-Boddinstraße sowie zahlreiche Bushaltestellen. Die nahegelegene Hasenheide bietet viele Freizeitmöglichkeiten an.', 'Ganz wichtig bei der Anfrage: Teilen Sie uns Ihre vollständigen Kontaktdaten: Vor- und Nachnamen, Adresse, Mail und Telefonnummer mit.\n\nSeit einigen Jahren gilt in Deutschland das Geldwäschegesetz. Nach diesem Gesetz ist jedes Immobilienbüro verpflichtet, bei Kontaktaufnahme die Identität des Kunden festzuhalten. \n\nDieses Kaufangebot ist provisionspflichtig. Dem Erwerber wird bei Abschluss eines Kaufvertrages eine Provision in Höhe von 7,14 % des beurkundeten Kaufpreises inkl. der gesetzlichen MwSt. berechnet. \n\nDie in diesem Exposé gemachten Angaben beruhen auf Auskünften des Eigentümers oder vorgelegten Plänen und Berechnungen. Wir übernehmen daher keine Haftung, für die hier gemachten Angaben, insbesondere für Flächenangaben, Grundrisse, Lageskizzen sowie wann was und wie im Hause renoviert und saniert wurde, da wir das nicht persönlich überwachen konnten. Dieses Angebot ist freibleibend, ein Zwischenverkauf bleibt vorbehalten.\n\nHinsichtlich weiterer Dienstleistungen in Zusammenhang mit dem Erwerb, wie Finanzierungen unterstützen wir Sie gerne. Es ist uns leider nicht gestattet, Sie zu steuerrelevanten Aspekten zu beraten. Hierzu wenden Sie sich bitte an Ihren Steuerberater. Wir stehen Ihnen gerne für Fragen zur Verfügung.\n\n\nInnenfotos\n\nDa die Wohnung vermietet ist, werden aus Rücksicht auf die Privatsphäre der Mieter keine Innenfotos im Internet veröffentlicht.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;2018;;
2020-05-11 12:39:48.971958;Berlin;central_heating;15868789;n;y;https://pictures.immobilienscout24.de/listings/f36dd03a-19e8-49b6-b7e8-9ea673364a06-1358773262.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;10.09;1930;10.09;98104440;district_heating;y;false;y;Berlin;y;4;1;318;118;;4.59;50;Berlin;14169;refurbished;normal;;false;no_information;"M&ouml;rchinger Strasse";n;Mörchinger_Strasse;apartment;14169;2;;n;;2,active;Deutschland;standard;wohnung_kauf;y;3;true;001.15747035;200000;profile0;3;2;true;y;showqualicontactform;n;n;Zehlendorf_Zehlendorf;98104440;2;Berlin;/expose/98104440;['Eine wunderschöne, gepflegte Wohnung im Bauhaus- Stil. Hohe Räume, super genialer Schnitt mit einem Empfangsraum und 2 getrennte Räume, Badewanne im Badezimmer. \nDie jetzige kalte Miete ist 600 €. Das ist eine stolze Rendite von 3.4% !!!. Die Wohnung ist zeitlich befristet vermietet.(Bis 30.11. 22).\nHohe AFA-Steuererstattung wegen Denkmalschutz.\nDer Keller ist trocken, weiß gestrichen und sauber. \nDas Treppenhaus: zeitgemäße Holztreppen und Girlanden. Gepflegte Erscheinung. Ein grüner hinterer Hof  mit einem schön-gepflegten Garten.', 'Parkettboden, Badezimmer: weiß-gekachelt, Ursprüngliche Holzkasten-Denkmalschutz-Fenster. Balkon mit Blick zum Garten.', 'Hervorragende Location. Nah am S-Bahnhof Linie S-1 ( nach Mitte, Potsdamerplatz, Schöneberg, Steglitz und Wannsee) und mehrere Buslinien zur Einkaufsmeile in der Schloss-Strasse. Botanische Gärten, FU (für Studenten sehr nah).', 'Alle Angaben stammen vom Eigentümer und für sie hafte ich nicht.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;50;2017;;
2020-05-11 12:39:49.345964;Berlin;no_information;1201911;n;y;https://pictures.immobilienscout24.de/listings/9af9f086-7555-46cc-b282-67d911d09693-1341223049.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.06;;10.06;114981513;;n;false;n;Berlin;y;7;;;26 b;;5.29;73.91;Berlin;13156;first_time_use;sophisticated;;false;no_information;Waldowstr.;y;Waldowstr.;roof_storey;13156;2.5;;n;2;2,active;Deutschland;standard;wohnung_kauf;n;2;false;001.1201911;392800;profile0;2;2;true;y;showqualicontactform;y;n;Niederschönhausen_Pankow;Pa 29;3;Berlin;/expose/114981513;['Baubeginn Frühjahr 2020! Hier können Sie noch mitgestalten: In unserem schönen grünen Baugruppenprojekt steht noch diese sehr attraktive Dachgeschoss-Wohnung im Gartenhaus zur Verfügung. Auf der großen West-Terrasse (22,5 m²) können Sie wunderbar entspannen. Sie können die Wohnung mit zwei oder drei Zimmern planen.\nDas Grundstück wurde bereits gekauftun die Baugenehmigung liegt vor.\nInsgesamt entstehen 15 Wohnungen mit 2- 5 Zimmer und ca. 60 - 140 m²auf einem schönen Grundstück mit zwei Gebäuden.\nWir laden Sie herzlich ein zum Info-Treffen am Donnerstag, den 05.03., um 18.30 Uhr bei Spark Architekten, Boddinstr. 8 in 12053 Berlin. Wir freuen uns auf Ihr Kommen und viele Fragen. Bitte melden Sie sich kurz an.', '-\tFußbodenheizung\n-\tParkettböden\n-\tMarkenobjekte\n-\tHolzfenster', 'Das Grundstück befindet sich in ruhiger schöner Lage in Niederschönhausen. Mehrere Kitas und Schulen sowie zahlreiche Einkaufsmöglichkeiten und Freizeiteinrichtungen befinden sich in der Nähe. Mit Straßenbahn oder Bus ist Pankow-Zentrum schnell erreicht.', 'Wir laden Sie herzlich ein zum Info-Treffen am Donnerstag, den 05.03., um 18.30 Uhr bei Spark Architekten, Boddinstr. 8 in 12053 Berlin. Wir freuen uns auf Ihr Kommen und viele Fragen. Bitte melden Sie sich kurz an.'];;;;;;;86898;;;;;;;true;;;;;;
2020-05-11 12:39:49.807233;Berlin;no_information;97549;n;n;https://pictures.immobilienscout24.de/listings/1e114a86-d9b0-4c71-9911-85553101a144-1341245926.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;12.78;1919;12.78;114983359;gas;n;false;y;Berlin;n;9;1;;73;energy_consumption;7.25;360;Berlin;10555;no_information;no_information;;false;no_information;Alt-Moabit;n;Alt-Moabit;no_information;10555;9;129;n;9;2,active;Deutschland;top;wohnung_kauf;n;5;true;001.97549;718000;profile0;5;5;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;Alt-Moabit73_Dach;7;Berlin;/expose/114983359;['- klassischer Stuckaltbau\n- Gasheizung', '- Dachrohling\n- ca. 360 m² Bruttofläche\n- ruhiges Hinterhaus und Seitenflügel\n- ohne Baugenehmigung', '- Nähe Spree\n- Turmstraße/Ottopark fußläufig erreichbar\n- Nähe kleiner Tiergarten', 'Der Anbau eines Balkons und eines Aufzugs ist in der Teilungerklärung genehmigt.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
