timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_noParkSpaces;obj_floor;obj_usableArea;obj_lastRefurbish;ga_cd_developer_virtualreality;obj_galleryAd;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed
2020-05-11 12:31:48.903482;Berlin;gas_heating;ONE_YEAR_FREE;18052783;n;y;https://pictures.immobilienscout24.de/listings/2f78b53e-448b-4dc3-a80c-7b9d54d78886-1356744165.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.49;40 MBit/s;telekom_layer_magenta_l;über VDSL;1992;REGULAR;11.49;116398360;no_information;y;false;MagentaZuhause L;n;Berlin;y;5;5;235.6;9;energy_consumption;5.14;51.3;Berlin;12351;no_information;no_information;D;false;100 MBit/s;underground_garage;"Zaunk&ouml;nigweg";n;https://padlock.link/ioml;https://padlock.link/ml;Zaunkönigweg;apartment;12351;2;106.2;n;20;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008679649;233000;profile0;4;2;true;n;showqualicontactform;n;n;Buckow_Neukölln;499071;2;Berlin;/expose/116398360;['Das Ensemble im Zaunkönigweg erhebt sich auf einem weitläufigen Gartengrundstück und besteht aus dem straßenseitigen Mehrfamilienhaus und den beiden Einfamilienhäusern zur ruhigen Gartenseite.\r\n\r\nIm Zaunkönig stehen insgesamt 23 vermietete Wohneinheiten mit Wohnflächen zwischen ca. 36 m² und ca. 156 m² zum Verkauf. Alle Einheiten sind fest vermietet und bieten Renditen von bis zu 2,7%. Optional kann in der Tiefgarage ein PKW-Stellplatz erworben werden.', 'Entzückende Dachgeschoss-Wohnung\r\n\r\n-    Parkettböden in der gesamten Wohnung bis auf die Küche und Bad\r\n-    25m² große Terrasse\r\n-    Sonnendurchflutetes Wohnzimmer mit direkten Zugang zur Terrasse\r\n-    Gefliestes Bad und Küche\r\n-    Küche mit Einbauküche \r\n-    Abstellkammer\r\n-    Keller\r\n-    Garage kann käuflich erworben werden, Kaufpreis 23.000€', 'Der im Südosten Berlins gelegene Ortsteil Buckow ist besonders für Ruhe liebende Familien interessant: Die Wohngegend ist geprägt durch Reihen- und Einfamilienhäuser und den weitläufigen Britzer Garten.\r\n\r\n500 Meter bis zum U-Bahnhof Britz-Süd (U7)\r\nVon hier aus benötigt man 25 Minuten bis zum S+U-Bahnhof Alexanderplatz\r\nIn 8 Minuten ist man mit dem Fahrrad am Schloss Britz\r\nIn 10 Minuten ist man mit dem Fahrrad im wunderschönen Britzer Garten\r\nEinkaufsmöglichkeiten sind fußläufig zu erreichen, z.B. Kaufland, Edeka, Aldi, Penny\r\nRestaurants, Cafés und Bars finden Sie in der näheren Umgebung\r\n'];;;;;;;;
2020-05-11 12:31:49.208435;Berlin;floor_heating;ONE_YEAR_FREE;18276584;n;y;https://pictures.immobilienscout24.de/listings/75be3c2f-adcd-44d3-a7e4-d95830171694-1355809415.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;7.89;40 MBit/s;telekom_layer_magenta_l;über VDSL;1996;REGULAR;7.89;116399258;;y;false;MagentaZuhause L;y;Berlin;n;11;5;1400;no_information;;3.38;251;Berlin;14193;mint_condition;luxury;;false;100 MBit/s;underground_garage;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;maisonette;14193;5;;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.7caea2b3-b037-4920-98d5-dead46c43989;1815000;profile0;;5;true;y;showqualicontactform;n;n;Grunewald_Wilmersdorf;116399258;7;Berlin;/expose/116399258;['Wohnungsmerkmale:\n• Exklusiver Zugang zum See\n• ruhige Lage\n• Haus im Haus Gefühl mit eigenem Eingang\n• Flexible Grundrissgestaltung\n• Zwei beheizte Tiefgaragenstellplätze\n• Wohnung Alarmanlagen gesichert\n• Einbaukamin\n• Fußbodenheizung\n• Rainshower Duschsystem mit Massagefunktion\n• Italienische Luxus Fliesen\n• hochwertige HiFi-Anlage', 'Ausstattung der Gemeinschaftsanlage:\n• Privatweg zum Haus\n• Gepflegte Wohnanlage\n• Tauchbecken\n• Vier Terrassen\n• Fitnessbereich\n• Hauswirtschaftsraum\n• Fitnessbereich\n• Security-Service\n• ca. 2000 qm Garten\n• Kleiner Spielplatz\n• Bootsanlegestelle', 'Lage:\nVon hier aus kann man in kürzester Zeit Ausflüge in den schönen Berliner Grunewald oder auch ausgedehnte Schaufensterbummel am nahe gelegenen Boulevard Kurfürstendamm unternehmen. Exklusive Modegeschäfte und Designerlabels, stilvolle Restaurants, beschauliche Cafés und bekannte Bühnen verbreiten dort angenehmes und zeitloses Weltstadtflair.\nUnzählige Einkaufsmöglichkeiten, Banken, Arztpraxen und Restaurants befinden sich in direkter Umgebung der Villa Auguste-Viktoria, wie beispielsweise am berühmten Roseneck, rund um das Rathaus Schmargendorf an der Berkaer Straße sowie der Westfälischen Straße. Kindertagesstätten und renommierte Schulen, wie das bekannte „Gymnasium zum Grauen Kloster „, sind fußläufig erreichbar.\nAuch die Anbindung an den öffentlichen Nahverkehr ist hervorragend. So ist der S-Bahnhof Hohenzollerndamm nicht weit entfernt. Über die Stadtautobahn oder den Hohenzollerndamm gelangt man schnell in jeden anderen Stadtteil Berlins. Hierüber sind auch attraktive Ausflugziele im Brandenburger Umland gut erreichbar.', 'Wir von Basel Immobilien helfen Ihnen dabei, Ihren Traum zu realisieren.\nGerne unterstützen wir Sie bei Finanzierungsanfragen und sonstigen Anliegen rund um Ihre Immobilie.'];2;0;;;;;;
2020-05-11 12:31:49.706574;Berlin;central_heating;ONE_YEAR_FREE;453922;n;y;https://pictures.immobilienscout24.de/listings/04c09dc1-18c0-49c4-bb78-26bbd53f79c0-1355829030.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;12.41;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;12.41;116408311;;y;false;MagentaZuhause L;y;Berlin;y;6;1;150;15;;6.33;68;Berlin;12105;no_information;normal;;false;100 MBit/s;no_information;Wolframstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Wolframstr.;apartment;12105;3;;n;1;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.453922;258000;profile0;3;3;true;n;showqualicontactform;n;n;Tempelhof_Tempelhof;247;3;Berlin;/expose/116408311;['Das Wohnobjekt befindet sich in einem schönen Wohnumfeld in der Wolframstr. 15 nahe dem Alarichplatz und verfügt über einen sehr schönen und grünen Hinterhof. \nDas Haus gehört zum Atilla-Karree und verfügt über keinen Fahrstuhl.', 'Die modernisierte Wohnung verfügt über normale Austattungsmerkmale, wie bspw. eine Gegensprechanlage, isolierte Fenster und eine Wannenbad.\nIn der Wohnung ist überall Laminat verlegt.', 'Die Wolframstr. ist eine ruhige Seitenstraße der Alarichstr. und liegt parallel zur Attilastraße inmitten vom grünen Berlin Tempelhof\nIn 100 m Entfernung befindet sich der AlarichPlatz mit einem großen (neuen) Spielplatz und der Paul-Klee-Grundschule. Der Attilaplatz ist innerhalb von fünf Minuten (ca.500 m) zu erreichen. Die U-Bahnstation Ullsteinstr. befindet sich in ca. 800m Entfernung. Die Parkplätze in der Straße sind kostenfrei zu benutzen. \n\nAnbindung an den ÖPNV:\nU - Ullsteinstr.: U6, Bus N6, Bus 184\nAttilaplatz: Bus 184, Bus 246, Bus N84\nWittekindstr.: Bus 170, Bus 246', 'Besichtigungen sind jederzeit nach Vereinbarung möglich. \n\nBitte hinterlassen Sie uns hierfür ihre Telefonnummer.\n\nWir freuen uns auf Ihren Kontakt!\n\nGerne nehmen wir Ihr Kaufpreisangebot entgegen!'];;1;68;;;;;
2020-05-11 12:31:50.159023;Berlin;central_heating;ONE_YEAR_FREE;16765212;n;y;https://pictures.immobilienscout24.de/listings/a5f5f7dc-479d-42f1-b2d8-4b739ac5771d-1355696104.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;10.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1416;REGULAR;10.3;116388030;district_heating;y;false;MagentaZuhause L;y;Berlin;y;5;1;;no_information;;4.2;60.54;Berlin;14169;refurbished;normal;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;14169;2.5;;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.38bb8c01-edbe-4b22-8e3d-db96d18e0c70;249000;profile0;3;2;true;n;showqualicontactform;n;n;Zehlendorf_Zehlendorf;BS1416904032020;2;Berlin;/expose/116388030;"['Die denkmalgeschützte Wohnanlage liegt im Südwesten der Hauptstadt im Bezirk Zehlendorf, ca. 8 km von Berlin-Mitte entfernt.', '- Dielenfußboden\n- Bad und Küche sind gefliest\n- Einbauküche \n- Südbalkon\n- Mieterkeller', 'Gute Anbindung an das öffentliche Verkehrsnetz durch die S-Bahnlinie S1 (S-Bahnhof Sundgauer Straße) und die Buslinien 101, 211, und 148. Bis zur Stadtautobahn sind es ca. 4 km. \n\nDer botanische Garten ist circa 2,5 km entfernt und ist ein beliebtes Ausflugsziel. Wer noch mehr Ruhe sucht, fährt in den Nahe gelegenen Grunewald.', 'Einkaufsmöglichkeiten für und über den alltäglichen Bedarf finden Sie in dem Zehlendorfer Ortskern oder in der ""Schloßstraße"".\n\nSchulen und Kindertagesstätten sind in der fußläufigen Umgebung ausreichend vorhanden.\n\nDer Wohnungskauf kann erst in 2 Jahren realisiert werden. Die Möglichkeit an einem Mietkauf besteht ab dem 01.06.2020. Bei Rückfragen können Sie sich gerne telefonisch bei uns melden.']";;3;60.54;2019;;;;
2020-05-11 12:31:50.627531;Berlin;central_heating;ONE_YEAR_FREE;453922;n;y;https://pictures.immobilienscout24.de/listings/5d5a2b8a-67ae-4047-8cdd-4a991bb8c405-1355826294.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;12.41;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;12.41;116404556;;y;false;MagentaZuhause L;y;Berlin;y;6;1;150;15;;6.33;68;Berlin;12105;no_information;normal;;false;100 MBit/s;no_information;Wolframstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Wolframstr.;apartment;12105;3;;n;1;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.453922;255000;profile0;3;3;true;n;showqualicontactform;n;n;Tempelhof_Tempelhof;246;3;Berlin;/expose/116404556;['Das Wohnobjekt befindet sich in einem schönen Wohnumfeld in der Wolframstr. 15 nahe dem Alarichplatz und verfügt über einen sehr schönen und grünen Hinterhof. \nDas Haus gehört zum Atilla-Karree und verfügt über keinen Fahrstuhl.', 'Die modernisierte Wohnung verfügt über normale Austattungsmerkmale, wie bspw. eine Gegensprechanlage, isolierte Fenster und eine Wannenbad.\nIn der Wohnung ist überall Laminat verlegt.', 'Die Wolframstr. ist eine ruhige Seitenstraße der Alarichstr. und liegt parallel zur Attilastraße inmitten vom grünen Berlin Tempelhof\nIn 100 m Entfernung befindet sich der AlarichPlatz mit einem großen (neuen) Spielplatz und der Paul-Klee-Grundschule. Der Attilaplatz ist innerhalb von fünf Minuten (ca.500 m) zu erreichen. Die U-Bahnstation Ullsteinstr. befindet sich in ca. 800m Entfernung. Die Parkplätze in der Straße sind kostenfrei zu benutzen. \n\nAnbindung an den ÖPNV:\nU - Ullsteinstr.: U6, Bus N6, Bus 184\nAttilaplatz: Bus 184, Bus 246, Bus N84\nWittekindstr.: Bus 170, Bus 246', 'Besichtigungen sind jederzeit nach Vereinbarung möglich. \n\nBitte hinterlassen Sie uns hierfür ihre Telefonnummer.\n\nWir freuen uns auf Ihren Kontakt!\n\nGerne nehmen wir Ihr Kaufpreisangebot entgegen!'];;3;68;;;;;
2020-05-11 12:31:50.990067;Berlin;no_information;ONE_YEAR_FREE;17301394;n;y;https://pictures.immobilienscout24.de/listings/205b0d30-0660-498e-99c2-76658ab34f19-1355789347.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;2005;REGULAR;12.78;116394551;no_information;y;false;MagentaZuhause L;y;Berlin;y;11;6;2421;4;;7.25;307.12;Berlin;10785;no_information;luxury;;false;100 MBit/s;garage;Am Park;y;https://padlock.link/ioml;https://padlock.link/ml;Am_Park;apartment;10785;4;;n;3;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.9edae06d-9892-483e-9097-d7ee3941966e;2764080;profile0;;4;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;116394551;7;Berlin;/expose/116394551;['* Service des „The Ritz Carlton, Berlin“\n\n* 24 Stunden Concierge Service\n\n* repräsentative Eingangslobby\n\n* 2 Aufzüge\n\n* mechanische Lüftung inkl. Raumluftkühlung\n\n* elektrische Jalousien\n\n* Fußbodenheizung\n\n* zusätzliches Gäste WC\n\n*großzügige Süd West Loggia\n\n* und vieles mehr!', 'Gelegen zwischen dem Potsdamer Platz dem Brandenburger Tor und unweit des Hauptbahnhofes gehört diese Wohnlage\nzu den beliebtesten und attraktivsten der Stadt - geprägt durch hochwertige, historische Architektur mit luxuriöser Moderne. \nSony, Daimler, DB wählten diesen Standort ganz bewusst und zählen damit zu Ihrer unmittelbaren Nachbarschaft. Zahlreiche Restaurants, Bars und Waren für den täglichen Bedarf findet man in der direkten Umgebung.\nDas nur fußläufig entfernte LP 12 welches zu den meist besuchten Shoppingcentern der Stadt zählt, lässt keine Wünsche offen und lädt zum Einkaufen und Flanieren ein. Sollten\nSie das Auto in der exklusiven Parkgarage stehen lassen wollen, so ist die Anbindung an die öffentlichen Verkehrsmittel hervorragend\nZudem befindet sich bereits auf der gegenüberliegenden Straßenseite die größte innerstädtische Grünanlage Berlins der Tiergarten Dieser lädt stets zum morgendliches Workout\noder einem gemütlicher Spaziergang ein.', 'Für weitere Informationen oder die Vereinbarung eines Besichtigungstermins stehen wir Ihnen jederzeit gern zur Verfügung.'];2;1;;;;;;
2020-05-11 12:31:51.465489;Berlin;gas_heating;ONE_YEAR_FREE;18052783;n;y;https://pictures.immobilienscout24.de/listings/46f0783c-1943-4663-bd43-842efe594c68-1367207587.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.49;40 MBit/s;telekom_layer_magenta_l;über VDSL;1992;REGULAR;11.49;116398388;no_information;y;false;MagentaZuhause L;n;Berlin;y;4;5;142.2;11;energy_consumption;5.14;35.63;Berlin;12351;no_information;no_information;D;false;100 MBit/s;underground_garage;"Zaunk&ouml;nigweg";n;https://padlock.link/ioml;https://padlock.link/ml;Zaunkönigweg;ground_floor;12351;1;106.2;n;2;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008679649;152000;profile0;4;1;true;y;showqualicontactform;n;n;Buckow_Neukölln;499053;1;Berlin;/expose/116398388;['Das Ensemble im Zaunkönigweg erhebt sich auf einem weitläufigen Gartengrundstück und besteht aus dem straßenseitigen Mehrfamilienhaus und den beiden Einfamilienhäusern zur ruhigen Gartenseite.\r\n\r\nIm Zaunkönig stehen insgesamt 23 vermietete Wohneinheiten mit Wohnflächen zwischen ca. 36 m² und ca. 156 m² zum Verkauf. Alle Einheiten sind fest vermietet und bieten Renditen von bis zu 2,7%. Optional kann in der Tiefgarage ein PKW-Stellplatz erworben werden.', 'Süsse Wohnung im Soutterain mit Terrasse und Gartensondernutzungsrecht:\r\n\r\n-    1-Zimmer-Wohnung, direkter zugang zur Gartenterrasse\r\n-    Parkettboden im Flur und Wohnschlafzimmer\r\n-    Küche mit Einbauküche\r\n-    Innenliegendes Bad mit Wanne\r\n-    Keller\r\n-    Garage kann käuflich erworben werden, Kaufpreis 23.000€', 'Der im Südosten Berlins gelegene Ortsteil Buckow ist besonders für Ruhe liebende Familien interessant: Die Wohngegend ist geprägt durch Reihen- und Einfamilienhäuser und den weitläufigen Britzer Garten.\r\n\r\n500 Meter bis zum U-Bahnhof Britz-Süd (U7)\r\nVon hier aus benötigt man 25 Minuten bis zum S+U-Bahnhof Alexanderplatz\r\nIn 8 Minuten ist man mit dem Fahrrad am Schloss Britz\r\nIn 10 Minuten ist man mit dem Fahrrad im wunderschönen Britzer Garten\r\nEinkaufsmöglichkeiten sind fußläufig zu erreichen, z.B. Kaufland, Edeka, Aldi, Penny\r\nRestaurants, Cafés und Bars finden Sie in der näheren Umgebung\r\n\r\n'];;;37;;;;;
2020-05-11 12:31:51.768688;Berlin;central_heating;ONE_YEAR_FREE;17715075;n;y;https://pictures.immobilienscout24.de/listings/150419d3-e23e-4e59-80d6-aa0dc78100e4-1355770131.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;11.48;116392042;gas;n;false;MagentaZuhause L;n;Berlin;y;8;1;236;no_information;energy_consumption;7.14;70.2;Berlin;10247;well_kept;normal;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;10247;2;;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.968e6cea-6a8f-4d9a-b345-d4c2d9f38b9b;418000;profile0;5;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;116392042;3;Berlin;/expose/116392042;['Attraktiv geschnittene 2-Zimmerwohnung in Top-Szenelage nahe dem belebten Boxhagener Platz. Die Wohnung ist bezugsfrei und eignet sich perfekt für Eigennutzer.', '+ Dielen\n+ inkl. Einbauküche\n+ Bad mit Badewanne & Fenster\n+ lichtdurchflutete Räume\n+ attraktiver Grundriss\n+ WG geeignet\n+ gepflegter Zustand\n+ Balkon\n+ Keller', 'Die Wohnung befindet sich in Bestlage im beliebten Friedrichshain nahe dem Boxhagener Platz. Dort gibt es eine breite Auswahl an verschiedenen Cafés, Restaurants, Bars und sonstigen Geschäften, die Sie für Ihren Alltag benötigen. Auch die öffentlichen Verkehrsmittel sind fußläufig schnell zu erreichen.', 'Diese Wohnung ist für den Käufer provisionsfrei!\n\nAusführliche Informationen mit aussagekräftigem Expose erhalten Sie gerne auf Anfrage mit Ihren Kontaktdaten und Telefonnummer.\n\nLiebe Interessenten Ihr Wohlergehen ist uns wichtig! Daher beachten Sie bitte, dass wir zum aktuellen Zeitpunkt nur Einzelbesichtigungen wahrnehmen und auf die hingewiesenen Hygienemaßnahmen sehr Wert legen. Es wird eine Desinfektion aller Türgriffe vor Besichtigung stattfinden und ein ausreichender Abstand eingehalten. Von einem Händeschütteln sehen wir derzeit zum Wohlergehen aller ab und händigen alle Dokumente nur noch digital aus.'];;1;;;;;;
2020-05-11 12:31:52.176994;Berlin;central_heating;ONE_YEAR_FREE;18052783;n;y;https://pictures.immobilienscout24.de/listings/95428534-c1b7-4f9b-b200-13acf76eff92-1363303043.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.16;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;11.16;112432764;gas;n;false;MagentaZuhause L;n;Berlin;n;7;1;148.86;31;energy_required;6.38;64.37;Berlin;10587;no_information;no_information;;false;100 MBit/s;no_information;"Helmholtzstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Helmholtzstraße;apartment;10587;2;124.4;n;11;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008679649;319000;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;498432;3;Berlin;/expose/112432764;"['An einem der Berliner Spreebögen - die Spree zieht sich in mehreren Windungen durch die Hauptstadt - liegt das klassische Altbau-Eckhaus im nordöstlichen Winkel des Westberliner Stadtteils Charlottenburg. Ob Kapitalanleger oder Selbstnutzer - die Wohnungen ""Am Spreebogen"" sind für beide gleichermaßen interessant: Von den 38 Wohneinheiten sind 80 % vermietet. Die leerstehenden Wohnungen bieten Selbstnutzern die Möglichkeit, sich ihre Traumwohnung zu verwirklichen - besonders Singles und junge Paare können sich in den ca. 55 m² - 70 m² großen Wohnungen ihr ganz eigenes Zuhause schaffen. Im Erdgeschoss befinden sich zwei vermietete Gewerbeeinheiten.', '- abgezogene Dielen\r\n- Tageslichtbad mit Badewanne\r\n- Balkon\r\n', 'Sowohl ältere Menschen, die ihre Umgebung lieben, als auch Familien, die für ihre Kinder eine ruhige und grüne Lage bevorzugen, oder Studierende, die an der Technischen Universität oder Universität der Künste eingeschrieben sind, - sie alle können in Charlottenburg fündig werden: Hier lebt man ruhig, bürgerlich und im Grünen. Die Anbindung an den Nahverkehr wird durch die Buslinien gewährleistet, die einen in knapp 10 Minuten zu den umliegenden U-Bahn-Stationen bringen. Dinge des täglichen Bedarfs sind vom ""Spreebogen"" aus rasch besorgt: Supermärkte, Discounter, Apotheken, Ärzte und Bankfilialen befinden sich in unmittelbarer Nähe. Kindergärten und Schulen erreicht man ebenfalls fußläufig. \r\n\r\nNur wenige Gehminuten entfernt finden Sie am Spreeufer Entspannung im Grünen. Oder Sie folgen dem Flusslauf nach Westen und gelangen nach einem kurzen Spaziergang zum Schloss Charlottenburg mit seinem weitläufigen Park.\r\n']";;4;64.37;;true;;;
2020-05-11 12:31:52.527364;Berlin;central_heating;ONE_YEAR_FREE;17689537;n;n;https://pictures.immobilienscout24.de/listings/20e7412c-9d08-49c3-a583-b4d2580985ee-1360107785.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;12.19;40 MBit/s;telekom_layer_magenta_l;über VDSL;1915;REGULAR;12.19;116399452;gas;n;false;MagentaZuhause L;n;Berlin;n;9;1;435;167;energy_consumption;7.44;104.08;Berlin;10997;well_kept;normal;;false;100 MBit/s;no_information;"K&ouml;penicker Str.";n;https://padlock.link/ioml;https://padlock.link/ml;Köpenicker_Str.;apartment;10997;3;212.4;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.d41f4c69-eb7b-4709-b891-42c728a6b026;521500;profile0;5;3;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;KÖPI167_WE07.DU;5;Berlin;/expose/116399452;['WUNDERSCHÖNER UND GEPFLEGTER ALTBAU MIT BEGRÜNTEM INNENHOF!\n\nBei dieser Immobilie handelt es sich um einen klassischen und gepflegten Altbau als Eckgebäude, bestehend aus 24 Wohn- und einer kleinen Gewerbeeinheit. Das komplette Gebäude ist unterkellert und verfügt über einen repräsentativen Eingangsbereich, ein gepflegtes Treppenhaus und einen begrünten und geschmackvoll gestaltenen Innenhof. Das Haus wird über eine Gaszentralheizung inkl. zentraler Warmwasseraufbereitung beheizt. \nEin klassischer Altbau, in dem man sich wohlfühlen kann!', 'GROßZÜGIG UND INTERESSANT GESCHNITTENE ALTBAUWOHNUNG!\n\nDie Wohnung befindet sich in einem guten Zustand. Folgende Ausstattungsmerkmale zeichnen diese Wohnung aus:\n\n- Dielenboden\n- Modernes Badezimmer mit Wanne, WC und Handtuchheizkörper\n- Großzügige und helle Wohnräume\n- TOP Lage', 'PERFEKTE LAGE ZWISCHEN EAST-SIDE-GALLERY UND MARKTHALLE 9!\n\nDie Immobilie befindet sich in einer erstklassigen Lage zwischen der Spree und dem Wrangelkiez. Eine Vielzahl von Restaurants, Cafés, Clubs, Bars sowie kulturelle Einrichtungen (The Wall Museum, Galleria Bethaninen, usw.) und Wahrzeichen Berlins (East Side Gallary, Oberbaumbrücke, Media Spree, usw.) zeichnen diese hervorragende Lage unter anderem aus. Selbstverständlich sind auch eine Vielzahl von Einkaufsmöglichkeiten vorhanden. Die überaus bekannt und empfehlenswerte Markthalle 9 befindet sich direkt um die Ecke. Eine gute Anbindung an den öffentlichen Nahverkehr ist ebenso gegeben, wie die Erreichbarkeit des Berliner Ostbahnhofes. \nDie Lage zeichnet sich zwar durch Ihre Zentralität aus, lässt aber durch das angenehm unaufgeregte direkte Wohnumfeld genügend Raum für Ihre Individualität.', 'Die Angaben zum Hausgeld sind ca.-Werte, da der Wirtschaftsplan derzeit erstellt wird!\n\nWir freuen uns von Ihnen zu hören und stehen für weitere Fragen und einen Besichtigungstermin selbstverständlich gern zur Verfügung!'];;3;;;true;;;
