timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_noParkSpaces;obj_rentSubsidy;obj_energyType;obj_thermalChar;obj_numberOfFloors;ga_cd_via_qualified;obj_galleryAd;obj_energyEfficiencyClass;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_usableArea;obj_lastRefurbish
2020-05-11 12:49:34.579969;Berlin;district_heating;ONE_YEAR_FREE;97549;n;n;https://pictures.immobilienscout24.de/listings/1742e438-9eac-4ab2-a492-dcfc4fc5a024-1296982583.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.49;40 MBit/s;telekom_layer_magenta_l;über VDSL;1926;REGULAR;11.49;111723181;no_information;n;false;MagentaZuhause L;y;Berlin;n;7;1;18 A;6.07;79.44;Berlin;12157;no_information;no_information;false;100 MBit/s;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Schönhauser_Straße;apartment;12157;3;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;379000;profile0;3;true;n;showqualicontactform;n;n;Steglitz_Steglitz;Schönhauser18-5;3;Berlin;/expose/111723181;['Der denkmalgeschützte Altbau ist gepflegt.', '- Bad mit Fenster\n- vermietet\n- 1. Obergeschoss', 'Unweit vom Objekt befindet sich der Insulaner mit mehreren Freizeitangeboten, der Walther-Schreiber-Platz und die Schloßstraße die mit allem ausgestattet ist was die Shoppingwelt zu bieten hat.\nIn der unmittelbaren Umgebung gibt es Schulen und auch zur Uni ist es nicht weit.', 'Die monatliche Nettokaltmiete beträgt 742,74 €.'];;;;;;;;;;;;
2020-05-11 12:49:34.915628;Berlin;district_heating;ONE_YEAR_FREE;97549;n;n;https://pictures.immobilienscout24.de/listings/5c21ad70-920e-4f92-bf9d-a787a191049b-1296964802.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.49;40 MBit/s;telekom_layer_magenta_l;über VDSL;1926;REGULAR;11.49;111721881;no_information;n;false;MagentaZuhause L;y;Berlin;n;7;1;18 A;6.07;80.51;Berlin;12157;no_information;no_information;false;100 MBit/s;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Schönhauser_Straße;apartment;12157;3;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;379000;profile0;3;true;n;showqualicontactform;n;n;Steglitz_Steglitz;Schönhauser18-8;3;Berlin;/expose/111721881;['Der denkmalgeschützte Altbau ist gepflegt.', '- Bad mit Fenster\n- vermietet\n- 2. Obergeschoss', 'Unweit vom Objekt befindet sich der Insulaner mit mehreren Freizeitangeboten, der Walther-Schreiber-Platz und die Schloßstraße die mit allem ausgestattet ist was die Shoppingwelt zu bieten hat.\nIn der unmittelbaren Umgebung gibt es Schulen und auch zur Uni ist es nicht weit.', 'Die monatliche Nettokaltmiete beträgt 649 €.'];;;;;;;;;;;;
2020-05-11 12:49:35.256980;Berlin;central_heating;ONE_YEAR_FREE;17689537;n;n;https://pictures.immobilienscout24.de/listings/c73714d3-a4cf-497f-8a6f-29c17fa483fc-1296175001.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;9.59;40 MBit/s;telekom_layer_magenta_l;über VDSL;1902;REGULAR;9.59;111655771;gas;n;false;MagentaZuhause L;n;Berlin;n;7;1;21;5.83;114.54;Berlin;13469;well_kept;no_information;false;100 MBit/s;outside;"F&uuml;rst-Bismarck-Str.";n;https://padlock.link/ioml;https://padlock.link/ml;Fürst-Bismarck-Str.;ground_floor;13469;4;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.d41f4c69-eb7b-4709-b891-42c728a6b026;399000;profile0;4;true;n;showqualicontactform;n;n;Waidmannslust_Reinickendorf;FBS21_WE3R;5;Berlin;/expose/111655771;['ABSOLUT REPRÄSENTATIVER UND GEPFLEGTER ALTBAU!\n\nBei dieser Immobilie (Denkmalschutz) handelt es sich um einen gepflegten und klassischen Altbau bestehend aus einem Vorderhaus (Eckgebäude) mit 13 Einheiten und einer Remise mit 4 Einheiten. Die Remise ist voll unterkellert. Die Immobilie verfügt ebenso über 7 Außenstellplätze.\nDie außergewöhnlich schöne Außenfassade mit den aufwändigen Stuckelementen, die Balkone mit die geschmackvoll renovierten Treppenaufgänge mit den altbautypischen Eingangstüren verdeutlichen die Einzigartigkeit der Immobilie.', 'INTERESSANTE RÄUMLICHKEITEN MIT VIEL POTENZIAL UND EINER GROßEN TERRASSE!\n\nGepflegte Räumlichkeiten in einem repräsentativen Altbau mit Laminatboden, zum Teil erhaltenen Stuckelementen, einfacher Einbauküche mit Fenster und separatem Essbereich, gefliestem Wannenbad mit Fenster sowie einer großzügigen Terrasse. Die Einheit ist direkt von der Straße aus und auch vom Hausflur aus zu begehen. Alle Zimmer verfügen über Außenjalousien. \nEs kann auch zusätzlich ein Außenstellplatz auf dem Hof erworben werden.\nAktuell handelt es sich bei diesem Räumlichkeiten noch um eine Gewerbefläche, die allerdings in Wohnraum umgewandelt werden könnte.', 'ENTSPANNTES ARBEITEN IM GRÜNEN UND IN S-BAHNNÄHE!\n\nDie Immobilie befindet sich in Waidmannslust, einem Ortsteil von Reinickendorf. Die Wohnumgebung ist überwiegend durch Einfamilienhäuser, Doppelhäuser und kleinere Mehrfamilienhäuser geprägt. Der S-Bahnhof Waidmannslust (S 1 und S 26 und diverse Buslinien) ist ca. 7 Minuten zu Fuß entfernt. Von dort gelangen Sie in ca. 20 Minuten in die City. Ebenso ist die Autobahn 114 ist ca. 5 Minuten zu erreichen. Die Infrastruktur ist trotz der eher ruhigen Lage ebenso gut ausgeprägt. Kitas, Schulen, Cafés, Restaurants sowie Einkaufsmöglichkeiten befinden sich in unmittelbarer Wohnumgebung.', 'Wir freuen uns von Ihnen zu hören und stehen für weitere Fragen und einen Besichtigungstermin selbstverständlich gern zur Verfügung!'];1;332.7;energy_consumption;136;3;;;;;;;
2020-05-11 12:49:35.661196;Berlin;self_contained_central_heating;;15333187;n;y;https://pictures.immobilienscout24.de/listings/ad52e65d-cf3d-43fd-8209-37c09788c309-1299760196.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.72;;;;1930;;11.72;111758851;gas;n;false;;y;Berlin;y;5;1;116;6.22;61.61;Berlin;12487;no_information;no_information;false;;outside;Sterndamm;n;;;Sterndamm;apartment;12487;2.5;n;;2,active;;Deutschland;premium;;wohnung_kauf;n;1;;false;001.15281088;213663;profile0;2;true;n;;n;n;Johannisthal_Treptow;5729;3;Berlin;/expose/111758851;['Im Jahr 1928 entstand am Sterndamm 114/116 ein viergeschossiger Wohntrakt mit Satteldach und Rundbogen-Loggien in den oberen Etagen. In den zwei Aufgängen befinden sich 26 Wohneinheiten mit einer Größe von 33,2 m²- 74,93 m² mit 1, 5 - 3,5 Zimmern. Die Dachgeschossflächen werden zu Wohnzwecken ausgebaut. Die Baugenehmigung liegt vor. Die Loggia ist nach Nord/Westen ausgerichtet und hat einen unverbaubaren Blick ins Grüne.\nDie beispielhaften Wohnungsbilder sollen lediglich die Bausubstanz und Ausstattung anzeigen. Der tatsächliche Zustand der einzelnen Wohnungen variiert. Aktuell verfügt das Objekt über 11 PKW-Stellplätze. Nach Verfügbarkeit kann zu jeder Wohnung ein Stellplatz erworben werden. Der Kaufpreis beträgt 10.000,00 € .', 'Gaszentralheizung Sterndamm 116\nGaszentralheizung Sterndamm 114 wird installiert', 'Der Sterndamm ist im grünen Bezirk Treptow-Köpenick im Ortsteil Johannisthal gelegen. Er verbindet  Niederschöneweide und Johannisthal und mündet in die Stubenrauchstraße, welche über den Teltowkanal nach Rudow führt. Im direkten Umfeld finden sie hier auch noch viele Einfamilienhäuser und zur Erholung lädt sie die, in ca. einem Kilometer Entfernung gelegene, Königsheide ein. Einkaufsmöglichkeiten, Schulen, Kindergarten finden sie in der unmittelbaren Umgebung. Die Anbindung an den öffentlichen Nahverkehr ist sehr gut. Der S- und Regionalbahnhof Schöneweide und die Stadtautobahn A 113 befinden sich jeweils in ca. 2 Kilometer Entfernung und die Bushaltestelle der Linien 160 und M 11 ist ca. 150 Meter entfernt.', 'Für weitere Informationen oder Terminvereinbarungen steht Ihnen das Team der MAKSIM gerne telefonisch oder per E-Mail zur Verfügung. Eine Gewähr für die Richtigkeit kann durch die Firma Maksim Immobiliengesellschaft mbH nicht übernommen werden.'];1;215.64;energy_consumption;149.9;5;true;;;;;;
2020-05-11 12:49:36.058300;Berlin;central_heating;ONE_YEAR_FREE;462306;n;n;https://pictures.immobilienscout24.de/listings/759a9898-83c0-4403-8db9-0b47fa679bb0-1363536804.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;10.57;40 MBit/s;telekom_layer_magenta_l;über VDSL;1995;REGULAR;10.57;111753196;gas;n;false;MagentaZuhause L;y;Berlin;y;2;5;no_information;5.16;28.99;Berlin;12524;well_kept;no_information;false;100 MBit/s;underground_garage;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;12524;1;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.462306;98500;profile0;1;true;y;;n;n;Altglienicke_Treptow;0-5360;1;Berlin;/expose/111753196;['Ansprechende Wohnanlage auf einem großen Eckgrundstück errichtet, bestehend aus zwei Gebäuden mit vier Aufgängen und insgesamt 131 Einheiten sowie 66 Tiefgaragenplätzen. Zum Verkauf steht auch ein TG-Platz einer Vierplatzhubgarage mit eigenem Grundbuch. Aktuell ist dieser nicht vermietet, kann aber lt. Hausverwaltung monatlich 30,- EUR Mietertrag erzielen. Zusätzliche Wohnqualität bietet der parkähnliche Gemeinschaftsgarten. Insgesamt augenscheinlich ordentlicher Instandhaltungs- und Pflegezustand. Das vermietete Einzimmerapartment gefällt mit modernem Grundriss, angenehmen Lichtverhältnissen und ruhiger Ausrichtung. Vom Mieter seit 2014 gern bewohnt beträgt seit dem die Nettokaltmiete 300,00 EUR zzgl. 80,00 EUR Betriebs- und Heizkosten monatlich. Vom Eingangsflur mit praktischer Staunische geht rechterhand das innenliegende Duschbad mit Lüftung und zeitgemäßer Ausstattungsgüte ab. An das großzügig bemaßte Zimmer mit Laminatboden schließt ein kleiner, offen gestalteter Küchenbereich mit Einbaumöbeln, E-Herd und Spüle an. Auf ca. 18,0 m² Fläche im Wohnraum lassen sich bei einer beachtlichen Deckenhöhe von ca. 3,75 m ideal die Lebensbereiche Wohnen und Schlafen, und sogar ein Arbeitsplatz, vereinen. Der Einbau einer Schlafebene erscheint problemlos möglich und würde zusätzlichen Wohnkomfort bringen. Zwei große Fensterelemente, die Lage im 3. Stock und der schöne Weitblick in die durchgrünte Nachbarschaft, erzeugen ein angenehmes Wohnklima. Moderne Kapitalanlage in lebenswerter Lage mit gutem Vermietungspotenzial. Weitere Details übersenden wir Ihnen gern in unserem ausführlichen Exposé.\n\n\nAnbieter-Objektnummer: 4501a', 'Durchgrünte Nebenstraße in beliebter Stadtrandlage im Südosten Berlins mit alltagsfreundlicher Infrastruktur und komfortabler ÖPNV-Anbindung. In einem Radius von ca. zehn Fußminuten verkehren mehrere Busse (163, 263, 363) und S-Bahnlinien (S8, 45, 46, 85) am nahen S-Bahnhof Grünau. Dadurch gute Cityanbindung (z. B. ca. 40 Minuten zum Alex). Diverse Einkaufsmöglichkeiten des täglichen Bedarfs bieten in gleicher Entfernung eine praktische Nahversorgung. Durch die nahen S-Bahnhöfe besteht zudem eine perfekte Erreichbarkeit des Medien- und Wissenschaftsstandortes Adlershof (nur eine Station) und zum Flughafengelände Schönefeld, was das Vermietungspotential steigert. Auch mit dem Auto sind Sie bestens unterwegs. A113 und 117 sowie B96a und B 179 liegen in unmittelbarer Umgebung und ermöglichen einen hervorragenden Transfer in alle Richtungen. So z. B. ca. 35 Minuten Fahrzeit zur City-Ost. Das lebenswerte Standortprofil wird durch die Nähe zu den beliebten Ausflugszielen des Nachbarbezirkes Köpenick, wie Müggelsee und Dahme, abgerundet. Ruhe, viel Grün, guter Anschluss und komfortable Nahversorgung. Weitere Details übersenden wir Ihnen gern in unserem ausführlichen Exposé.\n\n'];;166;energy_consumption;77;;;disabled;C;;;;
2020-05-11 12:49:36.703635;Berlin;self_contained_central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/eeae2afe-59da-48bb-9fc1-383d0132f696-1295758794.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;10.81;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;10.81;111625419;gas;n;false;MagentaZuhause L;y;Berlin;n;7;1;19;6.01;80.81;Berlin;12161;no_information;no_information;false;100 MBit/s;no_information;"Rheingaustra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Rheingaustraße;raised_ground_floor;12161;3;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;369000;profile0;3;true;n;showqualicontactform;n;n;Friedenau_Schöneberg;Rheingau19-2;3;Berlin;/expose/111625419;['Der denkmalgeschützte Altbau hat 4 Geschosse.\nDerzeit sind 25 Wohnungen in dem Objekt.', '- Ost-Balkon\n- Hochparterre\n- vermietet\n- Bad mit Fenster und Dusche', 'Das Mehrfamilienhaus wurde ca. 1910 in gutbürgerlicher Lage in  Berlin-Schöneberg, Ortsteil Friedenau, an der Grenze zu Wilmersdorf erbaut. \n\nDie beiden U-Bahnhöfe „Friedrich-Wilhelm-Platz“ und „Rüdesheimer Platz“ sind bequem zu Fuß erreichbar.\nIm Umfeld gibt es zahlreiche Geschäfte und Einkaufsmöglichkeiten, Ärzte, Schulen, Kitas, diverse Restaurants und Cafés.\n\nUnweit befinden sich  das „Kleine Theater am Südwestkorso“, das „Zimmertheater Steglitz, das Kino „Cinema“, sowie das Kino „Titania Palast“ nahe der Schloßstraße.', 'Die monatliche Nettokaltmiete beträgt 650 €.'];;;;;;;;;;;;
2020-05-11 12:49:37.023369;Berlin;central_heating;ONE_YEAR_FREE;16683622;n;n;https://pictures.immobilienscout24.de/listings/cec1f95d-76df-4c3d-baf1-67194e7a5fc0-1297658726.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;15.51;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;über Hybrid;1994;WITH_HYBRID;15.51;108371493;gas;y;true;MagentaZuhause M Hybrid (2);y;Berlin;y;7;5;no_information;8.41;88.09;Berlin;10715;well_kept;normal;false;16 MBit/s;underground_garage;no_information;y;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;no_information;apartment;10715;3;n;;2,active;true;Deutschland;top;50 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;002.01007505384;350000;profile0;3;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;43080107-00101;4;Berlin;/expose/108371493;['Die angebotene Wohnung befindet sich im 1994 errichteten Gebäudeteil einer gepflegten Wohnanlage mit 31 Wohneinheiten. Sie ist im ersten 1. Obergeschoss gelegen und verfügt über einen nach Süden ausgerichteten Wintergarten, der von zwei Zimmern aus erreichbar ist. Ein moderner, funktional gut geschnittener Grundriss und ein Tiefgaragenstellplatz unterstreichen die Qualität dieses Wohnungsangebotes.\r\n\r\n\r\n360°-Besichtigung\r\n\r\nDamit Sie einen umfassenden Eindruck von der Immobilie gewinnen können, haben wir für Sie eine virtuelle 360°-Besichtigungstour eingerichtet. Gerne können Sie diese nach Anfrage mit vollständigen Kontaktdaten und entsprechender Legitimierung ansehen.', 'Barrierefreier Wohnungszugang, beheizter Wintergarten, teilweise bodentiefe Fenster und verglaste Zimmertüren, Küche mit Essbereich', 'Die Wohnung liegt unweit des Volksparks Wilmersdorf in der Nähe des Bundesplatzes. Schulen, Einkaufsmöglichkeiten und öffentliche Verkehrsmittel sind vor Ort vorhanden und in wenigen Minuten zu Fuß erreichbar.', 'Gerne stehen wir für weitere Informationen zur Verfügung oder vereinbaren mit Ihnen bei Interesse einen individuellen Besichtigungstermin.\r\n\r\nAuf Wunsch erstellen die Finanzierungsexperten der Postbank Ihnen ein unverbindliches Finanzierungsangebot.\r\n\r\nBitte haben Sie Verständnis dafür, dass wir im Sinne unserer Auftraggeber nur nach Übermittlung Ihrer vollständigen Kontaktdaten weitere Informationen bereitstellen oder Besichtigungstermine nach Legitimation vereinbaren können. Die enthaltenen Angaben stammen vom Eigentümer und Auftraggeber, es wird keinerlei Gewähr oder Haftung übernommen.'];1;398.91;energy_consumption;145;6;;;;10 MBit/s;50 MBit/s;;
2020-05-11 12:49:37.403181;Berlin;gas_heating;ONE_YEAR_FREE;18306883;n;y;https://pictures.immobilienscout24.de/listings/508ab80b-a177-490d-ae13-9231a0e5b499-1322905439.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;10.09;40 MBit/s;telekom_layer_magenta_l;über VDSL;1950;REGULAR;10.09;111737316;gas;y;false;MagentaZuhause L;n;Berlin;y;5;1;7;4.59;48.62;Berlin;14167;well_kept;normal;false;100 MBit/s;outside;"Echtermeyer Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Echtermeyer_Straße;raised_ground_floor;14167;2;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.408232e0-fe8f-4a25-a54e-450c03d6e932;230000;profile0;2;true;n;showqualicontactform;n;n;Zehlendorf_Zehlendorf;201;2;Berlin;/expose/111737316;['Diese schöne, gepflegte Wohnung Hochpaterre gelegen kann ab sofort käuflich erworben werden. Zu der Wohnung zählen zwei geräumige und gut geschnittene Zimmer. Ein aktueller Energieausweis liegt vor. Besonders hervorzuheben ist auch der Balkon, auf dem es sich wunderbar vom Alltag erholen lässt. Ihnen steht außerdem eine Einbauküche zur Verfügung. Das Badezimmer ist mit einer Dusche ausgestattet und auch findet die Waschmaschine Platz im Badezimmer.\n\nGerne vereinbaren wir mit Ihnen ein Besichtigungstermin!', 'In der Einbaubauküche sind moderne Küchengeräte integriert, die zur Küche gehören, im Bad befindet sich eine moderne Dusche, die der aktuelle Eigentümer einbauen lassen hat', 'begrünte Seitenstraße (Sackgasse), 15min Fußweg bis zum S-Bahnhof Zehlendorf, ruhig gelegen, Sie erreichen den Potsdamer Platz und auch den Flughafen Tegel in nur 20 Autominuten, Einkaufsmöglichkeiten, Kitas und Schulen runden die Umgebung ab,', 'Die Wohnung ist vermietet und die Mietzahlung erfolgt immer pünktlich, alle Informationen und Unterlagen erhalten Sie bei Interesse'];;266.19;energy_required;231.6;3;;;;;;48.62;2018
2020-05-11 12:49:37.988898;Berlin;self_contained_central_heating;ONE_YEAR_FREE;15754699;n;n;https://pictures.immobilienscout24.de/listings/ba68da7a-495b-4f24-83b3-a57084e775b9-1329987035.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;22;10.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1909;REGULAR;10.37;111678984;natural_gas_light;n;false;MagentaZuhause L;y;Berlin;n;6;1;29;4.8;74.35;Berlin;12207;no_information;no_information;false;100 MBit/s;no_information;"M&uuml;llerstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Müllerstraße;apartment;12207;2;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15650116;299000;profile0;2;true;n;;n;n;Lichterfelde_Steglitz;6062;3;Berlin;/expose/111678984;['Das gepflegte Altbaugebäude aus der Jahrhundertwende befindet sich in einer ruhigen Seitenstraße im südlichen Teil von Lichterfelde und ist von einem grünen Wohnumfeld umgeben.\n\nDie hier angebotene Wohneinheit liegt im 2. Obergeschoss des Vorderhauses verfügt über 2 Zimmer, 3 m hohe Decken, Dielenboden, teilweise Stuck und einen Balkon.\n\n\nBitte vereinbaren Sie einen Termin mit uns. Wir zeigen Ihnen die Wohnung gern persönlich.\n', 'Die Immobilie befindet sich in gutbürgerlicher Lage in Berlin-Lichterfelde - Süd und grenzt an Teltow.  \nGanz in der Nähe der Müllerstraße finden sich Geschäfte des täglichen Bedarfs. Zudem gibt es einige Restaurants die, nach einem entspannten Spaziergang durch den Stangenpfuhlgraben, zum Verweilen einladen.\n\n\nÖffentliche Verkehrsmittel wie die S-Bahn (Lichterfelde Süd oder \nOsdorfer Str.), sowie einige Buslinien lassen sich problemlos zu Fuß erreichen und bringen Sie innerhalb kürzester Zeit ins Zentrum von Berlin. \n\nDiese Wohngegend bietet ideale Möglichkeiten nach einem stressigen Arbeitstag abzuschalten und sich zu entspannen. \n'];;166.75;energy_consumption;179;;;disabled;;;;;
2020-05-11 12:49:38.571406;Berlin;central_heating;ONE_YEAR_FREE;17174552;n;y;https://pictures.immobilienscout24.de/listings/9d4875c2-eccd-41aa-a24c-01ddcefc34b3-1361062537.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;12.86;40 MBit/s;telekom_layer_magenta_l;über VDSL;1967;REGULAR;12.86;111659577;gas;n;true;MagentaZuhause L;n;Berlin;n;4;2;no_information;6.82;64.8;Berlin;13409;well_kept;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13409;2;n;20;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007947300;185000;profile0;2;true;n;showqualicontactform;n;n;Reinickendorf_Reinickendorf;498943;3;Berlin;/expose/111659577;"['PROVISIONSFREI ! \r\nUnter 3.000 €/m² !\r\n\r\nDie 20 Wohneinheiten setzen sich aus 2- und 3-Zimmer-Wohnungen zusammen. Alle Wohnungen verfügen über eine Loggia und ein Kellerabteil. Die Wohnungen sind zwischen 58 m2 und 83 m2 groß und bieten Paaren und Familien viel Platz. Der Bezirk Reinickendorf soll zwischen 2015 und 2030 laut Bevölkerungsprognosen um 9,4 % wachsen – und liegt damit sogar über dem Wert, der für Gesamt-Berlin vorausgesagt wird. Insbesondere Paare, junge Familien aber auch Senioren interessieren sich für den von Wäldern und Gewässern geprägten Bezirk. Wo urig auf modern und Alt-Berliner auf Kosmopolit trifft, da ist der Reinickendorfer zu Hause. Aber nicht nur Letzterer liebt seinen Bezirk. Berliner aus allen Teilen der Stadt zieht es regelmäßig in den schönen Nordosten, wo viel Natur mit allerlei Freizeitmöglichkeiten lockt.\r\n\r\nDie 2–3-Zimmer-Wohnungen in der Reginhardstraße bieten das, was diese Zielgruppen sich wünschen:\r\nRuhiges Wohnen mit guter Infrastruktur und vielen Naherholungsangeboten. Hier lohnt es sich, zu investieren!', '• Baujahr 1967 bzw. 1992 \r\n• 2-Zimmer-Wohnungen\r\n\n• Ca. 64,8 m²\r\n• Loggia\r\n\n• Keller\n\r\n• Außenstellplätze (optional)', 'Dinge des täglichen Bedarfs sind hier schnell besorgt: Supermärkte wie Rewe, Edeka und Penny liegen in der Nachbarschaft und Bankfilialen, Ärzte, Apotheken, Drogeriemärkte uvm. finden sich an der Residenzstraße, fußläufig in zehn Minuten erreichbar. Auch Kitas, Grund- und Oberschulen (wie z. B. das Europäische Gymnasium Bertha-von-Suttner) befinden sich in der unmittelbaren Umgebung.\r\n\r\nAuch mit der Anbindung an den öffentlichen Nahverkehr kann die Lage punkten: zu den U-Bahn-Stationen ""Residenzstraße"" und ""Franz-Neumann-Platz"" läuft man lediglich ca. 10 Minuten, und mit der U8 ist der Alexanderplatz in 13 Minuten erreicht. Die S-Bahn-Station ""Schönholz"" ist zehn Gehminuten entfernt – die S1 bringt einen in 20 Minuten zum Potsdamer Platz, und mit den Pendlerbahnen ist jede Arbeitsstelle nur einen Katzensprung entfernt.']";;;energy_consumption;127;4;;disabled;;;;;
