timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_lastRefurbish;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_galleryAd;ga_cd_customer_group;obj_usableArea;obj_noParkSpaces;obj_project_id;obj_nbp;ga_cd_via_qualified;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed
2020-05-11 12:11:50.388101;Berlin;central_heating;ONE_YEAR_FREE;11636;n;y;https://pictures.immobilienscout24.de/listings/3603f314-8e8a-4fd4-ac01-0339c1e182e4-1366278961.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1970;REGULAR;11.3;117870766;district_heating;y;false;MagentaZuhause L;y;Berlin;y;3;2;182;14;energy_consumption;5.73;32;Berlin;10587;well_kept;no_information;D;false;100 MBit/s;underground_garage;"Galvanistra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Galvanistraße;apartment;10587;1;141.1;n;2002;100;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.11636;146000;profile0;5;1;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;117870766;1;Berlin;/expose/117870766;['Äußerst gepflegte Wohnanlage an der Spree mit schönen Grünflächen und Ausgang zum Landwehrkanal.  \nDie Anlage wird von einem freundlichen Hausmeister betreut. Ein Fahrstuhl ist vorhanden. \nEin Stellplatz in die Tiefgarage ist anmietbar.', 'Die Spree / den Landwehrkanal in Sichtweite hat man von diesem Appartement einen schönen Blick ins Grüne. Die Wohnung ist mit einer kleinen  weißen Einbauküche, einem Duschbad und einem idyllischen und großen Südwestbalkon ausgestattet.\nDie Wohnung ist mit Vollholzparkett ausgelegt.', 'Ruhige und gepflegte Lage am Spreekreuz.. Einkaufsmöglichkeiten, sowie Verkehrsanbindungen durch Busse, U7 und U2 sind bequem zu Fuß erreichbar.\nAuch die TU liegt nur einige Minuten entfernt.\nDie Wohnanlage bietet durch ihre Lage am Landwehrkanal / Spreekreuz einen hohen Freizeitwert. \nAuf dem Uferweg entlang ist man in etwa 10 Minuten am Schloss Charlottenburg, sowie im Tiergarten.'];;;;;;;;;
2020-05-11 12:11:50.702762;Berlin;central_heating;ONE_YEAR_FREE;17957591;n;y;https://pictures.immobilienscout24.de/listings/9298605a-f08e-4d46-b050-bd671fe64ace-1367579245.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;2004;REGULAR;10.37;118098170;district_heating;n;true;MagentaZuhause L;n;Berlin;y;7;6;251;29;energy_required;4.8;65.6;Berlin;12205;well_kept;no_information;C;false;100 MBit/s;no_information;Elisabeth-Feller-Weg;y;https://padlock.link/ioml;https://padlock.link/ml;Elisabeth-Feller-Weg;terraced_flat;12205;2;96;n;;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008673039;349000;profile0;2;2;true;y;showqualicontactform;y;n;Lichterfelde_Steglitz;26250-1;3;Berlin;/expose/118098170;"['In beliebter, grüner Wohnlage in Berlin-Lichterfelde-West befindet sich das zwischen dem Jahr 2000 und dem Jahr 2006 erbaute Schweizer Viertel. Auf dem ehemaligen Gelände der Andrew Barracks entstanden 380 hochwertige Wohnungen und Reihenhäuser in moderner Bauweise mit kleinen grünen Angern und Gärten. Die hier zum Verkauf stehende 2-Zimmer-Eigentumswohnung wurde in 2004 erbaut und befindet sich im Erdgeschoss einer Stadtvilla mit sechs Wohneinheiten.\n\nDas Haus besteht aus Keller mit Tiefgarage, Erdgeschoss, 1.Obergeschoss und 2. Obergeschoss. Es verfügt über einen Aufzug, der bis in den Keller fährt. Ein Kellerabteil gehört zur Wohnung. Die Beheizung erfolgt über Fernwärme.\n\nHaben Sie Interesse? Dann senden Sie die Objekt-Id 26250-1 per WhatsApp an 01525 681 3907, per Telegram an VonoviaVerkauf oder per Threema an *VONOVIA.\n\nDetails zur Datenverarbeitung bei Vonovia finden SIe unter www.vonovia.de/datenschutz.', 'Die Wohnung befindet sich im Erdgeschoss und ist barrierefrei zugänglich. Der Flur bietet praktische Abstellmöglichkeiten und sämtliche Zimmer sind über den Flur erreichbar. Die Zimmer sind mit einer Fußbodenheizung ausgestattet. Die Terrasse ist über das Wohnzimmer zugänglich und liegt zur Südseite mit eigenem Gartenanteil (Sondernutzungsrecht). Das tagesbelichtete Badezimmer verfügt über eine Dusche und Badewanne. \n\nBei Interesse können ein oder mehrere PKW-Tiefgaragenstellplätze zusätzlich erworben werden.', ""Das Schweizer Viertel mit den nach Schweizer Städten und Schriftstellern benannten Straßen befindet sich in Lichterfelde-West nahe der Goerzallee. Ein Nahversorgungszentrum für die Dinge des täglichen Bedarfs befindet sich direkt im Schweizer Viertel in der Lausanner Straße. Kitas und Schulen sind ebenfalls fußläufig erreichbar. Bushaltestellen finden Sie an beiden 'Enden' des Schweizer Viertels, in der Carstennstraße und in der Goerzallee. S-Bahn-Anschluss: Lichterfelde-West."", '=== Energieträger laut Energieausweis: Fernwärme ===\nDer vorliegende Energieausweis dieser Wohnanlage ist ein Verbrauchsausweis. Er weist folgende Angaben aus: Der End-Energiewert (=Energieverbrauchskennwert) beträgt 96 kWh/(m²*a). Baujahr der Wohnung bzw. des Hauses ist 2004. Wesentlicher Energieträger ist Fernwärme.\n\nHinweise darüber, wie die Vonovia Ihre personenbezogenen Daten als Interessent verarbeitet, erhalten Sie unter www.vonovia.de/datenschutzinformation. Alle Angaben in diesem Exposé wurden sorgfältig und so vollständig wie möglich gemacht. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposé erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Kaufvertrag geschlossenen Vereinbarungen. Soweit die Grundrissgrafiken Maßangaben und Einrichtungen enthalten, wird auch für diese jegliche Haftung ausgeschlossen. Ebenso weisen wir darauf hin, dass die Grundrissgrafiken nicht immer maßstabsgetreu sind. Besichtigungen sind jederzeit, jedoch nur nach vorheriger Terminabsprache mit Ihrem Ansprechpartner möglich. Kaufverhandlungen sind ausschließlich über Ihren Ansprechpartner zu führen. Preisänderungen bleiben vorbehalten. Der Kauf ist für den Käufer provisionsfrei.']";disabled;;;;;;;;
2020-05-11 12:11:51.260264;Berlin;no_information;;174522;n;y;https://pictures.immobilienscout24.de/listings/61686577-ae65-4516-b57c-4322d376ab7e-1367598756.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;11.93;;;;;;11.93;118101519;;n;true;;y;Berlin;y;4;;;no_information;;5.87;58;Berlin;12487;no_information;no_information;;false;;no_information;no_information;n;;;no_information;apartment;12487;2;;n;;;2,active;;Deutschland;top;;wohnung_kauf;y;;;false;001.174522;159000;profile0;;2;true;n;showqualicontactform;n;n;Johannisthal_Treptow;118101519;2;Berlin;/expose/118101519;['Mit ihren zwei Zimmern und ihrer handlichen Flächengröße ist diese Wohnung optimal für den Bedarf nach kleinen Wohnungen für Singles und Paare ausgelegt. Beliebt ist, dass die Küche einen Zugang zum Sonnenbalkon bietet und das Badezimmer ein Fenster hat. Die Küche brilliert mit einem klassischen Terrazzo-Boden. Das geflieste Bad ist u.a. mit einer Wanne und Dusche ausgestattet. In der Küche und im Bad sind neuzeitliche Kunststofffenster eingebaut worden. Jeweils zwei originale aufgearbeitete Doppelkastenfenster sorgen für eine intensive Tageshelligkeit in den Zimmern. Die Holztüren tragen zum charmanten Altbauambiente bei. Dieser Wohnung ist ein Kellerraum zugeordnet. Perfektioniert wird die Wohnqualität von dem Anschluss an ein effizientes Heizkraftwerk. \nAuf der Suche nach einer vollkommen überzeugenden Anlageimmobilie sticht diese gepflegte Wohnung deutlich hervor.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];disabled;;;;;;;;
2020-05-11 12:11:51.584685;Berlin;no_information;ONE_YEAR_FREE;17131063;n;y;https://pictures.immobilienscout24.de/listings/21d9a829-0ca1-496d-8e65-8136dfd3f217-1367604690.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;9.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;9.14;118101966;;y;false;MagentaZuhause L;y;Berlin;y;8;;;32;;3.8;67;Berlin;13505;no_information;luxury;;false;100 MBit/s;outside;"Friedericke Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Friedericke_Straße;penthouse;13505;2;;n;;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007820983;483000;profile0;;2;true;y;showqualicontactform;n;n;Konradshöhe_Reinickendorf;118101966;3;Berlin;/expose/118101966;['Angeboten wird in einem zu errichtenden Neubau eine Eigentumswohnung mit 90 Wohn / Nutzfläche im Dachgeschoß.', 'KFW 55 Ausführung\nMassivbauweise\nTondachziegel\nDreifachverglasung\nRollläden / Raffstore in allen Fenstern\nSchallschutzfenster\nNatursteinfensterbänke\nFußbodenheizung mit digitaler Raumregelung\nKühlfunktion\nbodentiefe Dusche\nSchornstein\nKüche\nSchiebetüren zur Terrasse / Balkon\ngroßer Balkon oder Terrasse\nfarbige Fenster und Terrassentüren\nKeller in WU Ausführung\nprivater Kellerraum\nGemeinschaftskeller\nhochwertige Bodenbeläge in allen Räumen\nWände mit Malerflies\nPKW Stellplatz auf dem Grundstück\n\nBezug 2021', '13505 Berlin Tegel, Friedericke Straße 32, Konradshöhe', 'NEWE Massivhaus\nBeilsteiner Straße 99a\n12681 Berlin \n\nwww.NEWE-Massivhaus.de\n\nBaufinanzierunsservice'];;home_builder;90;1;;;;;
2020-05-11 12:11:52.063588;Berlin;no_information;;761974;n;y;https://pictures.immobilienscout24.de/listings/ad3a643e-cbc6-4b1a-a864-e5afe6a6449c-1367610324.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;10.22;;;;2011;;10.22;118102187;;y;false;;y;Berlin;y;4;8;;no_information;;5.61;54;Berlin;12489;no_information;no_information;;false;;no_information;no_information;n;;;no_information;apartment;12489;2;;n;;;2,active;;Deutschland;standard;;wohnung_kauf;y;2;;;001.761974;162000;profile0;4;2;true;n;showqualicontactform;n;n;Adlershof_Treptow;118102187;2;Berlin;/expose/118102187;['2-Zimmer-Wohnung in Neubau-Ensemble', 'Einheit mit moderne Ausstattung einschl. Einbauküche, Keller Balkon etc.', 'In ruhiger Wohnstraße in unmittelbarer Nähe zum Wissensstandort Berlin-Adlershof und zur Altstadt Köpenick mit der Schlossinsel. Geschäfte des täglichen Bedarfs sind fußläufig erreichbar.'];;;54;;;;;;
2020-05-11 12:11:52.404233;Berlin;no_information;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/40a57ecd-de71-4882-bb19-f05f4098c311-1367598357.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;11.48;118101484;;y;true;MagentaZuhause L;y;Berlin;y;8;;;no_information;;7.14;68;Berlin;10247;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10247;2;;n;;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;429000;profile0;;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;118101484;3;Berlin;/expose/118101484;['Diese Wohnung wurde zwischen 2016 und 2017 substanziell, funktionell und ästhetisch neu gestaltet. Zu den wichtigsten Neuerungen zählen die Wasser- und Elektroleitungen. Alle Wände wurden fein gespachtelt. Die Wohnräume, Küche und das Bad erhielten neue Holzfenster. Sachlich, aber wohnlich präsentieren sich die Ausstattungen in der Einbauküche und im Badezimmer, das mit großformatigen Fliesen und einem geräumigen bodengleichen Duschbereich vor dem Fenster brilliert. Die Küche bietet ebenfalls Komfort, z.B. in Form von reichlich Arbeitsfläche, Öfen in Stehhöhe und einem kleinen Essplatz vor dem Fenster. Alle Heizkörper sind an die Zentralheizung angeschlossen. \n \nZu dieser charmanten Wohnung gehört ein Kellerraum. Das Gebäude verfügt über einen Personenaufzug und ist barrierefrei zugänglich. Hinter dem Haus stehen für die Hausgemeinschaft freie Parkplätze zur Verfügung.\nSo zweckmäßig und geschmackvoll saniert ist selten eine Wohnung. Dass sich dieses schöne Ambiente in einer angesagten Kiezgegend befindet, steigert den Wohnwert.\n \nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];disabled;;;;;;;;
2020-05-11 12:11:52.726463;Berlin;no_information;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/e57d1448-b6ad-49f8-90c6-75164bbef17d-1367599049.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;12.78;118101545;;n;true;MagentaZuhause L;y;Berlin;y;7;;;no_information;;7.25;58;Berlin;10557;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10557;2;;n;;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;325000;profile0;;2;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;118101545;2;Berlin;/expose/118101545;['Diese brillante Lichtlage und Aussichten ins Baumgrün wirken sich sehr positiv auf das Wohnungsambiente aus. Die Sonne kann durch neue Kunststofffenster und die ebenfalls ausgetauschte Balkontür scheinen. Die beiden Zimmer, die Einbauküche und das Badezimmer sind mit jeweils einem Fenster ausgestattet. Vom Flur gehen erst das Bad, dann die Küche ab. Auf geradem Wege ist das Schlafzimmer zugänglich. Daneben befindet sich das Wohnzimmer. Vorteilhaft sind der zur Wohnung gehörende Kellerraum sowie die Waschküche und der Fahrradkeller für die Hausgemeinschaft. Perfektioniert wird dieses Immobilienangebot von der effizienten Fernwärmeheizung, dem Personenaufzug und dem 2012 komplett saniert und gedämmten Dach. Modernisiert wurden außerdem u.a. die Treppenaufgänge mit einer modernen Rauchmeldeanlage, die Heizungsübergabestation der Fernwärme, die Warmwasserbereitung mit Druckerhöhungsanlage, Wassersteigstränge, Balkons und das Müllhaus. Die Instandhaltungsrücklage ist in ausreichender Höhe für auch komplexere, aber nicht zu er-wartende Instandhaltungen vorhanden.\nPkw-Stellplätze können in der benachbarten Tiefgarage gemietet werden.\nBezüglich Lage am Park, Wohnungsausrichtung, -architektur und ausstattung sowie Zustand wird eine erstklassige Investment-immobilie geboten.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];disabled;;;;;;;;
2020-05-11 12:11:53.041904;Berlin;district_heating;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/050a7b9a-833c-40a4-91b5-daa2ebe82e88-1367597708.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;1963;REGULAR;11.73;118101425;district_heating;y;true;MagentaZuhause L;y;Berlin;n;4;2;;no_information;energy_consumption;5.75;35;Berlin;12167;no_information;no_information;D;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12167;1;107;n;;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;170000;profile0;;1;true;n;showqualicontactform;n;n;Steglitz_Steglitz;118101425;1;Berlin;/expose/118101425;['Sie profitieren von einer angenehmen Architektur. Diese Wohnung  ist eine starke Raumhelligkeit eigen, insbesondere in dem Wohnzimmer mit gut erhaltenen Parkettböden in Mosaikmuster. Diese Wohnung hat funktionelle und gepflegte Kücheneinbauten. Attraktiv ist sicherlich auch, diese Wohnung als Investmentimmobilie zu wählen. Entspannen, flott einkaufen, lange Spaziergänge unternehmen und Sport treiben, diese tolle Lage ist eine exzellente Ausgangsituation, ob für eine Anlageimmobilie oder die Eigennutzung.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];disabled;;;;;;;;
2020-05-11 12:11:53.438204;Berlin;central_heating;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/db5f3d1b-05e3-440f-87ca-bbf7f8794bc2-1367597941.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;13.06;40 MBit/s;telekom_layer_magenta_l;über VDSL;1928;REGULAR;13.06;118101444;district_heating;n;true;MagentaZuhause L;y;Berlin;n;4;1;;no_information;energy_consumption;6.49;50;Berlin;13407;no_information;no_information;F;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13407;2;182;n;;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;165000;profile0;;2;true;n;showqualicontactform;n;n;Reinickendorf_Reinickendorf;118101444;2;Berlin;/expose/118101444;['Das ist die richtige Wohnung, um eine stetige Nachfrage zu erfahren. Komfortable Zimmergrößen, helle Raumstimmungen dank großer Fenster sowie eine Küche mit Loggiazugang und ein taghelles Bad,       das sind die elementaren Bestandteile für eine ansprechende Wohnung. Ein Abstellraum steht im Untergeschoss zur Verfügung. Auffallend ist der gepflegte Zustand der Bau- und Ausstattungselemente sowie Außenanlagen. Inklusive Anschluss an ein effizientes Fernwärmesystem wird eine exzellente Immobilienqualität geboten. Wegen der sehr angenehmen Lage ist diese Wohnung in eine bevorzugte Kaufklasse einzustufen.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];disabled;;;;;;;;
2020-05-11 12:11:53.809194;Berlin;district_heating;ONE_YEAR_FREE;17017208;n;n;https://pictures.immobilienscout24.de/listings/5e6b0528-d149-4726-99fc-7a69c2729baf-1367609740.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;10.77;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;10.77;118102465;district_heating;n;false;MagentaZuhause L;y;Berlin;n;6;;;no_information;energy_required;5.67;32.95;Berlin;10179;no_information;no_information;B;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10179;1;62;n;;;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007809562;284000;profile0;4;1;true;n;showqualicontactform;n;n;Mitte_Mitte;024/G1/E5/Eh7;1;Berlin;/expose/118102465;"['Mit moderner und klarer Formensprache versteht es dieser Neubau sich stilsicher in diese historische Wohngegend zu integrieren. Berlin erfindet sich stets neu und zeigt seine zahlreichen Facetten. Auch in unmittelbarer Nähe weltweit bekannter Sehenswürdigkeiten gibt es noch attraktive Wohnlagen! Die Schillingstraße in Berlin-Mitte ist so ein Ort. Im Dreieck zwischen Fernsehturm, Straußberger Platz und der Spree gelegen, bietet sie einen hervorragenden Ausgangspunkt, um das urbane Berlin täglich zu erleben.\n\nAlle Informationen zum Wohnungskauf\n+ Hochwertiger Neubau in Berlin-Mitte\n+ 32 Eigentumswohnungen und 1 Gewerbeeinheit\n+ 1- bis 3-Zimmer-Wohnungen\n+ Wohnungsgrößen von ca. 33 bis 82 m²\n+ Moderne Architektur mit klarer Formensprache\n+ Außergewöhnliche Glas-Mosaik-Fassade\n+ Überwiegend bodentiefe Fensterfronten\n+ Hochwertige Ausstattung\n+ Balkone & Loggien\n+ Barrierefreier Aufzug\n+ Hauseigene Tiefgarage\n+ Fahrradstellplätze im UG\n+ Zentrale Lage nahe Alexanderplatz\n+ Gute Anbindung an den Berliner Nahverkehr\n+ Fertigstellung vsl. 1.Q 2022\n+ Ein Projekt des Immobilienkomplettanbieters  OTTO WULFF\n\nDie Eigentumswohnungen im SCHILLING bieten ein ideales Wohnangebot. Sie verfügen über ein, zwei oder drei Zimmer und vermitteln ein großzügiges Wohngefühl mit optimaler Raumnutzung. Bei der intelligenten Grundrissplanung der Neubauwohnungen wurde an alles gedacht. Kompakte Ein-Zimmer-Apartments bestechen durch eine optimale Raumaufteilung. Das großzügige Duschbad, ein Hauswirtschaftsraum sowie Koch- & Essbereich finden spielend Platz. Für größere Wohnwünsche gibt es auch Zwei- und Drei- Zimmer-Wohnungen.', 'Beim Betreten des 1-Zimmer-Apartments gelangen Sie über den Eingangsbereich direkt in den offenen Wohn- & Essbereich. Große und bodentiefe Fenster bieten viel Tageslicht und sorgen für eine schöne Lichtstimmung. Dank der geschickten Raumaufteilung gibt es ausreichen Platz für ein Sofa, einen Esstisch sowie ein Bett. Zusätzlichen Stellraum bietet ein Abstellraum mit Stellfläche für eine Waschmaschine im Flur. Des weiteren verfügt die Wohnung über ein schönes Duschbad.\n\nUnter folgendem Link finden Sie einen virtuellen Rundgang zu einer Beispiel-1-Zimmerwohnung: https://panorama.czvisual.com/Schillingstr/1-Zimmer-Wohnung/ ', 'Zwischen Hotspot und Ruhepol\n\nJe größer eine Stadt, umso wichtiger die zentrale Lage. Der Alexanderplatz, von den Berlinern liebevoll ""Alex"" genannt, ist bequem fußläufig erreichbar. Zahlreiche individuelle Shopping-Möglichkeiten befinden sich rund um die Hackeschen Höfe oder auch entlang der Friedrichstraße.\n\nIm Hier und Jetzt verkörpert die Lage mit der Nähe zu Spree und East-Side-Gallery wie kaum ein anderer Ort den urbanen Lifestyle, der Berlin zum internationalen Anziehungspunkt macht.']";;;;;86745;true;;;
