timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_yearConstructed;obj_noParkSpaces;obj_firingTypes;obj_yearConstructedRange;obj_rentSubsidy;obj_energyType;obj_thermalChar;obj_floor;obj_energyEfficiencyClass;obj_numberOfFloors;obj_usableArea;ga_cd_via_qualified;obj_lastRefurbish;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed
2020-05-11 12:21:40.636862;Berlin;no_information;ONE_YEAR_FREE;174522;n;n;https://pictures.immobilienscout24.de/listings/f5d4f114-e3ad-44ff-9791-f61982811721-1366006117.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;11.48;117381892;y;true;MagentaZuhause L;y;Berlin;n;4;no_information;7.14;50;Berlin;10249;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10249;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;190000;profile0;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;117381892;2;Berlin;/expose/117381892;['Alle Fenster dieser Wohnung weisen in den beliebten Südwesten. Das ist nicht nur ein Garant für sonnige Nachmittags- und Abendstunden, sondern hier auch für beschauliche Aussichten in die schöne Botanik des Gemeinschaftsgartens. Daneben stehen Rasenflächen, Bänke und Spielgeräte für Kinder zur Verfügung.\nZwischen den beiden geräumigen Zimmern befinden sich die Einbauküche und das Badezimmer, so dass eine komfortable räumliche Distanzierung vorliegt. Insofern eignet sich diese Anordnung gut  für eine Zwei-Personen-Wohngemeinschaft. Ein Kelleranteil ist vorhanden. Die modernen Heizkörper erhalten effiziente Fernwärme. Diese Wohnung wurde in den Jahren 2002 bis 2003 grundsaniert. Mit ihren perfekten Standortmerkmalen in der Mikro- und Makrolage sowie den architektonischen Qualitäten ist diese Wohnung für die Weitervermietung oder Selbstnutzung einfach optimal.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;;;
2020-05-11 12:21:40.930749;Berlin;no_information;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/7b89e947-0d81-4a14-869f-833b98a0506c-1363555863.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;16.54;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;16.54;117382775;n;true;MagentaZuhause L;y;Berlin;n;8;no_information;8.84;80;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;449000;profile0;3;true;n;showqualicontactform;n;n;Neukölln_Neukölln;117382775;3;Berlin;/expose/117382775;['Diese kernsanierte Altbauwohnung wurde sinnvoll umgebaut und mit viel Liebe zum Detail kreativ gestaltet. Der Flur wurde zur Küche geöffnet, wodurch eine ansprechende Fläche für einen groß-zügigen Wohn-, Koch- und Essbereich entstand. Frappant ist die kolorierte Verglasung zwischen diesem einladenden Wohn-, Koch- und Essbereich und dem Badezimmer. Sowohl der Kochbereich als auch das Bad faszinieren mit neuen individuellen Design-ausstattungen und Fenstern in Südlage. Beachtenswert sind u.a. die Kochinsel mit Gasherd und Waschsäulen. Der Wohn-, Koch- und Essbereich befindet sich im sogenannten „Berliner Zimmer“, das ein generöses Durchgangs-zimmer zwischen dem Wohn-zimmer im Vorderhaus und dem Seitenflügel ist. Das Wohnzimmer führt weiter auf die Loggia, die zur hübschen Straße einen angenehmen Aufenthalt bietet. Zur anderen Seite ist das Schlaf-zimmer durch zwei Türen zugänglich. Dieses behagliche Zimmer ist mit seinem Fenster in die Morgensonne zum Hof ausgerichtet. Akzentuiert wird das sehr wohnliche Ambiente in den beiden Zimmern und dem Wohn-, Koch- und Essbereich von markanten Holzdielenböden, die sehr gut renoviert wurden. Auch die originalen Holzprofiltüren wirken auf die exzellente Raumästhetik  ein.\nWer ein Altbauambiente mit komfortablen Räumlichkeiten sucht, geschickt garniert mit stilvollen modernen Designelementen, der sollte auf diese Wohnung aufmerksam werden.\nIn Zusammenhang mit der stark nachgefragten Lage wird ein erstklassiges Kaufangebot in sehr wohnlicher Lage geboten.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;;;
2020-05-11 12:21:41.252063;Berlin;no_information;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/1f443b99-24c1-40e6-ab70-d9c7dab13a57-1363556055.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;11.37;117382845;y;true;MagentaZuhause L;y;Berlin;y;9;no_information;5.8;109;Berlin;10715;no_information;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10715;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;595000;profile0;3;true;n;showqualicontactform;y;n;Wilmersdorf_Wilmersdorf;117382845;5;Berlin;/expose/117382845;['Diese Wohnung besticht durch ihre intensive Zimmerhelligkeit, dank großer, meist bis zum Boden reichender Isolierglasfenster. Die moderne Niedrigenergiebauweise erzeugt in Verbindung mit den überall verlegten Fußbodenheizungen ein angenehmes Raum-klima. Diese zugleich ästhetische, weil unsichtbare Heiztechnik ist an eine Gaszentralheizung angeschlossen. Sehr attraktiv ist die Raumarchitektur, zumal alle drei Zimmer einen Zugang auf eine der beiden Außenflächen bieten. Die Küche ist durch den groß zügigen Wohn- und Essbereich zugänglich. Im Wohn- und Ess-bereich, in den Schlafzimmern sowie der Diele liegt hochwertiges Holzparkett. In den Bädern erfreut ein klassisch weißes Fliesen-design auf den Böden und an den Wänden. Auffallend sind die verglasten Schiebetüren, Glaswände und speziellen behinderten-gerechten Einrichtungen in den Bädern. Das exklusiv einem Zimmer zugeordnete Bad en suite ist u.a. mit einer Wanne ausge-stattet. Das andere Bad enthält u.a. eine Duschkabine. Zwischen den Bädern wurde ein Wirtschaftsraum integriert. Eine weitere Nutzfläche bietet der Kellerraum im Untergeschoss.\nDas gesamte Gebäude wurde barrierefrei inklusive Personen-aufzug konzipiert.\nWer ein generöses und lichtstarkes Ambiente möchte, in einem fortschrittlichen Bauwerk, kann in dieser Wohnung entspannt in die Zukunft blicken. Besonders angenehm ist Wilmersdorf an diesem Ort wegen der vielen Geschäfte und Lokale sowie der Parknähe.\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;;;
2020-05-11 12:21:41.741173;Berlin;central_heating;;15474925;n;y;https://pictures.immobilienscout24.de/listings/b5b436ff-f958-4768-93e6-d6595ff56a78-1367623006.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;18;11;;;;;;11;117380860;n;false;;y;Berlin;y;3;no_information;6.41;45.1;Berlin;13127;no_information;no_information;false;;outside;no_information;y;;;no_information;apartment;13127;2;n;2,active;;Deutschland;top;;wohnung_kauf;y;;;001.15417560;149000;profile0;2;true;n;;n;n;Französisch_Buchholz_Pankow;VK-19486_WE21_BB;2;Berlin;/expose/117380860;['Die gepflegte Wohngebäude wurde 1996 erbaut, ist unterkellert und beinhaltet 32 Wohneinheiten. \n\nDie Wohnung befindet sich im 3. Obergeschoss und ist bequem mit dem Fahrstuhl zu erreichen.\n\nDie Räume der 2-Zimmer-Wohnung wirken hell, freundlich und modern. Ein Balkon bietet Platz für Erholung und Entspannung.\n\nDie Küche ist mit einer Einbauküche ausgestattet, die viel Arbeitsfläche und Stauraum in den Schränken bietet. Sie ist hell gefliest. \n\nDas Badezimmer ist ebenfalls hell gefliest und mit einer Badewanne versehen.\n\nIn den Wohnräumen wurde pflegeleichtes Laminat verlegt. \n\nDer Wohnung ist ein Kellerabteil zugeordnet, und ein PKW-Stellplatz auf dem Grundstück rundet das Angebot ab.\n\nDie Wohnung ist vermietet und erwirtschaftet 380 EUR Nettokaltmiete.  Nach Verkauf der Wohnung kann ein neuer Eigentümer das Mietverhältnis innerhalb der gesetzlichen Fristen wegen Eigenbedarfs kündigen.', 'Französisch Buchholz ist ein Berliner Ortsteil im Bezirk Pankow, der überwiegend durch Einfamilienhäuser und lediglich 20% Mehrfamilienhäuser geprägt ist. \n\nDurch die offene Bauweise und ausgedehnte Grünflächen gestaltet sich Französisch Buchholz als besonders angenehme Wohngegend für Naturliebhaber. So bieten sich zahlreiche Freizeitmöglichkeiten aufgrund der Nähe zum Botanischen Volkspark Blankenfelde, der Panke oder den Karower Teichen. Selbst Golfer haben einen kurzen Weg in das nahegelegene Golf Resort Berlin Pankow.\n\nFür Einkäufe des täglichen Bedarfs stehen verschiedene Supermärkte in der näheren Umgebung zur Verfügung. Um einen Einkaufsbummel zu machen, bietet sich ein Besuch rund um das Rathaus Pankow oder den individuellen Läden in der Schönhauser Allee im Berliner Norden an. Darüber hinaus lädt die Nachbarschaft durch ihre gastronomische Vielfalt an Restaurants, Bars und gemütlichen Cafés zum Wohlfühlen ein. \n\nMit dem PKW hat man eine sehr gute Verbindung. In wenigen Minuten erreicht man die A114, die sowohl nach Norden ins Berliner Umland führt und direkte Verbindung in die Berliner Innenstadt bietet. Die Buslinie 154 verbindet Buchholz über den benachbarten S-Bahnhof Blankenburg mit dem Berliner Nordosten. Mit der Buslinie 124 gelangt man zum Märkischen Viertel sowie zur S- u U-Bahn-Station Wittenau. Über den S-Bahnhof Pankow-Heinersdorf ist man ebenfalls mit der Berliner City verbunden.'];1996;1;gas;5;179.91;energy_consumption;98;3;;;;;;;
2020-05-11 12:21:42.076475;Berlin;central_heating;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/08b1844e-f888-4b60-8cdf-c158cdc60728-1363555946.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;12.78;117382811;n;true;MagentaZuhause L;y;Berlin;y;5;no_information;7.25;35;Berlin;10557;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10557;1;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;245000;profile0;1;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;117382811;1;Berlin;/expose/117382811;['Dieses stimmungsvolle Apartment ist über einen Laubengang zugänglich, von dem aus die Spree sichtbar ist. Der Eingang erfolgt durch eine hochwertige Wohnungstür mit Sicherheitsschlössern. Auf der linken Seite geht es in das erfrischend hell geflieste Badezimmer mit Waschtisch, Wanne, Handtuchheizung und anderen gepflegten Ausstattungen. Zur anderen Seite öffnet sich der Kochbereich, der in den Wohn- und Essbereich übergeht. Integriert ist eine Einbauküche mit Kühl-/Gefrierschrank, Cerankochfeld, Spülmaschine u.a.m.. Den Übergang in den Wohn- und Essbereich markiert das charmante Eichenparkett in Mosaikmuster. Auf einer soliden Metallkonstruktion kann in einem Hochbett geschlafen werden. Zwischen den großen Fenstern für eine tolle Aussicht geht es durch eine Glastür auf die Sonnenterrasse. Mit ihrer speziell vom Schlossermeister angefertigten Geländererhöhung mit Edelstahlablage und Sonnenschirmhalter sowie dem charaktervollen, von einer Maurerfirma verlegten Terrakotta-Fliesenboden, ist diese Terrasse superb. Insektenschutzfenster, elektrische Vorbaurollläden und eine Klimaanlage tragen zum Wohlgefühl im Apartment bei, das von einer effizienten Fernheizung versorgt wird. Ein Kellerabteil ist vorhanden. Interessant ist die Option, die ca. 35 m2 große Nachbarwohnung dazukaufen zu können. Direkt am Haus und in der Umgebung sind viele Pkw-Außenstellplätze unentgeltlich verfügbar.\nErquickend in die Südsonne ausgerichtet lassen sich in der gefragten Topetage ein helles Ambiente und eine exzellente Citylage genießen.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];1958;;district_heating;2;;energy_consumption;93;;C;;;;;;
2020-05-11 12:21:42.401120;Berlin;central_heating;;15767851;n;n;https://pictures.immobilienscout24.de/listings/2e16da24-e802-49ca-abe2-46cdbc284394-1363559197.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;13.06;;;;;;13.06;117383864;n;false;;n;Berlin;y;9;8;6.49;146;Berlin;13409;well_kept;normal;false;;no_information;Neptunstr. ;y;;;Neptunstr._;apartment;13409;6;n;2,active;;Deutschland;top;;wohnung_kauf;y;;false;001.15660317;670000;profile0;5;true;n;;y;n;Reinickendorf_Reinickendorf;ID4161;6;Berlin;/expose/117383864;['Zum Verkauf stehen zwei vergleichbare und vermieteten Wohnungen in Berlin-Reinickendorf. Eine liegt im 1.OG, die andere direkt über ihr im 2.OG. Das Haus verfügt über einen Aufzug, somit sie die Wohnungen bequem und barrierefrei zu erreichen.  \n\nAlle Räumlichkeiten sind vom Flur aus begehbar. Das Wohnzimmer verfügt über einen Balkon. Die Küche ist von 2 Seiten zu begehen (Wohnzimmer und Flur). Ein Kellerabtei gehört ebenfalls zu der Wohnung. \n\nBesonderheit: Jede Wohnung verfügt über einen eigenen Heizungsstrang. Sollten an der Heizung Reparaturen oder Sonstiges vorgenommen werden, kann man die Heizung direkt in der Wohnung abschalten, ohne dabei das ganze Haus zu beeinträchtigen. \n\nAuch Einzelverkauf wäre möglich. Kaufpreis jeweils 335.000 EUR.\n\n1. OG: Warmmiete 790 EUR, Kaltmiete 510 EUR, langfristig unbefristet vermietet seit 01.07.2014, Wohngeld 323 EUR\n2. OG: Warmmiete 950 EUR, Kaltmiete 720 EUR, langfristig unbefristet vermietet seit 01.02.2020, Wohngeld 461 EUR', 'Das Haus befindet sich in einer in sich abgeschlossenen Wohnanlage (Fußgängerbereich). Eine Bushaltestelle findet man in wenigen Minuten Fußlauf, bis zum U-Bahnhof Franz-Neumann-Platz benötigt man ca. 15 Minuten Laufzeit. Einkaufsmöglichkeiten sind in der nahe liegenden Residenzstraße gegeben. ', 'Haben Sie bitte Verständnis, dass wir zu Fragen der Eigenbedarfskündigung keine Aussagen treffen können und werden. '];1996;;gas;5;;energy_consumption;96;;C;;;;;;
2020-05-11 12:21:42.811017;Berlin;central_heating;ONE_YEAR_FREE;174522;n;n;https://pictures.immobilienscout24.de/listings/c5525807-98c3-4e38-846b-abbba2d35c1d-1363553651.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;12.19;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;12.19;117381991;n;true;MagentaZuhause L;y;Berlin;y;8;no_information;7.44;86;Berlin;10997;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10997;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;489000;profile0;3;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;117381991;4;Berlin;/expose/117381991;['Diese 3-zimmrige Wohnung bietet erstklassige Voraussetzungen für die weitere Vermietung. In dem gepflegten Haus wurden 2010 neue Isolierverglasungen eingesetzt. Zudem wurde das Haus an die Fernwärmeversorgung angeschlossen. Eine Einbauküche gehört nicht zum Kaufumfang. Das Badezimmer ist u.a. mit einer Wanne ausgestattet. Optimiert wird dieses sehr attraktive Immobilienangebot von einem Kellerraum.\nIn dieser beliebten Trendposition und markanten Altbauarchitektur stimmen die stets gefragten Lage-, Bau- und Ausstattungsqualitäten.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];1900;;district_heating:local_heating;1;;energy_consumption;133;;;;;;;;
2020-05-11 12:21:43.219352;Berlin;no_information;ONE_YEAR_FREE;174522;n;n;https://pictures.immobilienscout24.de/listings/31a421a2-44e8-4d60-9527-4412815f5a8d-1363554931.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;12.19;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;12.19;117382419;y;true;MagentaZuhause L;y;Berlin;n;7;no_information;7.44;69;Berlin;10961;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10961;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;304000;profile0;2;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;117382419;3;Berlin;/expose/117382419;['Für die Attraktivität dieser Wohnung sprechen die Raumgrößen und -helligkeit. Einen weiteren Pluspunkt verdient diese Immobilie wegen ihrer zweckmäßigen Ausstattungen. Neu ist die geräumige Wohneinbauküche, die zur Diele und zum Wohn- und Essbereich geöffnet ist. Alle elektrischen Leitungen wurden neu verlegt. Der Betrieb von elektrischen Rollläden ist vorbereitet. Sehr apart und zeitgemäß präsentiert sich auch das taghelle Bad mit Wanne. Daneben gibt es eine praktische Kammer. Großzügig sind die beiden Zimmer, die breite Fenster haben und von fein gespachtelten Wänden akzentuiert werden. Die Wärmeversorgung erfolgt mittels einer Gaszentralheizung. Eventuell kann ein Pkw-Stellplatz gemietet werden. Für alle Bewohner ist der große Hofgarten verfügbar.\nDiese Wohnung bietet im agilen Viertel einen ruhigen Gegenpol.\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD, CEI & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBesuchen Sie auch unsere Website: www.immoberlin.de'];;;;;;;;;;;;;;;
2020-05-11 12:21:43.533050;Berlin;floor_heating;;14544073;n;n;https://pictures.immobilienscout24.de/listings/f2cafbb0-0d50-4fe9-b753-cbc42b1a2dbd-1368324706.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;11.3;;;;;;11.3;117379779;y;false;;y;Berlin;y;9;no_information;5.73;80.47;Berlin;14059;refurbished;sophisticated;false;;no_information;no_information;y;;;no_information;apartment;14059;2;n;2,active;;Deutschland;standard;;wohnung_kauf;n;;;002.01000690340;523100;profile0;2;true;n;showqualicontactform;y;n;Charlottenburg_Charlottenburg;249;3;Berlin;/expose/117379779;['Das Wohnhaus befindet sich nahe der Schlosspark-Klinik und dem Charlottenburger Schloss.\n\nDiverse Einkaufsmöglichkeiten sind in der Umgebung vorhanden.', '- Parkett\n- offene Küche mit Einbauküche\n- Wannen- und Duschbad \n- Abstellraum\n- Kellerraum', '- der S-Bahnhof Westend ist in ca. 5 Minuten erreichbar'];1900;;district_heating;1;;energy_required;85.5;5;;6;;;;;
2020-05-11 12:21:43.870259;Berlin;central_heating;;15474925;n;y;https://pictures.immobilienscout24.de/listings/e41e59bc-2913-4dcd-9947-4ed090e1fb53-1363550142.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.62;;;;;;10.62;117380567;n;false;;y;Berlin;y;4;no_information;5.96;56.61;Berlin;13187;no_information;no_information;false;;no_information;no_information;n;;;no_information;apartment;13187;3;n;2,active;;Deutschland;top;;wohnung_kauf;y;;;001.15417560;179000;profile0;3;true;n;;n;n;Pankow_Pankow;VK-19241_BB;2;Berlin;/expose/117380567;['Die gepflegte Wohnanlage aus dem Jahr 1958 ist von viel Grün umgeben. Die Wohnung befindest sich im 2. Obergeschoss. \n\nDie drei Zimmer verteilen sich auf ca. 57m². Eine Loggia mit Blick ins Grüne geht vom Schlafzimmer ab.\n\nDas Bad und die Küche sind hell gefliest. Das Badezimmer verfügt über ein Badewanne. Die Wände sind ebenfalls hell gefliest. In den Wohnräumen wurden die Fußböden mit Laminat ausgestattet. \n\nDie Wände in den Wohnräumen und im Flur sind tapeziert. \n\nWeiterhin steht ein gemeinsamer Fahrradabstellraum allen Eigentümern und Mietern zur Verfügung.  Ein Keller rundet das Angebot ab.\n\nDie gesamte Wohnanlage wurde zwischen 1999 und 2001 umfangreich saniert und modernisiert.\n\nDie Wohnung ist seit 1989 zuverlässig vermietet. Für die aktuellen Mieter besteht bei Eigenbedarf eines neuen Eigentümers eine Kündigungsfrist von 9 Monaten.', 'Das heutige Pankow setzt sich aus den historisch gewachsenen Bezirken Prenzlauer Berg, Pankow und Weißensee zusammen und ist eine aufstrebende Kiezlage.  Attraktive Wohnviertel, beliebte Kulturzentren vereint mit idyllischen und ausgedehnten Grünanlagen sind hier vertreten.  \n\nDie parkähnliche Wohnanlage befindet sich in einer guten Pankower Lage, nahe dem Schlosspark, durch welchen auch die Panke fließt.\n\nIn unmittelbarer Nähe befinden sich fußläufig Einkaufsmärkte, Apotheken, Ärzte und Kitas. \nEine sehr gute Verkehrsanbindung mit U-und S-Bahn, sowie der Tram ist gegeben. Mit dem PKW ist der Berliner Ring in wenigen Minuten zu erreichen.'];1958;;district_heating;2;161.22;energy_consumption;81.4;2;;4;;;;;
