timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_galleryAd;obj_rentSubsidy;ga_cd_via_qualified;obj_numberOfFloors;obj_noParkSpaces
2020-05-11 12:45:18.905725;Berlin;district_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/ad92be1a-5baa-48a4-9b21-382f9dd607b9-1325343605.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.81;40 MBit/s;telekom_layer_magenta_l;über VDSL;1914;REGULAR;10.81;113902864;district_heating;n;false;MagentaZuhause L;y;Berlin;y;6;1;9;energy_consumption;6.01;56.4;Berlin;12159;no_information;no_information;E;false;100 MBit/s;no_information;"Fregestra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Fregestraße;apartment;12159;2;141.3;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;289000;profile0;2;true;n;showqualicontactform;n;n;Friedenau_Schöneberg;Frege9_17;2;Berlin;/expose/113902864;['- Balkon\n- Dielen\n- Bad mit Wanne und Fenster\n- Gartenhaus\n- 2. Obergeschoss', 'Das Haus befindet sich in einer erstklassigen, ruhigen und dennoch zentralen Wohngegend von Berlin-Friedenau.\n\nDie Rheinstraße mit ihren zahlreichen Einkaufsmöglichkeiten und schönen Restaurants sowie das S-Café am S-Bahnhof Friedenau (S1) und den Breslauer Platz ist fußläufig gut zu erreichen.', 'Die monatliche Nettokaltmiete beträgt 552 €.'];;;;;
2020-05-11 12:45:19.244756;Berlin;central_heating;ONE_YEAR_FREE;11435877;n;n;https://pictures.immobilienscout24.de/listings/83ed794a-1bb8-4cbe-af8f-139e0bf89883-1325587877.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;7.75;40 MBit/s;telekom_layer_magenta_l;über VDSL;1914;REGULAR;7.75;113919034;gas;y;false;MagentaZuhause L;y;Berlin;n;10;1;no_information;energy_consumption;3.57;186;Berlin;14193;no_information;sophisticated;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;ground_floor;14193;3.5;148;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.11435877;999000;profile0;3;true;y;showqualicontactform;n;n;Grunewald_Wilmersdorf;16178049P;7;Berlin;/expose/113919034;['Stilvoll, großzügig und hell:  Auf einer Wohnfläche von ca. 186m² stehen sich moderne und zahlreiche altbautypische Elemente, die mit viel Liebe zum Detail aufbereitet wurden, gegenüber.  Das Herzstück der Wohnung ist die große geräumige Wohndiele. Von hieraus lassen sich alle Räumlichkeiten begehen. Drei wunderschöne beeindruckende Zimmer lassen keine Wünsche offen. Zwei  liebevoll gestaltete Bäder, ein Gäste-WC, ein Ankleidezimmer sowie auch ein kleiner Hauswirtschaftsbereich ergänzen das behagliche Wohnen. Die hochwertige gemütliche Küche, mit ihrer teilweisen Deckenbemalung, verspricht gemütliche Kochstunden. Insgesamt schaffen helle Farbtöne und klare, edle Komponenten eine wohlige Atmosphäre.\nBesonders hervorzuheben sei noch ein zweiter Wohnungseingangsbereich. So können Gäste völlig autark das kleine Gästezimmer mit dem zweiten Bad nutzen.', 'Einige genannte Ausstattungsdetails:\n\n-Doppelkastenfenster\n\n-Teilweise neue Fenster der Klasse RC 2\n\n-Teilweise Außenjalousien elektrifiziert mit neuer „Welle“\n\n-Dielenböden alt und neu\n\n-SieMatic Einbauküche mit Geräten von Gaggenau, Imperial und Siemens\n\n-Angenehme Deckenhöhen\n\n-Integrierte Downlights\n\n-      Stuckelemente', 'Die exklusive Wohnung befindet sich im Gartengeschoss einer herrschaftlichen Villa aus der Jahruhundertwende in der einzigarten Villenkolonie Berlin-Grunewald, welche Ende des 19. Jahrhunderts entstanden ist. In all den Jahrzehnten siedelten sich hier viele berühmte Bewohner an. Hierzu zählten Maler, Dichter, Schriftsteller, Schauspieler, Komponisten, Großindustrielle und auch Generäle. Der Grunewald selbst ist eine Oase für Spaziergänger, Radfahrer und auch Hunde zugleich. Wunderbar kann man sich auch an den kleinen Grunewaldseen erholen und vergisst fasst, dass man sich in der Hauptstadtmetropole Berlin befindet.\nEinkaufsmöglichkeiten sind fußläufig vorhanden. Auch bestehen weitere Möglichkeiten für den täglichen Bedarf am S-Bahnhof Grunewald einzukaufen sowie auch am beliebten Roseneck. Gastronomisch  ist ebenfalls im unmittelbarem Umfeld für jeden Geschmack etwas dabei. Die Anbindung zu öffentlichen Verkehrsmitteln, Flughäfen und der Autobahn sind als optimal zu bezeichnen.', 'GELDWÄSCHE: Als Immobilienmaklerunternehmen ist die von Poll Immobilien GmbH nach § 2 Abs. 1 Nr. 14 und § 10 Abs. 3 Geldwäschegesetz (GwG) dazu verpflichtet, bei der Begründung einer Geschäftsbeziehung die Identität des Vertragspartners festzustellen und zu überprüfen. Hierzu ist es erforderlich, dass wir nach § 11 GwG die relevanten Daten Ihres Personalausweises festhalten (wenn Sie als natürliche Person handeln) – beispielsweise mittels einer Kopie. Bei einer juristischen Person benötigen wir eine Kopie des Handelsregisterauszugs, aus welchem der wirtschaftlich Berechtigte hervorgeht. Das Geldwäschegesetz sieht vor, dass der Makler die Kopien bzw. Unterlagen fünf Jahre aufbewahren muss.\nPROVISIONSHINWEIS: Mit der Anfrage bei und durch Inanspruchnahme der Dienstleistung der Firma von Poll Immobilien GmbH, wird ein Maklervertrag geschlossen. Sofern es durch die Tätigkeit der Firma VON POLL IMMOBILIEN GmbH zu einem wirksamen Hauptvertrag mit der Eigentümerseite kommt, hat der Interessent bei Abschluss\n- eines MIETVERTRAGS keine Provision/Maklercourtage an die von Poll Immobilien GmbH zu zahlen.\n- eines KAUFVERTRAGS die ortsübliche Provision/Maklercourtage an die von Poll Immobilien GmbH gegen Rechnung zu zahlen.\nHAFTUNG: Wir weisen darauf hin, dass die von uns weitergegebenen Objektinformationen, Unterlagen, Pläne etc. vom Verkäufer bzw. Vermieter stammen. Eine Haftung für die Richtigkeit oder Vollständigkeit der Angaben übernehmen wir daher nicht. Es obliegt daher unseren Kunden, die darin enthaltenen Objektinformationen und Angaben auf ihre Richtigkeit hin zu überprüfen. Alle Immobilienangebote sind freibleibend und vorbehaltlich Irrtümer, Zwischenverkauf- und Vermietung oder sonstiger Zwischenverwertung.\n\nUNSER SERVICE FÜR SIE ALS EIGENTÜMER:\nPlanen Sie den Verkauf oder die Vermietung Ihrer Immobilie, so ist es für Sie wichtig, deren Marktwert zu kennen. Lassen Sie kostenfrei und unverbindlich den aktuellen Wert Ihrer Immobilie professionell durch einen unserer Immobilienspezialisten einschätzen. Unser bundesweites und internationales Netzwerk ermöglicht es uns, Verkäufer bzw. Vermieter und Interessenten bestmöglich zusammenzuführen.'];disabled;452;;;
2020-05-11 12:45:19.655529;Berlin;central_heating;ONE_YEAR_FREE;446752;n;y;https://pictures.immobilienscout24.de/listings/b7efaeee-574a-4d7a-b6f9-ea68e6855eec-1325708919.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;12.1;113925965;oil;n;false;MagentaZuhause L;y;Berlin;n;9;;no_information;energy_required;7.07;145.82;Berlin;10823;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10823;4.5;125.8;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.446752;669000;profile0;4;true;n;;n;n;Schöneberg_Schöneberg;113925965;6;Berlin;/expose/113925965;['Das Grundstück befindet sich im Berliner Stadtbezirk Tempelhof-Schöneberg, welcher sehr zentral gelegen ist und durch Einkaufsmöglichkeiten, einen großen Stadtpark und eine gepflegte Gastronomieszene besticht. Die Immobilie ist nur wenige Minuten vom John-F.-Kennedy-Platz mit dem Rathaus Schöneberg entfernt.'];;;;;
2020-05-11 12:45:19.961527;Berlin;central_heating;ONE_YEAR_FREE;446752;n;y;https://pictures.immobilienscout24.de/listings/2ca9fce7-79e6-4f35-9fa3-a279c1d91577-1325709296.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;12.1;113926032;oil;n;false;MagentaZuhause L;y;Berlin;n;6;;no_information;energy_required;7.07;62.24;Berlin;10823;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10823;2;125.8;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.446752;299000;profile0;2;true;n;;n;n;Schöneberg_Schöneberg;113926032;3;Berlin;/expose/113926032;['Das Grundstück befindet sich im Berliner Stadtbezirk Tempelhof-Schöneberg, welcher sehr zentral gelegen ist und durch Einkaufsmöglichkeiten, einen großen Stadtpark und eine gepflegte Gastronomieszene besticht. Die Immobilie ist nur wenige Minuten vom John-F.-Kennedy-Platz mit dem Rathaus Schöneberg entfernt.'];;;;;
2020-05-11 12:45:20.667979;Berlin;;ONE_YEAR_FREE;16273579;n;y;https://pictures.immobilienscout24.de/listings/e083a715-b7d9-4849-8726-0f0c24250c79-1325285834.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.18;40 MBit/s;telekom_layer_magenta_l;über VDSL;1909;REGULAR;10.18;113899033;gas;n;false;MagentaZuhause L;y;Berlin;n;6;1;no_information;energy_consumption;5.21;74;Berlin;12207;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12207;2;179;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15952887;259000;profile0;2;true;n;;n;n;Lichterfelde_Steglitz;417-05;3;Berlin;/expose/113899033;['Diese Wohnung befindet sich in der Lichterfelder Müllerstraße - in einer ruhigen und grünen Wohngegend in der Nähe des Ostpreußendamm. Der Altbau aus dem Jahre 1909 ist gut erhalten, die Fassade wurde vor kurzem erneuert.\n\nDie  74 m² große 2-Zimmer-Wohnung befindet sich im 1 OG. des Vorderhauses. Sie verfügt über Wohnzimmer, Schlafzimmer, Küche, Bad und Loggia.', 'Alle Zimmer sowie Küche und Bad verfügen über Fenster und sind somit natürlich belichtet und belüftet.\n\nIm Rahmen einer Erneuerung sind die Fenster als moderne, Wärme-dämmende Fenster ausgelegt. Die Fassade ist vor kurzem erneuert worden, das Dach wurde vor einigen Jahren neu eingedeckt.', 'Die Müllerstraße in Lichterfelde ist eine ruhige und grüne Straße Nebenstraße in einer angenehmen Wohnlage. Die Nachbarschaft ist von Stadtvillen und Einfamilienhäusern geprägt. Am nahe gelegenen Ostpreußendamm sind befinden sich diverse Cafes, Restaurants und Läden des täglichen Bedarfs. Die S-Bahn-Station Osdorfer Straße ist zu Fuß in nur wenigen Minuten erreichbar.', 'Mit dem Mieter ist eine Nettokaltmiete von € 4,93 pro m², entsprechend einer monatlichen Miete von € 365,00, vereinbart. Die monatlichen Vorauszahlungen für die Betriebskosten sind € 109,13. \n\n\nBitte beachten Sie, dass es sich um eine vermietete Wohnung handelt. Daher veröffentlichen wir hier keine Bilder vom Inneren der Wohnung. Eine Besichtigung ist nach Abstimmung mit dem Mieter möglich.\n\nAlle Angaben beruhen auf den Auskünften des Eigentümers, wir übernehmen dafür keine Gewähr. Zwischenverkauf / Änderung / Irrtum vorbehalten.'];;166.2;;;
2020-05-11 12:45:21.054046;Berlin;self_contained_central_heating;ONE_YEAR_FREE;446752;n;n;https://pictures.immobilienscout24.de/listings/eba1dbf1-29bc-4452-97f6-c6edc63cf5f2-1325579016.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;10.95;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;10.95;113918376;gas;n;false;MagentaZuhause L;y;Berlin;n;7;;no_information;energy_consumption;6.54;88;Berlin;10405;no_information;no_information;NO_INFORMATION;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10405;3;86.1;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.446752;399000;profile0;3;true;n;;n;n;Prenzlauer_Berg_Prenzlauer_Berg;113918376;4;Berlin;/expose/113918376;['Die Immobilie befindet sich im Berliner Stadtteil Prenzlauer Berg im beliebten Winsviertel. Die Sanierungen des Altbaubestandes und Verbesserungen öffentlicher Flächen und Einrichtungen haben deutlich zur Attraktivität dieser Lage beigetragen. Darüber hinaus ist der Bezirk für sein ausgeprägtes Nachtleben mit einer Vielzahl von Kneipen, Cafés und Restaurants bekannt.'];;;;;
2020-05-11 12:45:21.364004;Berlin;central_heating;ONE_YEAR_FREE;446752;n;n;https://pictures.immobilienscout24.de/listings/7dfa2b3c-63ea-4d06-ae8b-369edbe39e0c-1367456212.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;10.81;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;10.81;113926239;oil;n;false;MagentaZuhause L;y;Berlin;n;7;;no_information;energy_consumption;6.01;59.07;Berlin;12159;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12159;2;136;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.446752;339000;profile0;2;true;n;;n;n;Friedenau_Schöneberg;113926239;2;Berlin;/expose/113926239;['Die Liegenschaft befindet sich im Berliner Bezirk Tempelhof-Schöneberg, im Ortsteil Friedenau. Die beliebte Wohngegend ist von vielen Restaurants und Cafés geprägt. Der nahe Volkspark Schöneberg-Wilmersdorf lädt zu ausgiebigen Spaziergängen, zum Erholen\nund Verweilen ein.'];;;;;
2020-05-11 12:45:21.901080;Berlin;central_heating;ONE_YEAR_FREE;16014587;n;y;https://pictures.immobilienscout24.de/listings/38b01f5b-c81b-4681-9dde-3ac01a7218c9-1346843047.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.41;10 MBit/s;telekom_layer_magenta_m;über VDSL;1900;REGULAR;11.41;111496369;gas;y;false;MagentaZuhause M;y;Berlin;y;3;1;no_information;energy_consumption;8.17;36.65;Berlin;10247;well_kept;normal;NO_INFORMATION;false;50 MBit/s;no_information;no_information;n;https://padlock.link/iomm;https://padlock.link/mm;no_information;apartment;10247;1;115;n;;2,active;true;Deutschland;premium;50 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01005936934;145000;profile0;1;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;S5S16800;1;Berlin;/expose/111496369;"['Die attraktive Wohnung befindet sich im Erdgeschoss des ruhigen Quergebäudes dieses ca. 1900 errichteten Altbaus. Insgesamt gibt es, verteilt auf Vorderhaus, Seitenflügel und Quergebäude, 28 Wohn- und zwei Gewerbeeinheiten. \rIm Wohnzimmer dient Fertigparkett als Bodenbelag; Bad, Flur und Küche sind gefliest. Die Einbauküche ist mit Ober- und Unterschränken, einem Herd mit Dunstabzugshaube und einer Spüle ausgestattet. Das Bad verfügt über eine Dusche, ein WC und ein Handwaschbecken. \rDie Wärmeversorgung findet über eine Gaszentralheizung statt, Warmwasser über Durchlauferhitzer.', 'Die Niederbarnimstraße ist die Verlängerung der Simon-Dach-Straße und befindet sich somit mitten in einer der angesagtesten Kieze Berlins. \rDie Gegend ist geprägt durch schöne Altbauten sowie viele Cafés und Restaurants. Alle wichtigen Einkaufsmöglichen, Schulen, Kindergärten sowie kulturelle Einrichtigungen sind in der näheren Umgebung vorhanden. \rDie U-Bahnhöfe Frankfurter Tor und Samariterstraße sowie die Straßenbahn sind fußläufig erreichbar und gewährleisten den Anschluss an das gesamte Berliner Verkehrsnetz.']";;123;true;5;
2020-05-11 12:45:22.360251;Berlin;;ONE_YEAR_FREE;16728507;n;n;https://pictures.immobilienscout24.de/listings/7f1b1187-603f-4361-b2a9-8cc0bf8d4dd4-1325315410.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;9.67;40 MBit/s;telekom_layer_magenta_l;über VDSL;;REGULAR;9.67;113899561;no_information;n;false;MagentaZuhause L;n;Berlin;y;8;;no_information;;5.22;95;Berlin;13507;first_time_use_after_refurbishment;normal;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;13507;3;;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007540282;408000;profile0;3;true;n;showqualicontactform;n;n;Tegel_Reinickendorf;8UNNTF;4;Berlin;/expose/113899561;['Diese 3 Zimmer Wohnung ist saniert und direkt bezugsfrei.\n\nBei dieser Immobilie handelt es sich um ein Verifizierungsobjekt. Hierbei erhalten Sie nach einer kurzen telefonischen Verifikation Ihrer Anfrage, Zugriff auf alle relevanten Informationen (vollständige Adresse, Bilder, Grundrisse, etc.) im Dokumenten Center des Inserates.', '++ Kellerabteil\n++ Bezugsfrei\n++ Provisionsfrei', 'Die Wohnung befindet sich unweit vom U-Bahnhof Alt Tegel (ca. 3 Gehminuten). Zudem ist auch die S-Bahnanbindung (S-Bahnhof Tegel) fußläufig zu erreichbar.\n\nDie nächste Autobahnanbindung A 111 befindet sich auf der Höhe des U-Bahnhofs Holzhauser Straße. Diese ist mit dem Auto nur 4 Min entfernt.\n\nDie Wohnung befindet sich in einer ruhigen Seitenstraße. Viele Geschäfte wie Apotheken, Bäckereien, Bekleidungsläden und Supermärkte sind unweit zu erreichen.\n\nSehr besonders ist die Lage unweit vom Wasser, was an sommerlichen Tagen zum Entspannen einlädt. Hier trifft die Natur das Stadtleben.\n\nOb für einen Waldspaziergang oder einem Spaziergang am Wasser, bietet die sehr naturelle Lage einen besonderen Zufluchtsort.', '\nKontaktieren Sie uns und vereinbaren Sie einen Beratungstermin mit Ihrem persönlichen WunderAgenten! \n\n************* \n\nWunderAgent – Mein Partner rund um Immobilien. \n\nVon der möblierten 1-Zimmer-Wohnung bis zum Mehrfamilienhaus, wir betreuen Ihre Immobilie. \n\n************* \n\nHinweis: Das vorliegende Exposé wurde nach Angaben des Auftraggebers gefertigt und dient lediglich zur Orientierung im Vorfeld einer Besichtigung. Sämtliche Angaben zu Ausstattung und Details wurden seitens des Auftraggebers getätigt. WunderAgent übernimmt keine Gewähr für die Richtigkeit der gemachten Angaben - dies gilt insbesondere für die korrekte Ermittlung der Wohnfläche. Bei der Inaugenscheinnahme der Immobilie durch WunderAgent werden sämtliche Angaben auf Plausibilität geprüft. Im Zweifel empfehlen wir Ihnen vor Abschluss eines Kauf- oder Mietvertrages eine detaillierte Ermittlung der angegebenen Wohnfläche. Gerne beraten wir Sie hierzu im persönlichen Gespräch. Das vorliegende Exposé wird nicht Bestandteil eines Kauf- oder Mietvertrages - es erfüllt lediglich Vorab-Informationszwecke im Vorfeld einer Besichtigung. Zugesicherte Eigenschaften (z.B. korrekte Wohnfläche) sollten im Kauf- oder Mietvertrag direkt mit dem Verkäufer/Vermieter vertraglich geregelt werden.\n'];disabled;;;4;
2020-05-11 12:45:22.770656;Berlin;;ONE_YEAR_FREE;16273579;n;y;https://pictures.immobilienscout24.de/listings/b6562f81-daae-4eca-b865-2b8d11744645-1325285637.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;10.18;40 MBit/s;telekom_layer_magenta_l;über VDSL;1909;REGULAR;10.18;113899027;gas;n;false;MagentaZuhause L;y;Berlin;n;5;1;no_information;energy_consumption;5.21;67.08;Berlin;12207;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12207;2;179;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15952887;219000;profile0;2;true;n;;n;n;Lichterfelde_Steglitz;420-09;3;Berlin;/expose/113899027;['Diese Wohnung befindet sich in der Lichterfelder Müllerstraße - in einer ruhigen und grünen Wohngegend in der Nähe des Ostpreußendamm. Der Altbau aus dem Jahre 1909 ist gut erhalten, die Fassade wurde vor kurzem erneuert.\n\nDie 67 m² große 2-Zimmer-Wohnung befindet sich im 2 OG. des Vorderhauses. Sie verfügt über Wohnzimmer, Schlafzimmer, Küche, Bad und Loggia.', 'Alle Zimmer sowie Küche und Bad verfügen über Fenster und sind somit natürlich belichtet und belüftet.\n\nIm Rahmen einer Erneuerung sind die Fenster als moderne, Wärme-dämmende Fenster ausgelegt. Die Fassade ist vor kurzem erneuert worden, das Dach wurde vor einigen Jahren neu eingedeckt.', 'Die Müllerstraße in Lichterfelde ist eine ruhige und grüne Straße Nebenstraße in einer angenehmen Wohnlage. Die Nachbarschaft ist von Stadtvillen und Einfamilienhäusern geprägt. Am nahe gelegenen Ostpreußendamm sind befinden sich diverse Cafes, Restaurants und Läden des täglichen Bedarfs. Die S-Bahn-Station Osdorfer Straße ist zu Fuß in nur wenigen Minuten erreichbar.', 'Mit dem Mieter ist eine Bruttokaltmiete von € 4,77 pro m², entsprechend einer monatlichen Miete von € 319,97 vereinbart. Wir haben die Bruttokaltmiete auf der Basis der tatsächlichen Betriebskosten nettoisiert. So ergibt sich eine Nettokaltmiete von € 3,32 pro m², entsprechend einer monatlichen Miete von € 222,70. \n\nBitte beachten Sie, dass es sich um eine vermietete Wohnung handelt. Daher veröffentlichen wir hier keine Bilder vom Inneren der Wohnung. Eine Besichtigung ist nach Abstimmung mit dem Mieter möglich.\n\nAlle Angaben beruhen auf den Auskünften des Eigentümers, wir übernehmen dafür keine Gewähr. Zwischenverkauf / Änderung / Irrtum vorbehalten.'];;153.8;;;
