timestamp;obj_regio1;obj_heatingType;ga_cd_via_qualified;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_groupnumber;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_noParkSpaces;obj_telekomInternetProductName;obj_energyEfficiencyClass;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_floor;obj_telekomInternetServices;obj_numberOfFloors;evt_count_pm_sig;obj_usableArea;ga_cd_developer_virtualreality;obj_project_id;obj_nbp;obj_lastRefurbish
2020-05-11 12:32:12.114752;Berlin;floor_heating;true;23208;n;y;https://pictures.immobilienscout24.de/listings/524c9af7-acdb-4ad0-a286-ce7fd762ad08-1357076332.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;17;10.62;2018;disabled;10.62;116361353;combined_heat_and_power_fossil_fuels;y;false;y;Berlin;y;8;9;258.67;no_information;energy_required;5.96;80.8;Berlin;13187;mint_condition;sophisticated;false;no_information;no_information;y;no_information;ground_floor;13187;4;60;n;1;2,active;Deutschland;premium;wohnung_kauf;n;false;001.23208;465000;profile0;4;true;y;n;n;Pankow_Pankow;O-63528;3;Berlin;/expose/116361353;['Die hochwertig ausgestattete, moderne und bezugsfreie 4-Zimmer-Wohnung liegt in einer nachgefragten Lage von Pankow im Erdgeschoss eines 2018 errichteten Hauses mit insgesamt 26 Einheiten.\r\n\r\nFordern Sie bitte für weitere Informationen unser ausführliches Exposé an!', '- 4 Zimmer\r\n- Küchenzeile \r\n- Badezimmer mit Dusche\r\n- Flur\r\n- Hausanschlussraum / Hauswirtschaftsraum\r\n- Terrasse zur Gartenseite (Sondernutzungsrecht)\r\n- Kellerraum (Sondereigentum)', 'Die Immobilie befindet sich im Stadtteil Pankow, unweit des bekannten Florakiezes, und gehört zu den bevorzugten Wohnlagen Berlins. Die Gegend ist in weiten Teilen von gepflegten Altbauten, attraktiven Neubauten und kleinen Straßen mit herrlichem Baumbestand geprägt.\r\n\r\nDie Haupteinkaufsstraße Pankows, die Breite Straße, liegt nur wenige Gehminuten entfernt. Hier sind zahlreiche Einkaufsmöglichkeiten, Banken, Ärzte, Restaurants und Cafés vorhanden. Bekannte Shoppingziele sind insbesondere das Rathaus-Center Pankow und die Schönhauser-Allee-Arcaden. Öffentliche Verkehrsmittel wie U- und S-Bahn, Straßenbahn sowie Busse befinden sich in fußläufiger Entfernung. Aufgrund der zentralen Lage ist die Innenstadt auch mit dem Auto zügig erreichbar.\r\n\r\nMit dem Bürgerpark, dem Schlosspark und dem Volkspark Schönholzer Heide befinden sich drei große Parkanlagen in unmittelbarer Nähe.', '- monatl. Hausgeld: 258,67 €\r\n- anteilige Instandhaltungsrücklage per 31.12.2019: 125,83 €\r\n- Miteigentumsanteil: 503,30/10.000stel\r\n- Ein gültiger Energieausweis liegt vor.'];;;;;;;;;;;;;;;;;;;;;;
2020-05-11 12:32:12.455104;Berlin;central_heating;;15741874;n;n;https://pictures.immobilienscout24.de/listings/5f94fdab-61fa-4386-8f37-4a3747622014-1355519248.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;7.89;2012;;7.89;116365639;natural_gas_heavy;y;true;y;Berlin;n;10;8;405.71;no_information;energy_consumption;3.38;136.82;Berlin;14193;well_kept;luxury;false;underground_garage;no_information;y;no_information;apartment;14193;3;64.3;n;;2,active;Deutschland;top;wohnung_kauf;y;true;002.01002949789;957740;profile0;3;true;y;n;n;Grunewald_Wilmersdorf;6579#MPKbf4;6;Berlin;/expose/116365639;['Das hier präsentierte Objekt im 1. Obergeschoss der Delbrück-straße 21 befindet sich in Berlins absolut bester und exklusivster Lage Grunewald. Ruhe und Erholung stehen im absoluten Vordergrund und bieten stets eine willkommene Alternative zum stressigen Alltag. Die fußläufige, unmittelbare Nähe zur Seenlandschaft Berlins ist dabei nur eines von vielen Beispielen. \n\nDer nahegelegene Hubertussee mit Badestelle, als auch die sonstigen zur Grunewald-seenkette gehörenden Gewässer Herthasee, Dianasee, Koenig- und Halensee repräsentieren Berliner Lebensqualität der Extraklasse, dessen Renommee seinesgleichen sucht. \n\nAuch Sportbegeisterte aller Art kommen im nahegelegenen Umfeld voll auf Ihre Kosten. Egal ob für ausgedehnte Spaziergänge oder eine entspannte Fahrradtour, die umliegende Natur offeriert für jegliche Belange stets den perfekten Erholungsraum. Selbstverständlich dürfen auch spezifischere Freizeitangebote wie Tennis, Golf oder Segeln nicht fehlen und sind ebenfalls durch die Präsenz der namhaftesten Clubs Berlins in unmittelbarer Entfernung vertreten.\n\nACHTUNG: Leider liegen uns von dieser Einheit keine Bilder vorbei. Der aktuelle Mieter hat sich gewünscht von der Veröffentlichung von Bildern Abstand zu nehmen. Diesen Wunsch respektieren wir gerne!', 'Wohnfläche: 136,82 m2\nKaufpreis: 957.740,00 €\nNKM: 2.400,00 €\nHausgeld: ca. 405,71 € (der Mieter zahlt ca. 284,00 €)\nLage: 1. OG links\nEtagenzahl gesamt: 4\nStatus: aktuell vermietet\nZimmer: 3\nBalkon/Terrasse: ja\nEinbauküche: ja\nKeller: ja\nBodenbelag: Holzparkett\nFenster: Kunststofffenster\nTüren: Holztüren\nDeckenhöhe: 2,80 Meter\nFahrstuhl: ja\nStellplatz: extra erwerblich\nKosten Stellplatz: 50.000 €\nHeizung: Zentralheizung (Gas)\nEnergieausweis: Verbrauchsausweis\nEnergiekennwert: 64,3 kWh/ (m².a) inkl. Warmwasser/Heizung', 'Für das perfekte Familienglück könnte es kein besseres Umfeld geben als den Berliner Grunewald. Von der Nähe zur Natur, über die vielen Spielplätze, bis hin zu den leicht erreichbaren Seenlandschaften. Hier profitieren stets auch die kleinsten Bewohner des Wohngebietes von der Exklusivität der Lage. Der jüdische Kindergarten ist keine 100 Meter entfernt, wie auch viele weitere Kindertagesstätten und Schulen, beispielsweise das Arndt-Gymnasium oder die Berlin International School.\n\nSelbstverständlich ist auch die unmittelbare Nähe und perfekte Anbindung an den nahegelegenen Kudamm und das Zentrum West von höchster Bedeutung. So gehen ein gutes Leben, gesunde Ernährung und perfektes Wohlbefinden stets Hand in Hand. Auf den regelmäßig stattfindenden Wochenmärkten erhalten Sie nur die frischesten und besten Nahrungsmittel des Umlandes und können so wirklich immer vital in den Tag starten. Dementsprechend steht dem perfekten Shoppingausflug am Wochenende wirklich nichts mehr im Wege.', 'ACHTUNG: Die hier angebotene Wohnung ist aktuell vermietet. Eine Eigenbedarfskündigung (§ 577a Abs. 1 BGB) durch den neuen Erwerber und damit Vermieter darf frühestens nach zehn Jahren erfolgen. Nähere Regelungen sind im Gesetzestext nachzulesen.\n\nBESICHTIGUNG: Für ein persönliches Gespräch und zur individuellen Abstimmung eines Besichtigungstermins stehen wir Ihnen gerne unter 030 27581533 persönlich zur Verfügung.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;2;MagentaZuhause L;B;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;4;showqualicontactform;;;;;
2020-05-11 12:32:12.773799;Berlin;central_heating;;16480061;n;y;https://pictures.immobilienscout24.de/listings/58c50926-d09a-489f-b7ea-7ee62f62be64-1355525278.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.49;1926;;11.49;116366098;district_heating;n;false;n;Berlin;y;8;1;358;18a;;6.07;94;Berlin;12157;well_kept;normal;false;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;Schönhauser_Straße;roof_storey;12157;4;;n;;2,active;Deutschland;top;wohnung_kauf;y;true;002.01007331745;471450;profile0;4;true;y;n;n;Steglitz_Steglitz;UHS18W13;4;Berlin;/expose/116366098;['- Baujahr 1925/1926\n- 14 Wohneinheiten auf fünf Etagen\n- Beheizung und Warmwasseraufbereitung \n  über Fernwärme\n- parkähnlich angelegte Hofgemeinschaft\n- ausgebautes Dachgeschoss\n- Aufteilung in Wohneigentum am 21.09.2018\n\nNettokaltmiete: 838,00€\nBetriebskosten: 159,00€\nHeizkosten: 129,00€\nZahlmiete: 1126,00€\n\nWohngeld gesamt: 358,00€\ndavon sind umlagefähig: 212,00€\ndavon sind nicht umlagefähig: 146,00€', '- Parkettfußboden\r- Süd-Terrasse\r- Halboffene Küche\r- Wannenbad mit Fenster\r- Abstellkammer\r- Kellerabteil\r- Mietbeginn 2013', '- stark nachgefragte Wohnlage\r- Schlossstraßennähe\r- nahe U- und S-Bahn, sowie Bus\r- Kostenfreies Parken', 'Weitere vermietete und bezugsfreie Immobilien finden Sie unter: www.homeestate.de\r\rÜbrigens: Unser Team steht Ihnen an 7 Tagen in der Woche für Besichtigungen gerne zur Verfügung - und das sogar in 8 Sprachen. \r\rWir freuen uns, Sie kennenzulernen.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;showqualicontactform;94;;;;
2020-05-11 12:32:13.085371;Berlin;central_heating;;16480061;n;n;https://pictures.immobilienscout24.de/listings/46fafbaf-4ecc-4ff4-85f9-7c9268b8d074-1355504182.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.73;1926;;11.73;116364851;district_heating;n;false;n;Berlin;y;7;1;;18a;;5.75;74;Berlin;12157;well_kept;normal;false;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;Schönhauser_Straße;apartment;12157;3;;n;;2,active;Deutschland;top;wohnung_kauf;y;true;002.01007331745;345450;profile0;3;true;y;n;n;Steglitz_Steglitz;UHS18W6;3;Berlin;/expose/116364851;['- Baujahr 1925/1926\r- 14 Wohneinheiten auf fünf Etagen\r- Beheizung und Warmwasseraufbereitung \r  über Fernwärme\r- parkähnlich angelegte Hofgemeinschaft\r- ausgebautes Dachgeschoss\r- Aufteilung in Wohneigentum am 21.09.2018\r\rNettokaltmiete: 537,00€\rBetriebskosten: 90,00€\rHeizkosten: 87,00€\rZahlmiete: 714,00€\r\rWohngeld gesamt: 282,00€\rdavon sind umlagefähig: 167,00€\rdavon sind nicht umlagefähig: 115,00€', '- Dielenfußböden\r- Wannenbad mit Fenster\r- Abstellkammer\r- Kellerabteil\r- Mietbeginn 2011', '- stark nachgefragte Wohnlage\r- Schlossstraßennähe\r- nahe U- und S-Bahn, sowie Bus\r- Kostenfreies Parken', 'Weitere vermietete und bezugsfreie Immobilien finden Sie unter: www.homeestate.de\r\rÜbrigens: Unser Team steht Ihnen an 7 Tagen in der Woche für Besichtigungen gerne zur Verfügung - und das sogar in 8 Sprachen. \r\rWir freuen uns, Sie kennenzulernen.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;showqualicontactform;74;;;;
2020-05-11 12:32:13.466856;Berlin;district_heating;;16924112;n;n;https://pictures.immobilienscout24.de/listings/da7a0586-c236-4105-981e-fd398db095a5-1355439133.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.78;1960;disabled;12.78;116360036;district_heating;y;false;y;Berlin;y;6;2;;no_information;energy_consumption;7.25;68.44;Berlin;10551;well_kept;no_information;false;garage;no_information;n;no_information;no_information;10551;3;151;n;;2,active;Deutschland;standard;wohnung_kauf;n;true;009.06041d57-de1b-4a48-987b-3b0882138407;285000;profile0;3;true;n;n;n;Tiergarten_Tiergarten;116360036;3;Berlin;/expose/116360036;['+++   Link zum 360° -Rundgang: https://app.immoviewer.com/portal/tour/1699606?accessKey=5eaf   +++\n\nNicht zuletzt durch seine attraktive Lage eignet sich diese Immobilie hervorragend als Investitionsobjekt. Im aufstrebenden Stadtteil Moabit gelegen und ausgestattet mit den Vorteilen des vielfältigen Hauptstadtlebens stellt die ca. 68 m² große Eigentumswohnung eine ideale Kapitalanlage dar: Die Wohnung ist derzeit zu einer Jahresnettokaltmiete von ca. 5.356,20 € vermietet. Das monatliche Hausgeld beläuft sich auf etwa 208,63 €. \n\n3 helle Wohnräume sowie ein vorteilhafter Grundriss machen dieses schöne Objekt für Familien mit Kind, Paare und Singles gleichermaßen attraktiv. Eingebettet in eine ruhige Wohnumgebung genießen die Bewohner dieser Immobilie urbanes Wohnen in der Hochparterre eines 1960 erbauten Mehrfamilienhauses.\n\nNeben einem Wohnzimmer erstreckt sich die Wohnung über 2 Schlafzimmer, eine Küche samt Einbauküche und Waschmaschinenanschluss, ein Tageslichtbad mit Duschbadewanne sowie einen Abstellraum. Darüber hinaus punktet die Wohnung mit einem  eigenen Kellerabteil sowie einer optional erwerbbaren Garage für 15.000 €. Abgerundet wird das ansprechende Angebot durch einen Personenaufzug sowie den Hausreinigungs- und Winterdienst. \n\nDie Immobilie befindet sich in einem gepflegten Zustand, wenngleich Sie an einigen Stellen Renovierungsbedarf aufweist. Gestaltungspotential weist die Wohnung vor allem in Bezug auf das Badezimmer auf. Gegen eine Abschlagszahlung besteht  zudem die Möglichkeit für eine schnelle Selbstnutzung.\n\nObjektnr.: 1021927', '+ Ideale Kapitalanlage - JNKM: ca. 5.356,20 € \n+ Mtl. Hausgeld: ca. 208,63 € \n+ Beliebte Lage im aufstrebenden Moabit \n+ Vollständige Einbauküche \n+ Tageslichtbad mit Duschbadewanne\n+ Waschmaschinenanschluss\n+ Eigenes Kellerabteil \n+ Garage für 15.000 € \n+ Personenaufzug \n+ Hausreinigungs- und Winterdienst\n\n\n+ Baujahr laut Energieausweis: 1960\n+ Art des Energieausweises: Energieverbrauch\n+ Endenergiebedarf/verbrauch in kWh/(m²*a): 151 kWh/(m²*a)\n+ Energieeffizienzklasse: E\n+ Wesentlicher Energieträger: Fernwärme', 'Beliebt, vielfältig, zentral - buntes Hauptstadtleben in Berlin-Moabit: Die sicher vermietete Eigentumswohnung besticht durch ihre gefragte Lage im beliebten Berliner Stadtteil Moabit. Nahe dem Unionpark sowie dem Westhafenkanal gelegen bietet die Wohngegend eine ideale Kombination aus Zentralität und naturnaher Umgebung.\n\nUnzählige, individuelle Restaurants, Bars und Cafés bieten kulinarische Abwechslung und laden zusammen mit diversen kleinen Geschäften oder der nur rund 600 m entfernten Arminiusmarkthalle zum Flanieren ein. Auch liegen zahlreiche Geschäfte des täglichen Bedarfs in der unmittelbaren Umgebung der Wohnung, darunter eine etwa 120 m entfernte Apotheke und ein ca. 2 Gehminuten entfernter Supermarkt, und bieten ein hohes Maß an Komfort. \n\nDarüber hinaus überzeugt die Wohnlage durch eine ideale Verkehrsanbindung.  Innerhalb von nur ca. 6 Gehminuten erreichen Sie die U-Bahn-Station “Birkenstraße”, wodurch ein optimaler Anschluss an den öffentlichen Nahverkehr besteht. Auch die Bundesstraßen 2 und 96 sowie die Autobahn 100 befinden sich in komfortabler Reichweite und binden hervorragend an das Straßennetz an.', 'Vereinbaren Sie noch heute einen Besichtigungstermin!\n_____________________________________________________\n\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität der Angaben.\n    '];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;1;MagentaZuhause L;E;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;;;true;;;
2020-05-11 12:32:13.806424;Berlin;self_contained_central_heating;true;15333187;n;y;https://pictures.immobilienscout24.de/listings/1bce0dd1-046a-4705-8dd5-e5cdb054bae6-1299760592.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.69;1930;;11.69;111758868;gas;n;false;y;Berlin;y;5;1;219.1;114;energy_consumption;6.5;62.6;Berlin;12487;no_information;no_information;false;outside;Sterndamm;n;Sterndamm;apartment;12487;2.5;149.9;n;;2,active;Deutschland;premium;wohnung_kauf;n;true;001.15281088;223482;profile0;2;true;n;n;n;Johannisthal_Treptow;5728;3;Berlin;/expose/111758868;['Im Jahr 1928 entstand am Sterndamm 114/116 ein viergeschossiger Wohntrakt mit Satteldach und Rundbogen-Loggien in den oberen Etagen. In den zwei Aufgängen befinden sich 26 Wohneinheiten mit einer Größe von 33,2 m²- 74,93 m² mit 1, 5 - 3,5 Zimmern. Die Dachgeschossflächen werden zu Wohnzwecken ausgebaut. Die Baugenehmigung liegt vor. Die Loggia ist nach Nord/Westen ausgerichtet und hat einen unverbaubaren Blick ins Grüne.\nDie beispielhaften Wohnungsbilder sollen lediglich die Bausubstanz und Ausstattung anzeigen. Der tatsächliche Zustand der einzelnen Wohnungen variiert. Aktuell verfügt das Objekt über 11 PKW-Stellplätze. Nach Verfügbarkeit kann zu jeder Wohnung ein Stellplatz erworben werden. Der Kaufpreis beträgt 10.000,00 € .', 'Neue Gaszentralheizung', 'Der Sterndamm ist im grünen Bezirk Treptow-Köpenick im Ortsteil Johannisthal gelegen. Er verbindet  Niederschöneweide und Johannisthal und mündet in die Stubenrauchstraße, welche über den Teltowkanal nach Rudow führt. Im direkten Umfeld finden sie hier auch noch viele Einfamilienhäuser und zur Erholung lädt sie die, in ca. einem Kilometer Entfernung gelegene, Königsheide ein. Einkaufsmöglichkeiten, Schulen, Kindergarten finden sie in der unmittelbaren Umgebung. Die Anbindung an den öffentlichen Nahverkehr ist sehr gut. Der S- und Regionalbahnhof Schöneweide und die Stadtautobahn A 113 befinden sich jeweils in ca. 2 Kilometer Entfernung und die Bushaltestelle der Linien 160 und M 11 ist ca. 150 Meter entfernt.', 'Für weitere Informationen oder Terminvereinbarungen steht Ihnen das Team der MAKSIM gerne telefonisch oder per E-Mail zur Verfügung. Eine Gewähr für die Richtigkeit kann durch die Firma Maksim Immobiliengesellschaft mbH nicht übernommen werden.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;1;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;;;;;;
2020-05-11 12:32:14.132049;Berlin;central_heating;;16480061;n;y;https://pictures.immobilienscout24.de/listings/ecfef5bb-aa4c-460a-9e21-42e556a3cbfd-1355468379.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.73;1926;;11.73;116362238;district_heating;n;false;n;Berlin;y;8;1;320;18a;;5.75;84;Berlin;12157;well_kept;normal;false;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;Schönhauser_Straße;apartment;12157;3;;n;;2,active;Deutschland;top;wohnung_kauf;y;true;002.01007331745;408950;profile0;3;true;y;n;n;Steglitz_Steglitz;UHSW10;4;Berlin;/expose/116362238;['- Baujahr 1925/1926\n- 14 Wohneinheiten auf fünf Etagen\n- Beheizung und Warmwasseraufbereitung \n  über Fernwärme\n- parkähnlich angelegte Hofgemeinschaft\n- ausgebautes Dachgeschoss\n- Aufteilung in Wohneigentum am 21.09.2018\n\nNettokaltmiete: 625,00€\nBetriebskosten: 107,00€\nHeizkosten: 117,00€\nZahlmiete: 849,00€\n\nWohngeld gesamt: 320,00€\ndavon sind umlagefähig: 189,00€\ndavon sind nicht umlagefähig: 131,00€', '- Dielenfußboden\n- Balkon\n- Wannenbad mit Fenster\n- Abstellkammer\n- Kellerabteil\n- Mietbeginn 2002', '- stark nachgefragte Wohnlage\n- Schlossstraßennähe\n- nahe U- und S-Bahn, sowie Bus\n- Kostenfreies Parken', 'Weitere vermietete und bezugsfreie Immobilien finden Sie unter: www.homeestate.de\n\nÜbrigens: Unser Team steht Ihnen an 7 Tagen in der Woche für Besichtigungen gerne zur Verfügung - und das sogar in 8 Sprachen. \n\nWir freuen uns, Sie kennenzulernen.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;showqualicontactform;84;;;;
2020-05-11 12:32:14.463865;Berlin;central_heating;;16480061;n;n;https://pictures.immobilienscout24.de/listings/47af7af5-da66-41f6-adb3-e8cea155dd6a-1355461484.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;11.73;1926;;11.73;116361666;district_heating;y;false;n;Berlin;y;7;1;279;18a;energy_consumption;5.75;75;Berlin;12157;well_kept;sophisticated;false;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;Schönhauser_Straße;apartment;12157;3;88.08;n;;2,active;Deutschland;top;wohnung_kauf;n;true;002.01007331745;397950;profile0;3;true;n;n;n;Steglitz_Steglitz;UHS18W9;3;Berlin;/expose/116361666;['- Baujahr 1925/1926\n- 14 Wohneinheiten auf fünf Etagen\n- Beheizung und Warmwasseraufbereitung \n  über Fernwärme\n- parkähnlich angelegte Hofgemeinschaft\n- ausgebautes Dachgeschoss\n- Aufteilung in Wohneigentum am 21.09.2018', '- renoviert\r- abgezogene Dielen \r- außenliegendes, gefliestes Wannenbad\r- Einbauküche\r- Abstellkammer\r- Kellerabteil\r- ruhige und stark nachgefragte Wohnlage\r- nachhaltige Vermietbarkeit', '- stark nachgefragte Wohnlage\r- Schlossstraßennähe\r- nahe U- und S-Bahn sowie Bus\r- kostenfreies Parken', 'Weitere bezugsfreie Immobilien finden Sie unter: www.homeestate.de\r\rÜbrigens: Unser Team steht Ihnen an 7 Tagen in der Woche für Besichtigungen gerne zur Verfügung - und das sogar in 8 Sprachen. \r\rWir freuen uns, Sie kennenzulernen.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;showqualicontactform;75;;;;
2020-05-11 12:32:14.795354;Berlin;central_heating;;16480061;n;n;https://pictures.immobilienscout24.de/listings/cba35a1a-5583-41ad-88d9-48a7eaaeebce-1355514012.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.49;1926;;11.49;116365313;district_heating;n;false;n;Berlin;y;7;1;;18a;;6.07;79;Berlin;12157;well_kept;normal;false;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;Schönhauser_Straße;apartment;12157;4;;n;;2,active;Deutschland;top;wohnung_kauf;y;true;002.01007331745;397950;profile0;4;true;y;n;n;Steglitz_Steglitz;UHS18W5;3;Berlin;/expose/116365313;['- Baujahr 1925/1926\r- 14 Wohneinheiten auf fünf Etagen\r- Beheizung und Warmwasseraufbereitung über \r  Fernwärme\r- parkähnlich angelegte Hofgemeinschaft\r- ausgebautes Dachgeschoss\r- Aufteilung in Wohneigentum am 21.09.2018\r\rNettokaltmiete: 743€\rBetriebskosten: 100€\rHeizkosten: 90€\rZahlmiete: 933€\r\rWohngeld gesamt: 302€\rdavon sind umlagefähig: 178€\rdavon sind nicht umlagefähig: 124€', '- Dielenfußboden\r- Wannenbad mit Fenster\r- Abstellkammer\r- Kellerabteil\r- Mietbeginn 2015', '- stark nachgefragte Wohnlage\r- Schlossstraßennähe\r- nahe U- und S-Bahn, sowie Bus\r- Kostenfreies Parken', 'Weitere vermietete und bezugsfreie Immobilien finden Sie unter: www.homeestate.de\r\rÜbrigens: Unser Team steht Ihnen an 7 Tagen in der Woche für Besichtigungen gerne zur Verfügung - und das sogar in 8 Sprachen. \r\rWir freuen uns, Sie kennenzulernen.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;showqualicontactform;79;;;;
2020-05-11 12:32:15.164315;Berlin;central_heating;;4338188;n;n;https://pictures.immobilienscout24.de/listings/b46191e5-2851-454d-a5fa-48bb35a8f4c7-1358424601.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;13.06;1930;disabled;13.06;116365909;no_information;n;false;y;Berlin;n;4;1;;no_information;energy_consumption;6.49;55;Berlin;13403;no_information;no_information;false;no_information;no_information;n;no_information;no_information;13403;1.5;83.2;n;;2,active;Deutschland;standard;wohnung_kauf;n;true;001.4338188;160000;profile0;1;true;n;n;n;Reinickendorf_Reinickendorf;97617;2;Berlin;/expose/116365909;['DAS IST IHRE CHANCE - Jetzt Eigentum bewohnen statt Miete zahlen:\n\nDas Herzstück dieser Traumwohnung ist der große Wohnbereich mit einem außergewöhnlichen Ausblick über die Häuserdächer von Reinickendorf.\n\nDazu überzeugt diese bezaubernde 1,5 Zimmer Dachgeschosswohnung durch seine loftartige Raumaufteilung. Das Schmuckstück befindet sich im vierten Stock eines Mehrparteienhauses und verfügt über ein taghelles Badezimmer mit Badewanne, ein ruhiges Schlafzimmer, eine voll ausgestattete Küche mit Essbereich und ein gemütlich-geräumiges Wohnzimmer. \n\nDas Objekt ist ideal für Pärchen oder Singles und punktet durch die geniale Raumaufteilung. Anwohner-Parkplätze stehen ausreichend zur Verfügung.\n\nDiese helle und durch Dachschrägen gekennzeichnete Wohnung strahlt sofort Gemütlichkeit und Wohlbefinden aus - ein wahres Schmuckstück wartet auf Sie!\n\nHabe ich Ihr Interesse geweckt?\n\nGerne stehe ich Ihnen für eine Besichtigung zur Verfügung, ich freue mich auf Ihren Anruf. Nurullah Öruc, ImmoSky Deutschland GmbH\n\nDaten zum Energieverbrauch:\n\nBaujahr der Anlagentechnik : 2003 wesentlicher Energieträger ist GAS.\nEnergieausweis ist Verbrauchsbasierend\nEnergieklasse. C, Energieverbrauch: 83,2 (kWh.m²)\n', 'Dieses Schmuckstück befindet sich im Stadtteil Reinickendorf. Der Berliner Nordwesten ist ideal über die A111 und somit an die Stadtautobahn angebunden.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;MagentaZuhause L;;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;showqualicontactform;;;;;
