timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;ga_cd_via_qualified;obj_rentSubsidy;obj_groupnumber;obj_usableArea;obj_lastRefurbish;obj_noParkSpaces
2020-05-11 12:13:28.145343;Berlin;floor_heating;ONE_YEAR_FREE;216206;n;y;https://pictures.immobilienscout24.de/listings/81c52b47-bd75-4fc8-9305-2749ba5fc04b-1367008533.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;11.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;2018;REGULAR;disabled;11.14;118014331;district_heating;y;false;MagentaZuhause L;y;Berlin;y;11;9;no_information;energy_required;6.17;209;Berlin;10409;mint_condition;sophisticated;C;false;100 MBit/s;underground_garage;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;10409;5;76;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.216206;1399000;profile0;5;5;true;n;showqualicontactform;y;n;Prenzlauer_Berg_Prenzlauer_Berg;118014331;7;Berlin;/expose/118014331;['Dieses elegant geschnittene Penthouse befindet sich in einem modernen und hochwertigen Mehrfamilienhaus in ruhiger Lage. \n\nMit dem geräumigen Fahrstuhl gelangen Sie direkt zur privaten Eingangstür des Appartements.\n\nGroßflächig installierte und bodentiefe Fenster mit Thermoverglasung, versprechen lichtdurchflutete Räume.\n\nNeben der ausgiebigen Balkonfläche bietet die Dachterrasse einen tollen 360-Grad-Blick über Berlin, inklusive Sicht auf den Fernsehturm.\n\nDas Wohnhaus verfügt insgesamt über fünf Etagen plus Dachgeschoß und bietet neben optional erwerbbarem Tiefgaragenstellplatz, eine Gemeinschaftssauna zum Entspannen im Keller.', '- flexible Grundrisse\n- Fußbodenheizung\n- Parkettböden\n- Balkon oder Terrasse\n- 3-fach verglaste Holzfenster\n- teilweise HWR und Gäste Bad (nach Wohnungsgröße)\n- Gartenanteil im Erdgeschoss\n- Aufzug\n- Keller\n- Tiefgarage (optional)\n- Gemeinschaftssauna', 'Berlin-Weißensee an der Grenze zu Pankow und dem Prenzlauer Berg', 'Für Rückfragen erreichen Sie uns auch unter der Rufnummer 0172-3261193.'];;;;;;
2020-05-11 12:13:28.542100;Berlin;central_heating;ONE_YEAR_FREE;911796;n;n;https://pictures.immobilienscout24.de/listings/6991f90f-0868-4581-8dca-77230b3a332a-1367104612.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.48;40 MBit/s;telekom_layer_magenta_l;über VDSL;1909;REGULAR;;11.48;118013087;natural_gas_heavy;y;false;MagentaZuhause L;y;Berlin;n;8;1;5;energy_consumption;7.14;83;Berlin;10249;refurbished;sophisticated;C;false;100 MBit/s;no_information;Ebelingstrasse;n;https://padlock.link/ioml;https://padlock.link/ml;Ebelingstrasse;apartment;10249;3;97;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.911796;414600;profile0;5;3;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;9968;4;Berlin;/expose/118013087;['Die Ebelingstraße 5 ist eine ruhige Wohnanlage. Das Haus ist 1999 umfassend saniert und modernisiert worden, mit aufwendig restaurierten Treppenhäusern, Teppichboden und gefliesten Eingangsbereichen.\n\nDer Bereich der Ebelingstraße liegt mitten im Friedrichshain und ist bestens an das öffentliche Nahverkehrsnetz (U+S-Bahn, Bus, Straßenbahn) angeschlossen. \n\nSchulen, Kitas und ein Park befinden sich in der Nachbarschaft. Die Wohnung liegt ruhig und dennoch absolut einkaufs- und verkehrsgünstig.\n\n', 'Diese Altbau-Wohnung befindet sich im 1.OG des Quergebäudes (ohne Aufzug).\n\n\nMerkmale / Ausstattung:\n\n- zwei separate, gleich groß Zimmer (jeweils ca. 23 m²)\n- ein kleineres Schlafzimmer / Kinderzimmer\n- separater Küchenraum mit moderner Einbauküche (Dunstabzugshaube, Cerankochfeld etc.)\n- geflieste Badezimmer mit Wanne, sep. Dusche, Fenster, Spotlights, Waschmaschinenanschluss und Fußbodenheizung\n- separates WC (Gäste WC)\n- abgezogenen Dielen in den Zimmern\n- Kunststoff-Fenster mit Isolierverglasung\n- moderne elektrische Versorgung\n\n\n*Das Wohngeld beträgt mtl. 185,00€*\n\n*Die Wohnung ist zur Selbstnutzung geeignet (Leerstand ab 01.07.2020!)*\n\n\nBaujahr: 1909\nHeizungsart:  Zentralheizung \nWesentliche Energieträger: Erdgas schwer \nEnergieausweistyp: Verbrauchsausweis \nEnergieeffizienzklasse: C\nEnergieverbrauchskennwert:   97 kWh/(m²*a) \nE-Ausweis ist anbei!\n', 'Merkmale:\n\n- zentrale und gefragte Lage, sehr ruhig und lebendig\n- soziale Infrastruktur\n- alle notwendigen Einrichtungen in wenigen Gehminuten zu erreichen\n- alle Einkaufsmöglichkeiten in der Nähe\n- Volkspark Friedrichshain, Bersarinplatz nahbei\n', 'Die Wohnung kann nach telefonischer Vereinbarung besichtigt werden: \n\nDaniel Kerem: 0163 / 23 87 580\noder\nBüro: 030 / 516 32 32 0\noder\nEmail: dkerem@schoenlife.de\n\n'];true;185;22;;;
2020-05-11 12:13:28.902953;Berlin;central_heating;ONE_YEAR_FREE;216206;n;y;https://pictures.immobilienscout24.de/listings/0aa6ba3e-982f-4053-a188-ae758878fc3b-1367008444.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;21;11.48;10 MBit/s;telekom_layer_magenta_m;über VDSL;1956;REGULAR;disabled;11.48;118014316;district_heating;n;false;MagentaZuhause M;y;Berlin;y;9;2;no_information;energy_required;7.14;104.7;Berlin;10247;mint_condition;sophisticated;D;false;50 MBit/s;no_information;no_information;n;https://padlock.link/iomm;https://padlock.link/mm;no_information;roof_storey;10247;4;114;n;2,active;true;Deutschland;standard;50 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.216206;639000;profile0;5;4;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;118014316;5;Berlin;/expose/118014316;['Der in den 1950er Jahren errichtete Altbau liegt in einer ruhigen Wohnstraße nahe dem belebten Boxhagener Platz und wurde umfassend saniert. \n\nDas Dachgeschoß, welches einen tollen Ausblick über Berlin ermöglicht, ist ausgebaut und kann leer oder vermietet übergeben werden. \n\nInsgesamt haben wir 33 Wohneinheiten, 29 Einheiten als Bestand und 4 Einheiten neu (Dachgeschoß), welche über 3 Hauseingänge erschlossen werden. \n\nZu den ausgeführten Sanierungsarbeiten zählen unter anderem alle Stränge, Treppenhäuser, sowie die Fassade.\n\nVereinbaren Sie einen Termin mit uns und überzeugen Sie sich selbst von dem schönen Haus, sowie der tollen Umgebung.', 'Diese schön sanierte Dachgeschosswohnung bietet vier Zimmer, wovon sich zwei eine Terrasse teilen, die mit einem tollen Blick über Berlin lockt. \n\nViel Lichteinfall und weiß gestrichene sowie verputzte Wände erzeugen ein offenes und freies Raumgefühl.\n\n2 Badezimmer und ein in das Wohnzimmer integrierter Küchenbereich runden das Paket ab und machen diese Wohnung zu einem Ort zum wohl fühlen.\n\n\n- Etagenwohnung\n- Dachgeschoss\n- 4 Zimmer\n- Terrasse\n- hochwertige Materialien\n- kein Aufzug', 'Sehr zentrale ruhige Lage nahe der Boxhagener Straße im Simon - Dach - Kiez. Nur wenige Gehminuten zur U-Bahn Samariterstraße, sowie zu Restaurants/Bars.', 'Für Rückfragen erreichen Sie uns auch unter der Rufnummer 0172-3261193.'];;;;6;2020;
2020-05-11 12:13:29.266794;Berlin;floor_heating;ONE_YEAR_FREE;17166298;n;y;https://pictures.immobilienscout24.de/listings/719e3667-e29d-4bad-844e-b63eed040adb-1367013853.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;8.96;40 MBit/s;telekom_layer_magenta_l;über VDSL;2000;REGULAR;;8.96;118015357;gas;y;false;MagentaZuhause L;n;Berlin;n;8;5;00;;4.01;85;Berlin;13469;fully_renovated;normal;;false;100 MBit/s;no_information;"Alt-L&uuml;bars";n;https://padlock.link/ioml;https://padlock.link/ml;Alt-Lübars;maisonette;13469;4;;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.4f51ab2f-9c96-4ffa-95f1-1abefc11bba9;450000;profile0;1;4;true;n;showqualicontactform;n;n;Lübars_Reinickendorf;b818b950-f127-45b7-8566-96f4f9a5d15c;4;Berlin;/expose/118015357;['Bei dieser ansprechenden Immobilie handelt es sich um eine vollständig renovierte Maisonette-Wohnung in der ersten Etage. Vier attraktive Zimmer bilden das Apartment. Die Wohnung befindet sich in einem 2000 erbauten Haus und wird per Fußbodenheizung beheizt. Durch die letzte Modernisierung im Jahr 2020 sind niedrige Energiekosten gewährleistet. Ein aktueller Energieausweis liegt zur Besichtigung vor. Den Balkon können Sie an sonnigen Tagen zum zweiten Wohnzimmer machen. Die Einbauküche, die bereits vorhanden ist, spart Ihnen Zeit und Geld gegenüber einem Neukauf. Es fällt keine Provision an.'];;;;;2020;
2020-05-11 12:13:29.581092;Berlin;no_information;ONE_YEAR_FREE;18332233;n;y;https://pictures.immobilienscout24.de/listings/c669ced7-db99-4127-a4b6-4dbd20e712ba-1366988909.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;10.29;40 MBit/s;telekom_layer_magenta_l;über VDSL;1993;REGULAR;;10.29;117995748;;y;false;MagentaZuhause L;y;Berlin;n;7;5;no_information;;4.11;85;Berlin;12527;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12527;3;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01009150487;319000;profile0;;3;true;n;;n;n;Grünau_Köpenick;117995748;4;Berlin;/expose/117995748;['Diese wunderschöne und lichtdurchflutete Wohnung befindet sich im 1. OG. Ebenso gehört zu der Wohnung ein PKW-Stellplatz und ein Bootsliegeplatz. Sie befindet sich direkt am Wasser.', 'Schmöckwitz gehört zum Berliner Bezirk Treptow-Köpenick. Das ehemalige Fischerdorf liegt umschlossen von Wald und Wasser und ist heute ein beliebtes Naherholungsziel. Die Vorteile dieses Standortes sind ganz klar der Blick auf den Seddiner See, die Nähe vom Stadtzentrum\nBerlin (mit dem Auto 20 min) und die vorhandene gute Infrastruktur. Straßenbahn und Bus sind in wenigen Minuten zu erreichen. Dennoch erwartet Sie hier eine ruhige Wohnlage, da keine Hauptverkehrsstraßen den Standort tangieren.', 'Sie möchten den Wert Ihrer Immobilie oder Ihres Grundstücks wissen?\nSie möchten den Verkaufshorizont selbst bestimmen?\nSie möchten unkompliziert und stressfrei verkaufen? \n\nIhre Objektunterlagen sind nicht vollständig? Sie sollten bei der Vermarktung Ihrer Immobilie weder auf Glück noch auf Hoffnung setzen! \n\nBerlin First! Wir wissen wie es geht! Ihr starker und kompetenter Partner an Ihrer Seite.\n\n- Kostenfreie Wertermittlung mit Preisstrategie-Analyse\n- Diskreter Immobilienverkauf mit unserem Secret-Service \n- Kostenlose Prüfung Ihrer Immobilienunterlagen\n- Beschaffung fehlender Dokumente, die für den Immobilienverkauf von hoher Bedeutung sind \n- Sie müssen sich um nichts kümmern!\n\nInformieren Sie sich auf unserer Webseite unter http://www.berlin-first.de oder nehmen Sie telefonisch unter 030-54-86-06-90 Kontakt zu unserer Bewertungs-Hotline auf.'];;;;;;
2020-05-11 12:13:30.029978;Berlin;floor_heating;;216206;n;y;https://pictures.immobilienscout24.de/listings/5f71f97a-2d23-4c3c-a219-adb9603f146d-1367008511.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;24;10.64;;;;2018;;disabled;10.64;118014327;district_heating;y;false;;n;Berlin;y;11;9;no_information;energy_required;6.15;209;Berlin;13086;mint_condition;sophisticated;C;false;;underground_garage;no_information;y;;;no_information;roof_storey;13086;5;76;n;2,active;;Deutschland;standard;;wohnung_kauf;n;5;;false;001.216206;1399000;profile0;5;5;true;n;showqualicontactform;y;n;Weißensee_Weißensee;118014327;7;Berlin;/expose/118014327;['Dieses elegant geschnittene Penthouse befindet sich in einem modernen und hochwertigen Mehrfamilienhaus in ruhiger Lage. \n\nMit dem geräumigen Fahrstuhl gelangen Sie direkt zur privaten Eingangstür des Appartements.\n\nGroßflächig installierte und bodentiefe Fenster mit Thermoverglasung, versprechen lichtdurchflutete Räume.\n\nNeben der ausgiebigen Balkonfläche bietet die Dachterrasse einen tollen 360-Grad-Blick über Berlin, inklusive Sicht auf den Fernsehturm.\n\nDas Wohnhaus verfügt insgesamt über fünf Etagen plus Dachgeschoß und bietet neben optional erwerbbarem Tiefgaragenstellplatz, eine Gemeinschaftssauna zum Entspannen im Keller.', '- flexible Grundrisse\n- Fußbodenheizung\n- Parkettböden\n- Balkon oder Terrasse\n- 3-fach verglaste Holzfenster\n- teilweise HWR und Gäste Bad (nach Wohnungsgröße)\n- Gartenanteil im Erdgeschoss\n- Aufzug\n- Keller\n- Tiefgarage (optional)\n- Gemeinschaftssauna', 'Berlin-Weißensee an der Grenze zu Pankow und dem Prenzlauer Berg', 'Für Rückfragen erreichen Sie uns auch unter der Rufnummer 0172-3261193.'];;;;;;1
2020-05-11 12:13:30.348391;Berlin;no_information;ONE_YEAR_FREE;18332233;n;y;https://pictures.immobilienscout24.de/listings/bd00e559-5808-4388-a43c-38fd76a43b21-1366988749.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;10.29;40 MBit/s;telekom_layer_magenta_l;über VDSL;1993;REGULAR;;10.29;117995893;;y;false;MagentaZuhause L;y;Berlin;n;6;5;no_information;;4.11;66;Berlin;12527;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;12527;2;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01009150487;259000;profile0;;2;true;n;;n;n;Grünau_Köpenick;117995893;3;Berlin;/expose/117995893;['Diese wunderschöne und lichtdurchflutete Wohnung befindet sich im Dachgeschoss. Ebenso gehört zu der Wohnung ein PKW-Stellplatz und ein Bootsliegeplatz. Sie befindet sich direkt am Wasser.', 'Schmöckwitz gehört zum Berliner Bezirk Treptow-Köpenick. Das ehemalige Fischerdorf liegt umschlossen von Wald und Wasser und ist heute ein beliebtes Naherholungsziel. Die Vorteile dieses Standortes sind ganz klar der Blick auf den Seddiner See, die Nähe vom Stadtzentrum\nBerlin (mit dem Auto 20 min) und die vorhandene gute Infrastruktur. Straßenbahn und Bus sind in wenigen Minuten zu erreichen. Dennoch erwartet Sie hier eine ruhige Wohnlage, da keine Hauptverkehrsstraßen den Standort tangieren.', 'Sie möchten den Wert Ihrer Immobilie oder Ihres Grundstücks wissen?\nSie möchten den Verkaufshorizont selbst bestimmen?\nSie möchten unkompliziert und stressfrei verkaufen? \n\nIhre Objektunterlagen sind nicht vollständig? Sie sollten bei der Vermarktung Ihrer Immobilie weder auf Glück noch auf Hoffnung setzen! \n\nBerlin First! Wir wissen wie es geht! Ihr starker und kompetenter Partner an Ihrer Seite.\n\n- Kostenfreie Wertermittlung mit Preisstrategie-Analyse\n- Diskreter Immobilienverkauf mit unserem Secret-Service \n- Kostenlose Prüfung Ihrer Immobilienunterlagen\n- Beschaffung fehlender Dokumente, die für den Immobilienverkauf von hoher Bedeutung sind \n- Sie müssen sich um nichts kümmern!\n\nInformieren Sie sich auf unserer Webseite unter http://www.berlin-first.de oder nehmen Sie telefonisch unter 030-54-86-06-90 Kontakt zu unserer Bewertungs-Hotline auf.'];;;;;;
2020-05-11 12:13:30.749552;Berlin;floor_heating;ONE_YEAR_FREE;216206;n;y;https://pictures.immobilienscout24.de/listings/838e1fca-6ee2-4ed9-8dcf-f3ccbd62e578-1367008664.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;11.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;2018;REGULAR;disabled;11.14;118014358;district_heating;y;false;MagentaZuhause L;y;Berlin;y;11;9;no_information;energy_required;6.17;209;Berlin;10409;mint_condition;sophisticated;C;false;100 MBit/s;underground_garage;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;10409;5;76;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.216206;1399000;profile0;5;5;true;n;showqualicontactform;y;n;Prenzlauer_Berg_Prenzlauer_Berg;118014358;7;Berlin;/expose/118014358;['Dieses elegant geschnittene Penthouse befindet sich in einem modernen und hochwertigen Mehrfamilienhaus in ruhiger Lage. \n\nMit dem geräumigen Fahrstuhl gelangen Sie direkt zur privaten Eingangstür des Appartements.\n\nGroßflächig installierte und bodentiefe Fenster mit Thermoverglasung, versprechen lichtdurchflutete Räume.\n\nNeben der ausgiebigen Balkonfläche bietet die Dachterrasse einen tollen 360-Grad-Blick über Berlin, inklusive Sicht auf den Fernsehturm.\n\nDas Wohnhaus verfügt insgesamt über fünf Etagen plus Dachgeschoß und bietet neben optional erwerbbarem Tiefgaragenstellplatz, eine Gemeinschaftssauna zum Entspannen im Keller.', '- flexible Grundrisse\n- Fußbodenheizung\n- Parkettböden\n- Balkon oder Terrasse\n- 3-fach verglaste Holzfenster\n- teilweise HWR und Gäste Bad (nach Wohnungsgröße)\n- Gartenanteil im Erdgeschoss\n- Aufzug\n- Keller\n- Tiefgarage (optional)\n- Gemeinschaftssauna', 'Berlin-Weißensee an der Grenze zu Pankow und dem Prenzlauer Berg', 'Für Rückfragen erreichen Sie uns auch unter der Rufnummer 0172-3261193.'];;;;;;1
2020-05-11 12:13:31.053599;Berlin;central_heating;;216206;n;y;https://pictures.immobilienscout24.de/listings/df5f32a4-9215-40ef-b804-7960fe0d24d4-1367008566.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;10.64;;;;;;disabled;10.64;118014335;;y;false;;y;Berlin;y;10;;no_information;;6.15;165;Berlin;13088;mint_condition;sophisticated;;false;;outside;no_information;n;;;no_information;maisonette;13088;4;;n;2,active;;Deutschland;standard;;wohnung_kauf;n;1;;false;001.216206;995000;profile0;2;4;true;y;showqualicontactform;n;n;Weißensee_Weißensee;118014335;7;Berlin;/expose/118014335;['Die Wohnung befindet sich in einem kleinen Neubau , welcher 2012/2013 errichtet wurde. Die Wohnung erstreckt sich über 2 Etagen und verfügt über eine großzügige Aufdachterrasse.\nIm 1. Obergeschoß befindet sich der großzügige Wohn- Küchenbereich, ein Gäste WC, ein Abstellraum und der Eingangsbereich. Im 2. Obergeschoß haben wir 3 Zimmer , ein Bad, eine Ankleide und einen großzügigen Flur. Über eine Treppe erreicht man die Aufdachterrasse.', 'Stellplatz\nhohe Räume\nEinbauküche\ngroßer Balkon\nAufdachterrasse', 'Die Wohnung befindet sich in einer ruhigen Nebenstraße im Komponistenviertel in einer ruhigen und doch sehr zentralen Lage. Einkaufsmöglichkeiten befinden sich ebenso in der Nachbarschaft wie öffentliche Verkehrsmittel.', 'Für Rückfragen erreichen Sie uns auch gern unter der Rufnummer 0172-3261193.'];;400;;170;;1
2020-05-11 12:13:31.546313;Berlin;district_heating;ONE_YEAR_FREE;7321021;n;y;https://pictures.immobilienscout24.de/listings/73c15785-c35d-4eb3-99f1-5802818b3514-1367013381.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1906;REGULAR;;12.24;118014341;;n;false;MagentaZuhause L;y;Berlin;y;11;1;no_information;;6.53;155;Berlin;10789;modernized;luxury;;false;100 MBit/s;underground_garage;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10789;4;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.7321021;1350000;profile0;5;4;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;118014341;7;Berlin;/expose/118014341;['in diesem wunderschönen, sanierten Altbau in der nähe des KaDeWe´s haben wir zwei luxuriöse Wohnimmobilien, die wir Ihnen zum Kauf anbieten können. Sie vereinen alles, was man von einer hochwertigen Immobilie erwartet: Hohe Decken, Balkon/Terrasse, repräsentativer Eingang, Parkett, Aufzug etc.) Kaufpreis und Größe entsprechen in etwa der hier angebotenen Wohnung. \n\nDa die Eigentümer hier gerne etwas diskreter Vorgehen möchten, lassen wir Ihnen gerne genauere Informationen zukommen, sobald wir Ihre Daten haben. \n\nWir belästigen Sie nicht mit ungewollten Immobilienangeboten, sondern möchten lediglich sicherstellen, dass wir Ihnen Ihre Zeit nicht stehlen und diese Immobilie zu Ihren Wünschen passt. \n\nDaher geben Sie bitte auch eine Telefonnummer an, um dies in einem kurzen Gespräch zu erörtern. \n\nIm Anschluss erhalten Sie gerne alle gewünschten Informationen.', 'KaDeWe\nU-Bhf Spichernstraße \nZoologischer Garten \n\nWenn Sie zwischen diesen Punkten ein Dreieck bilden haben Sie die Mikrolage eingekreist, in der unsere Immobilie liegt.', 'Bitte geben Sie eine Telefonnummer an und ermöglichen Sie ein kurzes Gespräch, bevor Sie weitere Daten anfordern. Vielen Dank'];;;;;2019;1
2020-05-11 12:13:31.866461;Berlin;district_heating;ONE_YEAR_FREE;6873507;n;y;https://pictures.immobilienscout24.de/listings/430272bc-18e1-4e30-acd0-54f014a3b4fc-1367017295.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;disabled;11.14;118015868;gas;y;false;MagentaZuhause L;y;Berlin;y;7;1;no_information;;6.17;61.5;Berlin;10409;fully_renovated;normal;;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10409;2;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.6873507;395000;profile0;4;2;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;CaB246;3;Berlin;/expose/118015868;['Die geräumige vollmöblierte Altbau-Wohnung befindet sich im Vorderhaus im 3. OG mit Fahrstuhl mit zwei Balkonen. \r\rDie hellen hohen Räume erreichen Sie vom Flur jeweils separat. Dem Eingang gegenüber befindet sich das modern Sanierte innenliegende Wannen-Badezimmer, wo auch der Anschluss für die Waschmaschine zu finden ist. \r\rLinks vom Flur gelangen Sie zum Wohnzimmer, welcher offen gehalten wurde zur Küche.\rDas Besondere hier, Sie können in der geräumigen Küche Essen und Kochen sowie an festlichen Abenden im Wohnbereich vor dem kleinen Balkon den Abend genießen. \r\rRechts vom Flur liegt das große Schlafzimmer, welches sogar noch Platz für ein Gästebett bietet. \rDer größere Balkon lädt zum morgendlichen Frühstücken ein. \r\rDie gesamte Wohnung ist mit originalen Holzdielen versehen und wurde 1996 kernsaniert. \r\rZur Einheit gehört mit Sondernutzungsrecht ein Keller, der sich im Vorderhaus befindet. ', 'Balkon, Einbauküche, Fahrstuhl, Keller, Möblierung', 'Die Wohnung finden Sie in der Naugarder Strasse, in Berlin- Prenzlauer Berg, ein Bezirk, der unter anderem wegen seines trendigen und entspannten Lebensstils gerade bei jungen Leuten sehr begehrt ist. Dementsprechend bietet die Umgebung, insbesondere die Danziger Strasse und Prenzlauer Allee, eine reiche Auswahl an Bars, Restaurants, Cafés und Clubs. Auch der beliebte „Kollwitzplatz“ mit seiner lebendigen Atmosphäre lädt Sie dazu ein, in einem der zahllosen Lokale das urbane Leben zu genießen. Jeweils donnerstags und samstags findet auf dem Kollwitzplatz ein Öko-Wochenmarkt statt, den es sich zu besuchen lohnt. Übrigens gibt es direkt in der Nachbarschaft, in der Naugarder Strasse, das Café „Eisundheiß“, wo Sie fantastisches Speiseeis essen können. Die Hauptsehenswürdigkeiten der Stadt, wie zum Beispiel das Brandenburger Tor, die Museumsinsel, der Berliner Dom usw. können Sie bequem und schnell mit öffentlichen Verkehrsmitteln erreichen.', 'Zwei Balkone sowie Gästebetten im Wohnzimmer und Schlafzimmer\rVollmöbliert '];;211;;;1998;
