timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;ga_cd_via_qualified;obj_galleryAd;obj_rentSubsidy;obj_lastRefurbish;obj_usableArea;obj_energyEfficiencyClass;obj_noParkSpaces
2020-05-11 12:51:04.811886;Berlin;central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/4e54d65c-6c2c-4ca9-b6ad-1e6c9811e86b-1261244769.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;1918;REGULAR;12.1;108979561;oil;n;false;MagentaZuhause L;y;Berlin;y;6;1;3;energy_consumption;7.07;61.55;Berlin;10823;no_information;no_information;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;apartment;10823;2;125.8;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;299000;profile0;5;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;Klix3_19;3;Berlin;/expose/108979561;"['Der gepflegte, denkmalgeschützte Stuckaltbau aus der Gründerzeit ist sehr gut erhalten. Der Eingangsbereich und die Treppenhäuser sind edel ausgestattet. Der Innenhof ist begrünt und ebenfalls gepflegt.', '- vermietet\n- West-Loggia\n- Bad mit Fenster\n- Gartenhaus', 'Die Klixstraße liegt im Akazienkiez mit vielen Geschäften und guten Restaurants in der Nähe der Apostel-Paulus-Kirche.\n\nZum U-Bahnhof ""Eisenacher Straße"" kann man bequem laufen.', 'Die monatliche Nettokaltmiete beträgt 464,46 €.']";;;;;;;
2020-05-11 12:51:05.365072;Berlin;central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/7b643fe0-fdd3-4c59-9ed2-33db943943d5-1261234255.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;1918;REGULAR;12.1;108978927;oil;n;false;MagentaZuhause L;y;Berlin;y;9;1;3;energy_consumption;7.07;118.7;Berlin;10823;no_information;no_information;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;apartment;10823;4;125.8;n;0;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;539000;profile0;5;4;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;Klix3_18;5;Berlin;/expose/108978927;"['Der gepflegte, denkmalgeschützte Stuckaltbau aus der Gründerzeit ist sehr gut erhalten. Der Eingangsbereich und die Treppenhäuser sind edel ausgestattet. Der Innenhof ist begrünt und ebenfalls gepflegt.', '- vermietet\n- Loggia\n- West-Balkon\n- Bad und Gäste-WC\n- Gartenhaus\n- ca. 1,92 % Rendite', 'Die Klixstraße liegt im Akazienkiez mit vielen Geschäften und guten Restaurants in der Nähe der Apostel-Paulus-Kirche.\n\nZum U-Bahnhof ""Eisenacher Straße"" kann man bequem laufen.', 'Die monatliche Nettokaltmiete beträgt 860,72 €.']";true;;;;;;
2020-05-11 12:51:05.788648;Berlin;district_heating;ONE_YEAR_FREE;15754699;n;n;https://pictures.immobilienscout24.de/listings/add533da-0b24-4eec-9bbf-5fdd50d72150-1350898545.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;21;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;11.3;109130212;district_heating;y;false;MagentaZuhause L;y;Berlin;n;6;1;24;energy_consumption;5.73;62.21;Berlin;14059;no_information;no_information;false;100 MBit/s;no_information;Wundtstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Wundtstr.;apartment;14059;2;137;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15650116;269000;profile0;;2;true;n;;n;n;Charlottenburg_Charlottenburg;6036;3;Berlin;/expose/109130212;['Das Gebäude in der Wundtstraße besteht aus Vorderhaus und Seitenflügel und verfügt rückseitig über einen ruhigen und gemütlich gestalteten Innenhof.\nTypisch für das Altbaugebäude sind die Wohneinheiten mit hohen Decken und hübschen Altbaudetails und der ansehnlich dekorierte Hauseingang mit originalen und detailgetreuen Jugendstilmerkmalen. \n\nDie hier angebotene 2 Zimmer Wohnung befindet sich im Erdgeschoss des Vorderhauses. Insgesamt ist die Wohneinheit sehr gepflegt.\nNeben einer geräumigen Wohnküche bietet die Einheit ein schönes weiß gefliestes Badezimmer und eine komfortable Abstellkammer. Die Zimmer sind großzügig geschnitten. \n\n*Erwähnenswert: Die Fassade des Hauses wird momentan von dem derzeitigen Eigentümer überarbeitet. \n', 'Tolle Lage nahe Kaiserdamm und Lietzensee.\nDie Lage sowie die Verkehrsanbindung sind optimal. Nur wenige Fahrminuten von der Stadtautobahn und dem Kurfürstendamm entfernt.\n\nMitten in der City-West gibt es ein vielfältiges Angebot an Aktivitäten. Besonders hervorzuheben sind natürlich der nahegelegene Lietzensee mit seinen idyllischen Uferwegen sowie der Schlosspark des Charlottenburger Schlosses, der zu ausgiebigen Spaziergängen oder Joggingrunden einlädt.'];;disabled;207.93;;;;
2020-05-11 12:51:06.172575;Berlin;central_heating;ONE_YEAR_FREE;37030;n;n;https://pictures.immobilienscout24.de/listings/78679446-c2cf-4add-bd77-99ad8343084e-1358562396.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.12;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;11.12;108980655;gas;n;true;MagentaZuhause L;y;Berlin;y;7;1;19;energy_consumption;6.13;65;Berlin;10587;no_information;no_information;false;100 MBit/s;no_information;"Wintersteinstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Wintersteinstraße;apartment;10587;2;88.3;n;421;2,active;true;Deutschland;schaufenster;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.37030;390000;profile0;5;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;34133;3;Berlin;/expose/108980655;"['Auch Juwelen muss man immer mal wieder aufpolieren und ähnlich geht es dieser hübschen Wohnung. Mit zwei Zimmern und einer königlich hohen Lage im vierten Stock (Aufzug ist vorhanden) besitzt sie viele zauberhafte Facetten. Der Vermieter hat sich bereits um etwas Farbe, neue Bodenbeläge und ein neues Badezimmer gekümmert. Sie müssen jetzt nur noch einziehen!  \r\n\r\nMut zum Ornament – das könnte das Motto des Haus Winterstein sein. Sein üppiger Stuck wurde 2017 liebevoll aufbereitet und schmückt mit dem imposanten Eckgebäude auch die Sichtachsen der Winterstein- und Brauhofstraße. Das Innere des Haus Winterstein hält, was sein Äußeres verspricht. Drei historische Treppenhäuser voller kunstvoller Details führen zu Wohnungen mit begehrten Altbaudetails wie hohen Decken, Stuck und Dielenböden. Wir wünschen Ihnen viel Freude dabei, dieses historische Schmuckstück für sich zu entdecken. \r\n\r\nSie interessieren sich für diese Immobilie, haben Fragen zur Finanzierung oder wünschen einen\r\nBesichtigungstermin? Das ZIEGERT-Team steht Ihnen immer gern zur Verfügung!', '+ Fertigstellung voraussichtlich Ende August\r\n\r\n+ Weißen der Wände\r\n\r\n+ Dielenböden abschleifen bzw. Verlegung neues Fertigparketts \r\n\r\n+ Tischlermäßige Überarbeitung: Türen und Fenster gang- und schließbar \r\n\r\n+ Steichen der Heizkörper\r\n\r\n+ Verkauf im Ist-Zustand\r\n\r\n+ Aufzug\r\n\r\n+ Treppenhausrenovierung\r\n\r\n+ Kellerraum\r\n\r\n+ ausgezeichnete Infrastruktur\r\n\r\n+ hervorragende Kiezlage', 'Das Haus Winterstein liegt in Alt-Charlottenburg, der Keimzelle des heutigen Ortsteils. Trotz der zentralen Lage wirkt das Leben hier etwas entspannter. Vielleicht, weil die Wege so kurz sind, dass einfach nie Hektik aufkommt. Zum Spreeufer sind es 100 Meter, zum Schloss Charlottenburg und seinem herrlichen Park knapp 600 Meter. Mehrere Museen liegen nur wenige Radminuten entfernt, zum Tiergarten und zum Lietzensee sind es per Pedalo bloß 10 Minuten. \r\n\r\nAuch die Nahversorgung lässt keine Hektik aufkommen. Die Otto-Suhr-Allee mit ihren vielen Geschäften des täglichen Bedarfs liegt rund 250 Meter entfernt vom Haus Winterstein. Falls das reichhaltige Angebot vor Ort einmal nicht alle Wünsche erfüllen kann, steigen Sie einfach in die U7 oder den Bus M45, der u. a. am Bahnhof Zoologischer Garten hält. Auf dem Heimweg machen Sie noch einen kurzen Schlenker, um der Spree ""Hallo"" zu sagen und sich ein wenig zu wundern, wie Sie jemals woanders leben konnten.\r\n', '+++++++++++++++++++++++++++++++++++++++++++++\r\n\r\nWeitere Infos, ein ausführliches Exposé, einen Besichtigungstermin? Das ZIEGERT-Team steht Ihnen immer gern zur Verfügung!\r\n\r\n+++++++++++++++++++++++++++++++++++++++++++++']";true;disabled;;2018;;;
2020-05-11 12:51:06.523211;Berlin;central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/a883f7bd-7833-455b-89fc-4ebbc40b88e2-1261017336.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;1918;REGULAR;12.1;108964696;oil;n;false;MagentaZuhause L;y;Berlin;y;9;1;3;energy_consumption;7.07;148.7;Berlin;10823;no_information;no_information;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;apartment;10823;4.5;125.8;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;669000;profile0;5;4;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;Klix3_6;6;Berlin;/expose/108964696;"['Der gepflegte, denkmalgeschützte Stuckaltbau aus der Gründerzeit ist sehr gut erhalten. Der Eingangsbereich und die Treppenhäuser sind edel ausgestattet. Der Innenhof ist begrünt und ebenfalls gepflegt.', '- Loggia\n- Altbautüren\n- Fischgrätparkett\n- 2 Originalkamine\n- 2 Bäder mit Fenster\n- vermietet', 'Die Klixstraße liegt im Akazienkiez mit vielen Geschäften und guten Restaurants in der Nähe der Apostel-Paulus-Kirche.\n\nZum U-Bahnhof ""Eisenacher Straße"" kann man bequem laufen.', 'Die monatliche Bruttomiete beträgt 905,37 €.']";;;;;;;
2020-05-11 12:51:06.864580;Berlin;central_heating;ONE_YEAR_FREE;15828747;n;y;https://pictures.immobilienscout24.de/listings/94f2dad0-8018-452b-9ceb-5a6eb64d2ea2-1265779098.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;12.19;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;12.19;109358281;gas;n;false;MagentaZuhause L;y;Berlin;y;7;1;21;energy_required;7.44;92.44;Berlin;10965;well_kept;normal;false;100 MBit/s;no_information;"Monumentenstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Monumentenstraße;apartment;10965;3;136;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01004296519;343500;profile0;5;3;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;ETW-2359;4;Berlin;/expose/109358281;"['Klassischer Gründerzeit- Altbau in Eckbebauung über zwei Aufgänge mit jeweils einem Aufzug erschlossen.\n\nBei Modernisierung des Hauses wurde sehr viel Wert auf die typischen Stilelemente der Jahrhundertwende gelegt, wie z.B. originale/ aufgearbeitete Handläufe, Alt- Berliner Fliesen, sowie Wandbemalungen in den Treppenhäusern.', 'Stuckelemente in den ca. 3,70 m hohen, großzügig geschnittenen Räumen, abgezogene Dielen, neue isolierverglaste Fenster, etc.. Jede Wohnung verfügt über einen Balkon/ Loggia. Des Weiteren verfügt die Liegenschaft über zwei Aufzüge, einer für die Katzbachstraße (außenliegend; hält in den Zwischengeschossen; nicht Barrierefrei), einer in der Monumentenstraße (innenliegend ; hält in den Wohngeschossen und ist Barrierefrei). \n\nDie Wohneinheit ist vermietet.  \n\nDie Hofanlage, bzw. der Garten wurde in diesem Jahr neu gestaltet. Hier ist ein ansprechender Hof für die Eigentümer/Mieter entstanden mit neuer Müllstandsfläche sowie Fahrradstellplätzen.', 'Direkt am wunderschönen Viktoria Park gelegen. Der Wasserfall ist neben dem Nationaldenkmal die bekannteste Attraktion des Viktoriaparks. Um ca. 1891 entstand eine naturähnliche Anlage aus Granit und Kalkstein mit seitlichem Baumbestand. Am Fuß des Wasserfalls wurde ein unregelmäßig begrenzter Teich angelegt, an dessen Ufer seit 1896 die Bronzeskulptur, Der seltene Fang von Ernst Herter steht; ihr Motiv: eine Nixe hat sich im Netz eines Fischers verfangen. Als Vorbilder für die Gestaltung des Kreuzberg-Wasserfalls werden verschiedene ähnliche Landschaftsstrukturen im Riesengebirge vermutet, das seinerzeit ein beliebtes Reiseziel wohlhabender Berliner war.\n\nWeitere Naherholungsgebiete wie z.B. der Park am Gleisdreick, als auch sämtliche Einrichtungen des täglichen Bedarfs sind fußläufig erreichbar.', 'Wir bitten um Verständnis, dass wir auf Wunsch des Mieters keine Innenaufnahmen veröffentlichen dürfen.\n\nMietvertrag von 1989\nTeilungserklärung von 2011\n10 jährige Kündigungssperrfrist + 10 Monate Kündigungsfrist, da die Laufzeit des Mietvertrags länger als 10 Jahre beträgt.\nEs besteht ein Vorkaufsrecht des Mieters.']";;;325;;;;
2020-05-11 12:51:07.180276;Berlin;self_contained_central_heating;ONE_YEAR_FREE;4677501;n;n;https://pictures.immobilienscout24.de/listings/87902c7a-ff01-47f2-8e13-3df327da16e6-1258579985.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;14.32;40 MBit/s;telekom_layer_magenta_l;über VDSL;1913;REGULAR;14.32;108800836;natural_gas_light;n;false;MagentaZuhause L;y;Berlin;y;5;1;no_information;energy_required;8.36;60;Berlin;13347;well_kept;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;ground_floor;13347;2;214.1;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.4677501;240040;profile0;5;2;true;n;showqualicontactform;n;n;Wedding_Wedding;ASR_18N;2;Berlin;/expose/108800836;['Das Gebäude wurde im Jahr 1910 erbaut und in den 90er Jahren teilweise kernsaniert und aufgestockt. In den vergangenen Jahren wurden weitere Sanierungsmaßnahmen an den Treppenhäusern sowie der Frontfassade vorgenommen. Bis heute sind viele typische Elemente für Berliner Altbauten erhalten. wie ein großzügig gestalteter Eingangsbereich und einzelne Stuckverzierungen und teilweise Parkettfussböden in den Wohnungen.', 'Die 2-Zimmer-Wohnung liegt im EG des Gartenhauses. Die Wohnung ist eine perfekte Investitionsanlage für die Zukunft.\n\nDie Wohnung wird als Kapitalanlage verkauft. Kündigungssperrfrist für Mieter beträgt 10 Jahre und beginnt mit dem Kauf der Wohnung. \nMehr dazu https://www.stadtentwicklung.berlin.de/wohnen/mieterfibel/de/mf_umwandlung.shtml.', 'Das Objekt liegt im Berliner Bezirk Wedding, an der Grenze zum Bezirk Mitte, unweit des Volkspark Humboldthain, welcher für viele Berliner als Naherholungsfläche und für sportliche Aktivitäten genutzt wird. Außerdem befindet sich die belebte Müllerstraße um die Ecke, welche durch zahlreiche Einkaufsmöglichkeiten sowie Cafés und Restaurants geprägt ist. In direkter Nähe verläuft die Panke, die zu einem Spaziergang durch den Kiez einlädt. Spielplätze, Schulen und kulturelle Einrichtungen befinden sich ebenfalls in der nahen Umgebung.\n\n\nErreichbarkeit: In unmittelbarer Umgebung befinden sich die U-Bahnstationen Wedding und Reinickendorfer Straße (U6) sowie die S-Bahnstationen Wedding (S 41/42) und Humboldthain (S1/2/25/26). Für den Nah-und Fernverkehr liegen der Hauptbahnhof sowie Gesundbrunnen eine ca. 15 minütige Fahrt mit dem Auto oder Bus entfernt. Der Bahnhof Gesundbrunnen kann zu Fuß in ca. 20 Minuten erreicht werden.', 'In Dokumenten ist die aktuelle Verkaufsliste von allen Wohnungen in dem Objekt zu finden.\n\nBitte beachten Sie: Die Objektinformationen haben wir unsererseits vom jeweiligen Objektinhaber (Eigentümer, Vermieter) oder dessen Beauftragten erhalten. Wir können die Vollständigkeit, Richtigkeit und Aktualität dieser Informationen nicht überprüfen und haften daher nicht für etwaige Unvollständigkeiten, Fehler oder Nichtaktualität der uns vom Objektinhaber oder dessen Beauftragten zugeleiteten Informationen. Es obliegt dem Kunden selbst, die Informationen sorgfältig zu prüfen und bei Bedarf weitere Unterlagen oder Nachweise anzufordern.\n\nPlease be aware that we received this information from the owner and are not able to proof the correctness of the information provided.'];;;;;;;
2020-05-11 12:51:07.549538;Berlin;central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/dfc0b67f-43f5-40b7-afbf-c3c5e10e78f9-1261106884.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.1;40 MBit/s;telekom_layer_magenta_l;über VDSL;1918;REGULAR;12.1;108969833;oil;n;false;MagentaZuhause L;y;Berlin;y;8;1;3;energy_consumption;7.07;94.58;Berlin;10823;well_kept;no_information;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;roof_storey;10823;2;125.8;n;0;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;y;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;459000;profile0;5;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;Klix3_13;4;Berlin;/expose/108969833;"['Der gepflegte, denkmalgeschützte Stuckaltbau aus der Gründerzeit ist sehr gut erhalten. Der Eingangsbereich und die Treppenhäuser sind edel ausgestattet. Der Innenhof ist begrünt und ebenfalls gepflegt.', '- Terrasse\n- vermietet\n- Dachgeschoss', 'Die Klixstraße liegt im Akazienkiez mit vielen Geschäften und guten Restaurants in der Nähe der Apostel-Paulus-Kirche.\n\nZum U-Bahnhof ""Eisenacher Straße"" kann man bequem laufen.', 'Die monatliche Nettokaltmiete beträgt 803,93 €.']";true;;;;;;
2020-05-11 12:51:07.880753;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1263426;n;y;https://pictures.immobilienscout24.de/listings/041e63d7-f27c-4815-833c-c3a183ff63e9-1264943766.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;9.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;1972;REGULAR;9.14;109291814;natural_gas_heavy;y;false;MagentaZuhause L;n;Berlin;y;7;3;35a;energy_required;3.8;84.79;Berlin;13505;modernized;normal;false;100 MBit/s;outside;Rohrweihstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Rohrweihstr.;apartment;13505;3;218;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1263426;390000;profile0;3;3;true;y;showqualicontactform;n;n;Konradshöhe_Reinickendorf;109291814;4;Berlin;/expose/109291814;['Direkt an der Havel liegt diese schöne 3 Zimmer in  einem sehr gepflegten Mehrfamilienhaus mit 8 Mietparteien im begehrten Wohnviertel Konradshöhe.\nDie Wohnungen verfügen über Gasetagenheizungen, einen Balkon sowie einen, einen Wintergarten. \nDer auf dem Grundstück liegende Garten ist  gepflegt. Die Fenster haben eine  Isolierverglasung. Fassade und Dach sind laufend gewartet worden.', 'Die Wohnungen werden mit Gasetagenheizungen beheizt, die Bäder sind in einem zeitgemäßen, modernen Standard.Diese Wohnung verfügt über 2 große, gemütliche Schlafzimmer, ein Badezimmer mit Badewanne, sowie einem Gäste-WC.  \nIn den Küchen ist eine Einbauküche vorhanden.\nBodenbeläge Fliesen Feinsteinzeug und Parkett als Landhausdiele. Ein lichtdurchflutetes  Wohnzimmer mit 2 Loggien besticht mit traumhaftem Blick in den Garten und darüber hinaus zur Havel.', 'Die Lage zum Wasser ist einfach fantastisch. Kilometerweite Uferwege laden zum Spazieren ein,\nim Sommer wird die kleine, fußläufig zu erreichende Badebucht von den Bewohnern genutzt.\nBuslinien bringen sie in kurzen Zeittakten nach Tegel wo die S-Bahn in ca. 15 Minuten in Mitte ist.\nSchulen und Kindergärten befinden sich in der Nähe der Wohnung.\nAuch der Einkauf und der Bedarf des täglichen Lebens sind ebenfalls fußläufig zu erreichen.', 'Die Wohnung ist vermietet und bringt zurzeit pro Monat netto kalt 1.187,00€ ein.\nEs handelt sich um ein hervorragendes Invest mit einer entsprechenden Rendite'];;;243.9;2017;89.96;;
2020-05-11 12:51:08.355744;Berlin;central_heating;ONE_YEAR_FREE;18052783;n;y;https://pictures.immobilienscout24.de/listings/6655b817-bc5f-4830-a37b-b305ee264807-1367206101.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.35;40 MBit/s;telekom_layer_magenta_l;über VDSL;1904;REGULAR;11.35;109406389;natural_gas_light;n;false;MagentaZuhause L;n;Berlin;y;5;1;2b;energy_required;7.53;56.74;Berlin;10247;well_kept;normal;false;100 MBit/s;no_information;"Pettenkofer Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Pettenkofer_Straße;apartment;10247;2;215.3;n;1;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008679649;236000;profile0;4;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;498071;2;Berlin;/expose/109406389;['INVESTIEREN UND LEBEN IM TRENDVIERTEL\r\nDer schöne Altbau aus dem Jahr 1904 besteht aus 41 Wohn- und drei Gewerbeeinheiten, die sich im Vorderhaus und den Seitenflu¨geln auf insgesamt 5 Geschosse verteilen. Die gut geschnittenen 1 – 4- Zimmer-Wohnungen sind ca. 29 – 123 m² groß und teilweise mit Balkon oder Loggia ausgestattet. Zu fast allen Einheiten gehört ein Kellerraum. Die Wohnungen werden provisionsfrei verkauft.', 'Die Wohnung verfügt über folgende Ausstattung:\r\n\r\n- Balkon\r\n- abgezogene Dielenböden\r\n- neu saniertes Duschbad\r\n- kleine Wohnküche\r\n- Keller', 'Junge und urbane Lebensqualität sind hier zu Hause. Alles, was Ihr Herz begehrt, finden Sie im direkten\r\nUmkreis Friedrichshain ist das Viertel der jungen Leute.  Seit der Wende erlebt der Szenekiez einen Boom und\r\nmit einem Durchschnittsalter von etwa 37 Jahren ist er der Bezirk mit der jüngsten Bevölkerung überhaupt.\r\nDer Bezirk verändert sich stetig: Große Unternehmen wie Universal, Coca-Cola und BASF sind schon seit\r\nlängerem nahe der Oberbaumbrücke angesiedelt, und in den letzten Jahren zieht es die junge Kreativszene\r\nund viele Start-ups nach Friedrichshain – aber auch das neue, schicke Viertel rund um den Mercedes-Platz an\r\nder Spree mit East Side Mall, Kinowelt bringt neue Impulse in den Bezirk.\r\nFriedrichshain hat sich zu dem Vergnügungsviertel der Hauptstadt entwickelt: Ob Restaurants, Bars, Cafés,\r\nClubs – hier wird Vielfalt ohne Ende geboten. So zum Beispiel das Berghain, das RAW-Areal oder der\r\nHolzmarkt – die beliebtesten Clubs Berlins, und berühmt weit über die Stadtgrenzen hinaus.\r\nWer es etwas ruhiger angehen will, kann es sich am Forckenbeckplatz, im Blankensteinpark oder im Stadtpark Lichtenberg gut gehen lassen. Auch die Anbindung der Pettenkoferstraße an die öffentlichen Verkehrsmittel ist bestens. So lässt sich beispielsweise die U- und S-Bahn-Station Frankfurter Allee gut zu Fuß erreichen.'];;;191.27;;58;;
