timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_rentSubsidy;obj_energyEfficiencyClass;obj_lastRefurbish;obj_numberOfFloors;obj_usableArea;obj_groupnumber;ga_cd_via_qualified;ga_cd_developer_virtualreality
2020-05-30 20:00:46.077945;Berlin;central_heating;ONE_YEAR_FREE;4338188;n;n;https://pictures.immobilienscout24.de/listings/9aee89d1-a591-47e2-aa3c-3fd8a28b5238-1302897327.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;12.09;40 MBit/s;telekom_layer_magenta_l;über VDSL;2000;REGULAR;disabled;12.09;112172171;no_information;n;false;MagentaZuhause L;y;Berlin;y;11;5;no_information;energy_required;8.21;380;Berlin;10965;no_information;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;10965;3;123;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.4338188;3890000;profile0;3;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;86571;7;Berlin;/expose/112172171;"['Der Sonne so nah wie sonst keiner! Statt in Kreuzberg shoppen zu gehen, schauen Sie dem bunten treiben von oben zu und genießen die Ruhe. \n\nDieses exklusive und einmalige Penthouse in Kreuzberg bietet Ihnen den idealen Rahmen für individuelles und luxuriöses Wohnen. \nDie lichtdurchfluteten Räumlichkeiten lässt viel Freiraum für die Innengestaltung. Hier werden Sie unvergessliche Sonnenaufgänge sowie Untergänge über den Dächern Berlins erleben.\n\nDie großzügige Dachterrasse bietet Ihnen viele Möglichkeiten diesen unwiderstehlichen Blick über Berlin zu genießen, ob bei einer Feier mit Freunden oder einem Glas Wein zu zweit. \n\nDas mit hochwertigsten Materialien 2000 erbaute Aufbau-Dachgeschoss mit fast 3 Metern Deckenhöhe verfügt dazu noch über eine Süd-Terrasse. \n\nHier bleiben keine Wünsche offen: Mit dem Aufzug gelangen Sie in Ihr neues Luxus-Zuhause - Einziehen und Wohlfühlen.\n\nHabe ich Sie neugierig gemacht?\n\nDaten zu dem Energieausweis:\nEnergiewert: 123,8 kWh (m²a), Gebäudeart: Wohngebäude; Klasse D; Baujahr 2000;\nAusweistyp: Energiebedarfsausweis; Energieträger: Gas; Energieverbrauch für Warmwasser enthalten: Ja.\n\n\nBegleiten Sie mich auf einem kleinen Rundgang durch Ihr neues Zuhause. Ich freue mich auf Ihren Anruf:  Sebastian Trommer\n\n\n\n\n', 'Gerade der Bergmannkiez ist besonders bei jungen Hauptstädtern beliebt. \nKleine, individuelle Boutiquen, erlesene Restaurants, gemütliche Bars und kreative Kulturschaffende beleben das Viertel. \n\nSportbegeisterte finden in den verschiedenen Parks ringsherum alle Möglichkeiten zu trainieren oder abzuschalten.']";;;;;;;;
2020-05-30 20:00:46.617031;Berlin;district_heating;ONE_YEAR_FREE;203034;n;y;https://pictures.immobilienscout24.de/listings/90d6be1b-5a07-4a92-8328-be5372e92794-1301346356.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.49;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;;11.49;112052647;district_heating;n;false;MagentaZuhause L;y;Berlin;y;10;1;no_information;energy_consumption;6.07;163;Berlin;12163;no_information;sophisticated;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;raised_ground_floor;12163;5;99;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.203034;847600;profile0;5;true;y;showqualicontactform;n;n;Steglitz_Steglitz;WK1330/1;7;Berlin;/expose/112052647;"['Der hochherrschaftliche Altbau wurde im Jahr 1910 erbaut und präsentiert sich in einem gepflegten Zustand. Das Objekt besteht aus 27 Wohneinheiten und wird mit Fernwärme versorgt. Per Beschluss, in Form einer Sonderumlage, wird aktuell der Innenhof neu gestaltet und die Fassade des Gebäudes erhält einen neuen Anstrich.', 'Die gut geschnittene und moderne 5 Zimmer Wohnung befindet sich im Hochparterre des Vorderhaus und verfügt über eine schöne Terrasse mit einem schön angelegten Gartenanteil. Die Terrasse ist vom Wohnbereich aus begehbar. \nEine offene Küche ist im Essbereich integriert, so dass Sie mit Ihren Gästen in ständiger Kommunikation sein können. \nIm hinteren Teil der Wohnung befinden sich die privaten Räumlichkeiten, wie das Schlaf,- Kinder,- und Arbeitszimmer. \n\nDie Wohnung wurde im Jahr 2014 komplett saniert. \nIm Zuge dessen wurde die Elektrik erneuert,  die Bäder modern umgestaltet und mit hellen Fliesen ausgestattet, die Böden hochwertig aufgearbeitet und dennoch wurde der Stil der Wohnung mit all seinen Details aus der Zeitepoche erhalten. So befinden sich in der Wohnung noch Stuckelemente an den Decken, sowie die ursprünglichen schönen Türen.', 'Steglitz liegt im Südwesten von Berlin, am Übergang zwischen den dicht bebauten Innenstadtbezirken und den suburbanen Villen- und Eigenheimvororten. Der Berliner Bezirk Steglitz ist traditionell gut bürgerlich geprägt. \nDer klassische Altbau liegt nahe der Schloßstraße in einer ruhigen Wohnstraße. Die Steglitzer Schloßstraße bildet das Zentrum des Ortsteils und ist fußläufig in wenigen Minuten zu erreichen und ist die zweitgrößte Einkaufsstraße Berlins - diese lädt zum Flanieren ein. \nDie Schloßstraße offeriert zahlreiche Einkaufsmöglichkeiten, Cafés und Restaurants. \nArchitektonische Besonderheiten sind der Bierpinsel, der Steglitzer Kreisel, das Rathaus Steglitz,  das angrenzende Schlosspark Theater sowie die Galerie Schwartzsche Villa. \nDer U- und S-Bahnhof „Rathaus Steglitz“ ist bequem zu Fuß erreichbar, sowie der U-Bahnhof ""Schloßstraße"".', 'Besonderheiten:\n\n+ Ihre Wertanlage im Südwesten von Berlin\n+ repräsentativer Altbau \n+ sehr begehrte Wohnlage\n+ hochwertige Ausstattung\n+ die Wohnung wurde im Jahr 2014 komplett saniert \n+ 2 Badezimmer mit Fenster \n+ Keller \n+ Fahrradkeller\n\nMieteinnahmen:\nNetto-Miete 1.700,00 € monatlich; BK-Vorauszahlung 150,00 € monatlich; Heizkosten- und Warmwasser Vorauszahlung 110,00 € monatlich \n\nAnmerkungen:                   \nDas Mietverhältnis existiert seit dem 01.12.2014.                    \nDie Höhe der Instandhaltungsrücklage am Objekt beträgt per 31.12.2018 32.780,97 €. \n\nÜberzeugen Sie sich im Rahmen einer individuellen Besichtigung von der qualitativen Ausstattung der Wohnung. Einen Termin zur Begehung organisieren wir gerne, in Absprache mit den Mietern, für Sie.']";262.32;C;2014;4;;;;
2020-05-30 20:00:47.038227;Berlin;central_heating;ONE_YEAR_FREE;16996761;n;y;https://pictures.immobilienscout24.de/listings/60ca7c1e-d333-4693-bd0e-f66957d90fdf-1302871180.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;44;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1894;REGULAR;;12.24;112169957;gas;y;false;MagentaZuhause L;y;Berlin;y;9;1;3;energy_consumption;6.53;121.35;Berlin;10823;well_kept;normal;false;100 MBit/s;no_information;"Klixstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Klixstraße;apartment;10823;4.5;125.8;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007786323;639000;profile0;4;true;y;showqualicontactform;n;n;Schöneberg_Schöneberg;03WE03;6;Berlin;/expose/112169957;['Es handelt sich hierbei um eine sehr gut vermietet wunderschöne Gründerzeit Altbauwohnung in einem der am besten erhaltenen Häusern in Schöneberg. Die Wohnung hat 121,35m² und liegt im Vorderhaus im EG in einer der schönsten Ecken von Berlin- Schöneberg. Das Denkmalgeschützte Gebäude Baujahr 1894 unterscheidet sich von vielen anderen Häuser damit, das auch der Seitenflügel und das Gartenhaus im gleichen Stil hergerichtet sind wie das Vorderhaus. Der Eingangsbereich sowie das Treppenhaus sind edel ausgestattet und unterstreichen das Gesamte Erscheinungsbild des gebäudes. Der Hof wird liebevoll gepflegt und ist begrünt. Zum Ankauf gehört noch ein separiertes aber angrenzendes Gewerbezimmer mit dazu, dieses hat ca. 15m²', 'Die Wohnung befindet sich in einem wunderschönen Stuckaltbau aus der Gründerzeit mit Parkett, Holzdielen bzw. Fischgrätenparkett, Stuckelementen, schönen Altbautüren, einem Balkon. Die Wohnung verfügt über einen überbauten Balkon, man kann von diesen den ganzen Bereich in die Klixstraße  und Grunewaldstraße Straße überschauen. Die Wohnung verfügt über 4 sehr geräumige Zimmer, zwei Kammern, einem sehr großen Flur sowie einem Bad und Küche.', 'Das Objekt Klixstraße befindet sich unweit dem u-Bhf. Eisennacher Str. und dem Kleist Park mit sehr guter Anbindung an Bus, S-Bahn und U-Bahn. Die Gegend ist infrastrukturell ausgezeichnet versorgt mit hervorragenden Restaurants, Cafés und Einkaufsmöglichkeiten, die man alle Fußläufig erreicht.', 'Besichtigungstermine sind nach vorheriger Absprache jederzeit möglich.'];284.09;;2011;5;121.35;;;
2020-05-30 20:00:47.503473;Berlin;central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/d9dd47ac-77f0-4c26-94dd-9f7efe898a4a-1301529636.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;11.35;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;;11.35;112065425;gas;n;false;MagentaZuhause L;y;Berlin;y;7;1;28;energy_consumption;7.53;77.01;Berlin;10245;no_information;no_information;false;100 MBit/s;no_information;"Corinthstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Corinthstraße;apartment;10245;3;129.8;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;349000;profile0;3;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;Corinth28_15;3;Berlin;/expose/112065425;"['Der Berliner Altbau wurde ca. 1900 gebaut.', '- Loggia\n- Vorderhaus\n- Bad mit Fenster und Wanne\n- 3. Obergeschoss', 'Das Objekt liegt Nähe des Lasker-Sportplatzes und die Spree mit dem Monumentalwerk ""Molecule Men"" ist in wenigen Minuten erreichbar.\n\nDie S-Bahn-Stationen ""Warschauer Straße"" und ""Ostkreuz"" sind in einigen Minuten erreichbar.', 'Die monatliche Nettokaltmiete beträgt 430,39 €.']";;;;;;0;;
2020-05-30 20:00:47.878255;Berlin;self_contained_central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/41c4276d-2ebb-4dc2-a3e6-9e7fdfb9cc52-1303583377.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;10.87;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;;10.87;112218886;gas;n;false;MagentaZuhause L;y;Berlin;n;7;1;19;;5.63;78.99;Berlin;12161;no_information;no_information;false;100 MBit/s;no_information;"Rheingaustra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Rheingaustraße;raised_ground_floor;12161;2;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;369000;profile0;2;true;y;showqualicontactform;n;n;Friedenau_Schöneberg;Rheingau19-4;3;Berlin;/expose/112218886;['Der Altbau ist denkmalgeschützt.', '- Ost-Balkon\n- Garten\n- Hochparterre\n- vermietet', 'Das Mehrfamilienhaus wurde ca. 1910 in gutbürgerlicher Lage in  Berlin-Schöneberg, Ortsteil Friedenau, an der Grenze zu Wilmersdorf erbaut. \n\nDie beiden U-Bahnhöfe „Friedrich-Wilhelm-Platz“ und „Rüdesheimer Platz“ sind bequem zu Fuß erreichbar.\nIm Umfeld gibt es zahlreiche Geschäfte und Einkaufsmöglichkeiten, Ärzte, Schulen, Kitas, diverse Restaurants und Cafés.\n\nUnweit befinden sich  das „Kleine Theater am Südwestkorso“, das „Zimmertheater Steglitz, das Kino „Cinema“, sowie das Kino „Titania Palast“ nahe der Schloßstraße.', 'Die monatliche Nettokaltmiete beträgt 614 €.'];;;;;;0;;
2020-05-30 20:00:48.295201;Berlin;self_contained_central_heating;ONE_YEAR_FREE;97549;n;n;https://pictures.immobilienscout24.de/listings/e0464e0f-4f8c-447c-8198-a5aa1102b9e2-1358376778.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1933;REGULAR;;11.3;112166006;gas;n;false;MagentaZuhause L;y;Berlin;y;8;1;27;energy_required;5.73;77.36;Berlin;10789;no_information;no_information;false;100 MBit/s;no_information;"N&uuml;rnberger Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Nürnberger_Straße;apartment;10789;2.5;172.5;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;469000;profile0;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;Nürnberger27_14;3;Berlin;/expose/112166006;"['- Seitenflügel\n- 4. Obergeschoss', ""Der Altbau befindet sich im Zentrum des ehemaligen West-Berlins in der Nähe der S- und U-Bahn-Station Zoologischer Garten mit Anbindungen zu mehreren Regionalbahnen, Bussen sowie S- und U-Bahnen.\n\nUnweit befindet sich der Kurfürstendamm (Ku'damm), die Kaiser-Wilhelm-Gedächtnis-Kirche,  das Kaufhaus des Westens (KaDeWe), das berühmte Café Kranzler mit Terrasse und der Zoologische Garten mit Aquarium.""]";;F;;5;;3;true;
2020-05-30 20:00:48.756103;Berlin;central_heating;ONE_YEAR_FREE;15868789;n;y;https://pictures.immobilienscout24.de/listings/a08712c7-2291-4dc7-91c8-146a8df21c3e-1302872973.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;12.99;40 MBit/s;telekom_layer_magenta_l;über VDSL;1958;REGULAR;;12.99;86816379;oil;y;false;MagentaZuhause L;y;Berlin;y;4;2;no_information;energy_required;8.03;35;Berlin;10779;modernized;normal;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10779;1;;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15747035;160000;profile0;1;true;y;showqualicontactform;y;n;Schöneberg_Schöneberg;86816379;1;Berlin;/expose/86816379;"['Solides Haus, kein Renovierungstau, gute Wohngemeinschaft, volle Küche, Dusche. Parkettboden. Große Fenster und Balkon nach Süden', 'Die Toilette muss renoviert werden.', ""Im Kiez von Schöneberg, mehrere Cafe's, Boutiquen, Trendy-Läden. Sehr attraktive Lage. Neben U-4 Viktoria-Luise-Platz. Das KaDeWe ist in wenigen Minuten zu Fuß erreichbar."", 'Alle Angaben stammen vom Verkäufer und dafür hafte ich nicht.']";128;;1958;5;31;;;
2020-05-30 20:00:49.165771;Berlin;no_information;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/a983f333-d13c-4ffb-bffb-14d36a78d2b2-1368014154.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;11.12;40 MBit/s;telekom_layer_magenta_l;über VDSL;1933;REGULAR;;11.12;112166471;gas;n;false;MagentaZuhause L;y;Berlin;y;9;1;27;energy_required;6.13;112;Berlin;10789;no_information;no_information;false;100 MBit/s;no_information;"N&uuml;rnberger Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Nürnberger_Straße;apartment;10789;3;172.5;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;679000;profile0;3;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;Nürnberger27_12;5;Berlin;/expose/112166471;"['- Balkon\n- Flügeltür, Altbautüren\n- Vorderhaus\n- 4. Obergeschoss', ""Der Altbau befindet sich im Zentrum des ehemaligen West-Berlins in der Nähe der S- und U-Bahn-Station Zoologischer Garten mit Anbindungen zu mehreren Regionalbahnen, Bussen sowie S- und U-Bahnen.\n\nUnweit befindet sich der Kurfürstendamm (Ku'damm), die Kaiser-Wilhelm-Gedächtnis-Kirche,  das Kaufhaus des Westens (KaDeWe), das berühmte Café Kranzler mit Terrasse und der Zoologische Garten mit Aquarium.""]";;F;;5;;3;true;
2020-05-30 20:00:49.530981;Berlin;self_contained_central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/8bb936ad-ae2f-4c6d-919c-edd401d2379a-1303834547.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;10.87;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;;10.87;112233807;gas;n;false;MagentaZuhause L;y;Berlin;y;8;1;19;;5.63;84.7;Berlin;12161;no_information;no_information;false;100 MBit/s;no_information;"Rheingaustra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Rheingaustraße;apartment;12161;3;;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;459000;profile0;3;true;n;showqualicontactform;n;n;Friedenau_Schöneberg;Rheingau19-9;4;Berlin;/expose/112233807;['Der Altbau ist denkmalgeschützt.', '- Ost-Loggia\n- 2. Obergeschoss\n- vermietet', 'Das Mehrfamilienhaus wurde ca. 1910 in gutbürgerlicher Lage in  Berlin-Schöneberg, Ortsteil Friedenau, an der Grenze zu Wilmersdorf erbaut. \n\nDie beiden U-Bahnhöfe „Friedrich-Wilhelm-Platz“ und „Rüdesheimer Platz“ sind bequem zu Fuß erreichbar.\nIm Umfeld gibt es zahlreiche Geschäfte und Einkaufsmöglichkeiten, Ärzte, Schulen, Kitas, diverse Restaurants und Cafés.\n\nUnweit befinden sich  das „Kleine Theater am Südwestkorso“, das „Zimmertheater Steglitz, das Kino „Cinema“, sowie das Kino „Titania Palast“ nahe der Schloßstraße.', 'Die monatliche Nettokaltmiete beträgt 850 €.'];;;;;;0;;
2020-05-30 20:00:49.894609;Berlin;central_heating;ONE_YEAR_FREE;18267813;n;n;https://pictures.immobilienscout24.de/listings/35294143-5db0-41af-a6e6-cf1feac0207b-1301592249.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;;12.78;112069729;no_information;n;false;MagentaZuhause L;n;Berlin;y;5;1;14;energy_consumption;7.25;46.39;Berlin;10553;refurbished;no_information;false;100 MBit/s;no_information;"Berlichingenstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Berlichingenstraße;apartment;10553;1;139;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01009069705;222672;profile0;1;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;db4455a3-b333-47c4-8bcd-652d1b871f17;2;Berlin;/expose/112069729;['__Das Gebäude__\n\nDas Gebäude in der Berlichingenstraße 14 strahlt eine freundliche Gelassenheit aus. Kein Wunder. Der solide Altbau wurde um 1900 erbaut und hat inzwischen einiges an bewegter Geschichte miterlebt. Jetzt beginnt für das Gebäude eine neue Zeit. Die meisten Altbauwohnungen erhielten neue Balkone. Ein Teil der Garagen im Hof werden zu zwei Wohnungen mit eigenem Privatgarten mit besonderem Flair umgewandelt. Die Treppenhäuser wurden liebevoll renoviert. Und dann geht es mit neuen Besitzern und Bewohnern in die Zukunft. Da es sich bei den Wohnungen hauptsächlich um 2-Zimmer-Einheiten handelt, bietet sich eine Vielfalt an Nutzungsmöglichkeiten an – für Studenten, Singles oder WGs, für kleine Familien, Angestellte oder Freiberufler und, und, und. Langweilig wird es in der Berlichingenstraße 14 sicherlich nicht!\n\n__Die Wohnung__\n\nDiese Wohnung im vierten Obergeschoss ist etwas Besonderes und perfekt geeignet für Singles, die viel Raum zur Entfaltung brauchen. Denn hier finden alle alltäglichen Aktivitäten, wie Kochen, Schlafen und Relaxen in einem Zimmer statt, ohne dass man sich über zu wenig Platz beschweren kann. Neben dem fast 35 Quadratmeter großen Zimmer mit altbautypisch hohen Decken, kann man sich über ein helles Duschbad freuen, das ebenfalls durch Geräumigkeit besticht. Ob im Lebensstil oder im Geiste: in dieser Wohnung fallen die Barrieren.\n\n__Die Lage__\n\nBei aller Liebe zur Bewegung: Es ist doch schön, wenn sie ein Kann und kein Muss ist. Denn wenn die Infrastruktur des täglichen Bedarfs stimmt, bleibt nach den Pflichtbesorgungen umso mehr Zeit für die Kür- und Entspannungsmomente...zum Beispiel in der Sonne eines Cafés an der Spree zu sitzen oder im Tiergarten neue Streckenrekorde zu laufen. In der Berlichingenstraße 14 wohnt man geschützt vom, aber ganz nah am bunten Treiben der Hutten-, Beussel- und Turmstraße. Keine Frage: Moabit ist mittendrin und fühlt sich dennoch unabhängig an.', 'Attraktiver Altbau von 1900, kürzlich komplett saniert\n\nWannenbad mit Tageslicht\n\nViel Gestaltungsfreiraum durch offenen Wohn- und Kochbereich \n\nFußläufig ins Kiezleben und an die Spree\n\nGroßes Badezimmer mit Tageslicht und schlichten Fliesen', 'Bei aller Liebe zur Bewegung: Es ist doch schön, wenn sie ein Kann und kein Muss ist. Denn wenn die Infrastruktur des täglichen Bedarfs stimmt, bleibt nach den Pflichtbesorgungen umso mehr Zeit für die Kür- und Entspannungsmomente...zum Beispiel in der Sonne eines Cafés an der Spree zu sitzen oder im Tiergarten neue Streckenrekorde zu laufen. In der Berlichingenstraße 14 wohnt man geschützt vom, aber ganz nah am bunten Treiben der Hutten-, Beussel- und Turmstraße. Nur knapp 400 Meter vom Projekt entfernt findet man Supermärkte, Blumenläden, Cafés, Drogerien, Sushibars, Dönerbuden, Apotheken, Shisha-Lounges und Discounter. Diverse Busse und Metrobusse fahren hier natürlich auch. Alternativ ist man hier dank der S-Bahn Station Beusselstraße perfekt an die Ringbahn und somit den Rest der Stadt angebunden. Im Stadtverkehr oft schneller ist man hier mit dem Rad unterwegs. 9 Minuten in die Pedale treten bringt einen zum Ernst-Reuter-Platz, sprich zur Technischen Universität, 12 Minuten mitten in den Tiergarten, zum Schloss Charlottenburg oder an den Plötzensee. Keine Frage: Moabit ist mittendrin und fühlt sich dennoch unabhängig an. ', 'Traumwohnung gefunden? Dann nutzen Sie jetzt die EverEstate Immobilienfinanzierung in Zusammenarbeit mit unserem Partner ZIEGERT Immobilien und profitieren Sie von jahrelanger Expertise in Verbindung mit kompetenter Beratung. Kontaktieren Sie uns unter +49 (0) 30 / 700 1797 59 oder auf www.everestate.de/immobilienfinanzierung-mit-everestate und erhalten Sie auf Ihre Bedürfnisse zugeschnittene Angebote.'];;;;6;;;true;true
