timestamp;obj_regio1;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_usableArea;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_heatingType;obj_noParkSpaces;obj_groupnumber;obj_lastRefurbish;ga_cd_developer_virtualreality;ga_cd_via_qualified
2020-05-30 19:46:39.430182;Berlin;ONE_YEAR_FREE;5418748;n;n;https://pictures.immobilienscout24.de/listings/b2015d75-f6ce-4cdd-9a70-28998b178bcd-1363679598.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;10.77;40 MBit/s;telekom_layer_magenta_l;58;über VDSL;1953;REGULAR;disabled;10.77;116238727;district_heating;y;false;MagentaZuhause L;y;Berlin;y;7;2;150;no_information;energy_consumption;5.67;58;Berlin;10243;refurbished;sophisticated;C;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10243;2;100;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.5418748;330000;profile0;7;2;true;n;showqualicontactform;n;n;Mitte_Mitte;1642;2;Berlin;/expose/116238727;['Die beeindruckende 2-Zimmer-Wohnung befindet sich in dem geschichtsträchtigen Gebäude direkt am urbanen Strausberger Platz. Das gesamt Bauensemble ist in Anlehnung an den Neoklassizismus des 19. Jahrhundert und an die Gebäude des berühmten Baumeisters Schinkel erbaut worden. \r\n\r\nDie 1953 in der damaligen Stalin Allee für besonders privilegierte Personen erbauten Wohnungen in zentraler Lage der Ost-City Berlin waren von Anfang an besonders begehrte Mietobjekte. Nach einer umfassenden Modernisierung bietet diese Wohnung nun modernen Wohnkomfort in historischem Ambiente.\r\n\r\nIm ersten Stock betreten Sie die Wohnung über einen geräumigen Flur mit der Einbauküche zu Ihrer Linken. Das Badezimmer verfügt über eine moderne Dusche mit einer Duschabtrennung aus Kunststoff. Es fällt viel Licht in das Schlafzimmer und das Wohnzimmer, was zusammen mit den Holzböden eine großartige Atmosphäre im Inneren schafft.\r\n\r\nBesuchen Sie uns auch auf unserer Internetseite für weitere Informationen und Angebote: https://blacklabelimmobilien.de/', '- Voll ausgestattete Einbauküche\r\n- Modernes Bad mit Dusche\r\n- Parkettboden neu\r\n- Raumhöhe ca. 2,90 m\r\n- Isolierverglaste Holzfenster\r\n- Fenstern nach Süden und Norden', 'Der historische Strausberger Platz mit seinen zwei architektonisch spektakulären Gebäuden aus der DDR-Zeit befindet sich im Stadtteil Friedrichshain, östlich des kosmopolitischen Stadtteils Berlin-Mitte und nördlich des unkonventionellen Berliner Bezirks Kreuzberg.\r\n\r\nDie beiden majestätischen Gebäude am Strausberger Platz wurden vom berühmten deutschen Architekten Hermann Henselmann entworfen. Sie gelten als besonders erfolgreiche Prototypen des sozialistischen Realismus.\r\n\r\nDer Alexanderplatz ist nur zwei U-Bahnstationen entfernt, die U-Bahn-Station praktisch vor Ihrer Haustür. Geschäfte, Restaurants, Cafés sowie viel Kultur und Nachtleben sind zu Fuß erreichbar.', 'Das Team von Black Label Immobilien bietet Ihnen Unterstützung in allen Bereichen rund um den Kauf einer Immobilie. Unser internationales Team spricht fließend Englisch, Deutsch, Französisch und Mandarin, zudem arbeiten wir mit einem Team aus mehrsprachigen Anwälten, Notaren und Finanzierungsberatern zusammen.\r\n\r\nUm Ihren persönlichen Ansprüchen gerecht werden zu können, bieten wir Ihnen eine große Auswahl an verschiedenen Immobilien. Senden Sie uns einfach ihre Suchkriterien inklusive:\r\n\r\n    - Art der gesuchten Immobilie\r\n    - Ihr Budget\r\n    - Bevorzugter Standort\r\n    - Suchen Sie eine Immobilie als Investment oder zum Eigenbedarf?\r\n\r\nFür Unterstützung bei der Finanzierung Ihrer Immobilie vermitteln wir Ihnen gern einen Finanzierungspartner.\r\n\r\nSind Sie an einer Vermietung Ihrer neuen Immobilie interessiert? Hierfür bietet Black Label ein Verwaltungs-Paket sowohl für unmöblierte als auch möblierte Vermietungen, sowie einen kompletten Design- und Möblierungsservice, angepasst an ihre persönlichen Vorstellungen. Kontaktieren Sie uns, oder besuchen Sie uns in unserem Büro, um mehr Informationen zu erhalten.'];;;;;;
2020-05-30 19:46:39.915603;Berlin;ONE_YEAR_FREE;18052783;n;y;https://pictures.immobilienscout24.de/listings/f159e0ab-9937-4763-9d8f-2322c6450427-1371674400.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.49;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1992;REGULAR;;11.49;116240691;no_information;y;false;MagentaZuhause L;n;Berlin;y;6;5;293.48;11;energy_consumption;5.14;70.21;Berlin;12351;no_information;no_information;D;false;100 MBit/s;underground_garage;"Zaunk&ouml;nigweg";n;https://padlock.link/ioml;https://padlock.link/ml;Zaunkönigweg;apartment;12351;2;106.2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008679649;297000;profile0;4;2;true;n;showqualicontactform;n;n;Buckow_Neukölln;499057;3;Berlin;/expose/116240691;['Das Ensemble im Zaunkönigweg erhebt sich auf einem weitläufigen Gartengrundstück und besteht aus dem straßenseitigen Mehrfamilienhaus und den beiden Einfamilienhäusern zur ruhigen Gartenseite.\r\n\r\nIm Zaunkönig stehen insgesamt 23 vermietete Wohneinheiten mit Wohnflächen zwischen ca. 36 m² und ca. 156 m² zum Verkauf. Alle Einheiten sind fest vermietet und bieten Renditen von bis zu 2,7%. Optional kann in der Tiefgarage ein PKW-Stellplatz erworben werden.', '-    Ruhig in einer Sackgasse gelegene 2-Zimmer-Wohnung\r\n-    Zwei Zimmer mit großzügigem Grundriss, kein Durchgangs Zimmer\r\n-    In der Diele, dem Schlafzimmer schöner Veloursteppich\r\n-    Im Wohnzimmer Parkett, Zugang zum Balkon\r\n-    Wohnküche mit Einbauküche\r\n-    Kein direktes Erdgeschoss, eher die 1. Etage\r\n-    Keller\r\n-    Garage kann käuflich erworben werden, Kaufpreis 23.000€', 'Der im Südosten Berlins gelegene Ortsteil Buckow ist besonders für Ruhe liebende Familien interessant: Die Wohngegend ist geprägt durch Reihen- und Einfamilienhäuser und den weitläufigen Britzer Garten.\r\n\r\n-    500 Meter bis zum U-Bahnhof Britz-Süd (U7)\r\n-    Von hier aus benötigt man 25 Minuten bis zum S+U-Bahnhof Alexanderplatz\r\n-    In 8 Minuten ist man mit dem Fahrrad am Schloss Britz\r\n-    In 10 Minuten ist man mit dem Fahrrad im wunderschönen Britzer Garten\r\n-    Einkaufsmöglichkeiten sind fußläufig zu erreichen, z.B. Kaufland, Edeka, Aldi, Penny\r\n     Restaurants, Cafés und Bars finden Sie in der näheren Umgebung\r\n', 'Offene Besichtigung!\r\n\r\nSonntag, 31.05.2020, 11:00 Uhr bis 13:00 Uhr\r\n\r\nAnschrift:\r\nZaunkönigweg 9, 102351 Berlin'];gas_heating;1;6;;;
2020-05-30 19:46:40.259107;Berlin;;16943702;y;n;https://pictures.immobilienscout24.de/listings/43c01caa-d621-40dc-ae4a-8fd62a31fe8a-1354826303.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;16.54;;;;;2019;;;16.54;116238518;no_information;n;false;;y;Berlin;n;8;9;304;no_information;;8.77;95;Berlin;12051;refurbished;no_information;;false;;no_information;no_information;n;;;no_information;no_information;12051;3.5;;n;2,active;;Deutschland;top;;wohnung_kauf;n;;;;002.01007727021;480000;profile0;;3;true;n;showqualicontactform;n;n;Neukölln_Neukölln;JI299;4;Berlin;/expose/116238518;"['The offered apartment is a gutted and loft-style GARDEN APARTMENT with 2 TERRACES.\nThe total living area is approx. 94 sqm. The living area alone with around 74 sqm has a decent amount of space with a ceiling height of up to 3.80 m.\nThe farm-side terrace offers around 50 sqm of open-air space, plus a good 30 sqm of garden terrace plus 120 sqm of garden property for special use.', 'The living area reflects the true-to-life factory character due to its minimalist-raw condition.\n\nThe apartment is offered as an existing property in the current condition without any preliminary consumption and further construction work.\n\nAll rooms have underfloor heating.\nThe bathroom is fitted with modern tiles, bathtub and towel warmer.\n\nDetails:\n- 4 rooms + HWR (94 sqm living space)\n- up to 3.80 m ceiling height\n- modern bath\n- underfloor heating\n- 2 terraces (30 sqm & 50 sqm)\n- 120 sqm garden area e.g. special use', 'The ensemble, consisting of a new street-side building and a successively modernised old building, is located in a quiet side street of the Britzer Damm near the S- and U-Bahn stations \'\'Hermannstraße\'\' and ""Grenzallee.""\nEven the harmoniously landscaped, green courtyard offers a natural resting place to the hectic hustle and bustle of the big city.\nThe green areas around the “Teltow Canal” and the “Königsheide” also offer relaxation. Recreational athletes of all kinds will find their refuge on the nearby “Tempelhofer Feld”.\nAll facilities of daily needs are within walking distance. For the larger shopping various department stores are available in the area of “Karl-Marx-Straße” around the S- and U- station ""Neukölln"".\nThe S- and U- stations ""Hermannstraße"" and ""Grenzallee"" are within walking distance of about 800 to 1000 meters. The Berlin City highway can be reached within 3 minutes by car.', 'All information provided about the object is based on the information provided by third parties, the broker does not guarantee its accuracy. This offer is subject to change, intermediate sale reserved.\nPlease be advised that we are only allowed to process fully completed contact forms.']";central_heating;;;;;
2020-05-30 19:46:40.692459;Berlin;;17069422;n;y;https://pictures.immobilienscout24.de/listings/90ba69c9-13c4-426c-8d63-6ea57dbe27d5-1354814237.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.3;;;94;;1905;;;11.3;116237398;;n;false;;y;Berlin;y;8;1;360;19;energy_consumption;5.73;94;Berlin;10587;well_kept;simple;;false;;no_information;Einsteinufer 55/Ecke Abbestrasse;y;;;Einsteinufer_55/Ecke_Abbestrasse;apartment;10587;3;;n;2,active;;Deutschland;standard;;wohnung_kauf;n;2;;false;002.01007821175;500000;profile0;6;3;true;y;;n;n;Charlottenburg_Charlottenburg;Etab19;4;Berlin;/expose/116237398;['Objektbeschreibung\nDie großzügige 3-Zimmerwohnung befindet sich im 2. Obergeschoss eines Mehrfamilienhauses aus dem Jahr 1905. Lichtdurchflutete Räume verleihen der Eigentumswohnung eine freundliche Atmosphäre, in der man sich gerne aufhält. Der Balkon zum Süd-Osten hat den Blick zum Landwehrufer. Die Badezimmer hat großes Fenster und ist mit einer Badewanne und Dusche ausgestattet. Hier haben Sie auch den Platz für die Waschmaschine und den Trockner.\nWenn Sie wünschen das die Wohnung nach Ihren Wünschen umgebaut wird, haben wir eine solide Baufirma direkt im Haus am Einsteinufer 57! \nWir freuen uns über Ihre Nachrichten!\n\nEine Besichtigung ist am Samstag, den 29.02.2020 um 14 Uhr-15 Uhr möglich!', 'Balkon\nFernwärmeheizung\nAufzug\nTop Lage\nTop Haus!', 'Am Einsteinufer 55/Ecke Abbestrasse 19, 10587 Berlin.\nUnweit von Ernst-Reuter-Platz.'];district_heating;;;2011;;
2020-05-30 19:46:41.059608;Berlin;ONE_YEAR_FREE;18052783;n;y;https://pictures.immobilienscout24.de/listings/5c98fd20-4a75-4501-98f4-a62bd779eece-1372121354.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;11.49;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1992;REGULAR;;11.49;116240686;no_information;n;false;MagentaZuhause L;n;Berlin;y;6;5;285.58;11;energy_consumption;5.14;69.44;Berlin;12351;no_information;no_information;D;false;100 MBit/s;underground_garage;"Zaunk&ouml;nigweg";n;https://padlock.link/ioml;https://padlock.link/ml;Zaunkönigweg;apartment;12351;2;106.2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008679649;295000;profile0;4;2;true;n;showqualicontactform;n;n;Buckow_Neukölln;499056;3;Berlin;/expose/116240686;['Das Ensemble im Zaunkönigweg erhebt sich auf einem weitläufigen Gartengrundstück und besteht aus dem straßenseitigen Mehrfamilienhaus und den beiden Einfamilienhäusern zur ruhigen Gartenseite.\r\n\r\nIm Zaunkönig stehen insgesamt 23 vermietete Wohneinheiten mit Wohnflächen zwischen ca. 36 m² und ca. 156 m² zum Verkauf. Alle Einheiten sind fest vermietet und bieten Renditen von bis zu 2,7%. Optional kann in der Tiefgarage ein PKW-Stellplatz erworben werden.', 'Der im Südosten Berlins gelegene Ortsteil Buckow ist besonders für Ruhe liebende Familien interessant: Die Wohngegend ist geprägt durch Reihen- und Einfamilienhäuser und den weitläufigen Britzer Garten.\r\n\r\n-    500 Meter bis zum U-Bahnhof Britz-Süd (U7)\r\n-    Von hier aus benötigt man 25 Minuten bis zum S+U-Bahnhof Alexanderplatz\r\n-    In 8 Minuten ist man mit dem Fahrrad am Schloss Britz\r\n-    In 10 Minuten ist man mit dem Fahrrad im wunderschönen Britzer Garten\r\n-    Einkaufsmöglichkeiten sind fußläufig zu erreichen, z.B. Kaufland, Edeka, Aldi, Penny\r\n     Restaurants, Cafés und Bars finden Sie in der näheren Umgebung\r\n\r\n', 'Offene Besichtigung!\r\n\r\nSonntag, 31.05.2020, 11:00 Uhr bis 13:00 Uhr\r\n\r\nAnschrift:\r\nZaunkönigweg 9, 102351 Berlin'];gas_heating;1;7;;true;
2020-05-30 19:46:41.411401;Berlin;ONE_YEAR_FREE;18052783;n;y;https://pictures.immobilienscout24.de/listings/4836392f-e06d-4d61-b1b3-6f62921b426c-1371674098.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;11.49;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1992;REGULAR;;11.49;116240684;no_information;y;false;MagentaZuhause L;n;Berlin;y;6;5;292.82;9;energy_consumption;5.14;70.22;Berlin;12351;no_information;no_information;D;false;100 MBit/s;underground_garage;"Zaunk&ouml;nigweg";n;https://padlock.link/ioml;https://padlock.link/ml;Zaunkönigweg;ground_floor;12351;2;106.2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008679649;289000;profile0;4;2;true;n;showqualicontactform;n;n;Buckow_Neukölln;499055;3;Berlin;/expose/116240684;['Das Ensemble im Zaunkönigweg erhebt sich auf einem weitläufigen Gartengrundstück und besteht aus dem straßenseitigen Mehrfamilienhaus und den beiden Einfamilienhäusern zur ruhigen Gartenseite.\r\n\r\nIm Zaunkönig stehen insgesamt 23 vermietete Wohneinheiten mit Wohnflächen zwischen ca. 36 m² und ca. 156 m² zum Verkauf. Alle Einheiten sind fest vermietet und bieten Renditen von bis zu 2,7%. Optional kann in der Tiefgarage ein PKW-Stellplatz erworben werden.', 'Großzügig geschnittene 2-Zimmer-Wohnung\r\n\r\n-    Diele, Wohn- und Schlafzimmer mit Parkett ausgelegt\r\n-    Große Wohnküche und Wannenbad gefliest\r\n-    Die Wohnküche verfügt über eine hochwertige Mietereinbauküche\r\n-    Wohnzimmer mit Zugang zum Großen Balkon\r\n-    Keller\r\n-    Garage kann käuflich erworben werden, Kaufpreis 23.000€\r\n\r\n', 'Der im Südosten Berlins gelegene Ortsteil Buckow ist besonders für Ruhe liebende Familien interessant: Die Wohngegend ist geprägt durch Reihen- und Einfamilienhäuser und den weitläufigen Britzer Garten.\r\n\r\n-    500 Meter bis zum U-Bahnhof Britz-Süd (U7)\r\n-    Von hier aus benötigt man 25 Minuten bis zum S+U-Bahnhof Alexanderplatz\r\n-    In 8 Minuten ist man mit dem Fahrrad am Schloss Britz\r\n-    In 10 Minuten ist man mit dem Fahrrad im wunderschönen Britzer Garten\r\n-    Einkaufsmöglichkeiten sind fußläufig zu erreichen, z.B. Kaufland, Edeka, Aldi, Penny\r\n     Restaurants, Cafés und Bars finden Sie in der näheren Umgebung\r\n\r\n', 'Offene Besichtigung!\r\n\r\nSonntag, 31.05.2020, 11:00 Uhr bis 13:00 Uhr\r\n\r\nAnschrift:\r\nZaunkönigweg 9, 102351 Berlin'];gas_heating;1;4;;;
2020-05-30 19:46:41.809002;Berlin;ONE_YEAR_FREE;23208;n;n;https://pictures.immobilienscout24.de/listings/df5c107d-4ba7-40d9-8c7f-6935838bad3b-1359701860.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;12.78;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1910;REGULAR;disabled;12.78;116235213;natural_gas_heavy;y;false;MagentaZuhause L;y;Berlin;y;3;1;140;no_information;energy_consumption;7.25;40;Berlin;10553;no_information;no_information;E;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10553;1;157;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.23208;129000;profile0;5;1;true;n;;n;n;Tiergarten_Tiergarten;O-63429;1;Berlin;/expose/116235213;['Das gut gepflegte Haus befindet sich einer ruhigen Seitenstraße von Moabit und ist dennoch verkehrsgünstig gelegen. \r\n\r\nFordern Sie bitte für weitere Informationen unser ausführliches Exposé an!', '- 1 Zimmer\r\n- Küche \r\n- Badezimmer mit Dusche\r\n- Flur\r\n- Kellerraum (Sondernutzungsrecht)\r\n- Fahrradkeller (Gemeinschaftsflächen)\r\n', 'Der umliegende Kiez des Mehrfamilienhauses ist von vielfältigen Einkaufsmöglichkeiten, Restaurants sowie der Möglichkeit, an der Spree zu flanieren, geprägt.\r\n\r\nDas Wohnhaus befindet sich in einer ruhigen Seitenstraße von Moabit. Die Turmstraße mit ihren vielen Restaurants, Spätis und Einkaufsmöglichkeiten liegt in fußläufiger Nähe. Hier findet man sowohl die architektonisch ansprechende Arminiusmarkthalle - ein Paradies für Liebhaber frischer Lebensmittel -, als auch den Wochenmarkt am Mierendorffplatz. Die nachbarschaftliche Lage zur Technischen Universität, dem Tiergarten als Naherholungsgebiet und der Charlottenburger City mit dem Kurfürstendamm macht den Standort besonders attraktiv. Hier erlebt man urbanes Flair in einem gewachsenen und gutbürgerlichen Berliner Viertel. \r\n\r\nVom Wohnhaus benötigt man nur einige Minuten zu den verschiedenen Buslininen an der Turmstraße / Beusselstraße. Die U-Bahn-Stationen Turmstraße und Mierendorffplatz und die S-Bahn-Station Beusselstraße sind gute 10 Minuten entfernt. \r\n\r\nDie Stadtautobahn ist über die Auffahrt Beusselstaße in unter 10 Autominuten erreichbar. Somit ist eine gute Erreichbarkeit aller Stadtbezirke gewährleistet.', '- monatl. Nettokaltmiete: 245,00 €\r\n- monatl. Hausgeld: 140,00 €\r\n- anteilige Instandhaltungsrücklage per 31.12.2018: 1.582,93 €\r\n- Miteigentumsanteil: 189/10.000stel\r\n- Ein gültiger Energieausweis liegt vor.\r\n'];no_information;;1;;;true
2020-05-30 19:46:42.207618;Berlin;;16943702;y;n;https://pictures.immobilienscout24.de/listings/68b61947-a5c5-46dd-86d7-f50d1f26144a-1354827812.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;16.54;;;;;2019;;;16.54;116238617;no_information;n;false;;y;Berlin;n;8;9;304;no_information;;8.77;95;Berlin;12051;refurbished;no_information;;false;;no_information;no_information;n;;;no_information;no_information;12051;3.5;;n;2,active;;Deutschland;top;;wohnung_kauf;n;;;;002.01007727021;480000;profile0;;3;true;n;showqualicontactform;n;n;Neukölln_Neukölln;PU289;4;Berlin;/expose/116238617;"['Bei der angebotenen Wohnung handelt es sich um eine entkernte und im Loftstil ausgebaute GARTENWOHNUNG mit 2 TERRASSEN.\n\nDie Gesamtwohnfläche beträgt ca. 94 m². Allein der Wohnbereich mit rund 74 m² verfügt über ein ordentliches Raumangebot bei einer Deckenhöhe von bis zu 3,80 m.\n\nDie hofseitige Terrasse wartet mit rund 50 m² Entfaltungsraum  unter freiem Himmel auf, dazu kommen noch einmal gute 30 m² Gartenterrasse zuzüglich 120 m² Gartengrundstück zur Sondernutzung.', 'Der Wohnbereich spiegelt durch seinen minimalistisch-rohen Zustand den naturgetreuen Fabrik-Charakter wieder.\n\nDie Wohnung wird als Bestandsimmobilie im aktuellen Zustand ohne Vorleistungen und weitere Bauleistungen angeboten.\n\nAlle Räume haben Fußbodenheizung.\n\nDas Bad verfügt über einen modernen Fliesenspiegel und ist mit Badewanne und Handtuchwärmer ausgestattet.\n\nDetails:\n\n- 4 Zimmer + HWR (94 m² WFl)\n- bis zu 3,80 Deckenhöhe\n- modernes Wannenbad\n- Fußbodenheizung\n- 2 Terrassen (30 m² & 50 m²)\n- 120 ² Gartenfläche z. Sondernutzung', ""Das aus einem straßenseitigen Neubau sowie einem sukzessive modernisierten Altbau bestehende Gebäude-Ensemble befindet sich in einer ruhigen Nebenstraße des Britzer Damms nahe den S- und U-Bahnhöfen ''Hermannstraße'' und Grenzallee.\n\nBereits der harmonisch angelegte, grüne Innenhof bietet einen natürlichen Ruhepol zum hektischen Treiben der Großstadt. Erholung und Entspannung bieten darüber hinaus die Grünanlagen rund um den Teltowkanal sowie die Königsheide. Freizeitsportler unterschiedlichster Art finden auf dem nahegelegenen Tempelhofer Feld ihr Refugium.\n\nSämtliche Einrichtungen des täglichen Bedarfs sind fußläufig zu erreichen. Für den\ngrößeren Einkauf stehen diverse Warenhäuser im Bereich der Karl-Marx-Straße rund um den S- und U-Bahnhof „Neukölln“ für Sie bereit. \n\nDie S- und U-Bahnhöfe „Hermannstraße“ und „Grenzallee“ sind in etwa 800-1000 m fußläufig erreichbar. Mit dem Auto gelangen Sie innerhalb 3 Minuten auf die Berliner Stadtautobahn."", 'Alle zum Objekt gemachten Angaben beruhen auf den Angaben Dritter, der Makler übernimmt für deren Richtigkeit keine Gewährleistung. Dieses Angebot ist freibleibend, Zwischenverkauf vorbehalten.\n\nBitte haben Sie Verständnis dafür, dass wir nur vollständig ausgefüllte Kontaktformulare bearbeiten können.']";central_heating;;;;;
2020-05-30 19:46:42.590427;Berlin;ONE_YEAR_FREE;201783;n;y;https://pictures.immobilienscout24.de/listings/b7c1825c-0685-4ab6-8c6a-027ae9031ef8-1354760903.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;38;11.73;40 MBit/s;telekom_layer_magenta_l;106.02;über VDSL;1995;REGULAR;;11.73;116233719;district_heating;y;false;MagentaZuhause L;y;Berlin;y;8;5;325;1a;energy_consumption;5.75;106.02;Berlin;12165;well_kept;normal;;false;100 MBit/s;no_information;Berlinickestr.;y;https://padlock.link/ioml;https://padlock.link/ml;Berlinickestr.;apartment;12165;4;84;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.201783;498600;profile0;6;4;true;n;showqualicontactform;n;n;Steglitz_Steglitz;116233719;5;Berlin;/expose/116233719;['Die freie Wohnung im 2. OG liegt in einem 1995 erbauten Haus mit insgesamt 16 Einheiten.\nDas Haus sowie der Garten sind sehr gepflegt.\nDie Berlinickestr. ist eine kleine Anliegerstraße mit direkter Anbindung an die Stadtautobahn 103.', 'Die Wohnung verfügt über 4 Zimmer, 2 Balkone, einer davon in Südwest- Ausrichtung, ein Wannenbad sowie ein Gäste- WC.\nEine gut erhaltene Einbauküche mit neuen Geräten ist vorhanden.\nDie Wohnräume sind mit Teppichboden verlegt, Küche und Bäder sind gefliest.\nVom großen Balkon schaut man auf den Wolfensteindamm, der in die beliebte Schloßstr. übergeht. \nDie S-Bahn S1 fährt direkt am Haus vorbei.', 'Durch die zentrale Lage können Sie alle öffentlichen Verkehrsmittel fußläufig erreichen. \nU- Bahn und S- Bahn Rathaus Steglitz in 5 Minuten.\nBusse 186, 188, 283, 386 fahren direkt an der Ecke ab.\nAlle Geschäfte des täglichen Lebens, Restaurants, Theater, Shoppingmalls sind in 10 Minuten zu Fuß erreichbar.\nZentraler gehts nicht!', 'Gerne zeigen wir Ihnen die freie Wohnung.'];central_heating;;;;;
2020-05-30 19:46:43.069219;Berlin;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/54394d60-1dbe-4d54-977e-1a4f24e96006-1354794631.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.73;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1910;REGULAR;;11.73;116236409;gas;n;false;MagentaZuhause L;y;Berlin;y;7;1;;4;energy_consumption;5.75;89.91;Berlin;12167;no_information;no_information;E;false;100 MBit/s;no_information;"Stephanstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Stephanstraße;apartment;12167;3;141;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;379000;profile0;5;3;true;n;showqualicontactform;n;n;Steglitz_Steglitz;Stephan4_9;4;Berlin;/expose/116236409;"['- Altbau ca. 1910\n- der Anbau eines Aufzugs ist in der Teilungserklärung genehmigt', '- Süd-Balkon\n- Loggia\n- Altbaufenster/Altbautüren\n- 4. Obergeschoss', 'Der Altbau liegt in einer Seitenstraße in Berlin-Steglitz unweit vom Stadtpark Steglitz. \n\nDer S-Bahnhof und Regionalbahnhof „Südende"" (S2, S25, S26) oder diversen Buslinien in der Halskestraße sind innerhalb weniger Minuten erreichbar.', 'Da die Wohnung vermietet ist, stehen hier keine Innenfotos zur Verfügung.\n\nDie monatliche Bruttokaltmiete beträgt 416,30 €.']";no_information;;0;;;
