timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_galleryAd;obj_energyEfficiencyClass;obj_thermalChar;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_usableArea;obj_telekomInternetTechnology;obj_telekomInternetType;obj_noParkSpaces;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_telekomHybridUploadSpeed;obj_lastRefurbish;obj_telekomHybridDownloadSpeed;ga_cd_via_qualified;ga_cd_developer_virtualreality
2020-05-30 19:20:06.087732;Berlin;district_heating;5240003;y;y;https://pictures.immobilienscout24.de/listings/183b49eb-82d9-499c-9911-40139fa98c67-1372209306.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.48;2019;11.48;118928817;district_heating;y;false;y;Berlin;y;9;9;320;0;no_information;7.11;90;Berlin;10249;first_time_use;sophisticated;false;no_information;Ebertystr.;y;Ebertystr.;roof_storey;10249;2;n;2,active;Deutschland;standard;wohnung_kauf;n;6;false;001.5240003;705000;profile0;6;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;ETW 29052020-021;4;Berlin;/expose/118928817;['Die hierbei angebotene Neubauwohnung, die 2019 im Zuge eines Neubauprojektes entstand, befindet sich im 6. OG, die Sie mühelos mit einem Fahrstuhl erreichen können.\n\nDie Wohnung besteht aus einem Flur im Eingangsbereich, einem Schlafzimmer mit Zugang zur Terrasse mit Nordost-Ausrichtung, einem Duschbad sowie aus einem großen Wohnzimmer mit offener und hochwertiger Küche und ebenfalls zwei Zugängen zu den Terrassen, die von beiden Seiten der Wohnung erreichbar sind.\n\nAls Fußbodenbelag wurde hier hochwertiges Parkett in der ganzen Wohnung verlegt.\n\nAuch ein Kellerabteil ist Bestandteil dieses Angebots.', 'Die Wohnung befindet sich im beliebten Samariterviertel in naher Umgebung des U-Bhf. Frankfurter-Tor, der Linie U5 den man in wenigen Minuten fußläufig erreicht. \n\nDes Weiteren gibt es ein Straßenbahnnetz der Linie 21 und Buse M10.\nSomit bietet die Verkehrsanbindung außer Bus, Tram und Bahn eine schnelle Vernetzung zum Stadtzentrum. \n\nEinkaufsmöglichkeiten sowie verschiedene Cafés, Bars, Restaurants und medizinische Einrichtungen bieten den Bewohnern die Möglichkeit jeglicher Art, Ihre alltäglichen Erledigungen nachzugehen.\n\nNaheliegende Parkanlagen wie der „Forckenbeckplatz“ oder der „Blankensteinpark“ laden zum Verweilen ein.'];;;;;;;;;;;;;;;;;;;;;;
2020-05-30 19:20:06.407277;Berlin;gas_heating;5240003;n;n;https://pictures.immobilienscout24.de/listings/59a3e5a7-dc54-44ab-851a-06b0761cc525-1372208528.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.48;1968;11.48;118928690;district_heating;y;false;y;Berlin;y;6;2;180;0;;7.14;56;Berlin;10243;modernized;no_information;false;no_information;Singerstr.;y;Singerstr.;apartment;10243;2;n;2,active;Deutschland;standard;wohnung_kauf;n;10;;001.5240003;299500;profile0;10;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;ETW 29052020-018;2;Berlin;/expose/118928690;['Dieses wunderschöne und vollständig modernisiertes 2 Zimmer-Apartment, wurde ca. 1968 mit Nord-Ost / Süd-West Ausrichtung erbaut und weist ca. 120 Einheiten auf.\n\nDas Haus wurde im Zuge der Sanierungsarbeiten 2012 vollständig instandgesetzt.\n\nIn der Wohnung wurden sämtliche Wasser- und Stromleitungen erneuert sowie Iso-Fenster verbaut und als Fußbodenbelag im Wohn- bzw. Schlafzimmer Laminat und Fliesen im Bad- und Küchenbereich verlegt.\n\nDas Apartment besteht aus einem Flur mit Abstellkammer, einem Wohn- und Schlafzimmer sowie einer Küche mit EBK und Duschbad.\n\nEin trockener Kellerraum rundet das ansprechende Angebot ab.', 'Das ansprechende Angebot befindet sich in Bestlage von Friedrichshain im 10. OG eines Vorderhauses.\n\nMan findet hier alles was das Herz begehrt: Kunst, Kultur, malerische Plätze, grüne Oasen und modernes Leben. Wer sich entspannen will, genießt im Schatten alter Stadtbäume einen Kaffee an der Spree, die Sie in nur wenigen Minuten erreichen. \n\nDem anspruchsvollen Shopper bieten die Geschäfte und Kaufhäuser um Alexander Platz, der in nur 2 S-Bahnstationen zu erreichen ist. \n\nIn unmittelbarer Umgebung findet man einen Edeka-Markt, verschiedene Bäcker, sowie nördlich der Wohnung den Strausberger Platz der Linie U5 und südlich den S-Bhf. Ostbahnhof.'];;;;;;;;;;;;;;;;;;;;;;
2020-05-30 19:20:06.773091;Berlin;heat_pump;494664;y;y;https://pictures.immobilienscout24.de/listings/26ec93c8-a389-47b4-918f-b7c1b95c4c58-1372202556.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.14;2020;11.14;118927389;;n;false;y;Berlin;y;11;9;;no_information;energy_required;6.17;155.69;Berlin;10439;first_time_use;no_information;false;no_information;no_information;y;no_information;apartment;10439;5;n;2,active;Deutschland;top;wohnung_kauf;n;2;false;001.494664;1399000;profile0;4;5;true;y;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;4-1325;7;Berlin;/expose/118927389;['Auf einem großen innenliegenden Areal entstehen drei Neubauten. Der Zugang erfolgt durch zwei noch bestehende Vorderhäuser, welche ca. 1907 errichtet wurden.\n\nDas Gebäude, in dem sich die angebotene Wohnung befindet, beherbergt 5 Wohnungen mit Balkon. Das Penthouse verfügt zusätzlich über eine große Aufdachterrasse und die EG / 1. OG Maisonettewohnungen zusätzlich über eine Terrasse mit Gartenanteil, sowie über jeweils einen Hobbyraum mit Bad im Untergeschoss.\n\nBitte fordern Sie unser ausführliches Gesamtexposé an.', '- modern und hell gestaltet\n- Balkone\n- zum Teil bodentiefe Fenster\n- hochwertige Bäder mit großformatigen Fliesen\n- Eichendielen\n- Sonnenrollos\n- CAT Verkabelung\n- Fußbodenheizung\n- Kellerabteil\n- Fahrradstellplätze im begrünten und hellen Außenbereich', 'Der Bezirk Prenzlauer Berg liegt im östlichen Zentrum von Berlin und gehört zu den beliebtesten Wohngegenden der Stadt. Ein Bezirk mit vielen Restaurants, Cafés und Einkaufsmöglichkeiten, wie die Schönhauser Allee Arkaden. Die Gebäude befinden sich direkt am beliebten Kiez rund um den Arnimplatz. Der nahe gelegene Mauerpark lädt zum Flanieren ein. Die Verkehrsanbindung ist erstklassig, sowohl der S-Bahnhof Bornholmer Straße, als auch der S-/U-Bahnhof Schönhauser Allee liegen in fußläufiger Entfernung. Kitas und Schulen befinden sich in unmittelbarer Umgebung.', 'Die Visualisierungen sind unverbindlich. Die Möblierung ist nicht Bestandteil des Angebots.'];disabled;A;46.8;;;;;;;;;;;;;;;;;;;
2020-05-30 19:20:07.192917;Berlin;floor_heating;15665007;n;n;https://pictures.immobilienscout24.de/listings/b3f017a3-b185-4e34-b451-9045d4f09742-1372228268.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;29;11.49;1978;11.49;118932627;gas;n;false;y;Berlin;n;8;3;200;no_information;;5.14;126;Berlin;12351;fully_renovated;no_information;false;outside;no_information;n;no_information;maisonette;12351;4;n;2,active;Deutschland;top;wohnung_kauf;n;;true;002.01002864680;478000;profile0;2;4;true;n;showqualicontactform;n;n;Buckow_Neukölln;AC671;6;Berlin;/expose/118932627;['Die helle 4-Zimmer Maisonette- Wohnung befindet sich im Erdgeschoss eines im Jahre 1978 erbauten Mehrfamilienhauses in Neukölln. \n\nDie Wohnung ist saniert und befindet sich in einem sehr gepflegten Zustand. \n\nSie verfügt im Erdgeschoss über ein helles Wohnzimmer mit Zugang zur Terasse und einer Küche mit einer großen Einbauküche, welches ebenfalls Zugang zur Terasse hat.Außerdem befindet sich ein Badezimmer im Eingangsberseich der Wohnung.\n\nDie Fliesen in den Badezimmern der Boden und die Fenster wurden vor zwei Jahren erneuert. Unter anderem wurde im großen Badezimmer im oberen Geschoss eine Dusche anstelle einer Badewanne eingebaut.\n\nVom Wohnzimmer der Wohnung aus gelangt man über eine Treppe in die obere Etage, welches drei Sclafzimmer und ein großes Badezimmer verfügt.Aus einem der Schlafzimmer aus gelangt man in das große Balkon, welches der Wohnung einen besonderen Charme verleiht.', '- Isolierverglaste Fenster\n- Balkon\n-Terasse\n- Keller\n- Badewanne, Dusche\n- Garten\n- Stellplatz', 'Die Wohnung befindet sich in einer der begehrtesten Wohnlagen Berlins.\nKita, Schule und Geschäfte des täglichen Bedarfs befinden sich in naher Umgebung. Die Anbindung an öffentliche Verkehrsmittel wie Busse und U-Bahn ist sehr gut. Das stadtbekannte EKZ Gropiusspassagen ist mit dem Bus leicht erreichbar.', 'Der Makler erhebt vom Käufer eine Provision in Höhe von 7,14% inkl. ges. MwSt. \n-\nUm Ihnen nähere Informationen zukommen zu lassen und Ihnen eine Besichtigung zu ermöglichen, bitten wir um Mitteilung Ihrer Email-Adresse und Ihrer Telefonnummer.\n-\n\nSchauen Sie auch auf unserer Internetseite vorbei und lernen Sie uns und unsere Objekte kennen.\n\nBesuchen Sie uns auf: \nwww.duzimmobilien.de\n-\n\nWWW.DUZIMMOBILIEN.DE'];;;;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;126;über VDSL;REGULAR;2;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-30 19:20:07.522382;Berlin;central_heating;5240003;n;y;https://pictures.immobilienscout24.de/listings/671a15a9-423f-4f3c-8b80-d92339a406fd-1372208273.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.14;1900;11.14;118928643;gas;n;false;y;Berlin;n;11;1;340;0;energy_consumption;6.17;195;Berlin;10437;no_information;no_information;false;no_information;Gaudystr.;n;Gaudystr.;roof_storey;10437;3;n;2,active;Deutschland;standard;wohnung_kauf;n;5;true;001.5240003;1100000;profile0;5;3;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;ETW 29052020-0017;7;Berlin;/expose/118928643;['Verkauft wird eine Dachgeschoss-Wohnung in Prenzlauer Berg. \n\nAusführliche Informationen zu dieser Einheit erhalten Sie im Exposé.', 'Die Wohnung befindet sich in einer ruhigen Straße mitten in Prenzlauer Berg.\n\nGute Verkehrsanbindungen und Möglichkeiten für alltäglichen Bedarf sind in unmittelbarer Umgebung vorhanden.'];;NO_INFORMATION;135;ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-30 19:20:08.038053;Berlin;central_heating;13139376;n;y;https://pictures.immobilienscout24.de/listings/cf7386e2-2b0e-4710-8e0b-552b501f90de-1372225253.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;9.64;1968;9.64;118931792;gas;y;false;y;Berlin;y;8;2;;no_information;energy_consumption;4.62;89.4;Berlin;12305;fully_renovated;sophisticated;false;no_information;no_information;n;no_information;apartment;12305;3;n;2,active;Deutschland;top;wohnung_kauf;n;;true;001.13139376;420180;profile0;4;3;true;n;showqualicontactform;n;n;Lichtenrade_Tempelhof;1001-4-107-001;4;Berlin;/expose/118931792;['Im Laufe des Jahres entstehen in einer der schönsten Wohnsiedlungen Lichtenrades insgesamt 11 neue Dachgeschosswohnungen. Der bereits bestehende, dreistöckige\r\nGebäudekomplex stammt aus den 60iger Jahren. Das Flachdach wird aufgestockt,\r\nso dass neuer Wohnraum geschaffen wird. Die Wohnungsaufteilung spiegelt das praktische Leben wider und verzichtet dennoch nicht auf eine gehobene, luxuriöse Ausstattung.\r\nSo werden großzügige Wohn- und Essbereiche mit hochwertig eleganten Markenküchen gestaltet. Große Fenster werden für lichtdurchflutete Räume sorgen. In unmittelbarer Umgebung finden sich Kindergärten, Schulen, Einkaufsmöglichkeiten und gastronomische Einrichtungen. Alles Notwendige ist zu Fuß zu erreichen, auch der S-Bahnhof. Für Ausflüge\r\nmit dem Auto bietet sich die nahegelegene Anbindung an die B96 an, die stadtauswärts oder in die City führt.', 'Der Neubau erfolgt auf Basis aktueller energetischer Erfordernisse und baulicher Möglichkeiten. So werden Fenster und Fenstertüren mit 3-fach-Verglasung eingebaut. Wohnräume, Dielen, Flure und Küchen erhalten Eichenparkett, wahlweise Fliesen, als Bodenbelag. Sanitär- und Abstellräume erhalten geflieste Böden. Wände der WCs und\r\nder Bäder erhalten in den Spritzwasserbereichen Wandfliesen. Wandflächen werden glatt gespachtelt und mit Dispersionsfarbe weiß gestrichen. Sanitärobjekte und Armaturen werden mit namhaft und hochwertigen Fabrikaten wie z.B. Hans Grohe, Villeroy&Boch,\r\nausgestattet. Die Duschen sind - sofern bauseits durchführbar - bodengleich mit Echtglastüren vorgesehen. Bäder und Flure werden in den Decken mit LED-Downlights mit Warmlicht ausgestattet. Für das Schalter- und Steckdosenprogramm ist GIRA S 55 in der Farbe reinweiß vorgesehen Die intakte Heizanlage befindet sich auf dem Areal, daran werden die neuen Dachwohnungen mit angeschlossen. Die Wohnungen an sich werden mit\r\nPlattenheizkörpern ausgestattet. Die detaillierte Bauleistungsbeschreibung ist Bestandteil der Kaufvertragsunterlagen.', 'Nördlich der Bahnhofsstraße, ca. 5 Minuten mit dem Auto vom Zentrum von Lichtenrade, liegt die Lintruper Straße. Mehrgeschossige Wohnhäuser und Einfamilienhäuser bilden das Straßenbild, das durch viel Grün und verschiedene Nadel- und Laubbäume einen eher\r\ndörflichen Flair ausstrahlt. Auch wenn der neue Flughafen BER in gut 15 Minuten mit dem Auto erreichbar ist, ist die Siedlung nicht Überfluggebiet und somit frei von Fluglärm.\r\nAlle wichtigen Dinge des täglichen Bedarfs wie Einkaufsmöglichkeiten, Ärzte, Kindergärten, Schulen sind zu Fuß zu erreichen. Das macht diese Wohngegend attraktiv sowohl für junge Leute, für Familien und für ältere Menschen. Eine vielfältige Nachbarschaft aus Alteingesessen und Neudazugezogenen wie sie typisch ist für Berlin. Ein freundliches und aufgeschlossenes Miteinander, das eine Wohlfühlatmosphäre schafft. Der nächste S-Bahnhof der Linie S2 – Schichauweg liegt fußläufig und ist in ca. 15 Minuten zu erreichen. Alternativ fahren die Buslinien M11, X11, M76, X76 im 10 Minuten Takt. Die Linie X11 verbindet den Westen mit dem Osten und dient als zentrale Verkehrsanbindung.\r\nVon Schöneweide, über Rudow bis nach Steglitz -Zehlendorf', '*** Exposé Angaben beruhen auf uns erteilten Informationen von unserem Auftraggeber, Verkäufer oder anderen Dritten. Wir bemühen uns, möglichst vollständige und richtige Angaben zu erhalten und weiterzuleiten. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Alle Angaben sind ausdrücklich vorbehaltlich, Änderungen oder Ergänzungen oder Löschungen (ganz oder teilweise) behalten wir uns jederzeit vor. *\r\n\r\nAlle Informationen der, in diesem Exposé vorgestellten Immobilie wurden sorgfältig zusammengetragen. Jedoch übernehmen wir keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Dieses Exposé und deren Informationen sind nicht Bestandteil oder Basis künftiger Kauf-, Miet- oder Pachtverträge und sie stellen keine Baubeschreibung oder Leistungsbeschreibung dar. Alle in diesem Exposé aufgeführten Markennamen sowie Marken- und Warenzeichen sind Eigentum ihrer jeweiligen Besitzer. Sie werden hier ohne die Absicht der Markenverletzung verwendet sondern dienen lediglich der Beschreibung des geografischen Umfelds.'];;D;113;ONE_YEAR_FREE;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;;über Hybrid;WITH_HYBRID;;MagentaZuhause M Hybrid (2);16 MBit/s;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd;10 MBit/s;2020;50 MBit/s;;
2020-05-30 19:20:08.502669;Berlin;heat_pump;494664;y;y;https://pictures.immobilienscout24.de/listings/a9a7839b-c57b-4634-9cbb-4e8c1baa8160-1372207562.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.14;2020;11.14;118928021;no_information;n;false;y;Berlin;y;11;9;;no_information;energy_required;6.17;171.95;Berlin;10439;first_time_use;no_information;false;no_information;no_information;y;no_information;penthouse;10439;3;n;2,active;Deutschland;top;wohnung_kauf;n;4;false;001.494664;1549000;profile0;4;3;true;y;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;12-1325;7;Berlin;/expose/118928021;['Auf einem großen innenliegenden Areal entstehen drei Neubauten. Der Zugang erfolgt durch zwei noch bestehende Vorderhäuser, welche ca. 1907 errichtet wurden.\n\nDas Gebäude, in dem sich die angebotene Wohnung befindet, beherbergt 5 Wohnungen mit Balkon. Das Penthouse verfügt zusätzlich über eine große Aufdachterrasse und die EG / 1. OG Maisonettewohnungen zusätzlich über eine Terrasse mit Gartenanteil, sowie über jeweils einen Hobbyraum mit Bad im Untergeschoss.\n\nBitte fordern Sie unser ausführliches Gesamtexposé an.', '- modern und hell gestaltet\n- Balkone\n- große Aufdachterrasse über der kompletten Wohnung\n- zum Teil bodentiefe Fenster\n- hochwertige Bäder mit großformatigen Fliesen\n- Eichendielen\n- Sonnenrollos\n- CAT Verkabelung\n- Fußbodenheizung\n- Kellerabteil\n- Fahrradstellplätze im begrünten und hellen Außenbereich', 'Der Bezirk Prenzlauer Berg liegt im östlichen Zentrum von Berlin und gehört zu den beliebtesten Wohngegenden der Stadt. Ein Bezirk mit vielen Restaurants, Cafés und Einkaufsmöglichkeiten, wie die Schönhauser Allee Arkaden. Die Gebäude befinden sich direkt am beliebten Kiez rund um den Arnimplatz. Der nahe gelegene Mauerpark lädt zum Flanieren ein. Die Verkehrsanbindung ist erstklassig, sowohl der S-Bahnhof Bornholmer Straße, als auch der S-/U-Bahnhof Schönhauser Allee liegen in fußläufiger Entfernung. Kitas und Schulen befinden sich in unmittelbarer Umgebung.', 'Die Visualisierungen sind unverbindlich. Die Möblierung ist nicht Bestandteil des Angebots.'];disabled;A;46.8;;;;;;;;;;;;;;;;;;;
2020-05-30 19:20:08.882375;Berlin;heat_pump;494664;y;y;https://pictures.immobilienscout24.de/listings/cb90152e-4fbf-449e-b2dc-f580b209600b-1372214301.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.14;2020;11.14;118929362;;n;false;y;Berlin;y;9;9;;no_information;energy_required;6.17;70.72;Berlin;10439;first_time_use;no_information;false;no_information;no_information;n;no_information;ground_floor;10439;2;n;2,active;Deutschland;top;wohnung_kauf;n;0;false;001.494664;599000;profile0;5;2;true;y;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;6-1325;3;Berlin;/expose/118929362;['Auf einem großen innenliegenden Areal entstehen drei Neubauten. Der Zugang erfolgt durch zwei noch bestehende Vorderhäuser, welche ca. 1907 errichtet wurden.\n\nDas Gebäude, in dem sich die angebotene Wohnung befindet, beherbergt auf 6 Ebenen 6 Wohnungen mit 2 Zimmern. Alle mit Balkon bzw. im Erdgeschoss mit Terrasse. Die Dachgeschosswohnung verfügt zusätzlich über eine Aufdachterrasse.\n\nBitte fordern Sie unser ausführliches Gesamtexposé an.', '- modern und hell gestaltet\n- große Terrasse\n- zum Teil bodentiefe Fenster\n- hochwertiges Bad mit großformatigen Fliesen\n- Eichendielen\n- elektrische Rollläden\n- CAT Verkabelung\n- Fußbodenheizung\n- Kellerabteil\n- Fahrradstellplätze im begrünten und hellen Außenbereich', 'Der Bezirk Prenzlauer Berg liegt im östlichen Zentrum von Berlin und gehört zu den beliebtesten Wohngegenden der Stadt. Ein Bezirk mit vielen Restaurants, Cafés und Einkaufsmöglichkeiten, wie die Schönhauser Allee Arkaden. Die Gebäude befinden sich direkt am beliebten Kiez rund um den Arnimplatz. Der nahe gelegene Mauerpark lädt zum Flanieren ein. Die Verkehrsanbindung ist erstklassig, sowohl der S-Bahnhof Bornholmer Straße, als auch der S-/U-Bahnhof Schönhauser Allee liegen in fußläufiger Entfernung. Kitas und Schulen befinden sich in unmittelbarer Umgebung.', 'Die Visualisierungen sind unverbindlich. Die Möblierung ist nicht Bestandteil des Angebots.'];disabled;B;61;;;;;;;;;;;;;;;;;;;
2020-05-30 19:20:09.451268;Berlin;self_contained_central_heating;16924112;n;y;https://pictures.immobilienscout24.de/listings/86782fb8-76dd-4b59-a15a-3b48c2fbeaa8-1372208109.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.19;1899;11.19;118928616;gas;y;false;y;Berlin;y;6;1;;no_information;;5.36;86.49;Berlin;13509;well_kept;normal;false;no_information;no_information;n;no_information;no_information;13509;3;n;2,active;Deutschland;standard;wohnung_kauf;n;3;true;009.06041d57-de1b-4a48-987b-3b0882138407;295000;profile0;3;3;true;n;;n;n;Wittenau_Reinickendorf;118928616;4;Berlin;/expose/118928616;['Zum Verkauf steht eine 3-Zimmer-Wohnung mit einer Loggia und einem Balkon in zentraler Lage von Berlin-Borsigwalde, welche sich im Dachgeschoss über eine Wohnfläche von ca. 86 m² erstreckt. Gegenwärtig vermietet erwirtschaftet das Objekt eine Jahresnettokaltmiete i.H.v. rund 9.840 € - das monatliche Hausgeld beträgt 150,41 €.\n\nDie Immobilie befindet sich in einem 1899 errichteten denkmalgeschützten Mehrfamilienhaus und präsentiert sich in einem gepflegten Zustand. So wurde bspw. zuletzt 2019 das Badezimmer renoviert.\n\nUm einen geräumigen Flur reihen sich hier 2 Schlafzimmer und ein Wohnzimmer. Letzteres bietet Platz für einen Essbereich und Zugang zum Balkon, während die Loggia über eines der Schlafzimmer erreicht wird. Die Küche beinhaltet eine Einbauküche und das Badezimmer verfügt über eine Dusche sowie Handtuchheizkörper.   \n\nFür zusätzlichen Stauraum steht ein Keller zur Verfügung - ergänzend ist ein Fahrradkeller vorhanden. Parkmöglichkeiten bietet eine Anwohnerparkstraße. \n\nObjektnr.: 1021667', '+ Dachfenster für mehr Tageslicht\n+ JNKM: ca. 9.840 €\n+ Mtl. Hausgeld: 150,41 €\n+ Duschbad 2019 renoviert\n+ Einbauküche\n+ Kellerabteil\n+ Fahrradkeller\n+ Anwohnerparkstraße\n+ Sehr gute Infrastruktur\n+ Ideale Verkehrsanbindung', 'Die Wohnung liegt zentral in Borsigwalde, einem Ortsteil im Berliner Bezirk Reinickendorf nordwestlich des Stadtzentrums. Hier profitieren Ihre Mieter von der Nähe zu diversen Grünanlagen und dem Tegeler See bei gleichzeitig sehr gut ausgebauter Infrastruktur und Verkehrsanbindung.\n\nIm komfortablen Umkreis von ca. 500 m sind zahlreiche Geschäfte und Einrichtungen des täglichen Bedarfs angesiedelt, darunter etwa verschiedene Supermärkte, eine Kita und ein Kindergarten, eine Oberschule sowie diverse Imbisse, Cafés und Restaurants.\n\nDie nächste Bushaltestelle befindet sich nur ca. eine Gehminute entfernt. Die U-Bahn-Station “Borsigwerke” ist innerhalb von ca. 10 Gehminuten bequem erreichbar. Von hier aus gelangen Ihre Mieter mit der U6 in weniger als 20 Minuten zur Friedrichstraße. Optimalen Anschluss an das Straßennetz bieten zudem die A111 und die B96.', 'Vereinbaren Sie noch heute einen Besichtigungstermin!\n_____________________________________________________\n\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber zur Verfügung gestellt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität der Angaben.\n    '];disabled;;;ONE_YEAR_FREE;10 MBit/s;telekom_layer_magenta_m;;über VDSL;REGULAR;;MagentaZuhause M;50 MBit/s;https://padlock.link/iomm;https://padlock.link/mm;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;;;;;
2020-05-30 19:20:09.797150;Berlin;central_heating;5240003;n;y;https://pictures.immobilienscout24.de/listings/3dc76a36-620b-4004-b403-e0b9b4faed18-1372206814.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;9.9;1963;9.9;118928405;oil;n;false;y;Berlin;y;4;2;211;0;energy_consumption;4.55;67;Berlin;12357;modernized;normal;false;no_information;Kornblumenring;n;Kornblumenring;raised_ground_floor;12357;3;n;2,active;Deutschland;standard;wohnung_kauf;y;0;true;001.5240003;180000;profile0;3;3;true;n;showqualicontactform;n;n;Rudow_Neukölln;KA 29052020-013;3;Berlin;/expose/118928405;['Diese geräumige, 67 m² große 3 Zimmerwohnung, erbaut 1963, befindet sich im Hochparterre und besteht aus 2 Schlaf- und einem Wohnzimmer mit Wannenbad und Küche.\nFür Warmwasser sorgt ein Durchlauferhitzer.\nDadurch, dass die Instandhaltungsrücklage über eine X-Summe verfügt, wird demnächst das Heizsystem von Öl auf Gas-Zentralheizung umgerüstet. So der Beschluss der letzten Eigentümerversammlung. Die Wohnung wurde laut Teilungserklärung am 10.1978 aufgeteilt.\nAußerdem gehört zu der Wohnung ein ca 5 m² großer ein Kellerraum.\n\nDie monatliche Nettokaltmiete beträgt 365,00 EUR.\n\nDas Objekt hat eine Rendite von 2,43 %', 'Das Objekt befindet sich im südlichen Ortsteil Berlins, Rudow. Davon abgesehen, dass in unmittelbarer Nähe Sie Einkaufmöglichkeiten, Kindergärten, Schulen und Oberschule mühelos in wenigen Minuten erreichen, sind zum Erholen verschiedene Cafés, Bars und Restaurants auffindbar.\n\nDie Verkehrsanbindung besteht aus insgesamt 11 Buslinien und U-Bahnhof Rudow und ist Fußläufig in nur 5 Minuten zu erreichen.'];;;194;ONE_YEAR_FREE;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;;über Hybrid;WITH_HYBRID;;MagentaZuhause M Hybrid (2);16 MBit/s;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd;10 MBit/s;;50 MBit/s;;
