timestamp;obj_regio1;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;geo_bln;obj_cellar;obj_purchasePriceRange;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_heatingType;obj_yearConstructed;obj_courtage;obj_yearConstructedRange;obj_rentSubsidy;obj_energyType;obj_energyEfficiencyClass;obj_thermalChar;obj_usableArea;obj_galleryAd;obj_groupnumber;obj_floor;obj_numberOfFloors;ga_cd_developer_virtualreality;obj_project_id;obj_nbp;ga_cd_via_qualified;obj_lastRefurbish
2020-05-30 19:41:39.629484;Berlin;ONE_YEAR_FREE;175423;n;n;https://pictures.immobilienscout24.de/listings/8fa6c824-b475-434d-96b9-c0680e1189ef-1359869749.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.13;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.13;116901153;no_information;n;false;MagentaZuhause L;Berlin;n;9;no_information;5.02;79.6;Berlin;12249;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12249;3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.175423;665000;profile0;3;true;n;showqualicontactform;n;n;Lankwitz_Steglitz;5446 (1/5446);3;Berlin;/expose/116901153;['- Hochwertige Ausstattung\n- ökologische Denkweise\n- Wohnungen von 40 bis 120 m²\n- Familiengerecht\n- Tiefgarage\n- Teilweise mit Gartenanteil'];;;;;;;;;;;;;;;;;;
2020-05-30 19:41:39.969592;Berlin;ONE_YEAR_FREE;17063961;y;n;https://pictures.immobilienscout24.de/listings/a109555b-6f4e-4348-9d1c-0bb77eb57918-1359758052.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;20;16.54;40 MBit/s;telekom_layer_magenta_l;über Glasfaser;REGULAR;16.54;116891469;district_heating;n;false;MagentaZuhause L;Berlin;y;5;no_information;8.77;33.5;Berlin;12435;mint_condition;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12435;1;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.f7cf3c5d-0ba1-4f0d-9f39-ceddd216342b;210000;profile0;1;true;n;showqualicontactform;n;n;Neukölln_Neukölln;750;1;Berlin;/expose/116891469;['Erstbezug Studio-Apartment zum Verkauf neben dem Landwehrkanal in Alt-Treptow\n\nEntdecken Sie dieses neuwertig Studio-Apartment in einer der besten Gegenden von Berlin, nur wenige Gehminuten vom Landwehrkanal und Wranglerkiez entfernt.\n\nDie Wohnung befindet sich neben der berühmten Gegend von Kreuzkölln, die für ihre alternative Atmosphäre bekannt ist. Die schönen Kopfsteinpflasterstraßen sind von zahlreichen Boutiquen, Cafés, Boutiquen, Restaurants, Bars und Live-Musikhallen umgeben. In der Wohngegend gibt es einige schöne Orte wie Wranglerkiez, Görlitzer Park, Hermannplatz, Schillerkiez sowie schöne Grünflächen von Hasenheide, Landwehrkanal und dem so berühmten Tempelhofer Feld! Die Gegend bietet auch zahlreiche Einkaufsmöglichkeiten und eine hervorragende Anbindung an die öffentlichen Verkehrsmittel: U8 (Boddinstraße) und S-Bahn (Hermannstraße oder Treptower Park).\n\nDie Wohnung befindet sich in einem Neubau mit einer einzigartigen Architektur und hochwertigen Ausstattungen.\nDas gemütliche Studio besteht aus einem Flur, einem Badezimmer von ca. 4,5 m2 mit Dusche und einem Wohnzimmer von ca. 29 m² mit offener Küche. \nDie Wohnung profitiert von modernen Austattungen: Fußbodenheizung, Holzboden, Doppelfenstern, Video-Gegensprechanlage, Kellerraum.\n\nDie Wohnung wird als leerstehende Immobilie verkauft und ist ab sofort bezugsfertig!\nEs stellt auch eine große Investitionsmöglichkeit für Investitionen dar (keine Mietendeckel und eine Anlagerendite von ca. 3-4%).\n\nFür eine Besichtigung oder weitere Informationen zu der Wohnung, wenden Sie sich bitte an das First Citiz Berlin Team!\n\nENGLISH VERSION:\nBrand new studio apartment next to Landwehrkanal in Alt-Treptow\n\nDiscover this brand new studio apartment  in one of Berlin most enjoyable neighborhoods, a walking distance from Landwehrkanal banks.\n\nThe property is located next to the so famous area of Kreuzkölln known for its alternative atmosphere, its beautiful cobbled streets surrounded by plenty of boutiques, cafés, boutiques, restaurants, bars and live music halls. In the apartment neighborhood, there are several enjoyable spots like Wranglerkiez, Görlitzer Park, Hermannplatz, Schillerkiez, as well as lovely green areas of Hasenheide, Landwehrkanal and the so famous Tempelhofer Feld! The area offers also numerous shopping facilities and an excellent connection to public transportation: U8 (Boddinstraße) and S-Bahn (Hermannstraße or Treptower Park).\n\nThe apartment is located in a brand new property development with a unique architecture and high quality fittings.\nThe cozy studio consists of an entrance hall, a bathroom of ca. 4,5 m2 with shower and a living room of ca. 29 m² with an open kitchen. It is possible to change the studio into a 1-bedroom flat.\nThe property benefits from modern amenities and features: floor heating system, wooden flooring, double-glazed windows, video intercom system as well as a basement storage space. The apartment is sold as a vacant property and is ready to move in!\nIt represents also a great investment opportunity (no rental regulation applicable and an estimated investment yield of 3.5% to 4%).\n\nIn order to organize a property viewing or for any information concerning the property, please get in touch with First Citiz Berlin team!', 'Alle Angaben zur Immobilie beruhen auf Angaben der Verkäufer und / oder ihrer Vertreter. Für die Richtigkeit und Vollständigkeit können wir jedoch keine Gewähr übernehmen. Irrtum und Zwischenverkauf sind zu erwarten.\nDieses Angebot ist unverbindlich und provisionspflichtig. Bei Abschluss eines Kaufvertrages über die Immobilie ist die Provision in Höhe von 5,95% (inkl. 19% MwSt.) des notariellen Kaufpreises vom Käufer an die First Citiz GmbH zu zahlen.\n\nENGLISH VERSION:\nThis offer is non-binding. All information about the property is based on information provided by sellers and/or their representatives. We can not accept any liability for the accuracy or completeness. Error and prior sale can be expected. \nUpon the conclusion of a purchase contract for the property, the brokerage fee in the amount of 5,95% (incl. 19% VAT) of the notarial purchase price will be due by the buyer to First Citiz GmbH.'];central_heating;2019;y;9;116.15;energy_consumption;B;52.6;;;;;;;;;;
2020-05-30 19:41:40.316166;Berlin;ONE_YEAR_FREE;16887449;n;y;https://pictures.immobilienscout24.de/listings/e97f7551-0955-4f30-8c78-cb96beb183cf-1365018723.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;8.25;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;8.25;116897960;oil;n;false;MagentaZuhause L;Berlin;y;6;59;3.65;58;Berlin;14109;well_kept;normal;false;100 MBit/s;no_information;"Bismarkstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Bismarkstraße;apartment;14109;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007618604;269000;profile0;2;true;n;showqualicontactform;n;n;Wannsee_Zehlendorf;116897968;2;Berlin;/expose/116897960;['Das kleine charmante Mehrfamilienhaus liegt in einer beschaulichen von Gärten umgebenen Wohnsiedlung an einer ruhigen Anliegerstraße. Das teilunterkellerte Gebäude besteht aus 2 Vollgeschossen (EG, 1.OG). Die gemütliche 2 Zimmerwohnung liegt im Obergeschoss und ist mit einem sonnigen Balkon ausgestattet.\n\nMerkmale Gebäude:\n- Parkplätze/ Garage optional zu erwerben\n- Gebäudeteile wurden in traditioneller Bauweise als Mauerwerksmassivbau errichtet \n- Bausubstanz befindet sich in einem guten Zustand\n- Fahrrad- Kinderwagenabstellraum vorhanden\n- teilweise wurden Instandsetzungs- und Modernisierungsmaßnahmen durchgeführt (Treppenhäuser, Außenfassade, Fenster WE)\n- Bestands-WE werden mit einer Öl-Zentralheizung versorgt', '- 2 helle, geräumige, gut geschnittene Zimmer\n- Tageslicht-Badezimmer mit Wanne\n- Küche hat einen praktischen Zuschnitt und ist mit Einbauschränken, Herd und Spüle ausgestattet\n- platzbietende Diele ist mit Einbauschrank und Garderobe ausgestattet\n- Balkon Süd-Westlage\n- Gegensprechanlage\n- eigener Garagenplatz bei Bedarf zu erwerben\n- großzügiges Kellerabteil ist vorhanden', 'Du magst Seen, Parks und Museen? Dann ab nach Wannsee!\nDer Ortsteil Wannsee entstand aus der vormaligen „Villen-Kolonie Alsen“, dem Dorf Stolpe, Kohlhasenbrück und Steinstücken wodurch das Straßensystem in Wannsee geprägt ist. Im Norden liegt der Berliner Forst um den Schäferberg, im Westen der Volkspark Klein-Glienicke mit dem Glienicker Schloss. Im Osten liegt der Große Wannsee. Der kleine und große Wannsee ist ein Eldorado für Wassersportler und Erholungssuchende. \nAm Ende der Havelchaussee erreicht man den Ortsteil Wannsee, benannt nach dem größten der Havelseen. 1929/30 baute sich Berlin am Sand\xadstrand des Wannsees das größte Binnen\xadseebad Europas, dass bei Sommerwetter vielen Badegästen Spaß und Erholung bietet.\n\nBerlin (Zentrum) und Potsdam sind vom Bahnhof Wannsee innerhalb kürzester Zeit erreichbar. Nur ganze 6 Minuten sind es mit dem Rad vom Haus zum S-Bahnhof Wannsee.\nDie wichtigste Hauptstraße ist im Zuge der Bundesstraße 1 die Potsdamer Chaussee / Königstraße, auf ihr wird der Ost-West-Verkehr zwischen Potsdam und dem Berliner Südwesten geführt. Die Ausflugsziele im Berliner Forst sind von Zehlendorf her erreichbar. Von der B 1 besteht am Autobahnkreuz Zehlendorf der Zugang zur A 115 (AVUS).', 'Sämtliche Angaben sind ohne Gewähr und beruhen ausschließlich auf Informationen, die uns vom Eigentümer übermittelt wurden. \nEs wird keine Haftung für die Aktualität, Vollständigkeit und Korrektheit der Angaben übernommen. Die Flächenangaben, Ausstattungsmerkmale und Hausgeldangaben können sich verändern.\n\nWir freuen uns auf Ihre Anfrage und stehen Ihnen für Fragen zum Objekt gerne zur Verfügung.'];oil_heating;;y;;130;;;;58;disabled;3010;1;2;;;;;
2020-05-30 19:41:40.662518;Berlin;ONE_YEAR_FREE;175423;n;n;https://pictures.immobilienscout24.de/listings/2a42f8ee-3d79-479f-b732-f815db8fb0ad-1359869890.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.13;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.13;116901169;no_information;n;false;MagentaZuhause L;Berlin;n;7;no_information;5.02;40;Berlin;12249;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12249;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.175423;352000;profile0;2;true;n;showqualicontactform;n;n;Lankwitz_Steglitz;5447 (1/5447);1;Berlin;/expose/116901169;['- Hochwertige Ausstattung\n- ökologische Denkweise\n- Wohnungen von 40 bis 120 m²\n- Familiengerecht\n- Tiefgarage\n- Teilweise mit Gartenanteil'];;;;;;;;;;;;;;;;;;
2020-05-30 19:41:40.976841;Berlin;ONE_YEAR_FREE;175423;n;n;https://pictures.immobilienscout24.de/listings/95703db5-2c67-4f0b-833a-a618a4152dcf-1359871309.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.37;116901300;gas;n;false;MagentaZuhause L;Berlin;n;8;no_information;5.8;99;Berlin;14197;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;ground_floor;14197;3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.175423;498000;profile0;3;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;5449 (1/5449);4;Berlin;/expose/116901300;['Komplett saniertes Gemeinschaftseigentum. Die Wohnung ist renovierungsbedürftig.'];;;n;;;energy_consumption;;142;;;;;;;;;;
2020-05-30 19:41:41.418694;Berlin;ONE_YEAR_FREE;175423;n;n;https://pictures.immobilienscout24.de/listings/a623f3e4-852b-4afe-a434-25b838e2f46e-1359870467.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.13;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.13;116901242;no_information;n;false;MagentaZuhause L;Berlin;n;10;no_information;5.02;121;Berlin;12249;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12249;4;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.175423;971000;profile0;4;true;n;showqualicontactform;n;n;Lankwitz_Steglitz;5448 (1/5448);6;Berlin;/expose/116901242;['- Hochwertige Ausstattung\n- ökologische Denkweise\n- Wohnungen von 40 bis 120 m²\n- Familiengerecht\n- Tiefgarage\n- Teilweise mit Gartenanteil'];;;;;;;;;;;;;;;;;;
2020-05-30 19:41:41.849976;Berlin;ONE_YEAR_FREE;175423;n;n;https://pictures.immobilienscout24.de/listings/246bf892-34b5-428a-a098-51c5d5fd05f8-1359869456.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.3;116901127;no_information;n;false;MagentaZuhause L;Berlin;n;10;no_information;5.73;120;Berlin;14050;first_time_use_after_refurbishment;sophisticated;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;14050;3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.175423;820000;profile0;3;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;5445 (1/5445);5;Berlin;/expose/116901127;['Der Energieausweis ist beantragt, liegt aber noch nicht vor.'];;1901;n;1;;;;;;;;;;;;;;
2020-05-30 19:41:42.217080;Berlin;;15347;n;y;https://pictures.immobilienscout24.de/listings/9e3a6ada-c526-4f56-bd5f-117904952090-1353324651.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;12.24;;;;;12.24;115919689;;n;true;;Berlin;y;9;13-24;6.59;73;Berlin;10829;first_time_use;sophisticated;false;;no_information;Tempelhofer Weg;y;;;Tempelhofer_Weg;roof_storey;10829;2;n;2,active;;Deutschland;premium;;wohnung_kauf;n;;false;001.15347;506900;profile0;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;7000206-42;3;Berlin;/expose/115919689;['Diese Eigentumswohnung, bietet Ihnen Wohnkomfort im Dachgeschoss. Entdecken Sie die Vorteile dieser Wohnung.\n\nDas ist einfach die passende Wohnung für Paare jeden Alters. Die Eigentumswohnung bietet neben einem hellen Wohnzimmer ein weiteres Zimmer. Im geräumigen Flur gibt es eine praktische Nische, die sich bestens für eine große Flurgarderobe eignet. Schuhe, Taschen und Mäntel können hier gut verstaut werden. Die Dachterrasse erreichen Sie durch das Terrassenfenster direkt vom Wohn- oder Schlafzimmer aus. Freuen Sie sich auch auf das modern ausgestattete, geflieste Bad mit Badewanne und Dusche. Ein Kellerraum gehört ebenfalls zur Eigentumswohnung. Genießen Sie das ruhige Wohnen in den Schöneberger Höfen.', '• Dachterrasse\n• Eichenparkett \n• elektronische Rollläden\n• Videosprechanlage\n• bodengleiche Dusche\n• Fußbodenheizung\n• Fahrradstellplätze im Gebäude\n• Abstellraum\n• Aufzug\n• 3 Spielplätze im Quartier', 'Von oben betrachtet erinnert Ihr Zuhause an ein großes grünes T. Unter dem begrünten Flachdach finden sich auf fünf Etagen 161 moderne und komfortable Wohnungen, die für jeden Geschmack etwas bieten. Wie Ihr Leben auch aussehen mag, in den Schöneberger Höfen werden Sie bei der Suche nach einem Zuhause fündig. Sie müssen sich nur entscheiden. Clevere Grundrisse, ein barrierefreier Zugang und eine massive Bauweise sind bei allen Wohnungen inklusive.'];floor_heating;;n;;;;;;;disabled;7000206;5;5;true;72867;true;;
2020-05-30 19:41:42.554686;Berlin;ONE_YEAR_FREE;1011756;n;y;https://pictures.immobilienscout24.de/listings/84df5000-f89c-420e-8066-10902562e271-1372197580.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;12.78;116899028;district_heating;y;false;MagentaZuhause L;Berlin;y;7;no_information;7.25;57;Berlin;10557;no_information;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10557;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1011756;325000;profile0;2;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;I-00TEMQ-W-02IEA2;2;Berlin;/expose/116899028;['Die angebotene Wohnung im 5. Obergeschoss erreichen Sie bequem mit dem Aufzug. Der Eingangsbereich öffnet sich zu einem geräumigen Flur, der ausreichend Stauraum bietet. Von dort aus sind sowohl die beiden Zimmer als auch die Küche und das Badezimmer zu betreten. Der Lebensmittelpunkt dieser Wohnung ist das nach Westen ausgerichtete Zimmer mit Balkon. Durch die großen Fenster ist der gesamte Raum mit Tageslicht versorgt. Der große Balkon bietet ausreichend Platz für Sitzgelegenheiten und lädt mit einem Ausblick in den Carl-von-Ossietzky-Park zum Entspannen ein. Das zweite Zimmer ist nach Osten ausgerichtet, sodass gerade in den Morgenstunden die Sonne hineinscheint. Ebenfalls nach Osten ausgerichtet liegen die Küche und das Wannenbad. Zusätzlich zu dieser Wohnung gehört ein Kellerabteil. Die Nutzung eines Fahrradkellers sowie einer Waschküche, zusätzlich ausgestattet mit einem Trockner und einer Wäschemangel, ergänzen das Angebot für die Wohngemeinschaft.\r\n\r\n\r\nAusstattung:\r\n\r\n● Erneuerung aller Fenster in 2019\r\n● doppelt verglaste Fenster mit Kunststoffrahmen\r\n● Einbauküche\r\n● Stauraum im Flur\r\n● Wannenbad\r\n● Balkon mit Blick in den Carl-von-Ossietzky-Park\r\n● Waschküche, Trockner und Wäschemangel im Sondereigentum\r\n● Kellerabteil und Fahrradkeller\r\n● hohe Instandhaltungsrücklage', 'Fliesen', 'Die Wohnung befindet sich im Stadtteil Tiergarten und bietet mit ihrer Nähe zur Spree viele Möglichkeiten die Umgebung zu genießen. Die zentrale und dennoch ruhige und grüne Lage macht diese Gegend zu einem Geheimtipp unter den Wohnlagen Berlins. Für Naturliebhaber und auch Sportbegeisterte lädt der nahe gelegene Tiergarten dazu ein, auf einer der vielen Liegewiesen Platz zu nehmen oder die Weitläufigkeit zum Joggen zu nutzen. Das Schloss Bellevue, Schloss Charlottenburg, mit seinem angrenzenden Park, die Siegessäule, der Carl-von-Ossietzky-Park und auch das Regierungs- und Botschaftsviertel sind mit dem Fahrrad oder zu Fuß gut zu erreichen. Der S-Bahnhof Bellevue ermöglicht eine sehr gute Anbindung sowohl in die City West zum Ku´damm als auch in die Stadtmitte. Die Buslinien 245 und TXL fahren direkt auf der Straße Alt-Moabit und bringen Sie in nur wenigen Minuten zum Hauptbahnhof, von wo aus Sie mit der S-Bahn schnell alle Teile Berlins erreichen.', 'Die Courtage in Höhe von 7,14 % inkl. der gesetzlichen Mehrwertsteuer auf den Kaufpreis ist mit dem Zustandekommen des Kaufvertrages (notarieller Vertragsabschluss) verdient und fällig. Die vermittelnde und/oder nachweisende Engel & Völkers Berlin Mitte GmbH (Lizenznehmer der Engel & Völkers Residential GmbH ) und ggf. deren Beauftragter, erhalten einen unmittelbaren Zahlungsanspruch gegenüber dem Käufer (Vertrag zugunsten Dritter, § 328 BGB).\r\nHinweise: \r\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber übermittelt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Zwischenvermietung bleibt vorbehalten. Sollte das von uns nachgewiesene Objekt bereits bekannt sein, teilen Sie uns dieses bitte unverzüglich mit. Die Weitergabe dieses Exposés an Dritte ohne unsere Zustimmung löst gegebenenfalls Courtage- bzw. Schadensersatzansprüche aus. Im übrigen gelten die allgemeinen Geschäftsbedingungen für die Rechtsbeziehung zwischen Ihnen und Engel & Völkers Büro Berlin Mitte GmbH. Wir stehen Ihnen mit weiteren Informationen zum Objekt und zum Eigentümer sowie für Besichtigungen gern zur Verfügung.'];central_heating;1958;y;2;196;energy_consumption;C;96.76;;;;5;8;;;;;
2020-05-30 19:41:42.922340;Berlin;ONE_YEAR_FREE;175423;n;n;https://pictures.immobilienscout24.de/listings/c3c83a45-ebeb-4e9e-8fe7-e859441fb7a2-1359872026.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;15;12.41;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;12.41;116901385;gas;n;false;MagentaZuhause L;Berlin;n;4;no_information;6.33;36;Berlin;12103;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12103;1;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.175423;162000;profile0;1;true;n;showqualicontactform;n;n;Tempelhof_Tempelhof;5452 (1/5452);1;Berlin;/expose/116901385;['Bezugsfertige Altbauwohnung.\rSchöner begrünter Hof.\rRuhige Lage.\rDie Wohnung wird möbliert verkauft. ', 'Für sonstige Informationen und Besichtigungen kontaktieren Sie bitte Herrn \rLutz W. Potempa\rMobil:    0172 672 46 40\rE-Mail: potempa@ez-immobilien.de'];;1900;y;1;;energy_consumption;D;126;;;;3;3;;;;;
