timestamp;obj_regio1;obj_heatingType;ga_cd_via_qualified;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_usableArea;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_lastRefurbish;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_groupnumber;evt_count_pm_sig;obj_noParkSpaces;ga_cd_developer_virtualreality;obj_project_id;obj_nbp;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed
2020-05-30 19:30:34.379547;Berlin;self_contained_central_heating;true;ONE_YEAR_FREE;3916566;n;y;https://pictures.immobilienscout24.de/listings/de258e44-6e41-4d99-96bb-a5622da44aa4-1371849606.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;10.37;40 MBit/s;telekom_layer_magenta_l;123.26;über VDSL;1906;REGULAR;disabled;10.37;118112249;gas;y;false;MagentaZuhause L;y;Berlin;y;9;1;346.72;5;energy_required;4.8;123.26;Berlin;12203;well_kept;normal;NO_INFORMATION;false;100 MBit/s;no_information;Haydnstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Haydnstr.;apartment;12203;4;174;n;1999;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.3916566;599000;profile0;4;4;true;y;n;n;Lichterfelde_Steglitz;118112249;6;Berlin;/expose/118112249;['Schöner, modernisierter Altbau mit sehr gepflegtem Gemeinschaftseigentum.', 'Die Wohnung ist sonnendurchflutet, hat zwei Balkone.\nDie Deckenhöhe beträgt ca. 3,36 m.\n\nIn der Wohnung lebt eine 84 jährige Mieterin.\n\nWICHTIG: 1.230 € -  Kaltmiete für die nächsten 5 Jahre.', 'Das Wohnensemble Haydnstr. 5 befindet sich im ältesten Berliner Villenviertel Lichterfelde-West und gehört als Teil des Bezirkes Steglitz/Zehlendorf zu den bekanntesten und begehrtesten Wohnlagen der deutschen Hauptstadt Berlin.\nGelegen zwischen dem Botanischen Garten, Bäkepark, dem Klinikum Steglitz sowie dem Teltowkanal und der Schloßstraße Steglitz,\nmit ihren vielfältigen Einkaufs- und\nkulturellen Möglichkeiten, erschließen\nsich von hier für die Bewohner\nalle Vorzüge des urbanen Lebens,\nverbunden mit diversen Freizeit und\nErholungserlebnissen.\nDer Botanische Garten gehört mit einer Fläche\nvon 43 ha und seinen etwa 22.000 Pflanzenarten\nzu den größten und artenreichsten\nbotanischen Gärten der Welt und ist als ein\nZentrum der Naherholung außerordentlich\nbeliebt.', 'Der Makler-Vertrag mit uns und/oder unserem Beauftragten kommt durch schriftliche Vereinbarung oder durch die Inanspruchnahme unserer Maklertätigkeit auf der Basis des Objekt-Exposés und seiner Bedingungen zustande. Die Käufercourtage in Höhe von 3,57% auf den Kaufpreis einschließlich gesetzlicher Mehrwertsteuer ist bei notariellem Vertragsabschluss verdient und fällig. \nDie Höhe der Bruttocourtage unterliegt einer Anpassung bei Steuersatzänderung. \nDie Gies & Schramm Immobilienkoordination und ggf. deren Beauftragte erhalten einen unmittelbaren Zahlungsanspruch gegenüber dem Käufer (Vertrag zugunsten Dritter, § 328 BGB). \nGrunderwerbssteuer, Notar- und Gerichtskosten trägt der Käufer.\nAlle Angaben sind ohne Gewähr und basieren ausschließlich auf Informationen, die uns von unserem Auftraggeber übermittelt wurden. Wir übernehmen keine Gewähr für die Vollständigkeit, Richtigkeit und Aktualität dieser Angaben. Zwischenvermietung bleibt vorbehalten. Sollte das von uns nachgewiesene Objekt bereits bekannt sein, teilen Sie uns dieses bitte unverzüglich mit. \nDie Weitergabe dieses Exposees an Dritte ohne unsere Zustimmung löst gegebenenfalls Courtage- bzw. Schadensersatzansprüche aus. \nIm Übrigen gelten die allgemeinen Geschäftsbedingungen für die Rechtsbeziehung zwischen Ihnen und Gies & Schramm Immobilienkoordination.'];;;;;;;;
2020-05-30 19:30:34.753995;Berlin;self_contained_central_heating;;ONE_YEAR_FREE;179106;n;n;https://pictures.immobilienscout24.de/listings/cc3353d5-133d-459b-b1b4-2566a8190edb-1368636806.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.48;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1900;REGULAR;;11.48;118276878;gas;n;true;MagentaZuhause L;y;Berlin;y;6;1;178.04;no_information;energy_consumption;7.14;57;Berlin;10245;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;no_information;10245;2;129.8;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.179106;289000;profile0;4;2;true;n;n;n;Friedrichshain_Friedrichshain;J13113;2;Berlin;/expose/118276878;"['""BITTE PRÜFEN SIE AUCH IHREN SPAM-FILTER, WENN SIE EINE IMMOBILIE BEI UNS ANFRAGEN, UM KEINE E-MAIL ZU VERPASSEN""\n/""PLEASE CHECK YOUR SPAM FILTER SO YOU DO NOT MISS ANY EMALS""\n\nDie Wohnung befindet sich im 1. Obergeschoss des Hinterhauses mit Blickrichtung in den Innenhof. Es handelt sich hier um eine 2-Zimmer Altbauwohnung im renovierungsbedürftigen Zustand. Der Grundriss ist ideal geeignet für Singles und Paare. Zu den Ausstattungen gehören Altbau- typische Elemente wie Holzfenster, ein schöner Dielenboden und hohe Decken. Lassen Sie sich bei einer Besichtigung von der Wohnung begeistern. \n\nThe apartment is located in the rear building, facing the inner courtyard. It is a 2 room old building flat in need of renovation. The floor plan is ideal for singles and couples. The equipment includes typical elements of an old building such as wooden windows, floor boards and high ceilings. Let you inspire with an inspection in the apartment. ', 'Altbau, Dielen, Gasetagenheizung, Keller, Leerstand, unvermietet, Selbstnutzung', 'Diese Wohnlage gehört zu den beliebtesten der Stadt. Die Kombination aus Einzelhandelsgeschäften sowie einem umfangreichen Angebot an Gastronomie macht diese Lage im Herzen von Friedrichshain so attraktiv. Die Einkaufsmöglichkeiten lassen keine Wünsche offen, alle Waren des täglichen Bedarfs können in fußläufiger Nähe eingekauft werden. Zum Shoppen und Flanieren laden die nahegelegene Frankfurter Allee und der Simon-Dach-Kiez rund um den Boxhagener Platz ein. Natürlich sind auch die anderen Zentren der Stadt, wie der Alexanderplatz oder der Potsdamer Platz, schnell und unproblematisch erreichbar.\nThis residential area is one of the most popular in the city. The combination of retail shops and an extensive range of gastronomy makes this location in the heart of Friedrichshain so attractive. The shopping possibilities leave nothing to be desired, all daily necessities can be bought within walking distance. The nearby Frankfurter Allee and the Simon-Dach-Kiez neighborhood around Boxhagener Platz invite you to shop and stroll. Of course, the other centres of the city, such as Alexanderplatz or Potsdamer Platz, can also be reached quickly and easily.', 'Sie möchten Ihre Immobilie verkaufen? Wir sind Ihr Partner für einen erfolgreichen Verkauf. \n1.Unsere Experten verfügen über tiefgehende Kenntnis des bestehenden Immobilienmarktes und entwickeln gerne eine individuelle Verkaufsstrategie für Sie. Wir bewerten Ihre Immobilie unverbindlich, kostenfrei und marktgerecht.\n 2.Wir sind für Sie da und begleiten Sie von der kostenlosen Beratung bis hin zum Notartermin, immer getreu unserer Philosophie: kompetent, zuverlässig und diskret. \n3.Unser nationales und internationales Netzwerk sowie interne Synergien ermöglichen Ihnen den Zugang zu potenziellen Käufern aus aller Welt und somit einen erfolgreichen Abschluss. \nProfitieren Sie von unserem Know-How, rund 25 Jahren Erfahrung und Standorten in den besten Lagen Berlins. Gerne beraten wir Sie kostenlos in unserem Büro, per Telefon oder E-Mail!  \nEnergieausweis vorhanden:\nja']";666;;;;;;;
2020-05-30 19:30:35.286450;Berlin;central_heating;;ONE_YEAR_FREE;3935739;n;y;https://pictures.immobilienscout24.de/listings/26d566f2-658b-42a9-9e4d-32969362d9b3-1367294619.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;9.73;40 MBit/s;telekom_layer_magenta_l;;über VDSL;;REGULAR;;9.73;118056536;gas;y;false;MagentaZuhause L;y;Berlin;y;4;;370;no_information;energy_required;3.79;36;Berlin;14195;refurbished;sophisticated;E;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;roof_storey;14195;1;151.8;n;2018;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.3935739;189000;profile0;2;1;true;y;n;n;Dahlem_Zehlendorf;118056536;1;Berlin;/expose/118056536;['Die angebotene helle 1 Zi-DG-Whg. liegt in ausgezeichneter, ruhiger Lage mit ausreichend Parkmöglichkeiten. Sie ist zum Hinterhof ausgerichtet und bietet einen Blick ins Grüne und den geschmackvoll angelegten, sehr großzügigen Garten des Hauses. Das Haus wurde 2017 im Bereich Dach und Fassade neu saniert.\nDie Wohnung wird bezugsfrei und renoviert übergeben. Sie bietet  auch gute Möglichkeit für Kapitalanlage. Hier würde sich eine möblierte Zeitvermietung ideal anbieten, da die Möblierung auf die Miete umgelegt werden kann.\nDie Wohnung verfügt über einen geräumigen Wohn-Essbereich mit offener Küche und einen Balkon. Der Fußboden wurde mit  hochwertigem Eichenstab-Hochkantlamellenparkett verlegt. Die Einbauküche ist im Kaufpreis enthalten. Das Badezimmer wurde geschmackvoll saniert. Die Wohnung verfügt zusätzlich über Abstellkammer und  Kellerraum.', 'Die angebotene Wohnung befindet sich im südwestlichen Teil des Stadtbezirkes Steglitz-Zehlendorf im Ortsteil Dahlem. Dieser zeichnet sich besonders durch seine exklusive Bebauung und grüne Lage aus. \n\nVon der Wohnung fußläufig erreichbar befinden sich Erlenbusch,  Gustav-Mahler-Platz sowie der Botanische Garten. Der ebenfalls nicht weit entfernte Grunewald ist eine Oase für Spaziergänger, Radfahrer und Hundebesitzer. Wunderbar kann man sich auch an dem kleinen Grunewaldseen erholen und genießt die grünen Seiten Berlins.\n\nEinkaufsmöglichkeiten für den täglichen Bedarf bietet der Breitenbachplatz. Weitere nahegelegene Möglichkeiten befinden sich in der Schloßstraße sowie in der Königin-Luise-Straße. Gastronomisch wird im Umfeld viel geboten.\n\nDie Lage bietet beste Anbindungen zu öffentlichen Verkehrsmitteln, Flughäfen und Autobahn. Der U-Bahnhof Podbielskiallee ist nur 150m entfernt.'];;showqualicontactform;;;;;;
2020-05-30 19:30:35.609272;Berlin;central_heating;;ONE_YEAR_FREE;174522;n;n;https://pictures.immobilienscout24.de/listings/a9a45a46-62e3-4f4f-af55-f4368093acba-1368683286.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;12.19;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1900;REGULAR;disabled;12.19;118280874;district_heating:local_heating;n;true;MagentaZuhause L;y;Berlin;y;8;1;;no_information;energy_consumption;7.44;86;Berlin;10997;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10997;3;133;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;489000;profile0;;3;true;n;n;n;Kreuzberg_Kreuzberg;118280874;4;Berlin;/expose/118280874;['Diese 3-zimmrige Wohnung bietet erstklassige Voraussetzungen für die weitere Vermietung. In dem gepflegten Haus wurden 2010 neue Isolierverglasungen eingesetzt. Zudem wurde das Haus an die Fernwärmeversorgung angeschlossen. Eine Einbauküche gehört nicht zum Kaufumfang. Das Badezimmer ist u.a. mit einer Wanne ausgestattet. Optimiert wird dieses sehr attraktive Immobilienangebot von einem Kellerraum.\nIn dieser beliebten Trendposition und markanten Altbauarchitektur stimmen die stets gefragten Lage-, Bau- und Ausstattungsqualitäten.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;showqualicontactform;;;;;;
2020-05-30 19:30:35.945069;Berlin;central_heating;;ONE_YEAR_FREE;145924;n;n;https://pictures.immobilienscout24.de/listings/728171fe-da18-4c4b-ae86-adb4396aa4b6-1369857365.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;7.89;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1960;REGULAR;;7.89;118276317;oil;y;false;MagentaZuhause L;y;Berlin;y;6;2;201;no_information;energy_consumption;3.38;51;Berlin;14193;modernized;no_information;D;false;100 MBit/s;carport;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;raised_ground_floor;14193;2;121;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.145924;295000;profile0;3;2;true;n;n;n;Grunewald_Wilmersdorf;11127;2;Berlin;/expose/118276317;['Zum Verkauf steht hier eine 2-Zimmerwohnung im Hochparterre eines gepflegten Mehrfamilienhauses aus den 1960iger Jahren. Die Wohnung wurde im Jahr 2012 umfassend modernisiert. Im Zuge der Modernisierung wurde auch der Grundriss optimiert. Die Wohnung wird möbliert verkauft und ist ideal für Singles oder Paare geeignet. Das Wohnzimmer ist großzügig dimensioniert und nach Westen ausgerichtet. Direkt ans Wohnzimmer schließt sich die helle und komplett ausgestattete Küche an. Das Tageslichtbad verfügt über eine Dusche und bietet ausreichend Platz. Das gut proportionierte Schlafzimmer ist zum Hof hin nach Osten ausgerichtet. Auf dem Hof steht ein Carport zur Verfügung.', '- Einbauküche\n- Möbliert \n- Tageslichtbad\n- Laminat\n- Stellplatz', 'Diese Wohnung befindet sich im Westen von Schmargendorf in unmittelbarer Nähe zum Roseneck. Die Umgebung ist geprägt von kleinen Mehrfamilienhäusern und einigen Botschaften. Die Nähe zum Grunewald macht den besonderen Freizeitwert dieser Lage aus. Vielfältige Gastronomische Angebote und verschiedene Einkaufmöglichkeiten sind bequem zu erreichen. Einhundert Meter von der Wohnung entfernt erreicht man verschiedene Buslinien und die A100 sowie die A115 ist nur wenige Minuten entfernt.', 'Bei Abschluss des Kaufvertrages beträgt die vom Erwerber zu zahlende Maklerprovision 7,14% inkl. gesetzlicher Mehrwertsteuer vom beurkundeten Kaufpreis. Die in diesem Angebot genannten Daten stammen vom Eigentümer/Verkäufer, insofern können wir für die Richtigkeit der Angaben keine Haftung und/oder Gewährleistung übernehmen. Irrtum und Zwischenverkauf vorbehalten.'];;showqualicontactform;1;;;;;
2020-05-30 19:30:36.292762;Berlin;no_information;;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/863ba874-5c46-4524-b076-5b97dbf0f112-1368681465.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;13.14;40 MBit/s;telekom_layer_magenta_l;;über VDSL;;REGULAR;disabled;13.14;118280715;;y;true;MagentaZuhause L;y;Berlin;y;5;;;no_information;;6.09;55;Berlin;12359;no_information;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12359;2;;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;229000;profile0;;2;true;n;n;n;Britz_Neukölln;118280715;2;Berlin;/expose/118280715;['Mit zwei quadratisch geschnittenen Zimmern, einer geräumigen Küche und einem taghellen Bad steht diese Wohnung sehr gut da. Das Zimmer zur Sackgasse hat ein Fenster in die Morgensonne. Herrlich ausgerichtet zum Garten in die Nachmittags- und Abendsonne, noch dazu mit Balkon davor, ist das Wohnzimmer. Auf charaktervollen, frisch abgezogenen Holzdielen lässt sich ein tolles Ambiente genießen. Alle Fenster wurden erneuert. Eine Einbauküche ist nicht im Kaufpreis enthalten. Gepflegt präsentiert sich das klassisch weiß geflieste Wannenbad. Zu dieser Wohnung gehört ein Hobbykeller mit Stromanschluss.\nDie Raumwärme und Warmwasserversorgung erfolgt durch eine Gaszentralheizung, die energetisch saniert wurde. Der Fernseh- und Radioempfang wird von einer Gemeinschaftssatellitenanlage gewährleistet. Im Rahmen umfangreicher Sanierungen sind u.a. das Dach und die Abwasserleitungen erneuert worden. 2015 fand eine Fassadensanierung statt. 2017 wurde das Treppenhaus saniert.\nMit den guten Lage-, Bau-, Raum- und Ausstattungsqualitäten lässt sich eine sehr angenehme Atmosphäre genießen. Diese Wohnung erfreut auf mehrfache Weise.\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;showqualicontactform;;;;;;
2020-05-30 19:30:36.648647;Berlin;central_heating;;;18236579;n;y;https://pictures.immobilienscout24.de/listings/bac5f757-bbfe-417e-852b-106ba76da1df-1368646844.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;10.3;;;;;1977;;;10.3;118278089;gas;y;false;;y;Berlin;y;10;3;301;no_information;energy_required;4.2;102;Berlin;14169;refurbished;no_information;;false;;no_information;no_information;n;;;no_information;apartment;14169;3;76;n;;2,active;;Deutschland;top;;wohnung_kauf;n;;;;002.01008557000;788000;profile0;;3;true;n;n;n;Zehlendorf_Zehlendorf;908;5;Berlin;/expose/118278089;['Diese helle 3 Zimmer Wohnung liegt in eine gepflegten Mehrfamilienhauses in Berlin Zehlendorf. Die Anlage ist sehr gepflegt und wird überwiegend von Eigentümern bewohnt. \nDie Wohnung wurde im Jahr 2015 Saniert. Neue Elektrik, Boden, Fenster, Badezimmer, Geste wc, ecc.\nDie Räume sind weitläufig geschnitten und bieten durch eine Ausrichtung nach Ost-West viel Tageslicht.\nDer Grundriss der Wohnung ist Optimal, alle Zimmer gehen vom zentralen Flur ab. \nNeue Küche und modern Bader mit separaten Gäste-WCs sowie elegantes Laminat runden die Ausstattung ab.\nBodentiefe Fensterfronten sorgen für eine lichtdurchflutete Atmosphäre und eröffnen einen herrlichen Blick in die grüne Umgebung\n\nWeiters auf Anfrage', '- Bad mit Fenster und Wanne\n- Gäste WC\n- Balkon\n- Einbauküche\n- Böden: Laminat\n- Kunststofffenster\n- Zustand: gepflegt', 'Diese Liegenschaft befindet sich in eine sehr guter Wohnlage im Berliner Bezirk Zehlendorf. Sie liegt in einer ruhigen Straße mit altem Baumbestand.\nDie Anbindung an den ÖPNV ist ebenfalls hervorragend, da man in wenigen Minuten zu Fuß diverse Buslinie erreicht. \nZahlreiche Einkaufsmöglichkeiten für den täglichen Bedarf befinden sich in direkter Umgebung.', 'Da die Wohnung derzeit noch bewohnt ist,\ndürfen wir keine weiteren Bilder veröffentlichen.'];;showqualicontactform;;;;;;
2020-05-30 19:30:37.056601;Berlin;district_heating;true;ONE_YEAR_FREE;33013;n;n;https://pictures.immobilienscout24.de/listings/b8bedc4e-d000-4336-8ac0-741958c81717-1368666465.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;16.54;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1930;REGULAR;disabled;16.54;118279564;no_information;n;true;MagentaZuhause L;y;Berlin;y;5;1;184;no_information;;8.84;42.02;Berlin;12049;well_kept;no_information;;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12049;1.5;;n;;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.33013;205000;profile0;4;1;true;n;n;n;Neukölln_Neukölln;186534;2;Berlin;/expose/118279564;['- well-kept house\n\n- south orientation of the apartment with a side view of the Tempelhofer Feld', '- open kitchen with a view of the dining area\n\n- floor board\n\n- bright bathroom\n\n- furniture can be taken over on request', '- next to Tempelhofer Feld\n\n- quiet side street with lots of parking\n\n- various cafes, restaurants and shops within walking distance\n\n- close to bus and the underground (U8)', 'The commission of 7,14% of the purchase price (19% VAT) will be borne by the purchaser  and shall be payable to the BBI Immobilien after completion of the purchase contract.  \n\nWhat`s your property worth? We offer a free value determination of your property conducted by our experts. If you wish, we can handle the professional and promptly sale of your property. \n\nYou can contact us anytime, even on weekends.'];3;showqualicontactform;;true;;;;
2020-05-30 19:30:37.516222;Berlin;district_heating;;;13757876;n;y;https://pictures.immobilienscout24.de/listings/7a891dbb-b96b-47c1-9a2c-886914289d0d-1352730547.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;21;10.5;;;;;2018;;disabled;10.5;114674119;no_information;n;false;;n;Berlin;n;11;9;450;135;energy_required;6.67;111.74;Berlin;13086;no_information;no_information;C;false;;underground_garage;"Charlottenburger Stra&szlig;e";y;;;Charlottenburger_Straße;roof_storey;13086;4;71;n;;2,active;;Deutschland;top;;wohnung_kauf;n;5;;false;001.13757876;1081500;profile0;;4;true;n;n;n;Weißensee_Weißensee;643;5;Berlin;/expose/114674119;['In der Charlottenburger Straße 135–138 entstehen 45 Eigentumswohnungen. \n\nEin Ensemble von fünf Häusern mit einer klaren, hellen Fassade. Die unterschiedlichen Höhen der Gebäude spiegeln die Individualität der Menschen wider, die sie bewohnen. Die Architektur von hkt – die architekten steht für Vielfalt und ein harmonisches Ganzes. Denn zu Berlin passt vieles – aber keine Beliebigkeit. Dank der zahlreichen unterschiedlichen Wohnungstypen findet hier jeder seine passende Lieblingswohnung.', 'Rund um die Charlottenburger Straße findet man sie noch, eine intakte Infrastruktur mit allem, was man fürs tägliche Leben braucht: Kitas, Schulen, Ärzte und Einzelhandel ebenso wie traditionelle Werkstätten, versteckte Gewerbehöfe, nette Cafés und Delis. Hier ist man noch unter sich und genießt die entspannte Atmosphäre im Kiez. Sport- und Freizeitangebote gibt es in der unmittelbaren Umgebung. Auch kulturell wird einiges geboten: Die Brotfabrik versammelt Kino, Bühne, Galerie, Literatur, Kneipe und Atelier unter einem Dach. Und das ehemalige Stummfilmkino Delphi wurde erst im letzten Jahr nach aufwendiger Sanierung als Veranstaltungsort für Kunst und Kultur wieder entdeckt.', 'Liebe Interessenten,\n\nDie PRIMUS ist trotz Covid-19 Pandemie für Sie uneingeschränkt da! Wie gewohnt erreichen Sie uns per E-Mail und Telefon. Videoberatungen und virtuelle Wohnungsbegehungen sind selbstverständlich auch möglich. Kommen Sie gerne mit Ihren Fragen und Anliegen zu unseren Projekten auf uns zu. Persönliche Besichtigungen und Beurkundungen finden unter Einhaltung aller Sicherheitsvorkehrungen statt. Außerdem halten wir Sie auf unseren sozialen Netzwerken weiterhin auf dem Laufenden. \n\nWir freuen uns von Ihnen zu hören und bleiben Sie gesund!'];;;;;77060;true;;
2020-05-30 19:30:38.058871;Berlin;district_heating;;ONE_YEAR_FREE;15767851;n;y;https://pictures.immobilienscout24.de/listings/17fe3bd3-a1c3-4df0-ab39-349543472a2f-1368692820.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;4;11.37;40 MBit/s;telekom_layer_magenta_l;;über VDSL;1976;REGULAR;;11.37;118281695;no_information;n;false;MagentaZuhause L;y;Berlin;y;6;3;202.38;6;energy_consumption;5.8;54.93;Berlin;10707;modernized;normal;;false;100 MBit/s;no_information;"Z&auml;hringerstra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Zähringerstraße;raised_ground_floor;10707;2;146;n;2016;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15660317;260000;profile0;7;2;true;n;n;n;Wilmersdorf_Wilmersdorf;ID4170;2;Berlin;/expose/118281695;"['Zum Verkauf steht eine vermiete ETW in ruhiger Wilmersdorfer Lage. \n\nDie angebotene Wohnung befindet sich im EG/Hochparterre und ist seit August 2011 langfristig unbefristet vermietet. \n\nDer gesamte Gebäudekomplex wurde in den Jahren 2016/2017 umfassend modernisiert. Folgende Maßnahmen wurden hierbei durchgeführt:\n\n+ Treppenhausrenovierung\n+ Installation einer Video-Gegensprechanlage\n+ Einbau neuer Wohnungseingangstüren (EG bis 4.OG)\n+ Instandsetzung und malermäßige Überarbeitung der Straßen- und Innenhoffassade\n+ Austausch aller Fenster vom EG bis 4.OG durch neue anthrazitfarbene Fensterelemente\n+ Instandsetzung der Fahrstuhlkabinen\n+ Ergänzung der vorhandenen Bepflanzung im Innenhof und in den Vorgärten\n+ Erneuerung der Kaltwasser- und Abwasserleitungen\n\nDie Heiz- und Warmwasserversorgung erfolgt zentral über Fernwärme. Zu jeder Wohnung gehört ein Kellerabteil als zusätzliche Stellfläche.\n\nNKM 409,10 EUR\nBK 152,20 \nWarmmiete 561,30 EUR\n\nSPERRFRIST FÜR EIGENBEDARFSKÜNDIGUNG NOCH BIS 2026.', ""Hier lebt man fein und gelassen. In wenigen Minuten Fußlauf erreicht man den Olivaer Platz und den Ku'damm. Mehrere U-Bahn-Stationen (U2, U3, U7) sind ebenfalls schnell erreichbar. ""]";;;;;;;;
