timestamp;obj_regio1;obj_heatingType;ga_cd_via_qualified;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_galleryAd;obj_pricetrendbuy;obj_scoutId;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_usableArea;obj_yearConstructed;obj_firingTypes;obj_yearConstructedRange;obj_rentSubsidy;obj_energyType;obj_energyEfficiencyClass;obj_thermalChar;obj_floor;obj_numberOfFloors;obj_lastRefurbish;obj_groupnumber;obj_noParkSpaces
2020-05-30 19:26:14.900457;Berlin;no_information;true;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/db704cb3-aae3-43f5-a400-be1e61b8ef40-1370329022.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;11.37;118566212;y;true;MagentaZuhause L;y;Berlin;y;9;no_information;5.8;109;Berlin;10715;no_information;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10715;3;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;595000;profile0;3;true;n;showqualicontactform;y;n;Wilmersdorf_Wilmersdorf;118566212;5;Berlin;/expose/118566212;['Diese Wohnung besticht durch ihre intensive Zimmerhelligkeit, dank großer, meist bis zum Boden reichender Isolierglasfenster. Die moderne Niedrigenergiebauweise erzeugt in Verbindung mit den überall verlegten Fußbodenheizungen ein angenehmes Raum-klima. Diese zugleich ästhetische, weil unsichtbare Heiztechnik ist an eine Gaszentralheizung angeschlossen. Sehr attraktiv ist die Raumarchitektur, zumal alle drei Zimmer einen Zugang auf eine der beiden Außenflächen bieten. Die Küche ist durch den groß zügigen Wohn- und Essbereich zugänglich. Im Wohn- und Ess-bereich, in den Schlafzimmern sowie der Diele liegt hochwertiges Holzparkett. In den Bädern erfreut ein klassisch weißes Fliesen-design auf den Böden und an den Wänden. Auffallend sind die verglasten Schiebetüren, Glaswände und speziellen behinderten-gerechten Einrichtungen in den Bädern. Das exklusiv einem Zimmer zugeordnete Bad en suite ist u.a. mit einer Wanne ausge-stattet. Das andere Bad enthält u.a. eine Duschkabine. Zwischen den Bädern wurde ein Wirtschaftsraum integriert. Eine weitere Nutzfläche bietet der Kellerraum im Untergeschoss.\nDas gesamte Gebäude wurde barrierefrei inklusive Personen-aufzug konzipiert.\nWer ein generöses und lichtstarkes Ambiente möchte, in einem fortschrittlichen Bauwerk, kann in dieser Wohnung entspannt in die Zukunft blicken. Besonders angenehm ist Wilmersdorf an diesem Ort wegen der vielen Geschäfte und Lokale sowie der Parknähe.\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;
2020-05-30 19:26:15.275371;Berlin;no_information;;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/a614e1a8-1fb8-494a-a935-4800ba698054-1370329395.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;16.54;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;16.54;118566227;n;true;MagentaZuhause L;y;Berlin;n;8;no_information;8.84;80;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;449000;profile0;3;true;n;showqualicontactform;n;n;Neukölln_Neukölln;118566227;3;Berlin;/expose/118566227;['Diese kernsanierte Altbauwohnung wurde sinnvoll umgebaut und mit viel Liebe zum Detail kreativ gestaltet. Der Flur wurde zur Küche geöffnet, wodurch eine ansprechende Fläche für einen groß-zügigen Wohn-, Koch- und Essbereich entstand. Frappant ist die kolorierte Verglasung zwischen diesem einladenden Wohn-, Koch- und Essbereich und dem Badezimmer. Sowohl der Kochbereich als auch das Bad faszinieren mit neuen individuellen Design-ausstattungen und Fenstern in Südlage. Beachtenswert sind u.a. die Kochinsel mit Gasherd und Waschsäulen. Der Wohn-, Koch- und Essbereich befindet sich im sogenannten „Berliner Zimmer“, das ein generöses Durchgangs-zimmer zwischen dem Wohn-zimmer im Vorderhaus und dem Seitenflügel ist. Das Wohnzimmer führt weiter auf die Loggia, die zur hübschen Straße einen angenehmen Aufenthalt bietet. Zur anderen Seite ist das Schlaf-zimmer durch zwei Türen zugänglich. Dieses behagliche Zimmer ist mit seinem Fenster in die Morgensonne zum Hof ausgerichtet. Akzentuiert wird das sehr wohnliche Ambiente in den beiden Zimmern und dem Wohn-, Koch- und Essbereich von markanten Holzdielenböden, die sehr gut renoviert wurden. Auch die originalen Holzprofiltüren wirken auf die exzellente Raumästhetik  ein.\nWer ein Altbauambiente mit komfortablen Räumlichkeiten sucht, geschickt garniert mit stilvollen modernen Designelementen, der sollte auf diese Wohnung aufmerksam werden.\nIn Zusammenhang mit der stark nachgefragten Lage wird ein erstklassiges Kaufangebot in sehr wohnlicher Lage geboten.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;
2020-05-30 19:26:15.594373;Berlin;no_information;;ONE_YEAR_FREE;174522;n;n;https://pictures.immobilienscout24.de/listings/c6899e5d-0c44-4647-911a-ae50b41df76d-1370328335.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;11.37;118566122;y;true;MagentaZuhause L;y;Berlin;y;6;no_information;5.8;48;Berlin;10789;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10789;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;280000;profile0;2;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;118566122;2;Berlin;/expose/118566122;['Auf der Suche nach einer kompakten Wohnung mit zwei großzügigen Zimmern sollte diese attraktive Wohnung nicht übersehen werden. Komplett saniert und modernisiert erfreut ein apartes Ambiente. Zum Modernisierungsumfang 2015 gehörte u.a. die Installation neuer elektrischer Leitungen. Zur Verfügung steht eine moderne Wohneinbauküche im exquisiten Landhausstil. Integriert sind u.a. ein Kühl-/Gefrierschrank, Kochfeld, Ofen, Dunstabzug, Geschirrspüler, eine Waschmaschine und kleine Abstellkammer. Ebenfalls sehr sympathisch präsentiert sich das weiß geflieste Duschbad, in dem es u.a. eine Handtuchheizung gibt. Alle Heizkörper sind an ein effizientes Fernwärmesystem angeschlossen. Dieser schönen renovierten Wohnung ist ein Kellerabteil zugeordnet.\nZur einen Seite die Hofharmonie und zur anderen die verkehrsarme Seitenstraße, das sind ideale Lagewerte in der Innenstadt. Mit der komfortablen Architektur und dem ästhetischen Interieur wird Ihnen eine exzellente Wohnqualität in der City-West geboten.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;
2020-05-30 19:26:15.928046;Berlin;central_heating;;ONE_YEAR_FREE;4372177;n;y;https://pictures.immobilienscout24.de/listings/00a990e8-585a-43ea-8808-d74aaa79ffea-1370325225.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;9.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;9.14;118565145;y;false;MagentaZuhause L;n;Berlin;y;5;no_information;3.8;72.61;Berlin;13505;no_information;sophisticated;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;maisonette;13505;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.4372177;241000;profile0;2;true;n;showqualicontactform;n;n;Konradshöhe_Reinickendorf;20004;3;Berlin;/expose/118565145;['Diese lichtdurchflutete Maisonettewohnung befindet sich direkt am Falkenplatz in einem in massiver Bauweise mit 13 Einheiten im Jahr 1991 erbauten Mehrfamilienhaus. Das Objekt liegt auf einem ca. 1.090 m² großen Grundstück. Die Maisonettewohnung erstreckt sich über das erste und zweite Obergeschoss. Die Architektur der Wohnung ist dem modernen Split Level Stil angelehnt, d.h. der Wohnbereich fließt über eine offene Treppe in den Küchenbereich ein. Dies sorgt für eine außergewöhnliche offene Bauweise mit großer Deckenhöhe. Im ersten OG befinden sich das gemütliche sonnige Wohnzimmer sowie ein geräumiges Schlafzimmer mit Zugang zum Bad mit Badewanne. Das separate WC erreichen Sie über den Flur. Im Obergeschoss befindet sich die Küche mit Ausgang zur gartenseitig gelegenen Dachterrasse. Von hier haben Sie einen schönen Blick in den Garten. Das Haus wird mit Erdgas beheizt. Die Heizungsanlage wurde im Jahr 2019 erneuert. Das Wohngeld beträgt 352,00 EUR/Monat.', 'Konradshöhe ist ein ruhiger und grüner Ortsteil von Reinickendorf welcher vorwiegend mit Ein- und Zweifamilienhäusern bebaut ist. Die Wald und Wassernähe wird durch eine optimale Infrastruktur ergänzt. Schulen, Kindergärten und Geschäfte bieten alles für den täglichen Bedarf. In wenigen Gehminuten erreichen Sie den Wanderweg an der Havel, der zu ausgiebigen Spaziergängen einlädt.', 'Bei einer Anfrage bitten wir Sie, uns Ihren Namen, Anschrift und Telefonnummer mitzuteilen, damit wir diese sofort bearbeiten können.\n\nUnser gesamtes Immobilienangebot finden Sie unter: www.amexis.de. \n\n\nSie erreichen uns telefonisch:\n\nMontag bis Freitag 9.00 Uhr - 18.00 Uhr\n, Samstag u. Sonntag 10.00 Uhr - 12.00 Uhr \n\nTelefon: 030 - 414 714 90\n\n\n\nSie möchten den Marktwert Ihrer Immobilie ermitteln oder Ihre Immobilie jetzt bzw. später verkaufen? Wir sind seit über 25 Jahren erfolgreich im Verkauf von Immobilien in Berlin und Umgebung tätig. Die vielen positiven Referenzen bestätigen uns immer wieder aufs neue in unserer Arbeit.\n\n\n\n• Oftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Datenbank\n\n\n• Kosten entstehen Ihnen bei uns keine\n\n• Unsere Spezialisten für Immobilienbewertung und Verkauf stehen Ihnen gerne für ein unverbindliches Gespräch zur Verfügung\n\n\n\nWir freuen uns auf Ihren Anruf unter (030) 414 714 90.\n\n\nWeitere Informationen erhalten Sie unsere Website: www.amexis.de'];6;1991;gas;5;352;energy_required;E;158.1;1;2;;;
2020-05-30 19:26:16.532596;Berlin;central_heating;;;1163286;n;y;https://pictures.immobilienscout24.de/listings/4cba2c42-e40c-47c7-b0bf-6ae083d6472c-1370312604.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.73;;;;;;11.73;118562952;n;false;;y;Berlin;y;9;no_information;5.75;118;Berlin;12159;well_kept;normal;false;;no_information;no_information;n;;;no_information;apartment;12159;4;n;2,active;;Deutschland;standard;;wohnung_kauf;y;;false;001.1163286;569000;profile0;4;true;n;;n;n;Steglitz_Steglitz;1185612888;5;Berlin;/expose/118562952;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 3. OG im Vorderhaus in einem Altbaugebäude aus dem Jahre 1914. Das Gebäude hat keinen Personenaufzug.\nThe dwelling is located in the 3. floor in a building of 1914.', 'Die vermietete Eigentumswohnung hat 4 Zimmer mit Dielen und ein Wannenbad mit Fenster. Die Wohnung hat einen ruhigen Süd-West-Balkon und einen 2. Balkon nach Osten ausgerichtet. Die Küche hat Platz für einen Essplatz. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an.\nThe dwelling has 4 rooms with wooden floor and a balcony to the south-west. If you whant more information with fotos, groundplan etc. please send us your name and your post adress.', 'Das Gebäude befindet sich in klassischer Lage Berlin Friedenau Die S-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is in a quiet street of Friedenau. The S-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];;1914;district_heating;1;384;energy_required;;125.8;3;5;;;
2020-05-30 19:26:16.869872;Berlin;district_heating;;ONE_YEAR_FREE;16092599;n;y;https://pictures.immobilienscout24.de/listings/68ddac86-ad3c-436e-9e42-cc32da924dfb-1370285764.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;17;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;12.78;118555805;y;false;MagentaZuhause L;n;Berlin;y;10;19;7.25;115.5;Berlin;10559;refurbished;sophisticated;false;100 MBit/s;no_information;"Stephanstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Stephanstraße;other;10559;5;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15869752;799950;profile0;5;true;y;showqualicontactform;n;n;Tiergarten_Tiergarten;20bae02f-f77c-4c7b-885b-498033dc29d1;5;Berlin;/expose/118555805;['Die grundsanierte Wohnung ist ideal für Familien oder Menschen mit großem Platzbedarf. Die nach Süden ausgerichtete, 13 qm große Terrasse ist von 3 Zimmern mit bodentiefen Fenstern aus begehbar. Im Sommer kann man hier von ca. 10 Uhr bis abends um 20 Uhr die Sonne genießen. Schatten spendet bei Bedarf eine 5 Meter breite, elektrisch ausfahrbare Markise. Für die Blumenpracht steht ein Außenwasserhahn zur Verfügung. \u2028\nHerzstück der sehr ruhigen, im Gartenhaus gelegenen Wohnung ist die große Wohnküche mit Kücheninsel und Sichtziegelmauerwerk, von der mehrere Zimmer abgehen. Ein schöner Kaminofen sorgt im Winter für eine gemütliche Atmosphäre. Zusätzlich zu den fünf Zimmern gibt es in der Wohnung noch einen kleinen Raum, der zur Zeit als begehbarer Kleiderschrank genutzt wird. Das moderne Badezimmer ist mit einer 1,40 m breiten Duschkabine aus Glas ausgestattet.\u2028\nFalls trotz allem der Platz für einige Dinge nicht reichen sollte, gibt es einen großen, trockenen Kellerraum mit einer Stromversorgung über den Stromzähler der Wohnung.', 'große Südterrasse, bodentiefe Fenster, Einbauküche mit Kochinsel, Kaminofen, ...'];;1888;district_heating;1;343;energy_consumption;;93;4;5;2014;;
2020-05-30 19:26:17.203264;Berlin;no_information;;ONE_YEAR_FREE;174522;n;n;https://pictures.immobilienscout24.de/listings/0ba40dab-7ea0-416e-ade4-6f80150e3328-1370327564.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;11.14;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;11.14;118566000;n;true;MagentaZuhause L;y;Berlin;y;4;no_information;6.17;43;Berlin;10409;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10409;1;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;195000;profile0;1;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;118566000;2;Berlin;/expose/118566000;['Attraktiv sind die Größe, Tageshelligkeit und gute Ausstattungsqualität dieser Wohnung. In der gefragten Klasse Apartments unter 50 m2 ist sie sehr angenehm. Erfreulich sind z.B. das taghelle Bad mit Wanne und die Geräumigkeit der Küche, um einen Esstisch aufzustellen. Zu den wichtigsten Maßnahmen gehörte das Einsetzen von Isolierglasfenstern. Installiert ist eine Gaszentralheizung. Dieser gefälligen Wohnung ist ein Kellerraum zugeordnet.\nWer eine schlichte Wohnung in einem beliebten Stadtteil wünscht, ist mit diesem interessanten Investment auf dem richtigen Weg.\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;
2020-05-30 19:26:17.541806;Berlin;no_information;;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/b655f8df-d4a9-4806-af31-b056abc88d13-1370329720.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;11.73;118566329;n;true;MagentaZuhause L;y;Berlin;y;4;no_information;5.75;61;Berlin;12169;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12169;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;187500;profile0;2;true;n;showqualicontactform;n;n;Steglitz_Steglitz;118566329;3;Berlin;/expose/118566329;['Intelligente Wohnungsgrundrisse, Helligkeit und eine gute Belüftung zeichnen die Bauten von Paul Mebes und Paul Emmerich aus, die im Zeichen der Neuen Sachlichkeit stehen.\nDie gesamte historische Gebäudeanlage ist einwandfrei dokumentiert und in einem guten Zustand. Großzügig und komfortabel geschnitten sind die Zimmer, die sich dank der Ost- und Westausrichtung ihrer großen Doppelkastenfenster erquickend hell präsentieren. Westwärts erfreuen weite Ausblicke ins Grüne. Optimiert wird dieses Immobilienangebot von der effizienten Fernwärmeheizung. Denkbar wäre auch in Zukunft beide Wohnungen zusammenzulegen.\nGehen Sie auf Nummer sicher, in dem sie in beliebter Lage in eine immer gern bewohnte Architektur investieren, um nachgefragte Wohnqualität anbieten zu können.\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;
2020-05-30 19:26:17.995945;Berlin;self_contained_central_heating;true;ONE_YEAR_FREE;16480061;n;y;https://pictures.immobilienscout24.de/listings/18462ae4-0c46-4955-a882-a5c97d6d555d-1370331174.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;;11.73;118566503;n;false;MagentaZuhause L;n;Berlin;y;8;4;5.75;80;Berlin;12167;well_kept;normal;false;100 MBit/s;no_information;Stephanstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Stephanstr.;roof_storey;12167;3;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007331745;442000;profile0;3;true;n;showqualicontactform;n;n;Steglitz_Steglitz;UHSW12;3;Berlin;/expose/118566503;['Die wunderschöne Fassade des im Jahre 1910 erbauten Hauses besticht durch ihre klaren Linien und feinen Details, wie zum Beispiel die farbigen Bleiglasfenster, und lädt zum genauen Betrachten ein. \n\nEbenso gepflegt wie die Fassade ist das Treppenhaus mit seinen altbautypischen Stilelementen.\n\nDas als reines Vorderhaus erstellte Gebäude bildet im rückwärtigen Bereich zusammen mit den umliegenden Häusern einen großen und offenen Hofbereich.\n\nDas Dachgeschoss ist bereits 1998 zu Wohnzwecken ausgebaut worden. Das Wohnhaus verfügt über 12 Wohneinheiten. \nDie Beheizung und Warmwasserbereitung erfolgt über Gas und Etagenheizung.', '- Parkett\r- Südterrasse\r- geräumige Wohnküche\r- Wannenbad mit Dachflächenfenster\r- Kammer\r- Kellerabteil\r- sehr gute Infrastruktur', 'Der Altbau befindet sich in einer ruhige Seitenstraße der Albrechtstraße in Berlin Steglitz. Bushaltestellen und die S-Bahn Station Südende sind gut und schnell erreichbar.', 'Weitere bezugsfreie Wohneinheiten finden Sie unter: homeestate.de \roder auf unserer Projektseite unter: wohnen-steglitz.de \r\rBei Fragen kontaktieren Sie uns gerne! '];;1900;gas;1;210;energy_consumption;E;141;5;5;;;
2020-05-30 19:26:18.319920;Berlin;no_information;;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/39363c0c-2c4a-42bc-bf5d-8e113440b280-1370328195.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;disabled;11.3;118566099;y;true;MagentaZuhause L;y;Berlin;n;4;no_information;5.73;27;Berlin;10627;no_information;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10627;1;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;175000;profile0;1;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;118566099;1;Berlin;/expose/118566099;['Diese Wohnungsarchitektur schnappt das Metropolenflair gut auf. Durch die generöse, bis zur Zimmerdecke reichende Fenster-/Türverglasung zum Balkon erhält der Wohn-, Koch- und Essbereich stimmungsvolles  Sonnenlicht.  Auf  dem schönen Parkettboden ist eine angenehme Aufteilung der Möbel möglich. Unter Einbezug des Balkons ist für maximal zwei Personen eine behagliche Wohnfläche verfügbar. In einer Raumnische wurde die Pantry-Einbauküche funktional und ästhetisch eingepasst. Auch im von der Diele zugänglichen Bad erfreut ein einfaches klassisches Design. Schlicht weiß sind alle Fliesen und Sanitärelemente samt Wanne.\nInklusive Waschmaschinenanschluss im Bad, effizienter Fernwärme, Personenlift und Pkw-Stellplatz-Anmietung sind Sie gut ausgestattet.\nIm unterhaltsamen Stadtteil lassen sich hier bequem ein sehr attraktives Cityapartment und faszinierende Umgebung erleben.\n\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;;;;;;
