timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_rentSubsidy;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_yearConstructed;obj_firingTypes;obj_yearConstructedRange;obj_energyType;obj_thermalChar;obj_lastRefurbish;obj_groupnumber;ga_cd_developer_virtualreality;obj_energyEfficiencyClass;obj_galleryAd;ga_cd_via_qualified;obj_usableArea;obj_noParkSpaces
2020-05-30 19:39:38.560639;Berlin;central_heating;ONE_YEAR_FREE;16048948;n;y;https://pictures.immobilienscout24.de/listings/0acfe216-04cb-4e45-86b1-5a43f0bb80cb-1367671275.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.3;117085281;y;false;MagentaZuhause L;y;Berlin;y;6;273;50;5.73;59.3;Berlin;10627;well_kept;normal;false;100 MBit/s;outside;Schiller Str;y;https://padlock.link/ioml;https://padlock.link/ml;Schiller_Str;raised_ground_floor;10627;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15850880;299000;profile0;6;2;true;n;showqualicontactform;n;n;Charlottenburg_Charlottenburg;117085281;2;Berlin;/expose/117085281;['Zum Erwerb steht eine 2-Zimmer-Wohnung mit moderner Ausstattung. \nDie Wohnung verfügt über einen Balkon.  \nBei der nach Osten ausgerichteten Wohnung genießen Sie den Sonnenaufgang sowie die ruhige Gartenatmosphäre.', 'Die Einrichtung  \n \nSie betreten die Wohnung auf buchefarbenen Fußboden aus Laminat, welche sich auf den gesamten Wohnbereichen, von der Diele über das Wohnzimmer bis in die Küche erstreckt. So wird eine ganzheitliche Wohnatmosphäre geschaffen, die ein qualitativ hochwertiges  Apartment ausmacht. Wohn - und Essbereich lassen sich harmonisch miteinander durch eine ausziehbare Tischplatte verbinden. \n \nDie Küche ist zeitgemäß und funktionell eingerichtet.', 'Aufgrund der Top Lage mit seiner sehr guten Infrastruktur werden hier heute und in Zukunft gute Mieten erzielt. \nIn nur ca. 100 Metern Entfernung ist die Wilmersdorfer Straße: Fußgängerzone mit Kaufhäusern Karstadt, Peek & Cloppenburg, C&A. Szenekiez: Karl-August-Platz und Stuttgarter Platz.'];;;;;;;;;;;;;
2020-05-30 19:39:38.894465;Berlin;self_contained_central_heating;ONE_YEAR_FREE;17610703;n;y;https://pictures.immobilienscout24.de/listings/b6cbf940-9b25-43ed-8d85-19f931dad2df-1361919906.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.35;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.35;117073745;y;false;MagentaZuhause L;y;Berlin;y;5;186.76;7;7.53;54.3;Berlin;10247;modernized;simple;false;100 MBit/s;no_information;"M&uuml;ggelstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Müggelstraße;apartment;10247;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.eb808053-c275-4395-8fce-dc755606f8bd;209000;profile0;4;2;true;n;;n;n;Friedrichshain_Friedrichshain;117073745;2;Berlin;/expose/117073745;['Jetzt kaufen und erst später nutzen. Investieren Sie heute in eine Immobilie und in die Zukunft. Die Wohnung wird derzeit durch die Mieterin genutzt und bis zum Jahr 2024 gegen den Eigenbedarf geschützt.\n\nDie Highlights sind:\n\n-\tviele original erhaltene Altbaudetails: Holztüren mit verzierten Türrahmen, Kastenfenster mit Messingbeschlägen, Holzdielen\n-\tDeckenhöhen von ca. 3,40 m\n-\tcleverer Stauraum durch abgesenkte Decke im Flur\n-\tgefragte Lage nahe Boxhagener Platz, Friedrichshain bietet: kulinarische Vielfalt, Bardichte etc. \n\nDie Mieteinnahmen belaufen sich auf 4.046,40 EUR.', 'Das Wohngebäude wurde im Jahr 1918 fertiggestellt somit erkennt man von außen an den stehenden Fensterformaten, warum Altbauten so beliebt sind. Es bieten sich hohe Räume, zahlreiche große Fenster, natürliche Materialen wie Holz oder Putz, Ornamentik etc. Man erkennt schon an der Eingangstür, was sich im Innern fortsetzen wird.\n\nIm Treppenhaus begegnen uns gedrechselte Geländerstäbe und Massivholzstufen. Auch die Eingangstür ist aus Massivholz mit schönen Glasdetails. Die farbige Keramik zählt hier ebenfalls dazu. So entsteht dieses vertraute und beliebte Altbauambiente.', 'Die Wohnung liegt in einem der beliebtesten Bezirke Berlins, dieser Aufschwung kam ebenfalls mit der Ansiedlung von vielen Firmen in Friedrichshain, wie Zalando, Universal, MTV etc.\n\nAußerdem ist die kulinarische Vielfalt ein echter Geheimtipp: Avocado Club in 5 Minuten zu Fuß erreichbar, das Badehaus Berlin, Haubentaucher, Cassiopeia, Astra Kulturhaus, der Weiße Hase oder Crack Bellmer Bar. Jeden Sonntag findet, zu dem der Flohmarkt am Boxhagener Platz in diesem Kiez findet so etwa alles was das Herz begehrt.\n\nVon der Müggelstraße erreicht man so jeden Punkt Berlins, in ein paar Fußschritten liegt die Frankfurter Allee, von dort aus kann man mit der S-Bahn komplett ganz Berlin befahren. Die Einkaufsmeile liegt in der Warschauer Straße in der auch die vor kurzem eröffnete East Side Gallery zu finden ist oder Mercedes-Benz Arena.', 'Gerne vereinbaren wir einen Besichtigungstermin mit\nIhnen vor Ort. Bitte senden Sie uns hierfür Ihre\nKontaktdaten inklusive Emailadresse und\nTelefonnummer über das Kontaktformular zu oder auf dem telefonischen Wege unter: +49 176 34954367.\n\nDie in diesem Exposé angegebenen Wohn- und\nNutzflächen und Informationen zum Objekt beruhen auf\nAngaben Dritter. Für die Richtigkeit der Angaben\nübernehmen wir keine Gewähr. Irrtum und\nZwischenverkauf/Zwischenvermietung vorbehalten.'];1904;gas;1;energy_required;126.9;2014;;;;;;;
2020-05-30 19:39:39.240319;Berlin;oil_heating;ONE_YEAR_FREE;17336565;n;y;https://pictures.immobilienscout24.de/listings/eb8981ea-80b2-46f4-855a-30622f90051d-1361809183.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.37;117078254;n;false;MagentaZuhause L;y;Berlin;y;10;284.27;no_information;5.8;159.26;Berlin;10717;need_of_renovation;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10717;5;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008088872;979000;profile0;4;5;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;1147;7;Berlin;/expose/117078254;['Bei dem angebotenen Objekt handelt es sich um eine stuckverzierte 5-Zimmer-Wohnung im 3. Obergeschoss des Vorderhauses und Seitenflügels eines sehr gepflegten Stuckaltbaus aus dem Jahr 1905.\nDie Wohnung wurde aus zwei Einheiten zusammengelegt und verfügt neben fünf Zimmern über eine Küche mit Speisekammer, ein Bad, ein Gäste-WC und einen Abstellraum. Die Wohnung ist sanierungsbedürftig und kann nach Wünschen ud Vorstellungen des Erwerbers gestaltet werden.', '- absolute Toplage\n- hohe Decken\n- Stuckverzierungen\n- Parkett- und Dielenböden\n- Kassettentüren\n- Balkon in Süd-Ausrichtung\n- sehr gepflegtes Gemeinschaftseigentum', 'Die Altbauwohnung befindet sich in einer sehr beliebten Wohnlage von Güntzelkiez, im Bezirk Charlottenburg-Wilmersdorf. Wilmersdorf gehört zu den gefragtesten und begehrtesten Lagen von Berlin. Der Kurfürstendamm mit seinen luxuriösen Geschäften, edlen Boutiquen sowie Flagship-Stores der internationalen Top-Designer befindet sich in unmittelbarer Nähe. Auch das weltbekannte Kaufhaus des Westens ist schnell erreichbar. Der Ludwigkirchplatz ist nur wenige Gehminuten entfernt. Die nach den historischen Vorbildern angelegte Grünanlage vor der Kirche ist ein beliebter Treffpunkt für Anwohner und Besucher. Zahlreiche Restaurants und Cafés sowie exklusive Geschäfte befinden sich am Platz und in der direkten Umgebung. Einkaufsmöglichkeiten für den täglichen Bedarf sind innerhalb weniger Minuten fußläufig zu erreichen. Die Anbindung an den öffentlichen Nahverkehr (Bus 249 direkt vor der Haustür, U2 und U3 Hohenzollernplatz ca. 300 m entfernt) und die Stadtautobahn ist  sehr gut.'];1905;oil;1;;;;;;;;;;
2020-05-30 19:39:39.606751;Berlin;self_contained_central_heating;ONE_YEAR_FREE;4936797;n;y;https://pictures.immobilienscout24.de/listings/eb5e3912-7ef8-43f0-b7f1-c7b9a89fa204-1361835858.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.35;10 MBit/s;telekom_layer_magenta_m;über VDSL;REGULAR;11.35;117081431;n;false;MagentaZuhause M;y;Berlin;n;9;;no_information;7.54;105;Berlin;10245;first_time_use;sophisticated;false;50 MBit/s;no_information;no_information;y;https://padlock.link/iomm;https://padlock.link/mm;no_information;roof_storey;10245;3;n;2,active;true;Deutschland;top;50 MBit/s;wohnung_kauf;n;5;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.4936797;630000;profile0;5;3;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;FRI10-E;5;Berlin;/expose/117081431;['Sanierter Altbau aus der Gründerzeit. Dachgeschoss wird nach Baubeschreibung und Kundenwunsch ausgebaut.', 'Das Haus liegt nahe dem Boxhagener Platz.', 'Bitte nur schriftliche Anfragen unter Angabe der vollständigen Anschrift. Sie geben Ihr Einverständnis, dass Sie der zuständige Mitarbeiter anrufen darf.'];1900;no_information;1;;;;111;;;;;;
2020-05-30 19:39:39.979274;Berlin;central_heating;ONE_YEAR_FREE;18125719;n;n;https://pictures.immobilienscout24.de/listings/2a8ece8d-4086-44ae-afd5-1512236650fc-1361800061.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;24;10.95;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;10.95;117075390;n;false;MagentaZuhause L;y;Berlin;n;6;268;no_information;6.54;51;Berlin;10437;modernized;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10437;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.161a661a-dc25-42f8-bed9-3ec3a77cf8c4;269000;profile0;4;2;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;SON55_AD_03;2;Berlin;/expose/117075390;['Dieser klassische Berliner Altbau stammt aus dem Jahre 1902 und liegt im gut bürgerlichen Gleimkiez. Einige Modernisierungsarbeiten wurden bis vor kurzem noch durchgeführt.\n\nThis classic Berlin old building dates 1902 and is located in the very popular area of Gleimkiez in Prenzlauer Berg. Some modernization work has been done recently.', 'Die Wohnung befindet sich 4.Stock des Gartenhauses und bietet Potential zur eigenen Gestaltung.\nVon dem lang gezogenen Flur geht zunächst die Küche und dann das Bad ab. Daneben liegt das Schlafzimmer.\nAm Ende des Flures betritt man das Wohnzimmer.\nDie Wohnung wurde frisch renoviert (Wände, Fenster, Türe, Elektroleitungen). Der originale Boden ist allerdings noch im un-aufgebesserten Zustand, so dass der zukünftiger Eigentümer die Wahl hat, die Dielen zu schleifen oder einen komplett neuen Boden auflegen zu lassen.\n\nThe apartment is located on the 4th floor of the garden house and offers potential for your own design.\nFrom the long corridor first goes the kitchen and then the bathroom. Next to it is the bedroom.\nAt the end of the hall you enter the living room.\nThe apartment was newly renovated (walls, windows, doors, electric cables). However, the wooden floor is still in his original conditions, so the future owner has the choice: sanding the floorboards or laying a completely new floor.', 'Das Gebäude ist in einer sehr ruhigen Seitenstraße im Gleimkiez gelegen. In unmittelbarer Nähe zum Mauerpark, welcher zum spazieren und Verweilen einlädt.\nGeschäfte des täglichen Bedarfs, genauso wie Cafés und Restaurants sind fußläufig zu erreichen.\nDie S+U Schönhauser Allee liegt ca. 7 Gehminuten entfernt. Bis zum Fernverkehrsbahnhof Gesundbrunnen braucht man ca. 20 Minuten zu Fuß.\n\nDas Gebäude befindet sich in einem Milieuschutzgebiet.\n\n\nThe building is located in a very quiet side street in Gleimkiez. In the immediate vicinity of the Mauerpark.\nShops for daily needs, as well as cafes and restaurants are within walking distance.\nThe S + U Schönhauser Allee is about 7 minutes walk away. To the railway station Gesundbrunnen you need about 20 minutes on foot.\n\nThe building is located in a protected area.', 'Bitte beachten Sie: Die Objektinformationen haben wir unsererseits vom jeweiligen Objektinhaber (Eigentümer, Vermieter) oder dessen Beauftragten erhalten. Wir können die Vollständigkeit, Richtigkeit und Aktualität dieser Informationen nicht überprüfen und haften daher nicht für etwaige Unvollständigkeiten, Fehler oder Nichtaktualität der uns vom Objektinhaber oder dessen Beauftragten zugeleiteten Informationen.\nEs obliegt dem Kunden selbst, die Informationen\nsorgfältig zu prüfen und bei Bedarf weitere Unterlagen oder Nachweise anzufordern.\n\nPlease note: We have received the object information on our part from the respective property owner (owner, landlord) or his representative. We can not verify the completeness, accuracy and timeliness of this information and are therefore not liable for any incompleteness, errors or non-actuality of the information provided to us by the property owner or his agents.\nIt is up to the customer himself to check the information carefully and request further documentation or evidence if necessary.'];1902;gas;1;energy_required;162.4;2019;;true;F;;;;
2020-05-30 19:39:40.338678;Berlin;central_heating;ONE_YEAR_FREE;1392152;n;y;https://pictures.immobilienscout24.de/listings/0e8e1922-ce9e-43c6-a649-47759ed17061-1362404604.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;18;10.47;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;10.47;117074487;y;false;MagentaZuhause L;n;Berlin;y;9;502;2;6.36;105.28;Berlin;13187;well_kept;sophisticated;false;100 MBit/s;no_information;"Neue Sch&ouml;nholzer Stra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Neue_Schönholzer_Straße;apartment;13187;3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1392152;580000;profile0;5;3;true;n;showqualicontactform;n;n;Pankow_Pankow;NES2_SE10;5;Berlin;/expose/117074487;['Das Objekt Neue Schönholzer Straße  2 ist ein Altberliner Mietshaus von ca. 1910 mit viergeschossigem Vorderhaus und einem daran angeschlossenem dreigeschossigen Seitenflügel, welches im Jahr 2008 liebevoll modernisiert wurde, um das historische Erscheinungsbild wieder weitestgehend herzustellen.\n\n', 'Bei der zum Kauf stehenden vermieteten Altbauwohnung handelt es sich um eine Dreizimmerwohnung im dritten Obergeschoss des Vorderhauses, welche bequem über den Aufzug zu erreichen ist. \n\nDie Wohnung verfügt über eine Fläche von ca. 105 m², verteilt auf drei Zimmer, zwei Flure, ein Gäste-WC, ein gefliestes Wannenbad mit elektrisch zuschaltbarer Fußbodenerwärmung, eine offene Küche samt Einbauküche sowie zwei Balkonen. Der eine Balkon ist zur Straße ausgerichtet und der andere Balkon ist nach Süden zum ruhigen gärtnerisch gestalteten Innenhof. Die Wohnräume sowie die Flure sind mit Echtholzeichenparkett  ausgestattet. Die Bäder sind mit hellen Bodenfliesen versehen. Die Wohnung besticht vor allem durch die schönen Altbaudetails wie Stuck, Holzböden sowie hohe Decken. \n\nBei dem Mietvertrag handelt es sich um ein seit dem 01.10.2017 unbefristetes Mietverhältnis. Die monatliche Mieteinnahme beträgt €1.178,00 nettokalt. Die monatliche Vorauszahlung für die Betriebskosten beträgt € 234,00 und für die Heizkosten € 159,00, so dass sich eine Gesamtmiete von € 1.571,00 ergibt.\n\nDie Beheizung und Warmwasseraufbereitung der Wohnung erfolgen über eine Gas-Zentralheizung. \n\n', 'Gar nicht weit vom historischen Ortskern von Pankow entfernt schlummert mit dem Objekt Neue Schönholzer Straße 2 eine kleine Perle Berliner Altbauarchitektur, erbaut um die vorvergangene Jahrhundertwende\n\nIn einem Radius von wenigen hundert Metern um das Objekt herum eröffnet sich dem Bewohner des Hauses der gesamte Mikrokosmos dieses liebens- und lebenswerten Stadtteiles. Entlang des alten Dorfkernes offeriert eine Vielzahl an Geschäften ihre Waren und das Rathaus-Center bietet darüber hinaus weitere Einkaufsmöglichkeiten.\n\nMit den Grünanlagen rund um das geschichtsträchtige Schloß Schönhausen sowie dem Bürgerpark verfügt die Gegend über zwei herausragende Parkanlagen innerhalb Berlins.\n\nUnd nicht zuletzt ermöglichen zahllose Bus-, S-Bahn und U-Bahnverbindungen sowie die Nähe zur Autobahn ein hohes Maß an Mobilität.'];1905;gas;1;energy_consumption;90.1;;1;;;disabled;;;
2020-05-30 19:39:40.841186;Berlin;oil_heating;ONE_YEAR_FREE;17336565;n;y;https://pictures.immobilienscout24.de/listings/1958f340-d41a-4d64-9d7f-337476ec0fba-1361810507.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;11.37;117078499;n;false;MagentaZuhause L;y;Berlin;y;9;294.59;no_information;5.8;94.02;Berlin;10717;need_of_renovation;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10717;3;n;2,active;true;Deutschland;premium;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008088872;609000;profile0;;3;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;1148;4;Berlin;/expose/117078499;['Bei dem angebotenen Objekt handelt es sich um eine stuckverzierte 3-Zimmer-Wohnung im 4. Obergeschoss des Vorderhauses eines sehr gepflegten Stuckaltbaus aus dem Jahr 1905.\nNeben den drei Zimmern verfügt die Wohnung über eine Küche mit Speisekammer und ein Bad. Die Wohnung ist sanierungsbedürftig und kann nach Wünschen und Vorstellungen des Erwerbers gestaltet werden.', '- absolute Toplage\n- hohe Decken\n- Stuckverzierungen\n- Parkett- und Dielenböden\n- Kassettentüren\n- Balkon in Süd-Ausrichtung\n- sehr gepflegtes Gemeinschaftseigentum', 'Die Altbauwohnung befindet sich in einer sehr beliebten Wohnlage von Güntzelkiez, im Bezirk Charlottenburg-Wilmersdorf. Wilmersdorf gehört zu den gefragtesten und begehrtesten Lagen von Berlin. Der Kurfürstendamm mit seinen luxuriösen Geschäften, edlen Boutiquen sowie Flagship-Stores der internationalen Top-Designer befindet sich in unmittelbarer Nähe. Auch das weltbekannte Kaufhaus des Westens ist schnell erreichbar. Der Ludwigkirchplatz ist nur wenige Gehminuten entfernt. Die nach den historischen Vorbildern angelegte Grünanlage vor der Kirche ist ein beliebter Treffpunkt für Anwohner und Besucher. Zahlreiche Restaurants und Cafés sowie exklusive Geschäfte befinden sich am Platz und in der direkten Umgebung. Einkaufsmöglichkeiten für den täglichen Bedarf sind innerhalb weniger Minuten fußläufig zu erreichen. Die Anbindung an den öffentlichen Nahverkehr (Bus 249 direkt vor der Haustür, U2 und U3 Hohenzollernplatz ca. 300 m entfernt) und die Stadtautobahn ist  sehr gut.'];1905;oil;1;;;;;;;;true;;
2020-05-30 19:39:41.297725;Berlin;central_heating;ONE_YEAR_FREE;634094;n;n;https://pictures.immobilienscout24.de/listings/e8d1f278-6018-48dc-bcde-8d0ea1229d57-1361871670.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;10.62;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;10.62;117085022;y;false;MagentaZuhause L;y;Berlin;y;4;157.02;70;5.96;40.2;Berlin;10439;refurbished;sophisticated;false;100 MBit/s;no_information;"Wisbyer Stra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Wisbyer_Straße;apartment;10439;1;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.634094;198000;profile0;5;1;true;n;showqualicontactform;n;n;Pankow_Pankow;KS-W70-20VK;1;Berlin;/expose/117085022;['Das um 1914 erbaute fünfgeschossige Wohnhaus liegt in einer historisch gewachsenen Wohnlage an der Grenze zwischen Pankow und Prenzlauer Berg. Das Objekt wurde umfangreich saniert, Fahrstühle wurden nachträglich angebaut und das komplette Dachgeschoss ausgebaut.\n\nDie Wohnung ist seit dem 01.11.2013 mit einem unbefristeten Mietvertrag vermietet. Die monatliche Nettokaltmiete beträgt zur Zeit 383,72 EUR. Das monatlich zu zahlende Hausgeld beträgt 157,02 EUR und die Instandhaltungsrücklage 32,58 EUR', 'Die 1 Zimmerwohnung in der Wisbyer Straße hat eine gute Aufteilung. Das Wohnzimmer ist geräumig und wurde durch ein Hochbett der jetzigen Mieterin attraktiv gestaltet. Die Küche ist mit einer Einbauküche ausgestattet und bietet einen Essplatz für 3 Personen. Auch das Bad ist geräumig und hat einen Waschmaschinenanschluss. Die Beheizung erfolgt über eine Zentralheizung. Zu jeder Wohnung gehört ein eigener Mieterkeller.', 'Die Wohnung befindet sich im Vorderhaus der Wisbyer Straße 70. Die Nähe zur Schönhauser Allee bietet sehr gute Einkaufmöglichkeiten für den täglichen Bedarf, aber auch Boutiquen, Cafe`s und Restaurants laden zum schlendern und einkehren ein. Eine sehr gute Verkehrsanbindung besteht durch die Tram, U-Bahn und S-Bahn in alle Himmelsrichtungen.'];1914;gas;1;energy_consumption;112;2010;;;D;;;40;
2020-05-30 19:39:41.811936;Berlin;;;16273579;n;y;https://pictures.immobilienscout24.de/listings/96b0071e-777c-4196-a71e-99683a90c4ec-1363078961.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;31;12.25;;;;;12.25;117086372;n;false;;y;Berlin;n;5;410.93;no_information;6.83;86.37;Berlin;12103;no_information;no_information;false;;no_information;no_information;n;;;no_information;apartment;12103;3;n;2,active;;Deutschland;standard;;wohnung_kauf;n;3;;;001.15952887;249000;profile0;;3;true;n;;n;n;Tempelhof_Tempelhof;478-07;4;Berlin;/expose/117086372;['Die 86 m² große 3-Zimmer-Wohnung befindet sich im 3 OG. Sie verfügt über Wohnzimmer, Schlafzimmer, Zimmer, Küche, Bad und einer Loggia. Alle Zimmer sowie Küche und Bad verfügen über Fenster und sind somit natürlich belichtet und belüftet.', 'Das Haus Borussiastraße 76 ist ein reines Wohnhaus ohne gewerbliche Nutzung. Einschließlich des Erdgeschosses verfügt es über fünf Etagen mit jeweils zwei Wohnungen je Etage. Das Haus verfügt über einen Aufzug.', 'Die Borussiastraße liegt im Herzen von Tempelhof, sie ist eine Parallelstraße des historischen Zentrums „Alt Tempelhof“. Die U-Bahn-Station „Alt Tempelhof“, wie auch der S- und U-Bahnhof „Tempelhof“ sind jeweils nur rund 250 m vom Haus Borussiastraße 76 entfernt. Hinter dem Haus Borussiastraße 76 befindet sich ein Kaufland Verbrauchermarkt, des Weiteren befinden sich im direkten Umfeld ein Aldi-Discounter, eine Pitstop Kfz.-Werkstatt und ein Getränke-Hoffmann Getränkefachmarkt.', 'Bitte beachten Sie:\n\n-Es handelt sich um ein Erbbaurecht, welches im Jahre 2053 endet. Dann erhält der Eigentümer der Wohnung eine Entschädigung nach dem aktuellen Wert.\n\n-Diese Wohnung wurde öffentlich gefördert. Das heißt, sie darf nur an Mieter mit WBS vermietet werden und es gilt die Kostenmiete von derzeit 7,28 EUR / m² Wohnfläche. \n\n-Die öffentlichen Mittel wurden am 17.03.2017 vollständig zurückgezahlt. Die Käufer übernehmen keine Darlehensverbindlichkeiten.\n\n- Der Monatliche Erbbauzins für diese Wohnung beträgt € 141,62,- \n\n-Ein Kauf der Wohnungen kann problemlos finanziert werden. In der Regel ist der Prüfaufwand der Banken bei Erbbaurechten lediglich etwas höher. Hierzu können wir Ihnen einen konkreten Weg aufzeigen.\n\nWeitere detaillierte Informationen erhalten Sie gerne von uns auf Anfrage.\n\nAlle Angaben beruhen auf den Auskünften des Eigentümers, wir übernehmen dafür keine Gewähr. Zwischenverkauf / Änderung / Irrtum vorbehalten.'];1980;oil;3;energy_consumption;154;;;;;;;;
2020-05-30 19:39:42.155417;Berlin;district_heating;ONE_YEAR_FREE;16640094;n;y;https://pictures.immobilienscout24.de/listings/364fa7a9-ccc4-4c9d-8294-27060fd04403-1361799343.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;14.32;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;14.32;117075076;n;false;MagentaZuhause L;y;Berlin;y;6;277;23;8.36;61.88;Berlin;13353;need_of_renovation;simple;false;100 MBit/s;no_information;Sprengelstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Sprengelstr.;apartment;13353;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.16144842;270000;profile0;5;2;true;n;showqualicontactform;n;n;Wedding_Wedding;ETW-428;3;Berlin;/expose/117075076;['Diese bezugsfreie Wohnung befindet sich in einem Gründerzeitaltbau aus dem Jahre 1905 im 3. Obergeschoss des Vorderhauses. Sie besteht aus zwei Zimmern, einer Küche mit Zugang zum Balkon und einem schmalen Duschbad, sowie einem kleinen Flur. Teilweise sind Altbau-Elemente wie der Dielenboden und die Holzdoppelkastenfenster erhalten. Es besteht jedoch Renovierungsbedarf, um die Wohnung auf den aktuellen technischen und dekorativen Stand zu bringen. Dies bietet jedoch auch die Chance, sie nach eigenen Geschmack zu gestalten. Ein Kellerraum ist der Wohnung zugeordnet.', '- Teilweise Orginaldielen\n- Holzdoppelkastenfenster\n- Balkon', 'Die Wohnung befindet sich in der Sprengelstr. 23 in einer beliebten Kiez-Lage Weddings leicht nördlich des Berliner Spreeufers. Im Süden liegen die Ortsteile Moabit und Tiergarten, südöstlich liegt das Herz der Stadt, Mitte. Nicht nur deswegen hat diese Lage auch viel Potenzial zum Wachstum. Die Wohnung befindet in einer international geprägten Gegend mit überwiegend Mehrfamilienhäuser aus der Gründerzeit. Der nahe gelegene Volkspark Rehberge mit dem Plötzensee im Westen sowie der riesige Tiergarten im Süden bietet Ihnen genügend Raum für erholsame Spaziergänge und/oder sportliche Aktivitäten. Es gibt eine große Auswahl an internationale Läden, Cafés und Restaurants. Einkaufs- möglichkeiten für den täglichen Bedarf gib es in einer Vielzahl. Die Anbindung an die öffentlichen Verkehrsmittel ist hervorragend. Bis zum U-Bahnhof Amrumer Str. (U9) sind es nur drei Fußminuten.'];1905;district_heating;1;energy_consumption;83.1;;;;;;;;
