timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_energyType;obj_energyEfficiencyClass;obj_thermalChar;obj_numberOfFloors;obj_usableArea;obj_galleryAd;obj_lastRefurbish;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed;obj_noParkSpaces;ga_cd_via_qualified
2020-05-30 19:28:08.428205;Berlin;district_heating;ONE_YEAR_FREE;782573;n;n;https://pictures.immobilienscout24.de/listings/d8772160-fb54-48af-9f4d-c15fb10758e2-1369598706.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;12.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1926;REGULAR;12.24;118428068;district_heating;n;false;MagentaZuhause L;y;Berlin;n;5;1;480;no_information;6.53;74;Berlin;10829;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10829;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.782573;229000;profile0;2;true;n;showqualicontactform;n;n;Schöneberg_Schöneberg;60529;3;Berlin;/expose/118428068;['Die bezugsfreie Eigentumswohnung befindet sich in der Hochparterre eines gepflegten Mehrfamilienhauses. Die 74qm verteilen sich aktuell auf 2 Zimmer. Es besteht die Option ein drittes Zimmer. Die Wohnung ist Renovierungsbedürftig, es bestehen aber keine substanziellen Schäden. Das Objekt wird über Fernwärme beheizt. Der Quadratmeterpreis von ca. 3094,00 Euro macht dieses Angebot unschlagbar.\xa0', '- Neuwertige Fenster\r- neu gefliestes Bad\xa0\r- Kellerraum\xa0', 'Die angebotene Wohnung befindet sich im begehrten Berliner Stadtbezirk Schöneberg. Der S- und Busbahnhof Südkreuz ist fußläufig erreichbar. Die Stadt-Autobahn ist nur wenige Minuten entfernt. Das nähere Umfeld zeichnet sich durch Neubauten aus. Die Wohnung befindet sich in einer Seitenstraße.\xa0'];;;;;;;;;;;
2020-05-30 19:28:08.969256;Berlin;;ONE_YEAR_FREE;371010;n;y;https://pictures.immobilienscout24.de/listings/e32900e5-1145-4d1e-927c-6115399f83b0-1369571923.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;23;10.42;40 MBit/s;telekom_layer_magenta_l;über VDSL;1905;REGULAR;10.42;112952295;gas;n;false;MagentaZuhause L;y;Berlin;n;10;1;307.96;no_information;6.64;185.92;Berlin;13187;need_of_renovation;no_information;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13187;6;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.371010;939000;profile0;5;true;n;showqualicontactform;n;n;Pankow_Pankow;122;7;Berlin;/expose/112952295;"['Das ist Jugendstil!\nHerrliche, großzügige 6-Zimmer-Wohnung im klassischen Jugendstil-Gründerzeithaus.\nÜber den Aufzug gelangt man in den 2. OG.\nDie Wohnung ist entkernt und muss/kann von Ihnen nach Ihren Wünschen zu Ihrer Traumwohnung werden.\nTypische Jugendstil Details wie hohe Decken, Stuck und ganz viel Raum.\n\nForden Sie bitte weitere Unterlagen an und am besten gleich einen Besichtigungstermin.', 'Direkt in Pankow, in einer gepflegten Straße nahe dem nördlich gelegenen, denkmalgeschützten Schloss Niederschönhausen mit seinen Nebengebäuden und seinem großen, gepflegten Park, der wunderbar zu gemütlichen Spaziergängen einlädt.\n\nFußläufig in ca 5 Minuten gelangt man, vorbei an der auf dem Pankower Anger der Breiten Straße stehenden Dorfkirche ""Zu den vier Evangekisten"", zum ""Rathaus Center"", in welchem man für seine Einkäufe etliche Einzelhandelsgeschäfte vorfindet.\n\nDie Tram und die Busse verschiedener Linien sind in kurzer Zeit zu erreichen.\n\nIn einem ca. 10 minütigen Fußweg gelangt man zum S- und U-Bahnhof Pankow, von wo aus man schnell ins Zentrum der Stadt kommt.\n\nMit dem Auto erreicht man in kurzer Zeit nicht weit entfernte Hauptstraßen, über die man in die weiteren Bezirke Berlins fahren kann.', 'Zusammenfassung:\n\n- erweiterter Rohbau\n- ca. 185m²\n- 6 Zimmer\n- Balkon\n- 2. OG\n- LEER\n- Wohngeld 307,96\n- Gas-Etagenheizung\n\nDie Wohnung wird im unsanierten Ist-Zustand verkauft.\nDie Bilder zeigen Beispiele einer vergleichbaren, sanierten Wohnung. Gerne stellen wir den Kontakt zu den Handwerkern her.\n\nIrrtümer und Änderungen vorbehalten.\nAlle Angaben entstammen den Informationen des Eigentümers. Bei aller Sorgfalt können wir keine Garantie dafür übernehmen, dass alle Angaben richtig sind und das Objekt im Augenblick des Zugangs der Offerte noch verfügbar ist.\nAlle Flächen sind ca. Angaben.\nAlle Verkaufspreise zzgl. 5,95% Maklerprovision.\n\nSiehe unsere AGB´s und die Widerrufsbelehrung für Verbraucher.']";energy_required;D;102;3;;;;;;;
2020-05-30 19:28:09.320928;Berlin;central_heating;ONE_YEAR_FREE;15474925;n;y;https://pictures.immobilienscout24.de/listings/a08bea0f-6c63-4eee-be02-9915afafbde8-1369587475.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.48;10 MBit/s;telekom_layer_magenta_m;über VDSL;1956;REGULAR;11.48;118426319;district_heating;n;false;MagentaZuhause M;y;Berlin;y;5;2;;no_information;7.14;56.53;Berlin;10247;no_information;no_information;false;50 MBit/s;no_information;no_information;n;https://padlock.link/iomm;https://padlock.link/mm;no_information;apartment;10247;2;n;2,active;true;Deutschland;top;50 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15417560;218000;profile0;2;true;n;;n;n;Friedrichshain_Friedrichshain;Vk-19437_TZ;2;Berlin;/expose/118426319;"['Die Wohnung befindet sich im 3. Geschoss des 4-geschossigen Gebäudes. \n\nÜber den Flur gelangt man in alle Räume der Wohnung. Das helle Wohnzimmer hat einen großzügigen Sonnen-Balkon, der nach Süden ausgerichtet ist.\n\nDas ebenfalls hell und freundlich wirkende Schlafzimmer ist zur Hofseite ausgerichtet und bietet eine optimale Ruhe für einen gesunden Schlaf.  \n\nDie neben dem Schlafzimmer befindliche Küche ist berlintypisch mit Herd und Spüle ausgestattet und bietet Platz für einen Essplatz. \n\nDas Badezimmer, das mit einer Badewanne ausgestattet ist, befindet sich linker Hand neben dem Eingangsbereich und verfügt über ein Fenster. \n\nDie Wohnräume sind mit Laminatböden ausgestattet, das Bad ist gefliest, und in der Küche wurde Linoleum verlegt. Die Wände sind tapeziert, die Holzfenster sind 2-fach verglast.  \n\nEin Kellerabteil rundet das Angebot ab.\n\nDie Wohnung ist dem 01.04.2009 zuverlässig vermietet. Der Mieterin steht nach dem Verkauf der Wohnung eine 10-jährige Kündigungsschutzfrist zu.', 'Das Mehrfamilienhaus befindet sich in bester Lage von Berlin-Friedrichshain - einer der pulsierendsten und beliebtesten Bezirke der Hauptstadt. \n\nIn Friedrichshain wurde Geschichte geschrieben. Die nahegelegene Spree und die Berliner Mauer, die heute die East Side Gallery beherbergt, teilten Ost und West der Hauptstadt. \n\nDer weitbekannte Kiez rund um den Boxhagener-Platz ist nur ein Steinwurf entfernt und ein Hotspot der Berliner. Im kreativen und begehrten Szenebezirk Friedrichshain befinden sich die angesagtesten Bars, Restaurants und Clubs sowie außergewöhnliche Designboutiquen, die zum Zauber des Viertels beitragen. \n\nGeschäfte des täglichen Bedarfs sind in direkter Nähe zu dem Wohnhaus gelegen. \n\nWer vom stressigen Alltag eine Pause einlegen möchte, findet Erholung im Volkspark Friedrichshain oder im benachbarten Tretpower Park.\n \nEine flexible Anbindung an den ÖPNV ist durch diverse, nahegelegene Tram- sowie Busstationen und dem U-Bahnhof ""Frankfurter Allee"" gegeben. Der nahe gelegene Ostbahnhof sorgt außerdem im Minutentakt für eine perfekte Mobilität in alle Richtungen der Hauptstadt.']";energy_consumption;D;113;4;;;;;;;
2020-05-30 19:28:09.896825;Berlin;district_heating;;63078;n;n;https://pictures.immobilienscout24.de/listings/a2b61b8f-bcde-433d-b219-954385db33b4-1369559551.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;10.37;;;;1950;;10.37;118418049;district_heating;y;false;;y;Berlin;y;4;1;195;no_information;4.8;49.5;Berlin;14167;mint_condition;luxury;false;;no_information;no_information;y;;;no_information;apartment;14167;1;n;2,active;;Deutschland;top;;wohnung_kauf;n;1;;;001.63078;198000;profile0;1;true;n;;n;n;Lichterfelde_Steglitz;118418049;2;Berlin;/expose/118418049;"['Das  Objekt liegt im "" Loftland "", Lichterfelde, Ortsteil Steglitz-Zehlendorf. Die Wohnanlage ist im kernsaniertem Zustand.\nDie umfassende Sanierung wurde 2009 /2011 durchgeführt. Das Apartement ist mit einer vollständigen Küche ausgestattet.\nParkplätze können über die Hausverwaltung angemietet werden.', 'Die Wohnung verfügt über:\n\n- Parkettfußboden\n- gef. Wannen-Duschbad (Spiegel, Wandschrank, Handwaschbecken, Wanne, Dusche, Lüfter)\n- Einbaukücke mit Elektrogeräten (Kühl-Gefrier-Kombi, Dunstabzugshaube, Hängeschränke, Mehrzweckanrichte)\n- Empore (9 qm) über dem Flur als Schlafmöglichkeit geeignet\n- Keller\n- helles Treppenhaus\n- geräumiger Aufzug\netc.\nIm Hausgeld sind Heizkosten und Warmwasser enthalten.', 'Verkehrsmöglichkeiten:\n - Bus 112, 285 \nDas Haus steht wenige Gehminuten von der Goerzallee entfernt. Dort gibt es alle Einkaufsmöglichkeiten des täglichen Bedarfs (Kaufpark, NETTO,OBI, Sparkasse etc.)', 'Für weitere Fragen oder einer Besichtigung stehen wir Ihnen gerne zur Verfügung.']";energy_consumption;A;49;;49.5;disabled;2010;;;;
2020-05-30 19:28:10.238850;Berlin;district_heating;ONE_YEAR_FREE;18657428;n;y;https://pictures.immobilienscout24.de/listings/f015edf2-0f08-45b7-84ba-4ed964ae5992-1369554481.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;16.54;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;16.54;118416367;district_heating;y;false;MagentaZuhause L;n;Berlin;y;10;1;350;40;8.84;119;Berlin;12045;modernized;luxury;false;100 MBit/s;no_information;Fuldastr;y;https://padlock.link/ioml;https://padlock.link/ml;Fuldastr;apartment;12045;4;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.7b074fc2-af0e-47cf-8b85-09b1c40265f7;830000;profile0;4;true;n;showqualicontactform;n;n;Neukölln_Neukölln;65fde0aa-82e2-41dc-b473-16c3a8551ac0;5;Berlin;/expose/118416367;"['Zum 01.08.2020 können Sie diese attraktive, modernisierte Wohnung im dritten OG erwerben, die durch eine luxuriöse Innenausstattung besticht. Das Objekt überzeugt nicht nur mit vier schönen Zimmern, sondern bietet mit einem Badezimmer sowie einem zusätzlichen, separaten Gäste-WC viel Platz. Die entsprechende Etage lässt sich bequem über einen Fahrstuhl erreichen. Die Eigentumswohnung befindet sich in einem 1910 erbauten Haus und wird per Fernwärme beheizt. Der Energieausweis der Immobilie ist aktuell und liegt vor. Das monatliche Hausgeld beträgt 350,00\xa0€. Den Balkon können Sie an sonnigen Tagen zum zweiten Wohnzimmer machen. Ein Kellerraum steht Ihnen außerdem zur Verfügung. Auch eine hochwertige vom Tischler gebaute Einbauküche sowie umfangreiche Einbauschränke gehören zur Immobilie und bietet Stauraum für Küchenutensilien. Die Immobilie kann provisionsfrei übernommen werden.', '- Dielenboden in der gesamten Wohnung, \n- original Stuck und Türen\n- Bad mit freistehender Badewanne und Dusche ( Rainshower) mit Hochwertige Armaturen\n- Separates Gäste-WC\n- Balkon mit Blick ins Grüne\n- Fahrstuhl in Zwischenebene\n- Designer Kaminofen\n- Großzügige Einbauschränke in Küche, Esszimmer und Schlafzimmer vom Tischler\n', '5 min zu Fuss bis zur Station Rathaus Neukölln (U7) /30 min zum Hauptbahnhof (M41) /45min zu den Flughäfen per ÖPNV\nDas lebendige Viertel zwischen Weichselplatz und Sonnenalles zählt zu den attraktivsten Gegenden der Hauptstadt.\nMan findet hier alles was das Herz begehrt: Kunst, Kultur, malerische Plätze, grüne Oasen und modernes Leben. Wer sich entspannen will, genießt im Schatten alter Stadtbäume einen Kaffee oder trinkt einen Cocktail im TIER oder Ä. Die Weserstraße hat hier einiges zu bieten.\nIm Nachbarhaus gibt es ein EDEKA; etwas weiter stehen eine BioCompany, Netto oder auch ein kleiner BioMarkt zur Deckung des täglichen Bedarfs bereit.\nMöglichkeiten für Umfangreichere Einkäufe bieten die Geschäfte und Kaufhäuser um den Her- mannplatz oder direkt am Ende der Fuldastraße die Neuköllner Arkaden.', 'Das Objekt wird vorwiegend von einer sehr netten Eigentümergemeinschaft bewohnt. Die Wohnung eignet sich für Paar und Familien. ']";energy_required;;153;5;;;2015;;;;
2020-05-30 19:28:10.588344;Berlin;self_contained_central_heating;ONE_YEAR_FREE;16422655;n;n;https://pictures.immobilienscout24.de/listings/cda6700c-f5bd-46eb-906e-717c304aca68-1369572685.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;11.48;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;über Hybrid;;WITH_HYBRID;11.48;118423422;gas;y;false;MagentaZuhause M Hybrid (2);n;Berlin;n;7;;;13;7.14;49;Berlin;10245;modernized;sophisticated;false;16 MBit/s;no_information;Lehmbruckstrasse;n;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;Lehmbruckstrasse;apartment;10245;2;n;2,active;true;Deutschland;standard;50 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;001.16020469;315000;profile0;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;070a5909-c758-4d0b-9d19-00e29ef3bfda;2;Berlin;/expose/118423422;['Der Verkauf erfolgt privat und ist somit provisionsfrei.\n\nMakleranfragen sind nicht erwünscht.\n\nDie Wohnung befindet sich in der Lehmbruckstraße 13, im Hinterhaus, 1. OG. und ist somit sehr ruhig gelegen.\n\nDie Wohnung ist bis 30.06. vermietet und somit bezugsfrei zum 01.07.2020. \n\nDas Wohnzimmer hat ca 20 qm, das Schlafzimmer ca 13 qm.\n\nDie Marken-EBK (Sachsenküche) wurde 2012 fertig gestellt, der Boden ist gefließt. \n\nDas innenliegende, hochwertige Bad wurde im 2013 fertiggestellt. \n\nDie Dielen wurden 2014 frisch abgeschliffen und sehen einfach wundervoll aus. \n\nDie Tür und Rahmen zwischen Wohn-und Schlafzimmer wurde ebenfalls abgeschliffen.\n\nLetzte Renovierungsarbeiten erfolgten im Juni 2019: Wände und Decken neu gestrichen, neue Wohnzimmertür + Rahmen neu gestrichen. Badtür und Rahmen neu gestrichen. Dazu weitere kleinere Schönheitesreparaturen (neue Steckdosen, Lichtschalter etc.)', 'Gelegen in der Lehmbruckstrasse befindet sich die Wohnung im ruhigen Friedrichshainer Rudolfkiez. U-Bhf, S-Bhf sowie die Tram (M10) Warschauer Straße sind in 5 Minuten fußläufig zu erreichen. Supermärkte sind ebenfalls schnell zu Fuß zu erreichen. In der unmittelbaren Nähe gibt es ebenfalls diverse Ärzte, Restaurants, Bäcker etc.'];;;;4;;;2014;10 MBit/s;50 MBit/s;;
2020-05-30 19:28:10.979820;Berlin;floor_heating;ONE_YEAR_FREE;468731;n;n;https://pictures.immobilienscout24.de/listings/117e4b44-f40f-4a6b-bf10-fd0f39d61068-1369601146.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;9.73;10 MBit/s;telekom_layer_magenta_m;über VDSL;;REGULAR;9.73;118429003;gas;y;false;MagentaZuhause M;y;Berlin;n;11;;520;no_information;3.79;129;Berlin;14195;no_information;no_information;false;50 MBit/s;no_information;no_information;n;https://padlock.link/iomm;https://padlock.link/mm;no_information;apartment;14195;4;n;2,active;true;Deutschland;top;50 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.468731;1070000;profile0;4;true;y;showqualicontactform;n;n;Dahlem_Zehlendorf;GBA1258;6;Berlin;/expose/118429003;"['Bei der angebotene Immobilie handelt es sich um eine helle und modern ausgestattete Wohnung aus den 90er Jahren.\nWohnraum und Terrasse sind nach Süden ausgerichtet. Auf der anderen Seite genießen Sie den schönen Ausblick in den Thielpark.\nGerne schicken wir Ihnen ein aussagekräftiges Exposé auf Anfrage zu.', '•Parkettböden \n•Große bodentiefe Fenster \n•2 Bäder, Gäste WC \n•Einbauküche\n•Terrasse\n•Fußbodenheizung\n•Abstellraum\n•Garten zur Gemeinschaftsnutzung\n•Gaszentralheizung\n•Keller', 'Die absolut ruhige Wohnlage direkt am Thielpark gehört zu den schönsten und begehrtesten Lagen von Berlin Dahlem! Die grüne Umgebung ist durch repräsentative Villen geprägt. \n\nSehr gute ÖPNV-Anbindung: in 3-5 Fußminuten ist der U3-Bahnhof Freie Universität (ehemals Thielplatz) erreicht. Über den Hohenzollerndamm bzw. die Stadtautobahn sind es auch nur wenige Minuten mit dem Auto zur Berliner Innenstadt. \nEinkaufsmöglichkeiten, Restaurants und Cafés befinden sich im fußläufig zu erreichenden Dahlem Dorf oder im neu entstandenen Einkaufszentrum Truman Plaza.\n \nSehr gute Schulen (öffentliche und private) befinden sich in unmittelbarer Entfernung; z.B. Erich-Kästner-Grundschule, Arndtgymnasium Dahlem, Rudolf-Steiner Schule,  Quentin-Blake-Schule, Königin-Luise-Stift. \n\nDie Lage bietet einen sehr hohen Freizeit-und Naherholungswert: Neben dem vor der Haustür befindlichen Thielpark, ist es fußläufig sehr nah zur beliebten Domäne Dahlem. Auch der Botanischen Garten und der Grunewald mit seiner reizvollen Seenkette sind nicht weit entfernt.', 'Bitte haben Sie Verständnis dafür, dass wir nur Anfragen beantworten können, wenn Sie Ihre vollständigen Kontaktdaten angeben. Vielen Dank.']";;;;;;disabled;;;;;
2020-05-30 19:28:11.491009;Berlin;central_heating;ONE_YEAR_FREE;15474925;n;n;https://pictures.immobilienscout24.de/listings/c061df76-f577-44af-b056-39d3441079b1-1369583485.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;12.78;40 MBit/s;telekom_layer_magenta_l;über VDSL;1900;REGULAR;12.78;118425765;district_heating;n;false;MagentaZuhause L;y;Berlin;n;2;1;160.34;50;7.25;26.58;Berlin;10559;no_information;no_information;false;100 MBit/s;no_information;Stephanstr.;n;https://padlock.link/ioml;https://padlock.link/ml;Stephanstr.;apartment;10559;1;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15417560;99000;profile0;1;true;n;;n;n;Tiergarten_Tiergarten;VK-16083_WE16_TT;1;Berlin;/expose/118425765;['Diese kleine gemütliche 1-Zimmerwohnung, befindet sich in einem imposanten 4-geschossigen Altbaubäude, welches in ein Vorderhaus, einen Seitenflügel und ein Hinterhaus aufgeteilt ist und über 31 Einheiten verfügt.\n\nDas Haus wurde um die Jahrhundertwende erbaut und 2015 in Eigentumseinheiten aufgeteilt. \n\nDie Wohnung befindet sich im 3. Obergeschoss im Seitenflügel, verfügt über ca 26,6 m² die auf einen Eingangsbereich, ein Wohn- und Schlafraum, eine Küche und ein Badezimmer aufgeteilt sind. \n\nSie ist seit 1996 zuverlässig vermietet.  Dem Mieter steht nach dem Verkauf der Wohnung eine 10-jährige Kündigungsschutzfrist zu.', 'Schöne und lebhafte Kiezatmosphäre mit viel hauptstädtischer Urbanität - das geht im Stephankiez in Moabit harmonisch zusammen.   Moabit ist ein Ortsteil vom Bezirk Mitte, dem Regierungsviertel, und liegt somit im Herzen von Berlin.\n\nNeben Europas größtem Kreuzbahnhof, dem Berlin Hauptbahnhof, befinden sind auch der „Hamburger Bahnhof“, das Museum für Gegenwartskunst, und das Naturkundemuseum in der Nachbarschaft der Immobilie.\n\nFür Sportler bieten das Trainingsgelände des SC-Union Berlin sowie der Tennis-Club Tiergarten oder das großzügiges Parkgelände des Tiergarten selbst optimale Möglichkeiten.\n\nOb kleine Traditionsgeschäfte, Einkaufszentrum oder Kulturfabrik, Cafés oder Theater -   hier ist vieles in fußläufiger Nähe erreichbar. \n\nDie gute Anbindung in alle Richtungen der Hauptstadt weiß man zu schätzen und zu nutzen.'];energy_consumption;;69.8;;;;;;;;
2020-05-30 19:28:11.869979;Berlin;self_contained_central_heating;ONE_YEAR_FREE;18388930;n;n;https://pictures.immobilienscout24.de/listings/dfe053f8-f571-4aae-8519-2f6247ac83d1-1369597917.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;10.62;40 MBit/s;telekom_layer_magenta_l;über VDSL;1962;REGULAR;10.62;118427847;gas;n;false;MagentaZuhause L;y;Berlin;y;4;2;160;no_information;5.96;56;Berlin;13189;modernized;normal;false;100 MBit/s;outside;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13189;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01008212771;180000;profile0;3;true;y;showqualicontactform;n;n;Pankow_Pankow;MZ201060;2;Berlin;/expose/118427847;"['Die im Hochparterre gelegene Wohnung ist ideal gelegen nahe den Szenekiezen aber dennoch ruhig im Hinterhof. Die Wohnanlage ist aus 1965 und wurde in den 90iger Jahren komplett modernisiert und ist somit auf dem neuesten Stand. Die großen, bodentiefen Isolierfenster im Wohnzimmer lassen viel Licht in die auf 3 Zimmer verteilte, 56 qm große Wohnung. Durch einen idealen Schnitt haben die Zimmer ein Optimum an Größe und bieten ausreichend Platz für eine kleine Familie oder auch eine Wohngemeinschaft.\n\nDas innen liegende Bad ist vollständig gefliest. Viel Stauraum bietet zudem im Flur eine Nische. Ein wahres Raumwunder also!\n\nDie Wohnung wird derzeit von einer langjährigen MIeterfamilie bewohnt. Sie kann nach Verkauf somit weiterhin als Kapitalanlage genutzt werden. Die Kündigungsfrist beträgt 9 Kalendermonate. Der derzeitige Mietzins beträgt 353,- € netto monatlich was einer derzeitigen Nettorendite von 2,35% entspricht. Das Hausgeld beträgt ca. 160,- €.', '• Kellerabteil\n• Wärmegedämmte Aussenfassade\n• Niedriges Hausgeld\n• Laufend instand gehalten\n• Alle Zimmer vom Flur aus begehbar\n• Hohe Rücklage\n• Top Lage!', 'Die ideale Wohnung für die kleine Familie oder Wohngemeinschaft liegt ruhig und unweit der ""Spitze"". Das ist der Punkt, an dem die drei Stadtbezirke, Pankow, Prenzlauer Berg und Weißensee sich treffen. Die Lage mit seiner guten Infrastruktur bietet zahlreiche Geschäfte, Schulen, Kitas und Cafes im nahen Umfeld. Mit Tram und Bus gelangt man schnell ins Zentrum von Berlin. Kultur gibt\'s gleich nebenan in der Brotfabrik oder dem Delphi Theater.\n\n• Gute Verkehrsanbindung (Tram: M1, M2 | Bus: \n  255)\n• Zahlreiche Kitas, Grund- & Oberschulen in der \n  Nähe\n• Nahversorgung in Laufnähe (U.a. Neumann \n  Forum, denn\'s Biomarkt, Netto)\n• Verschiedene Ausgehmöglichkeiten (Z. Bsp. \n  Brotfabrik, Delphi Theater)\n• Wochenmarkt am Caligariplatz', 'Alle Daten in diesem Exposé beruhen auf Angaben des Verkäufers bzw. dessen Bevollmächtigten. Die Objektangabe wurden mit großer Sorgfalt zusammengestellt. Für die Richtigkeit des Verkäufer-, Anbieter- und Angebotsangaben können wir keine Haftung übernehmen. Irrtümer bleiben vorbehalten.\n\nEine Weitergabe an Dritte ist an unsere ausdrückliche Zustimmung gebunden und unterbindet nicht den Provisionsanspruch bei Zustandekommen eines Vertrages.']";energy_consumption;A;94;4;;;1996;;;1;
2020-05-30 19:28:12.323548;Berlin;gas_heating;ONE_YEAR_FREE;17069422;n;y;https://pictures.immobilienscout24.de/listings/d0dade42-7ea0-4d0b-a954-5ec97621a7d6-1369561216.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;11.3;118418679;;n;false;MagentaZuhause L;y;Berlin;y;11;1;;no_information;5.73;225;Berlin;10789;fully_renovated;sophisticated;false;100 MBit/s;no_information;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10789;5;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007821175;1550000;profile0;5;true;n;;n;n;Charlottenburg_Charlottenburg;ISNRR710;7;Berlin;/expose/118418679;['Hier wird eine schöne repräsentative Maisonette-Altbauwohnung (im 2.OG und 3.OG), unweit vom Kurfürstendamm und KaDeWe entfernt, zum Erwerb angeboten. Schon beim Betreten dieser Wohnung, werden Sie von der großzügigen Raumaufteilung begeistert sein. Ansprechender Grundriss und eine hochwertige Ausstattung sorgen für ein wunderschönes Wohlgefühl in der ganzen Wohnung und können noch nach Ihren Wünschen gestaltet werden.\n\nZwei Bäder verfügen über Fliesenboden und Fliesenwände im Nassbereich. Die ebenerdige Duschen lassen jedes Wellness-Herz höher schlagen und die übrigen Wohnräume verfügen über einen Altbaudielenboden. \nDie Maisonettewohnung ist bequem mit dem Aufzug erreichbar.', '- Altbaucharme mit moderner Badaustattung\n\n- Altbaudielenboden,\n\n- Altbautüren\n\n- 2 Bäder\n\n- Balkon\n\n- Bodengleiche Dusche\n\n- Aufzug  \n\n- Top Lage nahe Kurfürstendamm und KaDeWe', 'Das Gebäude liegt in einer der schönsten Lagen von Berlin-Charlottenburg, unweit vom Kurfürstendamm und KaDeWe entfernt. Hier schöpfen Sie in jeder Hinsicht aus dem vollen Repertoire einer Großstadt: Shopping- und Einkaufsmeilen, Beeindruckende Architektur, Cafés, Bars, Restaurants, Theater, Konzerte, Kinos - alles ist zu Fuß erreichbar.\nAuch was Einkaufen, ärztliche Versorgung, Bildung und Betreuung angeht befinden Sie sich in dieser wirklich glücklichen Lage, stets unter einer Vielzahl von Möglichkeiten wählen zu können. Ärzte, Kindergärten und Schulen machen die ausgezeichnete Infrastruktur des Standortes perfekt.'];;;;;;;;;;;
