timestamp;obj_regio1;obj_heatingType;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_yearConstructed;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;obj_energyEfficiencyClass;ga_cd_cxp_historicallisting;obj_parkingSpace;obj_street;obj_lift;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;geo_land;ga_cd_via;obj_immotype;obj_rented;obj_floor;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetProductName;obj_telekomDownloadSpeed;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetServices;obj_numberOfFloors;obj_usableArea;obj_noParkSpaces;obj_lastRefurbish;ga_cd_developer_virtualreality;obj_groupnumber;ga_cd_via_qualified
2020-05-30 19:31:01.880479;Berlin;central_heating;16236417;y;y;https://pictures.immobilienscout24.de/listings/7ac6857c-2b07-4c9a-8341-e4020eeabee9-1369907165.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;8.9;2019;8.9;114123847;no_information;n;false;y;Berlin;n;10;9;490;30;energy_required;3.82;154.66;Berlin;13467;first_time_use;luxury;A_PLUS;false;outside;"Elsestra&szlig;e";y;Elsestraße;maisonette;13467;4;28.6;n;2,active;Deutschland;standard;wohnung_kauf;n;0;false;002.01007153772;758000;profile0;4;true;y;showqualicontactform;n;n;Hermsdorf_Reinickendorf;80148;7;Berlin;/expose/114123847;"['Wir bieten Ihnen hier eine wunderschöne großzügige Maisonettwohnung im Hochparterre eines eben erbauten 5-Parteien-Hauses zum Kauf an. \n\nDie Fertigstellung dieser Wohnung ist für Sommer 2020 geplant. \n\nIm Erdgeschoss / Hochparterre dieser Wohnung befindet sich der sehr großzügige Wohn- und Essbereich, mit überdachtem Balkon sowie der Zugang zum großen eigenen Garten. Ebenfalls finden Sie ein weiteres separates Zimmer sowie ein tagesbelichtetes Duschbad. \nDurch eine Treppe mit dem etwas tiefer gelegenen Stockwerk verbunden, finden sich derzeit 2 großzügige Schlafzimmer u.a. mit Ankleide sowie ein großes Bad wieder. \n\nDurch große Fenster sind auch die Räume im unteren Stockwerk mit ausreichend Tageslicht versorgt. \n\n', 'Das Haus wurde nach den aktuellen Regeln der Technik hergestellt; derzeit finden der Innenausbau der Wohnung statt. Aus der Bau- und Ausstattungsbeschreibung, welche wir Ihnen gerne zusenden, können Sie die verwendeten Materialien ersehen. \n\nAus dem hier beigefügten Freiflächenplan können Sie den zur Wohnung gehörenden ca. 145 m² großen Garten (blau markiert) ersehen; Zugang erhalten Sie durch eine große Treppe zu betreten vom Wohnbereich. \n\n', 'Hermsdorf ist ein Ortsteil des Bezirkes Berlin-Reinickendorf. \n\nGeprägt ist dieser Ortsteil von seinem unter Denkmalschutz stehenden Ortskern. \n\nDas Haus liegt in einer ruhigen 30iger - Zone ohne Durchgangsverkehr. \n\nANBINDUNG \n\nAm Bahnhof Hermsdorf halten die Züge der S-Bahnlinie S1.\n\nHauptverkehrsstraßen sind die östlich des Bahndamms in Nord-Süd-Richtung verlaufende Berliner Straße (Bundesstraße 96) und der Hermsdorfer Damm, der – die B 96 und die Gleisstrecke kreuzend – das Waldseeviertel mit Tegel verbindet und an der A 111-Anschlussstelle Waidmannsluster Damm auf selbigen trifft.\n\nDie Buslinie 125 der BVG verbindet den Ortsteil über den Hermsdorfer Damm mit dem Verkehrsknotenpunkt am U-Bahnhof Alt-Tegel (Linie U6, weitere Buslinien, S-Bahnhof Tegel der Linie S25 in Fußnähe) und über die Frohnauer Straße mit dem Ortsteil Frohnau sowie die BVG-Buslinie 220 entlang der B 96 mit dem S-Bahnhof Wittenau und weiter nach Tegel. Für das von beiden Buslinien nicht unmittelbar erreichte Wohngebiet östlich des Waldsees verkehrt der „Kiezbus“ 326 vom S-Bahnhof Hermsdorf. Nachtbusverbindungen bestehen mit den Linien N20 (vom Hauptbahnhof) und N25 (von Tegel).', 'WAS FÜR DEN KAUF EINER EIGENTUMSWOHNUNG IN BERLIN SPRICHT\nDer wahre Wert einer Immobilie definiert sich vor allem über ihren potenziellen Wertzuwachs in den kommenden Jahren. Der Berliner Immobilienmarkt hat noch sehr viel Nachholpotenzial – insbesondere gegenüber anderen europäischen Hauptstädten. In London oder Paris sind die Preise für Wohnungen sehr viel höher als für eine vergleichbare Eigentumswohnung in Berlin.\n\nEXTREM HOHE NACHFRAGE NACH WOHNRAUM\nIn den letzten Jahren hat Berlin bewiesen, dass der Immobilienmarkt bereits mit der Aufholjagd begonnen hat. Das liegt vor allem an der hohen Nachfrage nach Wohnraum in Berlin. Die Spreemetropole gehört einer Umfrage des Meinungsforschungsinstituts Ipsos zufolge weltweit zu den 25 beliebtesten Städten und ist gleichzeitig die attraktivste deutsche Stadt.\n\nANGEBOT AN WOHNUNGEN SEHR KNAPP\nAuch die Berater von PwC und dem Urban Land Institute haben Berlin in einer Studie zum besten Investment-Standort für Immobilien gekürt. Das Angebot an Wohnungen ist in Berlin besonders knapp. Fehlen deutschlandweit lediglich 47% der benötigten Wohnungen, sind es in Berlin 75%. Besonders Wohnungen mit 2 bis 4 Zimmern fehlen. Somit ist jetzt der ideale Zeitpunkt, um eine Eigentumswohnung in Berlin zu kaufen. Wir haben Zugang zu vielen interessanten Immobilienprojekten in Berlin und können Ihnen eine vielfältige Auswahl bieten.']";;;;;;;;;;;;;;;;;;;
2020-05-30 19:31:02.394931;Berlin;central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/de57d85a-31b9-40ed-bda0-718ea2480a2f-1368410314.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;10.87;1914;10.87;118244054;district_heating;n;false;y;Berlin;y;9;1;384;no_information;energy_required;5.63;118;Berlin;12159;well_kept;normal;;false;no_information;no_information;n;no_information;apartment;12159;4;125.7;n;2,active;Deutschland;standard;wohnung_kauf;y;2;true;001.1163286;549000;profile0;4;true;n;;n;n;Friedenau_Schöneberg;1182488;5;Berlin;/expose/118244054;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 2. OG im Vorderhaus in einem Altbaugebäude aus dem Jahre 1914. Das Gebäude hat keinen Personenaufzug.\nThe dwelling is located in the 2. floor in a building of 1914.', 'Die vermietete Eigentumswohnung hat 4 Zimmer mit Dielen und ein Wannenbad mit Fenster. Die Wohnung hat einen ruhigen Süd-West-Balkon und einen 2. Balkon nach Osten ausgerichtet. Die Küche hat Platz für einen Essplatz. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an.\nThe dwelling has 4 rooms with wooden floor and a balcony to the south-west. If you whant more information with fotos, groundplan etc. please send us your name and your post adress.', 'Das Gebäude befindet sich in klassischer Lage Berlin Friedenau Die S-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is in a quiet street of Friedenau. The S-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;;;;;;
2020-05-30 19:31:02.797594;Berlin;oil_heating;16833524;n;y;https://pictures.immobilienscout24.de/listings/79dbace8-421c-4925-abf8-4c8186f95e7b-1368415273.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;10.37;;10.37;118243271;oil;n;false;y;Berlin;y;7;;272;no_information;energy_consumption;4.8;78;Berlin;12207;modernized;normal;NO_INFORMATION;false;underground_garage;no_information;y;no_information;apartment;12207;3;132;n;2,active;Deutschland;top;wohnung_kauf;n;1;true;002.01007599819;340000;profile0;3;true;n;showqualicontactform;n;n;Lichterfelde_Steglitz;4583 - 0005;3;Berlin;/expose/118243271;['Das zu Verkauf stehende Objekt befindet sich in einem ruhigen Wohngebiet in Lichterfelde. Das Objekt ist in der 1.OG und bequem mit dem Fahrstuhl zu erreichen. Die Wohnung ist barrierefrei und erstreckt sich über ca. 78 m². Erbaut wurde das Objekt im Jahr 1973. Die Wohnung ist derzeit noch bewohnt und kann ab dem 01.07.2020 übernommen werden.', '-Küche ( mit Boiler, Spüle  und Unterschränken )\n-Bad\n-Gäste WC\n-barrierefrei\n-Balkon\n-Fahrstuhl', 'Ideale Verkehrsanbindung, die S25 (Osdorfer Straße) bringt Sie in 20 Minuten direkt ins Stadtzentrum, zum Potsdamer Platz. In nur 15 Minuten, sind sie an der beliebten Shoppingmeile, in der Schloßstrße (Steglitz). Optimale Bedingungen zum spazieren, joggen oder Fahrradfahren, sind am Ufer des Teltower Kanals gegeben (600 Meter Entfernung).', 'Zur Wohnung kann ein Parkplatz in einer Sammel-Tiefgarage erworden werden  . Kaufpreis € 10.000,00'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;78;1;2018;;;
2020-05-30 19:31:03.200453;Berlin;central_heating;948383;n;y;https://pictures.immobilienscout24.de/listings/7a1ab2de-2f6a-49be-bb78-c1c41587b6b1-1368529142.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;9.14;1991;9.14;118240328;gas;y;false;n;Berlin;y;6;5;261;no_information;energy_consumption;3.8;68.21;Berlin;13505;well_kept;normal;E;false;underground_garage;no_information;n;no_information;terraced_flat;13505;2;143.9;n;2,active;Deutschland;standard;wohnung_kauf;y;0;true;001.948383;265000;profile0;2;true;y;showqualicontactform;y;n;Konradshöhe_Reinickendorf;5091#QPikea;3;Berlin;/expose/118240328;['Die vermietete schöne 2 Zimmer-Wohnung befindet sich in  einer gepflegten Wohnanlage. Diese besteht aus 10 Einheiten und verteilen sich auf zwei Stadtvillen. Die Wohnung selbst befindet sich im hinteren Haus.\nDie Wohnungen verfügt über eine Terrasse mit direkter Gartenanbindung.', 'zwei Zimmer, Flur, Abstellraum, Wannen-Bad, Küche mit Einbaugeräten, Terrasse und Gartennutzung', 'Die Wohnanlage befindet sich in einer ruhigen Wohngegend welche mit Ein und Mehrfamilienhaus Bebauung aufweist.\nIn der unmittelbaren Gegend befinden sich Einkaufsmöglichkeiten für den täglichen Bedarf. Mit den öffentlichen Verkehrsmittel erreicht man bequem Tegel-Ort mit seiner Einkaufspassagen.', 'Miete mtl. inkl. Stellplatz 742,- €\n\nGerne stehen Ihnen weitere Daten zur Verfügung.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;2;;1;;true;400;
2020-05-30 19:31:03.557705;Berlin;district_heating;17689537;n;n;https://pictures.immobilienscout24.de/listings/89fb1e13-c6b8-4055-bf89-6c055e478280-1368445679.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;12.19;1910;12.19;118249360;gas;n;false;n;Berlin;y;4;1;154.43;36b;energy_consumption;7.44;30.05;Berlin;10967;well_kept;normal;NO_INFORMATION;false;no_information;"Urbanstra&szlig;e";n;Urbanstraße;apartment;10967;1;105;n;2,active;Deutschland;premium;wohnung_kauf;n;3;true;009.d41f4c69-eb7b-4709-b891-42c728a6b026;199000;profile0;1;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;POR015_WE29_1.0;1;Berlin;/expose/118249360;['WUNDERSCHÖNER ALTBAU ZWISCHEN VOLKSPARK HASENHEIDE UND LANDWEHRKANAL!\n\nDer 5-geschossige Altbau aus dem Jahre 1910 liegt inmitten des Gräfekiezes nahe des Landwehrkanals. Es besteht aus einem Vorderhaus, zwei Hinterhäusern sowie zwei Seitenflügeln. Fahrradabstellmöglichkeiten befinden sich im ruhigen und sehr gepflegten Innenhof.\n\nDie Fassaden sowie Treppenhäuser wurden in 2017/2018 komplett instandgesetzt.', 'RUHIG & SONNIG!\n\nDiese Wohnung befindet sich in einem gepflegten Zustand. Sie zeichnet sich vor allem durch folgende Ausstattungsmerkmale aus:\n\n* Laminatfußboden\n* Ruhig & sonnig\n* Innenliegendes Badezimmer\n* Super Lage im Gräfekiez', 'WOHNEN IM KREUZBERGER GRÄFEKIEZ!\n\nDas gepflegte Wohnhaus liegt im Szenebezirk Kreuzberg zwischen Volkspark Hasenheide und Landwehrkanal. Der angesagte und beliebte Gräfekiez versprüht eine positive Energie, die sich über den ganzen Kiez erstreckt. Das vielfältige Angebot an Bars und außergewöhnlichen Restaurants verschlägt einem immer wieder den Atem. Ob arabisch, französisch, italienisch oder koreanisch – Für Sie wird auf jeden Fall etwas Passendes dabei sein! Jeden Dienstag & Donnerstag findet am Maybachufer der orientalische Markt statt. Hier finden Sie reichlich Auswahl an Feinkost, Blumen, Obst und Gemüse.\n\nDas Wohnhaus ist hervorragend an das öffentliche Verkehrsnetz angebunden. Die U-Bahn-Station (U7) „Südstern“ befindet sich in unmittelbarer Nähe. Hinzu kommt die U-Bahn Station (U8) „Schönleinstraße“. Von dort aus gelangen Sie direkt zum Alexanderplatz, Hermannplatz als auch Volkspark Hasenheide. Einkaufsmöglichkeiten finden Sie Sie direkt im Gräfekiez. \n\nDer Landwehrkanal und Volkspark Hasenheide, welche fußläufig in ca. 5 Minuten zu erreichen sind, bieten einem Abenteuer und Entspannung zu gleich. Hier können Sie die Sonne genießen und die Seele baumeln lassen.', 'Wir freuen uns von Ihnen zu hören und stehen für weitere Fragen und einen Besichtigungstermin selbstverständlich gern zur Verfügung!'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;;;;;;true
2020-05-30 19:31:04.107645;Berlin;gas_heating;18052783;n;y;https://pictures.immobilienscout24.de/listings/74d1515d-bee9-418b-8b4b-616df1e3d95d-1369126576.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;10.37;1900;10.37;118249054;gas;y;false;n;Berlin;n;8;1;433.8;50;energy_required;4.8;101.79;Berlin;12205;no_information;sophisticated;;false;no_information;"Ringstra&szlig;e";n;Ringstraße;apartment;12205;3;212.6;n;2,active;Deutschland;standard;wohnung_kauf;y;2;true;002.01008679649;467000;profile0;3;true;n;showqualicontactform;n;n;Lichterfelde_Steglitz;499207;5;Berlin;/expose/118249054;['Das Ring50, ein repräsentativer Altbau aus der Gründerzeit, wie man ihn selten findet: Die helle, schmuckreiche Fassade mit feinen Details und dekorativen Elementen verschiedener Baustile wirkt schon auf den ersten Blick einladend. Die Ecklage des Gebäudes, große Fenster und Balkone verstärken den freundlichen Gesamteindruck und sorgen für viel Licht in den Wohnungen. \r\nDie zwölf vermieteten, großzügig gestalteten 1- bis 5-Zimmer-Wohnungen mit Wohnflächen von ca. 53 m² bis 148 m² zeichnen historische Details aus. Während die Erdgeschoss-Wohnungen über Terrassen mit Gartenanteil verfügen, sind die Wohnungen vom 1. Ober- bis zum Dachgeschoss - mit einer Ausnahme - mit Balkonen versehen.\r\n', 'Ihre Traumwohnung!!\r\n\r\n-    Modernisierte, lichtdurchflutete Eigentumswohnung\r\n-    Abgezogene Dielenböden\r\n-    Sonniges, großes Bad, neu gefliest mit dunklen Fliesen und Badewanne\r\n-    Wohnküche mit mietereigener Einbauküche\r\n-    Gäste WC\r\n-    Balkon und französischer Balkon\r\n-    Getrennte Zimmer, eine optimale Familienwohnung\r\n-    Großzügige Fensterfronten geben der Wohnung einen besonderen Flair', 'Egal, ob Sommer oder Winter ein Spaziergang durch Lichterfelde-West ist immer eine Wohltat für die Sinne. Der Ortsteil, der auch Villenkolonie Lichterfelde genannt wird, gehört zu einer der schönsten Ecken der Hauptstadt. Die von alten Baumbestand gesäumten Kopfsteinpflaster-Alleen führen vorbei an eindrucksvollen Häusern verschiedenster Baustile.\r\n\r\n-    100 Meter bis zur Bushaltestelle Carstennstr./ Ringstr. (Linie 188, X11)\r\n-    4 Minuten mit dem Fahrrad bis S-Bahnhof Sundgauer Straße (S1) oder\r\n-    4 Minuten mit dem Fahrrad bis S-Bahnhof Berlin-Lichterfelde West\r\n-    Restaurants, Cafés und Bars fußläufig zu erreichen\r\n-    Supermärkte unmittelbarer Umgebung, zum Beispiel Rewe, Edeka, Aldi\r\n', 'Wir freuen uns auf Ihren Anuf!'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;4;;;;;7;
2020-05-30 19:31:04.466096;Berlin;central_heating;428250;n;n;https://pictures.immobilienscout24.de/listings/9cc3caf3-abcd-4bec-a6b1-dc1975ab7d39-1368421791.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.48;1904;11.48;118245093;gas;n;false;y;Berlin;y;5;1;260.56;no_information;energy_consumption;7.14;56.94;Berlin;10245;well_kept;sophisticated;NO_INFORMATION;false;no_information;no_information;n;no_information;apartment;10245;2;112.3;n;2,active;Deutschland;standard;wohnung_kauf;y;4;true;001.428250;250000;profile0;2;true;n;showqualicontactform;n;n;Friedrichshain_Friedrichshain;118245093;2;Berlin;/expose/118245093;['Die zum Verkauf stehende Eigentumswohnung befindet sich im 4. Obergeschoss eines Mehrfamilienhauses. Das Wohnhaus wurde 1904 erbaut, 2004 umfassend saniert und modernisiert.', 'Die zum Verkauf stehende Eigentumswohnung befindet sich im Berliner Bezirk Friedrichshain-Kreuzberg, im Ortsteil Friedrichshain. Die unmittelbare Umgebung ist durch einen in Berlin gefragten Szene-Kiez geprägt. So gibt es ein lebendiges Nacht- und Kulturleben, das über die Stadtgrenzen hinaus bekannt ist. Es handelt sich um eine bevorzugte Touristenmeile mit zahlreichen Klubs, Gaststätten, Hotels und Pensionen sowie Szene-Kneipen. Diverse Einkaufsmöglichkeiten für Waren des täglichen Bedarfs sind fußläufig erreichbar. In der Nähe befinden sich Straßenbahnverbindungen sowie U- und S-Bahn.', 'Die Wohnung ist ab dem 01.08.2020 bezugsfrei.'];ONE_YEAR_FREE;10 MBit/s;telekom_layer_magenta_m;über VDSL;REGULAR;MagentaZuhause M;50 MBit/s;https://padlock.link/iomm;https://padlock.link/mm;true;50 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;;;2004;;;
2020-05-30 19:31:04.803539;Berlin;central_heating;1163286;n;y;https://pictures.immobilienscout24.de/listings/5278d4cd-70e4-4cd3-97dc-9062c64b13d7-1368413055.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;12.78;1919;12.78;118244397;gas;n;false;y;Berlin;y;9;1;411;no_information;energy_consumption;7.25;145;Berlin;10555;well_kept;normal;;false;no_information;no_information;n;no_information;apartment;10555;5;129.8;n;2,active;Deutschland;standard;wohnung_kauf;y;1;true;001.1163286;669000;profile0;5;true;n;;n;n;Tiergarten_Tiergarten;118244888;6;Berlin;/expose/118244397;['Weitere Angebote zu unseren Eigentumswohnungen finden Sie auf unserer Homepage: http://www.wohllebe-immobilien.de/etw.php\nDie vermietete Eigentumswohnung befindet sich im 1. OG im Vorderhaus in einem gepflegten Altbaugebäude im Vorderhaus aus dem Jahre 1919. Das Haus hat keinen Personenaufzug. The rented apartment is located in the 1. floor in a building of 1919.', 'Die Wohnung wird zu 12-2021 frei. Die Die vermietete Eigentumswohnung hat  5 Zimmer mit Dielenböden und Stuckdecken. Es gibt ein Wannenbad mit Fenster, sowie eine Gäste-WC. Die Wohnung hat einen Balkon. Für ein ausführliches Expose geben Sie bitte Ihren Namen und Postadresse an.\nThe rented dwelling has 5 rooms. If you whant more information with fotos, groundplan etc. please send us your name and your mailing address.', 'Das Gebäude befindet sich in klassischer Lage Berlin Tiergarten, nahe der Spree. Die U-Bahn ist fußläufig erreichbar. In der näheren Umgebung befinden sich sämtliche Einkaufsmöglichkeiten und Dienstleistungen, die man für den täglichen Bedarf benötigt. Auch Schulen, Kitas und andere (öffentliche) Einrichtungen sind fußläufig erreichbar.\nThe building is located in Tiergarten. The U-Bahn is reachable  in a walking distance. In the near region you have schools and shopping possibilities around.'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;5;;;;;;
2020-05-30 19:31:05.254820;Berlin;gas_heating;18052783;n;n;https://pictures.immobilienscout24.de/listings/68ff861f-2dd2-4b8f-a588-ab35247dae6e-1368444416.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.37;1900;10.37;118249082;gas;y;false;n;Berlin;n;6;1;238.12;50;energy_required;4.8;53.37;Berlin;12205;no_information;no_information;;false;no_information;"Ringstra&szlig;e";n;Ringstraße;apartment;12205;1;212.6;n;2,active;Deutschland;standard;wohnung_kauf;y;3;true;002.01008679649;252000;profile0;1;true;n;showqualicontactform;n;n;Lichterfelde_Steglitz;499211;2;Berlin;/expose/118249082;['Das Ring50, ein repräsentativer Altbau aus der Gründerzeit, wie man ihn selten findet: Die helle, schmuckreiche Fassade mit feinen Details und dekorativen Elementen verschiedener Baustile wirkt schon auf den ersten Blick einladend. Die Ecklage des Gebäudes, große Fenster und Balkone verstärken den freundlichen Gesamteindruck und sorgen für viel Licht in den Wohnungen. \r\nDie zwölf vermieteten, großzügig gestalteten 1- bis 5-Zimmer-Wohnungen mit Wohnflächen von ca. 53 m² bis 148 m² zeichnen historische Details aus. Während die Erdgeschoss-Wohnungen über Terrassen mit Gartenanteil verfügen, sind die Wohnungen vom 1. Ober- bis zum Dachgeschoss - mit einer Ausnahme - mit Balkonen versehen.\r\n', 'Entzückendes Apartment\r\n\r\nEin Zimmer Apartment mmit Laminatboden zzgl ausgebauter Spitzboden als zusätzliches Extra \r\nGefliestes, tagesbelichetes Bad mit Wanne und Dusche \r\nKüche mit Korkboden und mietereigener Einbauküche\r\n\r\nWir freuen uns auf Ihren Anruf!\r\n', 'Egal, ob Sommer oder Winter ein Spaziergang durch Lichterfelde-West ist immer eine Wohltat für die Sinne. Der Ortsteil, der auch Villenkolonie Lichterfelde genannt wird, gehört zu einer der schönsten Ecken der Hauptstadt. Die von alten Baumbestand gesäumten Kopfsteinpflaster-Alleen führen vorbei an eindrucksvollen Häusern verschiedenster Baustile.\r\n\r\n-    100 Meter bis zur Bushaltestelle Carstennstr./ Ringstr. (Linie 188, X11)\r\n-    4 Minuten mit dem Fahrrad bis S-Bahnhof Sundgauer Straße (S1) oder\r\n-    4 Minuten mit dem Fahrrad bis S-Bahnhof Berlin-Lichterfelde West\r\n-    Restaurants, Cafés und Bars fußläufig zu erreichen\r\n-    Supermärkte unmittelbarer Umgebung, zum Beispiel Rewe, Edeka, Aldi\r\n'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;4;;;;;11;
2020-05-30 19:31:05.595228;Berlin;gas_heating;18052783;n;y;https://pictures.immobilienscout24.de/listings/5cb32a43-09e4-4c63-8ade-4c2b1f762b62-1368444361.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.37;1900;10.37;118249066;gas;n;false;n;Berlin;n;7;1;363.91;50;energy_required;4.8;85.15;Berlin;12205;no_information;no_information;;false;no_information;"Ringstra&szlig;e";n;Ringstraße;apartment;12205;4;212.6;n;2,active;Deutschland;standard;wohnung_kauf;y;2;true;002.01008679649;390000;profile0;4;true;n;showqualicontactform;n;n;Lichterfelde_Steglitz;499208;4;Berlin;/expose/118249066;['Das Ring50, ein repräsentativer Altbau aus der Gründerzeit, wie man ihn selten findet: Die helle, schmuckreiche Fassade mit feinen Details und dekorativen Elementen verschiedener Baustile wirkt schon auf den ersten Blick einladend. Die Ecklage des Gebäudes, große Fenster und Balkone verstärken den freundlichen Gesamteindruck und sorgen für viel Licht in den Wohnungen. \r\nDie zwölf vermieteten, großzügig gestalteten 1- bis 5-Zimmer-Wohnungen mit Wohnflächen von ca. 53 m² bis 148 m² zeichnen historische Details aus. Während die Erdgeschoss-Wohnungen über Terrassen mit Gartenanteil verfügen, sind die Wohnungen vom 1. Ober- bis zum Dachgeschoss - mit einer Ausnahme - mit Balkonen versehen.\r\n', 'Grosszügige, sehr sonnige 4 Zimmer Wohnung!\r\nLaminatböden in den Wohnräumen\r\nKüche und Bad gefliest\r\nTagesbelichtetes Wannenbad\r\nWohnküche mit mietereigener Einbauküche\r\nWunderschönes Erkerzimmer mit Zutritt zum Balkon\r\n\r\nWir freuen uns auf Ihren Anruf', 'Egal, ob Sommer oder Winter ein Spaziergang durch Lichterfelde-West ist immer eine Wohltat für die Sinne. Der Ortsteil, der auch Villenkolonie Lichterfelde genannt wird, gehört zu einer der schönsten Ecken der Hauptstadt. Die von alten Baumbestand gesäumten Kopfsteinpflaster-Alleen führen vorbei an eindrucksvollen Häusern verschiedenster Baustile.\r\n\r\n-    100 Meter bis zur Bushaltestelle Carstennstr./ Ringstr. (Linie 188, X11)\r\n-    4 Minuten mit dem Fahrrad bis S-Bahnhof Sundgauer Straße (S1) oder\r\n-    4 Minuten mit dem Fahrrad bis S-Bahnhof Berlin-Lichterfelde West\r\n-    Restaurants, Cafés und Bars fußläufig zu erreichen\r\n-    Supermärkte unmittelbarer Umgebung, zum Beispiel Rewe, Edeka, Aldi\r\n'];ONE_YEAR_FREE;40 MBit/s;telekom_layer_magenta_l;über VDSL;REGULAR;MagentaZuhause L;100 MBit/s;https://padlock.link/ioml;https://padlock.link/ml;true;100 MBit/s;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;4;;;;;8;
