timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_usableArea;obj_telekomInternetTechnology;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_rentSubsidy;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_groupnumber;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_yearConstructed;obj_firingTypes;obj_yearConstructedRange;obj_energyType;obj_energyEfficiencyClass;obj_thermalChar;obj_lastRefurbish;obj_galleryAd;ga_cd_developer_virtualreality;obj_noParkSpaces;ga_cd_via_qualified;obj_telekomHybridUploadSpeed;obj_telekomHybridDownloadSpeed
2020-05-30 19:30:16.271494;Berlin;central_heating;ONE_YEAR_FREE;1182370;n;y;https://pictures.immobilienscout24.de/listings/9d8c008d-ad4c-4685-b44c-33625cb5a7fe-1368829822.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;3;11.37;40 MBit/s;telekom_layer_magenta_l;66.35;über VDSL;REGULAR;11.37;118303255;n;false;MagentaZuhause L;n;Berlin;y;6;344.17;15;5.8;66.35;Berlin;10709;no_information;simple;false;100 MBit/s;no_information;Paulsborner Strasse;y;https://padlock.link/ioml;https://padlock.link/ml;Paulsborner_Strasse;apartment;10709;2;n;92;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;14;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1182370;290000;profile0;15;2;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;092;3;Berlin;/expose/118303255;['2 Zimmer-Wohnung, beide Zimmer mit Balkon\n14. OG mit herrlicher Aussicht, Fahrstuhl, Keller', '2 Zimmer, großes Wannenbad mit Fenster, \nFlur mit Einbaunischen', 'Hofmeisterplatz, Nähe Adenauer Platz,\nca. 200 m zum Kudamm\ngute Verkehrsanbindung und Infrastruktur', 'provisionsfrei - Privatverkauf!'];;;;;;;;;;;;;
2020-05-30 19:30:16.743784;Berlin;central_heating;ONE_YEAR_FREE;15816640;n;y;https://pictures.immobilienscout24.de/listings/94f10d9f-6280-484f-b850-cd828ad45a34-1308366408.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;10.59;40 MBit/s;telekom_layer_magenta_l;48;über VDSL;REGULAR;10.59;112599913;y;false;MagentaZuhause L;y;Berlin;y;4;184;4;6.43;48;Berlin;12437;refurbished;normal;false;100 MBit/s;no_information;"Ludwig-Klapp-Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Ludwig-Klapp-Straße;raised_ground_floor;12437;1;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15702591;175000;profile0;5;1;true;n;showqualicontactform;n;n;Baumschulenweg_Treptow;112599913;2;Berlin;/expose/112599913;['SCHÖNER ALTBAU NAHE PLÄNTERWALD TREPTOW!\nAbsolut gepflegte und geschmackvoll, in 2016 sanierte Altbauwohnung- Das Anwesen besteht aus einem Vorderhaus und einem Seitenflügel sowie einem ruhigen, grünen und sehr ansprechenden Innenhof mit diversen Fahrradabstellmöglichkeiten. Das gesamte Haus ist unterkellert und wird über eine Fernwärmeheizung versorgt. Die Treppenaufgänge  wurden in 2018 saniert.', 'INTERESSANT UND GROßZÜGIG GESCHNITTENE SINGLEWOHNUNG - BEZUGSFREI!\nGepflegte und außerordentlich großzügig geschnittene Wohnung mit Vollholz Parkett, gefliestem Wannenbad mit Tageslicht. Im separaten Küchenbereich mit Einbauküchenzeile wurde ein hochwertiger Vinylboden verlegt. Von der Küche aus erreicht man den  Balkon. Die Wohnung befindet sich in einem sehr gepflegten Zustand.', 'Die Wohnung befindet sich fußläufig in der Nähe des S-Bahnhof Anschlusses Baumschulenweg. Der  Bezirk Friedrichshain ist 3 S-Bahn Stationen entfernt. Diverse Einkaufsmöglichkeiten für den täglichen Bedarf sind ausgiebig vorhanden. Der Plänterwald sowie der Treptower Park sind in der Nähe.'];1935;district_heating;1;energy_consumption;C;86.3;2016;;;;;;
2020-05-30 19:30:17.270967;Berlin;no_information;ONE_YEAR_FREE;174522;n;y;https://pictures.immobilienscout24.de/listings/fedb4235-c53f-4712-8360-09198b77879c-1368887058.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;13.14;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;13.14;118313429;y;true;MagentaZuhause L;y;Berlin;y;5;;no_information;6.09;55;Berlin;12359;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12359;2;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.174522;229000;profile0;;2;true;n;showqualicontactform;n;n;Britz_Neukölln;118313429;2;Berlin;/expose/118313429;['Mit zwei quadratisch geschnittenen Zimmern, einer geräumigen Küche und einem taghellen Bad steht diese Wohnung sehr gut da. Das Zimmer zur Sackgasse hat ein Fenster in die Morgensonne. Herrlich ausgerichtet zum Garten in die Nachmittags- und Abendsonne, noch dazu mit Balkon davor, ist das Wohnzimmer. Auf charaktervollen, frisch abgezogenen Holzdielen lässt sich ein tolles Ambiente genießen. Alle Fenster wurden erneuert. Eine Einbauküche ist nicht im Kaufpreis enthalten. Gepflegt präsentiert sich das klassisch weiß geflieste Wannenbad. Zu dieser Wohnung gehört ein Hobbykeller mit Stromanschluss.\nDie Raumwärme und Warmwasserversorgung erfolgt durch eine Gaszentralheizung, die energetisch saniert wurde. Der Fernseh- und Radioempfang wird von einer Gemeinschaftssatellitenanlage gewährleistet. Im Rahmen umfangreicher Sanierungen sind u.a. das Dach und die Abwasserleitungen erneuert worden. 2015 fand eine Fassadensanierung statt. 2017 wurde das Treppenhaus saniert.\nMit den guten Lage-, Bau-, Raum- und Ausstattungsqualitäten lässt sich eine sehr angenehme Atmosphäre genießen. Diese Wohnung erfreut auf mehrfache Weise.\nEin Energieausweis ist nicht vorhanden.', 'Sie möchten den Marktwert Ihrer Immobilie wissen oder Ihre Immobilie verkaufen? Wir sind seit 1995 erfolgreich im Verkauf von Immobilien in Berlin, Potsdam und Umgebung tätig. Unsere exzellenten Eigentümerbewertungen sprechen für sich.\n\n•\tOftmals haben wir schon den richtigen Käufer für Ihre Immobilie in unserer Kartei\n•\tWir sind Bellevue Best Property Agent und Mitglied in den Verbänden IVD & FIABCI\n•\tWir benötigen keinen schriftlichen Alleinauftrag\n•\tKosten entstehen Ihnen bei uns keine\n•\tUnsere Spezialisten stehen Ihnen gerne für ein erstes – für Sie unverbindliches - Gespräch zur Verfügung\n\nWir freuen uns über Ihre Kontaktaufnahme unter einkauf@immoberlin.de oder (030) 895 72 20.\nBitte besuchen Sie auch unsere Website: \nhttps://www.immoberlin.de'];;;;;;;;disabled;;;;;
2020-05-30 19:30:17.631861;Berlin;night_storage_heater;;15474925;n;n;https://pictures.immobilienscout24.de/listings/23bc291f-6bba-4c77-8840-6c66ae65e0ac-1368881570.png/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;18;10.87;;;;;;10.87;118312823;n;false;;y;Berlin;y;3;156;no_information;5.63;44.7;Berlin;12159;no_information;no_information;false;;no_information;no_information;n;;;no_information;apartment;12159;1;n;;2,active;;Deutschland;top;;wohnung_kauf;y;2;;;001.15417560;150000;profile0;4;1;true;n;;n;n;Friedenau_Schöneberg;VK-19105_WE09_B;2;Berlin;/expose/118312823;['Das Wohnhaus wurde 1893 erbaut, ist in ein Vorderhaus und in einen Seitenflügel aufgeteilt und besteht aus 15 Wohneinheiten.\n\nDie helle und sonnige Wohnung befindet sich im 2. Obergeschoss des Seitenflügels und verfügt über ca. 44,70 m².\n\nDas Tageslicht-Bad verfügt über eine Dusche. Direkt daneben befindet sich die großzügig geschnittenen Küche und geradezu erschließt sich das große Herzstück der Wohnung, das geräumige Wohn/-Schlafzimmer.\n\nDas repräsentative Haus hat eine wunderschöne Klinker-/Stuckfassade. \n\nDie Wohnungen im Haus werden mit Nachtspeicheröfen beheizt.  Es sind aber neue Leitungen verlegt worden, so dass in der Wohnung eine Gasetagenheizung eingebaut werden könnte.\n\nDie Wohnung ist seit 06.06.2011 zuverlässig vermietet.  Nach Verkauf der Wohnung besteht eine 10-jährige Kündigungssperrfrist für die aktuellen Mieter.', 'Die Immobilie befindet sich im beliebten Berliner Stadtteil Friedenau in einer ruhigen Seitenstraße.\n\nDer Stadtteil Friedenau wurde ursprünglich in der Kaiserzeit als Landhauskolonie angelegt. Heute überzeugt er durch sanierte Altbauten mit repräsentativen Fassaden und mit ihren kleine, grünen Vorgärten. Das Zentrum von Friedenau bildet der Friedrich-Wilhelm-Platz.\n \nHervorragende Einkaufsmöglichkeiten und eine gastronomische Vielfalt bietet die nur sechs Gehminuten entfernte Schlossstraße, die als kleine Schwester vom Kurfürstendamm bekannt und beliebt ist.\n\nDie unmittelbare Umgebung bietet in allen Bereichen eine komplette Versorgungsfunktion. Schulen, Kitas, Dienstleistungs- sowie Gesundheitseinrichtungen sind in einer Vielzahl vorhanden.  \n\nFür Erholungs- und Freizeitangebote dienen der Volkspark Wilmersdorf und der Rudolph-Wilde Park, welche in wenigen Minuten sowohl mit dem Fahrrad oder auch zu Fuß zu erreichen sind.\n\nAuch eine gute Anbindung an den öffentlichen Personalverkehr ist durch den U-Bhf. Friedrich-Wilhelm Platz gegeben.\n\nWer mit dem Auto fährt, kann mithilfe der A103 viele Orte Berlins schnell erreichen.'];1893;natural_gas_heavy;1;energy_consumption;;109.4;;;;;;;
2020-05-30 19:30:17.967482;Berlin;central_heating;ONE_YEAR_FREE;1230634;n;n;https://pictures.immobilienscout24.de/listings/bf256464-65ee-40f5-88ab-d26c9160503e-1368879806.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;21;11.37;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;11.37;118309538;n;false;MagentaZuhause L;y;Berlin;y;6;232;no_information;5.8;56.66;Berlin;14197;refurbished;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;half_basement;14197;1.5;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1230634;269000;profile0;;1;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;5550;2;Berlin;/expose/118309538;['Angeboten wird eine frisch sanierte 1,5-Zimmerwohnung im Souterrain eines Wohnensembles aus den 30er Jahren. Die Wohnung verfügt über eine Wohnfläche von ca. 57 m² und ist bezugsfrei. In Küche und Bad sind großflächige dunkle Fußbodenfliesen verlegt worden und die Wandfliesen sind neutral weiß. Die Wohnung eignet sich zum Eigennutz oder auch hervorragend zur Vermietung als Kapitalanlage, denn die Lage ist äußerst gefragt! Die Wohnung ist zur ruhigen Hofseite gen Süd ausgerichtet und somit recht hell und freundlich. Beheizt werden die Wohnungen des Hauses zentral via Fernwärme. Ein Kellerabteil ist der Wohnung zugeordnet.\r\n\r\nDas Gebäude, in dem sich die Wohnung befindet, liegt in einer sehr ruhigen und beliebten Wohngegend. Der Rüdesheimer Platz ist der zentrale Bezugspunkt des Viertels. Auch Naturliebhaber kommen auf Ihre Kosten, denn der nahegelegene Volkspark Wilmersdorf bietet unzählige Freizeitmöglichkeiten und lädt zu ausgiebigen Spaziergängen im Grünen ein.  Auch für den täglichen Bedarf finden Sie Geschäfte in fußläufiger Umgebung. Zu Fuß gelangen Sie in wenigen Gehminuten zum U-Bahnhof Rüdesheimer Platz, zur S- und U-Bahn Heidelberger Platz sowie zum S- und U-Bahnhof Bundesplatz. Hier haben Sie Verbindungen der Linien S41+S42, S46, U2, U3, U9 sowie verschiedene Buslininen. Für Autofahrer ist die Stadtautobahn mit der Anschlussstelle Detmolder Straße oder Innsbrucker Platz schnell erreichbar.\r\n\r\nBei Interesse an diesem Angebot senden Sie uns gern vorab eine Anfrage über das Internetportal oder schicken eine Mail an info@berlinmaegleren.de. Sie erhalten dann zunächst das Exposé von Ihrer Ansprechperson Simone Sczepanski per Mail. Für Fragen vorab erreichen Sie Frau Sczepanski auch mobil unter 0175 18 16 529\r\n\r\nDes Weiteren bieten wir eine renovierungsbedürftige 1-Zimmerwohnung im gleichen Gebäude an. \r\n'];1930;no_information;1;no_information;;;;;true;;;;
2020-05-30 19:30:18.310763;Berlin;floor_heating;ONE_YEAR_FREE;15353742;n;y;https://pictures.immobilienscout24.de/listings/b7ced9a8-23a0-4916-91f6-368cc414bfde-1354786128.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;12.82;40 MBit/s;telekom_layer_magenta_l;160;über VDSL;REGULAR;12.82;113927616;y;false;MagentaZuhause L;n;Berlin;y;11;400;no_information;7.78;145;Berlin;10785;mint_condition;luxury;false;100 MBit/s;underground_garage;no_information;y;https://padlock.link/ioml;https://padlock.link/ml;no_information;penthouse;10785;3;n;445;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;7;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15301543;1580000;profile0;7;3;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;557;6;Berlin;/expose/113927616;['bezugsfertig - exklusives Penthouse in bester Lage und fantastischem Weitblick!\nPreis ist inkl. Möbeln  und aller Einbauten sowie der Luxusküche.\n\nWeitere Details gern nach Ihrer Anfrage per E-Mail, mit Ihren vollständigen Kontaktdaten.', '* G-WC, HWR, Ankleidezimmer, Aufzug\n* diverse Schreinereinbauten, Einbauschränke\n* Valcucine italienische Luxus Einbauküche & Gaggenau Einbaugeräte\n* Multiroom Audiosystem in gesamter Wohnung, Netzwerkverkabelung, Akkustikdecke für einmaligen Musikgenuss\n* sehr hochwertige Materialien Innenausstattung \n* zusätzliche elektr. Sonnen-Markise für Dachterrasse, elektr. Jalousien an allen Fenstern, Bewässerungssystem Pflanzen Dachterrasse\n* Tresor, Alarmanlage, Video\n* HWR mit Waschmaschine und Trockner\n* 2 PKW Stellplätze in der Tiefgarage\n* Fußbodenheizung', 'Genau zwischen Berlin Mitte und City West mit Blick zur Neuen Nationalgalerie, Philharmonie, Goldelse, Tiergarten, Potsdamer Platz, Schöneberg uvm.', 'Bitte keine Anfragen von Maklern, danke!\nBesichtigungsanfragen bitte per Email mit vollständiger Angabe Ihrer Adresse / E-Mail und Tel.\nHerzlichen Dank'];2015;district_heating;8;;;;2017;disabled;;2;;;
2020-05-30 19:30:18.933789;Berlin;central_heating;ONE_YEAR_FREE;97549;n;y;https://pictures.immobilienscout24.de/listings/dc15a41a-6f3f-40c5-b8b8-8f5c48e803aa-1368884382.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.37;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;11.37;118312403;n;false;MagentaZuhause L;y;Berlin;y;9;;128;5.8;121.18;Berlin;10717;no_information;no_information;false;100 MBit/s;no_information;"Uhlandstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Uhlandstraße;apartment;10717;4;n;0;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;679000;profile0;;4;true;n;showqualicontactform;n;n;Wilmersdorf_Wilmersdorf;Uhland128_6;6;Berlin;/expose/118312403;['- Altbau\n- Eckhaus\n- Ölzentralheizung', '- vermietet\n- Balkon\n- Altbautüren/-fenster\n- Stuck\n- Bad mit Wanne und Fenster\n- Vorderhaus\n\nDa die Wohnung vermietet ist, stehen hier keine Innenfotos zur Verfügung.', '- Nähe Hohenzollernplatz\n- Güntzelkiez\n- Preußenpark fußläufig erreichbar', 'Die monatliche Bruttokaltmiete beträgt 781,11 €.'];1905;oil;1;energy_consumption;G;207.6;;;;;;;
2020-05-30 19:30:19.278951;Berlin;district_heating;ONE_YEAR_FREE;431366;n;n;https://pictures.immobilienscout24.de/listings/d8131221-318f-49f7-9b8f-eae7e655ebe3-1368863086.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.81;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;10.81;118309024;n;false;MagentaZuhause L;y;Berlin;y;4;214.03;0;4.75;50.56;Berlin;12437;fully_renovated;normal;false;100 MBit/s;no_information;Platanenweg;n;https://padlock.link/ioml;https://padlock.link/ml;Platanenweg;ground_floor;12437;3;n;;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.431366;200000;profile0;3;3;true;n;;n;n;Plänterwald_Treptow;PL134;2;Berlin;/expose/118309024;['Die Wohnung liegt in einem Appartementhaus mitten im Grünen. Es handelt sich um eine Wohnanlage, die zwar zentral, aber trotzdem sehr ruhig liegt. Sie können den S-Bahnhof Plänterwald sowie mehrere Buslinien in wenigen Minuten erreichen. Auch Einkaufsmöglichkeiten für den täglichen Bedarf sind in unmittelbarer Nähe vorhanden.', 'Informationen zu der genauen Ausstattung und Fotos der Wohnung, sowie ein 360° Rundgang folgen in Kürze.', 'Der S-Bahnhof Plänterwald ist in etwa 7 Gehminuten erreichbar. Außerdem befindet sich die Köpenicker Landstraße mit verschiedenen Buslinien bzw. auch als Verbindung per Auto in unmittelbarer Nähe. Dadurch sich der Wohnblock jedoch nicht an der Straße befindet, ist er wirklich sehr ruhig und schön grün gelegen.', '!!! Aufgrund der aktuellen Situation und damit verbunden, geänderter Geschäftsabläufe, bitten wir um die Kontaktaufnahme per E-Mail. Besichtigungen können stattfinden, unterliegen jedoch einer sehr begrenzten Personenzahl. Bitte haben Sie Verständnis, dass wir geeignete Schutzmaßnahmen treffen müssen. !!!'];1960;district_heating;2;energy_consumption;C;92;1994;;;;;;
2020-05-30 19:30:19.630853;Berlin;central_heating;ONE_YEAR_FREE;18642690;n;n;https://pictures.immobilienscout24.de/listings/d94f807b-3236-49fa-8e50-03080032b265-1368863370.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;12.19;40 MBit/s;telekom_layer_magenta_l;;über VDSL;REGULAR;12.19;118309405;n;true;MagentaZuhause L;y;Berlin;n;4;;32;7.44;32;Berlin;10967;mint_condition;normal;false;100 MBit/s;no_information;"Graefestra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Graefestraße;apartment;10967;1;n;;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01009598621;185000;profile0;5;1;true;n;showqualicontactform;n;n;Kreuzberg_Kreuzberg;43080112-01035;1;Berlin;/expose/118309405;['Das angebotene Apartment ist ab Ende Mai zur freien Verfügbarkeit kann bezogen oder durch den neuen Eigentümer vermietet werden. Wie auf den Fotos zu ersehen ist das Apartment möbliert. Die Möbel können auf Wunsch gegen eine geringe Abstandszahlung übernommen werden.\r\n\r\nDer in 1912 in Massivbauweise errichtete Altbau besteht aus Vorderhaus und 2 Hinterhöfe. Die Wohnung befindet sich sehr ruhig gelegen im 2. Hinterhaus im 2. OG.\r\n\r\nDas Haus wurde fortlaufend modernisiert, und auch die Wohnung ist durch den Eigentümer umfangreich in 2019 renoviert worden. Es wurde eine neue Einbauküche mit Geräten eingebaut.', 'Ausstattungsmerkmale:\r\n1 Zimmer mit abgetrenntem Schlafraum\r\n- attraktiver Grundriss\r\n- große Fensterfront\r\n- angenehme Raumhöhe\r\n- sehr ruhig\r\n- Duschbadezimmer\r\n- Einbauküche\r\n- komplette Möblierung kann übernommen werden\r\n- kein Renovierungsbedarf\r\n- Kellerraum\r\n- Fahrradstellplatz im Hof', 'In unmittelbarer Nähe befinden sich alle Geschäfte des täglichen Bedarfs. Das stark frequentierte Zentrum der Karl-Marx-Str. sowie des Hermannplatzes sind fußläufig in wenigen Minuten erreichbar.\r\n\r\nDer Naherholungspark an der Hasenheide und die darum gelegenen Cafés, Restaurants und Biergärten liegen in unmittelbarer Nachbarschaft.\r\n\r\nDie ÖPNV-Anbindung ist sehr gut. Diverse Bus- und U-Bahnlinien befinden sich in fußläufiger Entfernung. Es sind die U-Bahnlinien Herrmannplatz und Südstern in naher Erreichbarkeit.', 'Alle Angaben basieren auf Auskunft unserer Auftraggeber. Haftungsausschluss: Trotz sorgfältiger Bearbeitung von Daten, Bildern und Informationen übernehmen wir keine Haftung für die Richtigkeit der Angaben, ebenso wenig für die Lieferfähigkeit des Angebotes bei Vermietung oder Verkauf. \r\n \r\nWir weisen darauf hin, dass ausschließlich Anfragen mit vollständig ausgefülltem Kontaktfeld (Name, Adresse, Telefonnummer und E-Mail) bearbeitet werden.\r\n\r\nDer Energieausweis kann bei Besichtigung zur Einsicht vorgelegt werden.'];1987;oil;4;energy_consumption;D;114;1987;;;;;;
2020-05-30 19:30:20.079770;Berlin;;ONE_YEAR_FREE;99526;n;y;https://pictures.immobilienscout24.de/listings/51461627-377d-466b-bf15-0f36721776cb-1372100682.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;11.14;2,4 MBit/s;telekom_layer_magenta_m_hybrid2;;über Hybrid;WITH_HYBRID;11.14;118303437;n;true;MagentaZuhause M Hybrid (2);y;Berlin;n;11;;no_information;6.17;159.8;Berlin;10405;first_time_use_after_refurbishment;no_information;false;16 MBit/s;no_information;no_information;n;https://padlock.link/mmh2sa;https://padlock.link/mmhy2;no_information;apartment;10405;3;n;;2,active;true;Deutschland;schaufenster;50 MBit/s;wohnung_kauf;n;0;web,email,bank,music,dl-ul,game,sd,mltstr,hd;true;001.99526;1350000;profile0;;3;true;n;showqualicontactform;n;n;Prenzlauer_Berg_Prenzlauer_Berg;11010;7;Berlin;/expose/118303437;['Wer eine außergewöhnliche Wohnung sucht, ist hier genau richtig. Dieses Fabrikloft erstreckt sich auf zwei Etagen: Damit ist es optimal für WGs oder Familien geeignet. Auf jeder Etage gibt es eine Terrasse sowie ein Schlafzimmer mit Ankleide und ein Badezimmer. \r\nDurch die sensible Sanierung des Gebäudes wurde der rohe Fabrikcharme bewahrt: In Handarbeit wurde die historische Backsteinsubstanz freigelegt und weiß gespachtelt. Die Deckenhöhe von bis zu vier Metern und die bodentiefen Fenster mit den typischen Rundbögen vermitteln ein äußerst helles und großzügiges Raumgefühl. Das exklusive Interieur, unter anderem mit freistehender Badewanne, italienischem Glasmosaik im Bad und einer High-End-Einbauküche von SieMatic, verleihen dem Fabrikcharakter der Wohnung ein edles Finish. Die Lage im Szeneviertel Prenzlauer Berg ist äußerst gefragt. So ist beispielsweise der Wochenmarkt am Kollwitzplatz ein echter Besuchermagnet.', '•    Raumhohe High-End-Einbauküche von SieMatic\r\n•    Ankleidezimmer\r\n•    Zwei Terrassen\r\n•    Wohnfläche auf zwei Etagen\r\n•    Loft-Charakter\r\n•    Moderne Designelemente', 'Er ist eine der beliebtesten Wohnlagen Berlins: der Prenzlauer Berg. Besonders junge Menschen und vor allem Familien zieht es in den Berliner Ortsteil, der mit rund 157.000 Einwohnern auf einer Fläche von knapp elf Quadratkilometern zu den am dichtesten besiedelten Ortsteilen der Hauptstadt zählt. Die gute Infrastruktur und die vielen Angebote für den Nachwuchs machen den Kiez für Jungfamilien so attraktiv. Außerdem ist das Wohnflair in diesem Bezirk besonders schön: In einem der größten Gründerzeit-Altbaugebiete Deutschlands finden sich viele charmante Plätze und Straßenzüge. Zahlreiche Cafés, Kneipen und Restaurants sowie Clubs, Galerien und Theater ziehen Bewohner und Besucher an und besonders die Gegenden um den Helmholtz- und den Kollwitzplatz rangieren in der Gunst ganz weit oben. Um den stark nachgefragten Wohnraum zu schaffen, werden nach und nach die letzten Baulücken geschlossen und exklusive Wohnprojekte geschaffen.'];;no_information;;energy_required;;73;;disabled;;;true;10 MBit/s;50 MBit/s
