timestamp;obj_regio1;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_pricetrendbuy;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_pricetrendrent;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_heatingType;obj_energyType;obj_floor;obj_groupnumber;evt_count_pm_sig;obj_usableArea;obj_noParkSpaces;obj_thermalChar;obj_lastRefurbish;obj_numberOfFloors;obj_galleryAd;ga_cd_developer_virtualreality;ga_cd_via_qualified;obj_project_id;obj_energyEfficiencyClass;obj_nbp
2020-05-30 20:01:12.227143;Berlin;ONE_YEAR_FREE;16273579;n;y;https://pictures.immobilienscout24.de/listings/bb045e8c-757c-4973-8853-0ae297bd05c3-1324977322.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;10.87;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;10.87;111643756;gas;n;false;MagentaZuhause L;y;Berlin;n;8;1;186.69;no_information;5.63;84.7;Berlin;12161;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12161;3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.15952887;459000;profile0;3;true;n;n;n;Friedenau_Schöneberg;361-09;4;Berlin;/expose/111643756;['Diese gut vermietete Wohnung befindet sich in einem sehr schönen, liebevoll und großzügig gestalteten Altbau. Es handelt sich um ein Baudenkmal.', 'Die gut geschnittene Wohnung verfügt über ein Wohnzimmer mit Balkon und zwei Schlafzimmer sowie Küche und Bad. Alle Räume - auch Küche und Bad - sind natürlich belichtet und belüftet.', 'Die Rheingaustraße ist eine ruhige Nebenstraße ohne Durchgangsverkehr. Das gesamte Umfeld im Bereich zwischen Breitenbachplatz und Friedrich-Wilhelm-Platz ist geprägt von sehr schönen Stilaltbauten.', 'Mit dem Mieter ist eine Nettokaltmiete von € 10,04 pro m², entsprechend einer monatlichen Miete von € 850,00, vereinbart. Die monatlichen Vorauszahlungen für die Betriebskosten sind € 125,00, das Wohngeld beträgt € 186,69. \n\nBitte beachten Sie, dass es sich um eine vermietete Wohnung handelt. Daher veröffentlichen wir hier keine Bilder vom Inneren der Wohnung. Eine Besichtigung ist nach Abstimmung mit dem Mieter möglich.\n\nAlle Angaben beruhen auf den Auskünften des Eigentümers, wir übernehmen dafür keine Gewähr. Zwischenverkauf / Änderung / Irrtum vorbehalten.'];;;;;;;;;;;;;;;;
2020-05-30 20:01:12.802016;Berlin;ONE_YEAR_FREE;17069422;n;y;https://pictures.immobilienscout24.de/listings/1ddbbaa7-1b65-41c4-8125-f7b0a7903761-1299603240.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;1;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1938;REGULAR;11.37;111703681;no_information;y;false;MagentaZuhause L;y;Berlin;n;6;1;185;no_information;5.8;49;Berlin;10707;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;10707;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007821175;255000;profile0;2;true;n;n;n;Wilmersdorf_Wilmersdorf;ISDUS12;2;Berlin;/expose/111703681;['Im Jahre 1938 errichteter fünfgeschossiger Neubau befindet sich die 2 Zimmer-Wohnung mit Balkon und den Blick ins Grüne. Die Wohnung befindet sich im  Hochparterre, geht allerdings zum Innenhof raus. Küche und Badezimmer gehen zur Strasse raus und haben eingebaute ins Fassade Rollladen. Wohnzimmer und Schlafzimmer mit Balkon sind zum Süden ausgerichtet und haben freien Blick ins grüne Garten. Im Garten können Sie bei sonnigen Tagen entspannen oder mit Freunden grillen. Alle Fenster und Balkon haben hochwertige ins Fassade eingebaute Rollladen, das dient als zusätzliche Sicherheit, insbesondere wenn man verreist.. Die Wohnung wird komplett renoviert zum Kauf angeboten.   Weitere Fotos und eine Besichtigung erhalten Sie sehr gerne auf Ihre Anfrage!', 'Die Wohnung liegt in der ruhigen Strasse unweit von Olivaer Platz entfernt. Fehrberliner Platz mit dem Park ist auch fast um die Ecke. Der U-Bahn Adenauer Platz ist innerhalb 10 Minuten zu Fuß erreichbar.\nDie Geschäfte für den täglichen Bedarf, sowie Schulen, Kitas und Ärzte befinden sich in unmittelbarer Umgebung. Der Stadtring ist wenige Autominuten entfernt. Die Anbindung an den öffentlichen Nahverkehr ist durch Busse und den S-Bahnhof Charlottenburg als gut zu bezeichnen.'];central_heating;no_information;0;;;;;;;;;;;;;
2020-05-30 20:01:13.314314;Berlin;ONE_YEAR_FREE;97549;n;n;https://pictures.immobilienscout24.de/listings/1742e438-9eac-4ab2-a492-dcfc4fc5a024-1296982583.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;1926;REGULAR;11.73;111723181;no_information;n;false;MagentaZuhause L;y;Berlin;n;7;1;;18 A;5.75;79.44;Berlin;12157;no_information;no_information;false;100 MBit/s;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Schönhauser_Straße;apartment;12157;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;379000;profile0;3;true;n;n;n;Steglitz_Steglitz;Schönhauser18-5;3;Berlin;/expose/111723181;['Der denkmalgeschützte Altbau ist gepflegt.', '- Bad mit Fenster\n- vermietet\n- 1. Obergeschoss', 'Unweit vom Objekt befindet sich der Insulaner mit mehreren Freizeitangeboten, der Walther-Schreiber-Platz und die Schloßstraße die mit allem ausgestattet ist was die Shoppingwelt zu bieten hat.\nIn der unmittelbaren Umgebung gibt es Schulen und auch zur Uni ist es nicht weit.', 'Die monatliche Nettokaltmiete beträgt 742,74 €.'];district_heating;;1;0;showqualicontactform;;;;;;;;;;;
2020-05-30 20:01:13.705531;Berlin;ONE_YEAR_FREE;463515;n;y;https://pictures.immobilienscout24.de/listings/2cca426e-7265-4718-b2bc-d0669e4da145-1343074099.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;12;7.89;40 MBit/s;telekom_layer_magenta_l;über VDSL;1976;REGULAR;7.89;111694264;oil;y;false;MagentaZuhause L;y;Berlin;y;10;3;930;no_information;3.38;95;Berlin;14193;well_kept;sophisticated;false;100 MBit/s;garage;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;14193;3;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.463515;888000;profile0;3;true;y;n;n;Grunewald_Wilmersdorf;111694264;4;Berlin;/expose/111694264;"['Die Wohnung befindet sich in einem zwei geschossigem Mehrparteienhaus im I. Obergeschoß. \n\nGepflegte, sanierte 2 - 3 Zimmer Wohnung mit Essecke, Einbauküche, Balkon / große Terrasse, Eichenparkett, großes gefliestes Wannenbad mit Dusche und WC, Gäste WC, Diele. \n\nDie Wohnung eignet sich ideal für zwei Personen. \n\nZur Wohnung gehört eine Garage. \n\nDer tagesbelichtete Souterrain gehört mit ca. 120,00 m² als Hobby - bzw. und Kellerfläche deklariert, zur Wohnung dazu und wurde als Büro genutzt; kann als stilles Gewerbe ohne Publikumsverkehr vermietet werden. Die Deckenhöhe beträgt ca. 2,40 m, helle Räumlichkeiten, Einbauküche neues, gefliestes Bad.', 'Parkett, gefliestes Bad, gefliestes Gäste-WC, Terrasse / Balkon, Einbauküche mit Eßplatz, Garten, \nSchwimmbad\nGarage', 'Rosenecknah, dicht Blaus-Weiss-Tennisclub, Bus, Einkaufsmöglichkeiten, Grunewald, Schulen und Kitas sind in fußläufiger Nähe erreichbar; nur wenige Fahrminuten bis zum Halensee', 'Besichtigung : \nFrau Natalia Perazic 0172 396 53 33']";central_heating;energy_required;1;4;showqualicontactform;120;1;205;2014;2;;;;;;
2020-05-30 20:01:14.077091;Berlin;ONE_YEAR_FREE;17174552;n;y;https://pictures.immobilienscout24.de/listings/9d4875c2-eccd-41aa-a24c-01ddcefc34b3-1361062537.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;5;13.06;40 MBit/s;telekom_layer_magenta_l;über VDSL;1967;REGULAR;13.06;111659577;gas;n;true;MagentaZuhause L;n;Berlin;n;4;2;;no_information;6.49;64.8;Berlin;13409;well_kept;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;13409;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007947300;185000;profile0;2;true;n;n;n;Reinickendorf_Reinickendorf;498943;3;Berlin;/expose/111659577;"['PROVISIONSFREI ! \r\nUnter 3.000 €/m² !\r\n\r\nDie 20 Wohneinheiten setzen sich aus 2- und 3-Zimmer-Wohnungen zusammen. Alle Wohnungen verfügen über eine Loggia und ein Kellerabteil. Die Wohnungen sind zwischen 58 m2 und 83 m2 groß und bieten Paaren und Familien viel Platz. Der Bezirk Reinickendorf soll zwischen 2015 und 2030 laut Bevölkerungsprognosen um 9,4 % wachsen – und liegt damit sogar über dem Wert, der für Gesamt-Berlin vorausgesagt wird. Insbesondere Paare, junge Familien aber auch Senioren interessieren sich für den von Wäldern und Gewässern geprägten Bezirk. Wo urig auf modern und Alt-Berliner auf Kosmopolit trifft, da ist der Reinickendorfer zu Hause. Aber nicht nur Letzterer liebt seinen Bezirk. Berliner aus allen Teilen der Stadt zieht es regelmäßig in den schönen Nordosten, wo viel Natur mit allerlei Freizeitmöglichkeiten lockt.\r\n\r\nDie 2–3-Zimmer-Wohnungen in der Reginhardstraße bieten das, was diese Zielgruppen sich wünschen:\r\nRuhiges Wohnen mit guter Infrastruktur und vielen Naherholungsangeboten. Hier lohnt es sich, zu investieren!', '• Baujahr 1967 bzw. 1992 \r\n• 2-Zimmer-Wohnungen\r\n\n• Ca. 64,8 m²\r\n• Loggia\r\n\n• Keller\n\r\n• Außenstellplätze (optional)', 'Dinge des täglichen Bedarfs sind hier schnell besorgt: Supermärkte wie Rewe, Edeka und Penny liegen in der Nachbarschaft und Bankfilialen, Ärzte, Apotheken, Drogeriemärkte uvm. finden sich an der Residenzstraße, fußläufig in zehn Minuten erreichbar. Auch Kitas, Grund- und Oberschulen (wie z. B. das Europäische Gymnasium Bertha-von-Suttner) befinden sich in der unmittelbaren Umgebung.\r\n\r\nAuch mit der Anbindung an den öffentlichen Nahverkehr kann die Lage punkten: zu den U-Bahn-Stationen ""Residenzstraße"" und ""Franz-Neumann-Platz"" läuft man lediglich ca. 10 Minuten, und mit der U8 ist der Alexanderplatz in 13 Minuten erreicht. Die S-Bahn-Station ""Schönholz"" ist zehn Gehminuten entfernt – die S1 bringt einen in 20 Minuten zum Potsdamer Platz, und mit den Pendlerbahnen ist jede Arbeitsstelle nur einen Katzensprung entfernt.']";central_heating;energy_consumption;4;20;showqualicontactform;;;127;;4;disabled;;;;;
2020-05-30 20:01:14.559190;Berlin;ONE_YEAR_FREE;16677860;n;y;https://pictures.immobilienscout24.de/listings/86a318b7-0fe0-4b5e-958c-f057a9beabc2-1296919877.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;10.87;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;10.87;111718572;no_information;n;false;MagentaZuhause L;y;Berlin;n;7;1;186.69;19;5.63;86.2;Berlin;12161;well_kept;no_information;false;100 MBit/s;no_information;"Rheingaustra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Rheingaustraße;apartment;12161;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.b91b88e3-9ba2-49d7-bfd5-e0e1ba0ca04e;379000;profile0;3;true;n;n;n;Friedenau_Schöneberg;B10013/WE12;4;Berlin;/expose/111718572;['Es handelt sich hierbei um eine vermietete ca. 86m² große Dreizimmerwohnung im 3. Obergeschoss des Vorderhauses. Sie ist Teil eines Wohnhauses und überzeugt mit einem komfortablen Schnitt.\n\nBereits beim Betreten der Wohnung lässt sich feststellen, dass es sich hierbei um eine geräumige Wohnung handelt, die mit Ihrem Altbaucharmé besticht. Vom Eingangsbereich gelangt man zur Rechten in das tagesbelichtete Wannenbad. Neben befindet sich der Küchenbereich, der über eine zusätzliche Speisekammer verfügt. Gegenüber führt der Flur in das erste Zimmer, das über einen direkten Zugang zum Balkon verfügt. Die beiden übrigen Schlafzimmer sind ebenfalls separat vom Flur begehbar.', 'Berlin-Friedenau: \n\nZwischen Schöneberg und Steglitz zählt der Bezirk Friedenau für den wohlhabenden und liberal-intellektuellen Wohnungssuchenden bisweilen zu den begehrtesten Wohnlagen Westberlins. Diese Gegend lädt aufgrund seines entspannten Lebensstils und der zahlreich vorhandenen Kultur-und Freizeitmöglichkeiten zum Wohlfühlen ein. \n\nDie Fregestraße ist eine Abzweigung der Hauptstraße, welche sowohl eine optimale Anbindung in den Norden- als auch in den Süden Berlins verspricht. Diese wird einerseits durch die naheliegende Stadtautobahn und andererseits durch den fußläufig zu erreichenden U-Bahnhöfe Friedrich-Wilhelm-Platz, bzw. Rüdesheimer Platzunterstützt.\n\nDie Anwohner und Gäste können unmittelbar die Bedürfnisse des alltäglichen Lebens befriedigen, sich gleichzeitig in zahlreichen Cafés und Restaurants entspannen oder durch die knapp 150 Meter entfernten Ceciliengärten flanieren. \nAußerdem bietet der zweiminütig entfernte Breslauer Platz, direkt vor dem Theater Morgenstern, einen zentralen Treffpunkt der Nachbarschaft, auf dem ein wöchentlich stattfindender Markt zum Einkaufen und stöbern verführt.', 'Die im Exposé angegebene Miete (385EUR) ist die Bruttomiete. Die Nettokaltmiete beträgt 305,28 EUR.\n\nDie Wohnung ist seit 2008 vermietet und somit als vermietete Kapitalanlage geeignet.'];central_heating;energy_consumption;3;1;showqualicontactform;;;87.5;;4;;;;;;
2020-05-30 20:01:14.951689;Berlin;ONE_YEAR_FREE;17689537;n;n;https://pictures.immobilienscout24.de/listings/c73714d3-a4cf-497f-8a6f-29c17fa483fc-1296175001.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;16;9.93;40 MBit/s;telekom_layer_magenta_l;über VDSL;1902;REGULAR;9.93;111655771;gas;n;false;MagentaZuhause L;n;Berlin;n;7;1;332.7;21;5.47;114.54;Berlin;13469;well_kept;no_information;false;100 MBit/s;outside;"F&uuml;rst-Bismarck-Str.";n;https://padlock.link/ioml;https://padlock.link/ml;Fürst-Bismarck-Str.;ground_floor;13469;4;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;009.d41f4c69-eb7b-4709-b891-42c728a6b026;399000;profile0;4;true;n;n;n;Waidmannslust_Reinickendorf;FBS21_WE3R;5;Berlin;/expose/111655771;['ABSOLUT REPRÄSENTATIVER UND GEPFLEGTER ALTBAU!\n\nBei dieser Immobilie (Denkmalschutz) handelt es sich um einen gepflegten und klassischen Altbau bestehend aus einem Vorderhaus (Eckgebäude) mit 13 Einheiten und einer Remise mit 4 Einheiten. Die Remise ist voll unterkellert. Die Immobilie verfügt ebenso über 7 Außenstellplätze.\nDie außergewöhnlich schöne Außenfassade mit den aufwändigen Stuckelementen, die Balkone mit die geschmackvoll renovierten Treppenaufgänge mit den altbautypischen Eingangstüren verdeutlichen die Einzigartigkeit der Immobilie.', 'INTERESSANTE RÄUMLICHKEITEN MIT VIEL POTENZIAL UND EINER GROßEN TERRASSE!\n\nGepflegte Räumlichkeiten in einem repräsentativen Altbau mit Laminatboden, zum Teil erhaltenen Stuckelementen, einfacher Einbauküche mit Fenster und separatem Essbereich, gefliestem Wannenbad mit Fenster sowie einer großzügigen Terrasse. Die Einheit ist direkt von der Straße aus und auch vom Hausflur aus zu begehen. Alle Zimmer verfügen über Außenjalousien. \nEs kann auch zusätzlich ein Außenstellplatz auf dem Hof erworben werden.\nAktuell handelt es sich bei diesem Räumlichkeiten noch um eine Gewerbefläche, die allerdings in Wohnraum umgewandelt werden könnte.', 'ENTSPANNTES ARBEITEN IM GRÜNEN UND IN S-BAHNNÄHE!\n\nDie Immobilie befindet sich in Waidmannslust, einem Ortsteil von Reinickendorf. Die Wohnumgebung ist überwiegend durch Einfamilienhäuser, Doppelhäuser und kleinere Mehrfamilienhäuser geprägt. Der S-Bahnhof Waidmannslust (S 1 und S 26 und diverse Buslinien) ist ca. 7 Minuten zu Fuß entfernt. Von dort gelangen Sie in ca. 20 Minuten in die City. Ebenso ist die Autobahn 114 ist ca. 5 Minuten zu erreichen. Die Infrastruktur ist trotz der eher ruhigen Lage ebenso gut ausgeprägt. Kitas, Schulen, Cafés, Restaurants sowie Einkaufsmöglichkeiten befinden sich in unmittelbarer Wohnumgebung.', 'Wir freuen uns von Ihnen zu hören und stehen für weitere Fragen und einen Besichtigungstermin selbstverständlich gern zur Verfügung!'];central_heating;energy_consumption;;;showqualicontactform;;1;136;;3;;;;;;
2020-05-30 20:01:15.422543;Berlin;ONE_YEAR_FREE;18267813;n;y;https://pictures.immobilienscout24.de/listings/fd40898f-7811-48c8-bea9-7b255a0becac-1294961060.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;9;11.37;40 MBit/s;telekom_layer_magenta_l;über VDSL;1910;REGULAR;11.37;111554313;no_information;n;false;MagentaZuhause L;n;Berlin;y;9;1;;3;5.8;75;Berlin;10707;need_of_renovation;no_information;false;100 MBit/s;no_information;"Bayerische Stra&szlig;e";y;https://padlock.link/ioml;https://padlock.link/ml;Bayerische_Straße;apartment;10707;2;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;n;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01009069705;665000;profile0;2;true;n;n;n;Wilmersdorf_Wilmersdorf;f4d9529b-c3ef-4c39-8504-93edd9887db6;3;Berlin;/expose/111554313;['__Das Gebäude__\n\nModerne Wohnkultur trifft auf klassische Eleganz: Mit Liebe zum Detail und Gespür für den architektonischen Reiz der Gründerzeit wurde die hochwertige Substanz des imposanten Altbaus in der Bayerischen Straße 3 teilsaniert und um moderne Standards ergänzt. Das Ergebnis ist steingewordene Lebensqualität in einem der schönsten Viertel Berlins. \n\n__Die Wohnung__\n\nWer sich seine Wohnung ganz nach den eigenen Vorstellungen gestalten will, der hat in dieser 2-Zimmer-Wohnung die Gelegenheit dazu. So kann hier der Grundriss noch nach Belieben angepasst werden, um individuelle Wohnkonzepte umzusetzen. Aber auch wenn Sie an der Einheit gar nichts verändern wollen - kein Problem, denn dank heller, hoher Räume und einem sonnigen Balkon ist diese Wohnung ein absoluter Wohntraum und eignet sich bestens für Singles oder Paare.\n\n__Die Lage__\n\nIn herausragender Lage, in direkter Nachbarschaft zum Kurfürstendamm, liegt die Bayerische Straße 3 wie die sprichwörtliche Perle in einer ruhigen Einbahnstraße. Ob Grünanlagen, Kulturangebot oder Gastronomie, das Angebot ist erstklassig: Als besonderer Glanzpunkt des Viertels ist nicht nur der Savignyplatz fußläufig zu erreichen, auch die Bleibtreustraße mit einem exklusiven Angebot aus Cafés und Galerien oder der Ludwigkirchplatz als eine der begehrtesten Wohnadressen Berlins machen das Leben hier so unvergleichlich!\n', 'Sonniger Balkon    \n\nGrundrissoptimierung möglich\n\nCharmante Altbaudetails\n\nHohe Räume\n\nIdealformat für Singles oder Paare', 'In herausragender Lage, in direkter Nachbarschaft zum Kurfürstendamm, liegt die Bayerische Straße 3 wie die sprichwörtliche Perle in einer ruhigen Einbahnstraße. Ob Grünanlagen, Kulturangebot oder Gastronomie, das Angebot ist erstklassig: Als besonderer Glanzpunkt des Viertels ist nicht nur der Savignyplatz fußläufig zu erreichen, auch die Bleibtreustraße mit einem exklusiven Angebot aus Cafés und Galerien oder der Ludwigkirchplatz als eine der begehrtesten Wohnadressen Berlins machen das Leben hier so unvergleichlich!', 'Traumwohnung gefunden? Dann nutzen Sie jetzt die EverEstate Immobilienfinanzierung in Zusammenarbeit mit unserem Partner ZIEGERT Immobilien und profitieren Sie von jahrelanger Expertise in Verbindung mit kompetenter Beratung. Kontaktieren Sie uns unter +49 (0) 30 / 700 1797 59 oder auf www.everestate.de/immobilienfinanzierung-mit-everestate und erhalten Sie auf Ihre Bedürfnisse zugeschnittene Angebote.'];;energy_consumption;2;;showqualicontactform;;;127;;6;;true;;;;
2020-05-30 20:01:15.863511;Berlin;ONE_YEAR_FREE;97549;n;n;https://pictures.immobilienscout24.de/listings/a2765905-57e1-4c80-9fdf-6f6b8b39d2f1-1296957508.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;11.73;40 MBit/s;telekom_layer_magenta_l;über VDSL;1926;REGULAR;11.73;111721307;no_information;n;false;MagentaZuhause L;y;Berlin;n;7;1;;18 A;5.75;74;Berlin;12157;no_information;no_information;false;100 MBit/s;no_information;"Sch&ouml;nhauser Stra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Schönhauser_Straße;apartment;12157;3;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.97549;329000;profile0;3;true;n;n;n;Steglitz_Steglitz;Schönhauser18-6;3;Berlin;/expose/111721307;['Der denkmalgeschützte Altbau ist gepflegt.', '- Bad mit Fenster\n- vermietet\n- 1. Obergeschoss', 'Unweit vom Objekt befindet sich der Insulaner mit mehreren Freizeitangeboten, der Walther-Schreiber-Platz und die Schloßstraße die mit allem ausgestattet ist was die Shoppingwelt zu bieten hat.\nIn der unmittelbaren Umgebung gibt es Schulen und auch zur Uni ist es nicht weit.', 'Die monatliche Nettokaltmiete beträgt 536,76 €.'];district_heating;;1;0;showqualicontactform;;;;;;;;;;;
2020-05-30 20:01:16.298212;Berlin;ONE_YEAR_FREE;489615;n;n;https://pictures.immobilienscout24.de/listings/b6f34d51-731a-4b4a-8ff4-7a0813563721-1295226241.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;14;11.24;40 MBit/s;telekom_layer_magenta_l;über VDSL;1902;REGULAR;11.24;111576950;steam_district_heating;n;false;MagentaZuhause L;y;Berlin;y;4;1;169;no_information;6.2;40;Berlin;10715;refurbished;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;raised_ground_floor;10715;2;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;y;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.489615;160000;profile0;2;true;y;n;n;Wilmersdorf_Wilmersdorf;1071566;1;Berlin;/expose/111576950;['Im Alleinauftrag bieten wir Ihnen diese hübsche -derzeit vermietete- Eigentumswohnung an, welche sich im Gartenhaus der Eigentumsanlage befindet.\n\nDie Wohnung gliedert sich wie folgt:\n\nWindfang , Duschbad, Wohnzimmer , Küche und Schlafzimmer.\n\nDie Gesamtmiete beträgt 468 € und beinhaltet die Vorschüsse für die Betriebskosten sowie die Vorschüsse für Heizung/ Warmwasser.\n\nEine solide Kapitalanlage mit der Option auf spätere Eigennutzung in bester Lage !', 'Die Wohnung ist einfach ausgestattet ,läßt sich jedoch mit einem überschaubaren Aufwand sehr schön herrichten.\n\nDie hohen Decken , Holzdielen in den Zimmern und alte Fußbodenfliesen in der Küche machen den Charme dieser kleinen Wohnung aus.\n\nRenovierungsbedürftig ist das Duschbad. Die Wohnung ist malermäßig instandzusetzen.\n\nDer Gesamteindruck der Wohnanlage ist ansprechend. Das Mehrfamilienhaus wurde in der Vergangenheit mehrfach renoviert und modernisiert und befindet sich heute in einem guten Zustand.\n\nDer begrünte Innenhof bietet Abstellmöglichkeiten für Fahrräder.', 'Das Wohnhaus befindet sich in einer bevorzugten Lage von Berlin-Wilmersdorf,in einer absolut ruhigen Anliegerstraße mit viel Grün durch den Volkspark Wilmersdorf.\n\nDas Wohnumfeld ist geprägt durch die typischen fünfgeschossigen Berliner Wohn-und Geschäftshäusern.\n\nDie gesamte Infrastruktur ist perfekt.\n\nDie öffentliche Verkehrsanbindung ist optimal. Der U-Bahnhof Blissestraße ist fußläufig in wenigen Gehminuten erreichbar.\n\nMit dem PKW sind Sie ebenfalls in kürzester Zeit auf der Stadtautobahnauffahrt Dettmolder Straße.\n\nNähere Informationen stellen wir Ihnen auf Anfrage gern zur Verfügung.', 'Bitte beachten Sie unsere Allgemeinen Geschäftsbedingungen ( AGB ) sowie unsere Widerrufsbelehrung , welche Ihnen bei Anfrage automatisch zugeht.\n\nBesichtigungswünsche bitten wir mit unserem Büro abzustimmen.'];central_heating;energy_consumption;2;15366;showqualicontactform;;;111.3;;;;;;;;
