timestamp;obj_regio1;obj_heatingType;obj_telekomTvOffer;obj_cId;obj_newlyConst;obj_balcony;obj_picture;obj_picturecount;obj_pricetrend;obj_telekomUploadSpeed;obj_telekomTrackingGroup;obj_telekomInternetTechnology;obj_yearConstructed;obj_telekomInternetType;obj_scoutId;obj_firingTypes;obj_hasKitchen;obj_ExclusiveExpose;obj_telekomInternetProductName;obj_courtage;geo_bln;obj_cellar;obj_purchasePriceRange;obj_yearConstructedRange;obj_rentSubsidy;obj_houseNumber;obj_energyType;obj_livingSpace;geo_krs;obj_zipCode;obj_condition;obj_interiorQual;ga_cd_cxp_historicallisting;obj_telekomDownloadSpeed;obj_parkingSpace;obj_street;obj_lift;obj_telekomInternetUrlMobile;obj_telekomInternetUrl;obj_streetPlain;obj_typeOfFlat;geo_plz;obj_noRooms;obj_thermalChar;obj_assistedLiving;obj_ityp;obj_telekomHdTelephone;geo_land;ga_cd_via;obj_telekomInternet;obj_immotype;obj_rented;obj_floor;obj_telekomInternetServices;obj_telekomInternetProductAvailable;obj_cwId;obj_purchasePrice;ga_cd_application_requirements;obj_numberOfFloors;obj_noRoomsRange;ga_cd_maillead_default_shown;obj_garden;evt_count_pm_sig;obj_barrierFree;obj_international;obj_regio3;obj_objectnumber;obj_livingSpaceRange;obj_regio2;URL;beschreibung;obj_pricetrendbuy;obj_pricetrendrent;obj_energyEfficiencyClass;ga_cd_developer_virtualreality;obj_lastRefurbish;obj_galleryAd;ga_cd_via_qualified;obj_usableArea;obj_groupnumber
2020-05-30 19:59:18.292619;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1903091;n;y;https://pictures.immobilienscout24.de/listings/bafa1ef1-3208-4846-a128-16c94c138f84-1313237108.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;21.55;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;100000822;natural_gas_heavy;n;false;MagentaZuhause L;n;Berlin;n;5;1;174;no_information;energy_required;60.94;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;2;169;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1903091;202850;profile0;5;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;H21;2;Berlin;/expose/100000822;['Sicherste Wiedervermietbarkeit, null Leerstandsrisiko! Anlage-Immobilien in Berliner Wachstumslage: Wir bieten provisionsfreie Investment-Immobilien in Berlin-Neukölln. Die Wohngemeinschaft besteht aus insgesamt 104 Wohnungen zwischen 48 und 85 m² Wohnfläche. Die praktischen, gut geschnittenen Wohnungen befinden sich in einem sehr gepflegten Gebäudeensemble aus den 1930-Jahren. 10 Hauseingänge umschließen einen großen Hofgarten.\nStand 08/2019 liegt der Wert für vergleichbare Wohnungen in Neukölln bei ca. EUR 4.100/m² WFL. Im Projekt Silberstein/Herta verkaufen wir die Einheiten zu einem durchschnittlichen Verkaufspreis von EUR 3.200/m². Von 2018 auf 2019 sind die Quadratmeterpreise in Neukölln um ca. 15,8% gestiegen. Der Mietspiegel weist im oberen Spannenwert EUR 8,19/m² für Wohnungen bis 60 qm aus, zwischen 60 und 90 qm liegt der Obere Spannwert bei EUR  7,27/ m². Der durchschnittliche Angebotswert bei Neuvermietung liegt in Neukölln derzeit bei 11.00/ m².\nDie Anlage ist für ihre sehr hohe Wohnqualität bekannt. Die meisten Wohnungen haben zum Garten hin ausgerichtete Loggien. Im Gartenstadt-Konzept wurde das Ensemble in geschlossener Blockbauweise um eine luftige und großzügige Gartenanlage gebaut. ', 'Neukölln ist mit fast 330.000 Einwohnern so groß wie eine mittlere Kleinstadt. Der Bezirk ist sehr jung. Die Infrastruktur ist hervorragend. In der direkten Umgebung der Wohnanlage gibt es 4 Schulen und diverse Kindergärten. In kürzester Zeit erreichen Mieter Rewe, Netto und ein DM-Markt an der Hermannstraße. Bioladen, Asiamarkt und ein großer REAL sind nur 10 Minuten. \n\nAnbindung/ÖPNV: Die U-Bahn-Linie U8 verbindet das Neuköllner Quartier mit dem Zentrum Ost, die U7 mit dem Zentrum West. Die Auffahrt zur Stadtautobahn ist in direkter Nähe und bindet Neukölln an den Flughafen Schönefeld an. \nNeukölln bietet eine kleine Oper, drei Kinos, ein Eisstadion hat Neukölln und sehr viel Grün. Der Bezirk ist direkt mit dem ehemaligen Flughafen Tempelhof und mit der Hasenheide verbunden. '];;;;;;;;;
2020-05-30 19:59:18.748834;Berlin;;;16273579;n;y;https://pictures.immobilienscout24.de/listings/02727bf4-5f99-4ad2-982d-e3ea65ec7a71-1313072972.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;11.49;;;;1975;;113020336;oil;n;false;;y;Berlin;n;6;3;320.08;no_information;energy_consumption;67.34;Berlin;12165;no_information;no_information;false;;no_information;no_information;n;;;no_information;roof_storey;12165;2;108;n;2,active;;Deutschland;standard;;wohnung_kauf;y;;;false;001.15952887;279000;profile0;;2;true;n;;n;n;Steglitz_Steglitz;406-11;3;Berlin;/expose/113020336;"['Diese wunderschöne 2-Zimmer-Wohnung befindet sich in einem freistehenden, sehr exklusiven Altbau, der einem Rokkoko-Palais nachempfunden ist. Ein solches Gebäude ist in Berlin nur äußerst selten anzutreffen.', 'Die Wrangelstraße ist eine ruhige Seitenstraße ohne Durchgangsverkehr, sie befindet sich in der Nähe des Steglitzer Fichtenberges. Das gesamte Umfeld ist weit überwiegend von schönen Altbauten und begrünten Grundstücken geprägt.\n\nDer U-Bahnhof ""Rathaus Steglitz"", wie auch die Einkaufsmeile Schlossstraße, ist in zwei Minuten zu Fuß erreichbar.', 'Mit dem Mieter ist eine Nettokaltmiete von € 4,95 pro m², entsprechend einer monatlichen Miete von € 333,32, vereinbart. Die monatlichen Vorauszahlungen für die Betriebskosten sind € 155,00, das Wohngeld beträgt € 320,08. \n\nBitte beachten Sie, dass es sich um eine vermietete Wohnung handelt. Daher veröffentlichen wir hier keine Bilder vom Inneren der Wohnung. Eine Besichtigung ist nach Abstimmung mit dem Mieter möglich.\n\nAlle Angaben beruhen auf den Auskünften des Eigentümers, wir übernehmen dafür keine Gewähr. Zwischenverkauf / Änderung / Irrtum vorbehalten.\n\nQuelle des Stadtplanausschnitts: openstreetmap.org']";11.49;6.07;D;;;;;;
2020-05-30 19:59:19.086236;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1903091;n;y;https://pictures.immobilienscout24.de/listings/65227834-aedf-4049-a7ff-8e21b50717f7-1346083213.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;19.51;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;99648800;natural_gas_heavy;n;false;MagentaZuhause L;n;Berlin;n;5;1;177;no_information;energy_required;66.93;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;2.5;145;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1903091;209900;profile0;5;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;ENG H8;3;Berlin;/expose/99648800;"[""Highest re-rentability, zero risk of vacancy! Investment properties in Berlin's fast growing real estate market. We are offering commission-free investment properties in Berlin-Neukölln.  The condominium consists of a total of 104 rented and partially vacant apartments with between 48 and 85 sqm of living space. The convenient, well-designed apartments, which are very popular among tenants, are located in a very well-kept ensemble of buildings from the 1930s. 10 house entrances. The complex is known for its very high quality of living. Most apartments have loggias facing the garden. In the garden city concept the ensemble was built in closed block construction around an airy and spacious garden.\nAs of 08/2019 the value for comparable apartments in Neukölln is approximately EUR 4,100/sqm WFL. In the Silberstein/Herta project we sell the units at an average selling price of EUR 3,200/sqm. From 2018 to 2019, the square metre prices in Neukölln have risen by approx. 15,8 %. The official rent index shows an upper range value of EUR 8.19/sqm corresponding to up to 60 sqm. Depending on the unit. The average offer value for new rentals in Neukölln is currently 11.00/ m²."", 'With almost 330,000 inhabitants, Neukölln is as big as a medium-sized town. The district is very young. The infrastructure is excellent. In the immediate vicinity of the housing estate there are 4 schools and various kindergartens. Tenants can reach various supermarkets on Hermannstraße within a very short time. Bioladen, Asiamarkt and a big REAL are only 10 minutes away. \n\nConnection/public transport: The underground line U8 connects the Neuköllner Quartier with the city centre East, the U7 with the city centre West. The driveway to the city highway is in the immediate vicinity and connects Neukölln to Schoenefeld Airport. \nNeukölln offers a small opera, three cinemas, an ice stadium has Neukölln and a lot of greenery. The district is directly connected to the former Tempelhof Airport and the Hasenheide.']";19.51;12.26;;;;;;;
2020-05-30 19:59:19.427657;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1903091;n;y;https://pictures.immobilienscout24.de/listings/a69bb133-f741-4c0c-8c33-534cead6ec23-1350894064.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;16.53;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;113020521;natural_gas_heavy;n;false;MagentaZuhause L;n;Berlin;n;5;1;193;no_information;energy_required;68.94;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;2.5;169;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1903091;220060;profile0;5;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;ENG H14;3;Berlin;/expose/113020521;"[""Highest re-rentability, zero risk of vacancy! Investment properties in Berlin's fast growing real estate market. We are offering commission-free investment properties in Berlin-Neukölln.  The condominium consists of a total of 104 rented and partially vacant apartments with between 48 and 85 sqm of living space. The convenient, well-designed apartments, which are very popular among tenants, are located in a very well-kept ensemble of buildings from the 1930s. 10 house entrances. The complex is known for its very high quality of living. Most apartments have loggias facing the garden. In the garden city concept the ensemble was built in closed block construction around an airy and spacious garden.\r\nAs of 08/2019 the value for comparable apartments in Neukölln is approximately EUR 4,100/sqm WFL. In the Silberstein/Herta project we sell the units at an average selling price of EUR 3,200/sqm. From 2018 to 2019, the square metre prices in Neukölln have risen by approx. 15,8 %. The official rent index shows an upper range value of EUR 8.19/sqm corresponding to up to 60 sqm. Depending on the unit. The average offer value for new rentals in Neukölln is currently 11.00/ m²."", 'With almost 330,000 inhabitants, Neukölln is as big as a medium-sized town. The district is very young. The infrastructure is excellent. In the immediate vicinity of the housing estate there are 4 schools and various kindergartens. Tenants can reach various supermarkets on Hermannstraße within a very short time. Bioladen, Asiamarkt and a big REAL are only 10 minutes away. \r\n\r\nConnection/public transport: The underground line U8 connects the Neuköllner Quartier with the city centre East, the U7 with the city centre West. The driveway to the city highway is in the immediate vicinity and connects Neukölln to Schoenefeld Airport. \r\nNeukölln offers a small opera, three cinemas, an ice stadium has Neukölln and a lot of greenery. The district is directly connected to the former Tempelhof Airport and the Hasenheide.']";16.53;9.26;;;;;;;
2020-05-30 19:59:19.903121;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1903091;n;n;https://pictures.immobilienscout24.de/listings/a7572651-e37f-40b2-aa3f-e274ae37b9f0-1313237168.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;16.53;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;113020587;natural_gas_heavy;n;false;MagentaZuhause L;n;Berlin;n;5;1;183;no_information;energy_required;64.86;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;2.5;145;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1903091;207040;profile0;5;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;H5;3;Berlin;/expose/113020587;['Sicherste Wiedervermietbarkeit, null Leerstandsrisiko! Anlage-Immobilien in Berliner Wachstumslage: Wir bieten provisionsfreie Investment-Immobilien in Berlin-Neukölln. Die Wohngemeinschaft besteht aus insgesamt 104 Wohnungen zwischen 48 und 85 m² Wohnfläche. Die praktischen, gut geschnittenen Wohnungen befinden sich in einem sehr gepflegten Gebäudeensemble aus den 1930-Jahren. 10 Hauseingänge umschließen einen großen Hofgarten.\nStand 08/2019 liegt der Wert für vergleichbare Wohnungen in Neukölln bei ca. EUR 4.100/m² WFL. Im Projekt Silberstein/Herta verkaufen wir die Einheiten zu einem durchschnittlichen Verkaufspreis von EUR 3.200/m². Von 2018 auf 2019 sind die Quadratmeterpreise in Neukölln um ca. 15,8% gestiegen. Der Mietspiegel weist im oberen Spannenwert EUR 8,19/m² für Wohnungen bis 60 qm aus, zwischen 60 und 90 qm liegt der Obere Spannwert bei EUR  7,27/ m². Der durchschnittliche Angebotswert bei Neuvermietung liegt in Neukölln derzeit bei 11.00/ m².\nDie Anlage ist für ihre sehr hohe Wohnqualität bekannt. Die meisten Wohnungen haben zum Garten hin ausgerichtete Loggien. Im Gartenstadt-Konzept wurde das Ensemble in geschlossener Blockbauweise um eine luftige und großzügige Gartenanlage gebaut. ', 'Neukölln ist mit fast 330.000 Einwohnern so groß wie eine mittlere Kleinstadt. Der Bezirk ist sehr jung. Die Infrastruktur ist hervorragend. In der direkten Umgebung der Wohnanlage gibt es 4 Schulen und diverse Kindergärten. In kürzester Zeit erreichen Mieter Rewe, Netto und ein DM-Markt an der Hermannstraße. Bioladen, Asiamarkt und ein großer REAL sind nur 10 Minuten. \n\nAnbindung/ÖPNV: Die U-Bahn-Linie U8 verbindet das Neuköllner Quartier mit dem Zentrum Ost, die U7 mit dem Zentrum West. Die Auffahrt zur Stadtautobahn ist in direkter Nähe und bindet Neukölln an den Flughafen Schönefeld an. \nNeukölln bietet eine kleine Oper, drei Kinos, ein Eisstadion hat Neukölln und sehr viel Grün. Der Bezirk ist direkt mit dem ehemaligen Flughafen Tempelhof und mit der Hasenheide verbunden. '];16.53;9.26;;;;;;;
2020-05-30 19:59:20.337070;Berlin;self_contained_central_heating;ONE_YEAR_FREE;16236417;n;n;https://pictures.immobilienscout24.de/listings/00c57a73-63f1-40be-9c00-f3b5ab719838-1354586855.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;12.7;40 MBit/s;telekom_layer_magenta_l;über VDSL;1904;REGULAR;113019390;gas;n;false;MagentaZuhause L;y;Berlin;n;6;1;107.6;68;energy_consumption;51.3;Berlin;10785;well_kept;no_information;false;100 MBit/s;no_information;"L&uuml;tzowstra&szlig;e";n;https://padlock.link/ioml;https://padlock.link/ml;Lützowstraße;apartment;10785;1;126;n;2,active;true;Deutschland;standard;100 MBit/s;wohnung_kauf;n;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;002.01007153772;268000;profile0;;1;true;n;showqualicontactform;n;n;Tiergarten_Tiergarten;80417;2;Berlin;/expose/113019390;['Nur wenige Minuten zu Fuß von Landwehrkanal und Tiergarten wurde der Altbau in der Lützowstraße 68  in Berlin-Tiergarten im Jahre 1904 erbaut und mit viel Liebe zum Detail im Jahr 2018 saniert und renoviert. \n\nWir bieten Ihnen hier eine bezugsfreie große 1 Raumwohnung zum Kauf an. \n\nDurch Umbau könnte ggf. ein kleines Schlafzimmer hergestellt werden. Der bisherige Mieter hatte im Wohnraum eine kleine zweite Ebene gebaut, auf welcher sich das Bett befand.\n\n\n ', 'Das großzügige Zimmer ist hell, da es zu zwei Seiten ausgerichtet ist und mit großen Fenstern versehen ist. In der Küche können Sie bequem einen Tisch nebst Stühlen platzieren. \n\nDas Badezimmer hat eine Badewanne und ein Fenster. \n\n\n\n', 'Das Lützowviertel erfindet sich gerade neu! Ein Kiez im Wandel!\n\nMehrere Neubauprojekte entstanden und entstehen ringsherum und sorgen unter anderem dafür, dass diese Lage hohes Entwicklungspotenzial bietet.\n\nDer Kiez bietet Lebensqualität mit vielen kleinen Cafés, Restaurants, Boutiquen und Galerien. Das Lützowviertel hat kulinarisch viel zu bieten. Internationale Küche aus Kroatien, Indien, Indonesien, Äthiopien, Japan und natürlich Italien findet sich rund um das Objekt. \n\nDie Mischung aus Citylage und Naturnähe sorgt für die große Beliebtheit der Gegend rund um den Landwehrkanal. \n\nKleinere Parks am Lützowplatz im Westen bzw. am Magdeburger Platz im Osten sind nur wenige Schritte entfernt. Die Lage wird immer beliebter, die Bevölkerungszahl steigt stetig.\n\nGESCHÄFTE UND SUPERMÄRKTE\nNicht nur für den täglichen Bedarf ist gesorgt, auch exklusivere Adressen finden sich in der Nähe der Derfflingerstraße. \n\nSchnell sind Sie am Shopping-Center Potsdamer Platz mit seiner großen Auswahl an Geschäften. \n\nDie Derfflingerstraße/Lützowstraße ist genauso gut an die großen Einkaufszentren der City West angebunden: Das KaDeWe lockt mit hochwertigem Angebot, und auch das nahe gelegene Europa-Center ist gut erreichbar.\n\n\nANBINDUNG\nZentral gelegen und in alle Himmelsrichtungen optimal angebunden. \n\nDie A100 ist nur fünf Kilometer entfernt, die U-Bahn ein paar hundert Meter. Linien 1, 3 und 4 laufen am nahe gelegenen U-Bahnhof Nollendorfplatz zusammen und verbinden Sie schnell mit dem Rest Berlins. \n\nZum Flughafen Tegel kommen Sie bequem mit dem Bus TXL.', 'Bitte beachten Sie, dass die hier getätigten Angaben auf Informationen der Eigentümer beruhen und wir hierfür keine Gewähr übernehmen können.\n\nBei Interesse informieren und beraten wir Sie gerne. Zögern Sie nicht uns zu kontaktieren!\n\n'];12.7;7.58;D;true;2018;;;;
2020-05-30 19:59:20.876797;Berlin;central_heating;ONE_YEAR_FREE;5418748;n;n;https://pictures.immobilienscout24.de/listings/c471d572-313f-4978-b009-86846627ca80-1369374121.jpeg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;11;11.3;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;113033666;gas;y;false;MagentaZuhause L;y;Berlin;y;4;1;;no_information;energy_consumption;65;Berlin;12439;refurbished;normal;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12439;3;129;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;4;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.5418748;198000;profile0;4;3;true;y;showqualicontactform;n;n;Niederschöneweide_Treptow;1108;3;Berlin;/expose/113033666;['Im 4. Obergeschoss dieses Mehrfamilienhauses befindet sich diese 2,5 Zimmerwohnung.\r\n\r\nDurch die vom Wohnzimmer aus begehbare Loggia gibt es hier ideales Tageslicht. Die Küche bietet ausreichenden Platz für eine Sitzecke und eine Küchenzeile. Das Tageslicht Bad ist zeitlos gestaltet. Das Kinder-/Arbeitszimmer lässt sich ideal nutzen, auch das Schlafzimmer bietet genügend Platz. \r\n\r\nDie Wohnung ist aktuell vermietet, zu einer Nettokaltmiete von 436,07 €. \r\n', 'Die Hainstraße ist unmittelbar an der Spree gelegen. Zahlreiche Parks, Grünanlagen und vielfältige Freizeitmöglichkeiten befinden sich in der Nähe. Nur 10 Gehminuten entfernt befindet sich der S-Bahnhof Schöneweide (RB24, S8, S9, S42, S45, S46, S47, S85). Mit dem Auto erreicht man in ungefähr 20 - 25 Minuten den Flughafen Schönefeld, Ostbahnhof oder den Alexanderplatz. In weniger als 30 Minuten befindet man sich im lebendigen Friedrichshain- Kreuzberg mit seinen vielen Restaurants und Bars. ', 'Das Team von Black Label Immobilien bietet Ihnen Unterstützung in allen Bereichen rund um den Kauf einer Immobilie. Unser internationales Team spricht fließend Englisch, Deutsch, Französisch und Mandarin, zudem arbeiten wir mit einem Team aus mehrsprachigen Anwälten, Notaren und Finanzierungsberatern zusammen.\r\nUm Ihren persönlichen Ansprüchen gerecht werden zu können, bieten wir Ihnen eine große Auswahl an verschiedenen Immobilien. Senden Sie uns einfach ihre Suchkriterien inklusive:\r\n\r\n- Art der gesuchten Immobilie\r\n- Ihr Budget\r\n- Bevorzugter Standort\r\n- Suchen Sie eine Immobilie als Investment oder zum Eigenbedarf?\r\n\r\nFür Unterstützung bei der Finanzierung Ihrer Immobilie vermitteln wir Ihnen gern einen Finanzierungspartner.\r\n\r\nSind Sie an einer Vermietung Ihrer neuen Immobilie interessiert? Hierfür bietet Black Label ein Verwaltungs-Paket sowohl für unmöblierte als auch möblierte Vermietungen, sowie einen kompletten Design- und Möblierungsservice, angepasst an ihre persönlichen Vorstellungen. Kontaktieren Sie uns, oder besuchen Sie uns in unserem Büro, um mehr Informationen zu erhalten.\r\n'];11.3;6.91;;;2015;disabled;;;
2020-05-30 19:59:21.255061;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1903091;n;n;https://pictures.immobilienscout24.de/listings/f3a50958-50fb-4163-ad26-17cb23e9b14a-1346083186.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;21.77;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;99648786;natural_gas_heavy;n;false;MagentaZuhause L;n;Berlin;n;5;1;183;no_information;energy_required;64.86;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;2.5;145;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;2;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1903091;207040;profile0;5;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;ENG H5;3;Berlin;/expose/99648786;"[""Highest re-rentability, zero risk of vacancy! Investment properties in Berlin's fast growing real estate market. We are offering commission-free investment properties in Berlin-Neukölln.  The condominium consists of a total of 104 rented and partially vacant apartments with between 48 and 85 sqm of living space. The convenient, well-designed apartments, which are very popular among tenants, are located in a very well-kept ensemble of buildings from the 1930s. 10 house entrances. The complex is known for its very high quality of living. Most apartments have loggias facing the garden. In the garden city concept the ensemble was built in closed block construction around an airy and spacious garden.\r\nAs of 08/2019 the value for comparable apartments in Neukölln is approximately EUR 4,100/sqm WFL. In the Silberstein/Herta project we sell the units at an average selling price of EUR 3,200/sqm. From 2018 to 2019, the square metre prices in Neukölln have risen by approx. 15,8 %. The official rent index shows an upper range value of EUR 8.19/sqm corresponding to up to 60 sqm. Depending on the unit. The average offer value for new rentals in Neukölln is currently 11.00/ m²."", 'With almost 330,000 inhabitants, Neukölln is as big as a medium-sized town. The district is very young. The infrastructure is excellent. In the immediate vicinity of the housing estate there are 4 schools and various kindergartens. Tenants can reach various supermarkets on Hermannstraße within a very short time. Bioladen, Asiamarkt and a big REAL are only 10 minutes away. \r\n\r\nConnection/public transport: The underground line U8 connects the Neuköllner Quartier with the city centre East, the U7 with the city centre West. The driveway to the city highway is in the immediate vicinity and connects Neukölln to Schoenefeld Airport. \r\nNeukölln offers a small opera, three cinemas, an ice stadium has Neukölln and a lot of greenery. The district is directly connected to the former Tempelhof Airport and the Hasenheide.']";;;;;;;;;
2020-05-30 19:59:21.591856;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1903091;n;y;https://pictures.immobilienscout24.de/listings/dddf31b7-3639-4321-a539-a4a95609c983-1346083315.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;16.53;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;113020527;natural_gas_heavy;n;false;MagentaZuhause L;n;Berlin;n;4;1;172;no_information;energy_required;60.44;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;2;169;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;3;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1903091;199700;profile0;5;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;ENG H19;2;Berlin;/expose/113020527;"[""Highest re-rentability, zero risk of vacancy! Investment properties in Berlin's fast growing real estate market. We are offering commission-free investment properties in Berlin-Neukölln.  The condominium consists of a total of 104 rented and partially vacant apartments with between 48 and 85 sqm of living space. The convenient, well-designed apartments, which are very popular among tenants, are located in a very well-kept ensemble of buildings from the 1930s. 10 house entrances. The complex is known for its very high quality of living. Most apartments have loggias facing the garden. In the garden city concept the ensemble was built in closed block construction around an airy and spacious garden.\nAs of 08/2019 the value for comparable apartments in Neukölln is approximately EUR 4,100/sqm WFL. In the Silberstein/Herta project we sell the units at an average selling price of EUR 3,200/sqm. From 2018 to 2019, the square metre prices in Neukölln have risen by approx. 15,8 %. The official rent index shows an upper range value of EUR 8.19/sqm corresponding to up to 60 sqm. Depending on the unit. The average offer value for new rentals in Neukölln is currently 11.00/ m²."", 'With almost 330,000 inhabitants, Neukölln is as big as a medium-sized town. The district is very young. The infrastructure is excellent. In the immediate vicinity of the housing estate there are 4 schools and various kindergartens. Tenants can reach various supermarkets on Hermannstraße within a very short time. Bioladen, Asiamarkt and a big REAL are only 10 minutes away. \n\nConnection/public transport: The underground line U8 connects the Neuköllner Quartier with the city centre East, the U7 with the city centre West. The driveway to the city highway is in the immediate vicinity and connects Neukölln to Schoenefeld Airport. \nNeukölln offers a small opera, three cinemas, an ice stadium has Neukölln and a lot of greenery. The district is directly connected to the former Tempelhof Airport and the Hasenheide.']";16.53;9.26;;;;;;;
2020-05-30 19:59:21.929476;Berlin;self_contained_central_heating;ONE_YEAR_FREE;1903091;n;y;https://pictures.immobilienscout24.de/listings/c5bcc298-bbe2-476b-a1b7-29e70c436128-1346083259.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;7;16.53;40 MBit/s;telekom_layer_magenta_l;über VDSL;1930;REGULAR;113020522;natural_gas_heavy;n;false;MagentaZuhause L;n;Berlin;n;5;1;171;no_information;energy_required;61.41;Berlin;12051;no_information;no_information;false;100 MBit/s;no_information;no_information;n;https://padlock.link/ioml;https://padlock.link/ml;no_information;apartment;12051;2;169;n;2,active;true;Deutschland;top;100 MBit/s;wohnung_kauf;y;1;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;true;001.1903091;223540;profile0;5;2;true;n;showqualicontactform;n;n;Neukölln_Neukölln;ENG H15;3;Berlin;/expose/113020522;"[""Highest re-rentability, zero risk of vacancy! Investment properties in Berlin's fast growing real estate market. We are offering commission-free investment properties in Berlin-Neukölln.  The condominium consists of a total of 104 rented and partially vacant apartments with between 48 and 85 sqm of living space. The convenient, well-designed apartments, which are very popular among tenants, are located in a very well-kept ensemble of buildings from the 1930s. 10 house entrances. The complex is known for its very high quality of living. Most apartments have loggias facing the garden. In the garden city concept the ensemble was built in closed block construction around an airy and spacious garden.\nAs of 08/2019 the value for comparable apartments in Neukölln is approximately EUR 4,100/sqm WFL. In the Silberstein/Herta project we sell the units at an average selling price of EUR 3,200/sqm. From 2018 to 2019, the square metre prices in Neukölln have risen by approx. 15,8 %. The official rent index shows an upper range value of EUR 8.19/sqm corresponding to up to 60 sqm. Depending on the unit. The average offer value for new rentals in Neukölln is currently 11.00/ m²."", 'With almost 330,000 inhabitants, Neukölln is as big as a medium-sized town. The district is very young. The infrastructure is excellent. In the immediate vicinity of the housing estate there are 4 schools and various kindergartens. Tenants can reach various supermarkets on Hermannstraße within a very short time. Bioladen, Asiamarkt and a big REAL are only 10 minutes away. \n\nConnection/public transport: The underground line U8 connects the Neuköllner Quartier with the city centre East, the U7 with the city centre West. The driveway to the city highway is in the immediate vicinity and connects Neukölln to Schoenefeld Airport. \nNeukölln offers a small opera, three cinemas, an ice stadium has Neukölln and a lot of greenery. The district is directly connected to the former Tempelhof Airport and the Hasenheide.']";16.53;9.26;;;;;;;
